gene_name,Ctrl_vs_Chd7_1,Ctrl_vs_Chd7_2,Ctrl_vs_Chd7_3,Chd7_1_vs_Ctrl,Chd7_1_vs_Chd7_2,Chd7_1_vs_Chd7_3,Chd7_2_vs_Ctrl,Chd7_2_vs_Chd7_1,Chd7_2_vs_Chd7_3,Chd7_3_vs_Ctrl,Chd7_3_vs_Chd7_1,Chd7_3_vs_Chd7_2
Gm5396,0.0,-0.279,0.0,0.0,-0.26,0.0,0.279,0.26,0.305,0.0,0.0,-0.305
C230062I16Rik,-0.227,-0.307,-0.396,0.227,-0.072,-0.152,0.307,0.072,-0.08,0.396,0.152,0.08
Gm12263,,,,,,,,,,,,
Scgb1b10,,,,,,,,,,,,
Klhdc10,-1.005,0.865,-0.072,1.005,1.704,0.853,-0.865,-1.704,-0.856,0.072,-0.853,0.856
Hist1h4a,0.187,-1.27,-0.279,-0.187,-1.33,-0.426,1.27,1.33,0.904,0.279,0.426,-0.904
Ppp1r14d,,,,,,,,,,,,
Pax4,,,,,,,,,,,,
Gm13813,,,,,,,,,,,,
Gm30162,,,,,,,,,,,,
Gm47618,,,,,,,,,,,,
Gm13080,1.023,1.052,1.076,-1.023,0.0,0.0,-1.052,0.0,0.0,-1.076,0.0,0.0
Ddx21,0.365,1.038,-0.214,-0.365,0.614,-0.529,-1.038,-0.614,-1.144,0.214,0.529,1.144
Spink12,,,,,,,,,,,,
Hsd3b3,-0.496,0.875,0.133,0.496,1.258,0.573,-0.875,-1.258,-0.687,-0.133,-0.573,0.687
Hif3a,-0.339,0.615,-0.48,0.339,0.874,-0.125,-0.615,-0.874,-1.004,0.48,0.125,1.004
Gm14566,,,,,,,,,,,,
AC147474.1,,,,,,,,,,,,
Fthl17f,,,,,,,,,,,,
Rbm6,0.169,-0.065,-0.443,-0.169,-0.213,-0.559,0.065,0.213,-0.346,0.443,0.559,0.346
Gpatch2,-0.261,0.134,0.915,0.261,0.361,1.074,-0.134,-0.361,0.715,-0.915,-1.074,-0.715
Gm37575,,,,,,,,,,,,
Gpr137b,0.618,0.367,0.315,-0.618,-0.228,-0.28,-0.367,0.228,-0.05,-0.315,0.28,0.05
M6pr,0.17,1.54,0.312,-0.17,1.251,0.129,-1.54,-1.251,-1.122,-0.312,-0.129,1.122
Dpyd,-0.842,0.0,-0.16,0.842,0.794,0.617,0.0,-0.794,-0.176,0.16,-0.617,0.176
Ubxn7,-0.272,1.01,0.182,0.272,1.17,0.414,-1.01,-1.17,-0.757,-0.182,-0.414,0.757
Gm4725,,,,,,,,,,,,
Gm29815,-0.307,0.0,0.0,0.307,0.311,0.331,0.0,-0.311,0.0,0.0,-0.331,0.0
Gm12135,,,,,,,,,,,,
Gm17909,0.114,0.147,0.513,-0.114,0.03,0.361,-0.147,-0.03,0.331,-0.513,-0.361,-0.331
Mtmr1,0.885,-0.05,1.32,-0.885,-0.854,0.395,0.05,0.854,1.252,-1.32,-0.395,-1.252
Gm17190,0.231,-0.026,0.28,-0.231,-0.235,0.0,0.026,0.235,0.28,-0.28,0.0,-0.28
Ugt1a1,-0.31,-0.535,-0.455,0.31,-0.197,-0.125,0.535,0.197,0.073,0.455,0.125,-0.073
Gm15022,,,,,,,,,,,,
Tmco2,,,,,,,,,,,,
Gm6850,,,,,,,,,,,,
Flad1,-0.393,0.302,0.407,0.393,0.636,0.731,-0.302,-0.636,0.095,-0.407,-0.731,-0.095
Xylt2,-3.012,-3.033,-1.876,3.012,-0.012,1.046,3.033,0.012,1.061,1.876,-1.046,-1.061
Cypt4,,,,,,,,,,,,
Igkv2-93-1,,,,,,,,,,,,
Hmgcs1,1.341,-0.338,-0.245,-1.341,-1.536,-1.451,0.338,1.536,0.085,0.245,1.451,-0.085
Gm13038,0.903,0.581,0.011,-0.903,-0.344,-0.842,-0.581,0.344,-0.53,-0.011,0.842,0.53
Gm7816,0.068,-0.086,0.418,-0.068,-0.141,0.322,0.086,0.141,0.463,-0.418,-0.322,-0.463
Gm3115,,,,,,,,,,,,
Kcnq1,,,,,,,,,,,,
Olfr1044,-0.391,0.148,-0.008,0.391,0.494,0.352,-0.148,-0.494,-0.144,0.008,-0.352,0.144
Gm9493,1.518,-1.344,0.17,-1.518,-2.6,-1.258,1.344,2.6,1.388,-0.17,1.258,-1.388
Gm42932,0.0,0.0,-0.451,0.0,0.0,-0.416,0.0,0.0,-0.441,0.451,0.416,0.441
Gm9621,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Gm11702,,,,,,,,,,,,
Hmgb1-ps2,-0.597,0.471,0.006,0.597,0.975,0.552,-0.471,-0.975,-0.427,-0.006,-0.552,0.427
Gm14943,,,,,,,,,,,,
Eid1,0.032,1.229,1.046,-0.032,1.093,0.926,-1.229,-1.093,-0.17,-1.046,-0.926,0.17
Gm49689,0.218,0.245,-0.08,-0.218,0.0,-0.272,-0.245,0.0,-0.297,0.08,0.272,0.297
Gm45783,,,,,,,,,,,,
Sypl,-0.849,-1.555,-0.818,0.849,-0.645,0.03,1.555,0.645,0.676,0.818,-0.03,-0.676
Gm17893,-0.468,0.394,-0.471,0.468,0.789,0.001,-0.394,-0.789,-0.794,0.471,-0.001,0.794
Gm5778,0.116,0.156,-0.122,-0.116,0.036,-0.217,-0.156,-0.036,-0.255,0.122,0.217,0.255
Gm47366,0.0,0.0,-0.25,0.0,0.0,-0.233,0.0,0.0,-0.258,0.25,0.233,0.258
Celf4,0.148,-0.598,-0.303,-0.148,-0.677,-0.41,0.598,0.677,0.276,0.303,0.41,-0.276
Gm6266,0.336,0.48,0.961,-0.336,0.13,0.575,-0.48,-0.13,0.447,-0.961,-0.575,-0.447
Npy,,,,,,,,,,,,
Snx1,-0.335,-0.511,-0.06,0.335,-0.16,0.252,0.511,0.16,0.413,0.06,-0.252,-0.413
Sssca1,-0.467,0.107,1.018,0.467,0.526,1.36,-0.107,-0.526,0.836,-1.018,-1.36,-0.836
Map3k21,,,,,,,,,,,,
Snx31,1.213,0.246,1.348,-1.213,-0.962,0.099,-0.246,0.962,1.087,-1.348,-0.099,-1.087
5730416F02Rik,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Tdpoz3,,,,,,,,,,,,
Cand1,0.2,-0.073,0.583,-0.2,-0.249,0.349,0.073,0.249,0.599,-0.583,-0.349,-0.599
Gm47356,0.618,0.653,0.711,-0.618,0.031,0.082,-0.653,-0.031,0.051,-0.711,-0.082,-0.051
Srsf1,0.131,-0.375,0.325,-0.131,-0.463,0.177,0.375,0.463,0.639,-0.325,-0.177,-0.639
Gm15163,0.553,-0.642,0.615,-0.553,-1.096,0.0,0.642,1.096,1.155,-0.615,0.0,-1.155
Fut1,0.036,-0.087,0.813,-0.036,-0.112,0.715,0.087,0.112,0.831,-0.813,-0.715,-0.831
Sh2d1a,-0.868,-2.323,-1.346,0.868,-1.326,-0.434,2.323,1.326,0.894,1.346,0.434,-0.894
Gm11366,-0.227,-0.772,-1.37,0.227,-0.493,-1.036,0.772,0.493,-0.556,1.37,1.036,0.556
Rtn1,0.437,0.465,0.487,-0.437,0.0,0.0,-0.465,0.0,0.0,-0.487,0.0,0.0
Gm19173,,,,,,,,,,,,
Gm12738,0.439,0.466,0.182,-0.439,0.0,-0.233,-0.466,0.0,-0.257,-0.182,0.233,0.257
Bak1,-0.869,-0.101,0.809,0.869,0.702,1.533,0.101,-0.702,0.831,-0.809,-1.533,-0.831
Ighv2-6,0.0,-0.516,0.0,0.0,-0.475,0.0,0.516,0.475,0.52,0.0,0.0,-0.52
Sel1l2,0.901,0.178,0.532,-0.901,-0.67,-0.327,-0.178,0.67,0.331,-0.532,0.327,-0.331
Trex1,-0.269,1.695,0.626,0.269,1.795,0.819,-1.695,-1.795,-0.981,-0.626,-0.819,0.981
Fap,0.391,0.947,-0.259,-0.391,0.514,-0.6,-0.947,-0.514,-1.116,0.259,0.6,1.116
Olfr1108-ps1,,,,,,,,,,,,
Gm4754,0.568,-0.312,0.61,-0.568,-0.805,0.03,0.312,0.805,0.848,-0.61,-0.03,-0.848
Tmem221,-0.279,-0.665,0.433,0.279,-0.351,0.652,0.665,0.351,1.008,-0.433,-0.652,-1.008
Rpl7a-ps14,,,,,,,,,,,,
Gm9480,-0.534,0.0,-0.249,0.534,0.516,0.255,0.0,-0.516,-0.257,0.249,-0.255,0.257
Xlr5d-ps,,,,,,,,,,,,
Gm11256,,,,,,,,,,,,
Cdk5,0.959,0.797,0.687,-0.959,-0.147,-0.251,-0.797,0.147,-0.104,-0.687,0.251,0.104
Kcnq2,1.095,0.079,0.729,-1.095,-0.947,-0.36,-0.079,0.947,0.602,-0.729,0.36,-0.602
9230102O04Rik,0.861,-0.12,0.928,-0.861,-0.905,0.0,0.12,0.905,0.967,-0.928,0.0,-0.967
Mgat4b,1.07,0.449,1.265,-1.07,-0.576,0.165,-0.449,0.576,0.749,-1.265,-0.165,-0.749
Gm45171,,,,,,,,,,,,
Gpsm3,-0.422,-0.84,0.775,0.422,-0.381,1.094,0.84,0.381,1.476,-0.775,-1.094,-1.476
Gm12184,0.0,-0.957,0.0,0.0,-0.872,0.0,0.957,0.872,0.919,0.0,0.0,-0.919
Gm17831,0.524,1.411,0.284,-0.524,0.83,-0.228,-1.411,-0.83,-1.066,-0.284,0.228,1.066
Olfr499-ps1,,,,,,,,,,,,
Zfp960,1.105,1.709,0.778,-1.105,0.55,-0.304,-1.709,-0.55,-0.857,-0.778,0.304,0.857
Cpne2,0.669,1.228,1.055,-0.669,0.526,0.36,-1.228,-0.526,-0.168,-1.055,-0.36,0.168
Zc3h6,0.455,0.871,1.666,-0.455,0.38,1.106,-0.871,-0.38,0.726,-1.666,-1.106,-0.726
Cacna1s,1.158,0.526,0.841,-1.158,-0.587,-0.299,-0.526,0.587,0.29,-0.841,0.299,-0.29
Gm10160,0.408,0.519,-0.815,-0.408,0.099,-1.116,-0.519,-0.099,-1.222,0.815,1.116,1.222
Chrne,1.818,-0.779,0.464,-1.818,-2.362,-1.268,0.779,2.362,1.137,-0.464,1.268,-1.137
Vmn1r56,,,,,,,,,,,,
Ppef2,-0.045,0.099,-0.607,0.045,0.132,-0.51,-0.099,-0.132,-0.646,0.607,0.51,0.646
Fam135b,1.609,0.244,-0.273,-1.609,-1.262,-1.734,-0.244,1.262,-0.474,0.273,1.734,0.474
Gm37836,,,,,,,,,,,,
Gm7307,,,,,,,,,,,,
Prok2,,,,,,,,,,,,
Gm17391,,,,,,,,,,,,
Gm50029,-0.309,-0.277,0.0,0.309,0.029,0.332,0.277,-0.029,0.303,0.0,-0.332,-0.303
Tomm5,0.519,0.167,0.079,-0.519,-0.323,-0.404,-0.167,0.323,-0.081,-0.079,0.404,0.081
Olfr502,,,,,,,,,,,,
Gm12957,0.253,-0.182,0.54,-0.253,-0.397,0.262,0.182,0.397,0.662,-0.54,-0.262,-0.662
Ptpra,-0.074,0.829,0.673,0.074,0.824,0.682,-0.829,-0.824,-0.143,-0.673,-0.682,0.143
Gm3635,,,,,,,,,,,,
Gm12790,0.653,0.685,-0.326,-0.653,0.0,-0.898,-0.685,0.0,-0.929,0.326,0.898,0.929
Trav4-3,-0.464,-0.601,-1.077,0.464,-0.121,-0.555,0.601,0.121,-0.438,1.077,0.555,0.438
Vmn2r-ps46,,,,,,,,,,,,
Tsc22d4,-0.776,0.473,1.034,0.776,1.141,1.653,-0.473,-1.141,0.513,-1.034,-1.653,-0.513
Onecut2,0.767,-0.044,0.211,-0.767,-0.746,-0.516,0.044,0.746,0.234,-0.211,0.516,-0.234
Gm15254,,,,,,,,,,,,
Gm13435,0.0,-0.499,-0.25,0.0,-0.459,-0.234,0.499,0.459,0.222,0.25,0.234,-0.222
Gm11360,,,,,,,,,,,,
Fstl4,-0.207,0.408,0.427,0.207,0.561,0.579,-0.408,-0.561,0.014,-0.427,-0.579,-0.014
Speer4c,0.376,-0.004,0.425,-0.376,-0.345,0.0,0.004,0.345,0.39,-0.425,0.0,-0.39
Olfr1079,,,,,,,,,,,,
Gm12792,-0.167,-0.099,-0.008,0.167,0.063,0.146,0.099,-0.063,0.084,0.008,-0.146,-0.084
Gm8388,,,,,,,,,,,,
Cop1,-0.385,-0.071,-0.138,0.385,0.287,0.226,0.071,-0.287,-0.061,0.138,-0.226,0.061
Gm19137,,,,,,,,,,,,
Gm47168,,,,,,,,,,,,
Smarcc1,-0.812,0.104,-0.013,0.812,0.837,0.731,-0.104,-0.837,-0.107,0.013,-0.731,0.107
Muc6,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Susd1,0.711,-0.003,0.213,-0.711,-0.655,-0.457,0.003,0.655,0.198,-0.213,0.457,-0.198
Pdcd2,0.813,-0.885,1.008,-0.813,-1.551,0.176,0.885,1.551,1.731,-1.008,-0.176,-1.731
Prim2,-0.033,-1.165,-0.126,0.033,-1.033,-0.084,1.165,1.033,0.949,0.126,0.084,-0.949
Elf5,-0.676,-0.559,-0.509,0.676,0.109,0.155,0.559,-0.109,0.047,0.509,-0.155,-0.047
Phactr4,0.494,-0.595,0.676,-0.494,-0.994,0.163,0.595,0.994,1.162,-0.676,-0.163,-1.162
Tex50,,,,,,,,,,,,
Grhpr,0.528,-0.08,0.992,-0.528,-0.557,0.423,0.08,0.557,0.981,-0.992,-0.423,-0.981
Gm4828,1.341,0.121,0.41,-1.341,-1.144,-0.884,-0.121,1.144,0.267,-0.41,0.884,-0.267
Gm16056,,,,,,,,,,,,
AY074887,-1.085,-0.565,-0.446,1.085,0.479,0.59,0.565,-0.479,0.111,0.446,-0.59,-0.111
Serinc1,0.534,0.674,0.47,-0.534,0.127,-0.059,-0.674,-0.127,-0.187,-0.47,0.059,0.187
Fcrl5,-0.655,0.762,0.738,0.655,1.291,1.272,-0.762,-1.291,-0.027,-0.738,-1.272,0.027
Rps10-ps3,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Qtrt2,-0.593,-0.895,0.782,0.593,-0.274,1.262,0.895,0.274,1.543,-0.782,-1.262,-1.543
Rpl35,1.109,-0.197,0.045,-1.109,-1.193,-0.972,0.197,1.193,0.221,-0.045,0.972,-0.221
Flg2,,,,,,,,,,,,
Gm49833,,,,,,,,,,,,
Gm42824,,,,,,,,,,,,
Stxbp1,0.32,-0.009,0.147,-0.32,-0.302,-0.162,0.009,0.302,0.143,-0.147,0.162,-0.143
Gm13034,1.331,0.539,-0.056,-1.331,-0.747,-1.288,-0.539,0.747,-0.547,0.056,1.288,0.547
Snapc1,-1.106,1.012,-0.28,1.106,1.93,0.757,-1.012,-1.93,-1.181,0.28,-0.757,1.181
Gm12202,,,,,,,,,,,,
Gm43228,,,,,,,,,,,,
Hyal1,-0.839,-0.39,-0.24,0.839,0.413,0.552,0.39,-0.413,0.139,0.24,-0.552,-0.139
Arfgap1,-0.574,0.83,-0.176,0.574,1.283,0.366,-0.83,-1.283,-0.921,0.176,-0.366,0.921
Igkv13-82,,,,,,,,,,,,
Chrna3,0.0,-0.279,-0.295,0.0,-0.26,-0.275,0.279,0.26,-0.014,0.295,0.275,0.014
Gm8569,,,,,,,,,,,,
Gm8894,0.286,1.219,0.281,-0.286,0.877,-0.007,-1.219,-0.877,-0.89,-0.281,0.007,0.89
Fads6,-1.01,-0.641,-1.016,1.01,0.34,0.003,0.641,-0.34,-0.34,1.016,-0.003,0.34
Zfp385a,-0.718,-1.028,-0.443,0.718,-0.281,0.257,1.028,0.281,0.542,0.443,-0.257,-0.542
Cd300a,-0.657,0.955,-1.131,0.657,1.473,-0.428,-0.955,-1.473,-1.91,1.131,0.428,1.91
Gm47491,,,,,,,,,,,,
Hist1h2ab,-0.001,-0.639,-0.019,0.001,-0.582,-0.017,0.639,0.582,0.566,0.019,0.017,-0.566
Fancc,-0.313,-0.8,-0.659,0.313,-0.444,-0.315,0.8,0.444,0.13,0.659,0.315,-0.13
Rnf133,,,,,,,,,,,,
Olfr1061,,,,,,,,,,,,
1700086D15Rik,,,,,,,,,,,,
Zfp954,0.478,1.437,0.597,-0.478,0.874,0.107,-1.437,-0.874,-0.769,-0.597,-0.107,0.769
Gm44855,,,,,,,,,,,,
Ticam2,0.064,-0.096,0.136,-0.064,-0.146,0.065,0.096,0.146,0.213,-0.136,-0.065,-0.213
Try5,0.511,0.187,-0.127,-0.511,-0.309,-0.586,-0.187,0.309,-0.288,0.127,0.586,0.288
Olfr475-ps1,,,,,,,,,,,,
Gm6645,,,,,,,,,,,,
Gm8926,0.629,0.657,0.679,-0.629,0.0,0.0,-0.657,0.0,0.0,-0.679,0.0,0.0
N6amt1,-0.671,0.467,0.15,0.671,1.041,0.753,-0.467,-1.041,-0.292,-0.15,-0.753,0.292
Slc26a7,0.0,-0.296,0.0,0.0,-0.275,0.0,0.296,0.275,0.32,0.0,0.0,-0.32
Gm7781,-0.105,0.244,0.266,0.105,0.319,0.339,-0.244,-0.319,0.0,-0.266,-0.339,0.0
Gm48839,,,,,,,,,,,,
AC122211.1,0.226,-0.085,-0.484,-0.226,-0.285,-0.653,0.085,0.285,-0.36,0.484,0.653,0.36
Ptrh1,0.105,0.674,0.689,-0.105,0.519,0.532,-0.674,-0.519,0.011,-0.689,-0.532,-0.011
Snapc5,0.664,1.584,0.899,-0.664,0.84,0.21,-1.584,-0.84,-0.633,-0.899,-0.21,0.633
Gm15399,-0.811,0.251,-0.243,0.811,0.963,0.525,-0.251,-0.963,-0.454,0.243,-0.525,0.454
Polr2k-ps,-0.406,-0.571,0.104,0.406,-0.148,0.468,0.571,0.148,0.62,-0.104,-0.468,-0.62
Syt16,0.0,-0.532,0.0,0.0,-0.489,0.0,0.532,0.489,0.534,0.0,0.0,-0.534
Gm49028,-0.277,-0.58,-0.922,0.277,-0.274,-0.583,0.58,0.274,-0.312,0.922,0.583,0.312
Med26,0.071,0.75,1.068,-0.071,0.619,0.91,-0.75,-0.619,0.29,-1.068,-0.91,-0.29
Wnt11,1.19,0.474,0.862,-1.19,-0.77,-0.41,-0.474,0.77,0.392,-0.862,0.41,-0.392
Pym1,-0.617,-0.345,-0.316,0.617,0.249,0.276,0.345,-0.249,0.027,0.316,-0.276,-0.027
Mff,0.435,1.647,1.125,-0.435,1.106,0.629,-1.647,-1.106,-0.48,-1.125,-0.629,0.48
Vamp9,,,,,,,,,,,,
Gm44776,,,,,,,,,,,,
Csnk1g1,1.164,0.942,0.539,-1.164,-0.202,-0.571,-0.942,0.202,-0.369,-0.539,0.571,0.369
Gm44657,,,,,,,,,,,,
Ctxn1,-0.229,-0.128,-0.054,0.229,0.093,0.161,0.128,-0.093,0.068,0.054,-0.161,-0.068
Cyp2c69,0.0,-0.532,0.0,0.0,-0.489,0.0,0.532,0.489,0.534,0.0,0.0,-0.534
Fbln2,0.267,-0.228,-0.071,-0.267,-0.458,-0.309,0.228,0.458,0.141,0.071,0.309,-0.141
Cyb5r2,,,,,,,,,,,,
Pla2g5,0.0,0.0,-0.25,0.0,0.0,-0.233,0.0,0.0,-0.258,0.25,0.233,0.258
Olfr1181,0.513,-0.259,0.154,-0.513,-0.712,-0.326,0.259,0.712,0.377,-0.154,0.326,-0.377
Rpl31-ps12,-1.059,0.0,-1.22,1.059,0.997,-0.145,0.0,-0.997,-1.14,1.22,0.145,1.14
Rpusd3,-2.154,-0.905,0.169,2.154,1.157,2.129,0.905,-1.157,0.985,-0.169,-2.129,-0.985
Gm9665,,,,,,,,,,,,
Hist3h2ba,-0.049,0.124,0.151,0.049,0.158,0.183,-0.124,-0.158,0.025,-0.151,-0.183,-0.025
Gm18014,,,,,,,,,,,,
Olfr1431,0.869,1.295,-0.36,-0.869,0.389,-1.13,-1.295,-0.389,-1.525,0.36,1.13,1.525
Zbtb16,1.343,-0.162,2.458,-1.343,-1.381,1.05,0.162,1.381,2.414,-2.458,-1.05,-2.414
Zkscan16,,,,,,,,,,,,
Fmc1,-0.175,-1.024,-0.053,0.175,-0.773,0.112,1.024,0.773,0.891,0.053,-0.112,-0.891
Mzt1,0.345,0.428,1.086,-0.345,0.076,0.676,-0.428,-0.076,0.602,-1.086,-0.676,-0.602
Gm9890,,,,,,,,,,,,
Spin1,-1.193,-2.476,-1.049,1.193,-1.167,0.135,2.476,1.167,1.307,1.049,-0.135,-1.307
Tm4sf4,,,,,,,,,,,,
Gm16200,-1.164,-0.495,-0.526,1.164,0.616,0.59,0.495,-0.616,-0.027,0.526,-0.59,0.027
Gm9728,0.006,0.295,0.729,-0.006,0.265,0.664,-0.295,-0.265,0.389,-0.729,-0.664,-0.389
Igkv4-55,-0.318,0.0,0.0,0.318,0.32,0.34,0.0,-0.32,0.0,0.0,-0.34,0.0
Tdrkh,-1.04,-0.25,-1.279,1.04,0.721,-0.21,0.25,-0.721,-0.935,1.279,0.21,0.935
Rab14,0.19,0.442,0.43,-0.19,0.23,0.219,-0.442,-0.23,-0.012,-0.43,-0.219,0.012
Cyp2d38-ps,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Olfr279,-0.838,-0.314,-1.581,0.838,0.481,-0.67,0.314,-0.481,-1.157,1.581,0.67,1.157
Gm5805,-0.648,-0.302,-1.45,0.648,0.319,-0.729,0.302,-0.319,-1.05,1.45,0.729,1.05
Egln1,-0.713,0.78,0.694,0.713,1.364,1.286,-0.78,-1.364,-0.08,-0.694,-1.286,0.08
Zfp830,0.605,0.37,1.43,-0.605,-0.216,0.751,-0.37,0.216,0.97,-1.43,-0.751,-0.97
Gm12181,,,,,,,,,,,,
Gm6216,,,,,,,,,,,,
Hopx,0.86,2.237,1.552,-0.86,1.256,0.63,-2.237,-1.256,-0.628,-1.552,-0.63,0.628
Ifna6,,,,,,,,,,,,
Adgrg4,-0.97,-0.298,-0.314,0.97,0.623,0.607,0.298,-0.623,-0.016,0.314,-0.607,0.016
Gm30285,0.043,0.565,-1.113,-0.043,0.477,-1.052,-0.565,-0.477,-1.535,1.113,1.052,1.535
Gm5996,,,,,,,,,,,,
Fam169b,-0.289,-0.522,-0.422,0.289,-0.212,-0.121,0.522,0.212,0.091,0.422,0.121,-0.091
Klrb1c,2.968,-1.013,1.616,-2.968,-3.64,-1.259,1.013,3.64,2.406,-1.616,1.259,-2.406
Akap7,-0.996,0.201,-0.009,0.996,1.113,0.915,-0.201,-1.113,-0.194,0.009,-0.915,0.194
Gm14813,-0.671,0.0,0.0,0.671,0.639,0.66,0.0,-0.639,0.0,0.0,-0.66,0.0
Nxf7,-0.125,0.315,-0.793,0.125,0.403,-0.594,-0.315,-0.403,-1.02,0.793,0.594,1.02
Gm49219,,,,,,,,,,,,
Pax5,0.002,1.294,0.789,-0.002,1.184,0.718,-1.294,-1.184,-0.482,-0.789,-0.718,0.482
Taok1,-0.063,-0.289,0.673,0.063,-0.206,0.672,0.289,0.206,0.878,-0.673,-0.672,-0.878
Gm14577,,,,,,,,,,,,
Kif1a,0.161,0.01,0.193,-0.161,-0.139,0.028,-0.01,0.139,0.169,-0.193,-0.028,-0.169
Gm11543,,,,,,,,,,,,
Trav9d-3,1.804,0.467,0.21,-1.804,-1.378,-1.571,-0.467,1.378,-0.238,-0.21,1.571,0.238
Stk40,-1.432,-0.638,-1.507,1.432,0.725,-0.066,0.638,-0.725,-0.792,1.507,0.066,0.792
Gm45312,-0.318,0.0,0.0,0.318,0.32,0.34,0.0,-0.32,0.0,0.0,-0.34,0.0
Gpt,0.033,0.242,-0.476,-0.033,0.19,-0.463,-0.242,-0.19,-0.658,0.476,0.463,0.658
Gm17868,-0.318,0.0,0.0,0.318,0.32,0.34,0.0,-0.32,0.0,0.0,-0.34,0.0
Zfp748,-0.177,0.002,0.568,0.177,0.164,0.68,-0.002,-0.164,0.518,-0.568,-0.68,-0.518
Gm48150,,,,,,,,,,,,
Gm14598,,,,,,,,,,,,
Dhx38,1.1,1.202,1.408,-1.1,0.092,0.279,-1.202,-0.092,0.187,-1.408,-0.279,-0.187
Cox14,-0.462,0.322,-0.844,0.462,0.716,-0.348,-0.322,-0.716,-1.065,0.844,0.348,1.065
Gm16303,,,,,,,,,,,,
Gm47446,0.0,-0.279,0.0,0.0,-0.26,0.0,0.279,0.26,0.305,0.0,0.0,-0.305
Gm48643,1.166,0.034,-0.401,-1.166,-1.058,-1.441,-0.034,1.058,-0.397,0.401,1.441,0.397
Col5a2,0.325,1.423,0.109,-0.325,1.032,-0.2,-1.423,-1.032,-1.232,-0.109,0.2,1.232
Rgs17,0.233,0.479,-0.096,-0.233,0.226,-0.298,-0.479,-0.226,-0.523,0.096,0.298,0.523
Vmn1r11,,,,,,,,,,,,
Sct,0.109,-0.274,0.57,-0.109,-0.347,0.416,0.274,0.347,0.78,-0.57,-0.416,-0.78
Gm7495,,,,,,,,,,,,
Rnasel,0.926,0.1,0.463,-0.926,-0.755,-0.424,-0.1,0.755,0.332,-0.463,0.424,-0.332
Gm8767,-0.114,0.266,-0.305,0.114,0.347,-0.17,-0.266,-0.347,-0.525,0.305,0.17,0.525
Gm18423,0.0,0.0,-0.25,0.0,0.0,-0.233,0.0,0.0,-0.258,0.25,0.233,0.258
Ighv1-62-1,,,,,,,,,,,,
Gm15782,,,,,,,,,,,,
Sycp1,,,,,,,,,,,,
Gm21990,,,,,,,,,,,,
Wnt7b,-0.307,0.0,0.0,0.307,0.311,0.331,0.0,-0.311,0.0,0.0,-0.331,0.0
Pcdhgc4,-0.463,-2.273,-0.606,0.463,-1.651,-0.13,2.273,1.651,1.524,0.606,0.13,-1.524
Gm5698,,,,,,,,,,,,
Chd9,-0.046,-0.101,0.322,0.046,-0.05,0.335,0.101,0.05,0.386,-0.322,-0.335,-0.386
Sox15,-0.002,0.965,-0.057,0.002,0.9,-0.05,-0.965,-0.9,-0.953,0.057,0.05,0.953
Nr1h4,-0.318,0.0,0.0,0.318,0.32,0.34,0.0,-0.32,0.0,0.0,-0.34,0.0
Lin7c,1.091,1.076,0.439,-1.091,-0.014,-0.596,-1.076,0.014,-0.583,-0.439,0.596,0.583
Olfr705,0.463,-0.232,0.329,-0.463,-0.637,-0.13,0.232,0.637,0.516,-0.329,0.13,-0.516
Gon4l,-0.058,-1.236,-0.351,0.058,-1.075,-0.267,1.236,1.075,0.81,0.351,0.267,-0.81
Msantd1,2.073,-1.229,2.041,-2.073,-3.022,-0.066,1.229,3.022,3.006,-2.041,0.066,-3.006
Gm7974,,,,,,,,,,,,
Gm5182,-0.388,0.182,1.739,0.388,0.521,1.95,-0.182,-0.521,1.442,-1.739,-1.95,-1.442
Rpl18a,-0.382,-0.11,0.028,0.382,0.248,0.374,0.11,-0.248,0.126,-0.028,-0.374,-0.126
Gm13688,-0.449,0.191,-0.392,0.449,0.58,0.056,-0.191,-0.58,-0.529,0.392,-0.056,0.529
CR555305.1,-0.097,0.244,0.266,0.097,0.311,0.331,-0.244,-0.311,0.0,-0.266,-0.331,0.0
Rfc1,-0.253,-0.669,-0.353,0.253,-0.38,-0.091,0.669,0.38,0.289,0.353,0.091,-0.289
Mb21d2,,,,,,,,,,,,
Rgs7bp,0.577,0.214,0.929,-0.577,-0.338,0.327,-0.214,0.338,0.668,-0.929,-0.327,-0.668
Gm45034,,,,,,,,,,,,
Mrgbp,-0.356,-0.032,0.05,0.356,0.296,0.372,0.032,-0.296,0.075,-0.05,-0.372,-0.075
Gm49380,1.513,-0.302,0.738,-1.513,-1.67,-0.752,0.302,1.67,0.955,-0.738,0.752,-0.955
Gm12564,,,,,,,,,,,,
Mettl16,-0.142,0.819,-0.402,0.142,0.877,-0.236,-0.819,-0.877,-1.119,0.402,0.236,1.119
Gm42758,0.009,0.102,-0.796,-0.009,0.085,-0.726,-0.102,-0.085,-0.813,0.796,0.726,0.813
