gene_name,Ctrl_vs_Chd7_1,Ctrl_vs_Chd7_2,Ctrl_vs_Chd7_3,Chd7_1_vs_Ctrl,Chd7_1_vs_Chd7_2,Chd7_1_vs_Chd7_3,Chd7_2_vs_Ctrl,Chd7_2_vs_Chd7_1,Chd7_2_vs_Chd7_3,Chd7_3_vs_Ctrl,Chd7_3_vs_Chd7_1,Chd7_3_vs_Chd7_2
Art5,1.0,0.542,0.727,1.0,0.576,0.746,0.542,0.576,0.818,0.727,0.746,0.818
Gm5997,0.46,0.884,0.427,0.46,0.585,1.0,0.884,0.585,0.55,0.427,1.0,0.55
Gm5982,0.689,0.508,0.523,0.689,0.823,0.84,0.508,0.823,0.982,0.523,0.84,0.982
Tap2,0.465,0.951,0.758,0.465,0.47,0.343,0.951,0.47,0.822,0.758,0.343,0.822
Capza2,0.146,0.653,0.077,0.146,0.359,0.776,0.653,0.359,0.229,0.077,0.776,0.229
Gm8893,,,,,,,,,,,,
Gm3454,,,,,,,,,,,,
Ndufaf5,0.446,0.685,0.582,0.446,0.742,0.845,0.685,0.742,0.894,0.582,0.845,0.894
Gm11500,0.751,1.0,0.651,0.751,0.75,0.907,1.0,0.75,0.659,0.651,0.907,0.659
LOC667541,,,,,,,,,,,,
Ccnb1ip1,0.654,0.538,0.531,0.654,0.332,0.327,0.538,0.332,0.992,0.531,0.327,0.992
Gm9142,1.0,0.767,1.0,1.0,0.783,1.0,0.767,0.783,0.749,1.0,1.0,0.749
Csnk1g3,0.711,0.538,0.466,0.711,0.824,0.746,0.538,0.824,0.919,0.466,0.746,0.919
Gm14815,,,,,,,,,,,,
Gm12400,,,,,,,,,,,,
Gpr68,0.858,0.93,0.643,0.858,0.933,0.557,0.93,0.933,0.614,0.643,0.557,0.614
Gm14082,1.0,1.0,0.803,1.0,1.0,0.815,1.0,1.0,0.796,0.803,0.815,0.796
Gm6474,,,,,,,,,,,,
Defa23,,,,,,,,,,,,
4930444G20Rik,,,,,,,,,,,,
Gm48955,,,,,,,,,,,,
Gm14390,0.594,1.0,0.803,0.594,0.606,0.8,1.0,0.606,0.797,0.803,0.8,0.797
Gm4125,,,,,,,,,,,,
Gm32111,,,,,,,,,,,,
Gpihbp1,1.0,1.0,0.803,1.0,1.0,0.815,1.0,1.0,0.796,0.803,0.815,0.796
Cdc25a,0.578,0.313,0.616,0.578,0.679,0.96,0.313,0.679,0.643,0.616,0.96,0.643
Sh2b2,0.362,0.504,0.178,0.362,0.147,0.703,0.504,0.147,0.063,0.178,0.703,0.063
Gins3,0.98,0.458,0.709,0.98,0.483,0.75,0.458,0.483,0.307,0.709,0.75,0.307
Gm6599,0.195,0.386,0.654,0.195,0.709,0.422,0.386,0.709,0.681,0.654,0.422,0.681
Pvalb,,,,,,,,,,,,
Cdkn2aipnl,0.8,0.408,0.508,0.8,0.323,0.71,0.408,0.323,0.173,0.508,0.71,0.173
Igkv9-128,,,,,,,,,,,,
Gm11318,,,,,,,,,,,,
Dus1l,0.716,0.848,0.404,0.716,0.612,0.274,0.848,0.612,0.557,0.404,0.274,0.557
Gm19084,0.828,0.807,0.791,0.828,1.0,1.0,0.807,1.0,1.0,0.791,1.0,1.0
Aqp3,0.843,0.316,0.852,0.843,0.274,0.725,0.316,0.274,0.454,0.852,0.725,0.454
Gm9111,,,,,,,,,,,,
Ighv1-82,0.455,0.857,0.647,0.455,0.397,0.281,0.857,0.397,0.801,0.647,0.281,0.801
Folr1,0.758,0.768,0.803,0.758,0.99,0.957,0.768,0.99,0.967,0.803,0.957,0.967
Ryr1,0.891,0.48,0.785,0.891,0.595,0.899,0.48,0.595,0.688,0.785,0.899,0.688
Gm29576,,,,,,,,,,,,
Rbm12b1,0.363,0.967,0.453,0.363,0.384,0.129,0.967,0.384,0.516,0.453,0.129,0.516
Gm19046,0.852,0.678,0.499,0.852,0.582,0.657,0.678,0.582,0.317,0.499,0.657,0.317
Ptpn7,0.669,0.585,0.858,0.669,0.913,0.58,0.585,0.913,0.508,0.858,0.58,0.508
A030014E15Rik,0.937,0.667,0.651,0.937,0.75,0.735,0.667,0.75,1.0,0.651,0.735,1.0
Gm6722,0.596,0.515,0.874,0.596,0.275,0.731,0.515,0.275,0.451,0.874,0.731,0.451
Gm9083,0.884,0.87,0.666,0.884,0.776,0.796,0.87,0.776,0.585,0.666,0.796,0.585
Gm49082,,,,,,,,,,,,
Gm7812,,,,,,,,,,,,
Gm765,1.0,0.767,1.0,1.0,0.783,1.0,0.767,0.783,0.749,1.0,1.0,0.749
Rimkla,0.123,0.268,0.554,0.123,0.673,0.381,0.268,0.673,0.641,0.554,0.381,0.641
Gm14879,,,,,,,,,,,,
Wdhd1,0.36,0.174,0.622,0.36,0.686,0.7,0.174,0.686,0.429,0.622,0.7,0.429
Gm50027,0.598,0.322,0.573,0.598,0.685,0.978,0.322,0.685,0.704,0.573,0.978,0.704
Sox9,0.419,0.395,0.513,0.419,0.972,0.883,0.395,0.972,0.854,0.513,0.883,0.854
A230072I06Rik,,,,,,,,,,,,
Apex2,0.415,0.48,0.182,0.415,0.92,0.636,0.48,0.92,0.565,0.182,0.636,0.565
Acpp,0.404,0.048,0.519,0.404,0.292,0.856,0.048,0.292,0.213,0.519,0.856,0.213
C3,0.724,0.751,0.309,0.724,0.533,0.2,0.751,0.533,0.522,0.309,0.2,0.522
Chil5,0.987,0.437,0.301,0.987,0.469,0.337,0.437,0.469,0.815,0.301,0.337,0.815
Gm18913,1.0,1.0,0.768,1.0,1.0,0.783,1.0,1.0,0.765,0.768,0.783,0.765
Vmn1r-ps106,,,,,,,,,,,,
Gm7334,0.284,0.7,0.191,0.284,0.183,0.029,0.7,0.183,0.398,0.191,0.029,0.398
Gm18073,,,,,,,,,,,,
Gm7534,,,,,,,,,,,,
Gm18067,,,,,,,,,,,,
Gm21739,,,,,,,,,,,,
Gm14298,1.0,0.767,1.0,1.0,0.783,1.0,0.767,0.783,0.749,1.0,1.0,0.749
Gm37797,,,,,,,,,,,,
Gm9236,,,,,,,,,,,,
Epn2,0.461,0.205,0.042,0.461,0.064,0.011,0.205,0.064,0.479,0.042,0.011,0.479
Oaz3,0.665,0.381,0.897,0.665,0.231,0.605,0.381,0.231,0.493,0.897,0.605,0.493
Gm8168,1.0,1.0,0.803,1.0,1.0,0.815,1.0,1.0,0.796,0.803,0.815,0.796
Gm20763,0.232,0.798,0.261,0.232,0.191,0.941,0.798,0.191,0.214,0.261,0.941,0.214
Gm8225,0.841,1.0,0.806,0.841,0.853,0.969,1.0,0.853,0.82,0.806,0.969,0.82
Gm27156,,,,,,,,,,,,
Olfr437,,,,,,,,,,,,
Gm49652,,,,,,,,,,,,
Ndc80,0.899,0.492,0.871,0.899,0.457,0.974,0.492,0.457,0.438,0.871,0.974,0.438
Hpcal4,0.867,0.608,0.945,0.867,0.753,0.928,0.608,0.753,0.686,0.945,0.928,0.686
Gm8990,0.779,0.644,0.627,0.779,0.495,0.481,0.644,0.495,1.0,0.627,0.481,1.0
Gm17545,0.668,0.727,0.968,0.668,0.942,0.725,0.727,0.942,0.779,0.968,0.725,0.779
Nsd1,0.846,0.867,0.825,0.846,0.742,0.981,0.867,0.742,0.723,0.825,0.981,0.723
Zfp651,0.093,0.166,0.167,0.093,0.782,0.764,0.166,0.782,0.983,0.167,0.764,0.983
Gm14137,0.877,0.947,0.607,0.877,0.839,0.544,0.947,0.839,0.683,0.607,0.544,0.683
Gm9733,1.0,1.0,0.44,1.0,1.0,0.48,1.0,1.0,0.465,0.44,0.48,0.465
Pfpl,0.58,1.0,1.0,0.58,0.594,0.58,1.0,0.594,1.0,1.0,0.58,1.0
Gm4945,0.829,0.808,0.71,0.829,1.0,0.589,0.808,1.0,0.572,0.71,0.589,0.572
Mat2a,0.93,0.562,0.84,0.93,0.653,0.916,0.562,0.653,0.73,0.84,0.916,0.73
Smok3b,,,,,,,,,,,,
1810022K09Rik,0.887,0.929,0.391,0.887,0.961,0.513,0.929,0.961,0.481,0.391,0.513,0.481
Gm7507,0.845,0.814,0.688,0.845,0.972,0.584,0.814,0.972,0.558,0.688,0.584,0.558
Gm13526,,,,,,,,,,,,
Upf3a,0.248,0.721,0.571,0.248,0.166,0.587,0.721,0.166,0.398,0.571,0.587,0.398
Rarres1,1.0,0.767,1.0,1.0,0.783,1.0,0.767,0.783,0.749,1.0,1.0,0.749
Camk2d,0.216,0.134,0.278,0.216,0.012,0.889,0.134,0.012,0.018,0.278,0.889,0.018
Gm9300,0.687,0.901,0.651,0.687,0.627,1.0,0.901,0.627,0.595,0.651,1.0,0.595
Dio3,,,,,,,,,,,,
Mfsd2b,0.689,0.959,0.54,0.689,0.747,0.846,0.959,0.747,0.605,0.54,0.846,0.605
Rrs1,0.827,0.424,0.741,0.827,0.596,0.92,0.424,0.596,0.667,0.741,0.92,0.667
Gm6764,0.828,0.807,0.791,0.828,1.0,1.0,0.807,1.0,1.0,0.791,1.0,1.0
Fkbpl,0.853,0.973,0.797,0.853,0.841,0.95,0.973,0.841,0.791,0.797,0.95,0.791
Gm37723,,,,,,,,,,,,
Wdr24,0.337,0.704,0.087,0.337,0.594,0.497,0.704,0.594,0.223,0.087,0.497,0.223
Pde6h,0.689,0.632,0.743,0.689,0.421,0.505,0.632,0.421,0.888,0.743,0.505,0.888
Gpr149,0.405,0.965,0.624,0.405,0.418,0.761,0.965,0.418,0.622,0.624,0.761,0.622
2610528J11Rik,,,,,,,,,,,,
Dcaf13,0.74,0.712,0.291,0.74,0.973,0.509,0.712,0.973,0.531,0.291,0.509,0.531
Gm12191,0.221,0.934,0.311,0.221,0.297,0.041,0.934,0.297,0.316,0.311,0.041,0.316
Padi6,,,,,,,,,,,,
Gm13194,0.311,0.851,0.879,0.311,0.286,0.427,0.851,0.286,0.754,0.879,0.427,0.754
Inhbe,0.976,0.888,0.744,0.976,0.92,0.787,0.888,0.92,0.865,0.744,0.787,0.865
Il17re,0.669,0.96,0.371,0.669,0.661,0.671,0.96,0.661,0.384,0.371,0.671,0.384
Atp5g2,0.216,0.003,0.001,0.216,0.108,0.052,0.003,0.108,0.736,0.001,0.052,0.736
Scgb1c1,,,,,,,,,,,,
Gm5798,,,,,,,,,,,,
Tmem131,0.767,0.895,0.484,0.767,0.696,0.713,0.895,0.696,0.447,0.484,0.713,0.447
Olfr981,0.965,0.629,0.25,0.965,0.63,0.276,0.629,0.63,0.542,0.25,0.276,0.542
Gm6939,0.704,0.64,0.88,0.704,0.438,0.626,0.64,0.438,0.769,0.88,0.626,0.769
Gm8634,0.751,1.0,1.0,0.751,0.749,0.734,1.0,0.749,1.0,1.0,0.734,1.0
Gm31663,0.924,0.537,0.959,0.924,0.635,0.967,0.537,0.635,0.603,0.959,0.967,0.603
Trmt112-ps2,0.204,0.91,0.875,0.204,0.205,0.307,0.91,0.205,0.805,0.875,0.307,0.805
Gm11792,,,,,,,,,,,,
Gm15571,0.914,0.945,0.791,0.914,0.972,0.733,0.945,0.972,0.76,0.791,0.733,0.76
Tigd4,0.744,0.583,0.791,0.744,0.847,0.955,0.583,0.847,0.801,0.791,0.955,0.801
Top2a,0.922,0.27,0.808,0.922,0.273,0.894,0.27,0.273,0.219,0.808,0.894,0.219
Gm12933,0.7,0.523,0.553,0.7,0.819,0.372,0.523,0.819,0.264,0.553,0.372,0.264
Pnmt,1.0,1.0,0.803,1.0,1.0,0.815,1.0,1.0,0.796,0.803,0.815,0.796
Zdhhc18,0.272,0.698,0.342,0.272,0.516,0.891,0.698,0.516,0.608,0.342,0.891,0.608
Renbp,0.733,0.476,0.455,0.733,0.334,0.319,0.476,0.334,0.975,0.455,0.319,0.975
Fam161a,0.823,0.138,0.588,0.823,0.257,0.778,0.138,0.257,0.384,0.588,0.778,0.384
Fam110c,,,,,,,,,,,,
Kif18b,0.895,0.534,0.62,0.895,0.491,0.739,0.534,0.491,0.307,0.62,0.739,0.307
Stip1,0.863,0.296,0.798,0.863,0.425,0.939,0.296,0.425,0.471,0.798,0.939,0.471
Duxbl2,0.414,0.522,0.391,0.414,0.867,0.972,0.522,0.867,0.839,0.391,0.972,0.839
Gm11550,1.0,1.0,0.62,1.0,1.0,0.648,1.0,1.0,0.63,0.62,0.648,0.63
Cck,,,,,,,,,,,,
Gm20257,0.065,0.028,0.192,0.065,0.754,0.617,0.028,0.754,0.415,0.192,0.617,0.415
Msrb1,0.854,0.509,0.67,0.854,0.663,0.825,0.509,0.663,0.829,0.67,0.825,0.829
Sytl5,,,,,,,,,,,,
Gm49491,,,,,,,,,,,,
Gm5229,,,,,,,,,,,,
Hyi,0.353,0.448,0.374,0.353,0.872,0.963,0.448,0.872,0.908,0.374,0.963,0.908
Igkv12-89,0.751,0.769,0.801,0.751,0.983,0.952,0.769,0.983,0.969,0.801,0.952,0.969
Ilvbl,0.059,0.335,0.038,0.059,0.395,0.869,0.335,0.395,0.309,0.038,0.869,0.309
Gm19119,,,,,,,,,,,,
Gm15242,,,,,,,,,,,,
Gm48348,0.981,0.226,0.893,0.981,0.279,0.886,0.226,0.279,0.219,0.893,0.886,0.219
Copb1,0.558,0.549,0.703,0.558,0.99,0.851,0.549,0.99,0.842,0.703,0.851,0.842
Gm6408,,,,,,,,,,,,
Gm43440,,,,,,,,,,,,
Camk2g,0.78,0.369,0.449,0.78,0.282,0.663,0.369,0.282,0.13,0.449,0.663,0.13
Olfr1470-ps1,,,,,,,,,,,,
Trim9,0.309,0.874,0.855,0.309,0.428,0.435,0.874,0.428,0.984,0.855,0.435,0.984
9930104L06Rik,0.723,0.021,0.703,0.723,0.015,0.5,0.021,0.015,0.076,0.703,0.5,0.076
Rpusd2,0.801,0.177,0.58,0.801,0.319,0.786,0.177,0.319,0.464,0.58,0.786,0.464
Nos1,0.523,0.913,0.731,0.523,0.628,0.785,0.913,0.628,0.83,0.731,0.785,0.83
Gm8114,,,,,,,,,,,,
Gm10443,0.369,0.172,0.829,0.369,0.67,0.308,0.172,0.67,0.147,0.829,0.308,0.147
Ppic,0.747,0.793,0.665,0.747,0.954,0.922,0.793,0.954,0.876,0.665,0.922,0.876
2310011J03Rik,0.982,0.489,0.565,0.982,0.514,0.585,0.489,0.514,0.914,0.565,0.585,0.914
Mup20,0.751,1.0,1.0,0.751,0.749,0.734,1.0,0.749,1.0,1.0,0.734,1.0
Thegl,0.675,0.655,0.87,0.675,1.0,0.816,0.655,1.0,0.797,0.87,0.816,0.797
Tssk4,0.949,0.795,0.602,0.949,0.767,0.592,0.795,0.767,0.808,0.602,0.592,0.808
Trpc5,1.0,0.78,1.0,1.0,0.795,1.0,0.78,0.795,0.761,1.0,1.0,0.761
Pwwp3a,0.428,0.487,0.47,0.428,0.928,0.947,0.487,0.928,0.981,0.47,0.947,0.981
Nap1l2,,,,,,,,,,,,
Myh3,0.855,0.412,0.777,0.855,0.355,0.927,0.412,0.355,0.309,0.777,0.927,0.309
Mageb16,,,,,,,,,,,,
Taf1d,0.301,0.544,0.42,0.301,0.697,0.835,0.544,0.697,0.856,0.42,0.835,0.856
Gm11757,,,,,,,,,,,,
Bid,0.442,0.014,0.8,0.442,0.125,0.636,0.014,0.125,0.044,0.8,0.636,0.044
Gm14253,0.623,0.545,0.172,0.623,0.916,0.413,0.545,0.916,0.475,0.172,0.413,0.475
Gm29644,,,,,,,,,,,,
Strbp,0.45,0.641,0.553,0.45,0.79,0.217,0.641,0.79,0.331,0.553,0.217,0.331
Fbxw19,0.898,0.612,0.945,0.898,0.56,0.955,0.612,0.56,0.595,0.945,0.955,0.595
Gm50018,1.0,0.78,1.0,1.0,0.795,1.0,0.78,0.795,0.761,1.0,1.0,0.761
Gm49605,1.0,0.78,1.0,1.0,0.795,1.0,0.78,0.795,0.761,1.0,1.0,0.761
Rab3il1,0.833,0.536,0.081,0.833,0.442,0.155,0.536,0.442,0.031,0.081,0.155,0.031
Pikfyve,0.411,0.323,0.79,0.411,0.88,0.61,0.323,0.88,0.508,0.79,0.61,0.508
Hspb8,,,,,,,,,,,,
Apoa5,,,,,,,,,,,,
Colec11,0.933,0.949,0.93,0.933,0.986,0.876,0.949,0.986,0.89,0.93,0.876,0.89
Pcdha12,,,,,,,,,,,,
Psmd10,0.995,0.881,0.747,0.995,0.896,0.764,0.881,0.896,0.665,0.747,0.764,0.665
Gm48994,1.0,0.78,1.0,1.0,0.795,1.0,0.78,0.795,0.761,1.0,1.0,0.761
Fam240a,0.923,0.936,0.79,0.923,0.988,0.74,0.936,0.988,0.752,0.79,0.74,0.752
Gm42927,0.309,0.927,0.505,0.309,0.398,0.749,0.927,0.398,0.599,0.505,0.749,0.599
Trappc3,0.937,0.774,0.547,0.937,0.849,0.633,0.774,0.849,0.774,0.547,0.633,0.774
Mtif2,0.641,0.671,0.477,0.641,0.969,0.825,0.671,0.969,0.795,0.477,0.825,0.795
Gm7656,1.0,1.0,0.768,1.0,1.0,0.783,1.0,1.0,0.765,0.768,0.783,0.765
Hsd11b2,0.535,0.896,0.233,0.535,0.644,0.621,0.896,0.644,0.323,0.233,0.621,0.323
AC138134.2,0.724,0.789,0.97,0.724,0.568,0.775,0.789,0.568,0.78,0.97,0.775,0.78
Gba,0.512,0.419,0.712,0.512,0.891,0.792,0.419,0.891,0.688,0.712,0.792,0.688
Gm16976,0.92,0.299,0.109,0.92,0.388,0.163,0.299,0.388,0.575,0.109,0.163,0.575
Ap3s1-ps2,0.496,0.946,0.963,0.496,0.574,0.506,0.946,0.574,0.918,0.963,0.506,0.918
Dnaic2,0.828,0.807,0.97,0.828,1.0,0.816,0.807,1.0,0.797,0.97,0.816,0.797
Gm6071,0.836,0.682,0.35,0.836,0.573,0.292,0.682,0.573,0.644,0.35,0.292,0.644
Tmem216,0.389,0.619,0.998,0.389,0.214,0.426,0.619,0.214,0.646,0.998,0.426,0.646
4922502D21Rik,,,,,,,,,,,,
C1ra,0.203,0.93,0.358,0.203,0.214,0.738,0.93,0.214,0.358,0.358,0.738,0.358
Gm20399,,,,,,,,,,,,
Kctd19,,,,,,,,,,,,
Gm9833,0.502,1.0,1.0,0.502,0.523,0.509,1.0,0.523,1.0,1.0,0.509,1.0
Trav13n-1,0.066,0.903,0.973,0.066,0.101,0.077,0.903,0.101,0.886,0.973,0.077,0.886
Gbp4,0.287,0.394,0.047,0.287,0.845,0.399,0.394,0.845,0.299,0.047,0.399,0.299
Gm8810,0.086,0.224,0.634,0.086,0.621,0.249,0.224,0.621,0.495,0.634,0.249,0.495
Gm7143,0.811,0.643,0.082,0.811,0.839,0.174,0.643,0.839,0.245,0.082,0.174,0.245
Krtap12-1,,,,,,,,,,,,
Gm4886,,,,,,,,,,,,
Arhgap44,,,,,,,,,,,,
Gm18595,,,,,,,,,,,,
Clasp1,0.472,0.853,0.727,0.472,0.626,0.735,0.853,0.626,0.881,0.727,0.735,0.881
Taar3,,,,,,,,,,,,
Zfp809,0.646,0.905,0.421,0.646,0.596,0.755,0.905,0.596,0.397,0.421,0.755,0.397
Lalba,0.759,1.0,1.0,0.759,0.756,0.741,1.0,0.756,1.0,1.0,0.741,1.0
Arf1,0.502,0.695,0.909,0.502,0.799,0.611,0.695,0.799,0.799,0.909,0.611,0.799
Nusap1,0.843,0.281,0.683,0.843,0.244,0.848,0.281,0.244,0.175,0.683,0.848,0.175
Echdc1,0.78,0.094,0.704,0.78,0.206,0.929,0.094,0.206,0.238,0.704,0.929,0.238
Vmn2r-ps99,0.58,1.0,1.0,0.58,0.594,0.58,1.0,0.594,1.0,1.0,0.58,1.0
Vmn2r-ps15,,,,,,,,,,,,
Olfr979,0.255,0.843,0.714,0.255,0.386,0.167,0.843,0.386,0.605,0.714,0.167,0.605
Gm37339,0.49,0.78,1.0,0.49,0.715,0.497,0.78,0.715,0.761,1.0,0.497,0.761
Atp8b4,0.302,0.458,0.245,0.302,0.791,0.907,0.458,0.791,0.702,0.245,0.907,0.702
Gm44910,,,,,,,,,,,,
Prss28,,,,,,,,,,,,
Trav6-6,0.825,0.76,0.74,0.825,0.63,0.613,0.76,0.63,0.981,0.74,0.613,0.981
Olfr420,0.783,0.235,0.998,0.783,0.403,0.798,0.235,0.403,0.272,0.998,0.798,0.272
Vti1b,0.42,0.025,0.333,0.42,0.189,0.885,0.025,0.189,0.241,0.333,0.885,0.241
Gm45522,0.921,0.808,0.97,0.921,0.755,0.955,0.808,0.755,0.797,0.97,0.955,0.797
Psg26,,,,,,,,,,,,
Gm50052,,,,,,,,,,,,
Ppp1ca,0.785,0.257,0.91,0.785,0.432,0.724,0.257,0.432,0.255,0.91,0.724,0.255
Gm21411,0.909,0.546,0.873,0.909,0.649,0.966,0.546,0.649,0.68,0.873,0.966,0.68
Plagl1,0.179,0.243,0.985,0.179,0.862,0.224,0.243,0.862,0.293,0.985,0.224,0.293
Mtfr2,0.782,0.532,0.912,0.782,0.751,0.723,0.532,0.751,0.502,0.912,0.723,0.502
Cabp5,0.59,0.477,0.384,0.59,0.872,0.195,0.477,0.872,0.15,0.384,0.195,0.15
Tas2r134,,,,,,,,,,,,
Gm13050,0.168,0.719,0.556,0.168,0.35,0.464,0.719,0.35,0.835,0.556,0.464,0.835
Rpl17-ps5,0.975,0.438,0.406,0.975,0.461,0.466,0.438,0.461,0.143,0.406,0.466,0.143
4930432E11Rik,0.478,0.854,0.563,0.478,0.628,0.899,0.854,0.628,0.717,0.563,0.899,0.717
Gm17662,,,,,,,,,,,,
Spast,0.848,0.48,0.485,0.848,0.412,0.417,0.48,0.412,0.994,0.485,0.417,0.994
Sit1,0.241,0.148,0.344,0.241,0.017,0.052,0.148,0.017,0.644,0.344,0.052,0.644
Phrf1,0.92,0.45,0.586,0.92,0.55,0.686,0.45,0.55,0.847,0.586,0.686,0.847
Gm21777,,,,,,,,,,,,
AC152396.1,,,,,,,,,,,,
Gm5324,,,,,,,,,,,,
Fgf4,,,,,,,,,,,,
Zfp958,0.728,0.907,0.515,0.728,0.671,0.783,0.907,0.671,0.482,0.515,0.783,0.482
Gm18114,,,,,,,,,,,,
Gm43432,0.665,0.876,0.63,0.665,0.802,1.0,0.876,0.802,0.768,0.63,1.0,0.768
Gm5781,0.786,0.47,0.673,0.786,0.683,0.894,0.47,0.683,0.78,0.673,0.894,0.78
Aaas,0.652,0.491,0.82,0.652,0.829,0.838,0.491,0.829,0.673,0.82,0.838,0.673
Gm15143,,,,,,,,,,,,
Gm18722,0.751,1.0,0.803,0.751,0.749,0.95,1.0,0.749,0.796,0.803,0.95,0.796
AC116871.4,,,,,,,,,,,,
Gm13518,0.829,0.75,0.791,0.829,0.623,1.0,0.75,0.623,0.591,0.791,1.0,0.591
Nudt2,0.87,0.535,0.581,0.87,0.473,0.725,0.535,0.473,0.282,0.581,0.725,0.282
Olfr679,0.283,1.0,0.786,0.283,0.315,0.476,1.0,0.315,0.779,0.786,0.476,0.779
Acbd6,0.954,0.283,0.352,0.954,0.353,0.425,0.283,0.353,0.893,0.352,0.425,0.893
Pcyox1l,0.638,0.366,0.765,0.638,0.694,0.874,0.366,0.694,0.579,0.765,0.874,0.579
Nfkb1,0.895,0.151,0.843,0.895,0.234,0.952,0.151,0.234,0.258,0.843,0.952,0.258
Gm4602,1.0,1.0,0.768,1.0,1.0,0.783,1.0,1.0,0.765,0.768,0.783,0.765
Gm14140,0.685,0.947,0.916,0.685,0.751,0.776,0.947,0.751,0.972,0.916,0.776,0.972
Csf2,0.534,0.254,0.569,0.534,0.637,0.957,0.254,0.637,0.596,0.569,0.957,0.596
Gm29575,,,,,,,,,,,,
Gm18833,,,,,,,,,,,,
Ap3s2,0.512,0.936,0.517,0.512,0.501,0.993,0.936,0.501,0.505,0.517,0.993,0.505
Tnks,0.219,0.894,0.609,0.219,0.213,0.511,0.894,0.213,0.556,0.609,0.511,0.556
Ptp4a2,0.498,0.514,0.223,0.498,0.982,0.622,0.514,0.982,0.605,0.223,0.622,0.605
Atp6v1g3,0.449,0.966,0.492,0.449,0.515,0.945,0.966,0.515,0.557,0.492,0.945,0.557
Trav9n-1,,,,,,,,,,,,
Gm42957,0.992,0.777,0.931,0.992,0.79,0.943,0.777,0.79,0.735,0.931,0.943,0.735
Gm48484,,,,,,,,,,,,
Mug-ps1,,,,,,,,,,,,
Sema6d,0.083,0.739,0.017,0.083,0.061,0.592,0.739,0.061,0.014,0.017,0.592,0.014
Lpar2,0.251,0.155,0.16,0.251,0.804,0.818,0.155,0.804,0.986,0.16,0.818,0.986
Gm11699,,,,,,,,,,,,
Gm5125,,,,,,,,,,,,
Gpsm2,0.832,0.404,0.109,0.832,0.339,0.098,0.404,0.339,0.483,0.109,0.098,0.483
Kbtbd4,0.991,0.475,0.496,0.991,0.508,0.541,0.475,0.508,0.201,0.496,0.541,0.201
Vmn1r-ps8,,,,,,,,,,,,
Ypel3,0.739,0.062,0.605,0.739,0.16,0.867,0.062,0.16,0.216,0.605,0.867,0.216
Tmem217,0.25,0.283,0.171,0.25,0.936,0.833,0.283,0.936,0.769,0.171,0.833,0.769
Gm41041,0.88,0.988,0.907,0.88,0.88,0.975,0.988,0.88,0.904,0.907,0.975,0.904
Gm4561,,,,,,,,,,,,
Gm44917,0.539,0.841,0.154,0.539,0.701,0.445,0.841,0.701,0.251,0.154,0.445,0.251
Gm27189,,,,,,,,,,,,
Trim30e-ps1,,,,,,,,,,,,
Gm11633,,,,,,,,,,,,
Gm7559,,,,,,,,,,,,
Gm39566,1.0,1.0,0.5,1.0,1.0,0.537,1.0,1.0,0.52,0.5,0.537,0.52
Gm6509,,,,,,,,,,,,
Gm17063,,,,,,,,,,,,
Prmt3,0.685,0.499,0.67,0.685,0.806,0.986,0.499,0.806,0.818,0.67,0.986,0.818
Gm13161,1.0,0.525,0.802,1.0,0.56,0.815,0.525,0.56,0.732,0.802,0.815,0.732
Dmrtc1c1,,,,,,,,,,,,
Slc27a3,0.97,0.516,0.893,0.97,0.528,0.93,0.516,0.528,0.472,0.893,0.93,0.472
Gm11808,0.739,0.678,0.939,0.739,0.495,0.815,0.678,0.495,0.653,0.939,0.815,0.653
Scel,0.516,0.256,0.638,0.516,0.672,0.857,0.256,0.672,0.536,0.638,0.857,0.536
Batf3,0.293,0.684,0.391,0.293,0.541,0.832,0.684,0.541,0.68,0.391,0.832,0.68
Gm47841,,,,,,,,,,,,
5530401A14Rik,0.681,0.51,0.874,0.681,0.328,0.816,0.51,0.328,0.451,0.874,0.816,0.451
Gm7337,0.668,0.824,0.111,0.668,0.848,0.243,0.824,0.848,0.181,0.111,0.243,0.181
Gm8178,1.0,0.767,1.0,1.0,0.783,1.0,0.767,0.783,0.749,1.0,1.0,0.749
Gm49393,,,,,,,,,,,,
Faim,0.82,0.221,0.61,0.82,0.364,0.798,0.221,0.364,0.512,0.61,0.798,0.512
5430427O19Rik,0.606,0.29,0.247,0.606,0.62,0.558,0.29,0.62,0.929,0.247,0.558,0.929
Gm3442,0.828,0.807,0.791,0.828,1.0,1.0,0.807,1.0,1.0,0.791,1.0,1.0
Atad3a,0.592,0.101,0.048,0.592,0.047,0.022,0.101,0.047,0.761,0.048,0.022,0.761
Ifnk,,,,,,,,,,,,
Vasn,0.533,0.967,0.341,0.533,0.546,0.149,0.967,0.546,0.398,0.341,0.149,0.398
Tyw1,0.254,0.378,0.709,0.254,0.811,0.482,0.378,0.811,0.642,0.709,0.482,0.642
Gm7853,,,,,,,,,,,,
Gm13723,,,,,,,,,,,,
Gm49737,,,,,,,,,,,,
Eaf1,0.842,0.853,0.356,0.842,0.726,0.306,0.853,0.726,0.501,0.356,0.306,0.501
Gm14358,,,,,,,,,,,,
Sema4g,0.837,0.848,0.972,0.837,0.717,0.825,0.848,0.717,0.885,0.972,0.825,0.885
Atp8b2,0.301,0.751,0.11,0.301,0.512,0.607,0.751,0.512,0.242,0.11,0.607,0.242
Prss21,,,,,,,,,,,,
