gene_name,Ctrl_vs_Chd7_1,Ctrl_vs_Chd7_2,Ctrl_vs_Chd7_3,Chd7_1_vs_Ctrl,Chd7_1_vs_Chd7_2,Chd7_1_vs_Chd7_3,Chd7_2_vs_Ctrl,Chd7_2_vs_Chd7_1,Chd7_2_vs_Chd7_3,Chd7_3_vs_Ctrl,Chd7_3_vs_Chd7_1,Chd7_3_vs_Chd7_2
Vmn1r205,,,,,,,,,,,,
Pcsk6,-0.565,-1.743,-1.594,0.565,-1.178,-1.029,1.743,1.178,0.149,1.594,1.029,-0.149
Rabepk,-0.282,-0.125,0.053,0.282,0.157,0.334,0.125,-0.157,0.177,-0.053,-0.334,-0.177
Gm5380,0.109,0.01,0.031,-0.109,-0.1,-0.079,-0.01,0.1,0.021,-0.031,0.079,-0.021
Gm34091,-2.408,1.112,1.212,2.408,3.52,3.621,-1.112,-3.52,0.0,-1.212,-3.621,0.0
Gm29640,,,,,,,,,,,,
Arhgef12,0.511,0.914,0.03,-0.511,0.403,-0.48,-0.914,-0.403,-0.884,-0.03,0.48,0.884
Gk2,,,,,,,,,,,,
Rpap2,0.005,0.112,-0.213,-0.005,0.107,-0.218,-0.112,-0.107,-0.325,0.213,0.218,0.325
Timm44,0.098,0.075,0.108,-0.098,-0.023,0.01,-0.075,0.023,0.034,-0.108,-0.01,-0.034
Gm5853,-1.777,-0.815,-0.986,1.777,0.962,0.791,0.815,-0.962,-0.171,0.986,-0.791,0.171
Gm13228,-1.444,0.0,-1.14,1.444,1.594,0.304,0.0,-1.594,-1.289,1.14,-0.304,1.289
Gm2602,,,,,,,,,,,,
Adgrv1,-0.252,-0.224,-0.031,0.252,0.027,0.22,0.224,-0.027,0.193,0.031,-0.22,-0.193
Krt33a,,,,,,,,,,,,
Tln2,0.024,-0.23,0.171,-0.024,-0.254,0.148,0.23,0.254,0.401,-0.171,-0.148,-0.401
Gzf1,0.091,0.388,0.193,-0.091,0.297,0.102,-0.388,-0.297,-0.195,-0.193,-0.102,0.195
Gm20630,1.987,0.623,2.209,-1.987,-1.364,0.0,-0.623,1.364,1.587,-2.209,0.0,-1.587
Gm13149,,,,,,,,,,,,
Gm45857,-0.933,-0.584,-0.477,0.933,0.349,0.457,0.584,-0.349,0.107,0.477,-0.457,-0.107
Ppp1r2-ps6,0.875,0.114,-0.394,-0.875,-0.76,-1.269,-0.114,0.76,-0.508,0.394,1.269,0.508
Rps19-ps4,-0.266,0.167,1.491,0.266,0.433,1.757,-0.167,-0.433,1.324,-1.491,-1.757,-1.324
Tmem179b,0.041,0.134,0.207,-0.041,0.093,0.166,-0.134,-0.093,0.073,-0.207,-0.166,-0.073
Gpr34,0.209,-0.575,0.079,-0.209,-0.784,-0.13,0.575,0.784,0.654,-0.079,0.13,-0.654
Enpp6,0.754,0.62,-0.095,-0.754,-0.135,-0.849,-0.62,0.135,-0.714,0.095,0.849,0.714
Gm10593,-0.515,0.364,-0.397,0.515,0.879,0.118,-0.364,-0.879,-0.762,0.397,-0.118,0.762
Fn3k,-0.715,-1.073,-0.367,0.715,-0.358,0.349,1.073,0.358,0.706,0.367,-0.349,-0.706
Gm17072,0.097,0.867,-0.082,-0.097,0.77,-0.18,-0.867,-0.77,-0.95,0.082,0.18,0.95
Gm29604,,,,,,,,,,,,
Gxylt2,0.144,0.309,0.185,-0.144,0.164,0.04,-0.309,-0.164,-0.124,-0.185,-0.04,0.124
Gm8226,,,,,,,,,,,,
Ighv6-2,,,,,,,,,,,,
Wfdc10,,,,,,,,,,,,
Gm15333,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Gm38237,,,,,,,,,,,,
Gm28371,,,,,,,,,,,,
Trim10,-1.004,-0.585,-0.276,1.004,0.419,0.727,0.585,-0.419,0.309,0.276,-0.727,-0.309
Gm44666,-1.414,-1.26,0.0,1.414,0.154,1.664,1.26,-0.154,1.51,0.0,-1.664,-1.51
Tas2r110,,,,,,,,,,,,
Iqschfp,,,,,,,,,,,,
Wrn,-0.066,-0.019,0.002,0.066,0.047,0.067,0.019,-0.047,0.021,-0.002,-0.067,-0.021
Lrrc18,,,,,,,,,,,,
Olfr1179,,,,,,,,,,,,
Gm18303,-1.448,0.0,0.0,1.448,1.598,1.698,0.0,-1.598,0.0,0.0,-1.698,0.0
Rabl3,0.186,0.582,-0.131,-0.186,0.396,-0.318,-0.582,-0.396,-0.714,0.131,0.318,0.714
Kif1c,0.005,0.484,0.228,-0.005,0.479,0.223,-0.484,-0.479,-0.256,-0.228,-0.223,0.256
Pcdhgb6,0.372,0.768,0.448,-0.372,0.396,0.077,-0.768,-0.396,-0.32,-0.448,-0.077,0.32
Scgb1b2,,,,,,,,,,,,
Slc22a16,,,,,,,,,,,,
Gng3,0.578,0.956,0.703,-0.578,0.378,0.125,-0.956,-0.378,-0.253,-0.703,-0.125,0.253
Heatr9,0.215,0.36,0.033,-0.215,0.145,-0.182,-0.36,-0.145,-0.327,-0.033,0.182,0.327
AC148020.1,,,,,,,,,,,,
Hus1b,-0.544,-0.343,-0.702,0.544,0.201,-0.158,0.343,-0.201,-0.359,0.702,0.158,0.359
Gm49505,,,,,,,,,,,,
Pcdhga8,1.496,1.626,-1.344,-1.496,0.129,-2.841,-1.626,-0.129,-2.97,1.344,2.841,2.97
Gm38266,,,,,,,,,,,,
Gm9220,0.0,0.0,-1.137,0.0,0.0,-1.164,0.0,0.0,-1.286,1.137,1.164,1.286
Nudt15,0.63,0.06,0.287,-0.63,-0.57,-0.342,-0.06,0.57,0.228,-0.287,0.342,-0.228
Olfr1159-ps1,,,,,,,,,,,,
Vmn1r40,,,,,,,,,,,,
Gm16304,0.0,-2.361,0.0,0.0,-2.388,0.0,2.361,2.388,2.611,0.0,0.0,-2.611
Gm6079,1.976,2.098,2.199,-1.976,0.0,0.0,-2.098,0.0,0.0,-2.199,0.0,0.0
Arhgef2,0.022,-0.012,0.095,-0.022,-0.034,0.073,0.012,0.034,0.107,-0.095,-0.073,-0.107
Zmym2,0.074,0.108,0.048,-0.074,0.034,-0.026,-0.108,-0.034,-0.06,-0.048,0.026,0.06
Abraxas1,-0.249,-0.132,-0.073,0.249,0.117,0.176,0.132,-0.117,0.059,0.073,-0.176,-0.059
Gm21297,-2.408,-1.824,-2.322,2.408,0.584,0.086,1.824,-0.584,-0.498,2.322,-0.086,0.498
Tmem210,-0.119,0.373,0.095,0.119,0.492,0.214,-0.373,-0.492,-0.278,-0.095,-0.214,0.278
Gm19035,-0.499,-0.699,-0.137,0.499,-0.2,0.362,0.699,0.2,0.562,0.137,-0.362,-0.562
Serpini2,,,,,,,,,,,,
Rnf121,-0.131,-0.029,-0.157,0.131,0.102,-0.026,0.029,-0.102,-0.128,0.157,0.026,0.128
Olfr1359,0.0,-1.347,0.0,0.0,-1.374,0.0,1.347,1.374,1.597,0.0,0.0,-1.597
Gm2991,0.988,-1.336,1.211,-0.988,-2.324,0.0,1.336,2.324,2.547,-1.211,0.0,-2.547
Gm16359,,,,,,,,,,,,
Igkv13-62-1,,,,,,,,,,,,
Gm21321,,,,,,,,,,,,
Gm9059,,,,,,,,,,,,
Cttnbp2,,,,,,,,,,,,
Gm19065,1.019,1.142,-1.513,-1.019,0.0,-2.533,-1.142,0.0,-2.655,1.513,2.533,2.655
Gm38216,,,,,,,,,,,,
Ccdc124,0.081,-0.005,0.139,-0.081,-0.087,0.058,0.005,0.087,0.144,-0.139,-0.058,-0.144
Sh2d4a,0.522,0.233,0.437,-0.522,-0.289,-0.086,-0.233,0.289,0.204,-0.437,0.086,-0.204
Zfp605,0.0,0.059,0.22,-0.0,0.059,0.22,-0.059,-0.059,0.161,-0.22,-0.22,-0.161
Usp18,-0.23,-0.002,-0.224,0.23,0.228,0.007,0.002,-0.228,-0.221,0.224,-0.007,0.221
Prl8a8,,,,,,,,,,,,
Gm15170,,,,,,,,,,,,
Gm8062,-0.598,0.556,-0.214,0.598,1.155,0.385,-0.556,-1.155,-0.77,0.214,-0.385,0.77
Gm7948,,,,,,,,,,,,
Gm44932,,,,,,,,,,,,
Dpysl2,0.063,-0.221,0.048,-0.063,-0.285,-0.015,0.221,0.285,0.27,-0.048,0.015,-0.27
Ajm1,-1.154,-0.911,-1.045,1.154,0.243,0.11,0.911,-0.243,-0.133,1.045,-0.11,0.133
Gm44538,,,,,,,,,,,,
Gm14594,,,,,,,,,,,,
Gm12424,-0.392,0.01,-0.337,0.392,0.402,0.055,-0.01,-0.402,-0.347,0.337,-0.055,0.347
Sh3kbp1,-0.052,-0.039,0.026,0.052,0.014,0.079,0.039,-0.014,0.065,-0.026,-0.079,-0.065
Rnf151,3.175,-0.324,-0.883,-3.175,-3.499,-4.058,0.324,3.499,-0.559,0.883,4.058,0.559
Vmn1r3,,,,,,,,,,,,
Gm49935,,,,,,,,,,,,
Gm19091,,,,,,,,,,,,
9030025P20Rik,-0.168,-0.02,-0.027,0.168,0.148,0.141,0.02,-0.148,-0.007,0.027,-0.141,0.007
Ehhadh,0.076,0.363,0.502,-0.076,0.286,0.426,-0.363,-0.286,0.14,-0.502,-0.426,-0.14
Gm2999,,,,,,,,,,,,
E030030I06Rik,-0.062,0.127,-0.009,0.062,0.189,0.053,-0.127,-0.189,-0.136,0.009,-0.053,0.136
Gm44869,,,,,,,,,,,,
Als2cl,-0.038,0.335,-0.26,0.038,0.372,-0.222,-0.335,-0.372,-0.595,0.26,0.222,0.595
9130008F23Rik,1.048,0.592,1.197,-1.048,-0.456,0.149,-0.592,0.456,0.605,-1.197,-0.149,-0.605
Rpl39,0.189,-0.09,0.006,-0.189,-0.28,-0.183,0.09,0.28,0.096,-0.006,0.183,-0.096
Leo1,-0.113,-0.047,-0.028,0.113,0.065,0.084,0.047,-0.065,0.019,0.028,-0.084,-0.019
Wars,-0.162,-0.44,-0.146,0.162,-0.279,0.016,0.44,0.279,0.295,0.146,-0.016,-0.295
Dot1l,-0.122,-0.059,-0.267,0.122,0.063,-0.145,0.059,-0.063,-0.208,0.267,0.145,0.208
Fgf3,,,,,,,,,,,,
AC124108.1,,,,,,,,,,,,
Gm15006,,,,,,,,,,,,
Gm8036,,,,,,,,,,,,
Gm8353,,,,,,,,,,,,
Eif3s6-ps3,0.431,2.023,0.736,-0.431,1.592,0.305,-2.023,-1.592,-1.287,-0.736,-0.305,1.287
Krtap16-3,,,,,,,,,,,,
Gm14509,,,,,,,,,,,,
Gm13941,,,,,,,,,,,,
Gm49250,,,,,,,,,,,,
Afg3l1,-0.068,0.044,-0.028,0.068,0.112,0.04,-0.044,-0.112,-0.072,0.028,-0.04,0.072
Ube2h,-0.031,0.22,0.183,0.031,0.251,0.214,-0.22,-0.251,-0.037,-0.183,-0.214,0.037
Gm7146,,,,,,,,,,,,
Gm37240,0.569,1.03,2.183,-0.569,0.461,1.613,-1.03,-0.461,1.153,-2.183,-1.613,-1.153
Zfp704,-0.141,0.115,0.295,0.141,0.256,0.436,-0.115,-0.256,0.18,-0.295,-0.436,-0.18
Gm28230,,,,,,,,,,,,
Gm18075,,,,,,,,,,,,
Gimap8,0.065,0.031,0.084,-0.065,-0.034,0.019,-0.031,0.034,0.053,-0.084,-0.019,-0.053
Gsdmd,0.021,0.11,0.055,-0.021,0.089,0.034,-0.11,-0.089,-0.055,-0.055,-0.034,0.055
Ppp1r26,-1.029,-0.442,0.766,1.029,0.587,1.795,0.442,-0.587,1.207,-0.766,-1.795,-1.207
Nrg3,-0.067,-0.819,-0.107,0.067,-0.752,-0.04,0.819,0.752,0.712,0.107,0.04,-0.712
Serpina4-ps1,0.0,-2.903,0.0,0.0,-2.93,0.0,2.903,2.93,3.153,0.0,0.0,-3.153
Acat2,0.26,0.005,0.049,-0.26,-0.255,-0.21,-0.005,0.255,0.045,-0.049,0.21,-0.045
Gm48083,,,,,,,,,,,,
Gm15459,-0.021,-0.119,0.085,0.021,-0.098,0.106,0.119,0.098,0.205,-0.085,-0.106,-0.205
Elp2,0.01,-0.056,-0.09,-0.01,-0.066,-0.099,0.056,0.066,-0.033,0.09,0.099,0.033
Ppm1m,-0.079,-0.111,0.075,0.079,-0.032,0.154,0.111,0.032,0.186,-0.075,-0.154,-0.186
Bpgm,0.234,0.047,-0.138,-0.234,-0.187,-0.372,-0.047,0.187,-0.185,0.138,0.372,0.185
AC163620.2,,,,,,,,,,,,
Stx5a,0.024,0.165,0.048,-0.024,0.142,0.024,-0.165,-0.142,-0.118,-0.048,-0.024,0.118
Atp5d,0.023,0.095,0.102,-0.023,0.071,0.078,-0.095,-0.071,0.007,-0.102,-0.078,-0.007
Mageb6-ps,,,,,,,,,,,,
Mrpl17,-0.122,-0.133,-0.309,0.122,-0.011,-0.188,0.133,0.011,-0.177,0.309,0.188,0.177
Rln3,0.0,-2.944,-1.343,0.0,-2.972,-1.37,2.944,2.972,1.602,1.343,1.37,-1.602
Olfr1002,,,,,,,,,,,,
Mrgpra18-ps,,,,,,,,,,,,
Tex261,-0.067,-0.206,0.045,0.067,-0.139,0.112,0.206,0.139,0.25,-0.045,-0.112,-0.25
Gm18349,,,,,,,,,,,,
Gm45101,,,,,,,,,,,,
Gm17795,,,,,,,,,,,,
Hoxd10,,,,,,,,,,,,
Nbr1,0.122,0.351,0.264,-0.122,0.229,0.141,-0.351,-0.229,-0.088,-0.264,-0.141,0.088
Gm8403,,,,,,,,,,,,
Obox4-ps14,,,,,,,,,,,,
4632415L05Rik,0.32,0.077,0.338,-0.32,-0.243,0.019,-0.077,0.243,0.262,-0.338,-0.019,-0.262
Nol7,0.141,-0.046,0.104,-0.141,-0.187,-0.037,0.046,0.187,0.15,-0.104,0.037,-0.15
Zfp969,5.515,-1.161,5.738,-5.515,-6.676,0.0,1.161,6.676,6.899,-5.738,0.0,-6.899
Gm49361,7.574,7.696,0.132,-7.574,0.0,-7.442,-7.696,0.0,-7.564,-0.132,7.442,7.564
Snw1,0.026,-0.056,0.042,-0.026,-0.081,0.016,0.056,0.081,0.097,-0.042,-0.016,-0.097
Gm21794,,,,,,,,,,,,
Nudcd3,0.044,-0.065,0.034,-0.044,-0.109,-0.01,0.065,0.109,0.099,-0.034,0.01,-0.099
Auh,0.131,0.09,-0.032,-0.131,-0.041,-0.162,-0.09,0.041,-0.122,0.032,0.162,0.122
Mfap5,-1.518,-2.236,1.898,1.518,-0.718,3.416,2.236,0.718,4.135,-1.898,-3.416,-4.135
Gm15372,1.917,-0.401,-0.719,-1.917,-2.318,-2.636,0.401,2.318,-0.318,0.719,2.636,0.318
Slco2b1,-0.741,-0.774,-0.113,0.741,-0.033,0.628,0.774,0.033,0.661,0.113,-0.628,-0.661
Gm20561,,,,,,,,,,,,
Gpr153,-1.165,-0.33,-0.371,1.165,0.836,0.794,0.33,-0.836,-0.042,0.371,-0.794,0.042
Olfr597,-0.409,-0.055,-0.175,0.409,0.354,0.234,0.055,-0.354,-0.12,0.175,-0.234,0.12
Traf1,0.165,0.635,0.195,-0.165,0.471,0.03,-0.635,-0.471,-0.44,-0.195,-0.03,0.44
Olfr789,0.05,0.367,0.201,-0.05,0.318,0.152,-0.367,-0.318,-0.166,-0.201,-0.152,0.166
Plin2,-0.209,-0.167,0.021,0.209,0.043,0.231,0.167,-0.043,0.188,-0.021,-0.231,-0.188
Hist1h2bk,0.052,-0.307,0.022,-0.052,-0.359,-0.03,0.307,0.359,0.329,-0.022,0.03,-0.329
Tff3,0.0,-1.271,0.0,0.0,-1.299,0.0,1.271,1.299,1.522,0.0,0.0,-1.522
Rpl9-ps1,0.017,-2.032,-1.702,-0.017,-2.048,-1.718,2.032,2.048,0.33,1.702,1.718,-0.33
Gm8019,-0.867,0.04,1.7,0.867,0.907,2.567,-0.04,-0.907,1.66,-1.7,-2.567,-1.66
Npy5r,,,,,,,,,,,,
Gm4782,,,,,,,,,,,,
Ankib1,-0.061,0.086,-0.034,0.061,0.147,0.026,-0.086,-0.147,-0.121,0.034,-0.026,0.121
Ppp1r3b,-0.231,0.552,0.045,0.231,0.783,0.276,-0.552,-0.783,-0.507,-0.045,-0.276,0.507
Gm16550,-0.167,-0.233,-0.367,0.167,-0.065,-0.2,0.233,0.065,-0.134,0.367,0.2,0.134
Fads2,-0.125,-0.957,0.882,0.125,-0.831,1.007,0.957,0.831,1.838,-0.882,-1.007,-1.838
Fam168b,-0.063,-0.061,-0.002,0.063,0.002,0.061,0.061,-0.002,0.059,0.002,-0.061,-0.059
AC162035.3,0.13,0.334,-0.572,-0.13,0.204,-0.702,-0.334,-0.204,-0.906,0.572,0.702,0.906
Gm11236,,,,,,,,,,,,
Gm11248,,,,,,,,,,,,
AC161932.1,,,,,,,,,,,,
Gm18443,,,,,,,,,,,,
Gm4027,,,,,,,,,,,,
Gpa33,,,,,,,,,,,,
Hoxd1,,,,,,,,,,,,
Pqlc2,0.411,0.237,0.258,-0.411,-0.174,-0.153,-0.237,0.174,0.022,-0.258,0.153,-0.022
Cd3d,0.109,0.035,0.08,-0.109,-0.074,-0.029,-0.035,0.074,0.045,-0.08,0.029,-0.045
Rps7-ps2,0.172,0.623,0.091,-0.172,0.451,-0.081,-0.623,-0.451,-0.532,-0.091,0.081,0.532
Esm1,0.847,0.483,0.642,-0.847,-0.365,-0.205,-0.483,0.365,0.16,-0.642,0.205,-0.16
Rassf10,0.08,2.682,0.33,-0.08,2.603,0.251,-2.682,-2.603,-2.352,-0.33,-0.251,2.352
Gm13548,0.263,0.388,0.022,-0.263,0.125,-0.24,-0.388,-0.125,-0.365,-0.022,0.24,0.365
Gm21112,,,,,,,,,,,,
Slc4a10,0.0,0.0,-2.591,0.0,0.0,-2.619,0.0,0.0,-2.741,2.591,2.619,2.741
Klhl34,,,,,,,,,,,,
Gm14247,,,,,,,,,,,,
Catsper2,0.415,0.64,0.028,-0.415,0.225,-0.387,-0.64,-0.225,-0.612,-0.028,0.387,0.612
Dscam,-0.029,1.097,2.963,0.029,1.126,2.992,-1.097,-1.126,1.866,-2.963,-2.992,-1.866
Gm9597,,,,,,,,,,,,
Cxxc5,-0.293,-1.096,-1.594,0.293,-0.804,-1.301,1.096,0.804,-0.497,1.594,1.301,0.497
1700063K16Rik,,,,,,,,,,,,
Defa29,,,,,,,,,,,,
Gm21006,,,,,,,,,,,,
Gm8151,,,,,,,,,,,,
Cep120,0.005,0.133,-0.107,-0.005,0.128,-0.111,-0.133,-0.128,-0.239,0.107,0.111,0.239
Maob,,,,,,,,,,,,
Dlat,0.313,-0.111,0.127,-0.313,-0.424,-0.186,0.111,0.424,0.238,-0.127,0.186,-0.238
Upb1,-0.226,-0.121,-0.49,0.226,0.105,-0.265,0.121,-0.105,-0.369,0.49,0.265,0.369
Psmb8,-0.104,-0.143,-0.013,0.104,-0.038,0.092,0.143,0.038,0.13,0.013,-0.092,-0.13
Obox4-ps3,,,,,,,,,,,,
Pidd1,-0.062,-0.442,-0.272,0.062,-0.38,-0.21,0.442,0.38,0.17,0.272,0.21,-0.17
Crygd,,,,,,,,,,,,
Rpl30-ps3,-3.039,-1.34,-1.343,3.039,1.699,1.696,1.34,-1.699,-0.003,1.343,-1.696,0.003
Gm3755,-0.276,-0.164,0.232,0.276,0.111,0.508,0.164,-0.111,0.396,-0.232,-0.508,-0.396
Gm42911,0.0,-2.361,0.0,0.0,-2.388,0.0,2.361,2.388,2.611,0.0,0.0,-2.611
Gm11231,0.359,-0.54,-0.394,-0.359,-0.899,-0.752,0.54,0.899,0.147,0.394,0.752,-0.147
Gm47384,0.982,-2.267,-2.066,-0.982,-3.249,-3.048,2.267,3.249,0.201,2.066,3.048,-0.201
Hcfc2,-0.148,-0.214,-0.121,0.148,-0.066,0.027,0.214,0.066,0.093,0.121,-0.027,-0.093
Glb1l3,,,,,,,,,,,,
Adck2,0.096,0.052,0.092,-0.096,-0.044,-0.003,-0.052,0.044,0.041,-0.092,0.003,-0.041
Gm48974,0.064,0.242,-1.401,-0.064,0.178,-1.465,-0.242,-0.178,-1.643,1.401,1.465,1.643
C1qtnf7,-0.66,1.944,-0.801,0.66,2.604,-0.14,-1.944,-2.604,-2.745,0.801,0.14,2.745
Gm14676,,,,,,,,,,,,
Farsb,-0.016,-0.22,0.065,0.016,-0.204,0.081,0.22,0.204,0.285,-0.065,-0.081,-0.285
Atf6,-0.074,-0.094,0.008,0.074,-0.02,0.082,0.094,0.02,0.102,-0.008,-0.082,-0.102
Gm11504,,,,,,,,,,,,
P4ha1,-0.41,-0.511,-0.369,0.41,-0.101,0.041,0.511,0.101,0.142,0.369,-0.041,-0.142
Olfr269-ps1,,,,,,,,,,,,
Gm14131,,,,,,,,,,,,
Gm4873,,,,,,,,,,,,
Ddx58,-0.091,0.163,0.016,0.091,0.254,0.108,-0.163,-0.254,-0.147,-0.016,-0.108,0.147
AC102285.1,,,,,,,,,,,,
Gm10999,-0.561,0.184,0.402,0.561,0.745,0.964,-0.184,-0.745,0.218,-0.402,-0.964,-0.218
Sbf1,-0.01,-0.05,0.11,0.01,-0.04,0.12,0.05,0.04,0.16,-0.11,-0.12,-0.16
Ubl4a,0.08,-0.175,0.054,-0.08,-0.255,-0.027,0.175,0.255,0.229,-0.054,0.027,-0.229
Gm11624,,,,,,,,,,,,
Gm8065,,,,,,,,,,,,
Magef1,0.304,-0.467,0.346,-0.304,-0.771,0.042,0.467,0.771,0.813,-0.346,-0.042,-0.813
Rps24-ps3,-0.146,-0.084,-0.518,0.146,0.062,-0.372,0.084,-0.062,-0.434,0.518,0.372,0.434
Gm9400,,,,,,,,,,,,
Gm18469,,,,,,,,,,,,
Mpdz,1.976,2.098,2.199,-1.976,0.0,0.0,-2.098,0.0,0.0,-2.199,0.0,0.0
Lsg1,0.068,-0.028,-0.058,-0.068,-0.096,-0.126,0.028,0.096,-0.03,0.058,0.126,0.03
Zbed4,-0.089,-0.237,-0.063,0.089,-0.148,0.026,0.237,0.148,0.174,0.063,-0.026,-0.174
Slc29a1,-0.255,-0.249,-0.092,0.255,0.006,0.163,0.249,-0.006,0.157,0.092,-0.163,-0.157
Bsn,0.036,-0.128,-0.344,-0.036,-0.164,-0.38,0.128,0.164,-0.216,0.344,0.38,0.216
Pcdhgb1,,,,,,,,,,,,
Gm14994,,,,,,,,,,,,
Defa-ps8,,,,,,,,,,,,
Hsf5,-0.794,1.142,-0.642,0.794,1.936,0.152,-1.142,-1.936,-1.784,0.642,-0.152,1.784
Olfr1020,-0.157,-0.636,-0.179,0.157,-0.478,-0.022,0.636,0.478,0.457,0.179,0.022,-0.457
Igkv14-100,0.145,2.678,2.778,-0.145,2.533,2.633,-2.678,-2.533,0.0,-2.778,-2.633,0.0
Grm3,,,,,,,,,,,,
Hexim2,-0.273,0.359,-0.096,0.273,0.632,0.177,-0.359,-0.632,-0.456,0.096,-0.177,0.456
Gm8798,-0.607,-0.151,0.075,0.607,0.456,0.682,0.151,-0.456,0.226,-0.075,-0.682,-0.226
Gm43036,,,,,,,,,,,,
Gm18503,,,,,,,,,,,,
Gm10444,0.0,-2.375,-1.999,0.0,-2.402,-2.026,2.375,2.402,0.376,1.999,2.026,-0.376
Mgat5b,0.034,-0.425,-0.713,-0.034,-0.459,-0.748,0.425,0.459,-0.289,0.713,0.748,0.289
Phf6,0.239,0.091,0.115,-0.239,-0.148,-0.125,-0.091,0.148,0.023,-0.115,0.125,-0.023
Aldh2,0.272,0.163,-0.088,-0.272,-0.109,-0.361,-0.163,0.109,-0.252,0.088,0.361,0.252
Ganab,-0.045,-0.107,-0.061,0.045,-0.062,-0.016,0.107,0.062,0.045,0.061,0.016,-0.045
Obox3-ps6,,,,,,,,,,,,
Gm19163,1.863,1.985,2.086,-1.863,0.0,0.0,-1.985,0.0,0.0,-2.086,0.0,0.0
Gm48551,-0.309,-0.151,-0.129,0.309,0.159,0.181,0.151,-0.159,0.022,0.129,-0.181,-0.022
Ncoa3,-0.262,-0.042,-0.012,0.262,0.219,0.25,0.042,-0.219,0.03,0.012,-0.25,-0.03
1700031L13Rik,,,,,,,,,,,,
Vmn1r83,-0.546,-0.301,-0.26,0.546,0.244,0.286,0.301,-0.244,0.041,0.26,-0.286,-0.041
Tmem123,-0.008,0.136,0.016,0.008,0.144,0.024,-0.136,-0.144,-0.12,-0.016,-0.024,0.12
Tcp10c,0.0,0.0,-1.137,0.0,0.0,-1.164,0.0,0.0,-1.286,1.137,1.164,1.286
Selenos,0.05,0.013,0.015,-0.05,-0.037,-0.035,-0.013,0.037,0.002,-0.015,0.035,-0.002
Chchd6,-0.403,-0.341,-0.055,0.403,0.061,0.348,0.341,-0.061,0.287,0.055,-0.348,-0.287
Hnrnph1,0.131,0.178,0.053,-0.131,0.047,-0.077,-0.178,-0.047,-0.125,-0.053,0.077,0.125
Gm2140,0.0,-1.347,0.0,0.0,-1.374,0.0,1.347,1.374,1.597,0.0,0.0,-1.597
Gm7627,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
4921536K21Rik,1.16,1.878,0.385,-1.16,0.718,-0.775,-1.878,-0.718,-1.493,-0.385,0.775,1.493
Ube2s,-0.049,-0.103,-0.052,0.049,-0.055,-0.003,0.103,0.055,0.052,0.052,0.003,-0.052
BC051665,,,,,,,,,,,,
Fam122a,-0.114,-0.038,0.185,0.114,0.077,0.299,0.038,-0.077,0.223,-0.185,-0.299,-0.223
Vmn2r2,0.0,-1.271,0.0,0.0,-1.299,0.0,1.271,1.299,1.522,0.0,0.0,-1.522
Hist1h2bl,-0.002,-0.3,0.019,0.002,-0.298,0.021,0.3,0.298,0.319,-0.019,-0.021,-0.319
Gm5434,,,,,,,,,,,,
Tmem150a,-0.589,-1.136,-0.508,0.589,-0.547,0.081,1.136,0.547,0.629,0.508,-0.081,-0.629
Zfp947,0.376,1.255,1.115,-0.376,0.879,0.739,-1.255,-0.879,-0.14,-1.115,-0.739,0.14
Gm18814,,,,,,,,,,,,
Cavin3,0.99,1.112,-0.173,-0.99,0.0,-1.163,-1.112,0.0,-1.285,0.173,1.163,1.285
Ptbp3,0.014,-0.086,-0.007,-0.014,-0.1,-0.021,0.086,0.1,0.079,0.007,0.021,-0.079
Ube2d2b,2.295,1.359,2.434,-2.295,-0.936,0.139,-1.359,0.936,1.075,-2.434,-0.139,-1.075
Gm20706,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Gm14564,,,,,,,,,,,,
Rps10-ps2,2.662,2.853,2.789,-2.662,0.191,0.128,-2.853,-0.191,-0.063,-2.789,-0.128,0.063
Igkv4-68,-2.045,1.105,1.206,2.045,3.151,3.251,-1.105,-3.151,0.0,-1.206,-3.251,0.0
Dhrs3,0.238,-0.01,0.552,-0.238,-0.249,0.314,0.01,0.249,0.563,-0.552,-0.314,-0.563
Gm28910,,,,,,,,,,,,
Grp,,,,,,,,,,,,
Gm8709,-0.479,1.114,1.214,0.479,1.593,1.693,-1.114,-1.593,0.0,-1.214,-1.693,0.0
Gm11025,-1.448,0.0,0.0,1.448,1.598,1.698,0.0,-1.598,0.0,0.0,-1.698,0.0
Gm4512,,,,,,,,,,,,
Gpr63,-0.178,-0.121,-0.308,0.178,0.057,-0.13,0.121,-0.057,-0.187,0.308,0.13,0.187
Cyp2c70,,,,,,,,,,,,
Gm1989,,,,,,,,,,,,
Gm21362,,,,,,,,,,,,
Gm6578,0.078,1.223,-0.573,-0.078,1.145,-0.652,-1.223,-1.145,-1.796,0.573,0.652,1.796
Rpl37,0.129,-0.171,-0.009,-0.129,-0.299,-0.138,0.171,0.299,0.161,0.009,0.138,-0.161
Clec4a4,,,,,,,,,,,,
Hk2,0.265,0.309,0.259,-0.265,0.045,-0.006,-0.309,-0.045,-0.05,-0.259,0.006,0.05
