gene_name,P2_Arm,P3_Arm,P4_Arm,P5_Arm,P6_Arm,P7_Arm,P8_Arm,P9_Arm,P10_Arm,P2_Cl13,P3_Cl13,P4_Cl13,P5_Cl13,P6_Cl13,P7_Cl13,P8_Cl13,P9_Cl13,P10_Cl13
Ppa2,0.6068504,0.4438431,0.50004125,0.47937578,0.4998938,0.45186344,0.2622524,0.28715518,0.3006606,0.5604323,0.5181556,0.5313002,0.53837985,0.5520142,0.41965634,0.38696346,0.24679908,0.36878917
Cenpe,1.1395997,4.43686,2.6710143,1.1595739,1.2929009,0.54401666,0.122096784,0.119040206,0.10080482,1.2700114,4.244524,3.6114078,0.9997695,1.1954044,0.49184397,0.32403085,0.27024,0.25105906
Ube2d3,5.1241875,4.9358263,4.8696523,4.748844,5.335432,4.660078,5.005374,5.2145586,5.649026,4.924853,4.585649,4.6718307,4.5082974,5.107446,4.30936,4.6306686,4.9262996,5.407569
Manba,0.036148544,0.04268558,0.047094017,0.03786706,0.04138296,0.05366839,0.12052904,0.083650954,0.08310721,0.031511288,0.04383156,0.046175916,0.04317553,0.043670136,0.059488945,0.09840412,0.05119224,0.07439323
Ppp3ca,0.91405654,1.1587675,0.9946687,0.9867203,0.9553212,0.8349139,1.1053486,1.3951664,1.7843918,0.86192656,0.86673695,0.89814186,0.8966003,0.849752,0.64072293,1.0021256,1.1138947,1.2162797
H2az1,3.5045857,4.3673897,3.7813396,3.8503025,3.663877,2.2216065,1.4723401,1.491087,1.9854866,3.687283,4.4091697,3.6827183,3.6001909,3.4067926,1.9690073,2.166271,1.6745117,2.3752093
Dnajb14,0.0224684,0.01439863,0.022602146,0.020543417,0.022727557,0.01927565,0.03788862,0.03621763,0.06124773,0.008031113,0.015008608,0.0109019065,0.010310396,0.013956436,0.0095821135,0.031532902,0.012118308,0.0
Lamtor3,0.7708993,0.75284463,0.7577276,0.7089112,0.8143681,0.561068,0.5127515,0.45515138,0.52844185,0.74494743,0.66610074,0.7528604,0.67691255,0.8144905,0.53680617,0.6392922,0.56316364,0.53321767
Trmt10a,0.15535791,0.09510562,0.11144401,0.12971088,0.11616292,0.11792187,0.11829999,0.051285826,0.047500364,0.1259399,0.11601067,0.13298395,0.10848918,0.12668572,0.064358585,0.05862184,0.079015665,0.04096256
Adh5,1.4156291,1.0990802,1.2043395,1.2453033,1.1813875,1.3284668,1.164525,1.0874813,1.0067413,1.3664879,1.1252177,1.2555537,1.285819,1.2179971,1.4335985,1.1415718,1.136944,1.1751227
Eif4e,0.55461925,0.4345311,0.422243,0.41245627,0.37494063,0.2984523,0.3180404,0.22626911,0.25226894,0.54951644,0.50838125,0.49541074,0.3972956,0.3338845,0.31538567,0.33811533,0.3037588,0.30986536
Tspan5,0.12505418,0.14714365,0.13163549,0.15589602,0.13570717,0.19849968,0.22260472,0.20871252,0.28781885,0.13938658,0.12195647,0.104939416,0.1619116,0.1326811,0.118661486,0.15912208,0.1632781,0.20711109
Gbp5,0.06219157,0.107291214,0.06679327,0.03655124,0.058194283,0.11961043,0.07864575,0.16992924,0.09815451,0.059413128,0.1205112,0.065285325,0.07479363,0.065683365,0.105957896,0.06927152,0.077470884,0.05684138
Gbp7,0.8663075,1.2825129,1.0652579,0.9689081,1.374561,1.2655535,1.6027864,2.0274184,1.6594177,0.86128175,1.214503,0.9837148,0.98973835,1.1827943,1.1814934,1.8734981,1.5732281,1.5464091
Gbp3,0.46826583,0.48134425,0.50484675,0.4573587,0.6196634,0.44133347,0.48527092,0.52894646,0.31436172,0.49505085,0.33970883,0.3780355,0.38292396,0.4901073,0.36961788,0.4148614,0.42323303,0.33490276
Gbp2,0.2458129,0.29606122,0.3239539,0.2264433,0.3758891,0.67707926,0.6154493,0.8354806,0.4064306,0.16075476,0.2092139,0.18909924,0.18170263,0.2617945,0.47674698,0.5655162,0.50359154,0.5243033
Kyat3,0.04475152,0.012006403,0.021703547,0.012968109,0.017888498,0.014052318,0.033603877,0.003208734,0.008837176,0.050075237,0.011563215,0.019826693,0.019795984,0.0096218735,0.011867995,0.0068791728,0.0020765467,0.02249609
Gtf2b,1.0168663,1.0707465,1.0578022,0.9992819,0.9884378,0.8402993,0.9754677,0.8536151,0.89176834,0.9088225,1.023848,1.0546479,0.97770107,1.032504,0.76378626,0.76756847,0.79833484,0.7764453
Selenof,3.0371075,2.7491546,3.0130143,3.1047673,3.1364079,2.656652,2.7067797,2.2231133,2.2632303,3.122944,2.796625,3.068469,3.0888755,3.2437778,2.5763583,2.4546168,2.6526687,2.3138695
Odf2l,0.09433114,0.1257173,0.10601898,0.10573169,0.067236304,0.04952952,0.010833116,0.015045684,0.014909815,0.11994394,0.11474918,0.12897548,0.078503855,0.04983011,0.03559475,0.030518657,0.02908953,0.09994128
Znhit6,0.32409364,0.12543008,0.21465935,0.23459831,0.22026102,0.18678571,0.2561974,0.17275673,0.17741506,0.37081492,0.149828,0.23248792,0.27969098,0.23684852,0.283503,0.20145196,0.117885806,0.19332871
Bcl10,0.5906944,0.9074818,0.7286408,0.68820924,0.81483436,0.85857785,0.8445414,0.83349127,0.82847583,0.58263075,0.91112363,0.8616741,0.7475381,0.921089,1.0027514,0.68183136,0.9982859,0.82918996
2410004B18Rik,0.58436835,0.5421386,0.53558135,0.47483957,0.61250776,0.4172125,0.35032156,0.34300455,0.38841376,0.5477554,0.47680038,0.5532376,0.44510946,0.62647545,0.39886978,0.39060226,0.43081865,0.35197806
Syde2,0.004672117,0.0009075085,0.0014396347,0.0013996783,0.0003104232,0.013509757,0.0,8.495733e-05,0.0,0.0,0.001194276,0.0009950935,0.0014465689,0.0,0.0121599315,0.0015851639,0.002317649,0.0
Mcoln2,0.06662119,0.05270952,0.06527505,0.048672922,0.07542393,0.11414521,0.06672696,0.08404682,0.03712416,0.12675197,0.09326709,0.08672373,0.07847592,0.11840548,0.10219289,0.09255638,0.09914621,0.07612485
Ctbs,0.062539674,0.054453045,0.06638479,0.07208803,0.06356916,0.07442234,0.06601243,0.08167295,0.06915359,0.064819,0.052304626,0.06561436,0.0627654,0.053362455,0.07842236,0.10455584,0.10788128,0.10771919
Gng5,2.1267283,2.1385612,2.0430658,2.1616464,2.0831192,2.0426056,2.5075426,2.2438717,2.2842135,2.0175314,2.1414838,2.108877,2.235803,2.081338,2.2527747,2.1597888,2.311381,2.1304624
Fubp1,0.95152986,0.4851212,0.7002485,0.72791135,0.5575427,0.6932401,0.6705644,0.48102364,0.3400953,1.0923334,0.59355557,0.7917067,0.7877013,0.6297577,0.63834935,0.61329556,0.7106145,0.56566834
Usp33,0.101645716,0.07458483,0.08786909,0.08059084,0.08093133,0.116681784,0.14654799,0.11755223,0.09552847,0.08145613,0.09074639,0.08315405,0.057624403,0.08067438,0.12610759,0.09206654,0.09317263,0.07321059
Zzz3,0.21645942,0.16198993,0.2025261,0.19590339,0.18680818,0.24409406,0.22243594,0.26095372,0.2334553,0.26486918,0.19604845,0.18652192,0.23670208,0.18715203,0.2678571,0.22976188,0.20283069,0.30366454
Pigk,0.08140414,0.0625231,0.0845667,0.073894486,0.077092014,0.101287276,0.068668514,0.08783297,0.08268996,0.08023404,0.08839234,0.08653019,0.09077911,0.0885052,0.068048604,0.08846122,0.05977519,0.09189102
Cryz,0.10875038,0.04563328,0.08680599,0.08569506,0.07804352,0.034171972,0.014730234,0.024582185,0.019438773,0.08126381,0.060135536,0.07140659,0.056867782,0.06893292,0.06676768,0.02846361,0.06282173,0.028444272
Zranb2,1.0799652,0.6912713,0.80086756,0.9315004,0.7680077,0.68018454,0.9739089,0.6074513,0.51792604,1.0680783,0.7662203,0.8765626,1.0829605,0.94275457,0.84855026,0.8622905,0.91833794,0.8719896
Ankrd13c,0.26171127,0.21118267,0.2324392,0.24445234,0.2841813,0.37526086,0.3811475,0.34463772,0.3567296,0.26901892,0.27934378,0.2447912,0.24705589,0.3092245,0.30853322,0.34158164,0.2907991,0.15311597
Lrrc40,0.16131105,0.13592927,0.15984252,0.15996638,0.11949152,0.058506873,0.054427885,0.032683644,0.022677237,0.17088798,0.15367302,0.1379905,0.12836157,0.1049984,0.07374386,0.06468556,0.02485242,0.034158148
Depdc1a,0.11877169,0.33721918,0.20312843,0.12291377,0.1395901,0.04710358,0.006169287,0.0035610497,0.0051451568,0.14914027,0.30763835,0.24523936,0.09433691,0.104815416,0.038294807,0.018375535,0.022215387,0.0
Wls,0.010130316,0.006273104,0.011884818,0.008725804,0.008063467,0.019006323,0.0,0.017947953,0.04170863,0.0045419782,0.016835,0.007033641,0.009396849,0.007964036,0.041180734,0.032014895,0.032735888,0.0
Tmem68,0.118850626,0.110059746,0.12260095,0.10201296,0.12309088,0.13785543,0.119826406,0.15644817,0.16040087,0.1020003,0.1202625,0.12886164,0.10797472,0.12844959,0.11017704,0.1732377,0.14288567,0.056042325
Rps20,48.299095,36.801464,41.76385,44.38964,37.818535,51.109425,29.439255,29.345615,21.809425,49.965496,37.82477,38.98253,42.010456,36.518673,55.608505,38.19923,35.65477,34.908974
Plag1,0.0031857966,0.0031862052,0.002889884,0.0036806022,0.0032453313,0.014895503,0.019726029,0.0076853903,0.0028793605,0.0029397362,0.0030116413,0.002636653,0.0023137713,0.004402001,0.0011743378,0.0044585085,0.0,0.0
Impad1,0.46624306,0.3875413,0.40937302,0.41082665,0.4864811,0.424073,0.46000746,0.4899624,0.3632927,0.34827533,0.3246671,0.31849355,0.3600725,0.39074197,0.38558406,0.33885413,0.2949249,0.22748964
Nsmaf,0.46460095,0.5999786,0.52296627,0.50423706,0.57636124,0.6856046,0.9962258,0.88246876,0.7698012,0.5216911,0.6972038,0.60724247,0.60508657,0.6253817,0.6081615,0.90370303,0.7540496,0.6188241
Tox,0.13322362,0.17138454,0.12651575,0.10855037,0.08315509,0.6783106,1.0215822,0.26920357,0.12196982,0.7873566,1.25447,0.9699255,1.0070482,0.73506045,1.9583309,1.5178748,1.5563725,1.183394
Plekhf2,0.317875,0.36493254,0.3456299,0.33174846,0.27607524,0.2938127,0.26296505,0.30437854,0.40737966,0.30237225,0.35876665,0.33205807,0.36131078,0.30564806,0.34323555,0.24646598,0.30322057,0.12747721
Ndufaf6,0.22149661,0.09345534,0.13695477,0.1572729,0.12912408,0.14229435,0.1217274,0.068261206,0.0490176,0.19628246,0.08430915,0.13150842,0.14135031,0.12759371,0.17314492,0.11512929,0.10247279,0.012850885
Ints8,0.27438748,0.17462489,0.23227455,0.20152692,0.22362225,0.15707672,0.14348067,0.13222894,0.1813268,0.24646342,0.17540571,0.24288565,0.20994255,0.21672103,0.22790231,0.12926462,0.15941899,0.23102394
Dpy19l4,0.07256087,0.062300336,0.059658512,0.056474555,0.06427551,0.0689395,0.0754753,0.074248694,0.07963766,0.051650353,0.064198285,0.055048723,0.060120765,0.052851796,0.06485713,0.08856038,0.051353887,0.07168701
Pdp1,0.01328627,0.010236867,0.008775499,0.014009323,0.015865428,0.016741613,0.012118671,0.015828526,0.017606616,0.013562846,0.0059283413,0.008564442,0.010652763,0.009293169,0.0054474976,0.015702507,0.007711196,0.0
Fam92a,0.57099205,0.44289503,0.47842687,0.6086195,0.42293236,0.37731093,0.308699,0.29286778,0.36239028,0.57957697,0.48852137,0.4649196,0.5616879,0.39955944,0.49498263,0.37225786,0.27661195,0.28276283
Otud6b,0.30433607,0.16396385,0.20976557,0.21268177,0.18998885,0.14594503,0.11600681,0.11162554,0.1455875,0.2746622,0.15769124,0.18545452,0.17483869,0.17892572,0.16085133,0.15117869,0.19546668,0.088607855
Decr1,0.15612797,0.11678112,0.14684662,0.15875721,0.12696958,0.20400766,0.09301596,0.09483161,0.08500728,0.16671902,0.15904932,0.16843428,0.1637101,0.16244821,0.3503724,0.14829822,0.13306095,0.11470845
Osgin2,0.22521393,0.11708739,0.15061718,0.2198559,0.1851769,0.14824614,0.086539485,0.101385795,0.15022342,0.17083237,0.136809,0.12633546,0.2104541,0.19051561,0.13850155,0.15288585,0.14413515,0.05659318
Ripk2,0.11872254,0.08147835,0.09409973,0.085809074,0.0911071,0.116475984,0.147955,0.09348171,0.11020982,0.14508966,0.09923816,0.1138334,0.09974682,0.117328726,0.13473772,0.09711065,0.08093018,0.10411909
Cpne3,0.21070077,0.2113257,0.26044193,0.19461402,0.24245045,0.4437259,0.21448033,0.41798607,0.54108745,0.22652657,0.25943866,0.25471035,0.25896636,0.35668254,0.3444428,0.2008576,0.23138644,0.22836138
Wwp1,0.16767927,0.14720309,0.16264927,0.16118205,0.15120102,0.19617738,0.14950104,0.2556578,0.32069275,0.13000815,0.12415865,0.13385619,0.15906663,0.12312956,0.10827517,0.20857047,0.23279543,0.32140312
Tstd3,0.39842555,0.33813375,0.39101756,0.390835,0.45963866,0.4081974,0.6992717,0.3602144,0.4746993,0.4985243,0.4176962,0.42997786,0.44277224,0.5354246,0.5651792,0.6161891,0.541077,0.40223926
Ufl1,0.30863976,0.19439869,0.28431773,0.29170477,0.33513963,0.26689202,0.15460229,0.25674748,0.2493596,0.29630676,0.2175225,0.25319138,0.27146757,0.3120463,0.30588135,0.2419563,0.22256726,0.1416317
Manea,0.08012911,0.056798436,0.07629143,0.07110741,0.0626511,0.113574654,0.1107568,0.10610135,0.11700983,0.047903735,0.041716114,0.04844876,0.0802546,0.06186179,0.07720293,0.085312165,0.111503676,0.040507205
Pnrc1,1.601496,2.5318031,2.1574116,1.877488,1.959189,4.3572764,4.2236376,5.5772257,5.827471,1.3124032,2.8036654,2.283348,2.609665,2.771218,3.6334283,3.0548127,3.8938363,3.7227316
Orc3,0.39858872,0.3063208,0.35540724,0.33206993,0.31039637,0.24510536,0.3319763,0.24013297,0.3552409,0.39117593,0.33051145,0.39758557,0.350754,0.34479302,0.31477964,0.23813532,0.24218386,0.2680932
Slc35a1,0.17538723,0.13303763,0.13292755,0.14748348,0.13200587,0.15506257,0.17451113,0.12234585,0.13661593,0.18993887,0.16395965,0.18337208,0.17176896,0.1848108,0.18045203,0.19452116,0.13996756,0.120571
Smim8,0.340631,0.4846726,0.4162482,0.42541134,0.47224715,0.53642315,0.63171256,0.4991812,0.41111115,0.37494352,0.4734674,0.4199042,0.49392113,0.50397605,0.54956836,0.5244283,0.44725108,0.34548026
Zfp292,0.6969711,0.88200605,0.8180561,0.75516796,0.80550206,1.5192794,1.5389984,1.9793642,2.0231028,0.71523625,0.8805116,0.8146055,0.786046,0.87922627,1.233378,1.2996844,1.1860921,1.2740395
Mob3b,0.004965768,0.0019246025,0.0049303016,0.002952402,0.001167058,0.016890882,0.008344671,0.010664303,0.0063720425,0.007018086,0.0026670322,0.002585508,0.007092549,0.0058736536,0.013362757,0.0049141836,0.002555295,0.017424243
C9orf72,0.011333925,0.005683623,0.010277732,0.0057220985,0.0040766806,0.038258154,0.0019089037,0.021120429,0.019801259,0.020111078,0.0054267496,0.016042903,0.008821942,0.010455591,0.022334445,0.018408876,0.0106847305,0.05979291
Ddx58,0.079807706,0.18780097,0.13573632,0.09903134,0.16534582,0.3478142,0.26708424,0.33452642,0.20721105,0.08506246,0.26078072,0.17513448,0.16580404,0.20391785,0.36093724,0.28211224,0.2959921,0.34218115
Topors,0.65447575,0.55949455,0.58803475,0.6394092,0.63430953,0.6890288,0.5583481,0.5547903,0.55268705,0.6340998,0.59912014,0.5713569,0.6099423,0.5649762,0.53349054,0.47021985,0.47645056,0.8089446
Ndufb6,1.7476496,1.7804128,1.7915336,1.970353,1.904231,1.3060926,1.8272078,1.1608968,1.0037874,1.8115062,1.5004439,1.614176,1.6932677,1.793011,1.3236392,1.5278474,1.3986481,1.0931933
Aptx,0.13416691,0.11748341,0.11791394,0.104518406,0.117605306,0.12068992,0.17129418,0.13143858,0.112211,0.15304887,0.123853706,0.14104335,0.10670528,0.113885835,0.14188154,0.14926733,0.122495174,0.037933692
Smu1,1.0452759,1.1198772,1.0936471,0.9444924,1.0311837,0.7709359,0.9584277,0.7899898,0.64535993,0.9628203,0.97632575,1.0479152,0.88740826,0.9621677,0.68841475,0.76122504,0.7241587,0.88564086
B4galt1,0.47740176,0.73861724,0.6210634,0.598648,0.62517637,0.6349041,0.7894575,0.94616294,1.078925,0.3387059,0.5257781,0.489115,0.51635504,0.5635666,0.44338024,0.7797601,0.9185351,1.0134547
Bag1,2.550591,2.7159243,2.7601466,2.8324764,2.7233877,2.0882275,2.2869046,2.158945,2.3034036,2.8513546,2.713768,2.9049804,3.0091538,3.028594,2.2420993,2.4957387,2.6664572,2.6278186
Nol6,0.1531227,0.07300141,0.11657055,0.116820246,0.09806362,0.12713334,0.13307469,0.1391023,0.12674142,0.21572731,0.10205218,0.14236145,0.1374833,0.12966539,0.15998518,0.13283129,0.15263496,0.21218918
Ubap2,0.6196041,0.5942633,0.6128653,0.62247896,0.3914388,0.40555823,0.36761594,0.38838047,0.3327572,0.6305875,0.62337404,0.716127,0.682632,0.3834971,0.40718165,0.4471909,0.46278524,0.6855242
Dcaf12,0.3396105,0.3349562,0.34812343,0.33950204,0.3425646,0.3907399,0.35294673,0.45874843,0.33880422,0.42010677,0.39467883,0.4210224,0.38224405,0.37886047,0.34805387,0.43142167,0.4877853,0.5518649
Kif24,0.021287054,0.027927166,0.021475248,0.023173643,0.0076216846,0.012683038,0.0,0.0019735121,0.00012872761,0.03359013,0.02156462,0.020261653,0.023613049,0.0043187775,0.006384277,0.0057929927,0.0,0.0
Fam219a,0.01698159,0.024207795,0.020319622,0.020175213,0.021979475,0.030401777,0.022778632,0.025134003,0.040475115,0.018851137,0.026838407,0.017996939,0.01197699,0.019270454,0.02052938,0.012356337,0.009172241,0.0
Dctn3,1.729306,1.8954394,1.8810856,1.8223602,1.9908776,1.7321087,1.9467335,1.6434865,1.5195469,1.811087,1.7764612,1.9367449,1.8068173,1.9688665,1.6195258,1.643377,1.731958,1.8649325
Sigmar1,0.54959476,0.19498357,0.3090626,0.3513684,0.27999115,0.14090705,0.10570417,0.09644252,0.09983813,0.4947361,0.20270386,0.31585336,0.31159613,0.22540611,0.15978207,0.13789418,0.14651646,0.14044285
Ccl27a,0.05221186,0.06542208,0.06735858,0.07161536,0.07368599,0.017164528,0.028656233,0.03825551,0.07953277,0.041734587,0.079450324,0.06069328,0.052748144,0.074746095,0.03922963,0.07245731,0.07698251,0.04761891
Vcp,1.7983499,1.2601249,1.6368554,1.4770066,1.554523,1.2541355,1.1602802,1.0238272,0.937744,1.786101,1.2005942,1.516822,1.2893606,1.3990458,1.3704957,1.0133005,1.1545225,0.9768737
Fancg,0.08222807,0.093578994,0.093404554,0.12238036,0.056644753,0.052643914,0.01779825,0.041337874,0.048242398,0.06686124,0.09000051,0.08229983,0.12732366,0.040080197,0.039630957,0.060799286,0.021463424,0.10591285
Pigo,0.09399177,0.08546505,0.09873724,0.08094703,0.0807521,0.10347835,0.053217452,0.07633822,0.06594452,0.10251431,0.0856331,0.09429992,0.104393914,0.0881278,0.074185915,0.07902389,0.11379729,0.10299223
Stoml2,1.2849046,0.6996831,0.90741736,0.92606896,0.80045533,0.6702596,0.6902723,0.47290844,0.4429466,1.3186826,0.7706352,0.9571642,0.9126451,0.8194269,0.7003471,0.6315168,0.7095314,0.56198144
Cd72,0.13576822,0.124166496,0.11569116,0.107971385,0.11018941,0.37519607,0.20185488,0.23491248,0.1252171,0.12970226,0.1856399,0.17831334,0.18583089,0.2256019,0.4198212,0.19659299,0.25402775,0.2785712
Sit1,0.3698163,0.5963603,0.46165004,0.3576743,0.36228046,0.4424059,0.57185,0.5470994,0.21966107,0.2838201,0.47940016,0.40477705,0.3164583,0.31735465,0.31548735,0.42176718,0.45321983,0.11801587
Tln1,2.806826,3.8490565,3.6023264,3.0384045,3.620821,3.8970454,4.6836014,4.5927234,4.686661,2.828846,3.9808788,3.949877,3.3460085,3.9882188,3.9447973,4.136351,4.541829,3.9888144
Gba2,0.09476203,0.092808455,0.09056463,0.09074371,0.10212844,0.09114696,0.09853804,0.14800665,0.14487118,0.0879473,0.116341315,0.11431435,0.06630724,0.09184142,0.10762127,0.1374964,0.1325419,0.016977677
Hint2,0.25670278,0.27007297,0.26401925,0.28211012,0.2914053,0.4937708,0.29954538,0.39077315,0.38000345,0.31185162,0.29762256,0.268542,0.31133243,0.33626255,0.47454455,0.34643006,0.26158455,0.3453847
Gne,0.06839502,0.062219627,0.064151146,0.054974142,0.05968939,0.074654944,0.07418911,0.082109585,0.0864767,0.06636535,0.061500605,0.061546456,0.050353583,0.06677865,0.07162919,0.057785917,0.058745522,0.043873962
Rnf38,0.15442313,0.20139052,0.17604907,0.18397713,0.14622125,0.23977211,0.19471957,0.2417818,0.3556431,0.18227488,0.1741418,0.1526401,0.19804372,0.15549485,0.19218089,0.22991739,0.25707355,0.36560363
Pax5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011511581,0.0010529524,0.0041290345,0.0,0.00015730686,0.004339768,0.020223338,0.009453877,0.0
Zbtb5,0.024098868,0.02468186,0.02247905,0.02330368,0.02866468,0.015861817,0.019764476,0.031843804,0.04347422,0.023397991,0.029075686,0.016074914,0.014124416,0.01949021,0.03186124,0.05149432,0.009383056,0.028784184
Tomm5,2.659765,1.277639,1.7136341,1.8756375,2.0469587,1.5240657,1.6006796,1.3197013,1.3307966,2.9482455,1.3882258,1.7651258,2.0196626,2.16368,1.8920412,1.5897907,1.6888208,1.8697377
Exosc3,1.8843619,1.451826,1.6112943,1.5428976,1.5488437,1.1358231,0.90739995,0.8271498,0.7815613,1.8849169,1.4009229,1.6167798,1.54363,1.469607,1.2335552,0.9595686,1.006531,0.94891465
Slc25a51,0.24185418,0.18165068,0.20449273,0.21721609,0.23467673,0.2298322,0.20617895,0.24480395,0.38494658,0.2028715,0.20085877,0.20394436,0.19940257,0.26176986,0.20387933,0.23304008,0.22180443,0.2627892
Tstd2,0.15273836,0.10764923,0.12402915,0.13786949,0.13067408,0.098908484,0.056094218,0.101182334,0.104701236,0.15236138,0.11437756,0.14008473,0.1306169,0.124308385,0.15229794,0.14574614,0.15189746,0.18238392
Xpa,0.30349243,0.32065573,0.32352525,0.32653007,0.36851773,0.5834932,0.7211447,0.8476908,0.8900327,0.28316048,0.36445016,0.3679118,0.3746782,0.46050683,0.5394668,0.5984601,0.6120699,0.50630105
Trmo,0.023429573,0.019729964,0.02604968,0.02370868,0.014958137,0.025173616,0.016171768,0.024116965,0.01637643,0.03968865,0.009251986,0.011221764,0.027928008,0.021038016,0.014452526,0.027824545,0.028166162,0.17839254
Trim14,0.023895184,0.03514189,0.034450915,0.011614376,0.02353583,0.09324202,0.06731793,0.11679091,0.1325551,0.036271658,0.047803637,0.03265624,0.03451834,0.036142893,0.07111686,0.10923881,0.08289248,0.037166245
Coro2a,0.34778658,0.37333354,0.3618716,0.37231195,0.32879186,0.1597304,0.40562052,0.26495308,0.18340547,0.46534628,0.52175224,0.5171253,0.4891361,0.46638742,0.25333607,0.5046504,0.49962923,0.398119
Tbc1d2,0.068135075,0.073290505,0.09901491,0.06795861,0.07762717,0.010999184,0.021699015,0.026171237,0.028156497,0.036488328,0.050552767,0.06686901,0.037761003,0.06324174,0.0062139616,0.08777453,0.051231097,0.16777407
Alg2,0.021608649,0.011874293,0.019600097,0.012165892,0.017381804,0.007826,0.0037995174,0.015114411,0.022407334,0.024313895,0.020606503,0.02226082,0.01434384,0.025199663,0.02563599,0.031383853,0.03398547,0.044009358
Erp44,1.3314991,1.2788709,1.2951924,1.2371725,1.3753663,1.0672498,1.3956748,1.1067797,0.971562,1.0556042,1.1367586,1.2192855,1.1228118,1.1920879,0.9324991,1.3210638,1.0366138,1.0276322
Tex10,0.2788984,0.24112093,0.2654993,0.25352892,0.27228847,0.28168592,0.20145935,0.27724695,0.20136927,0.30481032,0.23365727,0.25297657,0.2320175,0.2338292,0.20160721,0.19708063,0.27298984,0.22231041
Mrpl50,0.5270208,0.3046761,0.3776727,0.4398189,0.3911946,0.37554446,0.28117695,0.23861514,0.22178178,0.54656696,0.32307464,0.36924735,0.4156131,0.33702728,0.3826395,0.32885417,0.27510545,0.46915194
Abca1,0.0027730267,2.0118801e-05,0.0018897249,0.0009053258,0.00041471262,0.0053231423,0.0,0.003047464,0.00034157664,0.005140572,0.0010529524,0.001402843,0.00042521404,0.0,0.018757658,0.0019574517,0.0,0.0
Klf4,0.27539662,0.14712441,0.23025629,0.25722992,0.16539012,0.44865066,0.1354424,0.20099527,0.13456325,0.3886214,0.21533355,0.22376125,0.26510003,0.15672955,0.40646762,0.04138399,0.13328062,0.11153959
Elp1,0.18164231,0.09374045,0.14101313,0.13434894,0.11668426,0.15645306,0.13993327,0.1256107,0.10255664,0.19848427,0.0989209,0.13059711,0.15725729,0.13769354,0.15658918,0.09422634,0.09406207,0.08571634
Ctnnal1,0.018133763,0.008055226,0.011157209,0.011262235,0.0027282033,0.0051002703,0.0015743773,0.00037814543,2.2813956e-05,0.044798113,0.0034181895,0.009292218,0.017816776,0.004455373,0.004991015,0.002032814,0.0023786346,0.0
Tmem245,0.26891106,0.20847422,0.20846398,0.27959046,0.1818558,0.29653454,0.24120902,0.34033805,0.36202392,0.28684914,0.17846513,0.16608852,0.24019212,0.19615696,0.23655625,0.24880226,0.19428891,0.1818563
Ptpn3,0.05301322,0.020866383,0.036223575,0.04756667,0.019606771,0.038582686,0.0092977835,0.017817551,0.013272761,0.062056333,0.023678562,0.039743092,0.06802012,0.017351363,0.05070866,0.030425662,0.021909442,0.031165313
Txn1,13.168286,13.474421,13.556332,15.26532,14.617669,9.06807,9.711077,6.647134,5.330664,12.49352,12.102829,12.561319,12.9907465,12.61588,9.129976,10.159977,9.522998,9.2928295
Ecpas,0.42238697,0.29021168,0.36495134,0.3641269,0.2833138,0.29825643,0.20050001,0.2636774,0.3027278,0.36984378,0.2711151,0.29914933,0.34499046,0.26102623,0.27576935,0.30089936,0.27666807,0.24624962
Susd1,0.006420115,0.012949323,0.008783844,0.008032324,0.0077789607,0.023029245,0.02643039,0.009629649,0.0049698097,0.0008217488,0.008251332,0.008118715,0.0054285745,0.013078966,0.0055492115,0.0073938076,0.03525488,0.0
Ptbp3,1.7296991,2.3207126,2.0008261,2.0035195,2.1762264,1.8120267,2.1492538,2.2768347,2.525965,1.5519732,2.1270332,1.9061525,1.8753611,2.142022,1.6970377,2.0094795,2.1483874,2.401761
Inip,0.11905559,0.0804333,0.093460575,0.12604594,0.09830129,0.06598275,0.10685171,0.08683208,0.09865171,0.15020366,0.10379011,0.098680265,0.1352122,0.11193625,0.08312071,0.12247626,0.133387,0.095272094
Fkbp15,0.16321142,0.19227292,0.1994195,0.15608543,0.1846786,0.24400644,0.20800987,0.23102432,0.29056573,0.12281495,0.19803141,0.21127324,0.17018439,0.15471637,0.18058366,0.19119076,0.19191177,0.15623406
Cdc26,0.8862616,0.5450439,0.68641454,0.6308452,0.6934248,0.6255246,0.50271636,0.49629816,0.47623256,0.9545695,0.5348937,0.6597204,0.5624145,0.6045869,0.5834534,0.5173166,0.5699052,0.53912723
Alad,0.78623915,0.53662235,0.6686758,0.74848956,0.54564434,0.324227,0.434532,0.31549776,0.21765639,0.709444,0.5263683,0.65255755,0.7396694,0.6067594,0.34444597,0.5432322,0.46445057,0.6451738
Pole3,0.89471513,0.65433246,0.7142438,0.7337484,0.6892901,0.39343637,0.30971023,0.32421985,0.3047244,0.91576666,0.6606743,0.77172446,0.8349218,0.5868344,0.40469843,0.44592386,0.34910142,0.6119659
Akna,0.7593377,0.90417767,0.89564544,0.76240534,0.7894435,1.0083841,1.2745837,1.1894445,1.256369,0.7439066,0.9602797,0.84271014,0.84935915,0.8913858,0.9333789,1.2159557,1.0705018,1.3060417
