gene_name,P2_Arm,P3_Arm,P4_Arm,P5_Arm,P6_Arm,P7_Arm,P8_Arm,P9_Arm,P10_Arm,P2_Cl13,P3_Cl13,P4_Cl13,P5_Cl13,P6_Cl13,P7_Cl13,P8_Cl13,P9_Cl13,P10_Cl13
Sufu,0.2587438,0.22118592,0.24403612,0.25152197,0.2807667,0.28054157,0.34968966,0.33616138,0.37936488,0.27429587,0.3029427,0.28949782,0.26323715,0.26045662,0.24060503,0.31520995,0.27109903,0.18388726
Trim8,0.030561894,0.036680292,0.029168045,0.029896477,0.043755475,0.016980635,0.035093334,0.028670846,0.017426312,0.018936895,0.014286386,0.017714906,0.013626712,0.024077505,0.0141565725,0.033715867,0.018040251,0.021092892
Wbp1l,0.1998912,0.291829,0.26873165,0.23536831,0.29349294,0.3020986,0.26950678,0.46385875,0.6767977,0.2534521,0.30519298,0.2882411,0.26920155,0.3130951,0.2629106,0.40943116,0.40106627,0.29878688
Borcs7,0.039725665,0.04783896,0.05987012,0.042626217,0.041690502,0.032421753,0.030236151,0.068497434,0.14787072,0.028008187,0.034216017,0.035679255,0.03237165,0.067999706,0.040863726,0.042273145,0.029479444,0.047737576
As3mt,0.016587714,0.041977506,0.031289525,0.018190851,0.03033916,0.011422104,0.03267192,0.049596664,0.2384136,0.014562817,0.020435208,0.010039599,0.0042291423,0.008816952,0.0024217304,0.004836002,0.005268367,0.0
Cnnm2,0.13944592,0.13662346,0.12166845,0.11868076,0.13746776,0.102637604,0.08959874,0.12730102,0.28698862,0.13212004,0.115985826,0.16279382,0.09065359,0.11130999,0.06472836,0.09177514,0.08683384,0.031776153
Taf5,0.13448887,0.16665958,0.14725253,0.1744912,0.1217363,0.11191399,0.09750465,0.12132943,0.12500718,0.10516716,0.16000572,0.15927316,0.15583274,0.15044475,0.0794827,0.07200547,0.11783199,0.10199693
Pdcd11,0.25944522,0.14147703,0.20739877,0.1909801,0.19071542,0.20190887,0.32369596,0.13691546,0.11370527,0.28023982,0.13414896,0.20242111,0.22980548,0.247393,0.18275279,0.15139163,0.1826044,0.17174782
Slk,0.4576378,0.5429269,0.42779484,0.38078585,0.43933237,0.5366487,0.46912614,0.6511999,0.9260752,0.43868488,0.3803008,0.37095818,0.3330674,0.3896071,0.32456154,0.40121752,0.4777767,0.43815953
Sfr1,0.27975932,0.17972505,0.21957196,0.26077455,0.26947442,0.1163697,0.13321996,0.12787448,0.12777017,0.22235067,0.15775248,0.19104666,0.1883041,0.2045626,0.11799073,0.10738673,0.16573444,0.15328859
Gsto1,0.057407808,0.021526877,0.03628234,0.033823628,0.030405443,0.015254979,0.023486488,0.008000113,0.009894615,0.055459253,0.018604247,0.034686968,0.02442457,0.037556782,0.03356413,0.02994474,0.060480468,0.0288921
Add3,0.6171714,0.8836515,0.6870225,0.71310484,0.8756192,0.66859615,0.6494266,0.9704716,1.2724593,0.48634657,0.81328225,0.5137081,0.48224932,0.66784054,0.48025453,1.3242433,0.7229884,0.5515539
Mxi1,0.7879074,1.1143091,1.0038062,1.1502417,1.0491803,0.5110728,1.6657199,1.1031508,1.0378422,0.79444873,1.1400225,1.4529935,1.1866511,1.3285502,0.59734005,0.8987936,1.5449324,1.379406
Dusp5,0.5840079,0.92823803,0.8864429,0.87760544,0.8899031,0.58820975,0.9672092,1.1644884,1.374575,0.40904173,0.74119574,0.6361926,0.63906175,0.7429955,0.39603618,1.0631919,1.0268492,0.8330358
Smc3,1.0887303,0.8349073,0.95007396,1.3057585,0.92151767,0.5569538,0.5642748,0.49893597,0.6072103,1.0657762,0.8850881,1.0016898,1.2596395,0.8431416,0.60735804,0.4694155,0.5505005,0.49265516
Pdcd4,1.1088146,2.3401244,1.6544052,1.6927614,2.0565555,2.527081,3.1678066,3.3652086,3.6842883,0.9973357,1.7811301,1.3140091,1.3269678,1.9690866,2.539052,2.4301257,2.525363,2.4304416
Shoc2,0.30709594,0.43410644,0.36683947,0.330679,0.37106577,0.29998487,0.23448128,0.3224326,0.31681758,0.33395642,0.43998924,0.37388518,0.28661507,0.35881236,0.32325476,0.46768022,0.39227474,0.5352762
Acsl5,0.19626932,0.2346812,0.22422223,0.17521472,0.20036685,0.114383936,0.18938854,0.14450294,0.13548857,0.32459652,0.29169446,0.25150555,0.20780194,0.23304316,0.17109548,0.26184693,0.16177776,0.2185837
Vti1a,2.1821895,2.2219787,2.2066016,2.3480291,1.5877218,2.5225248,2.6036522,3.0500293,3.1708937,2.5069036,2.2786965,2.2653139,2.4459996,1.8209332,2.5206604,3.2822642,2.469026,2.5095277
Tcf7l2,0.022734962,0.0041035204,0.02293817,0.011595322,0.016516984,0.030632382,0.009305753,0.0054215216,0.0028850916,0.012386439,0.021787744,0.029950425,0.0107769,0.030848091,0.025681468,0.004853866,0.013670916,0.0
Casp7,0.0837782,0.07683123,0.07002501,0.101333745,0.12381198,0.04397008,0.08091448,0.081928186,0.1742595,0.09773515,0.11370412,0.06872918,0.10415202,0.06795803,0.040314496,0.21161509,0.09792184,0.083582826
Nhlrc2,0.8276316,0.6990183,0.78729975,0.79549116,0.7378245,0.49234414,0.50765157,0.5527336,0.677437,0.8749823,0.75169176,0.88527083,0.8851358,0.75302386,0.4527771,0.6031253,0.45703188,0.8142128
Fam160b1,0.13244243,0.17035207,0.14239217,0.15724874,0.13995953,0.11537981,0.066806495,0.10192955,0.10963056,0.1307425,0.13527869,0.13325502,0.11723503,0.13805656,0.09628381,0.1092702,0.09746027,0.11566228
Trub1,0.0508092,0.015547641,0.030368911,0.03156815,0.032209504,0.034575436,0.0098829,0.031534053,0.014166469,0.050908796,0.016998164,0.03358537,0.03363399,0.038306184,0.04559129,0.02551655,0.00963523,0.04834467
Atrnl1,0.68722206,0.6252846,0.6574883,0.7652928,0.33897316,0.4493044,0.4637194,0.39569607,0.5445594,0.5157658,0.43143845,0.42091286,0.5461904,0.20718943,0.3370632,0.34464276,0.34408313,0.24900372
Fam45a,0.087876186,0.08445771,0.10645406,0.09580791,0.08749286,0.06974245,0.100336306,0.07805387,0.08877907,0.08122227,0.16713157,0.09679358,0.08384758,0.12637755,0.089408636,0.19190979,0.14053315,0.26174232
Grk5,0.16697331,0.17070462,0.21213125,0.2152364,0.18581864,0.17102176,0.122204594,0.13892817,0.22132106,0.19132401,0.1473613,0.1665268,0.14489254,0.11308307,0.16940361,0.14152011,0.16343674,0.08001171
Rpp38,0.031776503,0.011551757,0.02353007,0.018358655,0.018596275,0.0111925155,0.0056978585,0.0069533004,0.005117471,0.021553457,0.0077867596,0.0070187636,0.013731295,0.01198025,0.016505606,0.013110756,0.0037208167,0.0
Suv39h2,0.10383826,0.080704585,0.07845686,0.0860394,0.07362595,0.05411701,0.03305886,0.022377344,0.025713334,0.08041635,0.093216605,0.08788442,0.07500654,0.07090488,0.054283436,0.061294753,0.068062596,0.017865457
Hspa14,1.4376953,1.2556676,1.39747,1.6134752,1.2952768,0.89100176,0.99759877,0.66838455,0.62216496,1.4674304,1.2823648,1.3569182,1.6121382,1.3076423,0.8313964,0.6503956,1.1315815,1.1355207
Prpf18,0.4601386,0.49263746,0.5249761,0.49530068,0.5917179,0.43687022,0.54072136,0.40603846,0.36619824,0.4281903,0.4884149,0.57486737,0.5491785,0.5834262,0.49112228,0.33973366,0.42203188,0.6821958
Mcm10,0.25998205,0.17014222,0.20564234,0.27593824,0.12800391,0.06141409,0.0118501065,0.006650053,0.0007304307,0.33014044,0.18770675,0.2024186,0.30614054,0.08663944,0.036023755,0.040312763,0.022951828,0.019699693
Optn,0.19906688,0.13692975,0.16436931,0.12521411,0.12423933,0.09479846,0.039192583,0.050502725,0.023435269,0.23671377,0.21344978,0.20293415,0.19849603,0.19298457,0.14338233,0.052681006,0.0730064,0.061825942
Camk1d,2.6778283,3.503053,3.1806264,3.6676388,3.0774064,4.461027,3.7463813,5.752994,5.231875,2.055532,2.8350937,2.5651267,2.7567215,2.5377614,2.2454798,3.298968,3.0121331,3.0270865
Cdc123,0.4811799,0.27930626,0.34352934,0.4234381,0.37348273,0.34580812,0.24198198,0.2852849,0.3280132,0.38818026,0.31898698,0.3261273,0.40471503,0.40026635,0.3488848,0.4538219,0.33937117,0.22123949
Sec61a2,0.1413023,0.08820134,0.12146057,0.111910075,0.09835951,0.10816392,0.056173906,0.08175228,0.09685992,0.22046249,0.121259026,0.14165726,0.096041866,0.10453208,0.13733667,0.09877869,0.06130543,0.07650766
Celf2,6.453524,9.232875,8.03795,7.2472944,7.08803,8.086793,7.3906703,7.2579956,5.8709435,8.019268,9.533079,9.210123,7.9708843,8.488627,8.566697,6.876609,7.960281,7.2654786
Gata3,0.17202649,0.30069375,0.21397826,0.21936256,0.20372124,0.14206061,0.16633105,0.16484326,0.09604107,0.31248316,0.2914902,0.34308064,0.20380995,0.27220112,0.13837563,0.111911565,0.18622015,0.15933684
Taf3,0.8392336,0.5894209,0.6636478,0.7767023,0.7362803,0.5919718,0.62204415,0.6977254,0.65010774,1.0844504,0.556112,0.5767377,0.6867403,0.67465156,0.4867529,0.8422687,0.5135122,0.5589268
Atp5c1,0.29522344,0.23921955,0.25715706,0.32736304,0.3321897,0.2049259,0.27537036,0.23661992,0.23087487,0.39973095,0.28825644,0.27418706,0.29269028,0.30101043,0.2618205,0.3007288,0.28871122,0.2495215
Pfkfb3,0.55270976,0.7609711,0.6877068,0.63977784,0.7382859,0.693641,0.7172755,0.7634356,0.7274512,0.5181666,0.7400403,0.5966285,0.545323,0.56791776,0.58322847,0.90467477,0.62762344,0.7637992
Rbm17,0.14201468,0.109575495,0.1536119,0.14282998,0.13385592,0.05521403,0.062344864,0.078790255,0.09928182,0.12953547,0.094640076,0.10269839,0.116006516,0.08589045,0.08372349,0.06621073,0.08983779,0.0564225
Fbh1,0.10746784,0.0981408,0.10544381,0.08744273,0.11046333,0.05510592,0.09263167,0.06934837,0.07486913,0.1441513,0.1152205,0.13374835,0.06831303,0.08212463,0.08869326,0.113447964,0.10239221,0.12964237
Mindy3,2.0037498,2.295207,2.2823586,2.1192076,2.6692004,1.8975769,2.3731906,2.2831275,2.6828048,2.0463202,2.6357262,2.7462568,2.585253,3.0894136,2.2234867,2.5418332,2.9053962,3.038422
Rsu1,0.09990361,0.11145098,0.10735753,0.098485105,0.072520964,0.2223536,0.17682134,0.3015774,0.40678677,0.072311565,0.064923204,0.065899186,0.045851994,0.056008734,0.13527612,0.183295,0.1097859,0.057990924
Trdmt1,0.055184998,0.08577876,0.05733885,0.04821387,0.043049466,0.027318034,0.08176073,0.0493755,0.05461585,0.07079637,0.044208813,0.051561087,0.034007236,0.051054783,0.0691375,0.041885924,0.032506835,0.021092892
St8sia6,9.0201465e-05,0.0012785735,0.00090138713,0.00021522357,5.3004438e-05,0.00025933428,0.0,0.00054973294,0.0,0.0021680794,0.0006830565,0.002233001,0.00020401384,0.0003793966,0.0014914634,0.00097605895,0.006103551,0.02998047
Nsun6,0.28937396,0.32946715,0.3135143,0.30071664,0.3797452,0.1928868,0.25475323,0.24627915,0.23277442,0.16735712,0.22106953,0.2372702,0.19444877,0.22986817,0.14088337,0.30479494,0.17325744,0.07542288
Nebl,0.4354158,0.21560588,0.31202513,0.25545067,0.29497957,0.43392023,0.22883447,0.6208752,1.0075635,0.33593142,0.17659241,0.22287357,0.2518821,0.22521378,0.25452465,0.109713934,0.20150825,0.1207093
Dnajc1,5.5362153,5.578892,5.499359,5.377372,6.0582833,4.656654,6.3709717,5.035449,5.973235,4.8099804,4.9289374,5.2317696,4.9926825,5.1243424,4.298915,5.1617746,4.37226,4.4340105
Pip4k2a,1.7892914,1.6551229,1.772123,1.9179378,1.611408,2.4429514,1.6524138,1.5380739,1.0276881,2.4393325,2.1776953,1.862398,2.1419158,1.8267121,2.1891303,2.600325,1.8381674,2.3263216
Arhgap21,0.29274616,0.14733279,0.21722429,0.22185934,0.20180176,0.16836062,0.053861886,0.053542506,0.035992008,0.28263623,0.17894867,0.23872526,0.19256186,0.12930778,0.081259616,0.087047145,0.074413635,0.18522002
Abi1,1.1610675,1.5655935,1.4611261,1.4036502,1.6176555,1.8128408,1.8210497,1.8215466,2.2464104,1.2723682,1.6721141,1.5053209,1.4665159,1.8754393,1.7550476,2.0727632,1.859121,1.7097495
Mastl,0.64178413,0.7130303,0.602525,0.7387287,0.18765627,0.20128483,0.05036698,0.04344452,0.045577377,0.7067887,0.872817,0.77979267,0.6240214,0.124444544,0.10651057,0.104394294,0.08137084,0.049819242
Spopl,0.20088111,0.1966206,0.19041161,0.18790771,0.2537411,0.33472368,0.39488623,0.37556952,0.39360166,0.35285246,0.22305259,0.2055765,0.24448414,0.27273914,0.27564496,0.43934214,0.21670064,0.37234318
Ehmt1,0.5076173,0.34904706,0.4350992,0.5124996,0.39590994,0.4912537,0.3350126,0.5033805,0.5559468,0.6446017,0.3505096,0.33510265,0.40603325,0.355395,0.4190501,0.68302864,0.43542328,0.5818694
Arrdc1,0.08053624,0.08033393,0.09126905,0.08086825,0.09329022,0.08921878,0.085353784,0.093782336,0.1072863,0.074322045,0.100762226,0.08302742,0.08795582,0.08582097,0.06358141,0.09003099,0.07942035,0.09397787
Mrpl41,0.015719045,0.0061440663,0.010502832,0.019096682,0.010719461,0.009953094,0.0063116774,0.009524559,0.008154755,0.008651992,0.009693938,0.011660273,0.009389699,0.0117682945,0.008352589,0.0044986694,0.018746484,0.0
Nelfb,0.23467213,0.18578875,0.20255363,0.21976076,0.20207173,0.14485146,0.16290899,0.14065422,0.17855312,0.24502926,0.19137777,0.22487795,0.18541315,0.17349881,0.113326706,0.1279521,0.22471583,0.2318276
Tubb4b,0.0076805116,0.0022778842,0.0050294753,0.010589197,0.006040703,0.019186845,0.0038160118,0.0052879173,0.0063158534,0.0011112646,0.0058100065,0.0044611366,0.0116594145,0.004529777,0.0043572118,0.0020268022,0.0064086495,0.03526709
Ssna1,0.0062661637,0.0031505127,0.0050004353,0.0060786367,0.007123606,0.000108888875,0.0,0.003025422,0.008741114,0.0028389834,0.0020116377,0.0060170367,0.0059371013,0.0029424792,0.006514622,0.00020616224,0.0015341671,0.0
Paxx,0.04549027,0.068185225,0.051263496,0.043892484,0.06689428,0.06323801,0.06867944,0.068566315,0.07043656,0.055444594,0.06594394,0.057074066,0.06465605,0.06363466,0.05877243,0.07124367,0.08719563,0.021634955
Traf2,0.10311037,0.09962905,0.12624796,0.13223322,0.1053245,0.12425129,0.15870608,0.0910872,0.08428477,0.115296826,0.11072062,0.12494425,0.11721599,0.093214765,0.1032142,0.06931906,0.059915923,0.07151984
Rabl6,0.29626548,0.20457448,0.23603877,0.22885397,0.21978274,0.37043938,0.26359496,0.27565253,0.34089094,0.33893272,0.24376176,0.2887943,0.26498482,0.260982,0.3577364,0.32973534,0.23825447,0.1608485
Camsap1,0.051944185,0.024570823,0.037736516,0.036680188,0.048107103,0.062774256,0.0363783,0.025903327,0.03993183,0.061679542,0.041988436,0.02001631,0.036753573,0.021315848,0.04012166,0.08140187,0.033544436,0.10126638
Ubac1,0.06168888,0.049184006,0.053042814,0.06498915,0.053315114,0.035414934,0.034526885,0.03110315,0.02551733,0.07582523,0.046919506,0.039961345,0.053550806,0.026567098,0.05120313,0.046618473,0.010138751,0.022979042
Qsox2,0.013057448,0.005177987,0.011077917,0.007999789,0.00844947,0.008030798,0.0022108334,0.009530171,0.007959495,0.010990927,0.010883585,0.007306367,0.014582121,0.0033146965,0.021036973,0.017522363,0.002341992,0.0
Dnlz,0.0025535368,0.0062660906,0.0032391343,0.0046482035,0.0022528663,0.0018410218,0.005288965,0.0013674056,0.0030874696,0.0,0.0036564677,0.002160384,0.0014562132,0.0028674495,0.007885219,0.00086112635,0.0,0.0
Snapc4,0.03904598,0.02001918,0.026334137,0.021901924,0.026837552,0.036878143,0.028661998,0.03607292,0.025451925,0.051292174,0.02408812,0.037725396,0.036015783,0.016550884,0.037245892,0.030312086,0.032027733,0.051006287
Entr1,0.06978468,0.074230686,0.089887455,0.087809764,0.0806753,0.065468915,0.14387028,0.060041625,0.06648248,0.07575908,0.08948112,0.10160724,0.0858021,0.06706216,0.05384263,0.08597718,0.055612724,0.20102353
Sec16a,0.20673275,0.22146505,0.22650054,0.18848969,0.2671885,0.28963873,0.22301845,0.29436475,0.33203247,0.22200333,0.20532067,0.21835676,0.17928407,0.22749117,0.25851962,0.26416126,0.30312416,0.14575826
Notch1,0.08131843,0.077613816,0.079095766,0.08640724,0.10489307,0.08630122,0.10910208,0.122973755,0.11942544,0.0899658,0.10158006,0.09501787,0.10608166,0.103988536,0.1431072,0.15983906,0.14588839,0.08777021
Agpat2,0.0053519867,0.0016010918,0.0037519678,0.0024272287,0.0023193362,0.0044650626,0.0,0.01039043,0.004014537,0.0012470649,0.005628276,0.0020126968,4.2866955e-05,0.00041019698,0.0037833767,0.0092258295,0.008992831,0.0
Lcn4,0.01943745,0.026493173,0.019381927,0.015960554,0.024833566,0.044343155,0.06863688,0.074830316,0.023915417,0.013987981,0.01874502,0.009232493,0.016725782,0.025149098,0.011837126,0.040585287,0.01439191,0.0
Surf6,0.12058197,0.09459552,0.13335076,0.12934005,0.15489516,0.14181927,0.057381183,0.07560277,0.07762961,0.14446902,0.10366055,0.1193611,0.10568454,0.14421088,0.1141442,0.04384195,0.06238213,0.039442472
Med22,0.023881534,0.015496571,0.015763184,0.018053986,0.02010187,0.007480074,0.011842434,0.014767282,0.005949927,0.013760042,0.005500407,0.0067558694,0.012850294,0.005981914,0.017042385,0.0064626965,0.0019977274,0.017865457
Surf1,0.090175554,0.057218533,0.09792532,0.085414484,0.13581897,0.059975583,0.090656556,0.044150934,0.031911403,0.13512485,0.048582915,0.051862378,0.08273397,0.10200893,0.06481007,0.080043614,0.04250775,0.03993821
Surf4,0.035497725,0.016059354,0.028910834,0.02349708,0.039281156,0.010834227,0.039583012,0.015824944,0.017724616,0.026109193,0.018481594,0.029174168,0.021213368,0.033324584,0.011665746,0.010961971,0.0071170335,0.041197143
Rexo4,0.07996308,0.0912454,0.0866091,0.08059761,0.08385002,0.111374,0.057105057,0.10017464,0.06649674,0.09983809,0.09135446,0.09203055,0.112261035,0.10774094,0.083401546,0.07213184,0.07563807,0.06647094
Vav2,0.045493916,0.010281424,0.027402773,0.033211987,0.03243082,0.07064468,0.036767833,0.0219774,0.04685486,0.09184079,0.012546838,0.024678323,0.03287578,0.020222599,0.06144413,0.032799203,0.013110052,0.0
Brd3,0.04331719,0.021239273,0.025061658,0.03947428,0.037833605,0.037585676,0.007340908,0.032281347,0.06423076,0.028609397,0.017866774,0.020868422,0.029806066,0.018156359,0.019620506,0.060012385,0.057628907,0.0607514
Gtf3c5,0.16465414,0.085867785,0.1223011,0.13398221,0.1151686,0.06977257,0.030132784,0.042908598,0.027872054,0.18103339,0.1075479,0.13202474,0.14208518,0.13201575,0.07895611,0.026711848,0.06275245,0.038052075
Gtf3c4,0.0146570485,0.0103658335,0.011850604,0.014957355,0.013668006,0.007989403,0.01309822,0.0027327943,0.00015082084,0.02536294,0.009911459,0.013219408,0.010054429,0.008935503,0.008172103,0.004428432,0.005182579,0.0
Ntng2,0.3372062,0.25426286,0.260975,0.32408065,0.28016663,0.35175514,0.56986994,0.4958367,0.50286454,0.36985672,0.3880531,0.3585303,0.4231879,0.38453668,0.5217337,0.61492324,0.525172,0.6533281
Trub2,0.19247743,0.15914749,0.16411299,0.18725489,0.19134752,0.10820208,0.083791636,0.09680067,0.107552536,0.1856597,0.1394639,0.15410729,0.18876694,0.24146815,0.13783923,0.18572281,0.16013508,0.1484856
Wdr34,0.017838359,0.0020110845,0.008560245,0.020058364,0.011699031,0.006155569,0.031956844,0.0025900626,0.0010040492,0.0160803,0.0035715683,0.008140282,0.009199674,0.0033787787,0.010580992,0.0047350475,0.0,0.0
Zer1,0.031785905,0.03106396,0.040897906,0.02541437,0.027004778,0.030411223,0.038973004,0.041669853,0.04352029,0.033237487,0.03421195,0.036664717,0.03793765,0.052347265,0.042085815,0.047353435,0.06813219,0.047918774
Spout1,0.024920022,0.013161211,0.02046043,0.011772098,0.019374207,0.008451214,0.0088218395,0.023238212,0.020372834,0.029751904,0.016672742,0.019438013,0.0165577,0.02424692,0.017806167,0.006453633,0.003317926,0.0
Kyat1,0.024016825,0.009682565,0.009565803,0.011006637,0.013707131,0.010583199,0.0,0.0069164056,0.0048283534,0.015390311,0.015064891,0.013755333,0.0034478619,0.024134237,0.012235484,0.013419664,0.020024,0.014990235
Sh3glb2,0.0028924784,0.005331723,0.0034216403,0.0073186783,0.0007587919,0.003159934,0.0,0.0075238785,0.0024668982,0.009396335,0.0018903663,0.0009365363,0.008131352,0.0016536319,0.0047362885,0.005723291,0.0,0.0
Asb6,0.03266426,0.026391182,0.027446708,0.029913241,0.03461118,0.027630929,0.050232943,0.01683523,0.015685465,0.034719188,0.030933123,0.03834865,0.019863896,0.02119118,0.018313993,0.014441396,0.009139461,0.061408326
Tor1a,0.054332305,0.037818525,0.046348404,0.041651964,0.06898493,0.041181423,0.024057772,0.030191075,0.03041579,0.065211184,0.046687078,0.074563995,0.046076015,0.07216648,0.02366533,0.05643399,0.06231243,0.06389597
BC005624,0.14257452,0.10242271,0.13266931,0.13969727,0.12559454,0.14004783,0.06803225,0.07627277,0.0809427,0.16957942,0.13225274,0.15677288,0.14256239,0.15248938,0.091554426,0.08327897,0.110464245,0.12668277
Fnbp1,4.0142264,4.2954283,4.490557,4.2742467,4.6219625,4.7928786,4.586441,4.9407067,4.6892114,4.380613,4.6371865,4.699204,4.9912186,5.3949347,4.804752,4.8716884,5.2268667,5.139572
Fam78a,0.059434205,0.051238216,0.05697591,0.057399385,0.053846683,0.051278602,0.06431984,0.060691956,0.047794953,0.08734459,0.05247385,0.0697578,0.05797788,0.09846366,0.036718596,0.09602261,0.05486,0.043068245
Swi5,0.011675821,0.009343729,0.0092114685,0.010564389,0.009597521,0.0065543847,0.015601312,0.006632052,0.011582235,0.0064452575,0.006583501,0.0060079372,0.006897253,0.0027595113,0.009676939,0.011014262,0.011923831,0.039715394
1110008P14Rik,0.0006362448,0.0017493415,0.002337935,0.0019314301,0.00037589602,0.00036528468,0.0,0.00012424297,2.4260618e-05,0.0006759696,0.0014312757,0.0014265131,0.0018856077,0.000106324136,0.0044485913,9.130212e-05,0.0,0.0
Lcn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017659992,0.0,0.017051106,0.0,0.0015221164,0.0024110726,0.02049822,0.0,0.0
Slc25a25,0.25723508,0.30143273,0.29056582,0.39915985,0.307597,0.24635789,0.2298514,0.1952012,0.20421824,0.24998169,0.3512372,0.27870202,0.2967387,0.19705188,0.15132084,0.13961807,0.17616442,0.17154756
Fpgs,0.01785475,0.018304652,0.031201903,0.014654479,0.025448374,0.009659085,0.012621651,0.007860032,0.01189765,0.02172255,0.021266012,0.013249326,0.012813495,0.015381184,0.015777327,0.004319399,0.0005499087,0.0
Cdk9,0.011692055,0.007107263,0.01195238,0.01594422,0.015463801,0.0021200387,0.003323858,0.0061106975,0.00033227922,0.01964672,0.0057149334,0.015569717,0.008115242,0.0070743216,0.0032793412,0.001932776,0.0,0.0
Slc2a8,0.011937847,0.025527077,0.01232418,0.018991563,0.015483678,0.009064594,0.013176766,0.00935302,0.006548953,0.020922258,0.03866895,0.014974755,0.029016588,0.01953944,0.014233255,0.01870135,0.011823216,0.0
Ralgps1,0.063437074,0.055687837,0.07297607,0.08381711,0.055723958,0.09446447,0.04752319,0.049971674,0.040562525,0.06531204,0.07076026,0.06004358,0.092250876,0.08256771,0.10879544,0.11227595,0.07880618,0.07432786
Zbtb34,0.034754265,0.025082767,0.029510977,0.0343662,0.0371262,0.015446023,0.009100011,0.016577503,0.041747216,0.022228813,0.056868117,0.06656051,0.051220078,0.040145107,0.048484802,0.050770443,0.0680179,0.040885743
Zbtb43,0.03650742,0.036470406,0.034212813,0.03315327,0.03822025,0.0376158,0.07235035,0.027335994,0.025005799,0.05884359,0.05380289,0.05682195,0.050752454,0.058296625,0.056218803,0.025366047,0.05278376,0.08207484
Mvb12b,0.050162632,0.036954876,0.043000247,0.052969225,0.044301305,0.06413577,0.06433372,0.079768255,0.057153888,0.06497234,0.021107793,0.01552314,0.042415835,0.033674493,0.06826303,0.10513253,0.035216227,0.0136113735
Pbx3,0.45498377,0.2520568,0.29764897,0.445453,0.37657648,0.24029636,0.60608786,0.27117363,0.30505237,0.8697497,0.5148277,0.38183147,0.5896221,0.49328184,0.36737496,0.8922788,0.5204289,0.7614208
Gapvd1,1.1014038,0.9599462,1.0590944,1.0221059,0.99845874,0.8526855,0.7043406,0.9122097,0.89227766,0.9670076,0.9372155,1.0361451,0.93251115,1.0618987,0.8976237,0.82316124,0.78584254,0.9311509
Rabepk,0.096704565,0.09581835,0.10149066,0.08068197,0.12286362,0.05998312,0.03974008,0.04871868,0.052447144,0.094180524,0.07582674,0.094072394,0.07088682,0.096941695,0.082502335,0.09791816,0.122764155,0.11634667
Fbxw2,0.40921068,0.39628443,0.37868005,0.39001897,0.35315883,0.28023356,0.2718386,0.29119432,0.27329728,0.39525583,0.31838176,0.34628505,0.427909,0.33352727,0.25094405,0.22840446,0.32088506,0.40305358
Psmd5,0.24389738,0.18024419,0.18129034,0.21225496,0.2200551,0.13548279,0.094668016,0.09124846,0.09880558,0.25105518,0.14242965,0.19900309,0.19754077,0.17744248,0.13045315,0.08676508,0.1013834,0.15821531
Phf19,0.13035336,0.085587874,0.08881645,0.0981697,0.09689373,0.018158525,0.021694798,0.009588557,0.010885751,0.12439191,0.102051094,0.088619374,0.093909904,0.06294454,0.016522873,0.043114446,0.015373841,0.023408312
Traf1,0.57746613,0.56159675,0.6175361,0.51477104,0.5116861,0.78855443,0.34071335,0.44680932,0.22656576,0.53340715,0.6258099,0.6901422,0.6033748,0.60254407,0.90236765,0.25692084,0.65311074,0.651635
Rab14,0.3783242,0.50616384,0.45198,0.45066288,0.4732308,0.4439586,0.4057463,0.46700582,0.46394947,0.40797335,0.5033476,0.5423173,0.5042878,0.50262326,0.50694203,0.38365287,0.5133548,0.46761125
Ggta1,0.37032655,0.45608178,0.45960775,0.42266142,0.42988408,0.2865918,0.41380382,0.26494083,0.3580621,0.33286327,0.43870848,0.47359368,0.3710772,0.42319012,0.25205424,0.44774413,0.2917406,0.24628672
Ndufa8,0.013360704,0.0064926464,0.011140732,0.0099081285,0.008032826,0.006976892,0.016637733,0.005223708,0.0024316146,0.031784534,0.016324235,0.027238024,0.014277957,0.020289432,0.017280674,0.002110053,0.0023981193,0.0
Rbm18,0.09961393,0.11418971,0.10659492,0.0932669,0.08548576,0.062808394,0.077499084,0.07626111,0.07025585,0.12093524,0.12337206,0.11168771,0.12933168,0.13563669,0.09591747,0.061823856,0.19390047,0.11105813
Pdcl,0.033274643,0.031127285,0.038271837,0.030628998,0.0407309,0.02771157,0.021251533,0.01726378,0.010150191,0.038589373,0.033421665,0.025476495,0.038485505,0.04483631,0.012570994,0.018422375,0.014379834,0.02118605
Rc3h2,0.3638533,0.29943857,0.31357133,0.31206724,0.3772239,0.37294278,0.36021584,0.32116422,0.34771836,0.43222737,0.37734938,0.37941688,0.34201363,0.36825293,0.44831875,0.4351634,0.36264724,0.34738928
Strbp,0.6708016,0.39495304,0.43887043,0.56031984,0.44245413,0.69598097,0.6016119,0.4843867,0.38089296,0.7956191,0.39039794,0.3509114,0.4760365,0.41809723,0.6700134,0.5645169,0.5350633,0.5047567
Dennd1a,2.085034,1.8174483,1.8248786,2.5226545,1.272752,2.3714309,1.6987215,2.2378812,2.4168556,1.8425093,1.5516896,1.3261963,2.004344,1.0289422,1.6064446,1.9024749,1.4962218,1.5505903
