,N-P0,A-P1,A-P2,C-P2,A-P3,C-P3,A-P4,C-P4,A-P5,C-P5,A-P6,C-P6,A-P7,C-P7,C-P8,A-P9,A-P10
Cbx7,0.2182762622833252,0.18510590493679047,0.06363005191087723,0.07065470516681671,0.08623578399419785,0.1160886213183403,0.0794178694486618,0.09261006116867065,0.050021637231111526,0.06653710454702377,0.05254388228058815,0.07292737811803818,0.1837662160396576,0.1491478979587555,0.10848667472600937,0.12633611261844635,0.12936966121196747
Cd27,1.128649353981018,0.8890321254730225,0.7177011370658875,0.7257310152053833,0.8284374475479126,1.0110116004943848,0.8509137630462646,0.9326698184013367,0.7378248572349548,0.9088436961174011,0.8486307263374329,1.0324227809906006,1.0493865013122559,1.3241938352584839,1.2086944580078125,0.9962117671966553,0.4255264699459076
Gtf3a,0.3144763112068176,0.3372724950313568,0.8458324670791626,0.8898603916168213,0.6132791042327881,0.5791115164756775,0.7508257031440735,0.7870414853096008,0.7414194941520691,0.7686561942100525,0.7026423215866089,0.6430924534797668,0.5170164108276367,0.5785760879516602,0.4994978904724121,0.40631547570228577,0.298007071018219
Btg2,1.1036405563354492,1.2135943174362183,0.6350477337837219,0.4678025245666504,1.0432360172271729,0.913861095905304,0.9374395608901978,0.8782222270965576,0.849658727645874,0.7952519059181213,0.9030600786209106,0.8959100842475891,0.9114331603050232,0.882155179977417,1.1016885042190552,1.482436180114746,1.4992989301681519
Izumo1r,0.0267189908772707,0.15921607613563538,0.010206400416791439,0.03474454954266548,0.00931468140333891,0.01641765609383583,0.001120182336308062,0.016884278506040573,0.00877377763390541,0.0032614748924970627,0.005809765309095383,0.007341042160987854,0.0565035343170166,0.0878986269235611,0.014003417454659939,0.003149287309497595,0.001475626602768898
Mcm2,0.12445232272148132,0.12741222977638245,0.8051093816757202,0.8186753988265991,0.47247156500816345,0.41634687781333923,0.6467508673667908,0.5918336510658264,0.8592495918273926,0.9084647297859192,0.5860573053359985,0.5597987174987793,0.3017595708370209,0.2577188313007355,0.3869647979736328,0.12142252922058105,0.10581488162279129
Tnfrsf13c,0.008384611457586288,0.006089173257350922,0.10168877243995667,0.04926225170493126,0.07105498015880585,0.07211761921644211,0.12147404998540878,0.07537312805652618,0.07069434970617294,0.06023293733596802,0.14418953657150269,0.12644273042678833,0.034884899854660034,0.07558561116456985,0.04731171578168869,0.024148717522621155,0.02460322715342045
Taf12,0.21287375688552856,0.22554278373718262,0.6658213138580322,0.6489624381065369,0.6785534024238586,0.6189144849777222,0.6700581908226013,0.6573338508605957,0.6465805172920227,0.6178126931190491,0.6793642044067383,0.6834539175033569,0.4836919903755188,0.5343700647354126,0.41841360926628113,0.3534967601299286,0.34691789746284485
Nap1l1,0.7309930324554443,0.7522252202033997,2.068209648132324,2.1393630504608154,1.6189500093460083,1.793624758720398,1.7949180603027344,1.8843401670455933,1.8815021514892578,1.9534162282943726,1.6227086782455444,1.6022714376449585,1.2839242219924927,1.3931334018707275,1.5468411445617676,0.8582796454429626,0.8474384546279907
Itgax,0.00830833800137043,0.019613532349467278,0.11606447398662567,0.03478388488292694,0.3826853334903717,0.23673799633979797,0.25398245453834534,0.18141767382621765,0.29371604323387146,0.2103143334388733,0.35126814246177673,0.28914785385131836,0.14612756669521332,0.07893016934394836,0.41155195236206055,0.6983758211135864,0.4810524582862854
Thap7,0.1407947987318039,0.09318545460700989,0.22104837000370026,0.24498648941516876,0.19854402542114258,0.19560448825359344,0.19885651767253876,0.17131710052490234,0.21477526426315308,0.1756572723388672,0.1864633411169052,0.20077253878116608,0.11801213026046753,0.17206957936286926,0.16724161803722382,0.13078251481056213,0.10971416532993317
Pias2,0.10103927552700043,0.0829499140381813,0.12481056153774261,0.09709151834249496,0.0797264352440834,0.08663634210824966,0.08441448211669922,0.1277400553226471,0.11448376625776291,0.10991542041301727,0.06425463408231735,0.05685148015618324,0.11835263669490814,0.10021618008613586,0.07665996998548508,0.08485560119152069,0.06684571504592896
Aurkb,0.016247563064098358,0.03214879333972931,0.3773345351219177,0.3349190950393677,1.030535101890564,0.975415050983429,0.6781068444252014,0.7765273451805115,0.45356428623199463,0.43947646021842957,0.12261930853128433,0.09580837935209274,0.14562271535396576,0.0861668661236763,0.08570611476898193,0.035063307732343674,0.016118252649903297
Zfp239,0.019180579110980034,0.012524527497589588,0.029745198786258698,0.03453025594353676,0.007065746933221817,0.011832144111394882,0.009901877492666245,0.010121623985469341,0.01717657968401909,0.019515562802553177,0.013213337399065495,0.013913438655436039,0.015254230238497257,0.032266851514577866,0.007425888441503048,0.00865953043103218,0.005801473744213581
Sap30bp,0.10939334332942963,0.14736062288284302,0.23980967700481415,0.27453041076660156,0.2272397130727768,0.22058898210525513,0.24346923828125,0.25787657499313354,0.20533119142055511,0.21364684402942657,0.18722157180309296,0.20969203114509583,0.20021343231201172,0.16312234103679657,0.1937982141971588,0.1620674729347229,0.14325515925884247
Il2rg,1.0452361106872559,1.201395034790039,0.6162312626838684,0.5608739256858826,0.933039665222168,0.9815657734870911,0.8012465834617615,0.9098443984985352,0.7667979598045349,0.8544616103172302,0.7976858615875244,0.907133162021637,1.157104253768921,1.0894526243209839,0.9696706533432007,1.2650662660598755,1.1366437673568726
Sell,1.3261710405349731,1.3721940517425537,0.06189775839447975,0.04105183854699135,0.036661360412836075,0.026471292600035667,0.09006738662719727,0.05424750968813896,0.017217980697751045,0.01810206100344658,0.023851200938224792,0.012278377078473568,0.3113768696784973,0.21837088465690613,0.01934449002146721,0.03384822979569435,0.014523886144161224
Treml2,0.3312646448612213,0.3161068856716156,0.01683965139091015,0.0388757660984993,0.011767595075070858,0.013938019052147865,0.01631949655711651,0.03157100826501846,0.01300028059631586,0.014097936451435089,0.016186252236366272,0.006444514263421297,0.10057821869850159,0.0631529837846756,0.00733569823205471,0.010876493528485298,0.0020561693236231804
Sub1,1.3422843217849731,1.5990657806396484,2.5694212913513184,2.493027687072754,2.784353733062744,2.791429281234741,2.6290245056152344,2.719017267227173,2.7071900367736816,2.7847728729248047,2.7528412342071533,2.8198297023773193,2.348940134048462,2.410778045654297,2.857309103012085,2.6187777519226074,2.243112802505493
Dennd4a,0.16337226331233978,0.6489635705947876,0.5673903226852417,0.5756675601005554,0.921013355255127,0.947246789932251,0.8439385294914246,0.9733721613883972,0.8328292369842529,1.0101313591003418,0.7742958068847656,0.9243873357772827,0.868617057800293,0.8439251780509949,0.577328085899353,1.2593252658843994,1.0048145055770874
Kdm7a,0.4129543900489807,0.4787992835044861,0.13926281034946442,0.10886403918266296,0.17930057644844055,0.16614936292171478,0.17792454361915588,0.14197604358196259,0.09602223336696625,0.10362574458122253,0.17539578676223755,0.19061821699142456,0.3598249554634094,0.2853592038154602,0.2311473935842514,0.47437605261802673,0.5277321934700012
Hmga1,0.028688175603747368,0.030688630416989326,0.14079204201698303,0.14003315567970276,0.07252887636423111,0.06483416259288788,0.09686858206987381,0.08535608649253845,0.09942463040351868,0.08222627639770508,0.0681251585483551,0.04574053734540939,0.034140005707740784,0.0503414086997509,0.03770146891474724,0.02519409917294979,0.01731693558394909
Tle1,0.04186491295695305,0.037997860461473465,0.1016414612531662,0.10974624007940292,0.030102577060461044,0.025442784652113914,0.06374628841876984,0.058825016021728516,0.0708574578166008,0.06106490269303322,0.04246876761317253,0.04341794177889824,0.03923279419541359,0.013689585961401463,0.03303416818380356,0.044031258672475815,0.06403663009405136
Tnf,0.03909211605787277,0.049519769847393036,0.12484212964773178,0.06951643526554108,0.09646949172019958,0.0521642304956913,0.12090872973203659,0.07314536720514297,0.13120770454406738,0.0578179731965065,0.13228827714920044,0.0540291853249073,0.14938509464263916,0.09894345700740814,0.03424080088734627,0.06833356618881226,0.025297170504927635
Ssbp3,0.26843807101249695,0.20737795531749725,0.4926697611808777,0.5678471922874451,0.41658538579940796,0.46133363246917725,0.46381375193595886,0.5385980010032654,0.42163923382759094,0.47869938611984253,0.3630024194717407,0.4573827087879181,0.38775935769081116,0.4375185966491699,0.3346160054206848,0.23950688540935516,0.2032782882452011
Snrpd1,0.5959033370018005,0.6876528859138489,1.7692887783050537,1.787506341934204,1.6297452449798584,1.6217750310897827,1.642181634902954,1.6687605381011963,1.7449965476989746,1.7107758522033691,1.4905625581741333,1.3876571655273438,0.9961107969284058,1.0638904571533203,0.8961479067802429,0.7105377912521362,0.5443955659866333
Arid4b,0.6261380314826965,0.7936370968818665,0.5174001455307007,0.4995484948158264,0.582491934299469,0.5630413889884949,0.593589186668396,0.5424408316612244,0.4413605332374573,0.4559587836265564,0.5053772926330566,0.47292691469192505,0.7741990089416504,0.6364307403564453,0.6216738820075989,0.7422943711280823,0.664786696434021
Il17ra,0.3805716037750244,0.3978290855884552,0.2769327163696289,0.2381437122821808,0.3640633821487427,0.3170359134674072,0.34857895970344543,0.2904880940914154,0.2816425561904907,0.22275879979133606,0.3150949776172638,0.26708313822746277,0.3226314187049866,0.22733016312122345,0.2296021580696106,0.3642492890357971,0.4996834099292755
Eed,0.22583025693893433,0.20705515146255493,0.5822785496711731,0.5680757761001587,0.4766079783439636,0.4365844130516052,0.5196383595466614,0.5051621794700623,0.5289225578308105,0.517825186252594,0.4505627453327179,0.4307323098182678,0.31700512766838074,0.34597060084342957,0.2655276954174042,0.3027067184448242,0.28018563985824585
Gtf2h2,0.07709793746471405,0.07244321703910828,0.21073105931282043,0.23846319317817688,0.1416787952184677,0.1534469872713089,0.15801486372947693,0.14564119279384613,0.15265190601348877,0.14169104397296906,0.16201484203338623,0.1475171446800232,0.08942074328660965,0.1268874853849411,0.10494661331176758,0.08239536732435226,0.08532211929559708
E2f4,0.21509698033332825,0.18838943541049957,0.5967665910720825,0.6425241231918335,0.4761393070220947,0.4587740898132324,0.5008833408355713,0.6083610653877258,0.44572874903678894,0.4553229510784149,0.471782922744751,0.47870245575904846,0.27360808849334717,0.3565661609172821,0.3151630759239197,0.261254221200943,0.24049849808216095
Tnfrsf1b,0.07411333173513412,0.0948745533823967,0.20097196102142334,0.28717848658561707,0.20844434201717377,0.31203147768974304,0.25529545545578003,0.3108900487422943,0.20953670144081116,0.313628226518631,0.1926911175251007,0.32382261753082275,0.20990552008152008,0.3035412132740021,0.32624900341033936,0.2094261646270752,0.13912585377693176
Tcof1,0.512128472328186,0.5043113231658936,0.8744689226150513,0.9195931553840637,0.6020500659942627,0.6540213823318481,0.7280198931694031,0.8051521182060242,0.6278539896011353,0.6768406629562378,0.6142038702964783,0.6011369824409485,0.5068209171295166,0.5904925465583801,0.5357692837715149,0.4325202405452728,0.3600541353225708
Spn,0.5444839000701904,0.5010499358177185,0.8904484510421753,0.8191203474998474,1.1438250541687012,1.101455807685852,1.1162840127944946,1.060875415802002,0.9663949608802795,0.9302210807800293,1.105035424232483,1.0737855434417725,0.8757590055465698,0.8098704218864441,1.1513668298721313,1.1186964511871338,1.5801544189453125
Brip1,0.012178923934698105,0.020204246044158936,0.22155913710594177,0.2118472456932068,0.2819683253765106,0.30529773235321045,0.260248601436615,0.27344486117362976,0.28425076603889465,0.31908708810806274,0.11868403851985931,0.09748125076293945,0.060909949243068695,0.06135253235697746,0.07385728508234024,0.016996389254927635,0.010390352457761765
Etv6,0.07814281433820724,0.10222068428993225,0.11589346081018448,0.0858554020524025,0.10435130447149277,0.12820585072040558,0.1394345909357071,0.13262107968330383,0.13077324628829956,0.12652212381362915,0.07369363307952881,0.0713401585817337,0.1630459874868393,0.21285995841026306,0.10697150230407715,0.11907465010881424,0.10986524820327759
Tcf4,0.0671914741396904,0.009910334832966328,0.06364278495311737,0.10776294767856598,0.036080263555049896,0.07818961143493652,0.04924941062927246,0.09747552126646042,0.0529123954474926,0.1033533439040184,0.02547924965620041,0.08762535452842712,0.03979583829641342,0.13317520916461945,0.11720270663499832,0.04235539212822914,0.04685748368501663
Ggt1,0.11046256870031357,0.1643494963645935,0.2599789500236511,0.2575787603855133,0.38040342926979065,0.3643772006034851,0.43810245394706726,0.5821196436882019,0.390118807554245,0.412153959274292,0.41705122590065,0.4513995945453644,0.15542817115783691,0.1391136199235916,0.10349109023809433,0.1338365375995636,0.014499199576675892
Gtf3c1,0.12424267083406448,0.14053693413734436,0.25975507497787476,0.2479889690876007,0.2414739578962326,0.24072812497615814,0.2561286389827728,0.3121521770954132,0.21713759005069733,0.17989711463451385,0.18289878964424133,0.2072070837020874,0.16816283762454987,0.25377553701400757,0.17373354732990265,0.18717999756336212,0.16535061597824097
Pou2af1,0.02249755524098873,0.03216155990958214,0.031605273485183716,0.012126585468649864,0.016320694237947464,0.01788698323071003,0.03838970139622688,0.014356622472405434,0.019151048734784126,0.02135314978659153,0.022934621199965477,0.011865189298987389,0.06137321516871452,0.04835972562432289,0.0057645621709525585,0.004224690143018961,0.001205866108648479
Zfhx2,0.08395984768867493,0.08177011460065842,0.02744988352060318,0.03512067720293999,0.05393121391534805,0.0966968685388565,0.048804763704538345,0.050672873854637146,0.02592455968260765,0.061657462269067764,0.03261217474937439,0.06269150227308273,0.11315007507801056,0.11578606069087982,0.19419583678245544,0.1849655956029892,0.20327162742614746
Dhx38,0.11534125357866287,0.1625385731458664,0.2985554039478302,0.3244861662387848,0.2263861745595932,0.22490294277668,0.2932758033275604,0.2697029411792755,0.2216951698064804,0.22623170912265778,0.22472341358661652,0.23634004592895508,0.21157196164131165,0.23758821189403534,0.19653545320034027,0.17093022167682648,0.14056064188480377
Aff3,0.17907504737377167,0.1311008483171463,0.022282660007476807,0.011114559136331081,0.01988242007791996,0.06983102113008499,0.039920032024383545,0.020410124212503433,0.011072900146245956,0.02129368856549263,0.0037508350796997547,0.003991018049418926,0.2263311892747879,0.25166749954223633,0.007525842171162367,0.03752363473176956,0.00595536082983017
Sirt2,0.18291793763637543,0.20626628398895264,0.3370300829410553,0.4236369729042053,0.4048193097114563,0.5064988136291504,0.4157865643501282,0.4705977737903595,0.3623736798763275,0.4348834156990051,0.41076189279556274,0.5038130879402161,0.39495712518692017,0.44005006551742554,0.6746465563774109,0.43154603242874146,0.43999969959259033
Itgav,0.04966529831290245,0.04049605131149292,0.08452720940113068,0.11997891962528229,0.0901118665933609,0.11310287564992905,0.11238810420036316,0.11217992752790451,0.09066670387983322,0.11248166114091873,0.091980941593647,0.141744464635849,0.13156287372112274,0.12693077325820923,0.17310243844985962,0.12191250175237656,0.10191182792186737
Il2ra,0.015062198042869568,0.002253997838124633,0.3594500422477722,0.36332085728645325,0.1785959154367447,0.181997150182724,0.2556692659854889,0.3307165503501892,0.2173921912908554,0.23864896595478058,0.22411476075649261,0.20788373053073883,0.037940613925457,0.055235493928194046,0.12381047010421753,0.09590449929237366,0.049283042550086975
Havcr2,0.00805173721164465,0.004871150944381952,0.42182719707489014,0.4002566635608673,0.3990022838115692,0.40684202313423157,0.47397637367248535,0.4914022982120514,0.44976961612701416,0.43089672923088074,0.4904800355434418,0.4329819977283478,0.061304137110710144,0.08171256631612778,0.6160460710525513,0.188569575548172,0.16299736499786377
Slamf7,0.025125548243522644,0.07799562066793442,0.4081113934516907,0.3301412761211395,0.683112621307373,0.6294389367103577,0.5642460584640503,0.5857776403427124,0.5071602463722229,0.4806572198867798,0.5874379277229309,0.5599669218063354,0.4483873248100281,0.51834636926651,0.7833244800567627,0.5754574537277222,0.6519030928611755
Maml3,0.07707350701093674,0.03467240184545517,0.004981334321200848,0.0,0.0032123345881700516,0.0,0.006138381082564592,0.019568517804145813,0.0019536595791578293,0.0,0.0018566155340522528,0.0032783241476863623,0.011444265022873878,0.0029481223318725824,0.007928719744086266,0.0010418782476335764,0.001196825411170721
E2f1,0.012207213789224625,0.017582545056939125,0.2637573778629303,0.29551467299461365,0.10701269656419754,0.13531729578971863,0.19254161417484283,0.17977873980998993,0.3600393235683441,0.4340834319591522,0.1422322541475296,0.13135883212089539,0.10140719264745712,0.06947856396436691,0.15044467151165009,0.019017428159713745,0.00826486386358738
Zbtb17,0.05990530177950859,0.048807110637426376,0.07765533030033112,0.10077312588691711,0.07920520752668381,0.09225562959909439,0.0799310952425003,0.10456177592277527,0.08071237057447433,0.0851767435669899,0.0734395831823349,0.0879223570227623,0.08580505847930908,0.12225301563739777,0.06584881246089935,0.0777522400021553,0.05135876312851906
Carm1,0.06714712828397751,0.06306207925081253,0.18381085991859436,0.20318067073822021,0.049611251801252365,0.08076564222574234,0.09125016629695892,0.10560259968042374,0.11055950820446014,0.09148147702217102,0.07679333537817001,0.07379446923732758,0.06831621378660202,0.08886988461017609,0.07338863611221313,0.03942070156335831,0.04433070868253708
Sirt1,0.11599431931972504,0.12632690370082855,0.20341092348098755,0.1342688947916031,0.15093813836574554,0.18080057203769684,0.1845010668039322,0.22906316816806793,0.1787412017583847,0.1704772412776947,0.13939830660820007,0.10799352079629898,0.13839620351791382,0.095945343375206,0.12143153697252274,0.11261945217847824,0.10513132810592651
Ptprj,0.00708239758387208,0.0019039849285036325,0.11484028398990631,0.08445584028959274,0.11892781406641006,0.14351879060268402,0.12809407711029053,0.12857548892498016,0.1069718673825264,0.1356830596923828,0.07955058664083481,0.0971483439207077,0.06564163416624069,0.1330423355102539,0.12301590293645859,0.11017412692308426,0.09187905490398407
Polr2i,0.19441521167755127,0.1896098107099533,0.5299810767173767,0.420773446559906,0.4306167960166931,0.42883092164993286,0.4519876539707184,0.46028801798820496,0.44785138964653015,0.40776169300079346,0.4291965663433075,0.4190898835659027,0.39577504992485046,0.3634713292121887,0.38934525847435,0.2691586911678314,0.27763989567756653
Rbm15,0.12851490080356598,0.14485636353492737,0.28404226899147034,0.29780852794647217,0.3730442523956299,0.3739287853240967,0.30663082003593445,0.3583791255950928,0.3029320538043976,0.32271531224250793,0.21067023277282715,0.20311406254768372,0.23626917600631714,0.22824233770370483,0.16590704023838043,0.17136269807815552,0.14668425917625427
Tnfrsf9,0.032364703714847565,0.03145171329379082,0.4695025682449341,0.6930421590805054,0.31987932324409485,0.39970922470092773,0.41545775532722473,0.5878591537475586,0.3355138301849365,0.5359218716621399,0.38344812393188477,0.44910648465156555,0.1412196308374405,0.31439703702926636,0.2398289442062378,0.07203193008899689,0.02401335909962654
Jaml,0.2602148950099945,0.23656277358531952,0.19647207856178284,0.2652089297771454,0.23240673542022705,0.41434499621391296,0.2832251787185669,0.3613549768924713,0.15691310167312622,0.2932412028312683,0.24154435098171234,0.4119299054145813,0.3186699450016022,0.4780959486961365,0.4487930238246918,0.36286404728889465,0.10872898995876312
Nfkbil1,0.15356644988059998,0.09546897560358047,0.1473032534122467,0.17044351994991302,0.16531914472579956,0.1644107848405838,0.1585402637720108,0.20268283784389496,0.1446618139743805,0.17246650159358978,0.17206643521785736,0.18593209981918335,0.18267357349395752,0.21317870914936066,0.17587430775165558,0.1250682920217514,0.07769904285669327
Phf10,0.07610245794057846,0.09515955299139023,0.23454739153385162,0.3267853260040283,0.17246891558170319,0.1673959344625473,0.20757438242435455,0.1714327037334442,0.2005102038383484,0.20509298145771027,0.14680293202400208,0.16100935637950897,0.12987715005874634,0.11631303280591965,0.15074190497398376,0.08312594145536423,0.08174142986536026
Nt5e,0.028601383790373802,0.14359334111213684,0.013252129778265953,0.003029114566743374,0.018239617347717285,0.01588335633277893,0.02730768360197544,0.004188985098153353,0.017553534358739853,0.007147407624870539,0.032747574150562286,0.006426729261875153,0.06261373311281204,0.07490202784538269,0.006041163578629494,0.0378473624587059,0.04883546754717827
Eomes,0.09495238214731216,0.27651646733283997,0.22890904545783997,0.0782686322927475,0.23770712316036224,0.07855496555566788,0.23726209998130798,0.09755043685436249,0.20952476561069489,0.10863582044839859,0.23496006429195404,0.08230509608983994,0.26174360513687134,0.14372535049915314,0.12857259809970856,0.17259055376052856,0.10336603224277496
Itga4,0.6228858232498169,0.5226682424545288,1.5312806367874146,1.3456518650054932,1.8542636632919312,1.9492661952972412,1.8339122533798218,1.7981942892074585,1.6046236753463745,1.6888909339904785,1.86299467086792,1.929397702217102,1.8555080890655518,1.7846095561981201,2.1375856399536133,2.080348014831543,2.2116260528564453
Il3ra,0.03001200594007969,0.029818154871463776,0.05315708369016647,0.04961226508021355,0.11432161182165146,0.11891341209411621,0.09384744614362717,0.11817564070224762,0.09468907862901688,0.09269344061613083,0.09676697105169296,0.11071762442588806,0.11221583932638168,0.14117422699928284,0.11821875721216202,0.0575445182621479,0.024873845279216766
Kdm6b,0.30863893032073975,0.5580600500106812,0.21488164365291595,0.18186837434768677,0.27620986104011536,0.33216798305511475,0.3016507923603058,0.3822615444660187,0.23879095911979675,0.33629804849624634,0.23492082953453064,0.2915710508823395,0.42435935139656067,0.41529402136802673,0.15752919018268585,0.4625147879123688,0.5237103700637817
Slamf6,0.5510285496711731,0.6369194984436035,0.5623300075531006,0.6863350868225098,0.4307050406932831,0.6915776133537292,0.5331398844718933,0.697384238243103,0.37737932801246643,0.6156834959983826,0.4585607051849365,0.5924909710884094,1.1455246210098267,1.4558634757995605,0.4374375641345978,0.47492942214012146,0.19769532978534698
Rarg,0.1145458072423935,0.03455507010221481,0.0294854324311018,0.029322464019060135,0.016047833487391472,0.011620582081377506,0.015150146558880806,0.01525183767080307,0.014720379374921322,0.010141704231500626,0.022487279027700424,0.021370839327573776,0.034283120185136795,0.01672235131263733,0.049570586532354355,0.03016059473156929,0.034652166068553925
Pdcd1lg2,0.0033608716912567616,0.01352686807513237,0.050901226699352264,0.10563334822654724,0.022462844848632812,0.06162586063146591,0.03962850570678711,0.06850194931030273,0.0485539473593235,0.053029514849185944,0.03356344625353813,0.04582814872264862,0.020755494013428688,0.11323874443769455,0.07714558392763138,0.02004392072558403,0.0028545658569782972
Smyd4,0.07496897131204605,0.05784878134727478,0.05782315135002136,0.09914566576480865,0.05359960347414017,0.06330226361751556,0.06883525848388672,0.0910150557756424,0.07922147959470749,0.09434899687767029,0.06773821264505386,0.059733010828495026,0.033645085990428925,0.07351015508174896,0.06104184687137604,0.03484024107456207,0.04488741233944893
Ssrp1,0.49856558442115784,0.4728500545024872,1.3881494998931885,1.4278743267059326,1.2247244119644165,1.208947777748108,1.3171312808990479,1.379555106163025,1.3000487089157104,1.281549334526062,1.0642316341400146,0.974725067615509,0.7545803189277649,0.7732023596763611,0.6818764209747314,0.554576575756073,0.45219340920448303
Zeb1,0.3926283121109009,0.4191454350948334,0.15262147784233093,0.1254279911518097,0.1725778877735138,0.19302162528038025,0.1682596206665039,0.12593886256217957,0.14791519939899445,0.16520458459854126,0.09869835525751114,0.10797934979200363,0.22363334894180298,0.2037932127714157,0.1697765588760376,0.2544032037258148,0.11323803663253784
Id3,0.47481274604797363,0.21370582282543182,0.06309686601161957,0.06389129906892776,0.030420396476984024,0.07806321978569031,0.03713737428188324,0.05226563289761543,0.043462205678224564,0.057462792843580246,0.018104830756783485,0.0310731939971447,0.3684883117675781,0.533586859703064,0.006916445214301348,0.013632327318191528,0.011114286258816719
Tnfsf11,0.0,0.0013852255651727319,0.005046628415584564,0.006749933585524559,0.0011871589813381433,0.008421596139669418,0.005183739587664604,0.007877139374613762,0.002972792601212859,0.0,0.000671160058118403,0.0,0.029320165514945984,0.052161771804094315,0.0,0.0007288669585250318,0.0
Cd2,1.26827871799469,1.1947273015975952,1.0470287799835205,1.034177303314209,1.5748724937438965,1.5354077816009521,1.2862119674682617,1.358158826828003,1.3380863666534424,1.3356025218963623,1.453858494758606,1.5300767421722412,1.4052244424819946,1.3622486591339111,1.7517856359481812,1.8560659885406494,1.6833101511001587
Ly6a,0.8650707006454468,1.2205796241760254,1.9732989072799683,1.9332345724105835,2.085641384124756,2.377962350845337,2.0776541233062744,2.2481467723846436,1.9975000619888306,2.1373865604400635,2.204191207885742,2.4651296138763428,2.160571336746216,2.330026149749756,2.4658446311950684,2.0097789764404297,1.0513317584991455
Atad2b,0.26796191930770874,0.3211599588394165,0.20106106996536255,0.19683407247066498,0.2292233556509018,0.2859209179878235,0.24897168576717377,0.26859599351882935,0.18635906279087067,0.23404830694198608,0.1814699023962021,0.18828241527080536,0.37644097208976746,0.3438073396682739,0.27141350507736206,0.2794119715690613,0.2843519151210785
Tlr1,0.12644152343273163,0.08381283283233643,0.007286134175956249,0.0,0.0047346455976367,0.009997935965657234,0.018766917288303375,0.02548777125775814,0.008521807380020618,0.00546520110219717,0.012984560802578926,0.005423384718596935,0.09513875842094421,0.06643170118331909,0.005145249888300896,0.021155744791030884,0.003229905851185322
Pawr,0.0,0.0,0.013454768806695938,0.045224379748106,0.00251869042403996,0.003393236082047224,0.008362572640180588,0.011067993938922882,0.01588945835828781,0.00937835406512022,0.006451746914535761,0.009854651056230068,0.0,0.004024888854473829,0.007146348711103201,0.0021478766575455666,0.0010392533149570227
E2f3,0.02795579843223095,0.016985369846224785,0.2181122601032257,0.22949498891830444,0.15124371647834778,0.12771227955818176,0.15323981642723083,0.19957329332828522,0.23738694190979004,0.2031610608100891,0.13402709364891052,0.1321181207895279,0.11036989837884903,0.07784819602966309,0.10287593305110931,0.05439680442214012,0.039066750556230545
Ikzf2,0.21323619782924652,0.18420995771884918,0.07699219882488251,0.15580517053604126,0.12129410356283188,0.2729993164539337,0.11945691704750061,0.2062404900789261,0.08017975091934204,0.21633805334568024,0.08835399895906448,0.18760031461715698,0.33500418066978455,0.5144056677818298,0.12341853231191635,0.047392815351486206,0.02114807441830635
Id2,0.4327666461467743,0.5575745105743408,1.085999846458435,1.001343011856079,1.8328125476837158,1.550418734550476,1.5224659442901611,1.4677114486694336,1.4509660005569458,1.2619733810424805,1.7054476737976074,1.6894330978393555,0.9771981239318848,0.8957618474960327,1.9226197004318237,2.081989288330078,1.8988559246063232
Ncoa1,0.12652643024921417,0.1109471470117569,0.15820346772670746,0.2642446458339691,0.1642533838748932,0.22340917587280273,0.15064029395580292,0.2823091149330139,0.1194477528333664,0.218783900141716,0.13682685792446136,0.16451814770698547,0.18891248106956482,0.2537750005722046,0.23002800345420837,0.21088232100009918,0.19665226340293884
Nfatc1,0.2356918454170227,0.2400704175233841,0.323213130235672,0.4592536985874176,0.3910718858242035,0.5307480096817017,0.358565092086792,0.5369234681129456,0.32080501317977905,0.44855165481567383,0.32148995995521545,0.4501909613609314,0.3392358720302582,0.5451238751411438,0.6439235806465149,0.4177906811237335,0.34440121054649353
Iws1,0.32093796133995056,0.2738041281700134,0.4115065336227417,0.4401824176311493,0.46985140442848206,0.4640272557735443,0.44856390357017517,0.5495129823684692,0.3692430853843689,0.41050389409065247,0.3571401834487915,0.3027229607105255,0.34595927596092224,0.342485249042511,0.34667351841926575,0.2859993577003479,0.28226473927497864
Cd3d,2.4834792613983154,2.4200305938720703,1.8178390264511108,1.8307397365570068,2.2781410217285156,2.3917367458343506,2.0188677310943604,2.1143577098846436,2.02854323387146,2.1748359203338623,2.229912281036377,2.4170477390289307,2.5248525142669678,2.5499885082244873,2.738985776901245,2.754132032394409,2.3883066177368164
Znhit3,0.1333557367324829,0.13369259238243103,0.4263513684272766,0.44447755813598633,0.25393351912498474,0.28774431347846985,0.33338892459869385,0.33234459161758423,0.3584812879562378,0.3164922297000885,0.26659825444221497,0.2560289800167084,0.16815723478794098,0.14953884482383728,0.14478729665279388,0.11662314832210541,0.09634505957365036
Mybl1,0.001164139830507338,0.0,0.025865653529763222,0.019185369834303856,0.041702501475811005,0.04306737333536148,0.028790732845664024,0.03827303647994995,0.027377726510167122,0.028183404356241226,0.009923630394041538,0.015445561148226261,0.006262997630983591,0.005453517194837332,0.005773650482296944,0.0010342869209125638,0.00860415305942297
Fkbp2,0.18772602081298828,0.17406877875328064,0.8788653612136841,0.8094795346260071,1.0233023166656494,0.9359415769577026,0.9795514345169067,0.9923425316810608,0.9742971062660217,0.9230785965919495,1.0839301347732544,1.0090910196304321,0.39720419049263,0.4243854582309723,0.4727248549461365,0.23261979222297668,0.13997149467468262
