,ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
58,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,479,0.0935,0.0986,0.0922,0.4074,0.0000,0.0833,0.1221,0.2895,0.0000,0.1484,0.1186,0.1010,0.1746,0.1942,0.1583,0.0492,0.1807,0.0842,0.0860,0.0911,0.0897,0.0916,0.0893,0.0929,0.0937,0.0976,0.1111,0.1015,0.0914,0.1006,0.0926,0.0993,0.1072,0.1429,0.1270,0.1172,0.0649,0.0877,0.0989,0.1004,0.1175,0.0943,0.0971,0.1463,0.1093,0.1299,0.0996,0.0969,0.1471,0.0000,0.1580,0.0317,0.2222,0.1365,0.0323,0.1558,0.1444,0.1622,1.0000,0.0957,0.1722,0.1675,0.0593,0.1632,0.0370,0.1343,0.0345,0.1765,0.0000,0.0883,0.0977,0.0972,0.1099,0.0903,0.0769,0.1611,0.2267,0.2626,0.0935,0.1930,0.1379,0.1667
59,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,19610,0.7048,0.6770,0.9116,0.1028,0.0036,0.4488,0.1593,0.1552,0.0071,0.1593,0.6136,0.4701,0.1590,0.1908,0.3814,0.0160,0.2460,0.8956,0.9037,0.8838,0.8727,0.9142,0.8746,0.8940,0.8803,0.5234,0.7060,0.6241,0.8954,0.8533,0.9251,0.8742,0.8145,0.1237,0.3870,0.3573,0.0424,0.5304,0.8902,0.8676,0.6621,0.9197,0.9021,0.5459,0.2496,0.2007,0.8151,0.8328,0.4437,0.0036,0.5927,0.0178,0.1348,0.4729,0.0160,0.4948,0.5889,0.5660,0.0957,1.0000,0.4350,0.3002,0.1223,0.2857,0.0515,0.0355,0.0071,0.3776,0.0018,0.9019,0.8861,0.7250,0.2676,0.9165,0.2933,0.2535,0.2248,0.2877,0.9183,0.3684,0.1890,0.1241
60,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,6617,0.3745,0.3837,0.4340,0.1868,0.0075,0.2985,0.1406,0.2842,0.0075,0.2439,0.3858,0.3459,0.2561,0.2877,0.4567,0.0224,0.3225,0.4178,0.4269,0.4378,0.4173,0.4201,0.4101,0.4211,0.4384,0.3326,0.4141,0.3586,0.4208,0.4644,0.4461,0.4625,0.4819,0.1536,0.3460,0.3324,0.0542,0.3318,0.4429,0.4321,0.3938,0.4373,0.4243,0.4595,0.2591,0.2075,0.4059,0.4135,0.3385,0.0038,0.4561,0.0300,0.2258,0.3995,0.0224,0.5549,0.5589,0.4381,0.1722,0.4350,1.0000,0.5414,0.1592,0.4610,0.0538,0.0752,0.0189,0.4939,0.0038,0.4120,0.4603,0.4078,0.2303,0.4431,0.2056,0.3967,0.3356,0.4065,0.4409,0.4650,0.2295,0.1831
61,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,4327,0.2664,0.2796,0.2899,0.2050,0.0110,0.2436,0.1230,0.3237,0.0054,0.2511,0.3187,0.2971,0.2850,0.3139,0.4014,0.0324,0.3024,0.2957,0.2974,0.3039,0.2939,0.2917,0.2900,0.2936,0.3037,0.2544,0.3072,0.2635,0.2929,0.3174,0.3042,0.3143,0.3263,0.1751,0.2844,0.2628,0.0718,0.2569,0.3108,0.3025,0.3062,0.2949,0.2872,0.3412,0.2406,0.1897,0.2933,0.2953,0.2912,0.0000,0.3452,0.0323,0.2392,0.3218,0.0160,0.4461,0.4335,0.3325,0.1675,0.3002,0.5414,1.0000,0.2174,0.5536,0.0765,0.0973,0.0219,0.4132,0.0000,0.2855,0.3139,0.2933,0.2064,0.3000,0.2103,0.3494,0.3122,0.3577,0.2985,0.3759,0.2321,0.1659
62,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,694,0.1320,0.1259,0.1188,0.0932,0.0000,0.1237,0.1250,0.1096,0.0000,0.0946,0.1436,0.1400,0.1014,0.1173,0.1183,0.0128,0.1283,0.1204,0.1201,0.1239,0.1255,0.1205,0.1248,0.1223,0.1248,0.1488,0.1247,0.1197,0.1168,0.1181,0.1160,0.1163,0.1169,0.1000,0.0873,0.0888,0.0543,0.1587,0.1219,0.1262,0.1371,0.1170,0.1204,0.1145,0.0846,0.0800,0.1272,0.1282,0.1679,0.0000,0.1297,0.0256,0.1053,0.1523,0.0128,0.1778,0.1541,0.1457,0.0593,0.1223,0.1592,0.2174,1.0000,0.2421,0.3378,0.0581,0.0000,0.1174,0.0000,0.1208,0.1184,0.1272,0.0810,0.1177,0.1435,0.1200,0.1180,0.1106,0.1153,0.1081,0.1043,0.0846
63,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,3544,0.2674,0.2642,0.2799,0.1780,0.0120,0.2741,0.1416,0.2965,0.0119,0.2524,0.3150,0.3075,0.2759,0.3066,0.3794,0.0417,0.2899,0.2789,0.2807,0.2893,0.2836,0.2771,0.2775,0.2811,0.2867,0.2519,0.2953,0.2558,0.2780,0.2952,0.2773,0.2903,0.3058,0.1381,0.2825,0.2393,0.0489,0.2778,0.2939,0.2923,0.3174,0.2782,0.2816,0.3378,0.2124,0.1633,0.2899,0.2920,0.3096,0.0060,0.3046,0.0414,0.2462,0.3175,0.0294,0.4024,0.3836,0.3117,0.1632,0.2857,0.4610,0.5536,0.2421,1.0000,0.1337,0.1065,0.0179,0.3768,0.0060,0.2777,0.2880,0.2789,0.1919,0.2772,0.1964,0.3445,0.2996,0.3373,0.2780,0.3486,0.2432,0.1910
64,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,262,0.0520,0.0499,0.0480,0.0353,0.0000,0.0672,0.0901,0.0431,0.0000,0.0254,0.0628,0.0636,0.0339,0.0526,0.0544,0.0270,0.0625,0.0496,0.0496,0.0503,0.0518,0.0486,0.0515,0.0513,0.0506,0.0714,0.0498,0.0515,0.0496,0.0521,0.0471,0.0505,0.0484,0.0303,0.0403,0.0255,0.0182,0.0745,0.0522,0.0540,0.0628,0.0480,0.0514,0.0468,0.0231,0.0350,0.0562,0.0547,0.0833,0.0000,0.0531,0.0263,0.0495,0.0623,0.0270,0.0714,0.0634,0.0698,0.0370,0.0515,0.0538,0.0765,0.3378,0.1337,1.0000,0.0000,0.0000,0.0367,0.0000,0.0498,0.0496,0.0501,0.0220,0.0478,0.0588,0.0281,0.0464,0.0309,0.0475,0.0424,0.0451,0.0417
65,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,436,0.0316,0.0333,0.0356,0.1594,0.0000,0.0412,0.0762,0.1771,0.0417,0.1300,0.0467,0.0578,0.1287,0.1379,0.0893,0.0345,0.0872,0.0355,0.0354,0.0378,0.0389,0.0361,0.0368,0.0385,0.0380,0.0243,0.0411,0.0363,0.0368,0.0392,0.0354,0.0379,0.0409,0.0805,0.0684,0.0688,0.0435,0.0274,0.0378,0.0372,0.0335,0.0357,0.0367,0.0542,0.0563,0.0606,0.0339,0.0370,0.0570,0.0455,0.0573,0.0690,0.1395,0.0565,0.0000,0.0698,0.0588,0.0588,0.1343,0.0355,0.0752,0.0973,0.0581,0.1065,0.0000,1.0000,0.1304,0.0933,0.0476,0.0374,0.0373,0.0372,0.0788,0.0359,0.0615,0.1076,0.0949,0.1034,0.0357,0.0868,0.0738,0.0952
66,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,174,0.0068,0.0072,0.0071,0.0159,0.0000,0.0038,0.0104,0.0430,0.0000,0.0104,0.0083,0.0073,0.0103,0.0175,0.0224,0.0000,0.0139,0.0071,0.0071,0.0090,0.0074,0.0072,0.0055,0.0092,0.0091,0.0063,0.0115,0.0132,0.0092,0.0093,0.0084,0.0090,0.0097,0.0263,0.0174,0.0188,0.0000,0.0063,0.0090,0.0093,0.0073,0.0071,0.0073,0.0121,0.0200,0.0164,0.0080,0.0078,0.0077,0.0000,0.0115,0.0000,0.0380,0.0143,0.0000,0.0132,0.0140,0.0118,0.0345,0.0071,0.0189,0.0219,0.0000,0.0179,0.0000,0.1304,1.0000,0.0222,0.0000,0.0071,0.0089,0.0088,0.0189,0.0085,0.0058,0.0325,0.0152,0.0173,0.0085,0.0230,0.0000,0.0000
67,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,4879,0.3354,0.3517,0.3646,0.2034,0.0089,0.2922,0.1321,0.3432,0.0178,0.2335,0.3387,0.3289,0.2422,0.3023,0.4593,0.0308,0.3213,0.3657,0.3603,0.3750,0.3636,0.3578,0.3617,0.3677,0.3777,0.2729,0.3808,0.3392,0.3696,0.3887,0.3788,0.3936,0.4030,0.1686,0.3275,0.2967,0.0723,0.2874,0.3872,0.3705,0.3677,0.3700,0.3635,0.4352,0.2310,0.2028,0.3546,0.3630,0.3577,0.0089,0.4079,0.0398,0.2583,0.3307,0.0218,0.4943,0.5117,0.3824,0.1765,0.3776,0.4939,0.4132,0.1174,0.3768,0.0367,0.0933,0.0222,1.0000,0.0044,0.3528,0.3972,0.3452,0.2323,0.3776,0.1657,0.5858,0.3258,0.3944,0.3756,0.4636,0.2407,0.1888
68,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,84,0.0023,0.0024,0.0018,0.0169,0.0000,0.0000,0.0000,0.0109,0.2500,0.0109,0.0028,0.0037,0.0108,0.0090,0.0045,0.1111,0.0000,0.0018,0.0018,0.0018,0.0019,0.0018,0.0018,0.0018,0.0018,0.0032,0.0023,0.0026,0.0018,0.0019,0.0017,0.0018,0.0019,0.0000,0.0044,0.0000,0.0000,0.0032,0.0018,0.0019,0.0024,0.0018,0.0018,0.0030,0.0000,0.0000,0.0020,0.0020,0.0039,0.5000,0.0029,0.1000,0.0130,0.0036,0.0000,0.0033,0.0028,0.0029,0.0000,0.0018,0.0038,0.0000,0.0000,0.0060,0.0000,0.0476,0.0000,0.0044,1.0000,0.0018,0.0018,0.0022,0.0000,0.0017,0.0000,0.0065,0.0078,0.0058,0.0017,0.0046,0.0091,0.0141
69,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,13195,0.7461,0.6998,0.9312,0.0915,0.0018,0.4452,0.1599,0.1376,0.0071,0.1537,0.6158,0.4691,0.1534,0.1789,0.3611,0.0160,0.2273,0.9582,0.9531,0.9160,0.9115,0.9307,0.9100,0.9235,0.9091,0.5577,0.7322,0.6520,0.9149,0.8593,0.9282,0.8708,0.8050,0.1162,0.3739,0.3351,0.0426,0.5512,0.8868,0.8705,0.6788,0.9162,0.9085,0.5292,0.2417,0.1930,0.8241,0.8515,0.4504,0.0036,0.5538,0.0178,0.1292,0.4694,0.0160,0.4735,0.5692,0.5358,0.0883,0.9019,0.4120,0.2855,0.1208,0.2777,0.0498,0.0374,0.0071,0.3528,0.0018,1.0000,0.8859,0.7635,0.2552,0.9325,0.2943,0.2500,0.2169,0.2686,0.9246,0.3414,0.1918,0.1266
70,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,13915,0.7224,0.6974,0.8733,0.1048,0.0036,0.4336,0.1552,0.1613,0.0071,0.1613,0.6052,0.4675,0.1611,0.1950,0.3838,0.0160,0.2416,0.8893,0.8941,0.8998,0.8759,0.8693,0.8714,0.8685,0.8995,0.5340,0.7237,0.6354,0.8634,0.8916,0.9478,0.9160,0.8488,0.1158,0.3702,0.3408,0.0406,0.5331,0.8934,0.8771,0.6822,0.8779,0.8574,0.5704,0.2387,0.1902,0.8120,0.8359,0.4361,0.0036,0.5899,0.0178,0.1348,0.4677,0.0160,0.5185,0.6140,0.5742,0.0977,0.8861,0.4603,0.3139,0.1184,0.2880,0.0496,0.0373,0.0089,0.3972,0.0018,0.8859,1.0000,0.7608,0.2565,0.9458,0.2887,0.2713,0.2270,0.2991,0.9443,0.3781,0.1890,0.1241
71,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,9817,0.7780,0.7390,0.7274,0.1058,0.0022,0.4343,0.1720,0.1645,0.0044,0.1571,0.5972,0.4948,0.1543,0.1949,0.3629,0.0176,0.2298,0.7547,0.7474,0.7795,0.7638,0.7315,0.7691,0.7448,0.7819,0.5856,0.7077,0.6410,0.7673,0.7381,0.7567,0.7698,0.7007,0.0691,0.3217,0.2788,0.0300,0.5714,0.7457,0.7616,0.6744,0.7199,0.7219,0.4839,0.1925,0.1463,0.7724,0.7623,0.4639,0.0022,0.5706,0.0198,0.1398,0.4980,0.0109,0.4698,0.5370,0.5409,0.0972,0.7250,0.4078,0.2933,0.1272,0.2789,0.0501,0.0372,0.0088,0.3452,0.0022,0.7635,0.7608,1.0000,0.2008,0.7653,0.3122,0.2541,0.2489,0.2919,0.7584,0.3563,0.1953,0.1293
72,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,7713,0.1884,0.1801,0.2619,0.1368,0.0000,0.2000,0.1267,0.2087,0.0126,0.1636,0.2193,0.2051,0.1848,0.2018,0.2583,0.0061,0.2065,0.2587,0.2583,0.2357,0.2424,0.2589,0.2324,0.2536,0.2352,0.1537,0.2131,0.1964,0.2416,0.2464,0.2559,0.2518,0.2477,0.3609,0.4733,0.4939,0.1720,0.1791,0.2509,0.2327,0.1883,0.2579,0.2585,0.2526,0.4806,0.4919,0.2022,0.2080,0.1728,0.0063,0.2317,0.0183,0.1471,0.1918,0.0122,0.2213,0.2567,0.2277,0.1099,0.2676,0.2303,0.2064,0.0810,0.1919,0.0220,0.0788,0.0189,0.2323,0.0000,0.2552,0.2565,0.2008,1.0000,0.2450,0.1203,0.1916,0.1532,0.2103,0.2563,0.1873,0.1172,0.0909
73,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,14089,0.7394,0.7031,0.9164,0.0971,0.0034,0.4295,0.1573,0.1533,0.0068,0.1573,0.6017,0.4575,0.1570,0.1877,0.3788,0.0154,0.2368,0.9327,0.9343,0.9438,0.9133,0.9158,0.9184,0.9120,0.9304,0.5402,0.7376,0.6422,0.9069,0.8936,0.9782,0.9207,0.8485,0.1096,0.3727,0.3395,0.0390,0.5366,0.9209,0.9017,0.6968,0.9211,0.8975,0.5465,0.2340,0.1852,0.8370,0.8639,0.4344,0.0034,0.5734,0.0171,0.1297,0.4702,0.0154,0.5042,0.5993,0.5608,0.0903,0.9165,0.4431,0.3000,0.1177,0.2772,0.0478,0.0359,0.0085,0.3776,0.0017,0.9325,0.9458,0.7653,0.2450,1.0000,0.2867,0.2632,0.2184,0.2857,0.9747,0.3639,0.1860,0.1214
74,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,3096,0.3039,0.2991,0.2943,0.1122,0.0000,0.2384,0.1498,0.0966,0.0000,0.1250,0.2966,0.2600,0.1245,0.1429,0.2062,0.0230,0.1698,0.2956,0.2973,0.2970,0.2985,0.2893,0.3040,0.2888,0.3038,0.3179,0.2934,0.2834,0.2974,0.2983,0.2845,0.2911,0.2844,0.0708,0.1672,0.1511,0.0370,0.2823,0.2900,0.3050,0.2860,0.2880,0.2893,0.2296,0.1321,0.1077,0.3084,0.3052,0.2604,0.0000,0.2893,0.0229,0.1031,0.3264,0.0171,0.2467,0.2554,0.3439,0.0769,0.2933,0.2056,0.2103,0.1435,0.1964,0.0588,0.0615,0.0058,0.1657,0.0000,0.2943,0.2887,0.3122,0.1203,0.2867,1.0000,0.1333,0.1732,0.1806,0.2874,0.2062,0.1625,0.0959
75,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,3239,0.2474,0.2572,0.2500,0.1899,0.0130,0.2196,0.1182,0.3898,0.0128,0.2424,0.2598,0.2641,0.2475,0.2802,0.3911,0.0382,0.3053,0.2557,0.2531,0.2724,0.2664,0.2558,0.2559,0.2617,0.2744,0.2176,0.2860,0.2571,0.2609,0.2637,0.2593,0.2734,0.2876,0.1350,0.2557,0.2449,0.0462,0.2266,0.2747,0.2679,0.2812,0.2637,0.2599,0.3054,0.2032,0.1717,0.2592,0.2619,0.2764,0.0065,0.2972,0.0446,0.2762,0.2632,0.0124,0.3957,0.3848,0.2872,0.1611,0.2535,0.3967,0.3494,0.1200,0.3445,0.0281,0.1076,0.0325,0.5858,0.0065,0.2500,0.2713,0.2541,0.1916,0.2632,0.1333,1.0000,0.2864,0.2948,0.2598,0.3843,0.2222,0.1780
76,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2104,0.2472,0.2605,0.2191,0.2288,0.0077,0.2100,0.1276,0.3000,0.0076,0.2701,0.2506,0.2492,0.2982,0.2973,0.3037,0.0455,0.2617,0.2162,0.2158,0.2298,0.2230,0.2157,0.2218,0.2210,0.2315,0.2361,0.2506,0.2390,0.2289,0.2384,0.2172,0.2329,0.2466,0.1222,0.2650,0.2400,0.0541,0.2355,0.2298,0.2356,0.2471,0.2238,0.2236,0.3048,0.1940,0.1589,0.2396,0.2403,0.3265,0.0077,0.3324,0.0451,0.2638,0.3214,0.0299,0.3030,0.3029,0.3183,0.2267,0.2248,0.3356,0.3122,0.1180,0.2996,0.0464,0.0949,0.0152,0.3258,0.0078,0.2169,0.2270,0.2489,0.1532,0.2184,0.1732,0.2864,1.0000,0.4925,0.2194,0.4180,0.2713,0.2500
77,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2698,0.2860,0.3124,0.2842,0.2921,0.0058,0.2853,0.1586,0.3557,0.0057,0.2956,0.3275,0.3107,0.3333,0.3689,0.3922,0.0345,0.3506,0.2787,0.2827,0.2936,0.2834,0.2792,0.2796,0.2786,0.2934,0.2649,0.3089,0.2731,0.2870,0.3068,0.2879,0.3087,0.3205,0.1564,0.3201,0.2939,0.0761,0.2481,0.3029,0.2920,0.2991,0.2892,0.2860,0.3624,0.2559,0.2185,0.2821,0.2892,0.3375,0.0058,0.4065,0.0343,0.2850,0.3206,0.0227,0.3842,0.3714,0.3896,0.2626,0.2877,0.4065,0.3577,0.1106,0.3373,0.0309,0.1034,0.0173,0.3944,0.0058,0.2686,0.2991,0.2919,0.2103,0.2857,0.1806,0.2948,0.4925,1.0000,0.2864,0.4923,0.2831,0.2284
78,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,15785,0.7327,0.6937,0.9182,0.0966,0.0034,0.4298,0.1565,0.1525,0.0068,0.1545,0.6041,0.4601,0.1582,0.1888,0.3746,0.0153,0.2377,0.9247,0.9329,0.9259,0.8990,0.9144,0.9008,0.9042,0.9257,0.5348,0.7310,0.6362,0.9024,0.9116,0.9832,0.9356,0.8629,0.1184,0.3801,0.3491,0.0441,0.5313,0.9162,0.8876,0.6875,0.9133,0.8961,0.5542,0.2453,0.1963,0.8297,0.8502,0.4346,0.0034,0.5784,0.0170,0.1290,0.4703,0.0153,0.5042,0.5963,0.5632,0.0935,0.9183,0.4409,0.2985,0.1153,0.2780,0.0475,0.0357,0.0085,0.3756,0.0017,0.9246,0.9443,0.7584,0.2563,0.9747,0.2874,0.2598,0.2194,0.2864,1.0000,0.3667,0.1851,0.1207
79,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,3264,0.3520,0.3755,0.3625,0.2377,0.0092,0.2986,0.1487,0.3205,0.0045,0.2875,0.3450,0.3288,0.2863,0.3333,0.4286,0.0320,0.3459,0.3518,0.3536,0.3681,0.3640,0.3580,0.3571,0.3631,0.3757,0.3128,0.3814,0.3363,0.3651,0.3919,0.3630,0.3892,0.4120,0.1111,0.3313,0.2883,0.0472,0.3056,0.3804,0.3784,0.3802,0.3728,0.3687,0.4877,0.2415,0.2000,0.3810,0.3710,0.3390,0.0046,0.3951,0.0413,0.2672,0.3712,0.0320,0.4510,0.4569,0.4148,0.1930,0.3684,0.4650,0.3759,0.1081,0.3486,0.0424,0.0868,0.0230,0.4636,0.0046,0.3414,0.3781,0.3563,0.1873,0.3639,0.2062,0.3843,0.4180,0.4923,0.3667,1.0000,0.2724,0.2203
80,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2178,0.2106,0.2135,0.1918,0.1575,0.0090,0.2315,0.1744,0.1813,0.0088,0.1882,0.2051,0.2443,0.2012,0.2143,0.2288,0.0625,0.2488,0.1954,0.1929,0.1935,0.1971,0.1924,0.1982,0.1974,0.1928,0.2068,0.2004,0.1985,0.1941,0.1941,0.1832,0.1900,0.1935,0.0640,0.2151,0.1882,0.0301,0.2341,0.1935,0.2026,0.2375,0.1901,0.1934,0.2436,0.1416,0.1281,0.2068,0.2035,0.2441,0.0090,0.2514,0.0435,0.1911,0.2805,0.0348,0.2380,0.2354,0.2507,0.1379,0.1890,0.2295,0.2321,0.1043,0.2432,0.0451,0.0738,0.0000,0.2407,0.0091,0.1918,0.1890,0.1953,0.1172,0.1860,0.1625,0.2222,0.2713,0.2831,0.1851,0.2724,1.0000,0.3507
81,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT,1271,0.1471,0.1469,0.1266,0.1712,0.0139,0.1673,0.1479,0.1319,0.0135,0.1812,0.1432,0.1627,0.1714,0.1895,0.1667,0.0526,0.1844,0.1261,0.1239,0.1277,0.1252,0.1243,0.1245,0.1261,0.1286,0.1450,0.1345,0.1364,0.1289,0.1262,0.1195,0.1261,0.1296,0.0588,0.1538,0.1365,0.0316,0.1652,0.1277,0.1322,0.1504,0.1268,0.1284,0.1594,0.1173,0.1176,0.1315,0.1345,0.2015,0.0139,0.1870,0.0385,0.1562,0.2034,0.0256,0.1923,0.1758,0.1748,0.1667,0.1241,0.1831,0.1659,0.0846,0.1910,0.0417,0.0952,0.0000,0.1888,0.0141,0.1266,0.1241,0.1293,0.0909,0.1214,0.0959,0.1780,0.2500,0.2284,0.1207,0.2203,0.3507,1.0000
