,ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
58,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,479,0.0412,0.0441,0.0323,0.2268,0.0076,0.0423,0.0525,0.1494,0.0379,0.0814,0.0435,0.0484,0.0822,0.0846,0.0567,0.0503,0.0863,0.0310,0.0311,0.0364,0.0339,0.0325,0.0352,0.0328,0.0366,0.0391,0.0406,0.0405,0.0326,0.0370,0.0308,0.0377,0.0390,0.0280,0.0386,0.0366,0.0224,0.0433,0.0388,0.0394,0.0468,0.0338,0.0335,0.0639,0.0324,0.0309,0.0418,0.0413,0.0654,0.0460,0.0721,0.0522,0.0916,0.0681,0.0341,0.0686,0.0550,0.0760,1.0000,0.0268,0.0596,0.0690,0.0461,0.0733,0.0146,0.0825,0.0345,0.0717,0.0257,0.0314,0.0340,0.0380,0.0270,0.0330,0.0499,0.0806,0.1281,0.1204,0.0303,0.1005,0.0870,0.1057
59,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,19610,0.4613,0.4260,0.7424,0.0456,0.0104,0.3053,0.0995,0.0900,0.0135,0.0958,0.4454,0.3247,0.0931,0.1354,0.2840,0.0127,0.1582,0.7129,0.7199,0.6271,0.6532,0.6986,0.6467,0.6791,0.6302,0.3320,0.4139,0.3790,0.6258,0.6342,0.7512,0.6270,0.5962,0.2126,0.3890,0.3862,0.1112,0.3693,0.6125,0.5897,0.4459,0.6795,0.6756,0.3165,0.2899,0.2489,0.5317,0.5562,0.3045,0.0114,0.3645,0.0143,0.0954,0.2928,0.0116,0.3203,0.4178,0.3334,0.0268,1.0000,0.3442,0.2294,0.0357,0.1880,0.0111,0.0244,0.0090,0.2625,0.0041,0.7002,0.6881,0.5206,0.3454,0.7005,0.1859,0.1784,0.1186,0.1521,0.7577,0.1826,0.1300,0.0774
60,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,6617,0.3164,0.3098,0.3728,0.1046,0.0072,0.2536,0.1162,0.2118,0.0126,0.1921,0.3309,0.2913,0.1854,0.2411,0.3964,0.0189,0.2585,0.3685,0.3689,0.3782,0.3746,0.3701,0.3764,0.3682,0.3766,0.2563,0.2976,0.2833,0.3425,0.4066,0.3886,0.4037,0.4108,0.1641,0.2956,0.2920,0.1041,0.2906,0.3783,0.3689,0.3380,0.3664,0.3664,0.3733,0.2319,0.1985,0.3469,0.3698,0.2994,0.0130,0.3503,0.0229,0.1799,0.3135,0.0250,0.4916,0.5184,0.3603,0.0596,0.3442,1.0000,0.5238,0.0686,0.4161,0.0217,0.0541,0.0164,0.4288,0.0038,0.3578,0.4226,0.3416,0.2373,0.4016,0.1750,0.3450,0.2231,0.2901,0.3860,0.3338,0.1801,0.1264
61,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,4327,0.2310,0.2300,0.2495,0.1162,0.0076,0.2061,0.1077,0.2435,0.0148,0.2248,0.2525,0.2431,0.2219,0.2692,0.3588,0.0232,0.2596,0.2511,0.2507,0.2633,0.2576,0.2516,0.2595,0.2514,0.2630,0.2015,0.2245,0.2175,0.2373,0.2741,0.2573,0.2766,0.2787,0.1365,0.2227,0.2185,0.0910,0.2212,0.2653,0.2591,0.2520,0.2547,0.2544,0.3002,0.1824,0.1556,0.2494,0.2647,0.2478,0.0152,0.2732,0.0271,0.1908,0.2492,0.0263,0.4042,0.3866,0.2768,0.0690,0.2294,0.5238,1.0000,0.0895,0.5638,0.0327,0.0689,0.0224,0.3947,0.0055,0.2453,0.2826,0.2485,0.1792,0.2713,0.1512,0.3516,0.2117,0.2722,0.2554,0.2973,0.1739,0.1245
62,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,694,0.0519,0.0556,0.0416,0.0462,0.0029,0.0462,0.0674,0.0590,0.0068,0.0555,0.0532,0.0517,0.0512,0.0534,0.0508,0.0111,0.0677,0.0430,0.0431,0.0484,0.0466,0.0444,0.0466,0.0451,0.0479,0.0554,0.0549,0.0573,0.0454,0.0473,0.0427,0.0479,0.0484,0.0188,0.0307,0.0284,0.0167,0.0591,0.0471,0.0498,0.0564,0.0439,0.0440,0.0586,0.0226,0.0207,0.0532,0.0516,0.0665,0.0042,0.0597,0.0204,0.0464,0.0672,0.0099,0.0741,0.0617,0.0672,0.0461,0.0357,0.0686,0.0895,1.0000,0.1090,0.2384,0.0344,0.0045,0.0498,0.0017,0.0442,0.0443,0.0555,0.0199,0.0434,0.0613,0.0526,0.0585,0.0594,0.0416,0.0578,0.0606,0.0550
63,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,3544,0.2009,0.2006,0.2054,0.1193,0.0078,0.1800,0.1026,0.2498,0.0193,0.2338,0.2191,0.2172,0.2311,0.2738,0.3273,0.0261,0.2459,0.2085,0.2087,0.2216,0.2154,0.2092,0.2177,0.2107,0.2230,0.1796,0.1976,0.1928,0.2003,0.2311,0.2125,0.2325,0.2342,0.1098,0.1843,0.1810,0.0742,0.1949,0.2245,0.2204,0.2159,0.2106,0.2115,0.2660,0.1513,0.1322,0.2150,0.2301,0.2249,0.0199,0.2448,0.0350,0.1870,0.2307,0.0273,0.3542,0.3244,0.2452,0.0733,0.1880,0.4161,0.5638,0.1090,1.0000,0.0489,0.0762,0.0241,0.3526,0.0084,0.2037,0.2321,0.2146,0.1499,0.2256,0.1373,0.3355,0.2013,0.2600,0.2092,0.2739,0.1687,0.1260
64,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,262,0.0163,0.0173,0.0129,0.0198,0.0000,0.0163,0.0267,0.0198,0.0055,0.0173,0.0175,0.0167,0.0163,0.0144,0.0162,0.0085,0.0217,0.0136,0.0135,0.0153,0.0149,0.0141,0.0145,0.0144,0.0152,0.0195,0.0177,0.0182,0.0145,0.0151,0.0135,0.0153,0.0149,0.0053,0.0099,0.0090,0.0057,0.0214,0.0155,0.0164,0.0199,0.0140,0.0138,0.0176,0.0081,0.0064,0.0180,0.0170,0.0251,0.0000,0.0191,0.0189,0.0129,0.0229,0.0090,0.0231,0.0196,0.0219,0.0146,0.0111,0.0217,0.0327,0.2384,0.0489,1.0000,0.0096,0.0000,0.0154,0.0000,0.0139,0.0140,0.0170,0.0049,0.0137,0.0207,0.0137,0.0220,0.0179,0.0128,0.0164,0.0251,0.0232
65,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,436,0.0303,0.0327,0.0272,0.0889,0.0143,0.0329,0.0434,0.1192,0.1304,0.0828,0.0321,0.0368,0.0776,0.0973,0.0590,0.0679,0.0700,0.0254,0.0254,0.0268,0.0255,0.0253,0.0258,0.0253,0.0273,0.0248,0.0254,0.0255,0.0235,0.0290,0.0255,0.0290,0.0298,0.0336,0.0331,0.0360,0.0326,0.0266,0.0277,0.0275,0.0288,0.0262,0.0264,0.0430,0.0329,0.0349,0.0275,0.0294,0.0448,0.1166,0.0447,0.1417,0.1037,0.0408,0.0278,0.0669,0.0536,0.0409,0.0825,0.0244,0.0541,0.0689,0.0344,0.0762,0.0096,1.0000,0.2055,0.0790,0.1357,0.0263,0.0291,0.0289,0.0325,0.0272,0.0518,0.1104,0.0638,0.0709,0.0253,0.0643,0.0482,0.0467
66,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,174,0.0123,0.0130,0.0099,0.0264,0.0149,0.0132,0.0173,0.0306,0.1758,0.0199,0.0100,0.0116,0.0162,0.0373,0.0178,0.0801,0.0208,0.0084,0.0086,0.0085,0.0084,0.0085,0.0082,0.0087,0.0088,0.0088,0.0082,0.0088,0.0081,0.0091,0.0085,0.0089,0.0095,0.0144,0.0114,0.0132,0.0095,0.0096,0.0092,0.0089,0.0095,0.0087,0.0087,0.0124,0.0124,0.0148,0.0086,0.0094,0.0179,0.1822,0.0178,0.1906,0.0504,0.0107,0.0104,0.0248,0.0193,0.0124,0.0345,0.0090,0.0164,0.0224,0.0045,0.0241,0.0000,0.2055,1.0000,0.0256,0.3214,0.0094,0.0099,0.0091,0.0148,0.0091,0.0236,0.0368,0.0170,0.0196,0.0085,0.0163,0.0189,0.0115
67,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,4879,0.2604,0.2618,0.2858,0.1200,0.0104,0.2300,0.1206,0.2722,0.0201,0.2137,0.2857,0.2680,0.2082,0.2675,0.3893,0.0222,0.2611,0.2857,0.2852,0.2996,0.2906,0.2839,0.2959,0.2868,0.2981,0.2235,0.2499,0.2376,0.2734,0.3118,0.2953,0.3169,0.3204,0.1413,0.2458,0.2404,0.0939,0.2473,0.3045,0.2959,0.2831,0.2874,0.2863,0.3194,0.2019,0.1740,0.2842,0.3038,0.2744,0.0179,0.3103,0.0307,0.2085,0.2702,0.0238,0.4517,0.4630,0.3086,0.0717,0.2625,0.4288,0.3947,0.0498,0.3526,0.0154,0.0790,0.0256,1.0000,0.0086,0.2786,0.3292,0.2791,0.2074,0.3120,0.1463,0.5736,0.2113,0.2909,0.2934,0.3174,0.1754,0.1335
68,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,84,0.0075,0.0082,0.0049,0.0100,0.0151,0.0062,0.0104,0.0044,0.2690,0.0069,0.0037,0.0038,0.0063,0.0273,0.0056,0.0963,0.0093,0.0031,0.0034,0.0027,0.0025,0.0032,0.0027,0.0031,0.0029,0.0030,0.0026,0.0028,0.0027,0.0030,0.0030,0.0028,0.0029,0.0082,0.0050,0.0063,0.0062,0.0027,0.0032,0.0028,0.0029,0.0036,0.0033,0.0036,0.0059,0.0072,0.0028,0.0031,0.0112,0.2924,0.0101,0.2621,0.0335,0.0035,0.0091,0.0112,0.0085,0.0033,0.0257,0.0041,0.0038,0.0055,0.0017,0.0084,0.0000,0.1357,0.3214,0.0086,1.0000,0.0045,0.0036,0.0037,0.0080,0.0031,0.0151,0.0128,0.0051,0.0040,0.0030,0.0040,0.0110,0.0069
69,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,13195,0.5879,0.5391,0.8612,0.0469,0.0044,0.3752,0.1236,0.0964,0.0114,0.1090,0.5440,0.3992,0.1064,0.1475,0.3028,0.0137,0.1828,0.9059,0.9070,0.8049,0.8355,0.8691,0.8243,0.8574,0.8103,0.4425,0.5628,0.5035,0.8509,0.7307,0.8349,0.7421,0.6867,0.1740,0.3651,0.3470,0.1090,0.4845,0.7825,0.7677,0.5811,0.8477,0.8604,0.3716,0.2627,0.2231,0.7004,0.7177,0.3495,0.0106,0.4282,0.0146,0.1095,0.3549,0.0124,0.3652,0.4620,0.4007,0.0314,0.7002,0.3578,0.2453,0.0442,0.2037,0.0139,0.0263,0.0094,0.2786,0.0045,1.0000,0.7610,0.6285,0.2921,0.8227,0.2367,0.1949,0.1351,0.1688,0.8136,0.2046,0.1571,0.0954
70,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,13915,0.5616,0.5221,0.7443,0.0559,0.0044,0.3470,0.1200,0.1161,0.0109,0.1226,0.5154,0.3868,0.1198,0.1645,0.3404,0.0140,0.1933,0.7694,0.7671,0.7619,0.7537,0.7527,0.7674,0.7498,0.7588,0.4164,0.5183,0.4698,0.7123,0.7806,0.8316,0.7954,0.7347,0.1625,0.3594,0.3453,0.0973,0.4613,0.7356,0.7106,0.5567,0.7115,0.7120,0.3930,0.2509,0.2088,0.6468,0.6705,0.3442,0.0099,0.4330,0.0145,0.1171,0.3603,0.0141,0.4067,0.5223,0.4120,0.0340,0.6881,0.4226,0.2826,0.0443,0.2321,0.0140,0.0291,0.0099,0.3292,0.0036,0.7610,1.0000,0.6457,0.2904,0.8443,0.2221,0.2291,0.1506,0.1936,0.8274,0.2373,0.1572,0.0959
71,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,9817,0.6276,0.5959,0.5853,0.0550,0.0033,0.3667,0.1409,0.1073,0.0108,0.1229,0.5038,0.3992,0.1189,0.1582,0.2968,0.0144,0.1935,0.6199,0.6123,0.6795,0.6516,0.6185,0.6649,0.6299,0.6767,0.4812,0.5691,0.5226,0.6499,0.6089,0.6273,0.6550,0.5970,0.0820,0.2323,0.2159,0.0454,0.5122,0.6623,0.6693,0.5849,0.5933,0.5923,0.3343,0.1447,0.1164,0.6706,0.6677,0.3598,0.0105,0.4430,0.0163,0.1172,0.3734,0.0134,0.3718,0.4397,0.4181,0.0380,0.5206,0.3416,0.2485,0.0555,0.2146,0.0170,0.0289,0.0091,0.2791,0.0037,0.6285,0.6457,1.0000,0.1707,0.6472,0.2456,0.2031,0.1489,0.1805,0.6138,0.2246,0.1702,0.1070
72,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,7713,0.1543,0.1449,0.3265,0.0507,0.0088,0.1670,0.0600,0.1014,0.0189,0.0861,0.2003,0.1663,0.0858,0.1226,0.1976,0.0157,0.1153,0.2963,0.3055,0.2069,0.2443,0.2805,0.2228,0.2657,0.2104,0.1221,0.1399,0.1436,0.2362,0.2751,0.3156,0.2470,0.2731,0.4746,0.5717,0.5714,0.2897,0.1316,0.2141,0.1969,0.1546,0.2844,0.2969,0.2206,0.5840,0.5617,0.1606,0.1752,0.1473,0.0144,0.1635,0.0177,0.0911,0.1419,0.0103,0.1929,0.2380,0.1492,0.0270,0.3454,0.2373,0.1792,0.0199,0.1499,0.0049,0.0325,0.0148,0.2074,0.0080,0.2921,0.2904,0.1707,1.0000,0.2624,0.0953,0.1666,0.0933,0.1294,0.3160,0.1258,0.0812,0.0521
73,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,14089,0.5857,0.5373,0.7863,0.0520,0.0050,0.3553,0.1208,0.1087,0.0099,0.1193,0.5313,0.3923,0.1164,0.1593,0.3298,0.0135,0.1920,0.8323,0.8255,0.8407,0.8246,0.8138,0.8524,0.8144,0.8385,0.4318,0.5482,0.4894,0.7746,0.7700,0.8600,0.7929,0.7112,0.1404,0.3348,0.3183,0.0794,0.4791,0.8015,0.7744,0.5838,0.7648,0.7594,0.3774,0.2251,0.1833,0.6966,0.7220,0.3449,0.0093,0.4319,0.0135,0.1132,0.3619,0.0138,0.3960,0.5059,0.4120,0.0330,0.7005,0.4016,0.2713,0.0434,0.2256,0.0137,0.0272,0.0091,0.3120,0.0031,0.8227,0.8443,0.6472,0.2624,1.0000,0.2278,0.2166,0.1445,0.1829,0.8480,0.2260,0.1582,0.0950
74,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,3096,0.2581,0.2550,0.2272,0.0613,0.0046,0.1961,0.1080,0.0900,0.0241,0.0921,0.2503,0.2156,0.0879,0.1157,0.1583,0.0231,0.1479,0.2308,0.2306,0.2516,0.2451,0.2364,0.2465,0.2408,0.2531,0.2511,0.2558,0.2534,0.2562,0.2289,0.2142,0.2407,0.2217,0.0532,0.1168,0.1100,0.0329,0.2655,0.2534,0.2628,0.2600,0.2380,0.2379,0.1728,0.0821,0.0702,0.2792,0.2709,0.2263,0.0196,0.2752,0.0303,0.0996,0.2828,0.0160,0.2143,0.2180,0.3082,0.0499,0.1859,0.1750,0.1512,0.0613,0.1373,0.0207,0.0518,0.0236,0.1463,0.0151,0.2367,0.2221,0.2456,0.0953,0.2278,1.0000,0.1313,0.1359,0.1465,0.2114,0.1425,0.1648,0.0956
75,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,3239,0.1899,0.1948,0.1970,0.1292,0.0109,0.1829,0.1051,0.3133,0.0220,0.2308,0.2109,0.2154,0.2221,0.2785,0.3417,0.0259,0.2498,0.1981,0.1975,0.2134,0.2048,0.1980,0.2073,0.1997,0.2112,0.1686,0.1839,0.1780,0.1914,0.2196,0.2024,0.2246,0.2291,0.1149,0.1915,0.1913,0.0844,0.1840,0.2143,0.2100,0.2104,0.2021,0.2014,0.2660,0.1660,0.1469,0.2025,0.2179,0.2179,0.0208,0.2396,0.0377,0.2217,0.2181,0.0290,0.3817,0.3610,0.2432,0.0806,0.1784,0.3450,0.3516,0.0526,0.3355,0.0137,0.1104,0.0368,0.5736,0.0128,0.1949,0.2291,0.2031,0.1666,0.2166,0.1313,1.0000,0.2004,0.2690,0.2001,0.3000,0.1627,0.1235
76,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2104,0.1680,0.1707,0.1418,0.1541,0.0081,0.1371,0.0940,0.2133,0.0142,0.1758,0.1574,0.1609,0.1672,0.1953,0.2065,0.0313,0.2171,0.1373,0.1369,0.1549,0.1481,0.1435,0.1500,0.1455,0.1535,0.1486,0.1529,0.1517,0.1408,0.1674,0.1390,0.1675,0.1737,0.0769,0.1375,0.1336,0.0664,0.1720,0.1604,0.1612,0.1769,0.1436,0.1434,0.2266,0.1095,0.0972,0.1602,0.1641,0.2444,0.0150,0.2488,0.0320,0.1824,0.2583,0.0305,0.2281,0.2017,0.2550,0.1281,0.1186,0.2231,0.2117,0.0585,0.2013,0.0220,0.0638,0.0170,0.2113,0.0051,0.1351,0.1506,0.1489,0.0933,0.1445,0.1359,0.2004,1.0000,0.4365,0.1387,0.3189,0.2164,0.1898
77,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2698,0.1861,0.1866,0.1763,0.1997,0.0073,0.1696,0.1055,0.2984,0.0135,0.2253,0.2007,0.2049,0.2168,0.2574,0.2671,0.0252,0.2578,0.1733,0.1727,0.1921,0.1835,0.1782,0.1857,0.1800,0.1926,0.1638,0.1758,0.1718,0.1713,0.2074,0.1783,0.2106,0.2186,0.1039,0.1775,0.1735,0.0884,0.1813,0.1948,0.1920,0.2003,0.1766,0.1769,0.2749,0.1524,0.1321,0.1888,0.1952,0.2522,0.0123,0.2875,0.0355,0.2059,0.2587,0.0321,0.2836,0.2609,0.2916,0.1204,0.1521,0.2901,0.2722,0.0594,0.2600,0.0179,0.0709,0.0196,0.2909,0.0040,0.1688,0.1936,0.1805,0.1294,0.1829,0.1465,0.2690,0.4365,1.0000,0.1760,0.3858,0.1925,0.1683
78,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,15785,0.5445,0.5002,0.8079,0.0506,0.0050,0.3348,0.1109,0.1022,0.0106,0.1096,0.5000,0.3657,0.1071,0.1499,0.3117,0.0132,0.1777,0.8281,0.8292,0.7616,0.7753,0.7988,0.7844,0.7880,0.7619,0.3967,0.5011,0.4506,0.7373,0.7811,0.8933,0.7801,0.7241,0.1863,0.3850,0.3728,0.1089,0.4366,0.7372,0.7059,0.5324,0.7548,0.7547,0.3718,0.2752,0.2316,0.6331,0.6565,0.3257,0.0093,0.4035,0.0131,0.1068,0.3379,0.0128,0.3661,0.4725,0.3825,0.0303,0.7577,0.3860,0.2554,0.0416,0.2092,0.0128,0.0253,0.0085,0.2934,0.0030,0.8136,0.8274,0.6138,0.3160,0.8480,0.2114,0.2001,0.1387,0.1760,1.0000,0.2142,0.1463,0.0876
79,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,3264,0.2341,0.2384,0.2142,0.1509,0.0053,0.1948,0.1116,0.2589,0.0109,0.2315,0.2349,0.2323,0.2246,0.2595,0.3069,0.0226,0.2725,0.2109,0.2098,0.2414,0.2289,0.2188,0.2328,0.2233,0.2409,0.1933,0.2121,0.2053,0.2099,0.2591,0.2159,0.2599,0.2720,0.0950,0.1995,0.1951,0.0708,0.2211,0.2439,0.2425,0.2476,0.2170,0.2167,0.3553,0.1486,0.1283,0.2374,0.2462,0.2548,0.0103,0.2897,0.0286,0.2195,0.2804,0.0320,0.3242,0.3122,0.3073,0.1005,0.1826,0.3338,0.2973,0.0578,0.2739,0.0164,0.0643,0.0163,0.3174,0.0040,0.2046,0.2373,0.2246,0.1258,0.2260,0.1425,0.3000,0.3189,0.3858,0.2142,1.0000,0.2071,0.1672
80,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2178,0.1957,0.2014,0.1565,0.0886,0.0075,0.2005,0.1671,0.1294,0.0300,0.1437,0.1889,0.1920,0.1408,0.1619,0.1701,0.0291,0.1846,0.1571,0.1551,0.1757,0.1688,0.1609,0.1705,0.1645,0.1734,0.1775,0.1780,0.1682,0.1680,0.1676,0.1473,0.1715,0.1703,0.0535,0.1269,0.1176,0.0405,0.2213,0.1783,0.1858,0.2120,0.1619,0.1620,0.1946,0.0919,0.0817,0.1899,0.1892,0.2239,0.0273,0.2277,0.0397,0.1495,0.2596,0.0242,0.1949,0.1858,0.2342,0.0870,0.1300,0.1801,0.1739,0.0606,0.1687,0.0251,0.0482,0.0189,0.1754,0.0110,0.1571,0.1572,0.1702,0.0812,0.1582,0.1648,0.1627,0.2164,0.1925,0.1463,0.2071,1.0000,0.2891
81,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT,1271,0.1219,0.1270,0.0931,0.1038,0.0081,0.1354,0.1460,0.1141,0.0229,0.1253,0.1282,0.1401,0.1255,0.1305,0.1235,0.0305,0.1481,0.0944,0.0940,0.1068,0.1021,0.0979,0.1031,0.0997,0.1066,0.1177,0.1153,0.1145,0.1020,0.1028,0.0886,0.1053,0.1063,0.0371,0.0825,0.0757,0.0319,0.1444,0.1090,0.1148,0.1330,0.0985,0.0986,0.1382,0.0639,0.0547,0.1181,0.1182,0.1632,0.0234,0.1602,0.0382,0.1218,0.1763,0.0243,0.1354,0.1229,0.1633,0.1057,0.0774,0.1264,0.1245,0.0550,0.1260,0.0232,0.0467,0.0115,0.1335,0.0069,0.0954,0.0959,0.1070,0.0521,0.0950,0.0956,0.1235,0.1898,0.1683,0.0876,0.1672,0.2891,1.0000
