gene_name,0_KO-NAV,1_KO-NAV,2_KO-NAV,3_KO-NAV,4_KO-NAV,5_KO-NAV,6_KO-NAV,7_KO-NAV,8_KO-NAV,9_KO-NAV,0_WT-NAV,1_WT-NAV,2_WT-NAV,3_WT-NAV,4_WT-NAV,5_WT-NAV,6_WT-NAV,7_WT-NAV,8_WT-NAV,9_WT-NAV
Strn4,-0.14894252,0.03807045,0.10841787,-0.09631215,-0.5346688,0.2768514,0.56830496,-0.84497726,-0.12066748,-0.049118605,-0.13257888,0.8711313,0.13100834,0.6646435,0.71165866,0.11592989,1.0559787,-0.4741129,-0.37457398,-0.9177972
Prkd2,0.6062725,0.53681606,-0.8075888,0.135086,-0.9973446,0.5497295,1.0344526,-0.38380915,0.17383982,0.6227234,0.5943643,-0.61996406,-0.629193,-0.5176058,-0.34800264,0.41838136,0.7966301,-0.70994943,0.47434285,1.4294736
Ptgir,-0.16258058,0.05281457,0.7767153,0.44643176,-0.44206262,-0.10388643,-0.12648527,-0.20071852,-0.27114,-0.3410186,-0.16092247,-0.026544245,-0.21220112,-0.58894193,-0.4838276,-0.13727406,-0.13844797,-0.17157538,0.70013714,0.07922463
Calm3,-2.969039,-2.8053658,0.9900026,1.728431,2.7196927,0.81874627,-2.0665538,4.5366864,0.021051744,-3.8505476,-2.9841874,-2.9426863,1.3863797,1.7209253,2.0494385,0.8009972,-2.432703,4.6291413,0.15364681,-3.9442787
Psg16,0.24678198,0.036566924,-0.18408394,-0.2270595,-0.17168626,-0.62559986,-0.18077002,-0.14231369,-0.12205273,-0.052060734,0.25288337,-0.033320382,-0.18668674,-0.27163932,-0.17799412,-0.6412244,-0.18791166,-0.12009434,-0.16801363,0.7939617
Mill2,-0.23720722,0.023296269,0.32788214,-0.16112332,0.6517793,-0.6566287,-0.2046403,-0.13085046,-0.08707582,0.023200804,-0.23456146,-0.04252719,0.20208222,-0.19064115,0.40235496,-0.6696475,-0.21020272,-0.11055795,-0.1327079,0.08374283
Pglyrp1,-3.479397,-2.504588,4.543893,-0.061767202,2.4140604,-2.4558556,-2.522635,2.8060865,4.2719054,-2.5472796,-3.3426788,-1.5801114,4.246777,0.42290726,1.745624,-2.4270313,-2.678282,1.6082474,2.8412461,-3.1570313
Mypopos,-0.24314244,-0.86112475,0.5034548,-0.06851108,0.8303482,0.29897562,0.43920267,0.9511591,0.36287126,0.5684858,-0.21148732,-0.5160514,0.72981995,-0.13918814,-0.24586701,0.20183249,0.7009512,-0.80154616,-0.08926855,0.39966375
Fbxo46,0.41378865,-0.087393574,-0.39663017,-0.036529783,-0.030384118,0.2661365,0.1409364,-0.8168525,0.40494546,0.076871686,0.58368284,-0.6810017,0.0106729455,-0.45066497,0.10863625,0.16380912,0.0852534,0.13785194,0.43674266,-0.13649735
Qpctl,0.8892072,-0.6271756,-0.83300143,0.3619974,0.02691968,0.39726955,-0.40142503,0.6008037,-0.49157113,-0.6178827,0.7849493,-0.76974887,-0.44657212,0.25487915,-0.07781287,0.5999146,-0.31369746,0.32819805,-0.31616026,0.1828852
Rtn2,-0.1687018,0.059747852,-0.19410644,-0.33115783,-0.27621606,-0.1388788,-0.14061496,-0.15960877,-0.17661476,-0.17142275,-0.16675383,-0.016961599,-0.1868697,0.023145638,0.84030795,-0.16596383,-0.15033755,-0.13430442,-0.22325481,-0.21221866
Gm26802,-0.3888475,-0.10395035,-0.3053426,0.027324162,0.021173816,-0.27466992,-0.30794433,-0.24327968,0.59920955,-0.2414072,-0.38569656,-0.15333754,0.08954723,0.2677257,0.104486994,-0.3062753,-0.31283468,0.46038663,-0.3181465,-0.27802336
Fosb,-0.9720647,-0.045144845,0.55442524,0.36963776,0.2870222,-0.5169911,-0.7593594,-0.08560784,1.5060503,-0.35401088,-0.8969782,-0.68368864,0.82078534,0.35053974,-0.38369402,-0.2943881,-0.59449846,-0.017291412,2.0033226,-0.65340537
Cd3eap,1.3854276,0.22699152,-0.76569045,-1.0999796,0.88548064,-1.2272834,1.9135599,-0.48197863,0.91767913,1.4975083,1.3559263,-0.38544193,-1.2966323,-0.71612525,0.33125618,-1.3181564,1.7915239,-0.9872616,-0.51163316,0.9939783
Gm26852,-0.19586861,0.048152454,-0.17709191,0.41032925,-0.16613677,-0.17890699,-0.16836517,-0.13738765,-0.11682298,-0.051524233,-0.19358008,-0.023769429,-0.17933504,0.15280655,-0.1728689,-0.20173521,-0.17591359,-0.11502251,-0.16364418,-0.032385714
Ppp1r37,0.22555682,0.0407781,0.3918724,0.07502322,-0.4026653,1.0800484,-0.8234005,-0.62505525,0.15964451,-0.24173488,0.30309334,-0.38655522,-0.15175326,0.26453102,-0.8192516,1.4996839,-0.7025633,-0.626963,-0.52547526,0.35309806
Gm26890,0.75560915,-0.4714126,0.101687886,-0.62723476,-0.61343944,-0.6372027,0.89334226,-0.14675805,-0.68841857,0.19177471,0.658606,0.17002061,0.023582008,0.20808469,-0.45165807,-0.6890108,0.8122001,0.10249358,0.42829812,0.88138777
Relb,0.6961137,0.7889705,-0.38839355,-0.30603606,-0.70990324,-0.5251024,-1.2248638,-0.6913149,0.6879704,0.5357438,0.7039869,1.4637799,0.12850845,0.10608413,-0.3520141,-0.48485228,-1.0725507,-0.4848013,1.8992037,-0.6361586
Apoc4,-0.20276238,0.38711637,-0.18135308,-0.2301649,-0.17368577,-0.1826273,-0.17342529,-0.14083132,-0.12204092,-0.05696817,-0.200441,-0.028293548,-0.18336861,-0.27594173,-0.18084753,-0.20571794,-0.18086232,-0.1184129,-0.16842033,0.8176685
Bcl3,1.0020897,1.0791885,-0.6209406,-0.4674488,-0.16087289,-0.3668253,-1.4191271,-0.31200293,-0.22888875,0.9541401,1.0732707,1.3108834,-0.34235013,0.59130955,-0.34370628,-0.35896012,-1.346506,-0.55903083,-0.21368879,0.8960668
Zfp93,-0.06453563,0.13352475,0.53261566,0.34199607,-0.605965,0.08009477,-0.40523914,0.51131445,0.7472764,-0.009479177,-0.057072308,-0.24582502,-0.3850769,-0.6934982,0.051336177,0.034607124,-0.40846518,-0.2953468,-0.43619096,-0.10303125
Zfp61,0.25248343,-0.087620944,0.78434885,-0.43669975,0.6062873,0.27544373,-0.37143698,-0.6562761,-0.50515777,0.55319446,0.13682441,0.9575403,0.37526593,-0.40677142,-0.48992556,0.20035473,-0.31327057,-0.03410198,-0.19491585,0.17056668
Zfp94,0.017605785,0.4324083,-0.53089,-0.22953416,0.6311849,-1.0503473,0.9106762,0.12903021,0.774053,1.5694704,0.26069343,0.36019978,-0.25943795,-0.4606232,-0.31504744,-1.0801305,0.48058242,-0.3830926,-0.46543753,0.8601388
Kcnn4,0.61705554,0.5077224,-0.90831405,-0.72024214,-0.447055,1.8398725,-0.023549754,-0.050748765,0.9676988,0.5712657,0.49788737,0.29342708,-0.85432285,-1.2346517,-0.8527329,1.9327426,7.3883406e-05,-0.17794114,-0.67928225,1.5670741
Irgc1,0.091196015,-0.23544893,-0.32143703,-0.17591646,-0.17286748,-0.034919705,0.07377986,-0.22765453,-0.17223433,0.99577594,0.10166704,-0.25449416,-0.34266743,-0.18609136,-0.15303177,-0.06408725,0.10885196,-0.21197735,-0.1991601,0.21207406
Plaur,1.1338053,0.38920012,-0.27497643,-0.40157846,-0.53300726,-0.7530186,0.0369359,-0.10777272,-0.13102248,0.36418974,1.1643627,0.38196295,-0.082695015,-0.4062056,-0.4991325,-0.79021376,0.12572981,-0.49408635,0.8147807,0.5772974
Zfp428,0.77980083,0.32216975,-0.6163763,0.11479582,0.1221555,0.08117175,-0.36939862,0.029633364,-0.051574208,0.4236163,0.801533,-0.55508053,-0.4017123,-0.43140393,-0.20964137,0.026380852,-0.33432436,-0.44954342,0.0068203476,0.37828293
Cd177,-0.15008503,0.07955767,0.33996773,-0.23977686,-0.17636128,-0.5791253,-0.13138807,-0.12996754,-0.116855726,-0.076386906,-0.14810558,0.0015193477,0.22425681,-0.29077187,-0.18741032,-0.5951351,-0.14042534,-0.106596805,0.95073617,-0.07633934
Rps19,5.3002195,6.489188,-4.4615464,-2.1502461,-2.7391355,-3.9215686,4.3506947,-4.380371,-0.28272858,3.804606,5.2335544,5.244422,-5.1325536,-2.2564757,-2.3117998,-4.065315,4.117177,-3.5510304,-0.40507874,3.4006264
Cd79a,-0.17290065,0.05813607,-0.19083239,-0.31208932,-0.25653747,-0.14557357,-0.1450528,-0.15549217,-0.16584201,-0.1501975,-0.17089598,-0.017803753,-0.1852586,0.046146594,0.29330254,-0.17189944,-0.15440628,-0.13070211,-0.2125467,0.80402577
Rabac1,0.45416346,3.3080583,-0.96112436,-0.51398766,-1.6073023,-0.49913645,1.8371284,-1.0482178,-1.5811106,1.3810446,0.6147101,0.23194,-0.835104,-0.9368729,-0.654957,-0.36596844,2.2857084,-1.464049,-1.3201708,1.8173195
Pou2f2,-1.4747804,-0.7205856,1.3314939,0.37724724,1.1242819,-0.45171094,-0.51472247,0.69058174,4.0895195,-0.49155104,-1.4340535,-0.63990855,1.907549,-0.2466309,0.059684776,-0.5362016,-0.77834004,-0.85327095,2.3626513,-2.2184002
Dedd2,0.019983688,0.0076965503,0.56198627,-0.35245702,-0.45470127,-1.2599626,-0.32992905,0.8688773,2.3122168,0.6112111,0.08102271,0.5722037,0.22250621,-0.5700523,-0.8394546,-0.8811948,-0.30680254,0.13289486,0.5010224,0.76673305
Pafah1b3,-0.68910444,0.564943,-0.4416436,0.14322859,0.15488847,2.2782168,-0.53564847,-0.3044245,0.53772736,-1.2565174,-0.73600256,0.20437914,-0.26901653,-0.58742017,0.62904304,2.1818454,-0.60933256,-0.33222598,0.14808036,0.49789068
Lipe,-0.016524179,0.30943313,0.11753219,0.02500829,0.47196737,-0.44040725,1.3149381,-0.4885876,-0.52234095,0.34659854,0.1624675,0.71974283,-0.039799687,-0.56873876,-0.630195,-0.48480335,1.4577396,-0.47337162,0.10307956,0.45790464
Ceacam1,-0.1882224,0.04915459,0.21229368,-0.28557426,-0.23053277,-0.5972516,-0.15868862,-0.15219478,-0.15285337,-0.11904799,-0.18608017,-0.024486894,0.58702505,-0.34359115,-0.2454326,-0.6151861,-0.16726361,-0.12824985,0.5334435,-0.13239294
Dmac2,-0.58984697,-0.02400685,-0.5285095,-0.61204195,0.3683256,0.4165353,0.26433876,-1.217868,1.1151694,0.56740177,-0.6978894,0.59375066,1.0962117,-0.90167195,1.4631433,0.27776435,0.089677505,-0.4711314,-0.78156424,0.48894966
B3gnt8,-0.22713828,0.002058449,0.73613375,-0.5555919,-0.5232833,-0.5717728,-0.173284,-0.23566173,-0.32605368,0.59132624,-0.22518882,-0.06974082,0.13629344,-0.1004564,0.19791777,-0.6006721,-0.18433417,0.47255337,-0.36643222,0.39509735
Tmem91,0.60105366,0.018832197,-0.43007204,-0.32032636,0.20677377,0.15188539,0.80803525,-0.46687987,-0.019181099,0.049282916,0.772046,0.038406484,-0.7008952,-0.19413699,-0.39714617,0.10322388,0.9361387,-0.45845217,-0.40948227,0.50446934
Cyp2s1,0.6615617,0.36755025,-0.62209624,-0.3307043,0.055826403,-0.36822242,0.5118922,0.031563897,-0.48495862,0.9287834,0.6842182,2.6194398,-0.6394654,-0.34136885,-0.58343446,-0.4114621,0.6056217,-0.069495894,0.14855191,1.0754571
BC024978,0.48720947,-0.57198095,-0.18886726,-0.55824596,0.06080516,0.58761144,0.43848273,-0.5254214,0.028619142,0.39412132,0.51110405,-0.7264621,-0.7329359,0.10847879,-0.14618745,0.523136,0.54295903,-0.51096123,1.7775232,0.3092774
Itpkc,0.19083631,0.72978866,-0.11908782,-0.2222475,0.5277304,-1.0748879,-0.29579335,-0.49072158,0.8513721,-0.5029062,0.20679459,0.36976102,0.8525653,0.037740216,-0.70704794,-0.94620085,-0.26273212,0.36087385,-0.08319027,-0.5600194
Sptbn4,-0.10288715,-0.05136118,-0.23842797,-0.2561807,-0.21995957,-0.26925203,-0.27410018,-0.18114495,-0.16520528,0.64191985,-0.09794015,-0.105953455,0.14435615,-0.29927018,0.30051887,-0.29367056,-0.27824852,-0.15988345,-0.20458153,-0.0258062
Blvrb,-0.45696524,0.7192827,-0.39095795,-0.27357513,-0.873695,0.5910725,1.016736,-0.6133128,-0.020971525,0.031125922,-0.4322466,-0.26649052,0.6669981,-0.034272574,-0.68106955,0.49119014,0.7831452,-0.66267675,0.6050265,0.73798597
Pld3,-0.462499,-0.6650249,1.6548301,-0.12026149,0.80364436,-0.39559373,-1.2480457,0.56186634,1.9985746,-1.1194814,-0.39636177,-1.8285955,0.5290095,0.0922025,0.024225488,-0.53900236,-1.4627508,0.8554046,1.6644865,-1.0832766
2310022A10Rik,-0.25471425,0.1350274,-0.48512325,1.3367862,0.24844626,0.136036,-0.6042037,0.4325314,-0.0029614163,0.05830812,-0.30641457,-0.34724143,-0.18727748,-0.625065,1.7778393,0.009573661,-0.26650208,-0.020448439,0.096147634,0.022604337
Zfp60,0.49813044,-0.050050847,-0.59251535,-0.3397339,0.019712621,0.37399957,0.4432858,-0.61055183,0.21717776,0.023676712,0.52414316,0.3606119,-0.61484617,0.5823897,-0.043418456,0.3048772,-0.045999445,-0.3696117,-0.18003133,-0.26062313
Zfp626,-0.048282396,0.29962677,0.8440895,-0.10425858,0.22525917,-0.42377535,-0.8768296,-0.24956186,0.12163172,-0.3323734,-0.032252967,-0.6269431,0.35265487,0.20408212,-0.4815777,-0.47899303,-0.866156,0.51543593,0.6857951,-0.41098413
Zfp974,0.5849312,0.52020955,-0.11535325,0.71909475,-0.8424751,-0.37460816,-0.4147933,-0.5065723,0.7178466,-0.45147517,0.4106357,-0.5867936,-0.65183294,0.13623422,0.18280104,-0.4257878,-0.19425566,0.03013665,-0.6132986,-0.24707462
Zfp780b,0.71128553,0.59384614,-0.92094505,-0.67785126,-0.42827135,-0.5150186,1.8189598,0.44652578,0.4373953,0.25734228,0.63572085,0.49111727,-0.76839507,-0.12036674,-0.48156884,-0.5919227,1.5308577,0.031568486,-0.97760516,0.1494586
Plekhg2,0.45834646,-0.117754005,-0.33038947,0.4090012,-0.69023895,0.47237608,0.83364147,-0.2239364,-0.80236495,0.2924543,0.5330662,1.004703,-0.42016646,0.093461454,-0.79477245,0.6185382,0.77417576,-0.2385483,0.14064668,0.097089626
Zfp36,1.4737335,0.08951643,-0.22365494,-0.6232605,-1.5796168,-0.9589102,-0.430095,-0.41382807,1.7340887,-0.2072837,1.6091409,0.3922615,0.62523174,-0.08474525,-1.2278614,-0.802189,-0.4540548,-0.5820299,1.5093857,0.43400007
Paf1,-0.3101681,0.29233894,0.35212147,0.28138432,-0.7602269,1.6630849,-0.40425336,0.43184686,-0.7402431,0.34935817,-0.47528702,-0.32780075,-0.19203797,0.42168224,-0.2363131,1.4902438,-0.35665727,-0.620159,-0.70371836,0.7588254
Samd4b,-0.08476083,0.037455138,-0.124122,0.36339304,-0.738342,0.98746556,-0.07952634,0.25920254,0.1035568,-0.32933235,-0.1419187,0.12273033,-0.3825302,1.1213595,-0.8441027,1.1167539,-0.21498045,-0.35496503,-0.28407377,-0.2896849
Lrfn1,-0.28397584,-0.011581856,0.30363438,-0.18386324,-0.13607766,-0.6854398,-0.24010473,0.75193924,-0.11079329,0.0068180677,-0.2810768,-0.07161754,-0.20968345,-0.21515024,0.43619287,-0.69947165,-0.24465917,-0.12881336,-0.15370768,0.06754772
Fbxo27,-0.1953651,0.025984155,-0.2573663,0.35378268,0.2625491,-0.11772259,-0.14938076,-0.22245312,-0.30798316,-0.38806716,-0.19358256,-0.04970923,-0.23489074,0.16008276,-0.54518867,-0.15315118,-0.16107349,0.4881285,0.9401806,-0.52458805
Fbxo17,0.29632136,0.5316813,-0.43787596,-0.2089605,0.43444583,-0.6322768,0.59691936,-0.49748418,-0.088390894,-0.06283193,0.319335,-0.73380506,0.06583868,-0.28815043,-0.29319602,-0.23591864,0.71230394,0.064057045,-0.4735752,0.14896241
Gm44702,-0.31568003,0.13928545,-0.33453286,-0.30818272,-0.30581534,-0.40977263,0.12381808,-0.2498678,-0.24175581,0.9309167,-0.30949163,1.8976699,-0.34329626,-0.3487601,0.10907489,-0.436744,0.15562332,-0.23028362,-0.26949698,0.40504423
Lgals7,0.37132162,-0.056393143,-0.32959804,-0.3634662,0.7863509,-0.6016594,-0.22320484,0.6228219,-0.40614185,0.56840235,0.1663429,-0.120199606,0.08675777,-0.79036623,-0.32337776,-0.6349989,-0.23366196,0.4260525,-0.4413193,-0.23691685
Rasgrp4,-0.5017009,-0.33415088,0.09151022,-0.23557545,-0.2553476,0.6909318,-0.025859134,-0.27788687,-0.23658422,0.02858536,-0.4942328,-0.33670014,0.28535813,0.02378869,-0.23630926,0.64543194,0.012215658,-0.2626015,0.7285814,0.17382
1110035H17Rik,0.6894859,-0.3691597,-0.63489264,0.11422934,-0.021907052,-0.7164583,0.43928263,0.057324216,-0.16259551,0.38008043,0.71089596,-0.57541186,-0.36921087,-0.31363884,0.85536486,-0.7591331,0.08308723,0.22103493,-0.5698625,0.30780768
2200002D01Rik,-0.24682696,-0.55042183,-0.5135094,-0.27075824,0.77356374,1.8934966,0.7473518,0.018482417,-0.55077493,0.15661608,-0.22572409,-0.8406607,-0.15318999,-0.348676,-0.18031465,1.8075323,1.3922824,0.09917843,-0.08454434,0.16497281
Spint2,0.7988326,-0.0015097006,-1.1089851,-1.5156941,-0.85624075,1.8492042,2.4748223,-1.7368226,1.39637,1.9693986,0.6742492,0.09134119,-1.4445072,-0.943803,-0.5780715,2.05826,2.3665924,-1.528888,-0.5610975,1.8446705
Sipa1l3,-0.23589191,1.2557211,-0.86377305,0.09703822,-0.50191456,0.3905762,0.32342222,-0.6555075,1.2851129,-0.32028022,-0.07613287,0.2723876,-0.6869805,-0.65026534,0.30193827,0.3156417,0.42783916,-0.28384972,0.71997875,0.28095236
Zfp790,-0.294916,-0.17545594,-0.28112143,-0.07706852,-0.20283797,1.0023389,-0.25666133,2.5308578,0.3180742,0.09675456,-0.28354675,-0.5038044,0.1598045,-0.5476282,-0.018323869,0.9295505,-0.22450535,-0.44784018,-0.59667253,-0.018397983
Zfp420,0.019809846,0.1698262,-0.50561625,-0.46955684,-0.03682855,-0.17406161,-0.12754975,-0.3792683,-0.4105062,0.18488273,0.03323685,-0.44190547,0.3737993,-0.33950666,0.4260229,-0.21568367,-0.08842649,0.9816937,0.2195357,-0.13245966
Zfp383,0.36766672,-0.016768562,0.85057527,-0.07947711,-0.4104043,-0.61152136,1.0890636,-0.32347706,-0.32912478,0.23052512,0.38234022,-0.36426076,-0.44662386,-0.41937637,-0.4079614,-0.64066696,1.1874928,-0.30515534,-0.34495297,-0.03843298
Zfp74,0.59241796,-0.6896289,-0.68028945,0.18657371,-0.05159508,1.2272956,0.25402042,-0.7349259,-0.5977634,0.2740602,0.5253148,-0.7254314,-0.12701356,-0.03488094,0.32036316,1.1368126,0.38895762,-0.03442162,-0.32775122,0.4540707
Zfp14,-0.14519075,0.25778466,-0.27573735,0.16982514,-0.31246194,-0.2831346,-0.30256385,-0.21409464,-0.22376065,-0.14263499,-0.14011234,-0.13734889,-0.27576014,0.30023843,-0.32444388,-0.31092033,-0.30660203,-0.19146605,1.0295001,-0.13590369
Zfp260,-0.33260164,-0.12980543,-0.7474889,0.22338407,-0.5681467,0.8906065,1.6545962,-0.42726234,0.7827738,-0.08012354,-0.30795792,-0.5036095,0.5213051,-0.5700173,0.06290043,0.78186995,1.3820747,-0.8167488,0.5195078,0.14029057
Zfp146,0.5050073,-0.29254198,-0.11835178,-0.17179748,-0.31312194,0.65985096,0.91255456,-0.13988939,0.06051143,0.10919885,0.41818032,-0.48999232,-0.52385366,0.14786206,-0.01281633,0.5797859,1.0746037,-0.45343056,-0.74375695,0.110575095
Thap8,-0.05707955,0.16047181,-0.31916374,0.2237694,-0.28406233,-0.83025765,0.14525262,0.66502154,-0.22560388,-0.06876758,-0.049177025,0.84844536,-0.32816106,-0.3305282,-0.28302664,-0.8491127,0.17647123,0.46115115,-0.25504687,-0.00427119
Sdhaf1,0.6238986,0.4001709,0.7058895,-0.62941563,-0.82572526,0.57465875,0.18138023,-1.3360972,0.37540966,0.9789838,0.5352672,-0.5751407,-0.1332327,-0.2594488,0.1549941,0.46662635,0.49351814,-1.165265,0.2406995,0.5521019
Tyrobp,-1.3237041,-0.614077,2.6612902,-0.27466857,-0.31566864,-1.1696062,-0.8006184,0.257063,-0.5720313,-0.17992723,-1.3133191,-0.5630042,4.165544,-0.034659788,-0.51866764,-1.204959,-0.75990343,-0.12772478,0.8873675,0.3919849
Hcst,1.2719669,-2.9503286,1.998085,0.49796128,-0.0008829178,-2.0941389,-0.2908662,0.45728046,0.4512891,-0.831046,1.2799801,0.009685984,2.1009526,0.3016727,-1.3429271,-1.8315023,0.04373372,0.14784738,1.1398461,-0.74667245
Nfkbid,0.31338042,0.23681289,-0.172312,0.25024885,-0.8980186,-0.10605437,-0.66500366,-0.43419084,0.40860432,0.5810316,0.40592226,0.6352661,0.23919576,0.6842125,-0.52819544,-0.06470765,-0.5066654,-0.77059984,0.6505298,0.67208886
Hspb6,-0.14008707,-0.26344374,-0.35042787,0.32112753,0.45016235,0.36478698,0.31582785,0.6044011,-0.3234558,0.53022957,-0.12933867,0.18816984,-0.609854,1.0903395,-0.26108885,0.29208937,0.3671471,0.44236404,-0.13706106,-0.8526703
Igflr1,-0.01672077,0.3790067,0.13720404,-0.19698441,-0.21082361,-0.545726,0.553568,-0.2611638,-0.20789725,0.06588589,-0.005606023,-0.3193438,-0.3926153,-0.20477504,-0.18814252,-0.5685761,0.62214416,-0.24646975,-0.2289798,0.22433208
Kmt2b,0.1690294,0.6415738,0.30472857,0.1743115,-1.3649203,0.13994198,0.3221372,-0.4632228,-0.37476578,0.09998003,0.20785905,-0.25327167,-0.10511532,0.35378563,-0.44374633,0.13611645,0.04101677,-0.35768974,0.34350005,-0.23237458
Gm26935,0.17607601,1.0340879,-0.41516814,-0.31812635,0.15758255,-0.9886286,-0.03305533,-0.30407086,-0.29008225,0.69950765,0.18911427,0.7156023,-0.43071628,0.26623884,-0.3358767,-1.0090271,0.004298187,-0.2870069,-0.3074151,0.7629078
Sbsn,-0.09440849,1.3165191,-0.19263859,-0.5944772,-0.47218123,0.39586338,-0.43544915,-0.09292828,0.499744,2.3304415,-0.07746597,0.8980209,-0.6745904,-0.36116558,-0.70701265,0.33542913,-0.39216173,-0.4789072,0.3226586,1.313936
Gm4673,0.49176073,0.35027575,-0.33712417,0.25507352,-0.7169394,-0.647745,-0.21404065,0.029977676,0.4469644,0.31553397,0.510098,0.42385852,0.027204294,0.008876183,-0.45901948,-0.5575964,-0.7478934,0.11723092,-0.5337838,0.78261024
Fxyd7,0.32994583,0.7063555,-0.62763286,-0.31186408,-0.31558403,-0.7934223,2.0541787,-0.466277,-0.5065776,0.37360063,0.34968033,-0.60550773,-0.15370928,-0.0785733,-0.1712995,-0.8307746,1.7102588,-0.4496135,-0.00043993816,-0.118680544
Gramd1a,2.3630042,-1.0660979,-0.34140828,-0.26507822,-1.6995242,-1.156749,0.9679638,-0.64394206,-0.80530214,0.8106979,2.5468357,0.36438063,0.079062946,-0.066049196,-1.7031603,-1.1629833,1.6972446,0.3712227,-0.3644724,0.7300599
G630030J09Rik,0.46577793,-0.08132576,-0.4912434,0.36177027,-0.5221296,0.29218948,-0.661733,0.5393876,-0.40377307,-0.20659913,0.48226643,-0.41970766,-0.49821022,0.6364293,-0.26059756,0.24315538,-0.6544984,0.16053514,-0.41405302,-0.15203881
Gm10640,1.1963208,-0.4349284,-0.4331694,-0.18893507,-0.22673468,-0.6688873,0.42203763,-0.30268306,-0.23883925,0.103997,1.2197273,-0.41795027,-0.46388,-0.18453802,-0.19436961,-0.691765,0.49568292,-0.29052323,-0.25132814,0.30840543
4931406P16Rik,0.119682565,0.25315797,0.64779997,0.55237746,0.31209105,0.17859024,-1.465085,-0.61722565,-0.13654037,-0.12782678,0.028114667,0.5656703,0.061546277,0.098145135,-0.45479727,0.075954035,-1.4185538,-0.027039362,-0.60040313,0.9573386
Gm12764,-0.40924433,0.9309651,0.24166611,-0.23674479,-0.21026687,-0.7641902,-0.3355719,-0.19546264,-0.16941415,-0.028432917,-0.40565383,-0.14886242,-0.27242455,-0.27112728,-0.20778266,-0.7806119,-0.3373206,-0.17571706,1.0840185,0.036788613
Gpatch1,0.15646781,0.41894785,-0.50547224,-0.18934888,-0.05640672,-0.043675885,0.02207382,0.5274502,-0.72635895,0.020024747,0.018036382,0.23398203,0.08577129,-0.038562883,0.809755,-0.12629823,0.12807256,-0.17899263,-0.22098982,0.23582473
Faap24,-0.037307706,-0.17273143,-1.0181857,-0.3073354,1.0586442,0.7410519,-0.52404857,1.8899237,-1.1592627,-0.4982231,-0.1434325,-0.09376941,-0.6570301,0.8638872,0.20137458,0.59438586,-0.22194238,1.7682422,-1.1588292,-0.72367895
B230322F03Rik,-0.3013566,0.49854958,-0.6429942,-0.101247184,0.22181213,0.42580324,0.9283991,-0.4535443,-0.085126795,0.50906754,-0.2837046,2.5378697,-0.4569178,-0.30253136,-0.38154778,0.37346774,1.0602775,-0.44478276,-0.3969784,0.7394077
Ankrd27,0.18855463,-0.14523378,0.32951823,-0.54673845,-0.22600721,0.1906407,-0.048425473,0.419637,0.40999335,-0.38945448,0.085694835,0.09863575,-0.12625238,-0.16002055,0.0359819,0.09218912,0.04357708,1.0348951,-0.51257795,-0.20199709
Zfp507,0.9387783,0.21109296,-0.8467084,-0.7686342,-0.95176136,0.4188984,0.16540101,-0.8103434,0.3868277,0.7711204,0.9716078,-1.0351582,-0.18960929,-0.42348918,0.38508222,0.40148973,0.27359933,-0.22202855,0.36596105,0.12566763
Uri1,-0.30830914,0.31813914,0.49791095,-0.71905154,0.896839,1.1233081,-0.38191026,-0.914278,0.7666101,-0.14013273,-0.08940084,-1.1557976,-0.71670604,-0.27399826,0.67703086,1.0983521,-0.26836795,-0.53103566,1.317982,-0.37828246
Gm37494,0.5126247,-0.6246453,-0.20664802,-0.59416264,-0.08475359,1.9753969,-0.26471385,-0.17764725,-0.22698593,0.009126223,0.5376729,-0.77031755,-0.38507196,-0.013526665,0.20672102,1.8851713,-0.1963396,-0.5388247,0.069829315,-0.099625
Gm26526,0.0076937727,-0.33008245,0.00052496424,-0.032940276,-1.1313273,0.11644773,1.1720046,-0.3508682,0.6981094,0.02599291,0.046122964,0.019792834,-0.21070254,-0.035672896,-0.73403126,0.11542957,1.0642881,0.9606537,0.059653886,0.22044234
AI987944,0.873987,-0.14196065,0.3453371,-0.6284133,-0.012824708,0.6273606,-1.0249422,-0.4240678,0.6904676,0.6321507,0.73494273,0.679912,-0.43442905,-0.6657071,0.4297957,0.6041957,-1.2465993,0.0896658,0.5223392,-0.38478246
AW146154,0.14744389,0.26142976,0.33271596,-0.14275047,-0.5989162,-0.41722658,0.80386734,-0.6925415,-0.13932395,0.29187402,0.17451282,1.4635036,0.26611382,-0.24246386,-0.32117137,-0.47839466,1.5015337,-0.67921644,0.18557827,0.21105863
Zfp788,0.36835313,0.05466431,0.17852892,-0.6795392,0.10865604,-0.5522198,0.5089001,-0.46581107,0.20937096,0.0628728,0.39356774,-0.2715549,0.1648531,-0.2937195,0.20284511,-0.6169522,0.6225847,-0.37579194,0.7844379,0.33024302
Zfp141,0.3595418,-0.11175713,-0.7502106,0.039888464,-0.5959161,0.10042455,1.126513,1.4236889,0.4314819,0.012536442,0.26495346,-0.4426328,-0.46345666,-0.61931396,-0.40529707,0.10770578,1.2804,-0.278254,0.82390594,0.48120034
Zfp975,0.24325857,-0.2980211,-0.37517056,-0.26577604,-0.27974612,0.36614245,-0.54594404,-0.27231744,0.9079632,-0.013178178,0.25594732,-0.30790755,-0.004094453,-0.28947532,0.0281451,0.3257683,-0.54053974,-0.25556993,-0.26531383,0.10380727
