gene_name,CD25KO,CD25WT,P14NAV
Sirt6,0.58500284,-0.2555482,0.033186268
Zfp433,-0.6766754,0.17195834,0.26744616
Gm32687,-0.16579287,-0.34373352,-0.14583665
Zfp873,-0.34708774,-0.06057808,0.25661677
AU041133,-0.5467123,-0.112465374,0.36324057
Zfp938,0.6940952,-0.3235643,0.06114632
Gm4924,0.116496585,0.07329202,-0.1982158
Glt8d2,-0.044969324,-0.3632729,-0.20922285
Eid3,0.335806,-0.102398425,-0.39241722
Washc4,1.5765463,-0.40875873,-0.28533122
1500009L16Rik,-1.3900692,2.5083754,-1.0698628
Ckap4,0.008683674,0.011887846,-0.42445177
Tcp11l2,0.39446014,-0.28064466,0.16842452
Fbxo7,0.5906463,-0.28227404,0.07856865
Hsp90b1,0.59919447,2.4999743,-1.9869887
Gnptab,0.111306556,2.1038442,-1.4670027
Actr6,1.5763758,-0.03744784,-0.5603858
Uhrf1bp1l,0.87415475,-0.15224156,-0.14937805
Tmpo,-0.35039112,1.4776785,-0.7887216
Nedd1,0.050578624,0.15236124,0.0071944473
Elk3,0.4073178,0.47945428,-0.4007614
Gm17745,2.3397956,0.3694303,-1.2898808
Lta4h,-1.4126841,0.42029038,0.48786297
Vezt,-1.4924887,0.17038858,0.7100778
Nr2c1,-0.119664036,-0.45601967,0.44097337
Tmcc3,-0.10230177,-0.37016398,-0.14940323
Gm48882,0.5799668,-0.22166319,-0.17747863
Socs2,-0.06457595,1.0274025,-0.75473386
Btg1,-2.0189936,-2.5240877,2.9510162
Atp2b1,0.6936803,1.9057349,-1.5905266
Galnt4,0.8795652,-0.12523721,-0.2201029
Dusp6,-1.5575026,-0.22732611,1.0349536
Gm35206,0.37021565,-0.21779367,-0.50012094
Cep290,-0.86708844,-0.7770222,0.972203
Zdhhc17,-0.06863629,-0.029871384,0.19756076
Bbs10,-0.20750557,0.3550418,-0.500005
Nap1l1,3.6132693,1.0667119,-2.324005
Phlda1,-0.6571231,2.4820526,-1.3905675
Atxn7l3b,1.0666851,-0.18102054,-0.21741973
Rab21,-0.027421864,0.56974757,-0.2658751
Tmem19,1.0051553,-0.15975311,-0.20461841
Thap2,-0.99879754,-0.50904286,0.98436743
Zfc3h1,0.5188008,0.08939951,-0.1634856
Kcnmb4,-0.9795551,-0.36867368,0.7875792
Rab3ip,0.54821676,-0.5520727,0.2981784
Lyz2,0.028918598,0.17459959,-0.55034053
Nup107,-0.94540876,0.61567056,0.12619625
Rap1b,1.794369,3.410942,-3.2167583
Gm40773,-0.5292958,-0.20328413,0.12477795
Ifng,3.8705027,3.33961,-4.127576
Ifngas1,2.564229,0.94175375,-1.7444835
Dyrk2,-0.96644676,-0.48348865,0.950416
Lemd3,0.25154576,0.1994303,-0.12096514
Tbc1d30,0.3278345,-0.1254845,-0.38561657
Tmem5,0.070921645,-0.4269982,0.4270455
Ppm1h,-0.11132298,-0.6000538,0.63986814
Gm36208,-0.016005041,0.24149826,-0.50314605
Mon2,0.078915775,-1.0479499,0.88344747
Ctdsp2,0.6424335,-0.19854264,-0.007512508
Mettl1,-1.1753778,-1.527723,1.8211515
Tspan31,0.75748557,0.105568066,-0.28625584
Slc26a10,-0.61349875,0.21118774,-0.30933663
Dtx3,0.7124089,0.43330115,-0.5081762
F420014N23Rik,-0.17711504,0.14530018,-0.448939
Mbd6,0.69326615,-0.41230416,0.11762561
Ddit3,0.7370212,0.15015075,-0.30979177
Lrp1,-0.10708166,-0.19213207,-0.25325614
Nab2,-0.5012178,-0.76049316,0.93972677
Nemp1,0.74073416,-0.4802569,0.11221033
Zbtb39,-0.06616594,-0.52732956,0.16767266
Prim1,1.0260842,1.1611371,-1.1930856
Ptges3,-1.1875501,0.73718095,0.14855358
Gm47438,0.45236072,0.23751271,-0.5079316
Baz2a,0.28476784,-0.20621571,0.16418976
Spryd4,-0.47444704,0.039210666,0.3347364
Gm26847,0.8966498,0.13483298,-0.43556184
Stat2,0.10002164,-0.028956378,0.11859728
Pan2,-0.92119867,0.3185172,0.33514345
Rnf41,-0.5282267,0.5911837,-0.1019072
Myl6,0.48413512,4.7668977,-3.613326
A430046D13Rik,0.7236652,0.96905005,-0.91038007
Ikzf4,0.029973608,-0.72088426,0.34378046
Rab5b,-0.8872841,-0.24229343,0.73495066
Dgka,0.18341476,-1.1950753,0.9439595
Tmem198b,-0.42185265,-0.05130226,-0.14090374
Gdf11,0.16828175,0.806434,-0.644981
Rdh5,-0.2923827,-0.069491155,-0.32170832
Bloc1s1,1.678174,0.5124303,-1.0150858
Tespa1,-4.2682824,-1.664757,3.358316
Gm31793,-0.07732482,-0.0039644297,-0.34912091
Insr,-0.20519476,-0.5552571,0.64386636
A430078G23Rik,-0.31402797,0.5249637,-0.09965804
Arhgef18,0.6433949,-0.3584587,0.11053582
Zfp358,-0.42032087,-0.45661837,0.6770121
Mcemp1,-0.35138205,0.2243388,-0.51185715
Trappc5,0.69467694,0.12710916,-0.2730636
Lrrc8e,0.2316539,-0.21718317,-0.34312105
Ccl25,0.75733924,0.13072273,-0.30482695
Abhd13,-0.11035136,0.4152202,-0.11288033
Irs2,0.2389466,-0.44573748,0.17932925
Rab20,-0.11504413,0.33506575,-0.053755198
Naxd,-0.20611386,0.07843801,0.18111828
Cars2,0.16265224,-0.20650874,0.22108889
Atp11a,0.28411224,-0.100237034,0.0064883744
F10,-0.08001987,-0.101762705,-0.41704318
Gm5608,0.04871239,-0.051593825,-0.3150768
Champ1,-0.24753627,-0.09117067,0.30795577
Tdrp,-2.7806592,-1.8509922,2.8058064
Cln8,0.7186813,-0.18179637,-0.13231063
Kbtbd11,-2.4452097,-2.2554142,2.9497705
5830468F06Rik,-0.4606532,-0.94607484,1.0584103
Angpt2,-0.112961486,-0.16877119,-0.26352447
Gm26853,0.2974516,-0.30629063,0.19660953
Ckap2,-1.0408325,1.3217227,-0.35268158
Ikbkb,0.010919239,-0.6340543,0.608321
1700041G16Rik,0.5552565,-0.41137683,-0.14300218
Kat6a,0.13850099,-0.07228855,0.1328447
Gpat4,-0.42600095,0.1425663,0.2356649
Fgfr1,-0.53520054,-0.17597161,-0.121888235
Letm2,1.5314511,-0.7873324,0.016115911
D830025C05Rik,1.1767938,0.28791502,-0.6160003
Nsd3,1.7206922,-0.67623323,-0.15404582
Ddhd2,-0.94129795,-0.15870796,0.6980869
Star,-0.65876853,0.38971505,-0.2057475
Pomk,0.4952306,-0.5541261,0.12990479
Hook3,0.004409005,0.1250768,0.048842072
Gm45250,-0.35319966,-0.20943873,-0.1265166
Thap1,0.95524174,-0.09150315,-0.23202194
Gm45572,-0.5611083,0.09454563,-0.3057969
Rab11fip1,0.5622781,-0.0019491101,-0.147098
Rnf122,-1.361275,-1.219914,1.6793587
Tti2,-0.71581924,0.2374244,0.2999011
Gsr,1.2464172,1.6183184,-1.6341189
Rbpms,-1.2538033,0.83393323,0.044707462
Gm29243,1.9347222,-0.29426238,-0.53642416
Tnks,-0.4364864,0.1634147,0.19881484
Ppp1r3b,-0.18887492,0.12584814,-0.50959814
Micu3,1.2435731,-1.1650851,0.4296466
Mtus1,-0.17582026,0.26274297,-0.5516301
Cyp4v3,-1.0471476,-0.14795889,0.7392541
E030037K01Rik,0.014032709,-0.22314505,-0.2959111
Wwc2,-0.13693343,-0.35555756,-0.20574525
Cep44,0.5871338,-0.06232955,-0.08277538
Hmgb2,1.6962235,4.9269857,-4.29456
Clcn3,0.7705348,0.17657818,-0.34492987
B230317F23Rik,-0.015641937,-0.27741975,0.17713663
Ddx60,-0.62986857,-0.7205074,0.96981364
Msmo1,-0.11658785,-0.387638,0.48491612
March1,-0.2811597,0.034975212,-0.41339692
Tma16,0.012424959,-0.3401657,0.3898566
Nat2,-0.07272105,0.28114128,-0.030997278
Atp6v1b2,0.14415649,0.4952462,-0.29031214
Lzts1,0.05931875,-0.012015962,-0.08805966
D130040H23Rik,-0.12892248,-0.017374976,0.18457758
Zfp869,-0.15411536,0.15050946,-0.36838117
Zfp866,-0.6220245,-0.27188227,0.63375056
Gmip,-0.0028699716,0.16393642,0.023426551
Yjefn3,0.2960003,-0.022535535,-0.41759333
Tssk6,0.74584013,-0.56265086,-0.377892
Mau2,-0.14841253,0.06355421,0.16536386
Rfxank,-0.30420753,-0.011358517,0.29318756
Homer3,-0.14836843,0.117954485,-0.2317958
Lrrc25,-0.40497297,0.39412168,-0.48112553
Jund,2.9270697,-0.16980241,-1.0892617
Rab3a,-0.826572,-0.09814833,0.51648456
Arrdc2,-0.11099257,-0.121463284,0.209738
Rpl18a,1.8186527,-4.744575,2.8150427
Nr2f6,-0.45846102,0.4431227,-0.08779436
Abhd8,-1.2251366,-0.642821,1.1885535
Ano8,0.17160322,-0.18244235,0.17071307
Bst2,-0.26448277,-0.6152515,0.722221
Slc27a1,0.8065977,-0.72864735,-0.074675545
Zfp882,-0.6866169,0.0716993,0.14552915
Zfp617,-0.9418572,0.05772004,0.5379778
Cyp4f18,-0.121374756,0.14039089,-0.43813536
Tpm4,-1.5103207,2.3889835,-0.9255791
Klf2,0.49804682,-1.3384842,0.90418065
1700030K09Rik,1.0013167,-0.5220622,-0.06237527
Slc35e1,-0.30270836,0.3723283,0.008187509
Gm17435,-0.7027182,-0.52423257,0.7400904
Large1,-0.31457317,-0.22984302,-0.15378924
Tom1,0.6496664,-0.48655665,0.20063286
Hmox1,1.1991483,-0.03841589,-0.5199227
Mcm5,-0.20257053,2.0686102,-1.2952036
Zfp827,-0.64348894,-0.21438332,0.37027568
Smad1,-0.5774591,-0.8218775,1.0206001
Otud4,-0.6320693,0.2580372,0.24575342
Inpp4b,1.7445595,-1.5179466,0.4585683
Il15,-0.8743168,0.5959839,-0.21426453
Elmod2,0.048912887,-0.21275064,0.23942554
Ddx39,0.5009753,1.7020031,-1.3501182
Adgre5,4.3789487,0.8867569,-2.546065
Asf1b,-0.7506375,1.9117317,-0.9245651
Il27ra,-1.9165527,-1.0669034,1.8237226
4930432K21Rik,0.119617686,-0.32319608,0.14001705
Gm26532,1.2893109,0.77370346,-1.0344746
Ier2,1.23984,1.4648285,-1.517333
Nacc1,1.8883073,0.41428915,-1.0399022
Nfix,-0.03850807,-0.9401042,0.8580403
Lyl1,-0.0055857627,-0.0656968,-0.44612482
Dand5,-0.8836169,0.33334386,0.30671287
Calr,0.046171922,0.2042071,-0.029176792
Dnase2a,-1.5271747,0.1950074,0.7079358
Mast1,-0.211487,0.033740025,-0.380978
Junb,0.53829694,-0.70522106,0.41626266
Hook2,-0.00392507,0.35489073,-0.12931816
Fbxw9,0.13844424,0.100202374,-0.084517546
Orc6,-0.13009927,1.0786027,-0.5952669
Siah1a,-0.38794452,-0.13141994,0.4210186
9430002A10Rik,-0.47823885,-0.087496296,-0.25259915
Adcy7,-1.7404623,-1.0676593,1.7425472
Chd9,-0.7057742,-0.4076158,0.7732002
Rbl2,-0.39601645,0.2956857,0.10828869
Fto,0.7634918,-1.1638058,0.65153664
Lpcat2,-0.26621062,0.19276035,-0.465878
Bbs2,-0.35227665,0.07377381,0.20528471
Mt2,-2.4258418,2.1782725,-0.34449166
Mt1,-1.598257,2.8968801,-1.261103
Herpud1,-0.869745,0.6609499,0.057524644
9330175E14Rik,-0.31603712,-0.7840418,0.8712211
Rspry1,-0.9537657,-0.3296725,0.8305553
Ccdc102a,0.6517513,-0.61140263,0.29408333
Adgrg5,-0.3161229,-1.0978321,1.1037731
Adgrg1,0.34469855,-0.39473614,-0.30218825
Adgrg3,-0.037982717,-0.6220795,0.28285456
Mmp15,-0.52293086,-0.13203847,0.08750986
4930513N10Rik,-0.3343753,0.41062284,-0.21599439
Tk2,-0.6492552,-0.7390019,0.9925164
Rrad,1.8893931,-0.7030562,-0.21247597
Hsf4,-0.98144096,1.4563063,-0.65164053
Elmo3,0.0599412,-0.076586865,-0.27280635
Tppp3,0.3145475,1.01308,-0.7531064
Ripor1,0.21040331,0.19204852,-0.11188228
Gm5914,0.17179342,-1.2358719,0.97958314
Gfod2,0.053134073,-0.5659171,0.538238
Pskh1,-0.81050205,-0.1370429,0.6213225
Gm10073,-0.37769765,-1.1538564,1.173867
Tango6,-0.16074589,-0.060405597,0.22340134
Pdf,-0.15790305,-0.24299388,-0.19821186
Nfat5,-1.1465584,0.19449879,0.53164315
Psmd7,0.33757612,0.23391505,-0.18645012
Zfhx3,-0.04816696,-0.3176331,-0.11225452
Hp,-0.04723154,0.20198886,-0.5639532
Pkd1l3,0.36871874,-0.09722768,-0.5346656
Atxn1l,0.55567116,0.022426628,-0.13825552
Ap1g1,-1.1082137,0.27703708,0.4526855
Znrf1,-2.3544967,-0.9234112,1.9206772
Ldhd,0.13816337,-0.14404683,-0.48550335
Zfp1,0.1232548,-0.9495981,0.7899901
Tmem170,-0.35471857,0.27558786,-0.10966479
Adat1,0.6432797,-0.8912015,0.478862
Syce1l,-0.045219555,-0.3499198,-0.23486209
Maf,-0.8208508,0.85886055,-0.1275794
Gm45733,0.4049538,0.1978472,-0.45783907
Cdyl2,-0.93546295,-0.06375649,0.62502146
Cmc2,0.81613624,1.4655169,-1.3211739
Sdr42e1,0.31324714,-0.42849725,-0.07731139
Mlycd,0.67485857,-0.33612666,0.07938381
Osgin1,-0.3360955,-0.042591304,-0.27589184
Mbtps1,0.37938154,-0.5268548,0.35786027
Hsdl1,-0.69994116,-0.55800533,0.8819283
Cotl1,-0.40912694,1.4320612,-0.72765696
Klhl36,0.27414778,-0.13903576,0.119340174
Usp10,-0.034862693,-0.57572865,0.58635336
6430548M08Rik,-0.07992112,0.05254459,-0.46300364
Gse1,0.73163515,0.29905656,-0.42718643
Gins2,-1.7505734,2.576561,-0.9530528
Irf8,0.9956184,1.776972,-1.6683774
Gm20406,-0.027687367,-0.31968236,-0.26200822
Car5a,0.15154955,-0.2527446,-0.21460398
Cyba,1.374866,4.4819217,-3.815613
Cbfa2t3,-0.23110352,0.10890702,-0.2717115
Gm45894,-0.116310745,-0.13862652,-0.06887796
Rpl13,0.17565283,-5.1865377,3.9051547
Cpne7,0.02043859,0.17226991,-0.5960632
Cdk10,-0.47561434,-0.7227215,0.8900066
Vps9d1,0.5063375,-0.1952291,0.041806217
Tubb3,1.9523616,-0.44707093,-0.43960658
Gas8,0.15350695,-0.0061652143,-0.021138176
Rab4a,-0.1559171,-0.7244863,0.6321829
Gm45890,0.41395816,-0.47163948,-0.31356782
Galnt2,0.31602705,-0.14234029,-0.5330039
Ttc13,0.4184129,0.10835484,-0.1309343
Arv1,1.2551612,-0.98885304,0.20300697
2810004N23Rik,0.32322785,-0.14323597,0.09967116
Sipa1l2,-0.41942194,-0.070389055,0.025541613
Gm26759,0.19620118,-0.19058655,0.0751389
Irf2bp2,-1.5486748,-0.5145497,1.2436829
Itgb1,3.2605913,3.3114254,-3.8235908
Gm16741,1.1396493,-0.65559334,-0.2582371
Fhit,-0.6151933,0.25158486,0.08327604
Gm48857,-0.3647559,-0.017144904,-0.31184226
Slc4a7,0.31684813,1.6034955,-1.1916602
1700062C10Rik,-0.70115805,-1.0983608,1.2828856
Top2b,-2.3590858,-0.26016682,1.4313564
Gm48321,-0.4658354,-0.28660807,-0.1144937
Nr1d2,-0.29782817,0.15303035,0.16624197
Ube2e2,-0.049773775,-0.40972683,-0.13092512
Gm48283,-0.000789163,0.14496754,-0.5806791
Gng2,2.0620868,3.0611062,-3.0818026
Saysd1,-0.7380119,-0.7306068,1.0274937
Nudt13,1.0185404,-0.77814746,0.24738635
Gm30054,2.5777447,0.70647776,-1.5764222
Mss51,-1.2425154,-0.6623899,1.2111204
1810062O18Rik,-1.6064214,0.77199554,0.25185308
Usp54,0.7761859,-0.5885144,-0.23977396
Sec24c,0.15155534,0.20966326,-0.08213529
6230400D17Rik,-1.7610782,0.94175434,0.21792991
Fut11,-1.3719858,0.37262598,0.50429046
Zswim8,0.43299943,0.19223711,-0.19985998
Adk,0.8669784,-0.61127114,0.19408454
Kat6b,0.28557947,-0.73860884,0.5583055
Rps24,-1.2215915,-6.3809395,5.4387374
Gm26660,-0.6723032,0.11877035,-0.10536471
Zmiz1,-0.33652085,1.0332983,-0.4658832
Zcchc24,0.0713228,-0.41913393,-0.21056558
Dennd6a,-1.270866,0.6682843,0.23827715
Ccdc66,-1.1589168,0.3680942,0.40874872
Dcp1a,-0.6668506,-0.116817854,0.53194654
Mustn1,-0.030151485,-0.33772355,-0.23225214
Gnl3,0.6882668,-1.7701949,1.1357756
Nisch,-0.49232724,-1.1104398,1.1949035
Sh3bp5,-0.4301035,-1.120846,1.173732
Mettl6,-0.86985207,0.6227493,0.08588012
Eaf1,-0.73360175,-0.16283515,0.54756117
Colq,-0.23555927,-0.16523115,-0.16763532
Ankrd28,0.3824983,-0.6255639,0.4267667
Timm23,1.1345879,0.24781209,-0.5666942
Parg,-0.8849349,0.87826157,-0.09644828
Gm46447,-0.18751433,-0.14601828,-0.25947174
Gm48914,-0.8443858,0.0031924502,-0.08446608
Mapk8,-0.7592912,-0.3341392,0.74359643
Gm49201,-0.62333053,-0.13239063,0.030651057
Fam35a,0.05115571,-0.22310919,0.28514254
Bmpr1a,-0.49813992,-0.391685,0.025488615
Gm49032,1.0085557,-0.35309407,-0.086615644
2610528A11Rik,-0.1149614,0.16482201,-0.5068317
Tspan14,0.41991788,0.8630862,-0.6908735
AC160336.1,-0.14387959,-0.4561131,0.5483227
Gpr137c,0.9147331,-0.08060384,-0.7266806
Styx,0.3131266,-0.19075458,0.13957016
Cdkn3,1.3513856,1.3278759,-1.4676299
Socs4,-0.8770577,0.10582714,0.47225362
Lgals3,1.9729095,4.705371,-4.258776
Ktn1,0.088231064,-0.59098005,0.5405183
Peli2,-0.32528153,-0.18662298,-0.23903814
Tmem260,-0.15356891,-0.91998875,0.8965426
Olfr742,-0.22498316,-0.20297971,-0.21531765
Gm26782,0.4744398,0.2936235,-0.2942205
Klhl33,-0.54900473,0.13857041,-0.28935117
Apex1,-1.8113557,-1.184503,1.8620325
Tmem55b,0.84016997,-0.36389288,0.023225892
Rnase6,-0.15921302,-0.30637747,-0.16044281
Arhgef40,-0.023509651,0.57263994,-0.4785942
Rpgrip1,-0.311977,-0.37126628,0.56347823
Gm26590,0.68154883,-0.041659534,-0.5094771
Rab2b,0.38185945,-0.88459986,0.62179196
Mettl3,-0.6562593,0.8436753,-0.17696434
Sall2,-0.44347793,0.014663346,0.0049353293
Trav14d-3-dv8,0.023262138,-0.24357036,-0.32047957
Trav13n-1,0.123114266,-0.21432528,-0.3806923
Trav6-5,-0.44834062,0.031083627,-0.34413674
Trav13-1,0.32320228,-0.24474105,-0.41827935
Trav14-1,0.13566455,-0.9560126,0.7889829
Trav15-1-dv6-1,-0.11147172,-0.24436766,-0.28790054
Trav13-2,0.46808302,-0.24101247,-0.5226234
Trav14-2,-0.9022805,0.103805356,-0.03929303
Trav15-2-dv6-2,0.25415698,-0.39760634,-0.24408479
Trav3-3,-0.2370414,-0.21449181,-0.21308738
Trav4-4-dv10,-0.30483413,0.21636398,-0.4525389
Trav5-4,-0.16575728,-0.40688366,-0.15784352
Trav6-7-dv9,0.3893747,-0.12226269,-0.5607743
Trav16,0.88863826,-0.46268207,-0.26202336
Trav13-4-dv7,-0.6148591,-0.020555563,-0.20613793
Trav14-3,-0.058605544,-0.09015011,-0.351891
Trav17,-0.00183108,-0.44632787,-0.15397538
Trav21-dv12,0.36905807,-0.44030812,-0.19501002
Trdv1,-0.06525534,-0.33225927,-0.012623075
Gm43647,-1.9699907,-0.20008662,1.2062333
Trav22,-0.9863866,0.13590094,0.39150718
Trdv3,-0.07987145,-0.2967774,-0.19176684
Gm30275,0.010360429,-0.28841248,-0.2566526
Trdv4,0.05661798,-0.14927724,-0.3579431
Trdc,-4.1390076,-0.1633221,2.1857777
Trdv5,-0.3932046,-0.049224265,-0.17268483
Abhd4,0.75286967,-0.11112,-0.2107424
5330426L24Rik,-0.7393139,0.16446796,-0.17974861
Mmp14,0.452441,0.15404707,-0.30507043
Lrp10,0.6525966,0.96590704,-0.87506354
Ajuba,0.101921536,-0.35112038,-0.20283636
Cdh24,-0.15337162,-0.1876477,0.32816592
Pabpn1,-0.17882363,-0.31921673,0.4631052
Zfhx2,1.5467466,0.5417947,-0.97584
Dcaf11,0.8973389,-0.5831589,0.15916163
Irf9,-0.056374334,0.02080009,0.15432268
Ipo4,-0.25332394,-0.13177247,0.35879338
Tm9sf1,0.0481594,0.14617077,0.012904362
AC174678.1,-0.44335496,-0.14046137,-0.0033678922
Rabggta,0.7650925,-0.17800687,-0.07966339
Cma1,0.755162,0.267481,-0.9153411
Gzmb,1.0851817,6.2687078,-5.0051227
Zmym5,-0.28942794,-0.097709455,0.3503117
Zmym2,0.9035994,-0.60580736,0.17303775
Ift88,-0.31913564,-0.070865415,-0.036337867
Xpo4,-0.61506206,0.39760044,0.13444577
Lats2,1.004209,-0.12742968,-0.2281301
Zdhhc20,2.1000693,-0.09103042,-0.7637636
Phf11a,2.192323,1.4721922,-1.964901
Phf11d,0.051278,0.21914206,-0.63019884
Phf11c,1.3806922,-0.22382885,-0.33145136
Atp8a2,0.27798256,0.36477616,-0.48157516
Kpna3,-0.5941777,0.46125805,0.07758291
Trim13,-0.13456881,0.16100797,0.060833137
Kcnrg,-0.5877133,-0.51818407,0.2646949
Dleu7,-0.20578188,-0.06401361,-0.1402627
Fam124a,-0.030165244,-0.31829926,-0.26906082
Ints6,-0.3345028,0.10521383,0.22087185
Ctsb,1.0244533,2.0414846,-1.8446482
Blk,-0.23359141,-0.20642427,-0.22281551
Hmbox1,0.6959217,-0.8172591,0.42611635
Zfp395,-0.91785705,-0.28423876,0.74267244
Esco2,-0.7244078,0.914224,-0.19760725
Trim35,-0.6453905,-0.4631617,0.78633046
Adam28,0.34551722,-0.011536181,-0.41900787
Loxl2,1.4837494,-0.23362952,-0.5246362
Chmp7,-0.56986725,-0.012947261,0.41767532
Tnfrsf10b,0.93827575,-0.44591793,-0.15282428
Rhobtb2,-0.0025812746,-0.22080372,0.30837718
Egr3,-0.72049415,-0.37476575,0.5771127
Polr3d,0.96911025,-0.3127179,-0.07454365
Reep4,0.15932289,0.03463352,0.04395281
Fndc3a,-0.7481072,-0.18072174,0.624726
Cysltr2,0.54815966,-0.3185437,0.1168075
Rcbtb2,-1.3263117,0.72859216,0.21932632
Lpar6,-3.0496833,-0.18746851,1.6980412
Nudt15,-0.0033386361,0.23531577,-0.19096047
Lcp1,-2.3647604,2.3018107,-0.4643829
Gm4285,0.5588261,-0.45298144,0.19042964
Tsc22d1,0.96339107,-0.53218555,-0.03627831
Dnajc15,5.4067845,3.1563706,-4.7048903
Epsti1,1.855018,2.6980011,-2.7166345
Akap11,0.78576535,-0.7197609,0.31216964
Rgcc,-1.3165228,-2.086046,2.3003726
Naa16,0.20204131,1.1762654,-0.8218018
Rpl36a-ps1,0.8306119,-1.6591583,0.98742795
Dis3,-0.12868139,0.1825572,0.06802643
Pibf1,-0.5588126,-0.018312369,0.41651958
Tbc1d4,-0.9537351,-0.51675034,0.89210194
Kctd12,0.13562049,0.07906086,-0.013967813
4933432I03Rik,-0.22108671,0.0382844,-0.27654997
Fbxl3,0.74155575,-0.30070734,0.022180162
Mycbp2,-1.2619463,-1.5551009,1.8816203
Rnf219,0.7632086,-0.06658489,-0.1613504
Rbm26,0.6685312,-0.15902632,-0.04890698
Spry2,0.1458564,0.93643534,-1.0070409
Abcc4,-0.1753056,0.18042022,0.07141651
Cldn10,0.12319255,-0.18372463,0.10062875
Dzip1,-0.28917554,-1.113764,1.1030703
Mbnl2,0.50866306,-0.70459664,0.4295551
1810041H14Rik,1.9884458,-0.48872048,-0.41727138
Gpr18,0.70614845,0.52685577,-0.5745925
Gpr183,5.3396053,0.66189975,-2.8253555
Timm8a2,0.29223165,-0.47811255,-0.16271113
A330035P11Rik,0.14799716,-0.037402507,-0.33367917
Pcca,-1.5814373,-1.1767305,1.7495527
Tmtc4,-0.12627213,0.36463034,-0.16422932
Gm26870,-0.6469552,-0.06808305,0.24957919
Alkbh8,-0.5027534,0.27612615,0.17232573
Cwf19l2,-0.15398957,-0.24890685,0.39947978
Casp1,0.3603884,1.5806717,-1.1949581
Casp4,1.3916479,0.7410803,-1.0515149
Mmp8,0.15815648,0.11050917,-0.6262752
Jrkl,0.2607957,0.10014248,-0.05168843
Maml2,-0.4260828,-0.3662377,0.6127164
Mtmr2,-0.45357835,-0.06229297,0.40026203
1700019J19Rik,-0.22094625,0.0112826405,-0.3554087
Sesn3,0.30117697,-1.179603,0.8778334
Kdm4d,0.37943926,-0.15297163,-0.51828206
Ankrd49,-0.8475028,-0.3271355,0.7793518
Gpr83,0.24798118,-0.16848405,-0.43036276
Izumo1r,2.5527878,-0.66372573,-0.5990911
Taf1d,0.5826298,0.44687006,-0.4579913
Cep295,-0.46368644,0.22721379,0.1904352
Slc36a4,0.6999083,-0.25679776,-0.3290465
Olfr77,0.5739077,-0.47253343,-0.37337142
Zfp26,-0.8081614,0.16563065,0.36430535
Zfp266,-0.45530787,0.16427347,0.23318368
Zfp846,-0.9467841,-0.697232,1.0996689
Fbxl12os,-0.60094506,0.15334165,0.06285532
Fbxl12,0.086813636,-0.55482286,0.5143844
A230050P20Rik,-1.1653533,0.18116966,0.5502437
Angptl6,-1.316873,-0.21638054,0.9121407
Ppan,-1.4011303,-0.7879436,1.377777
Dnmt1,-0.6700861,1.1263223,-0.37998202
S1pr2,-1.1727734,1.3463365,-0.40497467
Icam1,1.2024095,0.5813619,-0.8453284
Tyk2,-0.7175312,0.32974032,0.23229158
Pde4a,0.46867734,0.69581604,-0.7895062
S1pr5,1.6819689,2.8827448,-2.7732022
AB124611,0.73867524,-1.7007086,1.0608898
Gm26511,0.57536393,-0.49296233,0.08374252
Ldlr,0.35721987,-0.7296324,0.51840097
Spc24,-1.0321131,2.238899,-1.0363376
Tmem205,-0.020350587,0.051306102,-0.3773971
Zfp653,0.14658937,0.037561737,0.0031879926
Acp5,-1.1110935,-0.4913744,1.0233996
Zfp809,-0.043065026,0.015713401,0.14465834
Zfp810,-0.13127391,-0.34548432,0.44528574
9530077C05Rik,-0.35887253,0.092962444,-0.28369966
Bbs9,-0.21750414,-0.83263385,0.8614911
Dpy19l1,-0.15410258,0.6855799,-0.29290345
Zbtb44,0.12895721,0.08056525,0.010049793
Aplp2,0.61935765,0.8817018,-0.79724073
Prdm10,-0.042025954,-0.29151356,0.31883395
Fli1,-0.54276407,0.5001978,0.02486477
Ets1,1.6163461,1.3895853,-1.6363413
Gm39318,-0.31630376,-0.25532016,-0.11607559
Pus3,1.4624914,-0.020338546,-0.5202021
Siae,-0.36292577,0.115753286,0.22625534
Olfr889,0.34463137,-0.23555931,-0.17734055
Gramd1b,1.1271709,0.21901673,-0.5419147
Crtam,3.4469817,0.43860298,-1.7814038
Ubash3b,-0.93694204,1.9685187,-0.88016665
Tbcel,0.15239249,-0.8012371,0.6665329
Arhgef12,-0.1427386,0.31061313,-0.055064622
Oaf,0.10233962,-0.5432644,-0.10571579
Gm30373,-0.1950525,0.19013691,-0.46273953
Gm39323,0.40083048,1.5252726,-1.1839857
Thy1,2.0769348,4.3427215,-4.038346
Cbl,-0.12853509,-0.46353754,0.54670167
Gm48604,-0.7783992,0.4728065,-0.3147651
H2afx,-0.14593525,0.14877142,0.10106971
Vps11,0.2692625,0.19777995,-0.1279658
Ccdc84,0.027762154,0.34587523,-0.12560485
Cxcr5,0.2433725,0.55318826,-0.70273894
Gm47232,0.020459352,-0.21546932,-0.37796542
Ddx6,0.063500136,0.17744595,-0.017390588
Kmt2a,-0.67632794,-0.41610128,0.7658198
Ube4a,0.86660135,-0.4386072,0.06631903
Jaml,0.2227612,-0.6302025,0.50713676
Scn2b,-2.0362515,-0.8295193,1.6993922
