gene_name,CD25KO,CD25WT,P14NAV
Slc25a16,-0.008177798,0.015828677,-0.0054584616
Rufy2,-0.044108465,-0.018020308,0.051427435
Pbld1,-0.03165457,-0.02482771,0.00981736
Herc4,0.028359238,0.035126284,-0.05147649
Egr2,-0.037656892,-0.021444397,0.019115563
Zfp365,-0.05812376,0.009819722,-0.0053179883
Arid5b,0.01890157,-0.01741827,-0.0023748123
Cdk1,-0.05815814,0.12600772,-0.049329873
Bcr,-0.024772422,-0.057191767,0.06569875
Specc1l,-0.07359382,0.022935351,0.04435097
Lrrc75b,-0.01986728,-0.044328563,0.04955033
Ggt1,-0.072647445,-0.006069114,0.06623528
Ggt5,-0.09154237,-0.077470705,0.1380733
Gstt2,-0.052960865,0.0040195044,0.04168203
Mif,-0.10645528,-0.08118438,0.15360008
Chchd10,0.013871153,0.018690491,-0.026358895
Prmt2,0.023838839,-0.018170983,-0.011391816
Ybey,-0.041272115,0.017327767,0.017485656
Mcm3ap,-0.03589158,0.028658856,0.006670424
Pcbp3,-0.005382745,-0.020391831,-0.011927517
Itgb2,0.0067596277,0.34847766,-0.2782767
Trpm2,-0.019733226,0.0060656583,-0.046345882
Icosl,0.024775052,0.011599133,-0.036026683
Gm30122,-0.04177474,-0.009197692,-0.018736236
Ilvbl,0.02254074,-0.06662627,0.033032153
Syde1,0.0101872515,-0.03259354,-0.020424476
2610008E11Rik,-0.004967326,-0.06588539,0.053905014
Gm47015,-0.07346396,-0.003092353,0.06454432
Gzmm,0.118677355,0.14051466,-0.21034889
Prtn3,-0.0070011616,-0.0329532,-0.0267641
Tmem259,-0.009058821,-0.010947459,0.016229695
Cnn2,-0.07353964,0.15441936,-0.058532692
Abca7,0.00078761525,0.013488392,-0.011216335
Arhgap45,-0.046048325,0.016225137,0.026284881
Gpx4,-0.14087294,-0.025476262,0.13915993
Sbno2,-0.08972651,0.025022507,0.056373168
Cbarp,0.0075501646,-0.011828616,-0.010617184
Cirbp,-0.07111724,-0.10117574,0.13932602
Mum1,-0.046198927,0.030714327,0.015079891
Gm26710,-0.004591144,-0.02409951,-0.030133922
Csnk1g2,-0.043023452,-0.07582099,0.095716834
Gm26541,-0.041916713,0.011887789,-0.025398804
Mob3a,-0.067219004,0.055395015,0.013567635
Izumo4,-0.1232703,-0.022014674,0.12155374
Amh,-0.032793593,0.010406619,-0.036742907
Gadd45b,0.048644204,0.077648915,-0.101903886
Matk,-0.052927755,-0.025371006,0.06464125
Tbxa2r,-0.025189538,-0.10314218,0.101991065
S1pr4,0.08949817,0.2070146,-0.2376635
Tle2,-0.027166694,-0.0016796704,-0.021294925
BC025920,0.0042606406,-0.02777855,0.018120296
Sirt6,0.01357944,-0.020155847,0.0016116296
Zfp433,-0.051672596,0.01803975,0.023703985
Gm32687,-0.025250545,-0.028034769,-0.015271491
Zfp873,-0.034626834,-0.0027362315,0.022682698
AU041133,-0.044951104,-0.0073721046,0.03273807
Zfp938,0.019221528,-0.026232751,0.0042484594
Gm4924,-0.010650974,0.009224401,-0.020211212
Glt8d2,-0.01900174,-0.02978052,-0.021249255
Eid3,0.00069136935,-0.006472672,-0.038525775
Washc4,0.06486053,-0.033844452,-0.028426811
1500009L16Rik,-0.08856821,0.22678708,-0.10241366
Ckap4,-0.01622689,0.0037382413,-0.04154686
Tcp11l2,0.0037248689,-0.022398094,0.014365548
Fbxo7,0.013871313,-0.022543669,0.0058915075
Hsp90b1,0.014313409,0.22603646,-0.18890508
Gnptab,-0.010919394,0.1906442,-0.13986675
Actr6,0.06485171,-0.0006696584,-0.0543664
Uhrf1bp1l,0.028533924,-0.01092591,-0.015605469
Tmpo,-0.03479768,0.13469939,-0.07590007
Nedd1,-0.014060148,0.016288845,-0.00083958195
Elk3,0.004389846,0.045512993,-0.03931269
Gm17745,0.10433459,0.035682894,-0.1231629
Lta4h,-0.08973782,0.040226992,0.04449084
Vezt,-0.093865186,0.017899498,0.06544726
Nr2c1,-0.022864833,-0.038066983,0.04006882
Tmcc3,-0.021966884,-0.0303962,-0.015607844
Gm48882,0.013318983,-0.01712839,-0.018255552
Socs2,-0.020015763,0.09446946,-0.072694786
Btg1,-0.1210952,-0.22283864,0.27678353
Atp2b1,0.019200072,0.17294411,-0.15151592
Galnt4,0.02881375,-0.008513205,-0.022275321
Dusp6,-0.0972276,-0.017634343,0.09608533
Gm35206,0.0024709813,-0.01678267,-0.04868299
Cep290,-0.061520457,-0.06674697,0.090167515
Zdhhc17,-0.020225758,7.260464e-06,0.0171133
Bbs10,-0.02740786,0.034397352,-0.048672058
Nap1l1,0.17019667,0.09798156,-0.22068807
Phlda1,-0.050661378,0.22443525,-0.13265838
Atxn7l3b,0.038491298,-0.01349717,-0.022022279
Rab21,-0.018094212,0.053580254,-0.02659196
Tmem19,0.035309076,-0.011597031,-0.020815024
Thap2,-0.06833225,-0.04280434,0.0913147
Zfc3h1,0.010155576,0.010663525,-0.016935911
Kcnmb4,-0.06733706,-0.030263053,0.072756186
Rab3ip,0.011676922,-0.046648845,0.026602253
Lyz2,-0.015180371,0.018275732,-0.053419054
Nup107,-0.06557106,0.057683244,0.010383125
Rap1b,0.07612598,0.30742696,-0.304881
Gm40773,-0.04405035,-0.015486311,0.01024937
Ifng,0.18350038,0.3010538,-0.3907775
Ifngas1,0.115941934,0.08681717,-0.16603513
Dyrk2,-0.066659115,-0.0405212,0.088112846
Lemd3,-0.0036664405,0.020494232,-0.012925932
Tbc1d30,0.00027909304,-0.0085352985,-0.037884425
Tmem5,-0.0130080385,-0.03547406,0.038755324
Ppm1h,-0.022433447,-0.05093572,0.058825996
Gm36208,-0.017503751,0.024252798,-0.048968285
Mon2,-0.012594595,-0.09095303,0.08179724
Ctdsp2,0.016549667,-0.015062683,-0.0022265513
Mettl1,-0.07746471,-0.13381839,0.17022933
Tspan31,0.02249998,0.012108106,-0.028514007
Slc26a10,-0.048405197,0.0215447,-0.030690689
Dtx3,0.020168683,0.04138944,-0.049442664
F420014N23Rik,-0.02583611,0.015657974,-0.043856177
Mbd6,0.019178648,-0.034161218,0.009574854
Ddit3,0.021441596,0.016091349,-0.030733611
Lrp1,-0.022214092,-0.014489932,-0.025401905
Nab2,-0.0425982,-0.065270185,0.087104775
Nemp1,0.021633623,-0.040232457,0.009064155
Zbtb39,-0.020097995,-0.04443817,0.014294643
Prim1,0.036391478,0.10641799,-0.11403444
Ptges3,-0.07809424,0.0685396,0.012491579
Gm47438,0.0067193983,0.02389671,-0.049419593
Baz2a,-0.0019482459,-0.015748234,0.01396618
Spryd4,-0.041213658,0.0061794003,0.030049928
Gm26847,0.029697336,0.014722781,-0.042594615
Stat2,-0.011503032,8.901165e-05,0.0096664885
Pan2,-0.064318955,0.03113406,0.030088313
Rnf41,-0.043995056,0.055495467,-0.011128635
Myl6,0.008362719,0.4285749,-0.34228015
A430046D13Rik,0.020750841,0.08925596,-0.08737332
Ikzf4,-0.015125807,-0.061731327,0.030902846
Rab5b,-0.06256495,-0.0189716,0.067792945
Dgka,-0.00719007,-0.104097955,0.08750395
Tmem198b,-0.03849356,-0.0019074827,-0.014806283
Gdf11,-0.007972726,0.07472701,-0.062344316
Rdh5,-0.031797573,-0.003532571,-0.031857427
Bloc1s1,0.07011656,0.04845924,-0.09724781
Tespa1,-0.23742492,-0.1460617,0.31519476
Gm31793,-0.020675115,0.0023219187,-0.03444263
Insr,-0.02728835,-0.046933353,0.05920306
A430078G23Rik,-0.032917034,0.04957903,-0.010916524
Arhgef18,0.016599383,-0.029350394,0.008906237
Zfp358,-0.038414337,-0.038120475,0.062328935
Mcemp1,-0.03484893,0.022719685,-0.0497898
Trappc5,0.019251615,0.014032696,-0.027269887
Lrrc8e,-0.004695216,-0.016728122,-0.0338768
Ccl25,0.02249241,0.014355551,-0.030265395
Abhd13,-0.022383196,0.039773997,-0.012163478
Irs2,-0.004318049,-0.03714832,0.015393941
Rab20,-0.022625899,0.032612592,-0.006587562
Naxd,-0.027335884,0.00968417,0.015562658
Cars2,-0.008263875,-0.015774414,0.019332169
Atp11a,-0.001982153,-0.0062795626,-0.0009061696
F10,-0.020814499,-0.0064158738,-0.040848177
Gm5608,-0.014156667,-0.0019335324,-0.031232027
Champ1,-0.029478187,-0.0054695276,0.027524328
Tdrp,-0.16048735,-0.16270089,0.2630892
Cln8,0.020493083,-0.013566487,-0.013995891
Kbtbd11,-0.14313844,-0.19883402,0.27666605
5830468F06Rik,-0.04050026,-0.08185099,0.09829747
Angpt2,-0.022518188,-0.0124027515,-0.02637028
Gm26853,-0.0012922633,-0.024689434,0.017023593
Ckap2,-0.07050623,0.12076552,-0.034778424
Ikbkb,-0.01611127,-0.053973496,0.05585088
1700041G16Rik,0.012041004,-0.034078367,-0.015004181
Kat6a,-0.00951294,-0.003782504,0.011010122
Gpat4,-0.038708102,0.0154137155,0.02070679
Fgfr1,-0.044355735,-0.013046074,-0.013012987
Letm2,0.062528275,-0.06766814,1.7748497e-06
D830025C05Rik,0.04418595,0.028399905,-0.059611235
Nsd3,0.07231553,-0.057741977,-0.016045673
Ddhd2,-0.06535846,-0.011503652,0.06431644
Star,-0.050746482,0.037495237,-0.020921506
Pomk,0.008936559,-0.04683231,0.010732867
Hook3,-0.016447969,0.0138511155,0.003088082
Gm45250,-0.034942932,-0.016036194,-0.013449473
Thap1,0.03272762,-0.005499233,-0.02339937
Gm45572,-0.045695644,0.011123306,-0.030356867
Rab11fip1,0.012404153,0.0025019776,-0.0153904455
Rnf122,-0.08707902,-0.10631716,0.15685727
Tti2,-0.053697053,0.023888819,0.026764713
Gsr,0.04778676,0.14726487,-0.15562698
Rbpms,-0.08152074,0.07718394,0.0026981593
Gm29243,0.08338483,-0.02361477,-0.05210664
Tnks,-0.039250392,0.017276417,0.017231569
Ppp1r3b,-0.026444312,0.013920031,-0.04957676
Micu3,0.047639664,-0.10141847,0.039000627
Mtus1,-0.025769146,0.026150906,-0.053540666
Cyp4v3,-0.07083284,-0.010543275,0.06819879
E030037K01Rik,-0.015950246,-0.017260786,-0.029424567
Wwc2,-0.02375798,-0.029091192,-0.020921294
Cep44,0.013689652,-0.0028927163,-0.009324369
Hmgb2,0.07105005,0.44287795,-0.40652528
Clcn3,0.023174867,0.01845251,-0.034047384
B230317F23Rik,-0.017484972,-0.022109963,0.015187161
Ddx60,-0.04925182,-0.061697654,0.08994218
Msmo1,-0.022705738,-0.031957418,0.04421293
March1,-0.031217137,0.0058009834,-0.04050431
Tma16,-0.016033396,-0.027716005,0.03524815
Nat2,-0.020437015,0.027794706,-0.00444133
Atp6v1b2,-0.009220446,0.046923924,-0.028896546
Lzts1,-0.013608122,0.0016025541,-0.009822714
D130040H23Rik,-0.023343666,0.0011237527,0.015888896
Zfp869,-0.024646603,0.016123397,-0.036259007
Zfp866,-0.048846133,-0.021615215,0.058249068
Gmip,-0.016824426,0.01732303,0.0006912196
Yjefn3,-0.0013673214,0.0006626824,-0.04090006
Tssk6,0.021897696,-0.047593955,-0.037155945
Mau2,-0.02435166,0.008354376,0.014076906
Rfxank,-0.032409135,0.0016612936,0.02613158
Homer3,-0.02434938,0.013214772,-0.023378044
Lrrc25,-0.037620567,0.037888948,-0.046891592
Jund,0.1347075,-0.012494886,-0.10424311
Rab3a,-0.05942501,-0.006092948,0.047190055
Arrdc2,-0.022416359,-0.008176023,0.0182617
Rpl18a,0.077381894,-0.42122823,0.26396027
Nr2f6,-0.040386885,0.042266946,-0.009797695
Abhd8,-0.08003815,-0.05475676,0.110570885
Ano8,-0.007800944,-0.0136242015,0.014581374
Bst2,-0.030354632,-0.052293558,0.066592455
Slc27a1,0.025039984,-0.062424924,-0.008560498
Zfp882,-0.05218675,0.009082099,0.012206353
Zfp617,-0.06538738,0.007833121,0.049217023
Cyp4f18,-0.02295331,0.015219353,-0.042837318
Tpm4,-0.09478743,0.21611999,-0.08880669
Klf2,0.00908221,-0.11691083,0.08375253
1700030K09Rik,0.035110544,-0.043967556,-0.0074004955
Slc35e1,-0.0323316,0.035941817,-0.0007459292
Gm17435,-0.05301949,-0.04416147,0.068277664
Large1,-0.03294523,-0.017859217,-0.016021475
Tom1,0.016923742,-0.04079531,0.017403021
Hmox1,0.045342084,-0.000756149,-0.050550435
Mcm5,-0.027152628,0.18749622,-0.12366488
Zfp827,-0.04995624,-0.016477969,0.03340153
Smad1,-0.04654128,-0.07075457,0.094731696
Otud4,-0.049365632,0.025730472,0.021658208
Inpp4b,0.07354991,-0.13294491,0.041728146
Il15,-0.061894298,0.05592434,-0.021724721
Elmod2,-0.014146297,-0.0163321,0.021061445
Ddx39,0.0092336675,0.15474169,-0.12884371
Adgre5,0.20979641,0.08190347,-0.24162993
Asf1b,-0.0554978,0.1734799,-0.08871106
Il27ra,-0.11579712,-0.09264642,0.1704718
4930432K21Rik,-0.010489555,-0.026199851,0.011686524
Gm26532,0.050005157,0.071802706,-0.09907631
Ier2,0.047446597,0.1335513,-0.14461325
Nacc1,0.080984324,0.03969081,-0.09958817
Nfix,-0.018667573,-0.081317544,0.079401165
Lyl1,-0.016964883,-0.0031935633,-0.04359078
Dand5,-0.06237529,0.03245875,0.027407113
Calr,-0.014288056,0.020921016,-0.0042696455
Dnase2a,-0.09565909,0.02009907,0.065245256
Mast1,-0.027613774,0.0056906254,-0.037446976
Junb,0.011163886,-0.060331896,0.037738428
Hook2,-0.016878994,0.034383856,-0.013713681
Fbxw9,-0.009515875,0.011628708,-0.009488668
Orc6,-0.023404527,0.09904394,-0.057655927
Siah1a,-0.036739882,-0.009065602,0.038186945
9430002A10Rik,-0.041409764,-0.00514124,-0.025339946
Adcy7,-0.10669,-0.09271396,0.16281639
Chd9,-0.05317754,-0.03374234,0.07140015
Rbl2,-0.03715735,0.029094176,0.008694316
Fto,0.022810614,-0.10130418,0.05992642
Lpcat2,-0.030443994,0.019898305,-0.045453645
Bbs2,-0.034895197,0.009267447,0.017841725
Mt2,-0.14213675,0.197294,-0.03400606
Mt1,-0.09933536,0.26149806,-0.12044896
Herpud1,-0.061657857,0.06172873,0.00390691
9330175E14Rik,-0.033020943,-0.06737414,0.08064421
Rspry1,-0.06600327,-0.026778487,0.07680914
Ccdc102a,0.017031567,-0.051949684,0.026216058
Adgrg5,-0.03302538,-0.09540975,0.1025755
Adgrg1,0.0011512776,-0.032591604,-0.030016545
Adgrg3,-0.018640403,-0.052903607,0.025157107
Mmp15,-0.043721166,-0.009120864,0.0067347265
4930513N10Rik,-0.033969365,0.039363243,-0.02188786
Tk2,-0.050254464,-0.06335005,0.09208321
Rrad,0.08104048,-0.06013848,-0.021556048
Hsf4,-0.067434594,0.1327899,-0.06297236
Elmo3,-0.01357593,-0.004166537,-0.027245626
Tppp3,-0.00040808806,0.09318982,-0.072541304
Ripor1,-0.0057942644,0.019834707,-0.012069355
Gm5914,-0.007791108,-0.10774293,0.09086351
Gfod2,-0.013927984,-0.047885776,0.049241558
Pskh1,-0.058593903,-0.009567985,0.057077013
Gm10073,-0.03620993,-0.100415245,0.109185845
Tango6,-0.024989523,-0.002720821,0.019550249
Pdf,-0.024842495,-0.01903418,-0.020210842
Nfat5,-0.07597421,0.020053629,0.048619617
Psmd7,0.0007829166,0.023575274,-0.019101627
Zfhx3,-0.019167116,-0.025702829,-0.01210446
Hp,-0.019118737,0.020722829,-0.05470283
Pkd1l3,0.0023935637,-0.0060106916,-0.0519408
Atxn1l,0.012062451,0.0046798293,-0.014556537
Ap1g1,-0.07399108,0.027428016,0.041173358
Znrf1,-0.1384469,-0.07982611,0.1796153
Ldhd,-0.009530401,-0.010193751,-0.04730445
Zfp1,-0.010301449,-0.08216578,0.072983555
Tmem170,-0.035021488,0.027298534,-0.01186023
Adat1,0.016593428,-0.07694833,0.043641984
Syce1l,-0.01901468,-0.028587485,-0.023667216
Maf,-0.059129123,0.07941107,-0.013549705
Gm45733,0.004267585,0.02035279,-0.044695515
Cdyl2,-0.06505668,-0.0030202062,0.05742585
Cmc2,0.025533304,0.13361281,-0.12611407
Sdr42e1,-0.00047534067,-0.03560799,-0.008809077
Mlycd,0.01822664,-0.027355134,0.005968383
Osgin1,-0.034058332,-0.0011292017,-0.02753661
Mbtps1,0.0029450261,-0.044395752,0.03223067
Hsdl1,-0.052875865,-0.047178898,0.081653975
Cotl1,-0.037835404,0.13062371,-0.07014124
Klhl36,-0.0024974986,-0.009746037,0.009736549
Usp10,-0.01847904,-0.04876239,0.053779177
6430548M08Rik,-0.020809392,0.0073707206,-0.04518257
Gse1,0.021163037,0.029395347,-0.041804757
Gins2,-0.10721292,0.23287912,-0.09139766
Irf8,0.03481584,0.16143979,-0.1588578
Gm20406,-0.018107943,-0.02588592,-0.026227288
Car5a,-0.008838089,-0.01990536,-0.021756733
Cyba,0.05442993,0.4031137,-0.3613572
Cbfa2t3,-0.02862831,0.012406426,-0.027142374
Gm45894,-0.022691406,-0.009709474,-0.008013745
Rpl13,-0.007591505,-0.46071538,0.3667655
Cpne7,-0.015618944,0.018067587,-0.057731025
Cdk10,-0.04127403,-0.06189548,0.08241581
Vps9d1,0.009510994,-0.0147666335,0.0024245514
Tubb3,0.084297106,-0.037267458,-0.042976063
Gas8,-0.008736855,0.0021252895,-0.0035115478
Rab4a,-0.024739785,-0.06205315,0.058101226
Gm45890,0.004733275,-0.039462537,-0.03108972
Galnt2,-0.00033156917,-0.010041281,-0.05178409
Ttc13,0.004963667,0.012357091,-0.013866094
Arv1,0.04823898,-0.08567301,0.017626917
2810004N23Rik,4.0845458e-05,-0.0101213055,0.007881623
Sipa1l2,-0.038367845,-0.003612793,0.0008906849
Gm26759,-0.0065287766,-0.014351846,0.0055680578
Irf2bp2,-0.09677105,-0.04329635,0.115769975
Itgb1,0.1519567,0.29853565,-0.36210957
Gm16741,0.042264894,-0.055897903,-0.025871644
Fhit,-0.048492834,0.025153985,0.0063354475
Gm48857,-0.035540603,0.0011443086,-0.03092699
Slc4a7,-0.00028910316,0.14594051,-0.113900006
1700062C10Rik,-0.052938797,-0.09545699,0.119467065
Top2b,-0.13868424,-0.020568497,0.13346891
Gm48321,-0.040768277,-0.022930894,-0.01231563
Nr1d2,-0.032079205,0.016348626,0.0141597185
Ube2e2,-0.019250218,-0.033930946,-0.013865229
Gm48283,-0.01671681,0.015628254,-0.056280196
Gng2,0.08997192,0.27617085,-0.29215375
Saysd1,-0.054844823,-0.06259999,0.09538182
Nudt13,0.036001332,-0.06684751,0.021812204
Gm30054,0.11664095,0.06579642,-0.15018578
Mss51,-0.08093696,-0.05650514,0.1126991
1810062O18Rik,-0.099757604,0.07165011,0.022233449
Usp54,0.023467133,-0.049904734,-0.02413044
Sec24c,-0.008837789,0.021408498,-0.009264004
6230400D17Rik,-0.10775622,0.08681722,0.019034255
Fut11,-0.08763296,0.03596841,0.046040066
Zswim8,0.0057180612,0.019851558,-0.02036627
Adk,0.02816278,-0.051937938,0.016785469
Kat6b,-0.00190627,-0.06331493,0.05113407
Rps24,-0.0798548,-0.5674293,0.51139313
Gm26660,-0.05144647,0.013287665,-0.011454702
Zmiz1,-0.03408033,0.094996214,-0.045454133
Zcchc24,-0.012987291,-0.034771424,-0.021375885
Dennd6a,-0.082403205,0.062384024,0.020953143
Ccdc66,-0.07661337,0.03556352,0.03702981
Dcp1a,-0.05116447,-0.0077609774,0.04864823
Mustn1,-0.018235384,-0.027497811,-0.023421079
Gnl3,0.01892009,-0.15548205,0.105593555
Nisch,-0.042138394,-0.09653618,0.11116973
Sh3bp5,-0.03892028,-0.09746593,0.10917312
Mettl6,-0.061663393,0.058315698,0.0065810303
Eaf1,-0.054616734,-0.011872396,0.050120797
Colq,-0.028858755,-0.012086467,-0.017327258
Ankrd28,0.0031062216,-0.053214923,0.03872903
Timm23,0.042003125,0.024816906,-0.05496132
Parg,-0.06244345,0.08114445,-0.0106138205
Gm46447,-0.026373945,-0.010369891,-0.02598808
Gm48914,-0.060346317,0.0029613506,-0.009483814
Mapk8,-0.05594535,-0.027177567,0.06860831
Gm49201,-0.048913684,-0.009152329,0.0013725414
Fam35a,-0.014030302,-0.017257584,0.025372878
Bmpr1a,-0.042439017,-0.032318998,0.00088568684
Gm49032,0.03548493,-0.02887109,-0.009686533
2610528A11Rik,-0.02262162,0.017402153,-0.049315866
Tspan14,0.005041504,0.07978861,-0.0666723
AC160336.1,-0.024117224,-0.03807533,0.050192617
Gpr137c,0.030632578,-0.0045254338,-0.07004916
Styx,-0.0004815763,-0.014366858,0.011644379
Cdkn3,0.053215563,0.12131527,-0.1399259
Socs4,-0.062036056,0.012131253,0.04301877
Lgals3,0.08535981,0.4230778,-0.40315065
Ktn1,-0.012112822,-0.05012503,0.049456604
Peli2,-0.03349905,-0.013997719,-0.024061047
Tmem260,-0.02461834,-0.07952033,0.083032206
Olfr742,-0.028311774,-0.015459115,-0.021824038
Gm26782,0.007861291,0.028909933,-0.029265132
Klhl33,-0.045069665,0.015056702,-0.028805919
Apex1,-0.110356495,-0.10315337,0.1740847
Tmem55b,0.026776286,-0.02983591,0.00067229604
Rnase6,-0.024910245,-0.024697192,-0.016648956
Arhgef40,-0.017891878,0.05383867,-0.046652872
Rpgrip1,-0.03281096,-0.030494688,0.05162189
Gm26590,0.01857265,-0.0010459526,-0.049565345
Rab2b,0.0030731796,-0.076358505,0.057121284
Mettl3,-0.050616704,0.078054346,-0.01820705
Sall2,-0.039611984,0.0039862185,-0.0010526327
Trav14d-3-dv8,-0.015472914,-0.019085689,-0.03174155
Trav13n-1,-0.010308717,-0.016472783,-0.037420034
Trav6-5,-0.039863475,0.0054532895,-0.033972587
Trav13-1,3.952296e-05,-0.019190283,-0.040964756
Trav14-1,-0.009659636,-0.082738884,0.07288857
Trav15-1-dv6-1,-0.02244114,-0.019156924,-0.028669115
Trav13-2,0.007532529,-0.018857151,-0.050805137
Trav14-2,-0.06334054,0.011950617,-0.005223678
Trav15-2-dv6-2,-0.0035313922,-0.03284804,-0.024536982
Trav3-3,-0.028935408,-0.016487662,-0.021613708
Trav4-4-dv10,-0.03244154,0.022007175,-0.044195674
Trav5-4,-0.025248704,-0.033676922,-0.016403822
Trav6-7-dv9,0.0034618587,-0.008247446,-0.054403033
Trav16,0.02928299,-0.038662236,-0.026228715
Trav13-4-dv7,-0.048475552,0.0008395829,-0.020958325
Trav14-3,-0.019706983,-0.0053783455,-0.03470387
Trav17,-0.016770696,-0.03720107,-0.01603903
Trav21-dv12,0.0024111136,-0.036663234,-0.019908886
Trdv1,-0.0200509,-0.027009604,-0.0027085138
Gm43647,-0.11856085,-0.015200632,0.11223821
Trav22,-0.06769037,0.014818199,0.03540381
Trdv3,-0.020806823,-0.023839474,-0.01960303
Gm30275,-0.01614017,-0.023092112,-0.025722215
Trdv4,-0.013747802,-0.010661064,-0.03527462
Trdc,-0.23073901,-0.011915903,0.20461614
Trdv5,-0.037011925,-0.001721824,-0.017803464
Abhd4,0.022261253,-0.007251902,-0.02139256
5330426L24Rik,-0.05491216,0.01737052,-0.018469628
Mmp14,0.0067235497,0.016439466,-0.030288357
Lrp10,0.017075282,0.08897515,-0.08404272
Ajuba,-0.011404772,-0.02869475,-0.020646965
Cdh24,-0.024608137,-0.014089274,0.029430287
Pabpn1,-0.025924476,-0.025844319,0.042156007
Zfhx2,0.06331933,0.051082805,-0.093546644
Dcaf11,0.02973298,-0.049426246,0.013491992
Irf9,-0.019591589,0.0045345062,0.013035646
Ipo4,-0.029777516,-0.009097098,0.03231867
Tm9sf1,-0.014185267,0.015735757,-0.00030109682
AC174678.1,-0.039605625,-0.009873409,-0.0018356849
Rabggta,0.022893397,-0.0132279135,-0.009030887
Cma1,0.022379806,0.026574228,-0.087841175
Gzmb,0.03944792,0.5627542,-0.47353637
Zmym5,-0.031644758,-0.0060537364,0.031518787
Zmym2,0.030056758,-0.051449776,0.014800608
Ift88,-0.033181194,-0.0036553533,-0.0049449853
Xpo4,-0.04848605,0.038199756,0.011161113
Lats2,0.03526013,-0.008709092,-0.023032343
Zdhhc20,0.09193632,-0.005456997,-0.07354635
Phf11a,0.09670754,0.13420922,-0.18682206
Phf11d,-0.014023977,0.022255383,-0.060950257
Phf11c,0.054731254,-0.017321883,-0.032776266
Atp8a2,-0.00229917,0.03526707,-0.046933997
Kpna3,-0.047405943,0.04388725,0.0057985457
Trim13,-0.023635685,0.017061388,0.004218924
Kcnrg,-0.047071613,-0.043621067,0.023444522
Dleu7,-0.027318714,-0.0030431782,-0.014745828
Fam124a,-0.018236095,-0.025762346,-0.026892398
Ints6,-0.03397596,0.012076457,0.0193117
Ctsb,0.036307134,0.18507268,-0.17548138
Blk,-0.02875698,-0.015766867,-0.022531139
Hmbox1,0.019315992,-0.07034194,0.038667697
Zfp395,-0.06414613,-0.022719208,0.068521164
Esco2,-0.05414124,0.08435752,-0.020153822
Trim35,-0.050054587,-0.03870509,0.07263842
Adam28,0.0011936165,0.0016454202,-0.04103346
Loxl2,0.060061213,-0.018197523,-0.050994955
Chmp7,-0.046148643,0.0015193471,0.03787165
Tnfrsf10b,0.031850167,-0.037164442,-0.015930474
Rhobtb2,-0.016809495,-0.0170516,0.027564067
Egr3,-0.053938832,-0.030807346,0.052907713
Polr3d,0.03344488,-0.025263678,-0.0085480595
Reep4,-0.008436064,0.005770455,0.0026269904
Fndc3a,-0.055366937,-0.013470474,0.057397984
Cysltr2,0.011673969,-0.025784185,0.0094977
Rcbtb2,-0.08527077,0.06777223,0.019165946
Lpar6,-0.17440087,-0.014073266,0.15861917
Nudt15,-0.016848665,0.023700422,-0.019526985
Lcp1,-0.13897772,0.20833154,-0.045312643
Gm4285,0.012225618,-0.037795532,0.016440786
Tsc22d1,0.03314909,-0.04487203,-0.004939369
Dnajc15,0.26295447,0.28468224,-0.44522232
Epsti1,0.07926265,0.24372919,-0.25771582
Akap11,0.023962567,-0.061630957,0.027921723
Rgcc,-0.0847645,-0.1837018,0.21542324
Naa16,-0.0062267333,0.10776962,-0.07901976
Rpl36a-ps1,0.02628196,-0.14556149,0.09160333
Dis3,-0.023331197,0.018986706,0.004897302
Pibf1,-0.045576915,0.0010400013,0.037762657
Tbc1d4,-0.06600169,-0.043492965,0.082613416
Kctd12,-0.009661915,0.009739818,-0.002835332
4933432I03Rik,-0.028110256,0.006096643,-0.027598677
Fbxl3,0.021676112,-0.024190594,0.0005736763
Mycbp2,-0.081941895,-0.13626447,0.17593196
Rnf219,0.022795968,-0.0032729104,-0.016734546
Rbm26,0.017899396,-0.011532095,-0.006130341
Spry2,-0.00913253,0.08634199,-0.09648911
Abcc4,-0.025742529,0.018795777,0.0052170106
Cldn10,-0.010304669,-0.013738767,0.00797193
Dzip1,-0.031631704,-0.09683319,0.102509215
Mbnl2,0.009631266,-0.06027611,0.038991995
1810041H14Rik,0.08616333,-0.04098864,-0.040869698
Gpr18,0.019844905,0.04974808,-0.05570618
Gpr183,0.25948006,0.061813597,-0.26796898
Timm8a2,-0.0015622302,-0.040040873,-0.016862873
A330035P11Rik,-0.009021813,-0.0006656083,-0.032986365
Pcca,-0.09846547,-0.10245893,0.16347706
Tmtc4,-0.023206593,0.035254043,-0.017006049
Gm26870,-0.050135512,-0.003406763,0.022019004
Alkbh8,-0.04267762,0.027346628,0.014733459
Cwf19l2,-0.024640096,-0.019562475,0.036155682
Casp1,0.0019627316,0.14390132,-0.11421102
Casp4,0.055297874,0.068887986,-0.10068332
Mmp8,-0.008496389,0.01254957,-0.060580224
Jrkl,-0.0031880476,0.0116233565,-0.0063926512
Maml2,-0.038712334,-0.03004541,0.056265395
Mtmr2,-0.040134363,-0.0028894483,0.036229454
1700019J19Rik,-0.028102992,0.0036841691,-0.03503561
Sesn3,-0.001099591,-0.10271558,0.0812678
Kdm4d,0.002948012,-0.010991138,-0.050395716
Ankrd49,-0.060507525,-0.02655182,0.07198028
