gene_name,0_CD25KO,0_CD25WT,0_P14NAV,1_CD25KO,1_CD25WT,1_P14NAV,2_CD25KO,2_CD25WT,2_P14NAV,3_CD25KO,3_CD25WT,3_P14NAV,4_CD25KO,4_CD25WT,4_P14NAV,5_CD25WT,5_P14NAV,6_CD25KO,6_CD25WT,6_P14NAV,7_CD25KO,7_CD25WT,7_P14NAV,8_CD25KO,8_CD25WT,9_CD25KO,9_CD25WT,9_P14NAV
Sec24c,0.058391843,-0.99852735,0.07800377,0.1325389,0.18340191,0.20344613,-0.25789037,-0.11385231,1.1706711,-0.3115136,-0.5528094,-0.57050806,0.0032963352,0.32659456,0.78794295,1.0163839,0.46374542,0.14949681,0.15828821,-1.1250265,0.4844695,0.5177748,-0.45272744,0.7785424,1.0689816,-0.6583038,0.2087061,-1.2756727
6230400D17Rik,-0.45876032,-0.32348374,0.45561865,-0.736494,2.5243678,-0.6440252,-0.25533465,0.056904983,-0.28904438,-0.7452654,-0.16829021,-0.27692562,-0.3693952,-0.45118466,-0.22531201,-0.49808097,-0.43906537,-0.5195983,-0.3646366,0.700664,-0.13746506,2.3983712,-0.2614605,-0.6767115,0.9385028,0.55771494,0.22619916,-0.42936242
Fut11,-0.50200576,-0.023992285,0.073742285,-0.6547038,0.111668535,0.2868681,0.117172256,-0.5211044,-0.35583717,-0.67353874,0.8360516,-0.48448923,0.45567757,1.0267055,-0.8413242,-0.21278787,0.38888723,-0.9845007,-0.8049686,1.1509517,-0.6616162,-0.18005872,-0.36329955,0.17385456,0.12410743,-1.3273541,-0.62944216,-0.0267651
Zswim8,-0.0020892096,-0.7638089,-0.6385701,0.08609988,1.7011383,-0.5448723,0.60856974,0.8399324,-0.49237847,-0.09967837,0.12662996,-0.46182746,0.42365342,-0.3055853,-0.5461987,-0.9733045,0.095889345,-1.1393665,-0.15485239,0.9287299,-0.33428344,-0.5661996,-0.3975603,0.605848,-0.40292904,-0.69173604,-0.23465905,1.2070152
Adk,-0.8087561,-0.9609915,-0.41693446,1.5701724,3.0620096,-0.20202158,-1.5472596,-1.1872773,-0.41512406,-0.47086638,-0.3093493,-0.5698294,-0.19333601,0.19753514,-1.0441803,-0.8861709,1.7440366,0.23863544,-0.9932352,-0.39510956,-0.9689462,-0.9163863,-0.41521165,2.6316514,1.2280324,0.8657584,0.35712016,0.13599452
Kat6b,-0.73481464,-0.51676834,0.18505396,0.15973116,-0.8771936,0.062221143,-0.12861164,-0.11714112,-0.44020194,0.17994484,-0.24558085,-0.3488213,0.17513955,-0.35350734,-0.23586641,-0.6452198,0.3024765,0.16092868,-0.54621494,1.1369187,-0.04247122,-0.5196482,-0.33712634,0.35898444,-0.5254958,-0.09042208,0.24954899,0.46765754
Rps24,1.5896665,1.5660137,6.1224627,5.767332,3.5385156,5.2271757,-4.4971414,-5.388961,-2.1179798,-2.1363542,-2.2211046,-0.4856022,-3.6701334,-4.212059,1.627685,-0.51688546,-2.37599,2.899999,1.3136617,4.6514378,-4.8121204,-5.2467923,-1.6247593,-0.83453256,-0.33722067,4.698177,4.7750325,3.326007
Gm26660,-0.19651707,-0.115263805,0.3484006,-0.21015677,-0.17422467,-0.23930149,-0.34342372,0.04594286,-0.18080983,-0.31711358,0.41191843,-0.19129874,0.4043594,-0.323799,-0.09900479,-0.28535533,-0.8784872,-0.2124705,-0.16467348,0.14563568,-0.25135812,-0.23492971,-0.19399393,-0.26095688,0.68466234,-0.021288773,0.06738364,-0.18125805
Zmiz1,-1.5629504,-0.8571284,-1.0486727,-1.1029326,0.0606915,-0.17824474,0.765087,1.1775774,-0.5709835,1.1275145,1.7539191,0.9048244,0.7867695,0.40916297,-1.328628,-0.15333064,1.2913148,-0.9787188,0.27311382,-0.4918211,0.32247803,-0.97390366,-0.5238405,-1.1708755,-0.34901464,-0.7366994,-1.8654606,-0.20199306
Zcchc24,-0.09644523,-0.05072924,-0.042113543,0.002380629,-0.04130617,-0.07979918,-0.22498836,-0.22539142,-0.1180631,0.33233085,-0.07857793,-0.16913226,-0.274008,-0.2904052,-0.12132487,-0.24841897,-0.21818563,2.4649227,-0.105026476,-0.22743298,-0.17070402,-0.14987329,-0.16557205,-0.19300674,-0.23422353,-0.10138469,-0.11543865,-0.1713488
Dennd6a,-0.77989954,-0.60400385,0.545603,0.17519188,-0.13487083,0.91641736,-0.22432695,0.6965061,1.4868219,-0.7358403,0.30809805,-0.39976716,-0.26819465,0.93052256,-0.5006694,-0.14586796,-0.358498,-0.87524503,-0.6380178,-0.45146742,-0.31111476,-0.72573173,-0.33949837,-0.7308344,0.382934,-0.4573054,-0.00362395,-0.87825495
Ccdc66,-0.21726836,-0.5611347,-0.0037064508,0.15644392,0.71556133,1.5036416,-0.08394434,-0.015957113,1.6133751,-0.39736524,-0.203641,-0.3857697,-0.8462108,0.73096144,-0.5257212,-0.8145788,0.3432699,-0.78380066,-0.59878266,0.02712239,0.14871843,0.23224661,-0.3193687,-0.7820375,0.43312865,-0.9525948,0.4791149,0.46697703
Dcp1a,-0.07808464,-0.5112368,0.5601916,-0.3691402,-0.7296774,-0.897416,-0.4040782,0.26547533,-0.29101512,0.4098705,0.16095254,-0.36845362,-0.18536131,-0.6837667,-0.54049027,4.1790743,0.1849309,-0.68531466,-0.5525695,0.45084193,-0.5135865,-0.1667477,3.6060681,0.32933414,-0.8195586,-0.09990324,-0.16132645,-0.10274737
Mustn1,-0.09121485,-0.034407184,-0.054116078,0.0033469533,-0.03722068,-0.07585358,-0.18982609,-0.2028931,-0.13339275,0.47191605,-0.20811567,-0.15885444,-0.13149057,-0.12897523,-0.061296355,-0.20809804,-0.68985605,-0.08693988,-0.08745273,0.3649999,-0.13475813,-0.1178485,-0.16640931,-0.11074595,-0.15340184,0.07220796,0.15414356,-0.09727128
Gnl3,2.2621176,1.0092907,2.2025397,2.6470692,0.7973343,1.9213872,-1.729558,-2.0849464,-0.97521186,-1.3299682,-1.9336567,0.5375718,1.2674165,0.9093999,-0.8234072,0.050626237,-0.9917743,-1.5469692,2.4146144,-1.1860445,-1.5742043,-0.90074015,-0.66649985,-0.7632956,-0.6672853,1.9426959,1.3279266,1.6188222
Nisch,0.11517084,0.14436363,0.812158,-0.0874874,-0.45053345,1.365644,-0.75823337,-0.6902675,-1.0742726,-0.05972092,-0.11612358,-0.81216234,-0.71436334,-0.50511885,1.7503576,0.22748764,1.1360687,0.25008255,-1.6392326,0.49624732,-0.0862779,-1.2253174,-0.7174681,1.0029168,-0.49143538,0.21988091,0.7855225,-0.8070481
Sh3bp5,0.120570995,1.1419275,0.12513879,1.9810803,3.3867166,-0.03740953,-1.701092,-1.8405066,-0.9772157,-0.47816443,-0.49178174,1.1967186,-1.20296,-1.3723028,1.333009,3.763485,1.7334354,-0.44893083,2.3936517,1.3266941,-1.21487,-1.0181972,-0.58704257,-0.11149107,0.3127084,1.3614031,1.3970498,1.3717242
Mettl6,-1.03205,3.3788898,-0.25856948,-0.9546331,-0.5276084,-1.031506,0.21367209,0.2191848,-0.45860574,-0.725096,0.0050498038,-0.4969717,0.46884373,0.0888547,-0.72192204,0.64449173,0.5746328,-1.153634,1.4507829,0.8495824,1.0075701,0.9230424,-0.4005801,0.12823054,-0.6890833,-0.51023114,0.40111145,-0.17201866
Eaf1,-0.5567522,-0.48602524,0.63108945,-0.7373274,-0.6221032,0.5689207,0.5274516,-0.84737146,-0.20771298,0.40605685,-0.7163229,-0.36859637,-0.7724104,1.3985434,2.1808307,-0.21602216,0.061970763,-0.56648034,-0.5339552,-0.013892622,0.31050405,0.68547744,-0.27147084,-0.7342379,-0.31404218,0.1972106,0.5783245,0.102322325
Colq,-0.15561318,-0.07135366,-0.2652958,-0.13701484,-0.12376934,-0.18005073,-0.2557881,-0.2823242,-0.18035771,-0.12619664,-0.13675469,-0.1698916,-0.11372544,-0.09394991,-0.025274998,-0.21828039,0.025477443,-0.17372434,-0.120720565,0.20166974,-0.17543085,-0.16282342,-0.18552145,0.6244023,0.74941283,0.18667018,0.37058488,-0.07761419
Ankrd28,-0.46441743,-0.36190593,0.65459377,0.498594,-0.5137317,-0.64125025,0.19737354,-0.60229003,-0.24261758,0.34554413,-0.36559543,-0.30266792,-0.1971745,0.06965019,3.207586,-0.60326415,0.8245419,0.9020761,-0.40682983,-0.93328583,-0.6483059,-0.61997914,-0.25682956,-0.8919219,0.16123013,1.0024638,1.1035802,-0.62746257
Timm23,-0.8537918,-0.7203219,-0.4448712,-0.25991198,-0.21041651,-0.7503655,0.3792767,0.12467882,1.9423007,-0.66077656,-0.3662466,-0.46449217,1.1648064,0.18062119,-0.8086929,1.4096192,-0.120869845,-0.1413232,1.049998,-0.46074748,2.6150577,0.85954434,-0.34816772,-0.4363454,-0.8831238,0.9155129,0.5326899,-1.0047482
Parg,1.1036407,-0.85949546,-0.46868265,-0.90595305,1.3561213,-1.0081522,-0.30290303,0.92196745,1.448676,0.55804753,0.576175,1.745712,-0.18140899,-0.34570366,0.97364354,-1.2039117,0.30043185,-0.40035114,0.7773491,0.01242429,-0.51360863,0.5519521,-0.39414686,0.06333317,0.2098542,0.10123641,-0.49793553,1.9940492
Gm46447,-0.089425705,-0.022711892,-0.30533665,-0.0011096518,-0.037173867,-0.07657649,-0.16412322,-0.18783452,-0.14742018,-0.060598694,-0.069905326,-0.15103438,-0.0166885,0.0016168596,-0.0118780965,-0.17618507,-0.28695473,-0.09307552,-0.07461791,0.34453022,-0.10748525,-0.09387633,-0.16779208,-0.04545592,-0.08888528,0.2155011,0.37811354,-0.037211195
Gm48914,-0.1853612,-0.10094405,0.36755124,-0.19204442,2.0365796,-0.22393668,-0.31427813,-0.33410227,-0.18405509,-0.23959316,-0.26835343,-0.18380956,-0.24085686,-0.2322059,-0.06781888,-0.26011246,-0.8794678,-0.20378089,-0.15006925,0.15549515,-0.2249065,0.48380595,-0.19210367,-0.21007018,-0.23727717,0.067609526,0.77898306,-0.1396754
Mapk8,-0.8776176,-0.6339756,0.036354937,-0.21272185,0.6997944,1.9489452,-0.56897724,-0.441214,-0.49364725,-0.6065709,-0.24700487,-0.3981408,0.2637084,0.4984756,1.9167829,0.31720665,0.53105086,1.0406537,0.9186167,0.89570063,-0.5019971,-0.33990282,-0.37317923,0.08268286,-0.8209578,0.6441163,-0.04652017,0.89357895
Gm49201,-0.20215693,-0.115990646,0.09029796,0.17093275,-0.18235883,-0.24927758,-0.3435873,0.041826036,-0.18852836,-0.28559154,0.013825728,-0.19049852,-0.2946949,-0.28979328,-0.083993815,-0.27880907,-0.025833678,-0.22208068,-0.16478617,0.12527232,-0.2487725,-0.23352516,-0.19611774,-0.24709721,-0.27140197,0.023179553,0.7715306,-0.16528465
Fam35a,0.013307597,-0.4441461,0.1889737,-0.2548075,-0.67803895,1.3129704,-0.2726023,-0.48593897,-0.31721407,0.24618497,-0.17932136,-0.3317193,-0.38768572,-0.2282024,-0.37123618,-0.65566176,-0.5074264,-0.6573898,2.24676,0.87781686,0.6753572,-0.083480835,-0.29166904,1.2857882,0.70547944,-0.7524061,0.99081975,-0.26638108
Bmpr1a,-0.11183907,-0.04947791,0.11854127,-0.039069,-0.064223126,-0.108125694,-0.21819626,-0.23223253,-0.14378005,-0.19458653,-0.22781341,-0.16466969,-0.16079603,-0.1576911,-0.0650635,-0.22095951,-0.29267165,-0.112139344,-0.101722226,-0.29049554,-0.15571895,-0.13914904,-0.1719493,-0.13551196,-0.17476079,0.06440761,0.15365578,2.4562464
Gm49032,2.490346,-0.27419084,0.30752563,0.22917196,0.9900743,0.57815975,-0.40867996,0.24984846,-0.2710174,-0.40871528,-0.38739437,-0.25551742,1.0048673,-0.54566884,-0.1794217,-0.44017923,-0.21067141,1.6376237,-0.31669274,-0.8939557,-0.054455616,-0.46606603,-0.2474428,0.9212387,0.31596977,-0.22365455,-0.13344014,-0.35320264
2610528A11Rik,-0.13148071,-0.076459564,-0.1446871,-0.06957282,-0.08714824,-0.13457792,0.78323454,-0.27538714,-0.13552341,-0.35028595,0.31637827,-0.1791017,-0.32518333,0.2291774,-0.12833329,-0.2706495,-0.72141707,-0.12602131,-0.1294107,-0.30379844,-0.2066271,0.5067174,-0.17496002,-0.23586139,-0.27128446,-0.11640469,-0.11904501,-0.19263577
Tspan14,0.03311196,-0.1501437,-0.40135995,0.27956495,0.04562082,-1.0936587,-0.19835468,0.6385135,-0.45565137,0.14914587,-0.04281109,1.863132,0.31598678,0.027943047,-0.72386384,0.65667695,-0.46755055,-0.31494394,2.249567,-0.1963595,0.0080636395,0.22200401,-0.39934158,0.71406406,1.7089007,-0.7917917,-0.02880315,-0.5061769
AC160336.1,-1.3382294,-0.51442134,0.48932478,1.4547988,1.803674,-0.21786357,-0.7103819,-0.8504428,-0.85722667,-1.0892732,-0.43288565,0.33281457,-0.40934986,0.76507556,-0.99311644,1.4421594,0.0037409547,-0.068056144,1.1671497,0.7811469,0.19810104,-0.72748893,-0.6273499,-0.7540054,-1.1732737,0.8902034,0.4658604,1.1226444
Gpr137c,-0.21734813,-0.11785697,-0.4436553,1.3215911,-0.2042888,-0.2761796,-0.3438232,0.39556858,-0.20945007,-0.19969228,-0.21400541,-0.18827868,0.5452476,-0.19706927,-0.043128744,-0.26090527,-0.52595884,-0.24803944,-0.16498756,-0.5418728,-0.24158385,-0.22954707,-0.20185477,-0.20920946,-0.2314295,0.1442129,0.33912206,-0.12173989
Styx,-0.04759756,-0.44947317,-0.034298524,0.97091883,0.997602,-0.9050106,-0.7590767,-0.39191842,-0.3683325,0.24988183,0.22553945,-0.32667068,-0.2816617,0.31221336,-0.27269426,0.010713623,0.6439994,0.69211054,-0.48452985,-0.36118352,-0.5182601,-0.31110656,3.7603946,-0.16659789,-0.8526482,0.48854306,-0.13313907,1.0847052
Cdkn3,-0.82934153,-0.9824434,-1.4993944,-1.0990504,-0.36389947,-0.7380412,-0.63294685,-1.0118743,0.0821478,4.7342176,3.1744807,3.6560357,-1.1470696,-1.1758066,-0.6107738,-0.762188,-0.6229054,-0.66143245,-0.23814656,-0.39375356,7.8383837,5.7222853,1.7547153,-3.0501423,-2.7997239,-3.7780378,-3.3235323,-0.89581335
Socs4,0.20128626,-0.18229848,0.27456704,-0.4796674,-0.118829824,-0.36581483,0.27975628,-0.8147475,-0.5377225,0.22912344,0.53977853,1.7799743,-1.0170639,-0.10835367,1.2984464,0.51764166,0.61812824,-1.2484653,-0.8507875,0.52239287,0.6223702,0.6928065,-0.42154628,-0.6369699,0.3920504,-0.43582794,0.34285283,-1.0629855
Lgals3,-1.1286774,0.11190788,-3.7395725,-2.8401172,-2.1100821,-2.7884095,4.115859,3.929742,-0.11804102,-0.22139406,0.1974067,-1.1596712,4.7892604,5.5747905,0.9394437,0.235618,-1.1240783,-1.357168,-0.81730676,-2.142187,4.4289365,4.1994576,-0.5509976,-1.9353867,-2.5853004,-4.1817822,-2.9989316,-3.2593732
Ktn1,-0.5573727,0.033481285,0.6737384,0.17739578,1.918667,0.009752954,0.23335356,-0.40489146,1.8656102,0.1947034,-0.40788758,1.1361258,-0.16294059,0.31087136,0.70347315,-0.67237914,-0.4023914,0.31134605,-0.7167842,0.3281594,-0.30677944,-1.06876,-0.5310178,-0.2303185,-0.18220276,-0.123600155,-0.07987679,0.10938225
Peli2,-0.12653,-0.04668826,-0.42147258,-0.07987562,-0.08644624,-0.13569978,-0.20814472,-0.23683937,-0.17061557,-0.06162922,-0.06412366,-0.15928732,-0.03551194,-0.01136239,-0.0038313481,-0.19002387,0.5056565,-0.14092386,-0.09678772,-0.35442802,-0.13750866,-0.12551649,-0.17832156,-0.070944816,-0.10838892,0.24453348,0.44485515,-0.041160613
Tmem260,-0.7573069,-0.5528,1.4551221,0.45366728,-0.9023114,-0.55167776,-0.62484545,-0.48300117,-0.42336878,0.10169966,-0.26950064,-0.36896348,-0.13219477,-0.37873986,4.0869346,-0.7173425,0.2648612,-0.8754343,-0.58365357,-0.8929273,0.19594851,-0.35765165,3.1311412,0.22535352,-0.8085622,-0.3812123,0.5802927,-0.35105464
Olfr742,-0.08126888,-0.021100655,-0.03828582,0.019072201,-0.02553333,-0.062338162,-0.16263372,-0.18146995,-0.13706177,-0.10010801,-0.11926524,-0.15179735,-0.05209909,-0.040659256,-0.030941755,-0.18399253,-0.25605974,-0.079625085,-0.073829755,-0.2377902,-0.10985257,-0.09471504,-0.16482088,-0.06209707,-0.10667384,0.15887561,0.28455266,-0.05713208
Gm26782,-0.8084241,-0.6469666,-0.36738873,-0.679361,-0.19545847,-0.096354425,1.1411703,0.6664686,-0.36746636,-0.6789203,-0.36714274,-0.42338714,0.25897583,0.28928912,-0.6104103,-0.91765666,-0.16491376,-0.8923779,-0.68244684,0.15143798,0.36970457,0.38361236,-0.34319288,1.6007977,-0.20597687,-0.0156115955,0.3261816,0.6555684
Klhl33,-0.073593445,-0.035181407,0.027505647,0.050279055,-0.011132977,-0.043651264,-0.19612838,-0.19426918,-0.10490031,-0.30663568,0.057261948,-0.16349925,-0.25397196,0.86522263,-0.12258853,-0.23757966,-0.6061687,-0.05447387,-0.09050032,-0.17472225,-0.15029879,-0.12872279,-0.15922731,-0.1725598,-0.2174987,-0.10853899,-0.13970189,-0.16447826
Apex1,1.4776024,2.7045176,2.2235935,0.5439602,-0.39777672,1.2851658,-1.849003,-1.4303669,-0.7583997,-1.2674623,-0.9735099,-0.6170462,0.04931927,0.73639566,0.74846935,-1.3224634,-0.78702825,-1.7959232,2.2583284,1.5481029,-1.4256138,-1.0486631,-0.5418877,-0.2689759,-0.25768563,1.5800277,0.70330817,0.7838455
Tmem55b,1.2461398,-0.9756015,-0.12508884,0.57986385,0.68667775,-0.75786006,0.4940251,-0.18506858,-0.65817285,-0.22872281,-0.46517032,-0.5405832,0.6238673,0.38587335,1.0864373,-0.78140086,0.08082717,0.20643832,1.6016724,0.7483583,-0.19748428,-0.5741142,-0.48051336,-0.81024903,-0.5168362,0.14833385,0.3488883,0.10922058
Rnase6,-0.02256965,-0.030310746,0.015684834,0.18060282,0.06283362,0.047180537,0.85814136,0.24167098,-0.03262018,-0.61033,-0.74786264,-0.17193963,-0.5317609,-0.6014545,-0.26645115,-0.30185887,-0.38976225,0.033835508,-0.09138448,0.013108613,-0.17786925,-0.14506155,-0.13970721,-0.308313,0.9418396,-0.5342542,0.5627153,-0.31867617
Arhgef40,-0.2684606,-0.19613299,-0.31579733,0.060220707,-0.26216382,-0.3422807,-0.5057009,0.27272013,-0.1763768,0.16224459,0.8695337,-0.23151265,-0.37663013,-0.4383419,-0.24587682,-0.4141155,-0.9139864,-0.2777046,4.3942537,0.6689713,1.115671,0.04371625,-0.20824309,-0.044412266,0.3324155,0.054413922,-0.54432404,-0.3842181
Rpgrip1,0.48960704,-0.5822529,0.74511373,-0.2684911,0.30025348,-0.23361479,-0.24941741,-0.93864346,0.4638551,1.0626346,0.0960419,-0.7837301,-0.032176986,0.5042541,-0.116564505,-0.002115924,0.29860333,-0.9062322,0.33858538,-0.1218999,0.60635525,-0.30436394,-0.6000536,-0.7466525,-0.6075342,-1.403726,0.5534295,-0.3098728
Gm26590,-0.14122257,-0.09375737,-0.38479385,-0.081635304,-0.097653344,-0.14636992,-0.30964598,0.07191205,-0.12580132,0.5546691,-0.0005095456,-0.1890171,1.0749296,0.36852765,-0.17821762,-0.30690297,-0.2666947,-0.12976982,-0.1475148,-0.3011947,0.55104333,-0.21807317,-0.17575094,-0.30943233,-0.34277773,0.4150592,-0.33870307,-0.25617573
Rab2b,-0.6691253,-0.47872102,0.27452996,0.29533517,-0.7889895,1.4754289,0.8468569,-0.43528008,-0.3928131,0.20012124,-0.33797163,-0.33730927,-0.37716463,-0.03902904,-0.27090788,-0.6337656,0.76965815,-0.77541465,-0.51187813,0.11026137,-0.7760531,-0.57423115,-0.31769565,0.32667264,-0.56515044,-0.17886679,0.0521421,-0.56140167
Mettl3,0.58223194,0.6915883,-0.44848868,-0.2325741,3.914742,1.0575877,-0.007612459,0.4003379,1.3959942,-0.52326417,0.72465575,-0.49482986,-0.4240503,-0.13697201,1.2841588,0.16898155,-0.45715794,0.19131836,0.8120331,0.65801513,-0.17530489,-0.19248767,-0.42515686,-0.16143447,-0.8688297,0.3841991,0.125145,-0.8699275
Sall2,-0.27500358,-0.15976879,0.4716961,0.0139162075,-0.27982304,-0.36647114,-0.049374774,-0.047101505,-0.2388023,-0.009385177,0.043833103,-0.20438133,-0.29604763,0.26292893,-0.052626338,-0.2962114,-0.19589858,-0.31866026,-0.20463409,-0.66855437,-0.29964438,-0.28862736,-0.21738116,-0.27711403,-0.28981957,0.12540944,0.7627213,-0.15432335
Trav14d-3-dv8,-0.15822804,-0.08095589,-0.022185285,0.65360373,-0.1254931,-0.18153422,-0.27659383,-0.29530925,-0.17062119,-0.21218318,-0.24032146,-0.17604554,-0.20056108,-0.19244002,-0.062101234,-0.24271417,-0.8277803,-0.17075765,-0.13111642,0.21345171,-0.19693558,0.51159227,-0.18484417,-0.17650849,-0.20820525,0.0800842,0.20472103,-0.122841164
Trav13n-1,-0.08135275,-0.02177992,-0.27064192,0.41355523,-0.025506552,-0.06225983,-0.16413175,-0.18233366,-0.13621591,-0.10689731,-0.12746584,-0.15225619,-0.058896624,-0.04839678,-0.033877537,-0.18587697,-0.69060683,-0.079232484,-0.07457768,0.37396422,-0.1114521,-0.09611783,-0.16473256,-0.06595408,-0.11048857,0.1503596,0.27122918,-0.06069183
Trav6-5,-0.08153882,-0.033285074,-0.2461771,0.02790581,-0.023237685,1.3631821,-0.18982495,0.20536141,-0.119970925,-0.23051909,-0.2770394,-0.1603153,-0.18202521,-0.18885759,-0.087640285,-0.21969944,-0.6495403,-0.07035208,-0.08739886,-0.21021008,-0.13950025,0.5715093,-0.16274317,-0.1352836,-0.1792643,-0.0057991357,0.026144372,-0.12538567
Trav13-1,-0.13177852,-0.052988827,-0.1974019,0.70164853,-0.09277308,-0.1430765,-0.22088036,-0.24727553,-0.16971602,-0.09336118,-0.10153187,-0.16250339,-0.06961194,-0.049071882,-0.016440742,-0.20060591,-0.8083022,-0.14536174,-0.10317133,0.25156608,-0.14888388,-0.13618782,-0.17928916,-0.09223253,-0.12869617,0.20870173,0.391587,-0.05824461
Trav14-1,-1.3125861,-0.52706164,1.4989688,-2.3489995,-1.6134621,-0.012973989,1.2244153,-0.5325054,-0.59993696,1.4113916,0.6922949,2.2273788,2.1582956,-1.0439899,-0.77303106,-0.26099885,-0.32715526,-1.4964262,-0.5965478,-0.80536234,0.6925587,-0.4372005,2.4593964,-0.41547382,-1.3301984,-0.3929909,0.021214187,0.2238074
Trav15-1-dv6-1,-0.10641697,-0.045613717,-0.3322896,-0.027841177,-0.05710255,-0.09960817,-0.21095681,-0.22463712,-0.14090854,0.4577946,-0.2239214,-0.16320981,-0.15414967,-0.15134904,-0.064535804,-0.21786849,0.15479362,-0.10543597,-0.098080084,-0.27840027,-0.15044826,-0.13375765,-0.17047527,-0.12959608,-0.16973612,0.06511417,0.9808662,-0.106746376
Trav13-2,-0.07648165,-0.020410636,-0.25148296,0.42494714,-0.018645022,-0.053895015,-0.16233145,-0.1780425,-0.13061509,-0.12607145,-0.15159343,-0.15242514,-0.07564392,-0.06862325,-0.043338194,-0.18933257,-0.67324203,2.4782176,-0.07365256,-0.22071488,-0.111868314,-0.09575168,-0.16303124,-0.07341747,-0.11865588,0.12213281,0.22413169,-0.0702757
Trav14-2,-0.21423106,-0.11693667,0.27252978,-0.25541556,1.9989988,1.1563503,-0.34257248,-0.36902407,-0.20592943,-0.21148328,0.109511934,-0.18835573,-0.22672735,-0.20946865,-0.04897435,-0.26298583,-0.51473975,-0.24314347,-0.16434635,-0.53186166,-0.24174213,0.4650061,-0.20077398,-0.21371736,-0.23638988,0.12675561,0.30993435,-0.12762223
Trav15-2-dv6-2,-0.09664762,-0.040913638,-0.06453991,-0.005839419,-0.04377304,-0.083494484,0.8514009,-0.2136772,-0.13248365,-0.20776169,-0.24663597,-0.16217263,-0.16662227,-0.16781975,-0.07427605,-0.2190062,-0.25487426,-0.091545835,-0.09404336,-0.25129095,-0.14649518,-0.12886186,-0.16741365,-0.13268794,-0.17432965,0.035328485,0.099335425,-0.11486806
Trav3-3,-0.13115963,-0.06345455,0.062222727,-0.07891468,-0.08955002,1.2853318,-0.2444567,-0.25954702,-0.15371408,-0.21132234,0.18328108,-0.17001775,-0.18672043,-0.18284751,-0.067924045,-0.23258863,-0.767329,2.4162738,-0.11493183,-0.33310723,-0.17500824,-0.1588019,-0.17716448,-0.15785274,-0.19391634,0.05904233,0.15624808,-0.11990292
Trav4-4-dv10,-0.09946976,-0.03352468,-0.09329039,-0.019045962,-0.049556572,-0.091115326,-0.18571071,0.19647007,-0.14748733,-0.107810386,0.30298057,-0.15631247,-0.06849556,-0.05519974,-0.030126935,-0.192746,-0.73095423,-0.1025653,-0.08544475,-0.2796777,-0.12620422,-0.11164726,-0.16986704,-0.07862909,-0.12023939,0.16401704,0.3030035,-0.06283467
Trav5-4,-0.116455026,-0.053024277,0.105727054,-0.048426412,-0.07022828,1.3090699,0.30286705,-0.23900788,-0.14585571,-0.20083436,-0.23450023,-0.16609332,-0.16922854,-0.16625606,-0.06672597,-0.22435208,-0.737852,-0.11764038,-0.10510946,-0.30018923,-0.16083507,-0.1442856,-0.17315812,-0.14210872,-0.18058701,0.06028153,0.14980929,-0.113064304
Trav6-7-dv9,-0.13762426,-0.07142983,-0.41753706,0.70012665,-0.097295366,-0.14741898,-0.26062387,-0.27266005,-0.15229736,-0.25273934,-0.29330614,-0.17413029,-0.23104316,0.76020014,-0.08447033,-0.2462595,-0.3307819,-0.14115332,-0.12303439,-0.33961278,-0.18954556,-0.17240338,-0.17831776,-0.18537872,-0.22022478,1.5384537,0.08600648,-0.14216574
Trav16,-0.23014359,-0.14501451,0.23172101,1.0794609,-0.21710603,0.8963083,-0.4012666,-0.094364606,-0.19030319,-0.10628554,-0.46022433,-0.20442729,0.2740945,-0.4344824,-0.1296211,-0.32167894,-0.92440236,-0.24940796,-0.19372061,-0.5280241,-0.29822367,0.40815344,-0.20209756,0.53818846,-0.3521022,0.26985478,-0.04504924,-0.23040563
Trav13-4-dv7,-0.13032013,-0.06401814,0.30092552,-0.07626623,-0.08819078,-0.1366931,-0.24593537,-0.25977063,-0.15159975,-0.22330855,-0.25907224,-0.17060995,-0.19824749,-0.19619349,-0.07333315,3.2545123,-0.76142293,-0.13389063,-0.11566502,-0.32850403,-0.17703924,-0.16044173,-0.17672786,-0.16399907,1.0131224,0.043200277,0.13089515,-0.12609674
Trav14-3,-0.07887374,-0.025957735,-0.25016704,0.029173143,-0.020937309,-0.05634981,-0.17412205,-0.1860219,-0.1263601,0.32776448,-0.20380016,-0.15577511,-0.120099165,-0.118803635,-0.061729122,-0.20208764,-0.6640081,-0.07140555,-0.0795489,0.39302403,-0.12360881,0.58595383,-0.16299231,-0.09938243,-0.1440509,0.069069624,0.14217909,-0.09326072
Trav17,-0.03720678,-0.008822788,0.13487805,0.12529248,0.036557473,0.013363452,-0.14659077,-0.14278382,-0.086243525,0.37272444,-0.33893436,-0.15340167,-0.2047568,-0.22495306,-0.117030054,-0.21557097,-0.5352276,-0.009830867,-0.06558207,-0.094556294,-0.11388229,-0.09163317,-0.14941199,-0.130265,-0.18120432,-0.0979372,-0.14380313,-0.14443815
Trav21-dv12,-0.17724948,-0.10331377,-0.059257586,0.22631444,-0.14852786,-0.20843017,-0.32168385,-0.33255765,-0.16804573,-0.06363923,-0.07635222,-0.18736556,0.81428033,-0.32323042,-0.10554829,-0.27965274,-0.8336079,-0.18722284,-0.15371978,0.80452925,-0.2369938,-0.21956542,-0.18843639,-0.25076282,-0.27892813,1.1545956,0.49408662,-0.18205002
