gene_name,P0,P1,P2,P3,P4,P5,P6,P7
Gm48321,-0.027895108,-0.021188324,0.048151374,-0.030373134,-0.016606376,-0.0015883574,-0.05784831,-0.049603026
Nr1d2,0.016517645,0.078468144,0.07047242,-0.10799746,-0.04493833,0.018069856,-0.033434168,-0.10753879
Ube2e2,-0.013480513,-0.044180997,-0.0184888,-0.035547722,0.018049685,-0.029294424,-0.04151652,-0.03972529
Gm48283,-0.05660366,-0.0041586133,0.018175876,-0.029100453,-0.020812063,-0.011770341,0.052807767,-0.04067797
Gng2,-0.28600183,-0.5162231,-0.7038704,0.3754497,0.3760722,0.0991169,0.6713026,0.745592
Saysd1,0.06281975,0.04356607,0.27183113,0.032270078,-0.013044155,-0.12608387,-0.07201262,-0.29044455
Nudt13,0.003133439,0.03570185,0.122102946,-0.06507925,0.033973686,-0.06851021,0.00448108,-0.060155153
Gm30054,-0.15697072,0.0066330326,-0.15539736,0.6096576,0.027874002,-0.18519202,0.45011714,-0.06875684
Mss51,0.105718076,-0.11641266,0.017400749,-0.13009645,-0.04950181,0.06665551,-0.12856588,-0.105638914
1810062O18Rik,0.0053166477,-0.058324657,-0.025125088,-0.019985579,-0.070412226,-0.017370887,0.09839895,0.060382545
Usp54,-0.0233647,-0.084963955,-0.031769402,0.21468265,0.05900475,-0.054141965,-0.03005905,-0.0757386
Sec24c,-0.00535865,-0.021633372,-0.13146715,0.19468209,0.028476072,-0.069488265,-0.020900747,0.13134894
6230400D17Rik,0.021843053,-0.1061082,0.04740636,-0.0076200874,-0.06942778,-0.05647909,-0.02243487,0.36295906
Fut11,0.035504226,-0.11784236,-0.21887329,0.03077251,0.11534277,0.06590736,-0.059501212,-0.11746155
Zswim8,-0.031947084,-0.019212717,-0.033251245,0.040103987,-0.004537292,0.027234338,0.15098639,-0.14100094
Adk,0.010243863,0.20663403,0.12852687,0.45165557,-0.0027332674,-0.053260073,-0.29743192,-0.27389106
Kat6b,0.04283321,-0.046755668,0.038251612,-0.003217734,-0.024326812,0.0057956004,-0.034274023,-0.09762509
Rps24,0.48712733,0.923136,1.2186652,-0.14266163,-0.61895984,-0.40631554,-1.1140374,-1.4509357
Gm26660,-0.010523818,-0.087222345,-0.0149825895,0.024076931,-0.0058540013,0.045245506,-0.030319799,-0.07469405
Zmiz1,-0.05572397,-0.1904283,-0.30889675,-0.1877721,0.0806889,0.32032293,0.2057402,-0.12981711
Zcchc24,-0.0049100416,-0.05247336,-0.0433354,-0.04940276,-0.048339043,0.038124874,-0.051525686,-0.050888594
Dennd6a,-0.0034514223,0.0010060184,-0.11053419,-0.06451656,0.05955699,-0.0004584676,0.08641827,-0.16313925
Ccdc66,-0.0020449888,0.03778563,-0.024479462,-0.06672295,0.0030045167,-0.03421737,0.0142140165,0.04689907
Dcp1a,0.06653393,-0.14186254,-0.04418594,-0.03346443,-0.07898015,0.071234025,-0.010802721,-0.040991887
Mustn1,-0.023199504,-0.0521273,0.009607586,-0.031382706,-0.024196371,0.033791997,-0.04572492,-0.041420832
Gnl3,0.09625874,0.36230913,0.44006997,-0.16292207,0.15925273,-0.3048584,-0.43312544,-0.3475467
Nisch,0.10705604,-0.023146676,0.05292542,0.08417607,-0.090254985,5.265169e-05,-0.17312512,-0.22217822
Sh3bp5,0.13287108,0.27039495,0.3729784,0.010307226,-0.20175509,-0.06623523,-0.4005544,-0.3222677
Mettl6,0.030870674,-0.21444842,-0.026902562,-0.04810702,0.03302781,-0.03569144,0.038598288,0.26023772
Eaf1,0.032867577,-0.1347571,0.08275086,-0.12744737,0.077138,-0.03203266,-0.05886103,0.14012839
Colq,-0.01687468,-0.075009316,0.047115058,0.14584345,-0.019756163,-0.004248009,-0.06234409,-0.05382971
Ankrd28,0.047127802,-0.020825084,0.18047354,-0.1054914,0.00080111006,0.0047797086,-0.06019861,-0.18534061
Timm23,-0.046029206,-0.11171845,0.0837475,-0.13944943,0.08745992,-0.07412149,0.07980442,0.44355264
Parg,-0.02451995,-0.1656238,0.0666519,0.023984106,-0.04316187,0.1422313,0.10610853,0.017981563
Gm46447,-0.02596751,-0.05270284,0.053406537,-0.017047215,-0.004695406,0.008779059,-0.04169849,-0.03430066
Gm48914,-0.008660857,-0.03516452,0.07735016,-0.051911436,-0.040740743,-0.028554747,-0.07420548,0.04449287
Mapk8,0.04858622,0.006999899,0.10633229,-0.065895475,0.06525721,-0.05558581,-0.1159197,-0.124251425
Gm49201,0.0024826329,-0.04056195,0.07036754,-0.059820462,-0.04953503,0.0009666563,-0.030959375,-0.07418752
Fam35a,0.015256384,-0.05074182,0.009236573,0.22853097,-0.05129091,0.018794263,-0.090984665,0.059512097
Bmpr1a,-0.014412662,-0.059087854,0.16498348,-0.036541343,-0.028730791,-0.020210335,-0.05212935,-0.0474514
Gm49032,0.007906858,0.021167476,-0.069081716,0.14586328,0.014249835,-0.05600134,-0.0128358435,-0.08913765
2610528A11Rik,-0.04914503,-0.064283,-0.04659185,-0.058338296,-0.0054596853,0.031522434,0.036212035,0.05062712
Tspan14,-0.04265595,-0.050990466,-0.1250363,0.2436067,0.017363613,0.03848216,0.0515437,0.027235216
AC160336.1,0.054313973,0.16375223,0.20373183,-0.20706792,0.03360202,-0.11109243,-0.18490535,-0.10644538
Gpr137c,-0.07014516,0.10049311,0.036481515,-0.05127445,0.015070825,-0.019105693,0.012027689,-0.07276504
Styx,0.011430083,0.06230239,0.092203766,-0.10138657,0.004339846,0.06662715,-0.12568171,-0.062649384
Cdkn3,-0.15343362,-0.21861394,-0.82949334,-0.6536225,-0.18744184,0.7806395,-0.18284896,1.8847809
Socs4,0.04590534,-0.12369558,-0.0803624,-0.051405188,-0.07674345,0.112638965,-0.08312075,0.17658022
Lgals3,-0.37098187,-0.543436,-0.97885865,-0.48839194,0.8171485,0.02255088,0.86277604,1.1972176
Ktn1,0.03223143,0.015963538,-0.024414824,-0.04962599,0.015651016,-0.004542916,0.00011439139,-0.22070526
Peli2,-0.023893183,-0.06558145,0.06371541,-0.022134202,-0.0070832204,0.009335744,-0.05217238,-0.043157943
Tmem260,0.06803618,-0.03197847,-0.0042767124,-0.046097636,-0.031689573,-0.0031794384,-0.12516245,0.0065400954
Olfr742,-0.021709146,-0.049456187,0.03575895,-0.020821592,-0.010902006,-8.082915e-05,-0.040618725,-0.034677617
Gm26782,-0.047206562,-0.1408865,0.06613003,0.1880764,0.037257653,-0.075423494,0.18140517,0.09749333
Klhl33,-0.028547183,-0.044630382,-0.046400752,-0.045225274,0.056037184,0.0045714667,-0.044813983,-0.044937413
Apex1,0.17005602,0.05345073,0.28088462,-0.06145638,0.06795342,-0.1932009,-0.3607197,-0.35181907
Tmem55b,0.019256327,0.01199988,0.05214328,-0.15558387,0.076344505,-0.05263197,0.012149492,-0.1270515
Rnase6,-0.015945029,-0.023730129,-0.020033434,0.040930726,-0.09383571,-0.11351256,0.10814626,-0.05060296
Arhgef40,-0.029460056,-0.059238654,-0.088933684,0.020859763,-0.068840176,0.13590832,-0.0176213,0.13404243
Rpgrip1,0.053597916,-0.08367171,-0.11000316,-0.15538542,0.03871143,0.11209439,-0.13213585,0.011195415
Gm26590,-0.04920656,-0.06641515,-0.020692354,-0.07438387,0.10045467,0.06442027,-0.023129726,0.024532724
Rab2b,0.03393725,0.020471668,-0.056180935,-0.011004928,-0.033361077,-0.0034262359,0.018565426,-0.19414838
Mettl3,-0.021440007,0.045644373,-0.008853307,-0.10216098,-0.0396736,0.06442735,0.068958834,-0.06201666
Sall2,0.00019948006,-0.06619516,0.080557846,-0.06540314,-0.00023054349,0.025826799,-0.015165266,-0.08948472
Trav14d-3-dv8,-0.031394277,0.022790376,0.014585183,-0.04490929,-0.03447884,-0.023100365,-0.06572599,0.05243544
Trav13n-1,-0.03754406,-0.00061069825,0.033155087,-0.021668768,-0.01205716,-0.0015719545,-0.04085125,-0.0350946
Trav6-5,-0.049871597,0.0005823334,-0.014643902,-0.036915183,-0.033010628,-0.028751187,0.0044959844,0.06930886
Trav13-1,-0.04100692,0.030787483,0.05294696,-0.026742976,-0.012771898,0.0024690107,-0.054625925,-0.04625827
Trav14-1,0.046924114,-0.3763633,-0.0336741,-0.17679669,0.044860665,0.22445859,0.038686518,0.04369749
Trav15-1-dv6-1,-0.028463053,-0.057246808,0.10198661,-0.03531603,-0.02771878,0.03082005,-0.050478343,-0.045928143
Trav13-2,-0.035116564,0.0012396429,0.024327243,-0.023378512,-0.015014835,-0.005890984,-0.040070422,-0.03506119
Trav14-2,-0.020338353,0.0034936192,0.031017803,-0.052309584,-0.037700795,0.017952902,-0.08146525,0.039316047
Trav15-2-dv6-2,-0.02427218,-0.05367285,-0.0014745613,-0.036132812,-0.030056598,-0.023428116,0.050183326,-0.044620283
Trav3-3,-0.0211787,-0.016792005,0.0071068406,-0.04118479,-0.0327184,0.026717506,-0.058081694,-0.053010944
Trav4-4-dv10,-0.0443701,-0.05569832,0.038029965,-0.024203077,-0.013292505,0.048860326,0.0033631658,-0.039443348
Trav5-4,-0.031982653,-0.011772208,0.0069230697,-0.0379277,-0.030064553,-0.021486726,-0.0043420205,-0.048911218
Trav6-7-dv9,-0.054425836,0.030349283,0.14999454,-0.047148656,0.048343126,-0.0324532,-0.061175518,-0.056966063
Trav16,-0.03865865,0.110443346,-0.00077665993,0.03579886,-0.0245471,-0.040848024,-0.05305593,0.023347637
Trav13-4-dv7,-0.0044759214,-0.06520753,0.002224835,0.06622313,-0.03469887,-0.026135866,-0.05821428,-0.053512968
Trav14-3,-0.0347077,-0.047897696,0.0081742,-0.029056022,-0.022528894,0.023141026,-0.042082615,0.07354247
Trav17,-0.015733078,-0.03232397,-0.044548627,-0.036431786,-0.037854813,0.010776571,-0.03359176,-0.03444405
Trav21-dv12,-0.01916584,-0.031549715,0.15430664,-0.06097531,0.02159704,0.0076015135,-0.074458845,-0.07041244
Trdv1,-0.016965235,-0.021303082,-0.076107584,0.1224219,-0.045315664,-0.015252593,-0.009934197,-0.030232571
Gm43647,0.086438924,-0.289229,-0.04426081,-0.054049063,-0.090004615,0.09370224,0.0142301945,0.1001111
Trav22,0.037656143,-0.14536722,0.018763425,-0.09021488,0.047434572,0.020529501,-0.09224664,0.12994337
Trdv3,-0.018993637,-0.052193023,-0.075899415,-0.060159013,-0.018441629,-0.015593214,0.043972176,-0.05630434
Gm30275,-0.025569024,-0.05376055,0.023111226,-0.027929552,-0.018981187,0.040855255,-0.045788363,-0.040428944
Trdv4,-0.035024613,-0.051020067,-0.05083297,-0.050957195,-0.050935417,0.04959781,-0.0017310358,0.060689613
Trdc,0.1741511,-0.8499719,-0.1984283,0.20552865,0.012719135,0.03934065,0.09418688,0.3438345
Trdv5,-0.017205406,-0.050273605,-0.07150927,-0.057409365,0.039469637,0.031372502,-0.052475907,-0.053956434
Abhd4,-0.0015069566,-0.15155895,0.06551756,0.22934797,-0.047928933,-0.027732065,0.05125283,0.08173114
5330426L24Rik,-0.01789162,-0.05073932,-0.06755648,-0.056390345,-0.014966025,0.032949854,-0.05248339,0.058104735
Mmp14,-0.012368552,0.054988667,-0.0033344938,-0.15086605,0.010752226,-0.16707104,0.040285423,0.28172907
Lrp10,-0.09277539,-0.3937067,-0.33797434,0.26725388,-0.04797996,0.19682114,0.3697704,0.36053815
Ajuba,-0.020269198,-0.0376545,0.057477154,0.068424694,-0.050337102,-0.0036393371,-0.040561628,-0.042515986
Cdh24,0.020290527,-0.09463386,-0.06509962,0.019914158,-0.02593073,0.13850763,-0.100482866,0.061942358
Pabpn1,0.021718562,0.11065947,0.07383559,-0.09643402,-0.15480754,0.1146067,-0.018000254,-0.23742469
Zfhx2,-0.10865713,-0.075463675,-0.018184472,0.45484343,0.031175736,-0.088173166,0.29745,-0.042703774
Dcaf11,0.0036104915,0.12074216,0.052293725,0.0192557,-0.101980604,-0.006121537,-0.056445237,0.008544233
Irf9,-0.013229321,0.023661455,0.09649393,0.13982171,-0.20626357,0.062126216,0.12657985,-0.13681877
Ipo4,0.023368772,0.03497034,0.16285156,0.18856719,0.032272615,-0.09200705,-0.08184046,-0.22222708
Tm9sf1,0.029713657,-0.046402834,-0.01807132,0.0013729286,0.042458475,0.008917628,-0.03151494,-0.13139255
AC174678.1,-0.028910289,0.056861296,0.091560274,-0.069188885,-0.025639674,-0.002192209,-0.040349916,-0.07929717
Rabggta,0.0084281815,0.005233441,0.004687992,-0.017404376,-0.082098104,0.025271587,0.054057863,-0.0553726
Cma1,-0.11895409,-0.11155244,0.057676468,-0.062048852,0.004741276,0.00841062,0.3052999,0.04212016
Gzmb,-0.4449724,-0.58829373,-1.2654144,-1.2185726,0.80382395,0.41518,1.0864873,1.3755217
Zmym5,0.011973841,-0.09827753,0.10377862,0.077236615,-0.040927093,0.04925846,0.07053609,-0.18637004
Zmym2,0.038440138,0.043557987,0.07396354,-0.06990906,-0.022895977,-0.029743087,-0.06301553,-0.09364158
Ift88,-0.0036877997,0.04041951,0.017490666,-0.07847417,-0.071929134,0.008154189,-0.04819239,-0.008411319
Xpo4,0.014209015,-0.071197264,0.23180111,-0.102687724,0.049014002,0.0021041876,-0.055079676,0.010584218
Lats2,-0.030996813,0.0891795,0.0037568656,0.0045026205,-0.07084084,-0.040757544,0.12745565,-0.0373345
Zdhhc20,-0.053776287,0.0021831589,-0.08687681,0.027322764,-0.043097224,0.03722479,0.08139431,0.23320742
Phf11a,-0.18006186,-0.15063612,-0.30955178,-0.2782711,0.12723131,0.14959872,0.43183312,0.49916995
Phf11d,-0.044751223,0.022142556,0.00654963,-0.067986555,-0.06531603,0.03938143,0.025466094,-0.071716845
Phf11c,-0.041365527,0.076436415,0.011700638,0.39097401,-0.07726092,-0.06977293,0.0032435325,0.04509597
Atp8a2,-0.030207368,0.18546563,0.022871336,-0.07139282,-0.0052847797,-0.036838353,-0.05469829,-0.0944772
Kpna3,-0.0173158,0.017495295,-0.13693143,-0.22800843,0.2642985,0.14985909,-0.17708187,-0.1145287
Trim13,-0.00057276577,0.06712794,-0.0075134696,0.16511717,-0.030266553,-0.0068268403,-0.035234034,-0.15961185
Kcnrg,0.02485271,-0.09711625,0.036971748,-0.05205905,-0.03645035,-0.019422976,-0.038810097,-0.07386183
Dleu7,-0.023305759,-0.029074423,0.018290656,-0.0028071802,0.10133806,-0.05099017,-0.07814974,0.0010680764
Fam124a,-0.026723979,-0.055069413,0.018390026,-0.030385053,-0.021833904,-0.0125055425,0.0017996548,-0.0423296
Ints6,-0.0029087174,0.0034515695,0.06847869,0.074296854,0.038115285,-0.014795941,-0.06452773,-0.01283104
Ctsb,-0.17073987,-0.41643608,-0.51385397,0.49896532,0.27034873,-0.0146436505,0.5073663,0.31537893
Blk,-0.022420293,-0.05012752,0.035998955,-0.021186693,-0.01116102,-0.00022411483,-0.04119555,-0.035190906
Hmbox1,0.02704589,0.0040944656,0.09325195,-0.06110135,0.00019072492,0.008227286,-0.04957054,-0.11168241
Zfp395,0.0748954,-0.061944272,0.2298341,-0.074009374,0.03292459,-0.09613291,-0.081086844,-0.17282687
Esco2,-0.0008944209,-0.123867705,-0.65468407,-0.62357175,-0.37205955,1.4500115,-0.2865978,-0.39599538
Trim35,0.04260813,-0.19492692,-0.0015391773,0.11220408,0.03341221,-0.04073521,-0.088346355,0.2587541
Adam28,-0.04058274,-0.08541648,-0.018313086,0.052899774,0.08546393,-0.04653543,0.06844664,-0.07377897
Loxl2,-0.036297634,0.00070857035,-0.002149942,-0.06727027,0.022709273,-0.011366261,0.073052965,0.025897568
Chmp7,0.05312919,-0.064931884,0.051036313,-0.029033951,-0.0029590852,0.030803803,-0.11992214,-0.020447528
Tnfrsf10b,-0.048837326,0.1590367,-0.014830998,-0.030748073,0.07458557,-0.070827805,-0.0019340832,-0.11316545
Rhobtb2,0.042104863,0.04418982,0.13292892,-0.15045689,-0.06805119,-0.002508196,-0.083789155,0.0011789117
Egr3,0.055354785,-0.075237684,0.04562735,0.021501426,-0.08148755,0.07005854,-0.113077946,-0.106762245
Polr3d,0.016362831,0.014193359,0.13887542,0.05614129,0.13920227,-0.17314912,-0.09953149,0.0044465405
Reep4,0.0059298254,-0.10934035,-0.44026193,-0.4115846,-0.30387437,0.68447036,-0.19304371,0.50487536
Fndc3a,0.056920756,-0.08656975,0.19020416,0.0015737332,-0.032634567,-0.09641475,-0.0032254688,-0.042447325
Cysltr2,-0.00052311877,-0.04340792,0.014125125,0.05237177,-0.054708906,-0.023701008,-0.0033423204,0.21735294
Rcbtb2,0.010486892,-0.27509615,-0.13367239,-0.14762017,0.06384817,0.10729075,0.12911257,0.12269973
Lpar6,0.17243716,-0.30532438,0.28856468,-0.04677634,-0.10838061,-0.047073677,-0.12358228,-0.041193694
Nudt15,-0.056574605,0.084575966,0.08652969,-0.08792453,-0.05091271,0.04848419,-0.021365717,0.16922487
Lcp1,-0.0352223,-0.84260637,-0.7415561,0.049859896,0.29595,0.16967043,0.38035408,0.7632653
Gm4285,0.023278503,0.05169231,-0.048173,-0.05065598,-0.06670026,0.008705616,-0.04073971,0.0025571103
Tsc22d1,0.037338834,0.07984618,-0.07493558,0.016571263,-0.027252946,-0.061280966,-0.1226347,-0.016834684
Dnajc15,-0.41953626,-0.053429086,-0.7755727,0.5199212,0.29375747,0.048505068,0.6586747,0.85160035
Epsti1,-0.27397144,-0.45818037,-0.92153627,0.33578178,0.2342376,0.12230149,0.8254031,0.6331439
Akap11,0.031330343,0.039003905,0.035279114,-0.0024136791,0.0572389,-0.006080024,-0.110393584,-0.19283491
Rgcc,0.22267476,0.15430321,0.4700615,-0.2842871,-0.17031659,-0.09036061,-0.45797503,-0.35283843
Naa16,-0.05096683,-0.033188544,-0.17729002,0.10367955,0.14148365,0.1613817,-0.045780767,-0.10867089
Rpl36a-ps1,0.06759084,0.45929453,0.34749192,-0.02874629,-0.12682422,-0.1545442,-0.3329069,-0.3651915
Dis3,-0.0015245954,0.022601603,0.014788372,-0.24111657,0.16052456,0.057079118,-0.109116286,-0.051197406
Pibf1,0.0540744,-0.041759487,0.17475647,-0.07931469,-0.074557364,0.006858808,-0.055742577,-0.054202463
Tbc1d4,0.084878765,-0.19873048,0.06133454,0.2861138,-0.04228422,-0.048043597,-0.0686848,-0.1536283
Kctd12,0.032625776,-0.08283127,0.16166244,-0.0232077,-0.06785485,-0.04116133,0.10176927,-0.14458537
4933432I03Rik,-0.0273251,-0.030350748,0.06694015,-0.050586823,-0.006720646,-0.018849542,0.012530176,-0.040794764
Fbxl3,-0.018398896,0.028484022,-0.08926908,0.12577191,-0.097082764,-0.04808343,0.024137527,0.27080977
Mycbp2,0.13998888,0.061489925,0.45641854,0.17645752,-0.17076248,-0.06520949,-0.22921477,-0.57255393
Rnf219,-5.081201e-06,0.04682596,-0.025198864,0.26339075,-0.031118888,-0.08688942,-0.040377736,0.009236187
Rbm26,0.009372187,0.06432321,0.024160927,0.15903649,-0.15663564,0.09202788,-0.057055317,-0.11412467
Spry2,-0.09668255,-0.115221046,0.013663201,0.24823241,-0.014174392,-0.04054293,0.2628494,-0.045906816
Abcc4,-0.015891809,-0.10360315,0.011428034,0.19294332,0.027854452,-0.06352043,0.085050546,0.027222374
Cldn10,0.02698366,0.09972589,0.18121721,-0.01926093,-0.066341534,-0.019118974,-0.13257802,-0.119335696
Dzip1,0.09926636,0.094822794,0.10709594,-0.023341365,-0.10649188,-0.058644325,-0.2447401,-0.04394414
Mbnl2,0.057870176,-0.03873549,0.2722356,0.37656087,-0.0896306,-0.13131344,-0.056082513,-0.2566273
1810041H14Rik,-0.061345533,0.24741559,0.069204055,0.6535709,-0.13175899,-0.20099606,0.016029159,-0.11905335
Gpr18,-0.07520288,-0.046176925,-0.1515522,0.3603383,-0.043962803,-0.0002449937,0.09175534,0.27917007
Gpr183,-0.24721618,0.13673627,-0.14816418,1.1260405,-0.013973985,-0.12407764,0.3278863,-0.00783721
Timm8a2,3.333501e-05,-0.04266304,0.0036618926,0.04087402,-0.014295222,-0.0016713501,-0.08176388,-0.07511895
A330035P11Rik,-0.01617818,-0.0035856864,0.087452084,0.043297347,-0.065478176,0.016751345,-0.037519876,-0.08273342
Pcca,0.14825349,-0.13356552,0.11921923,0.013617136,-0.012507154,-0.1178725,-0.16705963,-0.15858145
Tmtc4,-0.024547016,-0.026346007,-0.13209446,-0.15448856,0.04249276,0.10210989,0.058223713,-0.041838646
Gm26870,0.007510643,-0.0057303593,-0.110646985,-0.053129766,-0.12871407,0.17433025,-0.024857463,-0.120747775
Alkbh8,0.021740276,-0.19250827,0.036671802,-0.050735693,-0.02738722,-0.02213655,0.16777016,0.041063137
Cwf19l2,0.05032996,-0.08104244,0.069654204,0.085844055,-0.11129231,-0.01515398,0.053710014,-0.14143273
Casp1,-0.13106826,-0.32492855,-0.35900986,0.5029938,0.23059659,-0.1422575,0.4219048,0.27985686
Casp4,-0.10732008,-0.22994766,-0.23214617,0.6986969,0.061031494,-0.05936867,0.2775847,0.13332415
Mmp8,-0.06081025,-0.058266286,-0.007632049,0.017684668,-0.03535766,-0.028927796,0.1441451,-0.04948497
Jrkl,0.015451462,-0.020632502,0.09754018,-0.00354345,0.042291965,0.0010038156,-0.11986874,0.049901493
Maml2,0.044283792,-0.038505744,0.08556341,0.26523328,-0.12611178,-0.04149027,0.011293558,-0.19405654
Mtmr2,0.043235764,-0.20361646,-0.07735398,-0.11429701,0.080282494,0.02771456,0.068051115,-0.06259831
1700019J19Rik,-0.0351355,0.0015114924,0.029970612,-0.021313902,-0.012322805,-0.0025145065,-0.039257996,-0.033872984
Sesn3,0.078365944,-0.004944251,0.09495479,0.41591853,-0.1234821,-0.07816812,-0.14176093,-0.23838897
Kdm4d,-0.050349362,-0.015229112,-0.019000465,0.06649229,-0.0059999796,-0.03797513,0.039176255,-0.056291718
Ankrd49,0.044496574,0.022100966,0.09527732,-0.15056957,0.039707813,-0.0011678294,-0.15929955,-0.006959063
Gpr83,-0.010085403,-0.05524918,0.001785298,-0.036084052,-0.029444873,-0.02220226,-0.00012443351,-0.045357887
Izumo1r,-0.05259848,0.31854686,0.19083999,0.25027487,-0.07501736,-0.0657984,-0.12335249,-0.18200603
Taf1d,-0.022897726,0.15559386,0.034025192,-0.059471186,0.08733295,-0.023959124,-0.16906618,0.08125799
Cep295,0.0113842925,0.14761302,0.009039513,-0.24913158,-0.12673676,0.3333733,-0.21580474,-0.15575907
Slc36a4,0.00060329965,-0.10853265,-0.036478788,-0.084320605,0.013646385,0.108449794,-0.051502254,-0.028601775
Olfr77,-0.036385402,0.031021249,-0.03182809,0.060630124,-0.050924044,0.027455006,-0.063085586,-0.060654193
Zfp26,0.03212549,-0.12863791,0.084602155,0.029062934,-0.09616702,0.037015714,0.05051216,-0.024329126
Zfp266,-0.006495969,-0.04817095,0.049791712,0.0747736,0.04406751,-0.0009402989,0.03417309,-0.12442115
Zfp846,0.10315906,-0.118527114,0.24166605,0.04417793,-0.124798074,-0.037173558,-0.119838245,-0.034285367
Fbxl12os,-0.005759746,-0.04799565,0.007690307,-0.036281012,-0.029229805,-0.0036531896,0.014895586,0.053832367
Fbxl12,0.06340668,0.05610545,0.12290864,0.023639271,-0.11464108,0.007982421,-0.13836056,-0.13302092
A230050P20Rik,0.049937848,-0.07331208,0.09050537,-0.03900802,0.04577428,-0.10752018,-0.02079328,-0.021941878
Angptl6,0.069180794,-0.105295755,0.058058128,-0.0408074,0.031831622,-0.06328343,-0.04953623,-0.06268648
Ppan,0.0957396,0.018523064,0.1265997,-0.10484165,0.1541236,-0.18617463,-0.23714341,-0.08695187
Dnmt1,-0.012778794,-0.33075303,-0.5811436,-0.6825167,0.38324404,0.71018934,-0.15050925,-0.16093273
S1pr2,-0.040302947,-0.09461732,-0.064565934,0.07852169,-0.027472973,0.07341048,0.1812036,-0.109328724
Icam1,-0.09975899,0.018854896,-0.228183,0.08209337,0.18073054,-0.05052543,0.11979966,0.17897148
Tyk2,0.011053498,-0.15002935,-0.068164624,0.09974057,0.051579703,0.017828539,0.09230085,-0.14398119
Pde4a,-0.090966105,-0.09944317,-0.055646315,0.0901631,0.21327092,0.0007336228,0.012367496,0.18224041
S1pr5,-0.2655306,-0.2960754,-0.45295525,-0.3762797,0.21547832,0.23847857,0.7350758,0.54615927
AB124611,0.11087119,0.11441798,0.19432275,0.24073403,-0.113547474,-0.18930858,-0.14909707,-0.39797562
Gm26511,0.008275938,-0.056684677,-0.03674342,-0.024098868,0.03404276,-0.005917878,-0.059692115,0.08932862
Ldlr,0.045469448,-0.04831592,-0.04077425,-0.1231185,-0.033764843,0.041571558,-0.026540034,-0.016617542
Spc24,-0.08430437,-0.23348919,-1.0369362,-0.82157195,-0.085750684,1.3817288,-0.33434668,0.53024673
Tmem205,-0.05240893,-0.05724544,0.0106965015,-0.089592904,0.0013867939,0.010229332,0.080671825,0.037906017
Zfp653,0.0122366585,0.052766904,-0.00047816825,-0.00045749272,0.039272122,-0.024457924,-0.043599598,-0.16835533
Acp5,0.10245372,-0.2872418,-0.0398417,0.41099212,-0.04200235,-0.1494968,-0.012892383,0.027447727
Zfp809,-0.013056609,0.05310489,0.023504337,-0.09378718,0.010121177,0.029160097,0.00074366946,-0.05010144
Zfp810,0.032212347,-0.05796879,0.06795209,0.030720236,-0.1012009,0.102565244,-0.027883489,-0.12235221
9530077C05Rik,-0.027904239,-0.031981926,0.14540897,-0.059254237,-0.0687019,0.021721892,0.008720796,-0.046057407
Bbs9,0.07144835,0.031062867,0.18175864,0.049540948,-0.064364396,-0.09472013,-0.10229054,-0.1628409
Dpy19l1,-0.029744033,-0.12556107,-0.10500128,-0.113969855,0.11857546,0.080981486,0.014435358,0.20623602
Zbtb44,0.0037243662,-0.010331243,0.03414792,0.06574606,0.055237297,-0.06956888,-0.041668,0.028009832
Aplp2,-0.06228727,-0.20359895,-0.30841005,0.029230304,0.04759094,0.07590654,0.25702927,0.235719
Prdm10,0.04855629,-0.07946328,-0.08733435,-0.045271426,0.0008690199,0.046321783,-0.010269664,-0.17291369
Fli1,0.0060662436,-0.3459957,-0.104652844,-0.019067079,-0.01370107,0.1452743,0.2096114,0.07465953
Ets1,-0.11234239,0.00077027915,-0.079997525,0.25903514,-0.11968474,0.06346228,0.2201458,0.21190561
Gm39318,-0.011910988,-0.057762917,-0.013864185,-0.043011755,-0.037901662,0.055212907,-0.053210285,-0.050149713
Pus3,-0.027750148,0.10281302,0.14148574,0.074250504,0.02656008,-0.12311306,0.0055861357,-0.011590304
Siae,0.04795994,-0.11879175,0.17080092,-0.07338796,-0.034041822,0.050750278,-0.056132782,-0.023921505
Olfr889,-0.029278243,0.060463652,0.05128827,0.07048048,-0.041401766,-0.044078015,-0.08037379,0.108231746
Gramd1b,-0.08871678,-0.032859538,0.050299797,-0.0038292387,-0.012501035,0.03931357,0.20441537,0.13898797
Crtam,-0.1596269,-0.20615429,-0.105733946,1.2552975,-0.1179738,-0.22924744,0.44234094,0.21378116
Ubash3b,-0.07025601,-0.1336711,-0.2032738,-0.071933836,0.025639262,0.05125511,0.36467168,0.013379691
Tbcel,0.054034594,-0.07785791,0.1544031,0.03826341,-0.049840324,-0.077327885,-0.043268237,0.033944126
Arhgef12,-0.034022477,-0.0756672,-0.10068239,0.12321783,0.12171858,-0.051477697,0.13473481,-0.118921556
Oaf,-0.026816586,-0.07170907,0.08338983,0.042711187,-0.042397197,-0.034170106,-0.06499015,0.16317247
Gm30373,-0.026470311,-0.06873252,0.057671465,-0.0013564234,-0.0016333336,-0.07696309,0.07785391,-0.07119602
Gm39323,-0.09484352,-0.123059265,-0.04481817,-0.11288901,0.027960094,0.029441675,0.36715263,0.11775407
Thy1,-0.29144865,0.00061780267,-0.60082453,-0.27414405,0.25952888,0.1688334,0.473234,0.7056963
