gene_name,P0_CD25KO,P0_CD25WT,P0_P14NAV,P1_CD25KO,P1_CD25WT,P1_P14NAV,P2_CD25KO,P2_CD25WT,P2_P14NAV,P3_CD25KO,P3_CD25WT,P4_CD25KO,P4_CD25WT,P4_P14NAV,P5_CD25KO,P5_CD25WT,P5_P14NAV,P6_CD25KO,P6_CD25WT,P6_P14NAV,P7_CD25KO,P7_CD25WT,P7_P14NAV
Aamdc,-0.45511246,-0.15392825,0.035144005,-0.03805834,-0.05338526,-0.16987666,-0.013959489,0.01139077,-0.15104902,0.21538284,-0.10877777,0.16290064,-0.028799653,1.4203886,0.048433404,-0.032125805,-0.46976414,0.047203213,-0.11578538,-0.43773356,0.18948033,-0.15401714,-0.45341542
Rsf1,0.025168547,0.5094857,-0.0016466593,-0.025458908,-0.053608295,0.1799002,0.09571313,-0.23967865,-0.038821694,-0.10833366,-0.033074837,0.052894223,0.029288772,0.35147572,0.0638038,0.093490176,-0.5853021,-0.13965563,0.101796545,-0.5790421,-0.26131094,-0.15099034,-0.58210695
Aqp11,-0.10581907,0.17669758,0.026393764,-0.10575314,-0.104033425,0.16717091,0.13703896,0.12309301,-0.054727513,-0.07227034,0.10594912,-0.061784804,-0.011915029,-0.023377419,-0.04945986,-0.043685906,-0.085667625,-0.09107683,-0.019948676,-0.12972146,-0.08618311,-0.08830835,-0.10815315
Myo7a,-0.06477804,-0.050211962,-0.05148062,0.13009329,-0.06356083,-0.06382307,0.28530335,0.024525564,-0.029950773,-0.041909084,-0.03959475,-0.034761474,-0.03176921,-0.008580552,-0.026360007,-0.022424111,-0.051041525,-0.054728784,-0.0583414,-0.08107143,-0.051392917,-0.052841615,-0.066369094
Acer3,0.26022774,0.18043414,-0.05607407,-0.009877599,0.44854084,-0.19968061,0.0281593,-0.09375386,0.34437636,-0.13585001,0.07522793,0.09124334,0.013177404,-0.32020938,0.0013478494,0.088858254,-0.22756752,0.034500588,0.11190686,-0.16204794,-0.22680087,-0.0011669716,-0.19412565
Uvrag,-0.021715384,0.17102584,0.043130387,-0.15636808,0.0019458549,-0.03997351,-0.21120372,-0.11380538,0.41636544,0.057977,0.23858999,-0.0010103056,0.021142565,-0.45481092,0.011080785,0.03522372,1.6048685,-0.060059585,0.02461383,-0.4333922,-0.25791427,-0.07170671,-0.43773624
Arrb1,-0.18924755,-0.13078876,0.077038094,-0.10285771,-0.18436247,0.27366486,0.063737355,0.1691593,0.7155982,-0.09746638,0.19614571,-0.0687805,-0.02304409,0.036292773,-0.03506245,0.035466343,-0.1341181,-0.14891636,-0.09351437,-0.25463867,-0.13552834,-0.14134248,-0.19563304
Tpbgl,-0.06652526,-0.04624318,-0.037587356,-0.0014425765,-0.0648304,-0.06519554,0.021246985,0.057822768,-0.018031118,-0.0346821,-0.031459574,-0.02472963,-0.020563142,0.011725182,-0.0130312685,-0.007550851,-0.047398284,-0.05253249,0.03149508,-0.089212485,-0.047887564,-0.04990476,-0.06874068
Gm38405,-0.080157645,0.5246753,-0.03175475,-0.080121174,-0.07916988,0.22612417,0.39037326,-0.0076873796,-0.051895168,-0.06159939,-0.059721295,0.055777755,-0.053370833,-0.034553137,0.047232628,0.012800073,-0.0690104,-0.07200263,-0.07493428,-0.0933798,-0.069295555,-0.07047118,-0.08144879
Rab6a,0.07839819,0.34376788,-0.045300223,0.07216497,0.017475808,-0.043972205,-0.2328811,0.020091776,-0.3778557,-0.10859819,0.04960304,-0.044784483,-0.08313209,-0.66029507,0.11933006,0.11192854,-0.5243222,0.010675942,0.05220013,-0.42815736,0.1087434,0.0977443,-0.47523868
Fam168a,-0.048109833,0.086869575,0.04006671,-0.049646884,-0.07097063,0.14864564,0.08485779,0.05073054,0.21967745,0.2509576,0.037733417,-0.18371445,-0.0608293,-0.25897998,-0.07972221,-0.056863997,-0.28366834,0.1258034,0.021427589,-0.30112883,-0.18922724,-0.18466093,-0.29258037
Fchsd2,-0.036781307,0.38101783,0.09447749,-0.1310352,0.08392307,0.24417229,0.14592604,0.13824615,1.0384812,0.124903336,0.018761313,-0.06585952,-0.14002359,0.9354864,-0.059360724,-0.09347127,-0.4136698,-0.02356314,-0.10762135,-0.537606,-0.24673656,-0.26362738,-0.4769281
Stard10,-0.2371266,-0.2966053,-0.17810777,-0.2032804,-0.30019078,-0.29787177,-0.49431133,-0.40208218,-0.50400776,-0.19328047,-0.3498155,0.31727356,0.17151631,-0.78638905,0.37715897,-0.021094382,-0.4109007,0.5146005,0.4419531,2.8802795,-0.10319716,0.7975989,-0.2753569
Gm45620,-0.070050724,-0.05433935,-0.022702498,-0.07000225,-0.06873781,-0.06902067,-0.0020585295,0.026274662,-0.032485057,-0.04538363,-0.042887323,-0.037674014,0.0537349,-0.009434533,0.10554298,0.020895243,-0.05523414,-0.05921132,-0.06310799,-0.08762524,-0.055613156,-0.057175767,-0.07176689
Arap1,-0.25572917,0.573799,0.0036266982,-0.104885004,-0.25573927,-0.0033226167,0.07117326,0.07692631,-0.2560183,-0.033131056,0.086772345,-0.04623543,-0.051574744,1.6593561,-0.03961353,-0.06763166,3.108367,0.0931059,0.21077597,-0.25559387,0.1631697,-0.14718886,-0.25571594
Pde2a,-0.1497299,-0.12497556,0.010788669,-0.048666973,0.6038653,0.1046418,-0.042603627,0.09430672,-0.09054266,-0.060485717,-0.106932126,-0.038548768,-0.01443474,-0.054225013,-0.030816682,-0.014560194,-0.12638536,-0.07412341,0.11520673,-0.17741972,-0.12698254,0.09699473,-0.15243383
Art2b,-0.027948275,-0.06962174,0.15043624,-0.09394806,-0.13537519,0.26192722,0.05815217,0.018646618,0.5752838,-0.017590571,0.030349929,-0.044311486,-0.12486311,0.7984198,-0.06971471,-0.08008189,-0.45028222,-0.08191685,-0.3498925,-0.63663167,0.12577128,-0.17083769,-0.54539686
Lrrc51,-0.10055561,0.5180119,-0.0048444965,-0.100480676,-0.09852587,-0.09896316,0.0045595653,0.048362363,-0.042479508,0.19758096,-0.058561295,-0.050501578,0.040126532,-0.0068436544,-0.036491737,-0.029928442,-0.07764934,-0.08379801,-0.007345912,-0.12772562,-0.07823529,0.09403127,-0.10320878
Il18bp,0.20671001,0.05993136,0.020763263,0.043636557,-0.13083844,0.5223096,-0.076480955,0.106037915,-0.1012849,-0.11179992,0.41587386,0.037260037,-0.10288386,-0.08249393,-0.098127514,-0.09466666,-0.11983014,-0.12307236,-0.036702167,-0.14623562,-0.120139115,-0.12141296,-0.13330777
Nup98,0.03374077,0.32915035,0.0022557457,0.0058429986,-0.2421778,-0.19241911,-0.05532849,-0.1798466,-0.31019953,-0.22880901,-0.06703655,-0.060873505,-0.12754953,-0.5542512,0.23906384,0.20230716,-0.41337582,0.0137143005,-0.026982559,-0.31374383,0.016976133,0.13667876,-0.36252263
Stim1,-0.16052982,0.09766617,0.07884266,-0.091802634,-0.16963322,0.007946787,-0.085532814,-0.030186955,0.014688341,-0.19996001,-0.0005346266,-0.018214533,0.028537339,-0.6500022,0.095316425,0.12170658,-0.7069775,-0.055925418,-0.11782301,-0.7472725,0.07933052,-0.33781964,-0.7275445
Rrm1,-0.03502339,-0.2032535,-0.040958874,-0.17338139,-0.34179512,-0.19849142,-0.61714566,-0.6537564,-1.0708555,-0.943954,-1.04583,0.4342262,0.17439546,0.2590556,1.2154186,0.8818221,1.1304584,-0.38134277,-0.34834865,0.24988204,0.3055328,0.025779631,-0.24690479
Olfr552,-0.045291793,-0.03950872,-0.046824254,-0.04527395,-0.04480853,-0.044912647,-0.020265108,-0.009836179,-0.031464554,0.14965306,-0.035293438,-0.033374514,-0.032186516,-0.02298008,-0.030038938,-0.028476296,-0.039838076,0.074056886,-0.042736296,-0.051760647,-0.039977588,0.15647471,-0.04592348
Trim68,0.10876583,0.30065888,-0.0094356,-0.08730118,0.25415853,-0.17305408,-0.08152436,-0.042796064,0.20794527,0.056418385,0.0647032,0.008889919,0.0052635125,-0.09160652,-0.117819905,0.11034643,-0.15420945,-0.15964581,0.13598256,-0.19848445,-0.05114461,0.07278527,-0.17680785
Hbb-bs,-0.22973305,-0.08699245,0.03408682,-0.04306108,-0.22863035,0.1583922,-0.023312038,0.059110843,-0.06528042,-0.095096886,0.041783947,0.04876198,-0.01213495,-0.17882176,-0.059532605,0.0023358364,-0.21728866,-0.008702745,0.022042653,-0.24449381,0.09123271,-0.12191621,-0.23117445
Trim6,-0.05462148,-0.039830066,-0.041396327,-0.054575846,-0.053385444,-0.05365174,0.009389506,0.03606368,-0.01925543,-0.03139874,-0.029048601,-0.024140552,-0.021101996,0.002445398,-0.015609113,-0.011612326,-0.040672466,-0.044416767,-0.04808527,-0.07116694,0.22334236,0.15457737,-0.056237154
Trim34a,0.14699024,0.27439946,0.056202352,-0.1572511,-0.05429529,0.28317982,0.03675326,0.08955575,1.037288,0.0366851,-0.020219643,-0.011642984,-0.15773615,-0.19861056,-0.07416912,-0.016036108,-0.35484138,-0.01178658,-0.054536805,1.049178,-0.12231482,-0.12307181,-0.41123757
Trim5,-0.2607646,-0.17427272,-0.03245203,-0.11577589,-0.07852134,-0.060381174,-0.21557713,-0.14120866,0.28361064,0.10781104,0.3897286,-0.022053448,-0.0318508,1.4183193,-0.18431452,-0.10603639,-0.46905786,0.32754746,0.14982854,0.43379873,0.28444916,0.21724615,-0.47890565
Trim12a,0.14769453,0.3873021,0.03303694,0.042611234,0.19991621,0.20962153,0.0846252,0.18193059,0.44362524,0.054643992,0.56247896,-0.25141683,-0.20580836,0.2624531,-0.053428914,-0.16541348,0.48627216,0.07463837,0.0002776809,-0.42055717,-0.2189841,-0.1889906,0.87501013
Gm15133,-0.15282513,0.03585273,-0.020319255,0.23896533,0.24960159,-0.15136592,-0.05650543,0.07369058,-0.099608526,0.1818763,0.352728,-0.10695934,-0.0602517,-0.066954486,-0.045203943,0.0340012,-0.13183552,-0.13746971,-0.09047476,-0.1777217,-0.13237245,-0.03370344,-0.15525629
Trim12c,-0.07737212,-0.03191496,0.010341913,-0.09668518,-0.10581024,0.0036127965,0.08902171,0.09753599,-0.24054538,0.19208215,-0.055255875,-0.03900884,-0.026203828,-0.40330848,-0.18551686,-0.12382108,1.0995619,0.15576234,-0.015387575,-0.65101933,0.34535453,0.20560248,4.2109356
Trim30b,-0.07336921,-0.053101312,-0.044392552,-0.008326847,-0.07167553,0.23315628,0.014341674,0.050891887,-0.024908973,-0.04154831,0.13628003,-0.0316028,-0.027439225,0.004826527,-0.019912617,-0.014436031,-0.05425561,-0.059386224,0.024850627,-0.09604058,-0.054744545,-0.05676033,-0.07558308
Trim30c,-0.15892555,0.45513335,-0.008410926,0.15520772,0.19050752,0.29339424,0.015675783,0.08843432,0.83764356,-0.0955814,-0.08917098,-0.0757834,-0.0674952,-0.0032655054,-0.052512385,-0.041610442,-0.120877124,-0.0058040773,-0.14109686,-0.20405622,-0.12185042,-0.025606908,-0.16333258
Trim30a,-0.39440757,0.30389598,0.028562067,-0.1284396,-0.028829329,0.004430984,0.1937169,-0.08655264,0.41348347,0.17966463,0.095616296,-0.07703308,-0.1334936,0.78733027,-0.08429442,0.0017353117,-0.6536149,-0.021063723,-0.017212804,0.2144636,0.28609183,0.12937543,1.3050412
Trim30d,-0.26500937,0.01796069,-0.022985527,0.1339899,-0.05306834,-0.26247135,0.29024372,-0.027664363,0.37039405,-0.08329313,-0.013714542,-0.097226754,-0.041641023,-0.11565154,-0.07263648,0.03686593,-0.22850144,0.06883608,0.20420559,-0.30831286,-0.15579528,-0.088149145,-0.269238
Olfr655,-0.06543952,-0.07588275,0.00032785124,-0.02825676,-0.0663122,-0.06612419,0.15591368,-0.055431314,-0.09040912,-0.081835546,-0.08349482,-0.08696006,-0.000516625,-0.10573062,-0.092983544,0.05842869,-0.07528799,-0.07264439,0.019057518,-0.05375788,0.019147687,-0.07399741,-0.0642988
Fam160a2,-0.23270513,-0.24163513,-0.050574686,-0.01974186,0.0037759766,0.254566,-0.14485833,0.12650917,-0.25405663,0.31305912,0.5264549,-0.055207096,-0.05145546,-0.26715803,0.1723011,-0.13043658,-0.24112655,0.18840314,0.022873256,-0.22271615,0.22575198,-0.24002297,-0.2317297
Tpp1,-0.17414787,0.07030762,0.025290512,-0.12250595,-0.22656323,-0.17988983,0.006023731,0.03464376,-0.4454259,-0.04522228,0.25190347,-0.09194206,-0.07298894,0.84785134,-0.0846658,0.051259328,-0.39994052,0.03856313,0.17097507,1.063076,0.11993856,-0.011747302,-0.3668843
Gm4070,-0.12517211,0.41532472,-0.01534489,0.060976893,0.19081903,0.33840168,0.1897149,-0.027600098,-0.07482423,-0.09911314,-0.12432547,-0.14503889,0.05767274,-0.12545796,-0.01467254,0.037583187,-0.2509677,-0.06039918,-0.0690354,-0.33973265,0.09848428,-0.07489853,4.194973
Gvin1,-0.151341,-0.14373027,0.0046900106,-0.04680268,0.25282595,-0.15084204,-0.010664525,-0.10468006,-0.13314384,0.07262101,0.026127776,-0.03398789,0.03609301,-0.12197793,0.102555476,-0.02297398,-0.14416371,0.13673425,-0.03830077,-0.15985428,-0.005787431,-0.14510426,-0.15217234
Olfr715b,-0.05694999,-0.035591364,-0.04546348,-0.056884095,-0.05516517,-0.055549696,0.44279343,0.07399829,-0.0058818385,-0.02341663,-0.020023061,-0.012935897,-0.008548259,0.025453895,-0.000616601,0.0051547107,-0.036807783,-0.042214505,0.041746296,-0.08084144,-0.037323028,-0.039447296,-0.059283007
Zfp143,0.059270993,-0.11295749,0.012301968,-0.07320275,0.18736368,-0.060121167,-0.03663788,-0.060534738,-0.3094351,-0.25170672,0.030561602,-0.001867253,-0.047815893,-0.32434425,0.022253614,0.29886717,-0.29472095,-0.012650382,-0.06612585,-0.27377033,0.06195884,-0.05979185,-0.28402755
Sbf2,-0.064752184,-0.059475757,-0.03184924,0.00015829367,-0.06431126,-0.06440625,-0.041918054,-0.03240279,-0.05213633,0.053713467,0.5539489,-0.053878963,-0.052795045,-0.04439517,-0.05083561,-0.04940987,10.0,-0.061111934,-0.06242057,-0.07065431,-0.059903547,-0.060428325,-0.06532852
Ampd3,-0.093198456,-0.0655726,0.0026562249,-0.027983977,-0.090889916,-0.091387264,0.026354562,0.07617378,-0.027145445,-0.04982545,-0.045436107,-0.036269367,-0.03059427,0.0133850835,-0.020335237,-0.012870459,-0.06714594,-0.074139155,0.008491402,-0.12410033,-0.067812376,-0.07055996,-0.09621604
Rnf141,-0.022474559,0.11958068,0.027220344,-0.06076135,-0.2141688,-0.057474025,0.03550895,0.1630603,-0.22229959,-0.07605818,-0.10949851,0.06574183,0.013989526,-0.22746938,-0.0988772,0.11643516,-0.2171974,0.030174347,-0.10315168,-0.20993271,-0.109245196,0.05665527,-0.21348943
Mrvi1,-0.06808588,-0.054852948,-0.0029569264,-0.06804505,-0.06698008,-0.06721831,-0.010819359,0.013044311,-0.036446143,-0.047309984,-0.045207463,-0.04081655,0.101955764,-0.017031807,-0.033184018,-0.02960835,-0.05560659,-0.058956373,-0.062238347,-0.08288804,-0.055925816,-0.057241924,-0.06953132
Gm45615,-0.07704646,-0.062607475,-0.04653291,0.052991234,-0.07583988,-0.07609983,-0.014560644,0.011477972,-0.042523067,0.09037367,-0.0520829,0.039520632,-0.044325635,-0.021339297,-0.03896363,0.046319876,-0.06342981,-0.06708489,-0.070665985,-0.0931977,-0.063778125,0.107709974,-0.078623645
4933406I18Rik,-0.14161102,-0.11169467,0.042394873,-0.08299412,-0.13911109,0.28776225,0.21084495,0.041804127,-0.070081465,0.09304703,-0.08988863,0.03544599,-0.03734049,3.4090252,-0.06270661,-0.029462868,-0.11339847,-0.12097149,-0.06321214,-0.17507502,0.078577094,-0.11709555,-0.1448788
Pde3b,0.105720475,0.37498355,0.085458614,-0.16837165,0.06783548,-0.282483,0.34007946,0.020736177,0.056954093,-0.0105744405,-0.019387886,-0.0026934943,-0.03457751,0.97350025,0.020535553,0.012917367,-0.6054951,-0.0003324836,-0.04040073,-0.6241692,-0.29445696,-0.3081576,1.5951164
Cyp2r1,0.32697314,0.17078373,0.023879673,-0.03244571,-0.093169816,-0.093293406,-0.06403474,-0.05165474,-0.07732941,-0.08296536,-0.08187461,-0.07959669,-0.015901437,-0.067257635,-0.07563709,0.04446771,-0.08726947,-0.08900727,-0.023457881,-0.10142255,-0.08743508,-0.08811785,-0.094493344
Plekha7,-0.07835522,-0.06490323,-0.047553383,-0.016449489,-0.07723112,-0.0774733,-0.020140702,0.16328458,0.75852585,-0.0572354,-0.055098075,-0.050634474,-0.047871068,-0.026455993,0.038959295,0.02216749,-0.06566935,0.046903323,0.016854243,-0.09340242,-0.06599386,-0.06733176,-0.07982459
Nucb2,0.19814071,-0.14690018,0.01482473,0.024846422,-0.16789097,0.022331238,0.12501311,0.18396887,0.28083852,0.11528446,0.09011518,0.061480783,-0.011440318,-0.08143575,-0.10939354,-0.10320443,-0.14820465,0.025407266,-0.066840194,-0.19542599,-0.1487572,-0.07638479,-0.1723069
Xylt1,-0.028504083,0.46353456,0.02582842,-0.10050062,-0.14643165,-0.1466728,0.118860945,0.1885679,-0.11552495,-0.031618595,0.015578324,-0.077743694,0.048064712,-0.0958736,0.017622204,0.011788074,-0.1349193,0.04203,-0.054629214,-0.16253382,-0.13524243,-0.043480802,-0.14901403
Rps15a,0.69323295,0.16270703,0.37613323,0.8598017,0.9316207,0.8772153,1.0526657,0.81191826,1.1231928,0.09741134,0.10382868,-0.47020048,-0.5523348,0.66196936,-0.37422183,-0.45630074,-0.5727661,-0.8587686,-0.9611479,-1.8656965,-1.2504989,-1.2135978,-2.2823143
Arl6ip1,-0.22921821,-0.041702203,-0.07885432,-0.26463977,-0.16656402,-0.09417118,-0.8432463,-0.4928863,-0.4848885,0.005508878,-0.113971576,-0.46187907,-0.38041198,-0.09168422,0.8693599,0.7766308,3.2615044,0.08100622,0.25292543,1.0096203,0.22385448,0.20812476,1.1930596
Smg1,-0.090683624,0.3068132,0.022867905,0.16123417,-0.074909784,0.25899205,0.0778075,0.04242758,-0.04325163,-0.12097073,0.15645514,0.023689056,-0.080428325,0.49157536,-0.085704155,-0.025164476,2.9794574,-0.19800262,0.021640725,-0.56266165,-0.27250037,-0.17034289,-0.5513637
Gm45155,-0.111318015,0.21239606,0.022773454,-0.0054405225,-0.110132426,-0.110387854,0.22355926,-0.024334569,0.4304701,-0.08904321,0.35553065,-0.082081296,-0.07916677,4.55902,-0.07389811,-0.022944413,-0.09793838,-0.101529844,-0.018686933,-0.12718809,-0.098280646,-0.099691704,-0.11286773
Knop1,0.61768484,0.19219756,0.0063646133,-0.020931404,-0.0442361,0.28174245,0.14886093,0.043390956,0.026057135,0.026716677,-0.09247664,0.0920639,0.0719156,0.20650584,-0.12357825,-0.107537955,-0.59011537,-0.111706674,-0.249457,0.49979585,0.1555339,0.13898489,-0.5368784
Gprc5b,-0.104605004,0.2530993,0.009150003,0.014117655,0.43773177,-0.10291242,0.0071196356,0.053676676,-0.042877175,-0.06407208,-0.05997015,-0.051403657,-0.046100166,-0.0050005973,0.045917545,-0.029536916,-0.08025842,-0.08679371,-0.09319671,-0.13348341,-0.080881216,-0.083448894,-0.107425
Thumpd1,0.020751165,-0.010918532,0.0046947347,0.026254935,0.43127325,0.2896599,0.287048,-0.019343972,0.26095307,-0.14759791,-0.20062463,-0.0010085199,0.022144275,0.6210899,-0.15838854,-0.03902145,-0.47577512,0.052376565,-0.089861125,-0.4588573,-0.071909696,0.11171054,-0.46714008
Rexo5,0.08693361,0.059515595,-0.030316217,0.035862993,-0.1889419,-0.18835005,-0.0920896,-0.22227485,0.13554814,-0.23780757,0.43912792,-0.07258352,-0.07150049,-0.3130265,0.19467595,0.16621172,-0.21719661,0.05256828,-0.086786695,2.3866723,0.13339694,-0.12434204,-0.18260394
Mosmo,-0.07138646,0.137872,0.04035556,0.02099025,-0.055962086,-0.15233977,-0.07069822,0.07026983,0.18707158,-0.10829222,-0.023069566,0.066342324,-0.019491034,1.3419337,0.10192678,-0.08206935,2.6247623,-0.080356486,-0.035395127,-0.27463531,-0.13270251,-0.09081164,-0.28374532
Eef2k,-0.024219755,-0.16643363,0.09999864,-0.030673614,-0.21182255,-0.21271423,0.07259466,0.20456603,-0.09754138,-0.13820212,-0.1303329,0.0020017305,-0.02855375,2.1305556,-0.053026132,0.04586822,-0.16925433,-0.09529072,-0.1346653,-0.27136225,-0.17044912,-0.11624245,-0.22137125
Igsf6,-0.044355724,-0.053643517,-0.04189454,-0.04438438,-0.045131855,-0.04496464,-0.08454935,-0.10129853,-0.06656269,-0.05893769,0.24511288,0.057820022,-0.0654032,-0.08018902,-0.068852276,-0.07136193,-0.053114556,0.06472756,0.12935789,-0.03396654,-0.052890502,-0.051966764,-0.043341212
Usp31,-0.12902167,0.58957434,-0.0100412015,-0.12902178,1.2440462,0.10426283,-0.12918575,-0.033448387,0.7186255,-0.078783214,0.008085556,0.10429051,-0.007861414,-0.12916794,0.11653249,-0.053784493,-0.12905742,-0.064771116,-0.076308474,-0.12897927,-0.12905651,-0.12905274,-0.12901753
Ears2,0.05510053,-0.19950387,0.06341851,-0.017492738,0.028420372,0.109346956,0.07976754,0.18774892,-0.1728877,-0.18859677,-0.1022677,-0.08674355,0.09589221,3.7683928,-0.16817068,-0.09382654,-0.20059364,-0.11396513,-0.0030589725,-0.24004252,0.045560833,-0.14465256,5.3497963
Plk1,0.009413072,0.07862742,0.0030414537,-0.03738718,-0.15686734,-0.14970873,-0.83966684,-0.5970663,-0.5645702,-0.7139882,-0.81109905,-0.7332116,-0.7642054,-1.6577319,1.1739647,1.5732175,1.7226835,-0.3979666,-0.25044394,0.32114112,0.6127498,0.37913862,3.0127554
Rbbp6,0.32203376,0.2585717,0.038429596,-0.14289239,0.3293263,-0.28631678,0.18776843,0.09041385,0.38434425,0.097923435,-0.034026314,-0.08449776,-0.100020215,-0.78799886,-0.16659676,-0.010936838,-0.8610833,0.0021162152,-0.05260846,-0.91277117,0.050098076,0.3122114,0.96581787
Tnrc6a,0.4722766,0.06930668,0.02242061,0.10004857,0.13523898,-0.027574437,0.3969553,0.11638669,0.29264945,0.019321037,0.06679718,0.05943639,-0.11830006,-0.7240435,0.043331556,-0.039994143,1.3540012,-0.31060123,0.00533548,-0.8051671,-0.23962867,-0.25308722,-0.7887139
Il4ra,0.22264284,0.17076345,0.08836703,0.07679006,0.26473105,0.2802477,0.3751918,0.16065636,0.44865543,-0.027261462,0.12102523,-0.15594353,-0.06953539,-0.14043663,-0.049365163,-0.091682516,-0.38600722,-0.2698382,-0.24811707,-0.55968344,-0.13385467,-0.2230073,-0.47465336
Il21r,-0.23955932,0.025455687,0.14579946,-0.1941245,-0.46845573,0.12695172,-0.04898137,0.0670858,0.20387444,-0.046189114,0.03669506,-0.025974767,-0.1616041,0.69078475,-0.0028568888,0.075296886,-0.77485746,-0.050171312,-0.1280744,-0.8866074,-0.16955318,-0.12678105,-0.83189577
Sbk1,-0.19686243,-0.13255407,0.04460788,-0.12442891,-0.0016474327,-0.2322825,0.006146258,0.054847866,-0.038124934,-0.1559599,-0.1767489,0.033104595,0.054314163,-0.37934038,-0.11198543,0.027226875,-0.34108472,0.00827654,-0.06229565,2.4474745,0.16327122,0.16013138,-0.32727522
Cln3,-0.08595643,0.007032757,0.06348027,-0.16398068,-0.15310945,-0.19040659,-0.00829835,-0.04304557,0.33899722,0.2759041,0.44600433,-0.12374265,-0.07657733,-0.35944116,0.028845374,-0.05994655,-0.36415726,-0.035681922,-0.008280285,-0.36749265,0.20734762,-0.19158694,-0.3658597
Nupr1,-0.04406657,-0.053950474,-0.041447423,-0.044097066,-0.044892512,-0.04471457,0.12580542,-0.1046641,-0.06769883,-0.059584443,0.24443659,-0.0644345,-0.06646492,-0.08219973,-0.07013537,-0.0728061,-0.053387567,0.17684883,0.040406033,-0.033010583,0.21143474,-0.052166104,-0.042986944
2510046G10Rik,-0.32502037,-0.2945955,0.013877032,0.022846682,-0.0047796634,-0.32302567,0.05796523,-0.055286016,0.0014273538,-0.03391063,-0.061965257,0.2219287,0.1805158,-0.20763798,0.03435846,-0.08090658,-0.29632825,-0.070247546,0.04093985,-0.35905313,-0.15647644,-0.11575484,-0.32834366
Slx1b,-0.2699573,0.109324954,0.06995855,0.058478653,-0.2680672,-0.26847443,-0.05635918,0.20068116,-0.2158771,-0.04424806,-0.14969318,-0.19466873,0.055172943,-0.18269314,-0.03413464,-0.032594066,-0.24862708,0.016468752,-0.078354865,-0.29525787,0.07932516,-0.07502874,-0.27242792
Gdpd3,-0.05270868,-0.05376698,-0.018178767,0.012148607,-0.052797116,-0.052778065,-0.057288557,-0.059197046,-0.05523906,-0.05437023,-0.054538377,0.061484933,-0.05510694,-0.056791715,0.03438652,0.014660846,-0.05370671,-0.05343881,-0.053176336,-0.05152488,-0.053681176,-0.05357592,-0.052593082
Ypel3,0.2426027,-0.083799616,0.08836683,-0.14689304,0.25484484,-0.05725427,0.24160264,0.26945198,0.30733287,0.4465243,0.59656096,-0.22956298,-0.3277727,0.06292861,-0.1011647,-0.031349465,-1.1755279,0.049490284,0.15876955,0.59937626,-0.462089,-0.68939286,0.09074888
Tbx6,0.35133386,-0.06549849,-0.017505929,-0.0682293,-0.068008855,-0.06805817,-0.05638338,-0.05144351,-0.061688215,-0.06393707,-0.06350184,0.17983963,-0.0048776586,-0.057669375,0.073168896,-0.06027277,-0.0656545,-0.06634792,-0.0670273,-0.07130186,-0.06572058,-0.06599302,-0.06853697
Ino80e,-0.15644285,-0.06331072,-0.07596385,-0.012537126,-0.11401479,-0.013682016,-0.20025581,-0.39469036,0.06303715,0.104624905,0.07351288,0.1083386,0.12513106,-1.098295,0.073963694,0.14115034,1.9725004,-0.079662025,0.11010712,-0.39679515,0.055174164,0.17036766,-0.5390708
Taok2,-0.3720704,0.049688503,0.018292429,-0.06257232,-0.3731855,0.148802,0.1853294,-0.053952407,0.06852583,-0.1339716,0.048931874,0.021637464,-0.07191439,-0.4235539,-0.073280126,0.13346495,-0.38465464,0.058938753,0.15349013,-0.35714373,-0.09533692,-0.19720809,-0.3706128
Kctd13,-0.101452954,0.17654832,0.03616194,0.074535154,-0.070716344,-0.28901932,-0.14959559,-0.05132384,0.0033133952,0.01916653,-0.0445301,0.076415926,0.045471773,-0.3460426,-0.05381605,0.0051438035,-0.3022129,-0.0790279,-0.13257688,1.6744406,-0.0700637,-0.12610197,-0.2863912
Mvp,-0.32625288,-0.09054441,0.03165677,-0.07852273,-0.3769028,-0.29382414,-0.06573037,0.042134743,-0.33326945,0.024295544,0.06312222,-0.07405295,0.029318528,0.8787914,-0.15653194,-0.027265394,-0.39106798,0.15873888,0.17536293,-0.35709012,-0.0957897,0.1827025,-0.37372535
Kif22,-0.052541558,0.010582451,-0.014190698,-0.1450888,-0.23245005,-0.1497272,-0.90133065,-0.9216993,-0.6069653,-0.7508476,-0.6467902,-0.56686324,-0.5433952,-1.6218084,1.3252901,1.5483503,1.6204847,-0.31315222,-0.3048101,0.21004492,0.23933771,0.449676,4.377704
AI467606,-0.41253617,0.013207991,0.09509376,-0.11068657,-0.01440439,-0.1769911,-0.3331941,0.07534232,0.97031146,-0.07657336,0.33269423,-0.10768869,-0.08790614,0.081256084,0.2180138,-0.05942506,0.61594796,-0.15317662,-0.09291571,0.10119225,0.0931249,-0.12878117,1.137151
Qprt,-0.19355407,-0.01194881,-0.015505327,-0.05768072,-0.1916039,-0.043780543,-0.09255995,0.13653098,-0.13775484,-0.0825954,-0.15320614,0.09216331,-0.027721217,-0.1035161,0.04341921,0.021780094,-0.17154585,0.10150973,0.15452908,-0.21965888,-0.017900947,-0.05229053,-0.19610322
