gene_name,0,1,2,3,4,5,6,7,8,9,10
Zfp606,-0.22401792,-0.19473487,-0.19838469,0.4858133,0.21796526,0.049912278,0.3461842,-0.20774187,0.63431996,-0.28050902,-0.3443562
Zscan18,-0.17822282,-0.087948054,-0.24550222,0.0850433,0.20967248,-0.096867256,0.48182815,-0.11725874,-0.35092413,-0.07135624,-0.60867876
Zfp329,0.05038697,-0.59569615,0.24777474,0.8097718,-0.4655514,0.07380735,0.29187408,0.1853401,1.7964842,-0.67499524,0.068397775
Zfp110,-0.10923596,-0.36427242,0.60154647,0.101724476,-0.00044745172,-0.09589407,0.35131612,-0.22330603,-0.43827066,0.08262819,0.20676544
Zfp446,-0.52394545,-0.057741467,-0.30280417,0.4528285,0.33139935,0.24181308,-0.2055416,-0.15715268,-0.4129363,0.05402729,-0.39871883
Zswim9,-0.26823983,-0.43518418,-0.2336205,0.14057836,0.43815845,0.3765875,0.32864752,0.030512655,-0.05789668,-0.13679053,-1.0355928
Lig1,-3.1104798,1.5198156,-1.6318644,-1.0148976,8.028991,1.7265148,-1.8676373,-2.4899077,-0.060416978,-1.5656283,-5.0854197
Nop53,1.0812806,-0.39010313,1.0082955,-0.5517899,-1.5079288,-0.7352723,-0.077958785,0.8434114,1.010519,0.3830271,1.202054
Bicra,0.02634367,0.14632028,-0.034512952,0.392271,-0.10705489,-0.6489461,0.13260756,0.0029128904,-0.31855595,0.4791073,0.34547824
Meis3,-0.2761063,-0.17854227,0.73442453,0.13051245,-0.19440195,-0.2946029,0.20166153,0.1850878,-0.49583933,0.56909406,-0.1941015
C5ar1,-0.27117157,-0.22304407,-0.09325482,-0.101961404,0.09658033,0.06231528,0.19310106,-0.17965022,-0.25793868,-0.057224423,-0.2991997
Inafm1,0.02982062,-0.3007094,-0.13093658,0.21990256,-0.09284277,0.19029005,0.7356158,-0.2238256,0.34479058,0.055835817,-0.29422608
Bbc3,-0.272166,-0.41188315,-0.0906536,0.13152768,-0.66422325,-0.23072839,0.8146771,-0.116595775,1.5379642,0.42432922,0.45292163
Arhgap35,-0.39806002,-0.5127897,-0.04268335,0.32800543,0.35112295,-0.47710252,0.5336273,-0.042006623,0.08241854,0.7232013,-0.37031502
Slc1a5,0.8260836,-0.25180164,0.53848183,-0.6086385,1.0885824,-0.55077857,0.33821756,0.046144072,0.95666945,-0.14576133,-0.6589155
Strn4,-0.09730209,0.034733687,0.26021305,0.2504961,0.31484777,-0.35355955,0.45253766,-0.38686484,-0.062014885,-0.3882215,0.034431454
Prkd2,-0.3317514,0.028473629,-0.43231323,1.4558904,-0.61295307,-0.18808787,-0.29458955,0.0050514033,-0.8548859,0.19315465,0.11479141
Gm42372,0.012899187,-0.7230881,0.011345468,-0.05181539,-0.12301362,0.22460775,0.0146516,0.64992434,1.072329,-0.40645915,-0.092678376
Pglyrp1,1.8502201,1.6301646,-2.7960784,-3.3324616,1.0196266,3.2021077,-4.005142,2.1467,4.2261434,-2.715303,-0.1105231
Fosb,0.3893615,0.11596347,-0.2180504,-1.2938772,1.0913166,-1.2786702,-0.18384491,0.7670582,-3.1388543,1.7600019,0.10640572
Cd3eap,-0.25962198,-1.637252,-0.34711334,1.1208117,1.0870951,-0.2961623,2.4891887,0.2838991,-0.42791343,0.34537768,-1.8982626
Mark4,0.38690296,-0.15036234,0.22304732,-0.17001271,-0.34572294,-0.012748278,0.23925169,-0.16181794,0.04054447,0.14026165,0.063139915
Bloc1s3,0.21904685,0.07632431,0.14947562,-0.294915,-0.3971165,0.3858524,-0.22845194,-0.07892714,0.41918534,-0.61199766,0.0066635786
Ppp1r37,-0.1658662,-0.35779804,0.51046735,0.15606594,-0.04262165,-0.37241936,0.34400886,-0.33050156,-0.25897714,0.57275975,0.24067226
Relb,0.5999924,0.37626353,-0.27906027,-0.35061836,-0.6760963,-0.9528631,-0.28734854,1.353471,-0.65284055,0.05760026,0.19333202
Apoe,-0.6522515,-0.26737788,-0.45896044,-0.12904583,-0.025032109,0.09844315,0.32908863,-0.22469945,-0.07024846,-0.19669093,0.22963803
Bcl3,-1.146019,0.5519781,-0.81877255,0.22628331,0.11119794,0.576821,-0.2167056,-0.1613897,-0.30768162,0.86910444,-0.6269171
Pvr,0.8815735,-0.29242674,0.6315463,-0.4089907,-0.007241649,-0.18491021,0.06129962,-0.010770603,-0.0618663,-0.06375568,-0.07135355
Zfp180,-0.41800287,0.13001285,0.5262884,0.28209496,-0.2761794,0.07982658,-0.27857873,-0.46348807,-0.26700425,0.062465627,0.27015188
Zfp112,-0.11706169,-0.2985296,0.13135105,0.22162597,0.2383388,0.055972107,0.052706234,-0.08101361,-0.58652884,-0.013039747,-0.07581191
Zfp235,0.21923983,-0.42861542,0.021512445,0.037454322,-0.075816676,0.39135954,-0.060181804,0.30995473,0.5596955,-0.41103864,-0.41312763
Zfp61,0.076508224,-0.3436584,0.03383801,0.19848596,0.064439766,0.5185128,0.22891442,0.21238554,-0.078333594,0.33654526,-0.30507043
Zfp94,-0.3684233,-0.40169197,-0.43736598,0.3686743,0.19733816,-0.13384002,0.19239277,0.29921433,0.025956048,0.15557298,-0.21218218
Smg9,-0.095718555,0.16905718,-0.086137526,0.38688898,-0.05675142,-0.3624448,-0.59724563,0.16818883,-0.48840126,0.33982885,0.1506936
Irgc1,-0.43375957,-0.2857674,-0.22676992,-0.006414988,0.004518532,0.2956744,0.33268914,-0.23932734,-0.36614728,0.06593007,-0.2728393
Plaur,-0.85660535,-0.43798402,-0.5758996,0.60074115,-0.14043957,-0.3339313,0.92612773,-0.13988554,-0.6458186,0.20795664,0.4379165
Irgq,-0.15234187,-0.009484633,0.3549057,-0.042445015,-0.36199182,0.2150488,0.08046274,0.3656787,0.611581,-0.0023428688,-0.333724
Phldb3,-0.13986473,-0.14614382,-0.09064763,-0.015147498,-0.36601418,0.4448945,-0.35065144,0.24373692,0.36889228,0.2035103,0.6864905
Rps19,-4.0602636,-2.0976539,-4.68348,5.286824,-0.19276477,-2.2647822,2.527515,1.4511242,-1.8375762,6.133485,-0.38533542
Cd79a,-0.8220352,-0.24996161,-0.53574556,-0.36141112,-0.1656213,-0.24427642,0.24625027,-0.38281986,-0.4952471,-0.3739469,0.26432577
Rabac1,1.2317581,-1.2437898,-0.18740082,1.8249153,-1.9603579,-1.614824,1.2854427,-1.3924034,0.24987249,1.8221954,2.343496
Atp1a3,-0.36029622,-0.33881846,-0.13838777,-0.13230395,0.12912849,-0.004068481,0.9518921,-0.29114136,-0.3443057,-0.09914054,-0.19883944
Pou2f2,1.3316809,0.32847735,0.53543776,-1.5194755,-0.04337888,-0.3327187,-0.83114654,3.4899576,2.1209295,-2.2603703,0.18723801
Lipe,-0.23503685,-0.16473399,-0.3097309,0.29547435,-0.15880755,0.09253076,0.20852688,0.053794954,-0.13350283,-0.041435566,-0.11739706
Dmac2,0.43209583,-0.5051539,-0.36024183,-0.17797278,0.21580191,-0.25070715,-0.21079062,0.42305067,-0.3418967,0.3689951,0.0966664
B3gnt8,-0.4634102,-0.17110863,-0.12398621,-0.13320117,0.3057901,-0.046113316,0.35704228,-0.2111696,-0.37406033,-0.12375138,-0.019971432
Bckdha,0.6131841,-0.8694115,0.5532919,-0.11771265,-0.4504714,-0.7910565,0.5561489,0.9375086,0.42144713,0.3510785,0.46614558
Tmem91,-0.3748982,-0.15797941,-0.28143683,0.17474471,-0.0010331682,-0.17850558,0.25002325,0.35564813,0.060667694,-0.065537624,0.07473891
Cyp2s1,-0.1393437,-0.3507891,-0.5714714,0.7181544,0.19125472,0.22008318,0.47494707,-0.5152922,-0.72936213,0.49801672,-0.65023446
BC024978,-0.0070721526,-0.36335,-0.14136511,0.33651215,0.09449008,0.16922428,0.41218743,-0.27156207,-0.2652277,0.30058372,-0.29618505
Itpkc,0.30568936,-0.004837481,0.2929232,-0.20655,0.052125417,-0.22842614,-0.41942087,0.2041687,-0.3752752,0.18380113,0.16926695
Numbl,0.12958188,0.058823224,0.27937615,-0.2570445,0.023440627,0.14695112,0.14482383,-0.16970728,-0.060397163,-0.2763716,-0.48164192
Ltbp4,-0.42814308,-0.07964223,0.17289296,-0.16872151,0.20688082,0.18101071,-0.13002393,-0.33662122,-0.300417,-0.16756088,-0.2545433
Blvrb,-0.9191797,-0.12857993,-0.713004,0.22640334,0.17846991,-0.08971018,0.22743659,-0.53385425,-0.62090456,0.56024575,0.13566111
Sertad3,0.13969404,0.57939106,0.62167656,0.03472852,0.04838803,-0.6751806,-0.5293672,-0.52548873,-0.2380282,-0.60129535,0.25866923
Sertad1,-0.51383626,0.49736235,0.090943076,-0.17121819,-0.22171234,0.054957632,-0.5077312,-0.51874787,-0.7213717,0.22405939,0.23567516
Pld3,1.5330117,0.32534072,-0.42713368,-0.48957705,-0.9217255,0.23890421,-1.095174,0.48399842,0.39031926,-0.55531985,0.83436817
Zfp607b,-0.40564194,-0.0040400894,0.17247005,-0.05513006,0.3677615,0.23544341,-0.17388435,0.28704882,-0.09723931,-0.31876132,-0.12406375
Zfp60,-0.44363883,-0.3146303,-0.12283676,0.7494677,-0.06871612,-0.103985526,0.811983,0.17977014,0.20345221,-0.22484963,-0.1135604
Zfp626,-0.10779508,-0.09399311,0.09979398,0.5086997,-0.11083302,0.016714262,0.6462601,-0.37892297,0.86989695,0.1581699,0.1383941
Zfp607a,0.4034904,-0.108830065,0.4535184,0.12903301,-0.028041722,0.0672229,0.03681122,0.3097677,0.1076702,-0.51611006,-0.20274667
Zfp974,-0.044366423,0.006771201,-0.22989684,-0.17476244,-0.09770428,-0.13373163,0.39997122,-0.1505737,-0.3680369,0.029821398,-0.30563295
Zfp780b,-0.3831064,-0.2178756,-0.078760065,1.0112417,-0.19836473,-0.3716195,0.15091942,-0.358823,0.23074068,0.27579734,-0.00676054
Dyrk1b,0.36321625,0.026530929,0.3937725,-0.20028596,-0.14181149,-0.18273906,-0.12883873,0.7536353,-0.13232352,-0.35218117,-0.224849
Rps16,-2.4113975,-2.5068462,-3.8810012,5.62609,-1.4352579,-3.788724,2.939666,1.3402989,-2.0017116,6.2764606,1.0705547
Plekhg2,-0.90081096,0.8313827,-0.6699628,0.97887427,-0.35824335,-0.7169019,-0.46531963,0.6204047,0.84702814,-0.19704866,0.6666137
Zfp36,1.1061862,-0.5785046,-0.31000677,-0.2437775,-0.819711,-1.2929685,0.34849986,0.22789301,-1.9625584,1.2886351,1.8593531
Samd4b,0.21844785,0.97663766,0.366338,-0.15108113,-0.3528121,-0.6857169,0.007269908,-0.058138173,-0.13102478,0.1301327,0.27932662
Lrfn1,-0.3445203,-0.12843719,0.023552256,-0.09213347,0.11914464,0.010456021,0.07427917,-0.04720142,-0.24246904,-0.12406374,-0.18991376
Fbxo17,-0.34433746,-0.17366473,-0.2615089,0.55507654,-0.21488765,0.020438978,1.0879635,-0.19462152,0.5851596,-0.31800425,-0.2558524
Rinl,1.9699122,0.8861858,0.29190147,-0.097780585,-1.4100286,-0.5857176,-1.210342,2.032139,2.4766366,-2.1017044,1.2863954
Lgals4,-0.07847463,-0.23662387,-0.028809601,-0.16952854,0.007049756,0.3507549,-0.17345808,-0.025842002,0.42469874,-0.13347177,0.24548432
Fam98c,-0.084360376,-0.4154065,0.3517211,0.119589664,0.17088689,0.310988,0.5142623,0.3092232,-0.020149441,0.015659044,0.18086027
Spred3,-0.3569999,-0.3531803,-0.10766154,-0.14194883,0.34590718,0.40949798,1.015544,-0.38863045,-0.23202533,-0.07932952,-0.66062826
2200002D01Rik,-0.50284123,-0.30029202,0.44672808,0.35220656,-0.099875726,0.2078801,0.113718435,-0.015691902,-0.28212485,-0.20703906,0.03662761
Dpf1,-0.41596493,-0.37433907,-0.1422773,0.046705656,0.20839287,0.08384048,0.26593825,-0.20783268,-0.3698786,-0.13050288,-0.19232905
Sipa1l3,0.19860011,-0.13499892,0.57523876,-0.063672565,-0.067245536,-0.5929378,0.3338737,-0.5346255,0.23404829,0.21065314,0.17461452
Zfp790,-0.24758339,-0.12833607,-0.04791687,0.2615448,-0.16783918,0.13447827,0.07831602,0.022569822,0.21949004,-0.08441658,0.104560494
Zfp420,-0.26651108,-0.20767109,0.009679784,0.14827764,0.32041037,0.0071053607,0.19207951,-0.110174745,-0.13355953,0.3923107,-0.04756851
Zfp383,-0.3845967,-0.12406476,-0.25556654,0.052887745,0.06647502,0.035004135,0.19857922,0.15686224,-0.12575151,0.037380654,-0.3130154
Zfp74,-0.10590482,0.15219237,-0.20462802,0.7416653,0.18653561,-0.20395917,0.008806809,-0.031347767,-0.07588761,0.04314818,-0.106782325
Zfp14,-0.2787039,-0.26603946,-0.31669185,0.26514336,-0.14177847,-0.14004156,0.33337012,-0.21017534,-0.09159668,-0.06079717,-0.049781032
Zfp82,-0.4117348,-0.3918338,-0.23276874,0.030001236,0.33434954,-0.025291173,0.22329633,0.024381807,0.08166924,-0.21937306,-0.15201703
Zfp566,-0.08159172,-0.278797,-0.333729,0.44401425,0.241597,-0.07675481,0.41343227,0.037795354,0.26724657,-0.19064216,-0.17337802
Zfp260,-0.24938613,0.035083704,-0.14729993,0.49937165,-0.28646222,0.5382202,-0.44141534,0.83929443,-0.45528612,-0.6343511,-0.24611233
Sdhaf1,-0.59086835,-0.24455525,-0.81449467,0.53527313,-0.30953684,-0.2836159,0.33875677,1.4285147,0.40156484,0.8645272,-0.35861543
E130208F15Rik,-0.17458545,-0.3305239,-0.4162874,-0.049696602,-0.05985483,-0.1366726,0.41535667,0.09471247,-0.052092034,1.0637962,-0.17267798
Tyrobp,-0.6954562,-0.5276459,-0.14119305,-0.5735004,-0.32482275,-0.4153392,1.420567,-0.7668745,-0.56539196,-0.41630965,1.1740091
Hcst,5.5073123,0.1489616,4.617455,-1.2185665,-3.406944,-3.2181687,0.058931667,-0.8033684,2.83438,-1.6768095,4.1821647
Nfkbid,-0.2110533,0.6801577,-0.31227893,0.07375179,0.5619391,-0.7462251,-0.56143844,-0.7064643,-1.0194454,0.48109424,0.21971545
Aplp1,0.11601258,-0.04972156,0.33559987,-0.26070124,0.1605401,0.7561376,0.12894854,-0.46294355,-0.31316948,-0.39121476,-0.5883224
Gm49396,-0.22408889,-0.13268134,-0.19082984,-0.055825874,0.30977863,0.040284157,0.027170459,-0.33039623,-0.23255213,-0.017057069,-0.21548168
Zbtb32,-1.7906864,0.5944775,-1.1276618,-1.7092638,1.259784,3.581431,-1.1636647,2.5107596,3.3011005,-2.0278354,-2.8729901
Upk1a,-0.66778994,-0.025528852,-0.21344583,-0.5314732,1.3216302,1.8153573,-0.73141146,-0.14159702,1.0933644,-0.51856875,-1.211265
Sbsn,-0.34164262,-0.22758542,0.45787132,0.60876876,-0.3090083,-0.32507926,0.5298374,-0.4705821,-0.55728227,0.34053853,0.19221316
Ffar2,-0.3976974,-0.28334278,-0.14496589,-0.13442297,0.14887668,0.13909243,0.47439843,-0.30797806,-0.30987033,-0.09295524,-0.29286626
Ffar1,-0.53825945,-0.26211393,-0.30611798,-0.23345684,-0.041796915,0.14249931,0.19752513,-0.22194475,-0.3174162,0.015936457,-0.23446777
Cd22,-0.8865429,-0.4919357,-0.59844726,-0.45627573,-0.17764123,-0.44719997,0.53094226,1.9354125,-0.63137394,0.16023853,-0.679702
Fxyd7,-0.59761673,-0.051684007,-0.18899079,0.3911308,-0.12876296,0.26482385,-0.17248483,-0.39999318,-0.4127647,0.02484546,0.15051815
Gramd1a,0.4386018,0.3107312,-0.10622718,1.3453041,-1.2690387,-0.6762634,-0.41685,-1.0231525,-0.7624573,0.46006152,1.407859
4931406P16Rik,-0.017939022,-0.19803269,0.6391116,0.08876116,-0.071057975,-0.053899866,-0.080928415,-0.21458992,0.15761004,-0.06684676,0.48713532
Gpatch1,-0.0017778213,-0.19893394,0.1473969,0.31848863,-0.181356,0.14935859,7.942699e-05,0.07911072,-0.09936565,0.2494758,-0.2807367
Dpy19l3,0.71214634,-0.29026222,0.9785497,-0.36031777,-0.42314428,-0.756369,0.14054145,1.1735177,-0.28799102,-0.18547961,-0.08845154
Zfp507,-0.23913553,-0.5276875,-0.44040912,0.3616761,0.19836329,0.28313047,-0.13905331,0.058322493,0.5245077,0.4263316,-0.24277562
Tshz3,-0.4358556,-0.09362682,-0.19844054,-0.19923678,0.2344004,0.3563221,0.061048206,-0.4569599,-0.3475125,0.11249748,-0.17695151
Uri1,-0.47153184,-0.43983054,-0.56892055,0.73778766,0.63300854,-0.50436705,0.41502193,1.0203397,1.5700426,-0.13481067,-0.80869794
Ccne1,-1.3758488,-1.4033937,-0.10753966,-0.5119988,5.569394,0.45195553,3.3397205,-1.9304286,0.3580584,-0.88366103,-5.3339996
1600014C10Rik,1.052785,0.039454114,-0.1890227,-0.1305919,-0.4651676,-0.32434103,0.003190958,0.18050838,-0.36695054,0.05917008,0.40474465
Zfp619,-0.27454102,-0.3511001,-0.2032751,-0.020938171,0.3487077,0.032788478,0.19461471,-0.15921457,0.12730451,-0.13193217,-0.23704438
AI987944,-0.12084573,-0.2756362,-0.33672425,0.8054778,-0.55701816,0.21528274,0.44901302,0.38747555,0.629261,-0.43289393,-0.37001744
AW146154,-0.44003758,-0.3312382,-0.09406532,0.5782913,0.12606305,0.008107728,0.173307,0.41833693,0.31495848,0.12719744,0.10347202
2610021A01Rik,-0.15793906,-0.23520301,-0.13348089,0.42441982,0.18565726,0.31962097,0.6351609,-0.3654005,-0.02192917,0.07117321,-0.55112714
Zfp788,0.03656741,-0.28388163,0.07742794,0.29883277,-0.20139302,-0.15638947,0.27471724,0.29631838,-0.2130585,-0.2596678,-0.30797476
Zfp141,-0.3197632,-0.69369054,-0.37406123,0.60146356,-0.15010418,0.6279191,0.17808607,0.28623748,-0.07875183,0.371942,0.08268386
Zfp975,-0.3970931,-0.40870655,-0.36184302,0.21254127,0.07362627,0.16956733,0.14474474,0.92108035,-0.2920012,-0.030068079,-0.26877162
Zfp715,-0.4981267,0.19092202,0.2997113,-0.17914328,-0.07523994,0.32516554,0.4680986,-0.08468541,0.63046515,-0.014037034,-0.0803489
Siglecg,-0.7406644,-0.32818723,-0.42844158,-0.3420214,-0.107509784,-0.22492953,0.50694716,-0.26004305,-0.5616543,-0.3033721,0.2531107
Nkg7,3.3196583,2.2370553,4.0306993,-4.8134084,1.1474005,1.8853731,-3.9930663,-1.8791097,3.7946274,-5.079051,0.5762617
Cldnd2,-0.26582462,-0.17785034,-0.14406568,-0.16332108,0.1393649,0.42572436,0.09711744,-0.4600273,0.09507249,-0.09645403,-0.40600118
Zfp658,-0.5609333,-0.2292468,-0.1771423,0.25438288,0.087867856,0.08099942,0.46851987,-0.201662,-0.10612805,0.36003914,-0.46164992
Zfp719,-0.4500307,-0.17111892,0.20224449,0.3727786,-0.21165873,0.27487516,0.10472879,-0.13111925,0.06023835,-0.110356785,0.34838006
Klk13,-0.43302268,-0.25372285,0.30199713,-0.15622596,0.12065431,-0.0015069406,0.12793468,-0.30333436,-0.3262952,-0.11279818,-0.17102006
Klk8,0.8421417,-1.3699354,1.4629486,1.4206241,-1.0920478,-1.625809,0.6806854,0.45712137,-1.131414,1.0831152,0.87682414
2410002F23Rik,0.29108113,-1.0393586,-0.15041958,0.45844856,0.3380604,-0.25478646,1.1443124,-0.04625222,-0.51935995,1.0672542,-0.42821345
Clec11a,-0.05025264,-0.4147033,-0.3164522,0.08866836,0.21503125,0.38003623,-0.0709291,-0.23812701,-0.17250004,0.062589385,-0.19885778
Fam71e1,-0.30374277,-0.25392392,-0.17747986,0.14472282,0.14799811,0.09366439,0.24988551,0.27688268,0.033442803,-0.12052114,-0.21303001
Spib,-0.6512566,-0.26076972,-0.36464018,-0.26922524,-0.050137285,-0.12917522,0.23547612,-0.29733995,-0.35634577,-0.22820768,0.07752747
Napsa,-1.1353163,0.090680875,-0.8944715,-0.8564152,0.057861187,0.032771703,0.7139511,0.33268508,4.144204,-0.85725313,0.5074419
Il4i1,-0.25226474,-0.097856194,-0.14585607,-0.13665576,-0.004130128,0.14990875,0.41403145,-0.3856072,-0.23429547,-0.1025054,-0.37349883
Tbc1d17,-0.20368679,-0.2874377,-0.025416963,0.005109969,-0.104130596,-0.06303544,0.21085931,0.17769471,0.12843724,0.35530937,0.24440001
Akt1s1,-0.53584844,-0.54069775,-0.04287689,0.42520583,-4.359061e-05,-0.017841581,0.70852697,0.22942817,0.16972001,0.6262455,-0.039279226
Ptov1,-0.550681,-0.35558236,-0.25861785,0.5360175,-0.10928192,-0.14602889,0.32363865,-0.10652369,-0.15978104,0.4525183,-0.19312201
Fuz,0.3449718,-0.3640359,-0.3898222,0.2194747,-0.04674405,-0.16460484,0.22309569,0.37793756,0.22360931,0.32317948,-0.29047188
Prr12,-0.2788823,0.06828462,0.52663165,0.29498953,0.17085138,-0.41510803,0.051842134,0.16211508,-0.34093553,-0.20860443,0.005094168
Rcn3,-0.33906552,-0.19506398,-0.72953576,0.5793557,1.1235311,2.2191982,-1.3854638,-1.3940762,-0.8851519,-0.23451267,-0.14971498
Fcgrt,1.7807013,-0.19235396,0.6236748,-1.0554188,-0.009586683,1.2483294,-1.0372221,-1.5269159,-2.0505936,-0.22140644,0.57269114
Flt3l,1.1674676,0.43915665,0.19036113,-0.4297523,-0.34247962,0.22707474,-0.6172472,-0.70492274,0.8354781,-0.6117599,0.35686266
Tead2,-0.5251888,-0.21001579,-0.11219161,0.038306814,0.048251636,0.30610192,0.25328285,-0.32036132,-0.23197734,-0.10435819,-0.2062929
Cd37,2.0345025,-0.21138309,1.0332454,0.04685791,-1.7622228,-1.2866032,-0.37305015,-0.3302732,0.2005861,-0.5396797,2.0087998
Gys1,-0.22874185,-0.14940356,-0.33127752,0.081377156,-0.116188414,-0.010171008,-0.15154819,-0.08485784,-0.32461408,-0.09901483,-0.07431719
Ppp1r15a,2.116908,-0.36765575,-0.2258564,-1.423123,-1.0907481,-0.84864956,-1.0192283,0.035450634,-4.3310065,2.6863024,1.4035661
Dbp,-0.677125,-0.702386,-0.10080416,0.804072,-0.098784454,-0.45538324,0.523582,0.23219836,-0.72193366,0.24075797,0.3674685
Fam83e,-0.6099018,-0.083503984,-0.20488444,0.19503675,-0.0031625577,0.43540385,0.335104,-0.15299098,-0.050385784,0.2776709,-0.4247196
Emp3,0.35841003,3.2194312,2.7032776,-1.6314367,0.30798292,2.9428692,-3.1890888,-4.977327,-0.061803035,-2.2680633,0.46689013
Ccdc114,-0.6308255,-0.098372534,-0.2689615,0.21878691,0.32874504,0.10326848,-0.0148501145,-0.2454141,-0.28170544,-0.2606529,-0.45964652
Kcnc1,-0.22232623,-0.23513597,-0.52129585,0.04576219,-0.17687452,-0.3101049,0.32848716,0.0790209,-0.6696727,1.2218926,-0.07932343
Saa3,0.039296594,-0.060942624,-0.1472858,-0.16035648,-0.023992108,-0.1005712,0.19556962,-0.14430855,-0.54609156,-0.061845306,0.07457674
Hps5,-0.23762028,0.19088301,0.3521928,-0.05761315,0.10108119,0.05390989,-0.2607474,0.09358329,0.24482778,0.4114103,0.12067121
Ldha,-1.2161801,-0.68887115,-2.0387328,-1.2100265,4.3214946,3.7967412,0.20843789,-0.6669716,1.2800353,-1.5534562,-4.745935
Spty2d1,0.08196407,0.6069165,1.4531959,-1.026401,-0.53174525,0.43563068,-0.9834288,-0.03346694,-0.72175133,-0.65102845,0.09654943
Nav2,0.058583304,-0.3228641,-0.07947597,-0.11341194,0.35472903,-0.19939712,0.16772605,-0.2930986,-0.24028374,-0.29584023,-0.059206195
Nipa1,-0.3788163,-0.041583773,-0.017232431,-0.089443825,0.015510058,-0.030597,0.2113091,-0.21974452,-0.22213632,0.09509498,-0.2254354
Herc2,0.31045195,-0.0568862,0.31904584,-0.033305004,-0.007664808,-0.51268846,-0.012068039,0.08030742,0.26253915,0.5891472,0.6275158
Ube3a,-0.21625589,-0.67230755,0.18653457,1.1619563,-0.37437636,-0.43073893,0.7744441,0.29248962,0.60447454,0.11316523,-0.3977106
Snrpn,-0.2508842,-0.26269895,-0.1507257,-0.20506224,0.38409516,0.19750434,0.17412455,-0.5541272,-0.5048638,-0.13011168,-0.17340043
Klf13,1.6319119,-0.20332535,0.23862259,1.5010666,-1.6030376,-0.7840129,0.014960725,-2.3261704,-0.056477394,1.1564318,2.3637376
Trpm1,-0.77886134,-0.38846144,-0.51805025,0.56717575,0.024563616,-0.10872653,0.17402586,0.8608064,-0.37867418,0.1053086,-0.15308735
Mtmr10,-0.12885152,-0.2999122,0.06587584,0.104351714,0.13492374,-0.18057644,-0.008422781,-0.18769221,0.046947517,0.46916044,-0.16106533
Chsy1,1.1542505,1.0102718,2.5677164,-2.861632,0.8405415,1.5354657,-1.801452,-1.459916,2.3836453,-2.490885,0.37932968
Lrrk1,1.2466682,0.17414476,1.5473652,-1.7443386,-0.09350252,0.04030771,0.033628173,-1.3726104,2.7448816,-1.4532673,0.61806667
Asb7,-0.38648686,-0.39214343,0.07728643,0.46911603,-0.108064756,0.09842675,0.51464605,0.17565589,0.51637536,0.16780286,-0.3076877
Lins1,-0.32296556,-0.50267655,0.016759604,0.28648013,0.24103819,-0.014183558,0.6954453,0.067310296,-0.37203285,0.26058668,-0.23525102
Lysmd4,-0.12690212,0.029562492,0.00029709924,0.08599571,0.069018856,0.05527656,0.39453477,0.2158693,-0.07535777,0.016236383,-0.38431874
Mef2a,0.38667643,0.38254252,1.2641438,-0.43499994,0.073825456,-0.91759795,-0.13447069,-1.3203105,0.5305945,0.07379259,0.85139257
Lrrc28,-0.29654163,-0.04400725,0.34026572,-0.031168722,-0.3097641,0.024629101,0.02904279,0.1887895,-0.21992661,0.37316298,0.017411193
Igf1r,-1.1929551,-0.47418803,-0.7951785,1.9271195,-0.30165237,-0.50915354,0.5377092,-0.40367755,-0.8518766,1.196171,0.123608515
Pgpep1l,-0.28128603,-0.32374126,-0.3826788,-0.06650067,-0.052491553,-0.17780519,0.24558665,-0.25404933,-0.49124026,0.35298088,-0.015032946
Fam169b,0.18388471,-0.01656601,-2.1616788,1.2443645,-0.6432212,-0.9551425,-0.71336657,0.91228175,-0.54982954,1.954072,0.9638918
Arrdc4,-0.7156068,-0.42113093,-0.43252897,0.39741552,-0.19608054,-0.26754984,0.51968634,-0.015516264,-0.44727132,0.70415014,0.27793288
Mctp2,0.8162209,0.36045325,0.038006593,-1.0043477,0.10209675,-0.17867605,-1.2959846,0.9048219,0.3298228,-0.54141563,0.2978343
Chd2,0.49145073,0.83335555,-1.2905239,0.16535522,-1.6957397,-1.0015954,-1.1791737,1.0445924,-1.7385705,2.3753319,1.329144
Slco3a1,2.982649,-0.0109642,2.0725477,-0.82654554,-0.6934178,-1.1889781,0.015799455,-1.569727,-1.9536684,0.45595798,1.429279
Klhl25,0.0033298873,0.31907442,0.25393555,-0.18093997,-0.074230924,0.10627057,-0.07653518,-0.40312952,0.9977103,-0.33978415,-0.08709332
Ntrk3,-0.21669796,-0.18860994,0.11959038,0.022366017,0.18601337,0.2468945,0.3461576,0.34133464,0.07827619,-0.013370507,-0.13222833
Isg20,0.5997245,-0.40123436,-1.4700887,-0.040735997,-0.411549,0.16756329,-0.42853102,2.9344006,0.76244473,0.07569843,-0.2025383
Abhd2,0.4774138,0.16014503,0.7878938,-0.59641874,-0.28899282,-0.033128038,0.12677048,0.47609636,0.39556804,-0.50674367,0.15059246
Zfp710,-0.1928847,-0.46909365,-0.45466888,0.8030521,-0.02660632,-0.16389585,0.8277868,-0.32633302,-0.46795696,0.6658528,0.06221246
Idh2,-1.2926346,-0.20980133,-0.005413612,2.0939837,0.33670923,-0.024330145,-0.27772757,-1.1182775,-1.4806093,0.19011141,0.34036696
Sema4b,-0.5557465,-0.59583277,-0.34789595,1.9324667,-0.245294,-0.5044073,0.8632166,-0.37050655,-0.36247993,0.333154,0.45908523
