gene_name,0_A5P,0_A5T,0_A8P,0_A8T,0_C5P,0_C8P,0_NP14B,10_A5P,10_A5T,10_A8P,10_A8T,10_C5P,10_C8P,1_A5P,1_A5T,1_A8P,1_A8T,1_C5P,1_C8P,2_A5P,2_A5T,2_A8P,2_A8T,2_C5P,2_NP14B,3_A5T,3_A8P,3_A8T,3_C8P,3_NP14B,4_A5P,4_A5T,4_A8P,4_A8T,4_C5P,4_C8P,5_A5P,5_A5T,5_A8P,5_A8T,5_C5P,5_C8P,6_A5P,6_A5T,6_A8P,6_A8T,6_C5P,6_C8P,6_NP14B,7_A5P,7_A5T,7_A8P,7_A8T,7_C5P,7_C8P,8_A5P,8_A8T,8_C5P,8_C8P,9_A5P,9_A5T,9_A8T,9_NP14B
Slc24a1,-0.26175404,0.07463265,-0.01139127,-0.21258126,-0.33267897,-0.13386409,-0.11787123,-0.20835312,-0.46368673,-0.21204758,-0.31535545,-0.39788917,-0.3925422,-0.338072,0.12576072,-0.27197105,-0.2535914,0.27973068,-0.08742746,-0.04647247,-0.0067395326,-0.23570718,-0.20572442,0.042693824,-0.04573264,0.0028852632,-0.23850723,-0.075809576,0.040777788,-0.15111265,-0.005442564,-0.049136586,-0.17871732,-0.20935217,0.15596427,-0.21178472,-0.11521708,0.1757502,-0.050379947,1.112015,0.1233111,-0.11572557,0.13671798,0.11570783,-0.06696755,-0.1511097,-0.067698136,-0.12295486,-0.2028097,-0.26837286,-0.2598437,-0.33314502,0.9396822,0.06480713,-0.10541825,-0.07368273,-0.16263047,-0.22959389,-0.38515645,-0.0034082793,-0.16612762,-0.08268536,-0.103395306
Dpp8,-0.82430315,0.16809256,-0.020828709,-0.32818437,-0.07341118,0.007224707,-0.49883765,0.034493454,0.25419062,-0.19116142,0.8829936,0.2862658,0.2742575,-0.37516657,0.032124456,-0.13960762,0.6533333,-0.05134235,0.61698925,-0.6802989,-0.0019896124,0.44800994,0.0057910956,-0.72225344,2.3899243,-0.62808394,0.32284653,0.7442879,-0.4560495,0.03934608,-0.21701953,-0.3592383,-1.4230669,0.60046816,-0.2894414,0.89305717,-0.10753961,-0.20706005,-0.41970673,-0.099201076,0.12492037,0.49784613,-0.102150746,-0.09951139,-0.5975116,-0.3700481,-0.017644791,-0.12654643,-0.7184949,0.8489831,0.24413772,-0.142697,0.11176914,-0.13301975,0.52959037,1.5848366,0.45064864,-0.34211603,1.3456606,-0.53693116,-0.018987387,0.8910908,0.7393826
Parp16,-0.5596301,0.06391256,-0.41136006,-0.047537185,2.0796316,-0.289093,-0.17661944,-0.12254209,-0.49241686,-0.30623153,-0.54362094,-0.6887255,-0.5158328,0.13424833,-0.466535,0.04241841,-0.13872509,-0.6333438,-0.28869125,-0.13801213,-0.13834022,-0.18564783,0.6748189,-0.07305177,-0.11482069,-0.09343745,-0.28412887,-0.24682426,-0.034798715,0.0063175815,0.13145995,-0.065813325,-0.44859952,-0.5327042,0.11370134,0.49043867,0.2513382,-0.22638343,-0.29550612,-0.39716884,0.14431761,0.5200694,0.7640643,0.05537749,-0.3533065,-0.49685803,1.0761292,0.2001098,-0.41198623,-0.19589081,-0.574061,-0.6018161,0.14078934,0.2906708,0.0377693,-0.15174627,-0.37017316,-0.52736485,0.0062612724,-0.0830064,-0.07908747,0.44509584,-0.20388317
Rasl12,-0.23287174,-0.32217774,-0.2502818,-0.21536979,-0.31806308,-0.13456026,-0.11927115,-0.03961377,-0.052323062,-0.20713945,-0.31130058,-0.28526762,2.4962254,-0.04924416,-0.078001015,0.52353126,-0.24178346,-0.29218104,-0.30961245,-0.04505322,-0.0076430845,-0.055719294,-0.093441345,0.041222062,-0.047396086,0.0011577748,-0.22940491,-0.078501545,0.03957975,-0.1907147,0.039478697,0.3038798,-0.16959295,-0.19293454,-0.034462895,-0.19951263,-0.06141329,0.22395161,-0.052350666,1.115039,-0.07720567,-0.11024332,0.106872216,-0.05769913,-0.07137355,-0.15363474,0.042205714,-0.06039106,1.4219264,-0.22112298,-0.23822749,-0.33235258,-0.38065448,-0.25248098,-0.38721162,-0.07371501,-0.1595964,-0.2122961,-0.37880015,-0.00375166,-0.16662775,-0.084846586,-0.1032744
Plekho2,0.6517733,0.8858431,0.6435063,0.9797234,1.8110747,0.33706924,-0.41815758,0.43862006,0.7184507,0.7916861,-0.8968556,0.8232414,1.6025409,0.7835415,0.9026784,0.29453006,0.55503577,-0.04473037,0.3298447,-0.5419804,-0.69652414,0.09523487,0.4054032,-0.55879426,-0.39873886,-0.49381417,0.63811004,-0.24816342,-0.35014817,-0.8715038,0.4412802,0.43289405,-1.3243041,0.79849803,-0.7452784,-0.39584023,0.15930091,-0.038058322,1.723936,-0.31761777,0.13574842,1.5367985,-0.7970194,0.33356404,-0.21237063,-0.4039573,-0.7372328,0.082448825,-1.2933627,-0.84334445,0.8558141,-0.82241225,-0.21321887,0.30733278,-0.014262196,2.1866395,0.3692531,0.4446153,0.9828742,-0.42217922,-0.9703429,-1.2374655,-0.63631994
Trip4,1.695491,1.0850366,1.5358616,1.75277,0.16627747,-1.0282989,-0.45273998,0.4745444,-0.26395458,-0.44362482,-0.13328679,-0.31208107,-0.65028363,0.15253453,-0.16242,-0.37872922,0.011101965,-0.23017545,-0.6793215,-0.579789,-0.7640237,0.7959992,0.75270087,1.0028832,-0.43948436,-0.54797965,-0.53119504,-0.30891111,-0.3919447,-0.65428764,-0.30740714,-0.34616956,-0.7297965,0.30707893,-0.31511587,-0.9343166,-0.19805643,-0.03247763,0.3219391,-0.18983862,0.18528728,-1.1954753,0.12555529,-0.5440246,-0.27044684,-0.55291444,-0.27843544,-0.3772508,-0.41168806,0.15502115,0.19981131,0.043425992,-0.006474222,-0.48667848,-0.46518946,-0.52450585,3.2914217,0.89822483,-0.35133395,-0.46209913,-0.72635615,-0.94517004,0.74513686
Pclaf,-2.1687732,-3.8304124,-3.984072,-4.088531,-3.0434165,-1.5104243,-0.4588525,-5.9551864,-4.998198,-1.8915302,-2.3893757,-4.649824,-2.7806332,4.309109,4.357501,4.973541,5.7915535,4.529594,4.5329475,-0.18449862,-0.411528,-2.5662813,-2.4442048,-0.19375122,-0.44401446,0.048485253,-1.8744421,-0.47491232,-0.49336407,-1.8041048,6.9379115,6.611775,3.7375853,3.6265612,6.1860905,5.742637,5.2932935,4.106384,0.6340831,-0.64306355,3.4103196,1.1010607,-3.7016923,-3.713337,-1.5158168,-1.8552606,-2.2074344,-2.9724116,-1.8581746,-0.60521406,-2.1382053,-2.7021508,-2.9589136,-2.643961,-3.342851,-0.81628335,-1.9901125,-3.0703506,-2.280385,0.87962955,-2.013783,-2.1765597,-1.0850424
Csnk1g1,-0.7190679,0.09980875,0.9792754,1.3649509,0.5547617,0.69904834,-0.5834258,0.9626397,1.274649,0.8340892,-0.7883768,0.51913613,0.72150564,0.07651916,-0.43400988,-0.33735365,-0.30227956,0.028420234,-0.22085713,-0.77292305,-1.0502625,-0.046742894,0.3020022,0.44917747,2.071252,-0.76059484,-0.60297626,-0.8171129,-0.55830765,0.088363804,-0.8537781,-1.1921905,-0.8128818,-1.2124336,-1.3913962,-1.3821485,-0.6971781,-0.50912917,2.0351558,-0.09751474,-0.008088392,1.2778075,0.15264,-0.48409036,1.7238089,0.043317728,0.15543245,-0.66225106,-0.45620045,-0.70258003,0.77326417,1.3951341,0.56743366,0.058059096,0.6154883,-0.69282997,-0.44804686,-0.111210376,0.015970116,-0.6346373,0.43037775,0.33608776,1.3858242
Dapk2,1.2698213,-1.2163141,1.2306826,-1.6114715,2.082564,-0.18434517,-0.53587455,0.8878951,-1.6315374,1.638061,-1.3527415,1.3529646,-0.5683384,1.6970952,-0.26484215,1.4247679,0.4190837,1.1045845,0.3796281,2.412926,0.70917654,5.274946,1.7214012,2.0401502,-0.5371311,-0.68825567,-0.66699123,-1.3067089,-0.50310796,-2.02739,0.29923853,-0.6962937,1.8076454,0.5523387,0.95429766,1.8408284,1.4116088,-0.23101057,0.43395263,0.06084785,2.387813,-0.7327424,-0.8922552,-2.273537,-1.6574013,-2.137092,-1.5955105,-1.2808567,-0.4291687,-0.95304674,-1.5949179,-1.6256502,-1.623858,-0.8966747,-1.2729319,-0.64775294,-0.05800873,0.4125484,1.4693546,-0.58559847,-2.0580792,-2.0229003,0.5539305
Herc1,0.11266931,-0.82392627,0.7470114,-0.084223956,-0.09281103,0.06316276,-0.7897274,0.6960449,0.7001014,-0.053534232,-0.6308845,0.9560715,0.8864583,-0.20525882,-0.030233184,1.3606575,-0.007957377,0.48954955,0.270734,0.46525693,0.29968876,0.8936211,0.7583711,2.648773,1.2993501,0.047968518,0.5159329,-0.533773,-0.830396,0.0830615,-0.60537696,-0.5480928,-0.46385735,0.14524132,-0.17524804,-0.019966556,-1.1734412,-0.6963987,0.66495156,0.46479848,0.0013900031,-0.41107205,-0.10408558,-1.1312224,-1.5258613,2.3740766,-0.88490903,-0.3116443,-0.27561733,0.18511154,0.61855066,0.4809475,-0.61835885,-0.3494235,-0.8280951,-0.98725027,1.6405224,0.03758956,-0.4171675,-0.931399,0.38959262,-0.2159496,-0.3474607
Fbxl22,-0.7743442,-0.4207464,-0.27640468,0.048398517,-0.7911584,-0.4504182,-0.24124236,0.15696178,-0.17171408,-0.38738087,0.38985005,-0.026134321,-0.5414162,-0.21907274,-0.38856956,-0.70057267,-0.32284316,-0.34429303,-0.69672465,-0.22740275,-0.2760929,1.0849625,0.26930478,-0.19633362,-0.19087121,-0.19760977,-0.30232617,-0.430598,-0.116040155,0.36616185,-0.1529355,-0.24194361,-0.6966381,-0.81266505,-0.154081,-0.75607836,0.68054086,0.5990965,-0.55299443,0.413117,-0.15959392,-0.21109293,0.54955566,0.45991537,1.0019213,1.8383653,0.86549765,-0.1003387,0.34524494,-0.48761413,-0.82833755,2.595684,0.75957996,-0.076762125,-0.68514127,-0.2318779,-0.5734202,-0.08750954,-0.9384969,-0.16568784,0.06305181,0.45275378,-0.30652317
Usp3,-0.66758436,0.18000634,0.6004574,0.044137176,0.18849999,-1.2300441,2.1834836,0.9617587,0.6218244,1.1019057,-0.804776,0.7940649,0.22525778,-0.00023575456,-0.73389953,0.51005244,-0.5684653,0.14882298,0.28793293,0.37275025,-1.0213248,1.23965,0.8505748,3.736663,-0.91252923,-0.064398415,-0.8668581,-1.8103893,-0.9108353,-0.48642427,-1.2638546,-0.6329527,0.9977489,0.011571794,-0.33700538,0.44381642,-0.61362165,-0.616067,0.59336215,-1.3417159,0.17956711,0.15807548,-0.29475737,-0.8708244,0.9101414,-1.4675791,-0.09952891,-0.5667642,-0.84836054,0.13584985,1.6667929,0.3009456,1.1475558,0.96006674,1.8297632,1.4046402,0.7324557,-0.6580646,0.97262114,-1.0106982,-0.5908106,0.22967696,-1.3780805
Rps27l,-0.41740987,-0.5162635,-1.1530621,-1.8990692,0.6306719,-1.7316982,0.38347724,-4.9793663,-4.3664055,-0.3935508,-2.4530406,-4.104329,-1.3500296,-0.43510482,-0.09362504,0.44702756,0.3022305,0.40153527,-0.48979348,1.6399015,0.35560846,-2.398511,-2.308389,-0.37992314,-1.2208971,-1.718021,-0.44070613,-0.3022663,-1.3314143,-1.6291351,4.629628,2.9647655,1.6163671,1.9884741,4.3122525,1.39456,5.0630016,4.153118,1.1532856,2.869875,5.4473176,3.032762,-0.36093944,-0.033170376,-0.7118347,-1.0272876,0.3141591,0.061681986,-1.2936999,0.84792584,-0.10347763,-1.78382,-1.0675024,1.1727508,-1.7943398,-0.31206152,1.6815119,1.3809922,0.29834858,-1.5766547,-2.2042985,-2.3461158,-1.3894101
Vps13c,0.8992442,-0.52641195,-0.123933166,0.4596219,-0.42626747,-0.80516076,-0.36830768,0.41903758,0.3356591,-0.63634866,-0.42739704,-0.27736372,-0.31901535,-0.10493496,-0.5664676,-1.2795725,-0.6106393,0.04876569,-0.5606246,-0.44817564,2.4236321,0.041477073,0.18216456,-0.4548173,-0.34019196,-0.40953723,0.8752307,2.3643837,-0.283318,0.32168928,-0.30477887,-0.60643256,-1.0053432,-0.552415,-0.23923282,-0.90727025,-0.709419,-0.38671494,-1.1076641,-1.2707373,-0.6156124,-0.77567905,0.18924971,0.7336931,1.1926922,0.11765265,0.20990647,-0.9635548,0.6225403,0.8325455,2.5748482,-0.45227027,2.2914343,1.0206436,-0.0030931323,2.6048427,3.3799462,-0.34073973,0.3083138,-0.34767842,0.87972575,0.974711,-0.53978354
Rora,1.7953024,-1.8588792,5.197013,5.280257,1.1783025,-0.36025497,0.49026415,1.3303751,-0.49621364,1.1981342,-0.65277064,2.1521912,0.50516504,0.24563195,-1.4983112,2.020667,1.3321629,1.3745155,-0.44379628,-1.189119,2.2716546,4.5553546,3.8315275,2.3451161,-0.8888986,-0.3301815,-0.86700857,-2.1729345,-0.8859454,-3.2585833,-0.16938849,-1.2632002,2.3370154,0.7563348,1.1705301,-0.067405365,-1.2001373,-1.4739078,0.9735977,0.8657544,1.0248835,0.5621769,-0.8449337,-1.9002663,-0.7108696,-1.1396085,1.7551849,-0.8046567,-0.5706,0.87048864,-1.5915097,1.4390104,1.0078377,0.84733796,-0.6499553,-1.0393764,-1.2920021,-0.91645294,0.7670019,0.9534176,-3.1994824,-3.025629,-1.3476335
Ice2,-0.65588856,-0.9236607,0.32261485,-0.7105216,2.8087566,-0.47282878,-0.23835401,0.19624192,-0.20982005,-0.45430896,-0.8486734,-0.31532842,0.971242,-0.6305365,-0.8109086,0.15039384,-0.5302877,-0.5372918,-0.3141656,-0.25892508,-0.2919573,-0.57791376,-0.21235564,-0.20351279,-0.18730313,-0.198555,-0.40202594,-0.4360287,-0.11835618,1.0860497,0.23724872,-0.5016521,-0.83899766,-1.0381103,0.5167405,-0.22322814,-0.058974966,0.053051345,-0.57966566,-0.3762276,0.3828378,-0.31911725,0.796322,-0.66819024,0.33176887,-0.8994111,1.2912332,1.683792,0.43939102,-1.1121715,-0.45245722,0.43958652,0.45426658,-0.21749946,0.6491027,-0.24632777,-0.64305085,0.24281046,-0.13520722,-0.17731562,0.19377418,0.54390085,-0.32674915
Anxa2,1.338467,1.9525762,-1.9863052,-1.4627982,1.7222663,0.12736088,0.14895724,-3.1081786,-1.1392471,-2.0758276,-2.6947935,-2.4537356,-2.1946442,2.8131568,2.6747694,-0.07597225,2.205263,1.829695,1.6559427,0.80576044,-0.35732988,-2.286729,-1.3927531,2.3421838,-1.0305407,-0.7261179,-1.718307,-2.0218477,-1.1021096,-3.9870698,3.401794,4.682318,3.0671523,4.5387177,3.614689,1.5376531,5.508287,6.3911595,1.0246576,4.2829103,5.4795046,3.3728318,-5.3494983,-4.1732507,-2.191953,-1.8609537,-4.641511,-4.108268,-0.15131566,-0.2925226,-0.65678644,-1.0339699,-0.6946934,1.3076618,-2.1453538,1.2026296,1.7284464,3.6429048,2.867061,-1.304017,-3.7247708,-4.0033345,-1.8038322
Myo1e,-0.83306086,-0.66049397,-0.60485727,-0.67261565,-0.13631628,-0.32649708,-0.18319163,-0.5409691,-0.8690205,-0.36449832,-0.6325149,1.2654812,3.266445,0.61106735,-0.6894911,-0.6188298,0.12735988,1.2541225,0.7097085,-0.17228033,-0.16795982,-0.27866015,-0.1353547,-0.09458456,-0.12243528,-0.10800233,1.2935284,-0.2751862,-0.047276713,-0.43092418,-0.024879953,-0.77651125,-0.582597,-0.72985595,0.8100374,0.76755226,-0.167976,-0.82401717,-0.34875694,-0.49739522,0.62166643,-0.5303781,-0.27543297,-1.3813242,-0.4014702,0.04812374,0.30816615,1.6559311,-0.45397967,-0.54783213,-0.80343,0.47469515,-0.7901538,1.4909204,1.9724342,-0.17267747,1.9756054,1.5573357,0.5820986,-0.10227721,-0.43724474,-0.13294967,-0.23191105
Ccnb2,-1.8694817,-2.5149202,-3.6061478,-3.5665932,-2.527295,-1.1591225,-0.38498336,-3.112377,-2.2634919,-1.4012405,-1.3258849,-2.704783,-1.3116438,4.530745,4.724316,4.7351427,5.328829,4.0077343,3.9571269,-0.8457503,-0.8426008,-2.1394236,-2.2160802,1.2278547,-0.35803476,-0.4954795,0.6115554,-1.0005286,-0.3669905,-1.5185212,2.9798827,1.0112622,-1.9331764,-1.749605,0.7437518,-1.2341281,7.3898263,7.782305,3.6179466,5.140241,6.5988116,8.698462,-4.3539305,-4.2715707,-1.6260474,-1.5044878,-3.399869,-1.312802,-1.4503037,-0.08770914,-1.5617466,-1.6153182,-2.6478546,-1.5371188,-2.4053922,-0.623092,-1.6819022,-3.0936296,-1.9500784,-0.53058666,-1.8292564,-1.7686907,-0.07272999
Rnf111,-0.024333727,-0.67922115,0.43845314,0.34571224,1.9014513,-1.2712917,-0.5554896,0.81477743,0.30851033,0.17439048,0.6647044,0.5500477,0.42485988,-0.6231961,-0.11937733,0.015691468,-0.8444729,-0.44416556,-0.033605546,-0.705717,1.1938025,0.16712232,0.5571816,-0.8114129,2.316563,0.8428421,1.1028984,-0.119743384,-0.51840466,0.28533748,-0.5786167,-0.4983235,-0.2412968,-0.9387272,-0.59626746,0.5606043,-0.31748736,-0.3249884,-1.2154889,-0.13609341,-1.0668907,-0.8979946,0.7030375,-0.09200922,0.20830934,1.1046308,0.25420848,0.48834655,0.13856697,-0.18100195,0.5088608,-0.23411441,0.19738604,0.1258105,0.8196435,3.5120313,-1.2029992,-0.16995685,0.57339865,-0.58657163,0.67553353,0.36487034,0.42221346
Mindy2,-1.7606313,-0.0487396,0.37809753,0.78143317,-0.3531674,-0.20505352,-0.5871177,1.044818,0.41737118,1.1053811,0.09217116,-0.025824592,-0.15647554,0.19332531,0.16008094,0.23156556,-0.09665889,-0.2242893,0.23507571,-0.7792767,-1.0589052,0.47254845,0.5544672,-0.8824001,-0.59756,1.335,0.2708146,-0.24840897,-0.5631577,-0.018497258,-0.95956933,-0.6285885,0.88063604,1.1625816,-1.5203692,-0.5184245,0.5948565,0.67124933,-0.24654652,1.3085049,-0.70870656,0.8037117,-0.03337415,-0.1090332,1.1226735,1.5214695,-0.64463055,0.26077175,0.4467933,-0.046904765,-0.056130722,-0.09376067,-0.42712376,-0.17150418,0.41583863,1.2786195,0.5847052,-0.13774395,0.98817796,-0.6398987,-1.1115749,0.14209422,-0.9071787
Aqp9,1.3749982,-0.42629898,-0.15373322,-0.24375103,-0.46724683,-0.24569204,-0.16343318,0.02983784,0.43645874,-0.2647042,-0.46532342,-0.2826761,-0.38824636,-0.27217948,0.23130462,0.16616762,-0.3996926,-0.45457074,-0.45619,10.633566,-0.1024387,0.48046818,0.28872347,-0.043405548,-0.099362426,-0.07019891,2.4604323,-0.20449664,-0.016116787,-0.31984726,0.20638871,0.17243962,-0.34368417,-0.39136693,-0.26252386,-0.38044688,-0.0868921,1.271219,-0.22945426,-0.29662827,-0.3466544,-0.31060487,0.23272635,1.0520407,1.8027046,-0.4029665,-0.004341692,-0.10807186,1.2800239,-0.3953648,-0.42057645,-0.5210041,-0.5810116,-0.47542745,-0.5435936,-0.1290143,-0.3008442,-0.39099804,-0.64583933,-0.060712524,0.77266824,0.08800772,-0.17415822
Tcf12,-0.16819775,-0.7767448,-0.9637177,-0.96737444,-0.38939145,-1.6085175,1.2807065,0.48825976,0.70633113,1.4680767,-0.3910943,0.7566253,-0.3998217,-0.64447063,-0.7717786,-0.9551168,-0.453373,-0.3108176,-0.5445399,-0.9099636,-1.2579765,-0.60566616,-0.62678176,-1.0600616,-0.70658934,0.33598676,0.66272974,2.7817883,-0.6800635,1.4918947,-0.2918429,-0.42540267,-0.69058627,-1.0644221,-0.3676275,-0.30618575,-1.687786,-1.6231053,-1.93005,-2.1216204,-2.0956914,-1.399149,0.21412349,-0.33154002,2.244651,1.858837,-0.20141946,-0.64664817,0.32173717,3.334225,2.644645,1.5944991,1.8575432,2.1181684,0.7151377,-0.81421214,-0.7050587,-0.48032618,-0.44453818,-0.759534,1.6057438,1.3926152,2.7196336
Zfp280d,-0.10994011,-0.025835613,-0.39798912,-0.5798814,0.7682844,-1.1695807,-0.49760434,-0.3571271,-0.9175409,-0.89790064,0.14752553,0.52615714,-0.069992356,-0.5583694,-0.95132816,-0.52577806,-0.40464467,-0.5709697,0.4740951,-0.6769596,-0.007368205,-0.92894703,-0.99821526,-0.71931714,-0.4921153,-0.6258382,-0.6431916,-0.13031484,2.1820512,1.2313247,0.10922997,-0.5119713,1.4262344,-0.58195835,0.84894943,0.23433334,-0.08449422,-0.5124135,-1.0685419,-0.92281175,-0.5079197,-0.42925984,0.8461764,0.9786178,-1.3783152,1.1804672,0.24100298,0.26262745,-0.18665428,1.6535388,0.2418121,1.9420922,0.09835353,0.24225397,0.8243797,-0.59796214,-0.34099036,-0.20035025,-0.3096452,-0.5346485,1.0041387,0.1525209,-0.7800282
Tex9,-0.1383486,0.64924926,-0.6646876,-0.26751134,-0.91553485,1.2970299,-0.29543847,-0.30709353,-0.4089829,-0.5672295,-0.3229075,-0.8347462,-1.1107394,-0.2041912,-0.014191263,-0.71280324,0.6126252,0.07510181,0.4820377,-0.3586471,-0.4265116,-0.5139735,-0.43030703,-0.31982997,-0.25438336,-0.29384905,0.41205305,-0.6063395,-0.19359656,0.51423734,0.09477166,0.057899095,0.8606046,-0.33786765,0.59818053,2.7468114,-0.5727769,0.063278615,-0.8294322,-1.1521204,-0.72533995,-0.5400531,0.08605054,0.3179088,1.5524036,-0.33504587,0.018913852,0.22070388,-0.061461516,0.7155226,-1.2323765,-1.2161328,-0.20847462,-0.09640318,0.2944061,-0.3276506,0.23371932,-0.29162228,0.7015417,-0.25930804,0.09143426,0.39941993,-0.43191874
Rfx7,-0.7825819,-0.9171291,0.980778,-0.33733907,-0.29530302,-0.41521272,-0.58817196,-0.29496354,-0.37162197,1.5379703,-0.45108572,0.31751797,-0.19321041,-0.7175377,-0.7698833,0.06256837,0.033809382,-0.3052137,-0.17535225,-0.79688936,-1.0711684,0.16395798,0.06445648,1.6321691,-0.5987238,1.8381195,0.21938522,1.0854104,-0.567188,0.4607999,-0.5671562,-0.6051757,-1.0524981,0.7180087,-0.71319246,-0.2339646,-0.30471987,-0.25433582,0.11274515,-0.26191524,-0.6791045,-0.94658536,0.7494827,0.047953308,-0.98651385,1.6377087,0.80064,1.3306001,1.1450182,0.4510057,1.011925,0.17205544,0.97619414,0.3074843,1.3714105,-0.7075492,-0.5386746,-0.89232224,-0.31095153,-0.648217,0.7193876,0.55055654,0.21364063
Nedd4,-0.60058665,-0.7426542,0.4801694,-0.3231471,0.6135559,-0.9463283,-0.40727025,-0.80425394,-0.98651737,1.3823338,0.30516234,-1.2795144,-0.69543034,-0.58992285,-0.58635163,0.6114933,-0.086913615,-0.86090964,-0.23996201,3.2243567,1.0709157,1.5169333,0.6889933,-0.54795325,-0.385794,-0.48064652,1.9274933,-0.9402584,-0.34111443,0.47984526,0.06801962,0.6158784,3.1398678,0.67792046,-0.041574422,-0.6679181,0.0432467,-0.73990643,1.3103275,-0.30821857,-0.65087426,0.21230319,1.3196968,0.7912247,-0.18978879,-0.2894122,0.39728972,0.00998702,-0.27370933,0.6055286,-0.3343375,-0.9192287,-0.44721138,-0.6978954,-1.144487,-0.4873238,0.2271611,-0.028203188,0.027409391,-0.4202393,-0.44153914,-0.32098302,0.7519227
Ccpg1os,0.6943852,1.3844188,-0.7070285,0.101575516,2.8306966,-0.37640768,-0.21060298,0.3278827,-0.017319115,0.55864424,-0.6678248,-0.11906288,0.08644353,-0.65222794,-0.3667178,-0.056891028,0.37253895,-0.36619213,-0.5649682,-0.18799148,-0.21262293,-0.35097435,0.18556723,-0.13894403,-0.15479958,-0.14868757,-0.3021065,-0.34460756,-0.07801901,-0.08668206,0.29794407,-0.13970357,-0.59187263,1.347817,-0.23195595,-0.6502459,0.31339076,0.73540306,-0.43410644,-0.5783143,0.25651258,-0.04173734,-0.27890992,0.46903503,3.3868265,0.8886163,-0.16453792,-0.43135202,-0.5306863,0.4025478,2.9754431,0.868458,-0.84120524,0.6512,0.08025037,-0.1953938,-0.48364022,-0.6794737,-0.7565574,-0.12776828,0.6022204,0.10321181,-0.2599346
Ccpg1,-0.56278306,0.9615372,0.10772235,0.338925,0.7502477,-0.9072316,-0.41522327,0.23826861,-0.10286164,1.9202706,0.27775115,0.4317651,-0.87277806,0.36499056,0.15850975,-0.67670166,0.08996565,-0.028575685,-0.66706145,-0.49502674,-0.6636741,0.11053431,0.34197578,-0.5378716,-0.39548975,-0.4823195,-0.4276198,1.4399033,-0.33927688,-0.40887704,-0.50086576,0.05316479,-1.0939624,0.0054586204,-0.104946434,-1.210733,-0.27241352,1.0362619,-1.2752,0.24660952,0.59469074,0.00071270415,-0.17589778,-0.0006146965,-1.5063462,0.7199188,-0.811824,-0.89130783,-1.2501198,-0.15315272,-1.4728155,1.0234795,-0.12959042,0.3285381,-0.7640624,2.3996947,-0.41170338,-0.7040482,-0.41750905,-0.399919,0.7000814,1.1940359,-0.6016921
Khdc3,-0.4181399,0.14290908,-0.49027503,0.012086516,-0.47887737,-0.24088472,-0.16021653,-0.06228279,0.010352808,-0.2683412,-0.46449822,-0.033325695,-0.42459223,0.2621955,-0.34412077,-0.4112631,0.06253882,-0.31805897,0.536748,-0.106617406,-0.097977884,-0.34489992,-0.15634835,-0.038649708,-0.09555859,-0.06562309,-0.25487483,-0.1968337,-0.012720003,0.018145949,0.14491875,0.08912579,-0.3480325,2.0534549,-0.047855485,1.4443154,-0.3619038,0.43704835,-0.22079153,-0.2904674,-0.06515412,0.34872368,0.026099041,-0.090936184,-0.26944056,-0.39106095,-0.13047631,-0.17911315,-0.34906653,-0.4440445,-0.4391547,-0.51513934,0.46805456,-0.2752973,-0.32113746,-0.12698749,-0.2992915,0.79119664,0.72880965,-0.05826415,-0.087950304,-0.2774698,-0.17174894
Fam214a,0.727873,1.2575778,0.72734034,0.24631654,1.6600758,-0.7764664,-0.37097478,0.36476257,1.0474387,0.23684546,0.115121536,0.71569103,-0.40177736,-0.72424704,-0.39381835,-0.341358,0.26706395,-0.5360731,-0.4627639,-0.4094748,4.0565166,1.2375973,1.0614696,-0.44476077,-0.34353238,-0.40715158,-0.3462661,-0.8005347,-0.27957308,-0.24884047,-0.53015274,-0.7256506,0.46094602,0.45698455,-0.23857558,-0.6170039,-0.27607745,-0.26145867,-0.100782216,0.5987549,-0.8932352,-0.701249,0.17826706,-0.0729884,-0.5616348,-0.6060181,-0.07525349,-0.15383163,-0.37470213,-0.20025818,0.57905,-0.36825824,0.47962567,-0.3188292,-0.49270737,-0.3940734,-0.9872463,0.8476825,-0.039199475,-0.33280265,0.12965609,0.1613647,-0.5144049
Gnb5,-0.4651163,-0.11656444,0.2505488,0.031257283,-0.47703144,-0.19742785,-0.13886689,-0.24501552,-0.6968173,-0.26497117,-0.4225047,-0.8238187,-0.53101116,-0.35233593,-0.11230246,-0.39134997,-0.39248392,-0.17430663,-0.08004994,-0.08888471,-0.059783995,0.16508625,0.46188536,-0.002136342,-0.07037745,-0.033068217,-0.2822549,-0.14065282,0.01214422,-0.2940331,0.0070346743,-0.13535197,-0.31706432,-0.38988304,-0.270103,0.3121252,0.49807256,-0.13736112,-0.14840831,-0.2128791,-0.38008294,-0.25589874,0.28474972,0.22026135,-0.17581077,-0.29006377,-0.5125865,1.2790465,-0.28506994,0.2137149,-0.45052513,-0.44854113,-0.52167255,-0.5085955,-0.019870702,-0.106504515,-0.25829446,-0.40171126,-0.4515566,-0.036039084,-0.286649,0.16898145,-0.1460829
