gene_name,P9_A,P4_A,P3_A,P10_A,P0_A,P5_A,P6_A,P2_A,P7_A,P8_A,P1_A,P9_C,P4_C,P3_C,P10_C,P0_C,P5_C,P6_C,P2_C,P7_C,P8_C,P1_C
Tmpo,-0.45431122,-0.496249,1.0722181,-0.35536134,-0.29400423,0.630239,0.1668417,-0.45582318,-0.37686855,-0.5721376,-0.532106,-0.53930914,-0.43036342,1.1318879,0.20285365,-0.29679304,0.6987238,0.022982948,-0.42887604,-0.43092796,-0.2861357,-1.102676
Cdk17,0.15403783,0.07818645,0.074521706,0.059128094,-0.17246425,-0.078120865,-0.15583071,-0.061191775,0.27163386,0.31696665,-0.016962666,-0.33761767,0.29631805,0.07187178,-0.7419139,-0.16857879,-0.12807259,-0.100329466,-0.16940124,0.1799302,0.013276469,0.45529753
Elk3,-0.013421907,0.018202228,-0.0054846634,0.026793392,-0.033074066,-0.17421679,0.06361506,-0.02243578,0.08832589,0.55342734,-0.19520028,0.22328854,0.1338025,0.056663662,-0.5927429,-0.035762988,-0.076797895,0.07489984,0.089350805,0.22273152,0.22347713,-0.588217
Ccdc38,-0.051013283,0.018895235,-0.021431915,-0.05019069,-0.027058357,-0.0001017885,-0.054060604,-0.008844893,0.03914006,-0.058655307,0.00040120655,-0.056834914,-0.04206844,-0.052567746,-0.060858343,-0.026655067,-0.020775082,-0.022387307,-0.047750358,-0.03559489,-0.058298305,-0.059514925
Vezt,-0.046178944,-0.0073694335,-0.03080515,0.022186438,0.20039335,0.021700181,-0.037442066,-0.0026550193,-0.013616113,-0.25492156,0.08861791,-0.25440988,0.065294705,0.10147959,-0.2555408,0.19902492,-0.034394484,-0.13345766,-0.028099934,-0.04992484,0.009139063,-0.2551632
Nr2c1,-0.0029442934,0.020399038,-0.09184893,-0.09135486,0.10632264,-0.03730564,-0.007650156,0.028124414,-0.102595,0.42741922,0.34099078,0.018864423,0.0041572973,-0.07960128,-0.1657874,0.109659664,-0.008777153,-0.09273949,0.14803949,-0.018095238,0.02499472,-0.16335976
Tmcc3,-0.044247992,0.043922745,-0.00860741,-0.05379708,-0.07449216,-0.027972572,-0.037780013,-0.00837765,-0.09299331,-0.08855564,-0.05655725,-0.091307476,-0.113629594,-0.053901307,-0.08522537,-0.07433764,0.065737486,-0.010981991,0.031271484,-0.07233535,-0.034637406,-0.08725618
Eea1,-0.13380295,-0.23989168,-0.08854541,-0.040212203,-0.37140286,-0.024932526,-0.082975,-0.1510265,0.19509166,1.1389103,-0.3877909,0.07092732,0.22326654,0.60784936,0.23413633,-0.37119317,0.6629574,0.24742004,0.43614087,0.6426781,0.5304091,-0.51909924
Btg1,0.54960084,0.99467605,0.013940229,0.44004646,0.26487404,-0.96165097,-0.6828731,0.08574804,0.3590209,-0.29673132,0.623634,0.51425374,0.8301047,-0.077350706,0.67171186,0.26205418,-1.000026,-0.79675317,-0.0028661203,-0.076718025,0.11752913,0.95649064
Atp2b1,0.40624547,0.16477972,-0.06649886,0.79031783,-0.77608174,-0.11244492,-0.18073294,-0.042975117,-0.014813634,0.1199574,-0.62276864,0.30064932,0.44603306,0.1128174,0.45774138,-0.7727029,0.0215089,0.046201874,-0.07334273,-0.01775373,0.0048947246,-0.5560782
Cep290,-0.037165683,-0.057908196,-0.041284665,-0.05173343,0.16537715,0.010352301,-0.10691907,0.108446196,0.21019924,0.3460299,-0.07258058,0.010407631,0.08867478,-0.034798905,-0.11699187,0.16901094,-0.02239231,-0.020564448,0.046721682,0.13497531,0.09201623,-0.13035342
Ppp1r12a,0.6533728,0.42157066,0.3584542,0.6306178,-0.9052957,-0.19581889,-0.29166996,-0.17596172,0.07128869,-0.20201215,-0.6493056,0.4557074,0.4951874,0.16912077,-0.40776086,-0.9090518,-0.17248258,-0.22533835,-0.2683741,-0.03237552,-0.020892033,-0.8007038
Zdhhc17,0.11468653,0.025463313,-0.113832615,0.026492951,0.1604192,-0.120516896,-0.09012032,0.029429203,0.028026529,-0.34266025,-0.055447362,-0.32077655,0.001017936,-0.096889526,-0.36914387,0.15941936,-0.10894016,-0.08131981,-0.013611455,0.0065762573,0.012006005,-0.35299405
Osbpl8,-0.039936062,0.112245396,0.13120456,0.28115356,-0.081983924,-0.009400091,-0.0051671662,-0.07904314,-0.23887882,-0.4346726,-0.13422577,0.06768726,0.052999873,0.052039545,0.30241698,-0.08427863,-0.09373036,-0.1308076,-0.12997915,-0.11789835,0.1111643,-0.77124643
Nap1l1,-0.40365633,-0.77465236,0.04235505,-0.28737497,-0.51268667,0.63524795,0.27542755,-0.052799538,-0.114498645,-0.06398883,-0.5548996,-0.31411043,-0.646264,0.39726964,-0.14492749,-0.5062422,0.85363907,0.42502415,-0.12338384,0.044557486,0.6294905,-0.8754312
Phlda1,0.14990886,-0.02450561,0.10353505,0.20020212,-0.52619493,0.05999698,0.20302226,-0.13403942,-0.24603021,0.7640974,-0.56445897,0.6761903,-0.0025328249,0.13691482,0.5711597,-0.5249865,0.1367583,0.3092282,-0.3668463,-0.25542036,-0.048401367,-0.68218744
Atxn7l3b,0.040874474,0.092804074,-0.20710795,-0.0427474,0.035320003,-0.0045737503,-0.06937685,0.043223295,0.037792586,0.037913706,-0.046939682,0.44690108,0.074289225,-0.16269761,0.7025769,0.03560942,-0.022142624,0.052992098,0.08450687,0.20212148,-0.008803668,-1.0141414
Zfc3h1,0.07059491,0.02881946,-0.106443115,0.08148753,-0.07579409,-0.06696073,0.0413654,-0.008185984,-0.0438034,0.13669682,-0.13908707,-0.3970966,0.19578862,0.00861816,-0.7202665,-0.07523345,-0.14056554,0.1473348,-0.08501132,0.2024049,0.21005034,1.4351771
Kcnmb4,-0.068356276,0.054288972,-0.039539374,-0.12038985,0.25053442,-0.012807618,-0.07095678,-0.017408844,0.024332022,0.48939276,0.020422952,0.1485029,0.0026826034,-0.051197324,-0.20208904,0.25599512,0.022897255,-0.084400825,0.010836721,0.16398963,0.03433332,-0.18968502
Rab3ip,-0.17059094,-0.0070552956,0.0338462,-0.19945611,0.35994986,-0.010667489,-0.10066061,0.07177291,0.050927233,-0.12641153,0.45832872,-0.2997229,-0.15202755,-0.01133969,-0.41139627,0.35096747,-0.07222109,-0.12953967,-0.14503573,-0.073676445,-0.13685359,-0.41353333
Frs2,-0.07092998,0.07443733,-0.03836962,0.046132874,0.17742042,-0.05339084,-0.06357198,0.027976178,0.07135482,-0.068681985,0.028943392,-0.12928933,0.010807738,-0.0030400492,-0.31873426,0.15935095,-0.1532725,-0.059732586,-0.06819292,0.0076393797,0.009412338,-0.30860966
Lyz2,-0.02940519,0.05464743,-0.038056385,-0.07760059,-0.025761148,-0.028847123,-0.044407368,0.07369046,-0.00047653794,0.29821578,-0.04865211,0.060135853,0.1690022,-0.03880884,-0.093772076,-0.027274145,-0.04637588,-0.04580508,0.12986957,-0.0346156,-0.05414822,-0.09170124
Rap1b,0.27987748,0.15768941,0.37152997,1.0877244,-1.0695705,-0.026047045,0.5129953,-0.19355102,-0.837629,0.07386775,-1.0201346,0.48667884,0.1362396,0.019260626,1.0032811,-1.0685066,-0.13504405,0.31557545,-0.45844933,-0.68088925,-0.059760578,-0.107805476
Ifng,0.46408594,-0.044162806,0.20324872,0.29088557,-1.2763976,0.103988044,0.31765985,-0.3669385,-0.32697037,1.1807072,-1.177073,0.49936473,-0.014399283,0.30063426,0.68005425,-1.2767509,0.23058318,0.42424873,-0.66630864,0.008451293,0.41126502,-0.98729545
Dyrk2,-0.082861915,0.18618296,-0.06496255,-0.06971513,0.42187783,-0.17219447,-0.09588855,0.08229142,-0.04302585,-0.57490677,0.5178761,-0.2993996,0.015863393,-0.08607214,-0.62715536,0.41903782,-0.20357373,-0.16152191,0.009146925,-0.04825603,-0.23836365,0.75455225
Irak3,0.07158243,-0.060539242,-0.13947362,-0.07761506,-0.18555097,-0.04207651,0.00368146,-0.11389476,-0.038532753,-0.20709628,-0.17965072,0.5834809,0.32994187,0.08028654,-0.19238254,-0.18536995,0.33486226,0.6285815,-0.093276724,-0.053837094,0.015245108,-0.20135503
Lemd3,-0.021372247,0.030852286,-0.06997321,0.009399985,0.023940595,-0.03452584,0.026450332,0.027188981,0.009002205,-0.11835603,0.05306739,0.5698964,-0.0139255375,0.0505039,-0.38656458,0.024323773,-0.056419864,-0.043590926,-0.018986037,0.023807257,0.07053069,-0.38161695
Tbc1d30,-0.015429777,-0.0027862815,-0.048311695,-0.03981791,-0.0011860607,0.024016261,-0.06384007,0.00530831,-0.057909727,-0.1072331,0.08220148,-0.10129668,-0.053142156,-0.026742844,-0.11441735,0.0001662688,0.03503131,0.036244765,0.06341529,0.06610015,-0.08272518,-0.11003637
Gns,-0.059589442,0.08367045,-0.03376209,0.32317114,-0.09684142,-0.03440001,-0.048343837,0.05181307,-0.14437011,0.0026552796,-0.03451595,-0.032559976,0.15807173,-0.08754533,-0.39340094,-0.10354077,-0.109069854,-0.0885673,0.028888362,-0.066840544,-0.0010838544,-0.37477008
Rxylt1,-0.049266733,-0.06758439,-0.1872366,0.11962534,0.13506193,-0.094967104,0.05384501,0.1838805,0.012194179,0.0120483935,0.0028533533,-0.35870847,-0.083850615,-0.17344652,-0.3367682,0.14391159,-0.03452964,0.02898487,0.2253477,0.050440118,-0.041724738,-0.34409404
Ppm1h,0.043876044,0.14250524,-0.05796243,-0.19658999,0.19907087,-0.19674991,-0.33930758,-0.04341939,0.052143995,0.011864531,0.47525164,0.64488465,0.5321159,0.31682855,0.2386188,0.19950022,-0.05762228,-0.21702904,0.04797929,0.14128728,0.44322988,0.59882224
Mon2,0.10046198,0.12441096,0.0418026,0.06762502,0.010892565,-0.12635265,-0.09064391,-0.028222913,-0.074113004,-0.31329787,0.11970539,-0.112231456,0.102836296,0.012822174,1.9457716,0.004243428,-0.14000091,-0.08142045,-0.04079376,-0.09332546,-0.07096613,0.9917672
Ctdsp2,-0.055730727,0.122431196,-0.008908869,-0.06770327,0.006138694,-0.07464389,-0.10250889,0.027568825,0.35405898,0.14052765,0.057588227,0.4059158,0.09420886,0.0070683225,-0.4744955,0.007761097,-0.037203852,-0.07791657,0.014495514,0.26810047,0.08169257,-0.47149664
Mettl1,-0.20229313,-0.31378904,-0.39469388,-0.25522634,0.6851453,0.1789788,-0.12392581,0.32618263,-0.2554669,-0.36598042,0.45524815,0.15700863,-0.22227913,-0.36085784,-0.3021326,0.6906994,0.03826252,-0.0668216,0.5096239,0.023142472,-0.03206091,-0.3410672
March9,0.03616082,-0.006759812,-0.071158804,-0.008899785,-0.034529746,-0.051839016,-0.06073386,0.032175582,0.05553114,-0.16157441,-0.07868003,0.27949086,-0.03732557,-0.031098768,3.2241137,-0.03294443,-0.027030032,0.01393768,0.11528553,0.12456684,0.15735817,-0.16259107
Dtx3,0.17961061,0.10530875,-0.09822114,-0.0038797045,-0.20897631,-0.12845485,-0.14496253,0.011094366,0.32710359,0.6463811,-0.049045797,0.7032802,0.1744441,0.04853149,-0.4567889,-0.20731471,-0.07900456,-0.15608448,0.053242985,0.23703158,0.22667576,-0.44137466
Mbd6,-0.034961607,0.022176342,0.03164169,0.040493574,0.008725746,-0.0047238367,-0.080770425,-0.025284665,0.06815229,0.7937588,-0.014926015,0.5266527,-0.031472873,0.057790186,-0.3742255,0.005586686,-0.032633796,-0.012741276,0.011052806,0.076545164,-0.11791084,1.4098209
Ddit3,0.01675816,0.11408271,0.10024137,-0.19475518,-0.016762363,-0.009692785,-0.07700262,0.02460789,0.027843967,-0.066628575,0.29751602,-0.0522825,0.13121682,-0.050704017,0.24605286,-0.014485956,-0.12411631,-0.16576505,-0.018445985,0.045417387,-0.19631988,0.6566591
Arhgap9,0.37796304,0.1018316,0.055710282,-0.27259058,-0.061265964,-0.27324525,-0.08014869,-0.009273284,0.2636877,-0.33723032,-0.1732429,-0.00923342,0.14747044,0.18925501,0.44096527,-0.065944314,-0.24966118,0.02108343,0.24339616,0.14894505,0.31252813,0.2071976
R3hdm2,0.033745863,0.010355101,0.13448359,0.010185166,-0.021278284,-0.13076636,-0.096916795,-0.019022068,0.021718599,-0.023315782,-0.010139406,0.25134692,0.28801426,0.24065045,0.6322945,-0.018964196,-0.061191656,-0.16595617,0.053849936,0.07416397,0.015931752,0.698051
Stac3,-0.023233537,0.06855901,0.031881236,-0.045639116,-0.020038953,-0.05852168,-0.06140212,-0.01707052,-0.06799698,-0.07966587,-0.02401427,-0.072429895,-0.013733733,0.006085603,-0.08842285,-0.030587815,0.0052378927,-0.037601136,0.09994508,-0.06703263,-0.054980606,-0.08308282
Lrp1,-0.036255915,0.024697307,-0.03768564,-0.040964067,-0.040639035,-0.044462025,-0.026606875,0.07651509,0.03533901,-0.054839112,-0.05293831,0.47191903,0.11596177,-0.053075433,-0.051308095,-0.051778782,0.008882392,-0.05961262,-0.07231753,-0.0359486,-0.055411313,-0.05346132
Stat6,0.0064038616,0.14420797,0.0932453,0.11971099,0.014052975,-0.18355747,-0.030327853,0.001513445,0.026299821,0.341901,0.076428756,0.1473174,0.14748536,-0.019951846,-0.6184518,-0.0014968214,-0.11862687,0.040787604,0.20406234,0.060994487,-0.021736354,0.50400776
Zbtb39,-0.034557465,0.032311298,-0.069940746,-0.005493876,0.025734562,0.014322813,-0.05157585,0.0044330438,-0.048480008,-0.13422786,0.034475725,-0.12782656,0.040367234,0.026362972,-0.1419747,0.027756523,-0.05589114,-0.0071613304,-0.038508873,0.038181026,-0.011017767,-0.13725066
Baz2a,0.104262866,0.22472717,-0.041496385,0.26835445,-0.119704,-0.1796267,-0.082990184,-0.029520912,0.27627295,-0.09797775,-0.18279693,0.11086791,0.11268356,0.027185189,-0.9536375,-0.114271864,-0.27266225,-0.01944879,-0.087887846,-0.021941345,0.18435493,1.9143441
Stat2,0.042868923,0.086082004,0.018676262,-0.20963143,-0.009032113,-0.16775578,-0.13852735,-0.063735075,0.15698397,0.25016576,0.17210625,0.3975088,0.20888148,0.18508656,-0.42463744,-0.004326733,-0.04753871,-0.105691515,-0.09004316,0.18203436,0.2810999,-0.4059931
Pa2g4,-0.18782005,-0.6956379,-0.05072426,-0.28468,0.024100069,0.47490337,0.08783784,0.3209891,-0.08918288,-0.30764928,0.11725839,-0.6625562,-0.7393543,-0.096847504,-0.8654026,0.025024394,0.31779036,0.04974868,0.3137046,-0.16009177,-0.02852301,-0.22456124
Ikzf4,-0.053930253,-0.00031754465,-0.006360682,-0.08314194,0.018122202,-0.041611467,-0.062752865,0.013410126,-0.06782004,-0.07678586,0.040267617,-0.071226075,-0.026126754,-0.019613696,-0.0835143,0.019334216,0.042863652,-0.03433444,-0.043480292,0.095428295,-0.052414127,-0.07941128
Rab5b,0.02014849,0.0930209,0.0074605364,0.06990283,0.031578626,-0.13184753,-0.109134346,-0.013882631,-0.023526965,0.18401058,-0.16207096,0.20522384,0.07769675,0.13151552,-0.43923327,0.026526684,-0.011687386,-0.08834938,-0.037217747,0.16397518,0.12819399,-0.42530146
Dgka,0.096480966,0.23830946,-0.01868001,-0.5408123,0.58972216,-0.24047783,-0.12512667,-0.17041892,0.35828614,-0.61706126,0.3705551,0.6162296,0.33634368,0.062447503,0.09123567,0.58998823,-0.1609486,-0.074188694,-0.35214192,0.2029707,-0.28686148,1.5491636
Tmem198b,-0.051129922,0.045449853,0.020591293,-0.0396063,-0.023586644,-0.042528693,-0.021519283,-0.020721082,0.09554911,-0.10883336,0.038918972,-0.1044707,-0.06908213,0.003027812,-0.11411303,-0.022502435,0.01619143,0.020372327,-0.03778544,0.050713275,0.0068238,-0.11089347
Gdf11,0.26515713,0.02744463,-0.015641415,0.0114218965,-0.20272987,-0.07459612,-0.041396916,0.0071041523,0.024348209,1.0036964,-0.14310901,0.125398,0.031424686,-0.055939503,2.0218172,-0.2012966,-0.051207587,-0.009556902,0.28764296,0.07321436,0.19512294,4.3181224
Cd63,-0.023429811,0.01354682,-0.04073819,-0.03835871,-0.020908317,-0.014976123,-0.038155157,-0.025586193,-0.049730334,-0.04923992,-0.018954925,-0.04954403,-0.05201089,-0.02463072,-0.048871882,-0.026339207,-0.016421998,0.016674438,0.2839505,-0.030532101,-0.015702702,-0.049096312
Rdh5,-0.030314432,0.0047158645,0.006612748,-0.07826409,0.058251604,-0.04494867,-0.05999639,0.008289119,-0.07843796,-0.09072462,-0.046100464,-0.08310556,0.053541545,0.04437037,-0.0999452,0.06014632,-0.015684657,0.013971672,-0.045083042,0.061177038,-0.0659255,-0.09432246
Bloc1s1,0.11304451,0.07864357,0.032273244,-0.010250836,-0.062447947,-0.059414677,-0.050167263,-0.018744037,0.15444963,0.40411845,-0.14274913,0.15039156,-0.09354051,0.07258839,-0.3815047,-0.06403919,-0.014747703,-0.04000626,-0.022352792,0.12785546,0.097907424,-0.36862662
Tespa1,0.13499078,0.2440336,-0.16388322,-0.10657483,0.86253023,-0.3305665,-0.33701345,0.10839428,0.4161157,-0.526798,0.045812726,-0.4770742,0.16288853,-0.1096081,-0.82903785,0.8689882,-0.39427233,-0.44560313,0.17620438,0.6469393,-0.4880547,1.6768494
Vmn2r84,-0.056697402,0.079311,-0.048155926,-0.04349764,0.19815397,-0.058277905,-0.04774439,0.042160016,-0.07741846,-0.100990176,-0.08023384,-0.08637315,0.032195877,-0.03300767,-0.11867969,0.20195378,-0.06498866,-0.077076115,0.123401776,-0.006026229,-0.074775025,-0.10789257
Insr,-0.07517585,0.055344388,-0.06483177,-0.16887999,0.4932931,-0.055537906,-0.10237129,0.072292425,0.079361856,-0.18679556,0.27309874,-0.16258305,0.09441531,-0.076522015,-0.2160975,0.47360978,-0.10647223,-0.1471829,0.02901906,-0.09072335,-0.1820472,-0.1982291
Arhgef18,0.20649919,0.32845595,0.08170549,0.47120988,-0.10306661,-0.119325265,-0.16680613,-0.05555312,-0.24901186,-0.80212814,-0.24262218,0.08918838,0.24450852,0.0094707,-0.19817083,-0.103934325,-0.16932277,-0.18644631,-0.061982274,-0.24207865,0.087606534,1.1458565
Pex11g,0.06913264,-0.066256925,-0.0028519547,0.020409225,-0.028028235,0.009306322,-0.09163084,-0.029214831,0.19305015,0.4252149,0.0072021694,-0.044352207,0.0052458546,-0.030892182,-0.24813154,-0.025327908,-0.0064543784,0.033510275,-0.12400851,0.2677305,-0.03798385,2.2806647
Zfp358,-0.07821422,0.09250723,-0.024506202,-0.0134381335,0.16653861,-0.09218551,-0.059132,0.050273288,0.05402365,-0.16423787,0.048282735,-0.15148602,0.037510984,-0.06150611,-0.17967016,0.15927605,-0.053784907,-0.026754696,0.30436715,0.009719255,-0.04423629,-0.1702595
Mcoln1,-0.016657049,0.07109441,0.042287976,-0.10289318,0.03783973,-0.04710206,-0.071234256,-0.007930097,0.18090498,-0.2319915,0.08381608,0.24676791,0.14271428,0.012487413,-0.24381429,0.033732735,0.011716381,0.032262616,-0.10886297,0.022323534,0.07871003,-0.23660472
Pnpla6,0.06753108,0.035483986,-0.048739463,-0.0053554294,0.0027098553,-0.043858305,-0.05486232,0.04089527,0.11805553,0.26005575,-0.0591168,-0.2700395,0.10641517,0.0031989338,1.1942396,-0.0003021099,-0.08703503,-0.13704024,0.05667728,0.067251466,0.20940647,-0.28783232
Mcemp1,-0.039693255,0.017993271,-0.041196063,-0.05923797,-0.058857918,-0.043821994,-0.015119625,0.09523834,-0.0487876,-0.054902777,-0.0573732,-0.051110703,0.17650221,-0.022765018,-0.059491944,-0.058880206,-0.045562956,-0.048698787,0.23961599,-0.023101017,-0.05415911,-0.056693457
Fcer2a,-0.06535371,0.024834327,-0.015571632,-0.07141996,-0.059290506,-0.03281806,-0.03659792,0.017804896,-0.045252036,-0.06056456,-0.06675055,-0.05106913,0.22330552,-0.018894222,-0.07205592,-0.059208162,-0.037177462,-0.04502964,-0.003682723,-0.04398656,-0.058702398,-0.065048456
Evi5l,-0.06325129,0.12274616,0.006659872,-0.06652895,0.038691957,-0.06390997,-0.041355573,-0.030353803,0.1785274,-0.12687668,-0.069327265,0.24193336,0.22951478,-0.00040917943,-0.1304384,0.040758952,-0.08114739,-0.092400484,0.046118014,0.1949643,-0.017419422,-0.12826645
Map2k7,0.06642378,0.04278355,-0.027531523,0.0019300232,0.016283277,-0.071421474,-0.09819997,0.0108696865,0.029251054,0.0047870367,-0.0388688,-0.02784945,0.13777438,-0.0037895513,-0.52314013,0.014262405,0.019648865,-0.090628825,-0.025109066,0.12151111,0.014513464,1.0413289
Tgfbr3l,-0.052181352,0.00970136,0.015627012,-0.03252371,-0.042222176,-0.0068027717,-0.028182592,-0.013646083,0.1272593,-0.051059507,0.0076926467,-0.04883523,-0.03079252,-0.009138272,-0.05375133,-0.042097352,-0.04558114,-0.014150165,-0.037735082,-0.0043727476,-0.0506233,-0.05210985
Ctxn1,-0.009063366,0.05090241,0.0059981463,0.051587876,-0.061800193,0.05420437,-0.0053213397,-0.014273262,-0.11368198,-0.116271935,0.0038505944,-0.11466588,0.053996377,-0.03388313,-0.11821558,-0.061115682,-0.041857585,-0.0054820944,-0.06974202,0.01557895,-0.05173803,-0.11703034
Cers4,0.11522226,0.041005515,0.04553751,0.20864955,-0.26935968,0.034186646,-0.010598629,-0.023899004,-0.088055775,-0.16160631,-0.16830152,0.2782467,0.00983611,-0.031088984,0.73151696,-0.27343524,-0.00074057997,-0.03259888,0.021384079,-0.056372087,0.07645199,1.9916445
Efnb2,-0.065036096,0.050761074,0.08862558,-0.051311813,-0.037782244,-0.018741135,0.008294418,-0.029290842,-0.06972947,-0.07750653,0.009901637,-0.07268391,-0.0335642,-0.012948143,-0.083342865,-0.037257448,-0.045799155,-0.03624031,0.08721873,0.01154096,-0.05329914,-0.07978385
Lig4,-0.0016248809,-0.013281181,-0.070237055,-0.027898174,0.11101418,-0.01847648,0.026818236,-0.012342242,-0.021941284,-0.14320336,-0.061697442,-0.1455016,-0.022024345,-0.0061037294,-0.14042205,0.11414008,0.034730382,0.030269189,0.031603295,0.010806624,0.0084737865,-0.1421181
Irs2,-0.2136277,0.12878439,-0.12247928,-0.28036156,0.06697709,-0.11668437,-0.14301611,0.07819001,-0.06395012,-0.2502423,1.2304927,-0.1446699,0.087677315,-0.1266477,-0.28892258,0.071121946,-0.14216268,-0.17564045,0.18784657,-0.12705901,-0.19448368,-0.2653352
Rab20,0.06263828,0.04420711,-0.10947773,0.019961357,0.1466173,-0.04494874,-0.08281074,0.033573456,-0.06831337,0.6383049,0.064267084,-0.012534113,0.059234925,-0.12598725,-0.25113696,0.15140554,0.007452108,-0.11946461,0.13436303,-0.058892883,-0.09342588,-0.23926216
Ing1,-0.10066316,-0.01098058,0.33408555,0.10238749,0.018737279,-0.005125596,-0.104556985,-0.081930265,-0.20163685,0.18428586,-0.08090965,-0.2569429,-0.13574591,0.27741614,0.59721303,0.02169227,-0.09104568,-0.20203191,-0.18204129,-0.19138318,-0.074875005,0.74599624
Ankrd10,0.07723469,0.030516762,-0.05719181,0.16755393,0.04176459,0.047639832,-0.09745093,0.003233002,0.18618426,-0.29514834,-0.12621668,-0.112584345,-0.005494568,-0.07221031,1.4485533,0.037272487,0.0753518,-0.120625675,-0.024615496,-0.10537843,-0.042105544,1.5964315
Atp11a,-0.037196483,0.061852425,-0.01484413,0.057436373,-0.017668983,0.0031946085,-0.057849083,0.0318644,0.065869436,0.04084545,0.14169024,0.06383291,-0.14538951,-0.06131619,-0.25030243,-0.0148211485,0.07662339,-0.14797705,0.17797387,0.11398249,0.051856868,-0.24775599
F10,-0.037232127,0.032874074,-0.036441214,-0.0373548,-0.037335556,-0.017707035,-0.03665062,0.051448185,-0.036825627,-0.03713528,-0.037260372,-0.03694326,0.16140561,-0.036493152,-0.03736766,-0.037336685,-0.03666234,-0.03682113,-0.035985004,-0.011645273,-0.03709762,-0.037225954
Tmco3,-0.050014284,-0.026168657,0.0032562318,0.0049420493,0.0736762,-0.013439307,-0.029223185,-0.05030741,-0.026601642,0.03183063,-0.0015250198,-0.017844092,-0.049812265,0.0242353,-0.31385595,0.07267149,0.017972337,0.016961314,-0.1315297,0.08937292,-0.0056204787,-0.31819028
1700029H14Rik,-0.03457437,-0.019822283,0.031488746,-0.052429978,-0.05138291,-0.010418642,-0.030576607,-0.002475209,-0.051246107,-0.058111604,0.029481657,-0.05385425,-0.019319823,-0.010309355,-0.063263856,-0.051269885,-0.012310693,0.015423105,-0.032608148,-0.05067872,-0.05727669,-0.060122
Rasa3,0.052577283,0.1999328,0.21521273,0.28937566,-0.4775864,-0.02250931,0.13820459,-0.29680118,0.11430391,-0.3752296,-0.28860134,-0.45012558,0.047105517,0.18457681,-0.060503643,-0.48563993,0.012006605,0.13210332,-0.46901208,-0.06736377,0.014978086,-1.2653399
Fbxo25,-0.028579323,0.08717763,-0.026133139,0.005474639,0.06958653,-0.030515516,-0.08004226,-0.032667372,0.122770526,0.19462173,-0.15671542,0.051116075,0.04400197,0.08645816,-0.29566857,0.06745387,0.0578611,-0.010392719,0.0008610709,0.027558895,0.10867138,-0.28987992
Tdrp,-0.34786582,0.17721882,-0.14284565,-0.40149868,1.4488837,-0.19042525,-0.21244794,0.066478156,-0.08375238,-0.34957546,0.97831476,-0.29606023,0.15098408,-0.16769017,-0.41433954,1.4452593,-0.21367969,-0.2534688,0.012590914,-0.21434034,-0.3390805,1.1331958
Erich1,0.058963016,0.034995716,-0.08670747,0.12069458,0.032431815,-0.08973098,0.023279624,0.020435607,0.20257218,0.046052653,0.0049840496,0.33937982,0.050096113,-0.10805695,-0.5045554,0.035772126,-0.062323518,-0.038249105,0.17932457,0.052327726,-0.062060636,-0.5127682
Kbtbd11,-0.043739386,0.1832021,-0.053155787,-0.5391728,0.79303145,-0.18161826,-0.09641543,0.1569088,0.280535,-0.5987528,0.5099682,-0.31445533,0.14651233,-0.20711873,-0.6488389,0.80419326,-0.26089507,-0.26557714,0.09460077,0.08526842,-0.16568889,2.2812514
Alg11,-0.06355646,0.04962438,-0.009669849,-0.06540393,0.15616755,-0.015962278,-0.03954433,-0.060518518,-0.06199169,0.26525185,0.059438016,-0.09894744,-0.027153919,0.019621447,-0.22725005,0.16091329,0.039156277,-0.02741993,-0.036386795,0.10796288,0.061467282,-0.22788906
Nek3,0.036985327,0.008097106,-0.036434155,-0.006988976,0.011711225,0.039912526,-0.05473246,-0.0054757805,0.12994091,-0.17362039,0.06933689,0.33131537,-0.0114376275,-0.013498776,-0.17257565,0.0025658596,-0.043438558,-0.030482396,-0.04635092,0.046864964,-0.04428882,-0.17321274
Slc20a2,-0.02206118,-0.05729595,0.024195855,-0.029582808,0.100010015,0.054436896,-0.06577138,0.002822949,-0.009705397,0.0748119,-0.032334838,-0.08804484,0.018367901,0.09164973,-0.23225753,0.09206798,0.042753905,-0.07907679,0.15278327,-0.03413723,0.040342584,-0.23104969
Ikbkb,-0.013160623,0.15708588,-0.06535735,-0.09917801,0.48669592,-0.20795327,-0.1092287,0.06297191,0.13091427,-0.4032513,0.21260828,-0.4463065,0.16043423,-0.10897466,-1.004019,0.49192184,-0.17764752,-0.14468847,0.3206123,-0.040437847,-0.012746158,0.3330102
Ap3m2,0.07034629,0.13237432,0.03407585,-0.01097021,0.20220836,-0.1230869,-0.08821553,0.0060670166,0.047722094,-0.39828643,-0.03691435,0.54190063,0.08957417,0.0042610024,-0.44199964,0.20485747,-0.19330484,-0.09036995,-0.064921446,0.0438582,0.12050079,-0.4153432
Kat6a,0.112318434,0.09162433,0.14551026,0.05978535,-0.012441346,-0.08149754,-0.11884588,-0.07253835,-0.037636504,0.03253939,0.012334028,-0.14569703,0.1743978,0.1004409,-0.9055785,-0.017666057,-0.081237376,-0.14946547,0.07816197,-0.049614996,0.0081296535,1.5495654
