gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
Nkiras1,-0.030153159,-0.024675893,0.027644541,0.022376966,-0.03455564,-0.0073799924,0.045508735
Gm2237,0.0010661785,-0.01851747,-0.045636885,-0.017978752,-0.0206393,0.08142035,-0.044799685
Saysd1,-0.047745157,-0.0007453093,-0.019053249,-0.051297978,0.066716895,-0.03897696,0.17774956
Nudt13,-0.013603777,-0.026030416,0.0021109767,0.05568778,-0.05124549,0.048545208,0.062809065
Fam149b,-0.042694386,0.0032200268,0.042600647,-0.017220791,0.033357307,-0.0005956642,0.08174525
Mss51,-0.01044227,-0.034609646,-0.022146756,-0.05705366,-0.038739957,0.020451881,0.22972016
Ppp3cb,-0.0016083885,-0.08148902,0.112924136,0.00042837093,0.039055023,0.04895387,-0.014979256
Usp54,0.0015351034,-0.05730524,-0.047860775,0.005247211,-0.0036833957,0.02156004,-0.05681492
Zswim8,-0.017872395,0.0040794834,0.067297824,0.0487924,-0.011490475,0.0491148,-0.10607318
Ndst2,-0.016545989,0.009137485,0.026905108,-0.026858443,-0.06271572,0.16110045,0.045995004
Camk2g,0.005159564,-0.039904784,0.1968342,0.09082263,-0.010410861,0.018016668,-0.17431389
Adk,-0.09687159,-0.14103177,-0.18341982,-0.15393858,0.53340536,-0.009158322,-0.12020003
Kat6b,-0.048327375,-0.0066528106,-0.05581206,-0.012217979,-0.083517015,0.08710804,0.2470172
Samd8,-0.022848556,-0.03577593,0.05862884,0.11501214,-0.020651642,-0.03005019,0.0010400616
Rps24,-0.10087013,0.023201143,-0.2980878,-0.12580052,-0.4001851,-0.1504309,1.8528197
Zmiz1,-0.013544548,-0.113556355,0.48748133,0.27291283,-0.18461816,0.024226096,-0.24276422
Zcchc24,0.009067093,-0.036855105,-0.04093791,-0.035851855,-0.04001465,-0.034240816,-0.055469416
Slmap,0.02364926,-0.03746145,0.06801716,0.04828665,0.031880952,-0.03214392,-0.102365114
Arf4,-0.024801802,-0.056745175,0.25692728,0.18409747,0.18664359,-0.1857766,-0.5245159
Dnah12,0.009852012,-0.0023717496,-0.047246,-0.03983934,-0.015510983,0.026387483,-0.056706972
Appl1,0.012942723,0.0051037846,0.09236772,0.08937441,-0.02719027,-0.10341457,-0.07115264
Arhgef3,-0.05881606,-0.03599098,0.22795245,0.06440377,-0.004520094,-0.011412913,-0.15777984
Tasor,-0.05228206,-0.084765874,0.10987769,0.046890654,-0.124687925,0.2150416,0.38267156
Prkcd,-0.023393745,-0.028537787,0.1335616,0.025555057,0.027095528,-0.008118529,-0.18946801
Rft1,-0.03269283,-0.039423943,-0.023776365,-0.03226274,0.0004544748,0.0726534,0.2100516
Mustn1,0.00805767,-0.019708103,-0.03711611,-0.03884105,-0.031062417,-0.016192168,-0.032592338
Gnl3,0.019410437,0.08979069,-0.25265583,-0.124119595,0.065402515,-0.25669384,0.23820733
Smim4,-0.056390546,-0.058546226,-0.047867525,0.02322134,-0.05071804,0.1507218,0.23736152
Nisch,-0.026850961,-0.09159048,0.13734864,0.02047176,-0.07556871,0.06954543,0.19046983
Capn7,0.041129455,-0.04052851,0.11118656,0.049759258,-0.010167784,-0.01724343,-0.08960139
Sh3bp5,-0.042807877,0.10625727,-0.31010556,-0.17889114,-0.01706611,-0.2736844,0.7143561
Colq,-0.022028724,-0.024542283,-0.06104555,-0.052509323,-0.017196286,0.010970685,0.026187267
Ercc6,0.022110658,-0.029795531,0.055966448,0.014154501,0.0048435344,-0.019758265,-0.012485334
Wdfy4,-0.0050953235,-0.028988015,-0.0723785,-0.06835697,-0.04499127,-0.060144164,-0.065952085
Mapk8,-0.038119275,0.01898816,-0.054588273,-0.10890284,0.0051300614,-0.041520175,0.21320689
Shld2,0.01780985,-0.003547603,0.041263357,-0.0049712197,0.024504397,0.018032921,0.0015097405
Bmpr1a,-0.011356093,0.037952695,-0.054052714,-0.004211803,-0.053695716,-0.008382146,-0.01208212
Ccser2,-0.047583368,-0.039310586,0.17368148,0.101014026,0.0132843815,0.041735794,-0.2117341
2610528A11Rik,-0.0033861676,-0.03285155,0.032919917,0.013639645,-0.036376234,-0.05806892,-0.075675175
Sh2d4b,-0.0032570343,-0.0070856265,-0.04758133,-0.023854008,-0.015374859,-0.035799466,-0.04662575
Txndc16,0.004502325,0.0410156,-0.08109628,-0.08258048,0.006299204,-0.046285253,0.11045142
Gpr137c,-0.0017610108,-0.03664175,-0.076870844,-0.005402647,-0.0242436,-0.03356384,0.03329519
Styx,-0.014800571,-0.054194625,0.041207105,-0.026889723,0.015853379,0.023716452,0.12519799
Ddhd1,0.0047498215,-0.008319317,0.047623567,0.05763619,-0.061500378,0.06964855,0.02812891
Cdkn3,0.07502424,0.14613862,-0.29209864,-0.28204954,0.25012523,0.18637578,-0.37406832
Gch1,-0.06559922,-0.086051695,0.010645298,-0.0666153,0.1840738,0.15517043,-0.16448905
Lgals3,0.1238946,-0.23798285,-0.018216372,-0.04671429,0.4393207,0.79215753,-1.1562862
Dlgap5,0.0628369,0.034948606,-0.19600873,-0.19368143,0.210126,0.023783503,-0.19679354
Atg14,-0.018552141,-0.011001002,-0.043901972,0.029775651,-0.0314198,-0.07869807,0.10950854
Ktn1,0.0075977817,-0.08234552,-0.0043086633,-0.0352424,-0.08419064,0.111196786,0.25831205
Tmem260,-0.03811287,-0.015530707,-0.10246971,-0.082170255,-0.0072110663,0.06776075,0.30941087
Ap5m1,0.010020397,-0.035718177,0.045785747,-0.05365491,-0.010118176,0.14642929,0.08455692
Tep1,-0.006409548,0.004054887,-0.032302726,0.017490694,-0.01861429,-0.0055164737,0.079710685
Pip4p1,-0.029021354,0.038253292,-0.00024904593,-0.0055379802,-0.034106072,0.0048643514,-0.0025688745
Rnase6,-0.030068474,-0.0070839482,-0.108543664,-0.09060933,-0.06155118,-0.021190947,-0.07352121
Arhgef40,-0.001774859,-0.009277617,-0.032830175,-0.028017797,-0.0006338568,-0.03417987,-0.046572395
Rpgrip1,0.10194455,0.042314492,-0.19860663,-0.23130143,0.1255252,-0.015310239,0.26616496
Chd8,-0.01836226,-0.052168466,0.00037899046,0.05668218,-0.045751832,0.047354605,0.23706073
Rab2b,0.00090363855,-0.022570463,0.026320294,0.003836265,-0.009093036,0.07533998,0.086162224
Sall2,0.046535306,-0.04665092,-0.03421907,-0.033330612,-0.026475562,0.0013159178,0.04240015
Trav3-1,-0.0209349,-0.0027764845,-0.05223862,0.012531319,-0.033840023,-0.044689216,-0.05349466
Trav8d-2,-0.011192957,-0.013431695,-0.04783082,-0.02327227,-0.02839985,-0.039857805,-0.049157333
Trav16d-dv11,-0.028839255,0.03531919,-0.03563392,-0.03643678,-0.03498439,-0.04389646,-0.04460871
Trav14d-3-dv8,-0.038332224,0.009065885,-0.041079573,0.0071102153,-0.041403927,-0.041212663,-0.04105743
Trav16n,-0.059311014,0.11890769,-0.08238976,0.027954262,-0.0698109,-0.08579322,-0.06998972
Trav13n-4,-0.0030258358,0.008766974,-0.04194558,-0.009438414,-0.025858797,-0.035344772,-0.03198513
Trav14n-3,-0.05678754,0.098313525,-0.0619845,-0.029714627,-0.058930013,-0.06073117,-0.062193025
Trav7-4,-0.034972362,0.021896634,-0.048120245,0.00029326012,-0.040392645,-0.04494942,-0.048647795
Trav9-1,-0.026692407,-0.0076522618,-0.0761902,0.08572453,-0.047098134,-0.052736286,-0.07817627
Trav10,-0.026283069,0.028601842,-0.051582426,-0.027111186,-0.036712863,-0.04548107,-0.05259754
Trav7-5,-0.025906255,0.048495207,-0.060286056,0.0126332315,-0.040079508,-0.051994804,-0.06166552
Trav13-1,-0.03342341,0.0737355,-0.06576612,0.014369757,-0.04588678,-0.06276213,-0.07576356
Trav14-1,0.22992225,-0.72193515,1.6356556,-0.8381582,0.1070259,1.2037014,-0.2885417
Trav15-1-dv6-1,0.053385276,-0.0434045,-0.013421016,-0.049469642,-0.016093388,-0.025601951,-0.032747447
Trav9-2,-0.021247456,0.010938597,-0.043333776,-0.0035396172,-0.034012068,-0.04474313,-0.042377394
Trav4-3,-0.017438069,0.009287855,-0.028767223,-0.029547345,-0.027172964,-0.027714668,-0.03780053
Trav14-2,-0.020646656,-0.0049784062,-0.029722044,-0.04409308,-0.0347132,-0.027754603,-0.04193227
Trav15-2-dv6-2,-0.004574559,-0.050455295,-0.016980616,-0.061154053,0.014370409,0.035622012,-0.017894119
Trav3-3,-0.065658644,0.07967985,-0.07779455,0.005646804,-0.06744312,-0.06760146,-0.04474477
Trav4-4-dv10,-0.00967576,-0.008095719,-0.056226708,0.000632473,-0.023385597,-0.046737712,-0.057805445
Trav5-4,-0.024815947,-0.027586795,-0.063008144,0.03944941,-0.052301418,-0.050659854,-0.0732417
Trav6-7-dv9,-0.025614668,0.040567413,-0.053375598,-0.0137249045,-0.0053235954,-0.04484422,-0.06296453
Trav7-6,-0.01815395,-0.0019391763,-0.039628714,0.024271073,-0.022637002,-0.0411856,-0.04972316
Trav8-2,-0.019777259,-0.028877761,-0.017106079,-0.044184644,-0.01972312,-0.007246447,0.001594555
Trav16,-0.059148163,0.09591758,-0.07170025,-0.015999809,-0.013361684,-0.034669627,0.0038447196
Trav13-4-dv7,0.019559015,-0.038978066,-0.0042085233,-0.049852524,-0.015828757,-0.0024918595,-0.012411118
Trav14-3,-0.02527697,0.019546172,-0.026955176,-0.030203842,-0.03387248,-0.047462784,-0.02957007
Trav17,-0.006466874,-0.03088834,-0.013772512,-0.040343437,-0.017648935,-0.013427143,-0.007312252
Trav19,-0.020986736,0.014900487,-0.03964922,-0.009386193,-0.038218737,-0.056301,-0.034737207
Trav21-dv12,-0.014177323,-0.03746851,-0.006283959,-0.05949236,0.007416989,0.01535568,-0.021052102
Trdv1,0.03329309,-0.09755186,0.04874865,-0.09130615,0.04518831,0.012261949,0.011224626
Trav22,0.0020891274,-0.059548788,0.016781233,-0.107287444,-0.020814104,0.0544781,0.12183123
Trdv2-2,0.04007416,-0.13191932,0.25976837,-0.17926672,0.005581439,0.069761515,0.08333119
Trdv4,-0.005198726,-0.05375671,-0.025839472,-0.061202068,0.052863598,-0.01851426,-0.050863206
Trdc,0.28102863,-0.6725822,0.72239333,-0.74597996,0.23931591,0.32878262,0.74294037
Trdv5,0.026577303,-0.08432216,0.05040808,-0.105734766,0.02013668,0.10435926,-0.0076820077
Trac,-0.030048938,-0.24259648,0.93081003,-0.44004202,0.30639744,0.707024,-0.5197712
Mmp14,0.019085595,-0.010168295,-0.032189302,-0.010470696,-0.057539947,0.024739359,-0.044399694
Cdh24,0.0077021345,-0.007773307,0.0137926005,-0.05201304,-0.0057046893,0.035985302,0.07174776
Bcl2l2,-0.014862005,-0.07226188,0.031230658,-0.007164605,-0.01238808,-0.0004771261,0.0038248003
Zfhx2,-0.06542309,-0.10415556,0.2938141,0.13530129,-0.061366662,0.29533157,-0.14115007
Thtpa,-0.019325329,-0.0847782,0.063280016,0.15361908,0.05847597,0.090660825,-0.13059582
Dcaf11,-0.06810652,-0.0004518957,0.04302474,0.008327632,0.03581824,0.038968414,0.025417347
Rnf31,-0.033845827,0.01196493,0.010553419,-0.011256997,0.07589898,-0.016128877,-0.04579628
Irf9,-0.10140625,-0.06773866,0.04868586,-0.009417524,0.117569104,0.25628918,-0.034858875
Tssk4,-0.025666209,-0.030707411,-0.060738757,-0.023740744,0.024123434,0.046113875,-0.019545944
Ltb4r1,0.071316004,-0.021326274,0.11585783,0.033425473,-0.038313836,0.0026624652,-0.1878812
Khnyn,-0.006367602,-0.070940666,0.15778512,0.024717636,-0.029515687,0.21991615,-0.1215261
Cma1,-0.016473878,-0.051144324,0.08448741,0.012141813,-0.06251182,-0.09552274,-0.14465712
Gzmc,0.03481081,0.052220855,-0.03421123,-0.026413348,-0.0753298,-0.025735196,-0.087047
Gzmb,0.1706448,0.21087334,0.2392578,0.1423978,-0.21908897,0.35793027,-1.3153416
Parp4,-0.04490997,-0.08515248,0.10527333,0.03178641,0.016482258,0.18468836,-0.03779547
Zmym5,0.0014285392,-0.048713733,0.020638296,0.05632198,-0.027744772,0.050952643,0.082092956
Zmym2,-0.028415194,0.053202365,0.072413534,0.021852326,-0.099334255,-0.046428,0.1575066
Lats2,-0.035304338,-0.06414226,0.23862252,0.106230795,-0.11299104,-0.083711505,-0.0029474462
Zdhhc20,-0.04610999,0.0011822378,0.31365034,0.22970273,-0.2025761,-0.09889508,0.032826293
Phf11a,0.0253041,0.11377086,0.05628139,0.042192433,-0.030873623,-0.07308768,-0.39654335
Phf11b,0.012913759,0.040126227,-0.05751553,-0.06611328,0.3296723,0.1680092,-0.80791503
Phf11c,-0.10131986,-0.00063078507,-0.15210193,-0.11233682,0.29832974,0.13200523,-0.12396756
Atp8a2,-0.02436702,0.056350723,-0.09981126,-0.07425125,0.009614962,-0.018274691,0.0050916765
Spata13,-0.034441795,0.05209833,0.277911,0.15598601,-0.07201805,-0.18059722,-0.25620708
C1qtnf9,-0.009992813,-0.01890111,-0.055428617,0.0007500219,-0.027611887,-0.03936715,-0.0441005
Arl11,0.006201594,-0.046853375,-0.018502763,-0.0037237273,-0.03826047,0.04507473,-0.0963676
Trim13,-0.028728323,0.043423902,-0.06689659,-0.066178195,-0.011879206,0.102682486,0.044018924
Kcnrg,-0.018523114,-0.00062270154,-0.07921584,-0.054386206,0.010639393,-0.06807935,0.041054606
Ints6,0.04421484,-0.055395037,-0.0189055,-0.002786074,-0.024356082,0.101529405,0.074348845
Neil2,0.009539376,-0.06144473,0.023517573,0.023923155,-0.00910333,0.107227035,-0.075951144
Blk,-0.0070769605,-0.034478612,-0.07992907,-0.07896443,-0.038680397,-0.039300647,-0.03831584
Xkr6,-0.029008484,-0.050131243,-0.039768625,-0.073385864,0.0328397,0.14409024,-0.034515906
Kif13b,0.0060594026,-0.13942246,0.12991185,0.07080911,0.0275355,0.26134932,-0.21441418
Hmbox1,-0.010111205,0.020332811,0.06890419,0.0022634412,-0.06944627,0.0055702375,0.14761923
Zfp395,-0.0069400608,-0.017267812,-0.11380976,-0.01792436,-0.07088762,-0.07062678,0.45075214
Esco2,0.051923465,-0.001616818,-0.13929525,-0.10399413,0.10071952,0.15526031,-0.17897542
Bnip3l,-0.10256396,-0.052833658,0.19928466,0.17639147,0.0059819696,0.0012769124,-0.15651286
Gnrh1,-0.025982281,0.0064770724,-0.05452326,-0.05690153,-0.019246481,0.09715829,-0.014395314
Dock5,-0.037076246,-0.15354319,0.5963919,0.3131641,-0.02155899,-0.13707021,-0.47822675
Loxl2,-0.029404044,-0.050428133,0.058984876,-0.009679614,-0.08209961,-0.07032701,-0.0038532694
Tnfrsf10b,0.014503203,0.069984294,-0.09839291,-0.047928933,-0.075488314,-0.091053426,0.074656256
Rhobtb2,-0.01467822,0.039267913,-0.05313585,-0.11001082,-0.038325556,-0.019028153,0.20097044
Egr3,2.090675e-05,0.021050764,-0.15786576,-0.11775829,-0.047379155,0.035461634,0.2370658
Ppp3cc,-0.05483078,0.023547227,0.16335572,0.11753537,-0.065914735,0.23594165,-0.3232311
Fam160b2,-0.008786762,-0.016800357,0.009980118,0.04780814,-0.003067268,-0.04125774,-0.040457264
Fndc3a,-0.016394388,-0.031150049,-0.060023442,-0.05667147,0.05413598,0.1305652,0.100898646
Cysltr2,-0.018954128,-0.06015879,0.058187176,0.026705911,0.0041299523,0.3392876,-0.19876832
Rcbtb2,0.007847962,0.09061762,0.044223882,-0.073262505,-0.085467294,0.07629076,-0.044741165
Lpar6,-0.03680241,0.0011529186,0.109939866,0.0376535,-0.09739338,-0.03528517,0.20697671
Lrch1,-0.019259995,-0.035062604,0.112385325,0.025152521,0.06356684,-0.035628323,-0.104598835
Rubcnl,-0.0055856016,-0.038308088,0.0046706013,-0.035959247,-0.05260843,0.0732569,-0.10062576
Slc25a30,0.009903855,0.03657478,0.051372837,0.048332766,-0.04681381,0.027349923,-0.08947173
Tpt1,-0.22541752,0.047505204,0.06903571,0.1493749,-0.43487948,-0.16402447,1.480733
Tsc22d1,0.014573669,0.13514547,-0.088618346,-0.025346983,-0.06533654,-0.05300201,0.01240892
Epsti1,-0.12725866,0.15065923,0.3640312,0.34983405,-0.01166484,-0.06741271,-0.7866077
Akap11,-0.032134622,-0.024121746,-0.028886065,0.0005492869,0.045982715,0.0004916525,0.16990255
Dgkh,-0.0803829,0.010003394,0.0980744,0.15613236,0.09238286,0.33846998,-0.5702544
Rgcc,0.018450186,-0.012593759,-0.23758739,-0.14768682,-0.0070363306,-0.36822826,0.9208283
Kbtbd7,-0.023809921,0.0012636551,-0.042295046,0.008116663,-0.03566728,-0.024574474,-0.02433905
Elf1,-0.07508247,0.27342957,-0.03035053,0.049302183,-0.023376709,-0.33065146,-0.1284531
Pibf1,0.025543053,0.015522195,-0.031670995,-0.06597305,-0.074441284,0.033871938,0.143791
Tbc1d4,-0.039518937,-0.018475281,-0.03709815,-0.048687767,0.046937313,-0.021797227,0.12265784
Kctd12,-0.021906465,0.12226988,-0.16311,-0.1283341,-0.07964633,-0.10573798,0.13973889
Acod1,-0.02044763,0.004829057,-0.04249996,-0.04219685,-0.021517567,-0.015474456,-0.03232441
Fbxl3,-0.033909187,-0.0018950541,0.07231098,0.01794869,0.02870558,0.0036829102,-0.021180635
Mycbp2,-0.13278037,-0.024114823,-0.033593647,0.010754284,-0.02309946,-0.047433767,0.59589994
Pou4f1,-0.0015257685,-0.026385374,-0.022475116,-0.01693799,-0.032685447,-0.022555936,-0.03807484
Rbm26,-0.046389554,-0.060830913,0.017308503,-0.041371334,0.035985257,0.07416735,0.15048885
Spry2,-0.09065134,-0.033267163,-0.14331903,-0.08474149,0.038830698,0.3335727,-0.20369421
Cldn10,-0.028760582,0.064833924,-0.119140916,-0.12223872,-0.045390707,-0.017880665,0.14702193
Dzip1,-0.015274884,0.028818266,-0.15757081,-0.13317034,-0.11094895,-0.13718702,0.7377952
Mbnl2,-0.062678955,0.024371283,0.037460234,0.013648807,-0.04221504,0.0064058984,0.057896163
Rap2a,-0.04285713,0.10787262,0.15988377,0.23409066,-0.19544956,-0.1217616,-0.33768314
Stk24,-0.113762215,-0.15556392,0.3404664,0.22140884,0.091669604,0.49378133,-0.5847315
Gpr18,-0.099001884,0.13316165,-0.19336648,-0.16692966,0.23489872,-0.10122447,-0.1026884
Gpr183,-0.17524813,0.07539965,0.0715944,0.224931,0.40094346,-0.49259523,-0.80054516
Timm8a2,0.008062827,0.01660646,-0.03238474,-0.037641443,-0.03858544,-0.04557807,-0.020735944
Pcca,-0.0081858095,-0.08492193,-0.05125903,-0.025033228,-0.090931945,0.020096783,0.3827858
Alkbh8,-0.005800976,-0.015726114,-0.043077834,-0.046168346,0.033862382,0.09682474,0.075750604
Cwf19l2,-0.02475585,-0.1075503,0.032639593,-0.0072603426,0.0435105,0.01424879,0.17332181
Kbtbd3,-0.0009541344,0.03575818,-0.02036686,-0.017987251,0.0075614695,0.030608902,0.0509669
Casp1,0.11129622,-0.29348522,0.1757843,-0.15699747,0.2977221,0.32792833,-0.26577038
Casp4,0.019018248,-0.30615833,0.104504906,-0.17966299,0.4815707,0.17591403,-0.32446668
Mmp8,-0.010767863,0.00370638,-0.026431097,-0.026258,-0.019029379,-0.010254127,-0.026936397
Tmem123,-0.04828409,-0.064091496,-0.08918642,0.010289376,0.07054742,0.11878593,-0.05429894
Birc2,-0.08094183,-0.04096185,0.094276555,0.09817866,0.2198152,-0.23064376,-0.33909854
Birc3,-0.08015617,-0.007211605,0.041072145,-0.045626897,0.06890488,-0.13045944,-0.011600188
Maml2,-0.04178912,-0.06392234,0.10032583,0.03757068,-0.056580786,-0.00504415,0.29031283
Sesn3,-0.052085493,0.0677377,-0.24088585,-0.2104226,0.06725758,-0.1712218,0.49428746
Kdm4d,-0.022601198,0.008635148,-0.056822013,-0.0220706,0.005391059,0.028248161,-0.08885362
Izumo1r,-0.070974246,0.15547484,-0.18005814,-0.070731364,0.0074796556,0.10571712,-0.017826015
4931406C07Rik,0.009463333,-0.010012105,-0.063091144,-0.0034054902,-0.008031147,0.0639303,0.11297219
Cep295,-0.0109850345,-0.033934753,-0.04683688,-0.09205525,0.006644963,0.17442364,0.19220589
Zfp317,-0.005456349,-0.03155756,0.0412048,-0.0015700113,0.027685806,0.062037405,-0.012169837
Zfp26,-0.04348613,-0.06296912,0.0033217522,0.020637665,-0.04231485,0.16318105,0.19633615
Zfp846,-0.011951942,-0.02618227,-0.04568168,-0.06311008,0.02958011,-0.016671307,0.33983335
Fbxl12,-0.015129001,0.062957995,0.07961958,0.03210611,-0.10459812,-0.12894863,0.11990181
Shfl,-0.0005609585,-0.035568617,-0.03296353,-0.06843991,0.024345823,-0.016886614,0.21149556
Dnmt1,0.046521794,-0.05504503,-0.13380603,-0.21162142,0.30844608,0.03269418,-0.3465611
Icam1,0.008817913,-0.056083735,0.10397265,0.10899558,0.17107682,-0.31840712,-0.27927944
Tyk2,-0.056230932,-0.05967969,0.14169697,0.09633803,0.014102504,0.24924065,-0.10712809
S1pr5,0.004187981,-0.13028626,0.78676206,0.4522671,-0.2112192,-0.35220897,-0.44936696
Kri1,-0.036179997,0.0344931,0.019587085,-0.061071157,-0.023697514,-0.0711801,0.17048825
Cdkn2d,-0.069178574,0.10867641,-0.08199347,0.015048008,0.08757943,-0.19505346,-0.025025457
Slc44a2,-0.09562158,-0.07290832,-0.021360489,-0.09463336,-0.022042412,0.45860595,0.38550064
AB124611,-0.091899805,0.030327562,0.042895727,0.05555516,-0.17311232,-0.042152762,0.35664928
Ldlr,0.03210538,0.11986605,-0.08488899,-0.061088175,-0.0942773,-0.13789605,0.20274608
Spc24,0.08701124,0.14912021,-0.35134748,-0.2884173,0.26114368,0.1485837,-0.40409672
Acp5,-0.09729805,0.07938097,-0.07652459,0.04760752,-0.012002176,0.06983672,0.1773975
Zfp810,-0.017107172,-0.043740466,0.027839351,-0.026344443,-0.027667899,0.11520558,0.11581318
Bbs9,0.0032594157,0.021099925,-0.029110948,-0.09401686,-0.051211335,-0.04642846,0.23021266
Herpud2,-0.0043194722,0.024439162,0.10348541,0.09834547,-0.039286274,-0.054112326,-0.08678786
Snx19,0.015655529,-0.04364209,-0.0027847297,-0.0069513414,0.0067019933,0.06357059,-0.0008803545
Zbtb44,-0.007499678,-0.028094223,0.027025562,-0.0021764846,-0.05894002,0.10877501,0.12262067
Aplp2,0.0074852607,0.028871436,0.10938618,0.10912152,0.060044773,-0.20153616,-0.32802993
Prdm10,0.0052093575,0.08196765,0.0012402927,-0.08610992,-0.0395925,0.03426983,0.056913298
Nfrkb,-0.045876544,0.02075756,0.043420468,-0.015913028,0.009916188,0.008993724,0.041879177
Fli1,-0.050399173,-0.05925493,0.18945864,0.108217314,-0.022738662,0.19064902,-0.19363448
Ets1,-0.13725246,-0.14026903,0.34471992,0.24883969,0.16709994,-0.030025758,-0.2542565
Tirap,0.0014947606,-0.019423794,-0.040781427,-0.01730346,-0.025519732,0.073762916,0.075114585
Pus3,0.010577507,-0.036956046,-0.08518445,-0.069322035,0.06256261,0.07980938,0.17292398
Slc37a2,-0.041415118,-0.09832821,0.00083808193,-0.109743014,0.040089834,0.60651183,-0.1273547
Nrgn,-0.10350043,-0.4208311,-0.29337156,-0.2819836,0.59329325,1.5610347,-0.304388
Siae,-0.0011454516,0.0061323703,-0.04226818,-0.015712338,-0.065109186,0.058576263,0.10077546
Spa17,-0.02291163,-0.008120797,-0.039942846,-0.023740618,0.006730925,-0.0298234,-0.047853243
Vwa5a,-0.0666369,0.1346316,-0.12157274,-0.011906746,-0.022246229,-0.068612695,0.0116799185
Zfp202,0.007463949,-0.0224635,-0.03126508,-0.057958253,-0.043465354,-0.00034409927,0.008649985
Gramd1b,-0.037695266,-0.065118365,0.13468194,0.09687623,0.099334516,0.15620038,-0.23103207
Hspa8,0.19655758,0.41294885,-0.10763711,-0.16533504,-0.36542863,0.062266618,-0.5961367
Crtam,-0.052725732,-0.22131208,0.25213757,-0.123809464,0.3219554,0.29245305,-0.31746444
Ubash3b,-0.15698528,0.038449034,-0.30988976,0.32060114,0.113807045,0.23869173,-0.3605251
Sorl1,-0.040812362,-0.011448037,0.19137502,0.1211209,-0.12371615,0.029779296,-0.046125274
Tbcel,-0.035833787,-0.04330374,0.014985423,-0.05121756,-0.026680185,0.03157308,0.27100718
Arhgef12,0.0036230676,-0.06752315,0.15673552,0.09472478,-0.052457936,0.12856634,-0.03354727
Thy1,-0.20941366,0.5353869,0.019227996,0.621165,-0.32545483,-0.263269,-0.9189215
Usp2,-0.0027284957,-0.041114762,-0.013867606,-0.05179676,0.0012733637,-0.033673838,0.032053396
Mcam,0.017306881,-0.040825557,-0.0264681,-0.028668288,-0.01878007,-0.034603287,-0.053993598
Cbl,-0.06503332,0.06258411,0.0035628858,-0.0012271247,-0.083138674,-0.107653975,0.23419987
H2ax,-0.1005386,0.04139461,-0.18428776,-0.21871899,0.4016549,0.10004387,-0.3394685
Vps11,-0.0346684,-0.033625152,-0.03107135,0.042043626,-0.022251688,0.13503256,0.09303317
Bcl9l,-0.007936031,0.016062818,0.09972659,0.06952887,-0.15504974,-0.15122487,0.31689048
Cxcr5,-0.04327529,0.07444139,-0.16408473,-0.077807724,0.028566513,0.022761885,-0.04133006
Ddx6,-0.071129724,0.114885636,-0.0014731367,0.07826601,-0.09417971,-0.20286645,0.19200471
Kmt2a,-0.055776116,-0.11730177,0.11906576,0.11698027,-0.19853988,0.26885104,0.42387664
Jaml,-0.092329614,-0.06286994,-0.072021626,-0.2083689,0.3409044,0.2407234,-0.06002491
Scn2b,0.0012380258,-0.06103802,-0.08239263,-0.107948385,0.015442334,-0.078362934,0.30020693
BC049352,-0.016284624,-0.0020654553,-0.04196299,-0.0706847,-0.016857307,0.05692313,-0.0526761
Il10ra,-0.03016986,0.000572196,-0.0061548674,0.014913055,-0.09788542,0.5637268,-0.31477612
Tmprss13,-0.10445133,0.22102498,-0.1384301,0.21311669,-0.116623476,-0.13258398,-0.15676454
Cep164,0.031855024,0.042429242,-0.053588748,-0.03463628,-0.047642343,-0.037415057,0.22831504
Bace1,-0.01881641,-0.043339297,-0.06691794,0.022341363,-0.053738937,0.024210531,0.29588896
Rnf214,-0.034179293,0.009182891,0.010107652,0.007615334,0.0042551034,0.029205006,0.0042601735
Tagln,0.0075990963,-0.013655236,0.0021171097,-0.06866253,-0.030063292,-0.049415376,-0.014648857
Sidt2,-0.024868373,0.06894758,0.025281101,0.0022341006,-0.02028229,-0.014564148,-0.10735558
Sik3,-0.03052582,-0.105661005,0.18133698,0.023760593,0.1306087,0.124472596,-0.1999395
Rexo2,0.409017,-0.44726315,-0.0075610685,-0.39095536,0.44155246,0.3017387,-0.38509133
Zbtb16,0.015366694,-0.024779223,-0.05326425,-0.04529705,-0.022075739,-0.017089754,-0.05304416
Usp28,0.013504463,-0.011009665,-0.13406952,-0.122070305,0.026296867,-0.15239064,0.46604887
Nkapd1,-0.045583993,-0.0028300353,-0.007098151,-0.042722773,0.093239374,0.04902101,-0.052284095
1110032A03Rik,-0.018330842,-0.0021141174,-0.08288012,-0.060871705,0.011756954,0.022277888,-0.01089777
Sik2,-0.013619579,-0.021227252,0.14089498,0.03404127,-0.10688434,0.015288393,0.06746115
Pou2af1,0.008520136,-0.019741058,-0.14934604,-0.10831689,0.00715991,-0.10943169,0.00030572948
Zc3h12c,9.9730096e-05,-0.032149803,-0.021445561,-0.05775425,-0.024618192,0.0758648,-0.05510501
4930550C14Rik,8.770006e-05,-0.022697043,-0.02871909,-0.021701997,-0.02357783,-0.041625045,-0.009102445
Acsbg1,-0.018881286,-0.00765701,0.10637855,0.14145572,0.03200083,0.10465331,-0.3814899
Dnaja4,-0.039497264,0.09311286,-0.0067990706,0.11502788,-0.091087855,-0.018295992,-0.095830314
