gene_name,A5,A8,C5,C8,NAV
Ckap4,0.03120212,-0.30026215,-0.16270602,-0.32039866,-0.037479896
Tcp11l2,-0.1556335,1.2163165,-1.2764715,-1.0973196,0.83996725
Ric8b,0.09598971,-0.055927467,-0.39002416,-0.06311663,0.22647615
Cry1,-1.5755733,1.6883781,0.33181536,0.45824268,-0.7762098
Btbd11,0.60989136,0.30065262,-1.0713755,-1.0241052,0.5400243
Hsp90b1,3.810088,-2.3000784,2.5935712,-1.0939302,-1.7454548
Nt5dc3,0.3719637,0.25912568,-0.04615525,-0.36573866,-0.022272855
Chpt1,0.53363174,1.1765119,-0.39127138,0.38156945,-1.015919
Spic,0.43222305,-0.28937918,-0.1916913,-0.21534611,-0.20893149
Uhrf1bp1l,-1.0540817,1.4643521,-0.06483799,-0.29803717,-0.17881337
Tmpo,1.7953801,-2.2846456,1.9742179,0.56139874,-0.94107807
Cdk17,-0.5907106,0.91518366,0.17753623,0.027067967,-0.53890765
Elk3,-0.3934741,-0.098089285,0.7877461,0.7275316,-0.09641084
Ccdc38,0.18837214,-0.4329731,-0.21632276,-0.4920704,-0.074883044
Vezt,0.12808938,-0.020246351,-0.34456205,0.10786887,0.6263888
Nr2c1,0.88515115,-0.3388637,-0.27980646,-0.1868578,0.34954485
Tmcc3,-0.17962436,-0.36274955,-0.2262688,-0.29776675,-0.22732015
Eea1,-3.0223596,-0.49710834,3.7608385,3.8616261,-1.161172
Btg1,-2.4958584,3.6415336,-3.626555,0.059756104,0.8742036
Atp2b1,-2.2842174,3.8481317,1.2816852,-0.81398076,-2.4201264
Cep290,-0.28286207,-0.17101061,-0.4775585,0.94132584,0.54002035
Ppp1r12a,-1.7900938,4.491843,0.47857672,-0.99419093,-2.8555927
Zdhhc17,-0.7427532,0.4123122,-0.5598471,-0.25596514,0.51013416
Osbpl8,-0.2367369,0.8600807,-0.5178027,0.08838046,-0.25529993
Nap1l1,0.24296035,-2.2342305,2.8360598,2.8888116,-1.6457769
Phlda1,-0.020773645,1.0391382,1.4083058,-1.0889735,-1.6814846
Atxn7l3b,-0.2773673,-0.11207602,0.16205202,-0.08082489,0.1345725
Zfc3h1,-0.70160854,0.5636195,0.513775,0.6979498,-0.24685924
Kcnmb4,-0.34913117,-0.54133004,-0.14185381,0.36122575,0.8102531
Rab3ip,1.6507615,-1.2663168,-0.71950865,-0.62593263,1.0969042
Frs2,0.0035653946,-0.036503915,-0.40974832,-0.114750706,0.49708965
Lyz2,0.19458121,-0.3887606,-0.35137343,-0.22621083,-0.06488446
Rap1b,0.37702173,4.344868,-0.48916668,-1.3440217,-3.4007576
Ifng,-1.3231428,2.3872502,2.8984332,0.43590164,-4.074756
Dyrk2,0.774448,-0.45155475,-0.89546776,-1.2077034,1.3484778
Irak3,-1.6419309,0.024925461,2.4296973,-0.22800396,-0.58548534
Lemd3,0.14463523,0.026431188,0.097409576,0.13845818,0.06559217
Tbc1d30,0.30468947,-0.26094878,0.11834534,-0.2319416,0.006585388
Gns,0.041976903,0.77846235,-0.51274353,-0.46239647,-0.30396774
Rxylt1,-0.15013452,0.2448305,-0.5455491,-0.038857166,0.44175848
Ppm1h,-1.009563,-0.36555523,0.7417364,1.7325485,0.65032727
Mon2,-0.25438634,0.7057783,-0.3439228,-0.6013442,0.01560472
Ctdsp2,0.15757398,-0.35372186,0.31595153,0.47293976,0.031546135
Mettl1,0.2301546,-1.4388846,-0.56436884,-0.671635,2.2092893
March9,-0.5569264,0.050179288,0.112449765,0.5436123,-0.033282377
Dtx3,-0.90088946,0.7106269,0.1189053,1.0176247,-0.6450813
Mbd6,0.15329607,-0.05234727,0.25966305,-0.41297552,0.058565143
Ddit3,2.25317,-0.8667275,-0.40762073,-1.0068966,0.0036718675
Arhgap9,-1.159228,0.5784829,-0.6027821,2.2111585,-0.14011426
R3hdm2,-0.60866153,0.28794894,0.45636767,0.14653425,-0.022310961
Stac3,-0.16988371,-0.19860871,-0.31258228,-0.16018963,-0.08899478
Lrp1,-0.08387688,-0.17223409,-0.18698995,-0.41780916,-0.15380771
Stat6,-0.079382345,0.56136006,0.24105208,-0.41417012,0.063093625
Zbtb39,0.2808325,-0.271149,-0.001249073,-0.08727948,0.09208861
Baz2a,-0.77519035,1.1745311,-0.63408256,0.5753332,-0.34938437
Stat2,-0.8278389,-0.32439548,-0.042213075,1.8027899,-0.035035517
Pa2g4,2.2989395,-1.4791132,-0.21193841,-0.20650418,0.08342848
Ikzf4,-0.11714977,-0.46493408,0.11226207,-0.20576645,0.06917729
Rab5b,-1.0369073,0.31828415,0.21388662,0.8265807,0.08604145
Dgka,0.19056192,-1.5397868,1.0219637,-1.7753283,1.8911844
Tmem198b,0.25158498,-0.3097786,0.12812406,-0.036632046,-0.065114185
Gdf11,-0.17588036,0.8444291,-0.0011120668,0.48436883,-0.5184165
Cd63,-0.22148938,-0.22685508,-0.006616126,-0.19336095,-0.07315242
Rdh5,-0.08590757,-0.45331633,0.21083498,-0.22150509,0.19723453
Bloc1s1,-0.20260319,0.42534447,0.124867566,0.5498768,-0.19761355
Tespa1,-2.109575,0.27051353,-0.41575572,-1.4851235,2.7896783
Vmn2r84,-0.29773244,-0.40519765,-0.4343277,-0.32844368,0.6806193
Insr,-0.028168505,-0.49953148,-0.68612194,-1.0016452,1.4977173
Arhgef18,-0.6625478,2.1322145,-1.2630417,0.11298859,-0.30758545
Pex11g,-0.102906436,0.32206303,0.5576828,-0.12524277,-0.06469369
Zfp358,0.30469742,-0.446016,-0.3336132,-0.209461,0.56802577
Mcoln1,0.05339008,-0.20801671,0.3590616,0.017999833,0.10453074
Pnpla6,-0.20863798,0.28507173,-0.31010288,0.64879113,0.01705236
Mcemp1,0.19495827,-0.38083288,-0.2524729,-0.17350258,-0.17667986
Fcer2a,-0.07357636,-0.5271135,-0.18640617,-0.39396924,-0.17842668
Evi5l,-0.1377068,-0.42725194,0.19027244,-0.014281236,0.13389157
Map2k7,-0.35721838,0.21429394,0.31023452,-0.16961369,0.05809564
Tgfbr3l,0.29785126,-0.30719802,-0.10010287,-0.37347633,-0.123260275
Ctxn1,0.7105987,0.04531027,0.048277546,-0.5204146,-0.1875421
Cers4,-0.21230327,1.1765857,-0.20596772,0.027156603,-0.81516993
Efnb2,0.3372578,-0.33066824,-0.00042107812,-0.43617964,-0.10980332
Lig4,-0.01529936,-0.19061479,0.05296531,0.012627316,0.36524516
Irs2,2.4890652,-1.7157115,-0.99435145,-1.1743692,0.28511253
Rab20,-0.19742404,0.24807577,-0.40730724,-0.7719931,0.5025627
Ing1,0.102962635,0.05432062,-0.5852785,-0.16812189,0.08850379
Ankrd10,-0.5980046,0.9391194,-0.6566524,-0.28322494,0.17236054
Atp11a,0.43539715,0.12115046,-0.31993848,0.33072227,-0.005131775
F10,0.108153686,-0.2851626,-0.26450664,-0.23045748,-0.107189514
Tmco3,0.03825807,-0.2445929,0.44454688,-0.2394327,0.22294225
1700029H14Rik,0.23965915,-0.30798542,-0.0182597,-0.47800887,-0.15284471
Rasa3,0.476336,1.0066593,1.2965012,-0.94638497,-1.5477228
Fbxo25,-0.39278093,-0.1586578,0.25879878,0.44527525,0.22903964
Tdrp,1.2018542,-2.5586948,-1.4639665,-1.8315742,4.5801573
Erich1,-0.30547225,0.6802011,-0.16947503,-0.5158971,0.17396677
Kbtbd11,1.7661419,-2.0418894,-1.5711825,-0.6499484,2.6284592
Alg11,-0.0766623,-0.4292439,0.14694728,0.31305376,0.50764203
Nek3,0.11809398,0.26403236,0.18999459,-0.48726547,0.010342323
Slc20a2,-0.20040707,-0.04352393,-0.03119942,0.18446864,0.3336597
Ikbkb,-0.31947774,-0.2858513,-0.74708444,-0.4239098,1.5818679
Ap3m2,-0.25814432,0.24558738,-0.42786935,0.3420428,0.6492178
Kat6a,-0.10323072,0.6188231,-0.09776059,-0.28183624,-0.002721684
Tacc1,-0.062557325,0.46652585,1.7192774,0.08358917,-1.4612105
Fgfr1,0.10702729,-0.41280487,-0.2516242,-0.44283697,0.10792649
Letm2,0.7518089,-0.48107558,-0.632932,-0.9993191,0.72238404
Nsd3,-0.1505214,0.81601506,-1.13475,-1.0928193,0.6906322
Ddhd2,-0.8618732,0.03792034,-0.18496276,0.5139372,0.5891748
Star,0.48143113,0.20822008,-0.5135381,-0.18617874,0.049326118
Hgsnat,-1.358981,0.68661153,0.40770498,1.2825385,-0.6400744
Hook3,-1.1120021,0.2862018,0.13147078,0.835357,0.084336355
Rnf170,-0.5801487,0.112033874,0.057981316,0.7987803,0.014634123
Erlin2,0.23448597,-0.2696748,-0.013755897,0.36286864,0.35217196
Rab11fip1,-0.80104715,0.1524769,0.39568254,0.28655294,-0.245449
Rnf122,-0.029526956,-1.0821726,-0.43540445,-0.48977572,2.1890728
Rbpms,0.4903572,-0.7865303,-0.38056776,-0.7988146,0.16399497
Saraf,2.6270518,-0.34180325,-0.791066,-3.1870382,0.86178
Tnks,0.06530123,0.09960118,-0.1131213,-0.42399317,0.2840254
Prag1,-1.8877815,-0.20215644,1.0709083,2.0589955,0.11638428
Micu3,-0.32475176,0.34378585,-0.4316343,0.6690746,0.33289418
Vps37a,0.21500897,0.5251529,0.20487244,0.005437178,-0.25890592
Mtmr7,-0.50872904,-0.118120775,0.16840382,-0.2526541,-0.18147232
Pcm1,-0.05830663,-0.009503443,-0.33436316,0.49742758,0.56565636
Cyp4v3,-0.5159874,-0.33329132,0.16797855,0.11899154,0.4847164
Tlr3,0.03632416,-0.45315483,-0.12227234,-0.43037876,-0.039726965
1700029J07Rik,0.34943575,-0.40488356,0.0029983085,-0.041405294,0.05169193
Cfap97,-0.006334741,-0.60470676,0.385762,0.83168495,0.6091535
Casp3,-3.2096906,-0.8476345,4.1668634,4.4710655,-2.2483556
Irf2,-1.8799489,1.136502,0.6215387,1.7481042,-0.822602
Cdkn2aip,0.26226753,0.10095635,-0.07835161,-0.6040249,-0.1503933
Wwc2,0.24799654,-0.44380063,-0.13815954,-0.3803957,0.106008194
Hpgd,0.34054995,-0.22998191,-0.17848969,-0.21337378,-0.1150936
Hmgb2,3.054151,-0.67904013,3.6164734,0.05964721,-4.331783
Clcn3,-0.2740566,0.1865758,0.7102511,-0.11723569,0.053756405
Ddx60,-0.15054151,-0.6110292,-0.5155848,0.768451,1.1900958
Klhl2,0.19307402,0.44812328,-0.34536296,-0.15243867,-0.022576828
March1,0.023301914,-0.64002424,-0.40824705,-0.33868295,-0.31033662
Psd3,-0.3579575,-0.25449297,0.19591287,-0.38291895,-0.08773628
Lpl,-0.025270045,-0.25580147,-0.18400288,-0.19625959,-0.15095834
Lzts1,0.11810282,-0.04571534,-0.37358028,-0.1491961,0.03058043
D130040H23Rik,-0.40066767,-0.38086414,-0.28174835,-0.012154307,0.7862414
Zfp868,-0.387005,0.52808243,0.48598066,-0.33780462,-0.65539944
Zfp869,0.37632728,-0.37184137,0.04847118,-0.8044914,0.4902284
Zfp963,0.120264344,-0.35069627,-0.23976122,0.2606832,0.047145635
Zfp866,-0.31361085,0.19102317,-0.25751582,0.22429076,0.54271424
Gmip,-0.36638233,0.65577394,-0.12871341,0.46904066,-0.098782726
Mau2,-0.83230305,0.46630552,-0.003585099,-0.06747376,0.25926235
Borcs8,-0.94837916,0.36638737,1.5858175,0.82639897,-1.2763313
Sugp2,-0.62844974,-0.22737698,-0.10189175,0.5232684,0.24145845
Homer3,-0.08500724,-0.2198099,0.051419426,-0.11491171,-0.09695694
Klhl26,0.3292058,-0.011351211,-0.2676042,-0.36499128,0.11591239
Ell,0.37677833,0.271934,-0.17605917,0.14321646,0.025742553
Lrrc25,0.30810714,-0.39091256,-0.30934432,-0.24709177,-0.18986484
Jund,0.4026215,0.6701037,1.8851715,-3.2187982,-1.4598941
Rab3a,-0.15461215,-0.31854627,-0.3904198,1.044702,0.11818439
Mast3,-0.21468812,0.58496124,0.0044654175,-0.20039527,-0.064686984
Arrdc2,0.097824395,0.31009352,-0.29654777,-0.27721828,0.15018098
Rpl18a,-1.0072376,0.51001126,-4.1555047,0.8289945,3.093868
Use1,-1.0809169,0.9368832,-0.6009916,0.56311995,0.26891482
Ano8,-0.08368343,0.44676954,0.09561181,-0.43102235,-0.10474898
Bst2,1.0158,-1.8374057,1.6168032,0.9462937,-0.18544507
Slc27a1,0.28906,-0.37466058,0.41172445,0.025815459,0.0028001938
Zfp882,-0.5398197,-0.50098884,-0.24306309,-0.30098522,0.704091
Zfp617,-0.22703873,-0.42306787,0.6662733,0.19860414,0.60586065
Cyp4f18,-0.07137627,-0.6541157,-0.42920247,-0.3043675,-0.299919
Cib3,-0.485573,-0.122154176,0.0659815,-0.16640215,-0.17044915
Klf2,3.1230748,2.1117773,-4.3046417,-1.8783975,-0.014175481
Large1,-0.025106233,-0.46541965,-0.13916664,-0.30654535,0.07111307
Tom1,0.106451154,0.21300521,0.10190401,0.019244757,-0.17185281
Hmox1,1.3312943,-0.36886624,0.10622105,0.04242765,-0.59231937
Mcm5,2.6427484,-2.3339682,2.21678,-0.17306377,-1.1178408
Zfp827,-0.5002268,-0.13892683,0.17711048,0.588863,0.37718204
Smad1,0.30174348,-1.2534648,-0.42282042,-0.49204263,1.894281
Inpp4b,-2.1517508,-2.0753953,1.5692252,1.7743595,2.3102727
Il15,-0.077079676,0.048367877,-0.38445082,-0.27153087,-0.098213874
Elmod2,0.46788087,-0.35893026,-0.12884168,0.6873804,0.0016215818
Pkn1,-0.4533337,0.21658124,-0.61496097,0.33217645,0.12616365
Ptger1,-0.037110627,-0.08814844,-0.2214503,-0.23834316,-0.11037828
Ddx39,2.3374076,-1.3976774,0.7330435,0.04379408,-0.7044739
Adgre5,0.3059111,2.727403,-2.2371316,0.6546211,-1.7074239
Adgrl1,0.26441437,-0.13253829,-0.44776952,0.16530204,0.71779215
Asf1b,2.3403184,-2.2140057,2.3475726,0.35363317,-1.2032802
Il27ra,-0.7823576,-0.16813293,-0.56999946,-0.2848426,2.204735
Rfx1,-0.10893694,0.17983478,0.45663637,-0.25712323,-0.12194192
4930432K21Rik,0.1586125,-0.3771133,-0.15149064,-0.49345937,0.24456513
Nanos3,0.29716638,0.07161281,-0.38681427,0.45864928,-0.2854651
Zswim4,-0.011141635,-0.08692835,0.41329023,-0.31089967,0.1305125
Mri1,-0.18656652,0.082606815,-0.056757268,0.30387527,0.33861086
Ccdc130,0.016661786,0.21363814,0.4461179,-0.43146488,0.16766183
Ier2,-0.49800915,4.166125,-1.6120831,-1.7516936,-1.9018198
Trmt1,0.7528913,-1.1275469,-0.1156469,-0.44970748,0.980079
Nfix,0.10481954,-0.9724701,-0.6557649,-0.6103752,1.9198371
Lyl1,0.04492435,-0.42841384,-0.35066494,0.04183065,-0.20888081
G430095P16Rik,0.24688634,-0.10918871,-1.2833527,-0.011680933,1.2939888
Dand5,0.008529423,-0.24689458,0.23386289,0.53630453,0.51685613
Calr,3.0596397,-2.7626584,2.4353604,-1.1671709,-0.8724275
Dnase2a,-0.038115542,-0.77406615,0.048035063,1.7686641,0.18452197
Junb,-3.1703346,3.8698332,1.5867666,-5.3265266,-1.0578536
Hook2,-0.0018249073,0.120111786,-0.12182367,0.22139609,-0.023569925
Man2b1,-0.71541,0.7811028,-0.040395983,0.18689664,-0.2689666
Orc6,2.0811534,-1.60681,1.1523536,-0.45630202,-0.7919643
Itfg1,-0.03287701,-0.0038092106,0.10237186,-0.03775519,0.041831948
Phkb,0.18329039,0.14050753,-0.00056769524,0.025150375,0.29685485
Siah1a,-0.44627747,0.16373967,-0.2575935,-0.62756824,1.0720656
N4bp1,-1.2665482,1.6321859,0.9126767,1.2603449,-1.8399086
Adcy7,-1.2850928,0.55130833,-0.6777584,1.960915,1.057283
Snx20,0.44282356,0.2877094,0.6644445,-0.5014405,-0.7048508
Nod2,0.10477373,-0.29158482,-0.25869718,-0.36219934,-0.061878916
Cyld,-0.8017691,0.3985217,-0.32169822,-0.042565256,0.694592
Chd9,-1.8661755,0.4727396,0.2739787,0.61309105,0.79127324
Rbl2,-1.6167779,1.9362602,-0.038812652,0.9594062,-0.84417003
Fto,0.100994445,-0.21015969,-0.96169347,-0.19338524,1.2373722
Bbs2,-0.011022636,-0.18828835,-0.20945235,-0.032298133,0.11707906
Mt3,1.8792318,0.38807967,-1.6022787,-0.2733482,-0.489796
Mt2,2.194281,-0.19846925,-2.699243,2.3101373,-0.47009784
Mt1,1.8087969,-0.76880175,-1.345562,3.1299446,-1.0111701
Slc12a3,0.08599871,-0.33342353,-0.17274117,-0.26782098,-0.092789
Nlrc5,-1.2888895,1.4234774,-0.6729704,1.5112157,-0.31307605
Rspry1,-0.03600061,0.24323414,0.053022794,-0.08043645,0.36368936
Dok4,0.32407197,-0.30417922,0.056867342,-0.12078847,-0.1137195
Adgrg5,3.1425142,-0.99787575,-1.9599313,-1.2433184,1.2576036
Adgrg1,-1.1765392,0.14955333,0.28912857,2.3940933,-0.44396514
Adgrg3,-0.19953673,-0.35842162,-0.3338992,-0.42043746,0.3251321
Kifc3,0.2005435,-0.40643156,-0.14177892,-0.36805353,0.0706289
Zfp319,0.41437843,-0.022904241,-0.35672274,0.39241767,0.19329233
Mmp15,-0.06535364,-0.40525383,-0.28610772,-0.3842628,0.23400779
Slc38a7,-0.07317107,-0.15569647,0.16160509,-0.36482236,-0.0069769984
Tk2,0.17782599,0.057407208,-0.58623517,-0.5547883,0.5657305
Car7,0.023267176,-0.33320683,0.18371065,-0.5850089,0.3760655
Pdp2,0.42599893,-0.30444312,-0.101829134,-0.58165526,0.58188945
Rrad,0.1180259,0.20288709,0.29411668,-1.5006641,0.11456804
D230025D16Rik,0.020244628,0.18880022,0.20697784,-0.114731684,-0.20567079
B3gnt9,1.005616,0.14563514,-0.19054593,-0.19686219,-0.31690365
Lrrc29,-0.20003691,-0.13075075,-0.20901318,0.020490287,-0.0036136461
Tppp3,0.85624725,0.2809318,0.5180621,-0.99646497,-0.443191
Zdhhc1,0.14551008,-0.38550344,-0.3582291,0.08860179,0.0036357208
Agrp,-0.22192293,-0.073809996,-0.15400869,0.29555652,0.11579956
Ripor1,-0.53162754,0.38038328,-0.57535326,-0.08528907,0.47787726
Gfod2,0.53440714,-0.21970353,-0.40132806,-0.57265323,0.4183861
Ranbp10,0.89616346,-0.33097228,-0.004242427,-0.29490268,0.2488488
Pskh1,-0.6917918,0.3405644,-0.11200705,-0.11498739,0.39500508
Lcat,0.31208766,-0.28325847,-0.2173045,-0.43339452,-0.0775624
Dpep2,0.5001741,-0.21922448,-0.33625576,-0.21313906,-0.0897349
Dus2,-0.6673463,-0.41223297,1.8159713,0.41763675,-0.81185627
Nfatc3,-1.115642,1.3917346,0.5329075,-0.80064666,-0.53922284
Slc7a6os,0.2714278,-0.2826761,0.78036356,-0.8925704,-0.26662382
Zfp90,-0.42139456,-0.29316697,-0.14037733,0.64645135,0.44497567
Tango6,0.062332243,-0.001411778,0.16571678,-0.22203976,0.4272065
Sntb2,0.4183949,1.1575799,-0.4956459,0.8289682,-1.0703462
Terf2,0.7207584,-0.26365155,-0.15054083,-0.2388492,0.24145922
Nfat5,-1.8862983,0.24315122,2.5315962,0.7149283,-0.8655522
Zfhx3,-0.121843785,-0.50882435,-0.22846338,-0.45181248,0.15368024
Hp,0.124632075,-0.412568,-0.31216988,-0.20499592,-0.17190656
Zfp612,-0.095839836,-0.4238219,0.079170205,-0.042424645,-0.13077694
Fcsk,-0.11040754,-0.13850006,0.054213766,-0.027287453,-0.08215042
Pdpr,-0.045126595,0.32815477,-0.39554378,0.34080872,0.11113021
Glg1,-0.12897454,0.42066076,0.016092038,-0.28052694,0.031110877
Wdr59,-0.21060537,-0.27234346,0.16141313,-0.16223852,0.22363402
Znrf1,0.09394633,-0.12985708,-1.6344924,-0.79852575,1.9686146
Zfp1,-0.26585042,-0.29353577,-0.53662264,-0.2282545,1.2569133
Tmem231,0.0028154317,-0.00557968,-0.33473226,-0.37574193,-0.21699464
Gabarapl2,-2.3673787,4.943186,-0.14363688,-1.5822769,-2.5033104
Adat1,0.3369514,-0.08141691,-0.18843968,-0.22886483,0.44754922
Maf,-0.8751202,-0.81887704,0.55865693,3.817362,-0.8529967
Cdyl2,0.03751536,0.13465601,0.008198736,-0.07425939,0.119985566
Atmin,-0.42414376,0.24361095,0.032688823,0.3243144,-0.047993943
Gan,0.66691476,0.18589741,-0.6432007,0.7890145,-0.044300444
Plcg2,-0.12844941,-0.48694098,-0.09876874,-0.26781282,-0.2759341
Mlycd,-0.21869342,0.11985128,0.020546954,0.19456671,-0.02273972
Osgin1,-0.033842195,-0.33722052,-0.09565428,-0.33313242,-0.059290793
Mbtps1,0.26331717,-0.05916906,0.21204121,-0.7370482,0.33094728
Hsdl1,0.7611534,-0.574588,-0.39077243,-0.8404611,1.1525893
Irf8,-1.7468559,-1.8990061,1.4499023,4.2665763,-1.3563803
Banp,0.62587297,-0.14259197,-0.43416733,0.32605785,0.19348465
Rnf166,-2.1173177,2.5171146,-0.50568795,2.4577777,-1.0642962
Ankrd11,0.31998992,1.7990617,-0.8667265,-1.9745313,-0.5056959
Rpl13,1.1403044,-3.9341333,-1.6475217,-1.1548091,5.202212
Cpne7,-0.29210314,-0.020738605,-0.04489777,-0.34541884,-0.21133284
Sult5a1,0.10881253,-0.07474605,-0.39343396,-0.24196531,0.0022506164
Vps9d1,-0.23471212,0.19751544,0.107611254,0.57225364,0.06226361
Zfp276,-0.38411826,0.19413653,-0.10432756,0.19463526,0.34675467
Tcf25,-0.55142474,0.3176586,-0.3199602,0.825157,0.32616022
Mc1r,-0.14133571,-0.3312621,-0.09398148,-0.42717883,0.09340152
Ttc13,0.30269903,0.18660079,-0.78683233,-0.39463353,0.40549892
Disc1,0.03354291,0.051999934,-0.21375312,0.11410038,0.0072914343
Sipa1l2,0.6539178,-0.5476834,-0.5304397,-0.65245724,0.4833804
Map10,-0.18689322,-0.41932845,-0.40152445,-0.30973607,0.19242708
Ntpcr,1.9790345,-0.21985303,-1.2866783,-0.49369022,0.52824104
Irf2bp2,-0.28314582,-0.59300506,1.3762417,-0.83396584,0.8395289
Nrp1,-5.119053,0.2920266,6.2506332,1.6748736,-1.4168537
Itgb1,-6.724732,5.1863794,4.9132414,-0.052241985,-3.545028
2610044O15Rik8,0.29970145,-0.5641307,-0.07985402,1.3562692,0.34972656
Dnase1l3,-0.44040528,-0.34684572,0.69576687,-0.21817462,-0.25541925
Pxk,-0.32518804,0.3682133,0.09704581,0.26209748,-0.4666039
Kctd6,-0.55383486,-0.11962443,-0.0022860025,0.37795916,0.30275136
Fhit,-0.20283705,-0.41498017,-0.034778032,0.30323938,0.14460744
Atxn7,-0.47236317,0.9830474,-0.71597797,0.81037056,0.07756922
Slc4a7,-1.4044738,3.126437,0.39116523,-1.2326275,-1.5884329
Top2b,-1.6439573,0.5247852,0.49640337,-0.77180654,1.2646979
Thrb,0.08006943,-0.34385404,-0.22539438,-0.3095818,0.09086437
Nr1d2,0.29304212,1.0782653,-0.86188185,-0.62331235,-0.13193431
Nkiras1,-0.32414603,0.21160732,-0.24710047,-0.21193916,0.16011916
Gm2237,0.07464385,-0.23598027,-0.12524192,0.28743717,-0.1312709
Saysd1,-0.2565185,-0.27475473,0.6396934,-0.3896274,0.58680874
Nudt13,-0.16202939,0.2543348,-0.39324528,0.102561004,0.21594058
Fam149b,-0.16032414,0.10233731,0.34757987,-0.17378691,0.27704027
Mss51,-0.21983202,-0.31064397,-0.2837405,-0.055424232,0.7544976
Ppp3cb,-0.6257461,0.44345754,0.39747196,0.10485914,-0.035052005
Usp54,-0.33418658,-0.14701582,0.023232603,-0.049192406,-0.17003939
Zswim8,0.113675736,0.47300404,-0.04513016,0.10576416,-0.32897657
Ndst2,0.18179213,0.0023025265,-0.49368444,0.735525,0.16168816
Camk2g,-0.10986811,1.141279,-0.035676505,-0.06911886,-0.54916275
Adk,-2.277398,-1.3295232,4.726255,-0.22193976,-0.37455842
Kat6b,-0.3257585,-0.250466,-0.6758312,0.3194224,0.81030846
Samd8,-0.3646402,0.7178076,-0.12535,-0.33942696,0.016636088
Rps24,-0.56782925,-1.6470357,-3.4487383,-1.0163983,5.9916067
Zmiz1,-1.095227,3.0088954,-1.5611243,-0.03419961,-0.7700253
Zcchc24,-0.035640433,-0.29309377,-0.29490235,-0.3629933,-0.16569796
Slmap,0.11347007,0.47361508,0.33465213,-0.35120124,-0.3170121
Arf4,-0.60920423,1.7607213,1.6898324,-1.2151679,-1.6791283
Dnah12,0.34064293,-0.33377653,-0.08033577,-0.022044865,-0.16969107
Appl1,0.45337605,0.73842645,-0.18260555,-0.7519978,-0.21630162
Arhgef3,-0.7506782,1.148668,0.015906047,-0.23461863,-0.49581385
Tasor,-1.2013535,0.6267523,-1.0363446,1.0388677,1.2480122
Prkcd,-0.29323184,0.6272244,0.2927485,-0.2160924,-0.59805924
Rft1,-0.5085918,-0.21285884,0.059465904,0.23813549,0.6910348
Mustn1,0.13653421,-0.2911149,-0.21651204,-0.26149517,-0.09188255
Gnl3,1.4259206,-1.4674289,0.628184,-1.613977,0.78188235
Smim4,-0.96544576,-0.07165686,-0.38862666,0.67715985,0.7791533
Nisch,-1.0028377,0.62028843,-0.6062318,0.22065757,0.6278521
Capn7,0.2672463,0.6437547,-0.033548,-0.26740703,-0.27582854
Sh3bp5,0.93778735,-1.9153463,-0.09395325,-1.709525,2.318229
Colq,-0.23603952,-0.43932787,-0.09509314,-0.10874256,0.09777632
Ercc6,0.17884345,0.2846924,0.097898744,-0.28154945,-0.02700509
Wdfy4,-0.1028064,-0.5488381,-0.33848014,-0.508663,-0.19952145
Mapk8,0.05672149,-0.6513201,0.10040772,-0.4039294,0.7012157
Shld2,0.41300112,0.14863354,0.27005926,-0.06902746,0.018151559
Bmpr1a,0.5445985,-0.21020536,-0.41470072,-0.21757486,-0.025704077
Ccser2,-0.666252,1.096085,0.1718111,0.06426768,-0.6699032
2610528A11Rik,-0.12579185,0.19499907,-0.2630425,-0.4969927,-0.23089407
Sh2d4b,0.15048705,-0.26800674,-0.0791438,-0.3717585,-0.1371629
Txndc16,0.7464734,-0.64160365,0.110645324,-0.43072623,0.3696639
Gpr137c,-0.14889106,-0.30186632,-0.15680301,-0.3591863,0.12071082
Styx,-0.47528702,0.056492347,0.19430655,-0.03706564,0.4172453
Ddhd1,0.22275116,0.43536982,-0.4830423,0.22123747,0.10404125
Cdkn3,2.62046,-2.2796059,2.2457101,0.877663,-1.1936924
Gch1,-1.3571556,-0.22619721,1.6673301,0.70217705,-0.51746184
Lgals3,-0.9563927,-0.25235188,3.902402,4.284329,-3.7176049
Dlgap5,1.3041254,-1.5440217,1.8954564,-0.03668857,-0.6216958
Atg14,-0.054472934,-0.029105945,-0.21964145,-0.6130025,0.36662158
Ktn1,-0.536662,-0.15141463,-0.6817298,0.45488754,0.8467525
Tmem260,-0.31149802,-0.72106254,-0.0076574753,0.21062127,1.0116285
Ap5m1,-0.013339377,-0.03837214,-0.03311361,0.6530205,0.28611243
Tep1,0.23571242,-0.036574233,-0.1075099,-0.20145951,0.27047554
Pip4p1,0.35933188,-0.011413476,-0.24316382,-0.14308204,0.0049914587
Rnase6,-0.13555095,-0.77952623,-0.48348716,-0.28960624,-0.22394407
Arhgef40,0.14291392,-0.22944294,0.04993592,-0.36265057,-0.13699074
Rpgrip1,1.7999595,-1.7116694,1.1546488,-0.2565356,0.8720908
Chd8,-0.49166992,0.25192705,-0.34514004,0.09586555,0.77818274
Rab2b,0.029667577,0.1288168,-0.024136959,0.2532437,0.29129213
Sall2,0.25960124,-0.25700045,-0.1763472,-0.16303696,0.15008898
Trav3-1,0.007853804,-0.1330935,-0.24083416,-0.42175075,-0.1593262
Trav8d-2,-0.0018900109,-0.26651448,-0.19319724,-0.3945809,-0.14533132
