gene_name,P9,P3,P10,P0,P5,P6,P2,P7,P8,P1,P4
Izumo4,0.079944655,-0.042769834,-0.03567189,0.42531335,-0.11665861,-0.18467796,0.023951754,0.16476762,-0.07149375,-0.08060724,0.16231413
Ap3d1,0.1175847,0.08591201,0.10410249,-0.09736417,-0.0774341,-0.05649071,-0.06907538,0.022817498,0.020831926,-0.011746101,0.07527636
Sppl2b,0.05700465,-0.022148635,0.052418694,-0.015083073,0.040229667,-0.043207128,0.02613202,0.089246415,0.064260766,-0.1066494,0.03698745
Gadd45b,0.006737913,-0.0078051463,0.068354785,-0.39038366,0.15992904,0.21137752,-0.17312694,0.32130212,-0.47025058,-0.42140695,-0.12922564
Zbtb7a,0.06719319,-0.004154323,0.1542984,0.060180817,-0.16801514,-0.10773806,0.03789749,-0.1053899,0.13942003,-0.0961314,0.19292904
Zfr2,-0.06169371,-0.0051455623,-0.03282638,0.0151013825,-0.0063321707,-0.050681006,-0.004976949,0.025553867,-0.042547166,-0.022261454,-0.000993123
Matk,-0.1490957,-0.04956114,0.16907322,0.40789726,-0.06319347,-0.09344828,0.0016609369,-0.044780344,0.0020818824,0.005548168,0.059542887
Tbxa2r,0.014786162,-0.018401574,-0.31771532,0.31257117,-0.123371005,-0.004533293,0.013918489,0.16893242,-0.08606494,0.11264627,-0.010613264
4930404N11Rik,-0.06609501,0.12194737,0.00085218495,0.008039229,-0.018105999,-0.07208178,-0.02574121,-0.029174287,-0.054097764,-0.023622187,0.065693036
Gm48551,-0.012176493,-0.019726,-0.08073506,0.012104203,-0.018872749,0.037155867,0.0069187377,-0.029453183,-0.05561788,0.12016254,-0.018394854
Nfic,-0.0122795375,0.13765624,0.40371093,-0.1292345,-0.03423107,-0.1190268,-0.010086871,-0.21533486,0.22046424,-0.3866518,0.16772024
Ncln,0.03190439,-0.046063963,0.16202004,0.09698598,-0.034819137,-0.055445366,0.11069237,-0.1556851,-0.03793418,-0.011707159,-0.030282278
S1pr4,0.30179843,0.18481113,0.55501837,-0.7834107,0.016141824,0.27591902,-0.26712516,-0.41768602,0.11588043,-0.6937395,0.14869522
Gna15,0.39550552,0.40255514,0.3224793,-0.8135537,-0.06666271,0.16856304,-0.28321177,-0.23339121,0.4836802,-0.7304164,0.12853965
Tle2,-0.040642925,-0.012641497,-0.015603945,-0.012100904,-0.023122855,-0.015134737,0.024910131,-0.042533875,-0.040917076,-0.03641997,0.015139724
Zfp433,-0.050150402,-0.010878965,-0.04059663,-0.005115728,-0.06028728,-0.02018083,0.008101415,-0.024010371,0.042673,-0.041604895,0.038710248
Gm3055,-0.05031429,-0.030728899,-0.030811008,-0.0070351055,-0.032317415,-0.009113667,-0.0069777584,-0.0068363687,-0.048769962,-0.050709832,0.0060879122
Gm32687,-0.023525065,-0.008149334,-0.048720155,-0.025486702,-0.026132155,-0.0388847,0.005868607,-0.03075121,0.03218935,-0.057766918,-0.009959572
Zfp873,-0.056560814,-0.03300285,-0.10626269,0.22737005,0.0016521657,-0.009547653,0.05356683,0.038604878,-0.0075447434,-0.062357806,0.007203442
BC024063,-0.06963146,-0.033448618,-0.041094217,-0.037791174,0.014036731,0.019780992,-0.009781537,0.037560564,-0.0391353,-0.019056302,-0.003690151
AU041133,-0.035777207,-0.025856746,-0.12027682,0.31640884,-0.033533804,-0.108400546,0.02796089,0.1152408,0.13762681,-0.053559776,0.09427856
Gm4924,-0.038161535,-0.016749378,-0.081849195,0.114895314,0.00028837804,0.025283545,0.025813513,0.022993969,-0.042186122,-0.04041417,0.015368698
D10Wsu102e,-0.050776977,-0.04403478,0.020867806,0.16058277,-0.04226769,0.09011849,0.061589923,0.02823803,-0.11881844,0.09486845,-0.09563172
Washc4,-0.015075571,-0.05714823,-0.10201253,0.22005336,-0.1394341,-0.058324542,0.03742657,0.075959265,-0.07414401,0.23193726,0.13189375
Appl2,0.00662016,-0.024021465,-0.11905462,0.1681024,0.0062369048,0.042322874,-0.054550055,0.016983556,0.0464762,0.12027382,0.03646782
1500009L16Rik,-0.30678526,0.34707785,-0.30161542,-0.47943357,0.673905,0.9174691,-0.34273857,-0.86455953,-0.13956493,-0.57821715,-0.45734742
Ckap4,-0.043613426,-0.058530424,-0.059977908,-0.03774714,-0.022555115,-0.02595908,0.1517144,-0.022291245,-0.060985852,-0.060349118,0.077011995
Tcp11l2,0.27280402,-0.33213073,0.12459005,0.2626924,-0.35861024,-0.27498406,0.11737285,0.27650946,-0.05465624,0.3223496,0.28322253
Ric8b,-0.032769613,-0.014933572,0.0014033057,0.068659835,-0.033226278,-0.0786999,0.0136312535,0.0059559382,0.0034352655,0.049657132,0.0739685
Cry1,0.23826967,0.0044274908,0.18769768,-0.23558877,-0.03941446,0.009996661,0.0037710967,-0.045769244,0.20836623,-0.2883366,-0.06303485
Btbd11,0.14486402,-0.08229734,-0.07899058,0.130637,-0.09966217,-0.15993257,0.09081772,-0.039453365,-0.17276181,0.24600759,0.11073271
Hsp90b1,-0.33759457,0.18525746,-0.33535329,-0.5430361,0.5889891,0.9843836,-0.2783081,-0.34151378,-0.088385865,-0.6487893,-0.5864433
Nt5dc3,0.0057593817,-0.06949951,0.03751013,-0.009750112,0.056733586,-0.03046891,0.05747202,-0.025326058,-0.029601889,0.048058737,0.07456414
Chpt1,0.07855245,0.094968036,0.27619272,-0.32251087,-0.004762878,0.04140605,-0.09137136,-0.064534,0.07966093,-0.2076006,0.10374142
Spic,-0.040859785,0.037579875,-0.04825818,-0.06885035,-0.019798514,-0.018411387,-0.012924666,-0.03579942,0.005176074,-0.036831133,0.043827437
Uhrf1bp1l,0.20060134,0.0105630085,0.15763234,-0.04524339,-0.14027858,-0.14327347,0.0835773,0.15648863,-0.074921526,-0.092324555,-0.007906861
Tmpo,-0.45529303,1.1009963,-0.35534802,-0.29474804,0.6541291,0.11293928,-0.4579983,-0.41958085,-0.29259172,-0.532106,-0.48540974
Cdk17,0.14696191,0.07324367,0.05745652,-0.17309517,-0.09554589,-0.13503496,-0.067099996,0.19917889,0.020131778,-0.016962666,0.11407262
Elk3,-0.009164783,0.024488956,0.02549938,-0.033694338,-0.14023346,0.06784335,-0.01342109,0.19451964,0.2309252,-0.19520028,0.037220336
Ccdc38,-0.051097266,-0.036448468,-0.05021239,-0.02709577,-0.0073134024,-0.042192943,-0.012494427,-0.019907951,-0.058306366,0.00040120655,0.008865728
Vezt,-0.049319655,0.032994676,0.021605592,0.1998879,0.0021322747,-0.07341813,0.0006524354,-0.0423036,0.0031783264,0.08861791,0.004584989
Nr2c1,-0.0024595961,-0.08594199,-0.09150946,0.10602107,-0.027353842,-0.039532263,0.04852265,-0.035831824,0.034078795,0.34099078,0.01772701
Tmcc3,-0.044963848,-0.030452278,-0.053863768,-0.074504144,0.0047169826,-0.027739068,-0.001276609,-0.07667147,-0.035854522,-0.05655725,0.018002845
Eea1,-0.13027544,0.24731997,-0.038921,-0.37151673,0.21502908,0.040820662,-0.08194913,0.54872924,0.54414505,-0.3877909,-0.16369468
Btg1,0.5502241,-0.030088628,0.44059157,0.26428938,-0.97503763,-0.7255428,0.0642722,0.014744007,0.10817788,0.623634,0.9676014
Atp2b1,0.40444866,0.019983876,0.7895192,-0.7749779,-0.06571684,-0.09570277,-0.053451333,-0.017136602,0.0074920766,-0.62276864,0.21105044
Cep290,-0.036345884,-0.038156636,-0.05187612,0.16506352,-0.0010702378,-0.07456288,0.10651095,0.15076488,0.09775017,-0.07258058,-0.03379293
Ppp1r12a,0.6507326,0.26714027,0.62795603,-0.9065877,-0.1876783,-0.2668162,-0.19438103,-0.010616299,-0.024980525,-0.6493056,0.43368182
Zdhhc17,0.10816257,-0.10566111,0.02567271,0.15983282,-0.1164785,-0.08682286,0.02636205,0.01107869,0.0039999946,-0.055447362,0.021441653
Osbpl8,-0.04029,0.09302393,0.27895465,-0.08274626,-0.038817625,-0.052243356,-0.079529144,-0.14329226,0.09884293,-0.13422577,0.10249855
Nap1l1,-0.40117875,0.2135274,-0.28780997,-0.51199186,0.7114309,0.33147988,-0.040083442,0.011171447,0.61383635,-0.5548996,-0.75353044
Phlda1,0.15894033,0.11963384,0.2022291,-0.5263254,0.086774185,0.24281654,-0.1540103,-0.25344935,-0.030060537,-0.56445897,-0.020890733
Atxn7l3b,0.044893637,-0.18568921,-0.039373245,0.03414299,-0.0107024275,-0.023526449,0.04701703,0.16762868,-0.0077491007,-0.046939682,0.08975808
Zfc3h1,0.06381081,-0.05095002,0.07981223,-0.076508395,-0.09263682,0.08107106,-0.0037036329,0.15072553,0.20839451,-0.13908707,0.05628858
Kcnmb4,-0.064785995,-0.045161907,-0.12055504,0.25003317,-0.00035242978,-0.075994134,-0.009096987,0.13467535,0.04460554,0.020422952,0.04579889
Rab3ip,-0.17244643,0.012053422,-0.1999005,0.3590946,-0.032139678,-0.1114813,0.056547258,-0.04752201,-0.13661787,0.45832872,-0.030905569
Frs2,-0.07164809,-0.02133046,0.045374226,0.17687082,-0.08823328,-0.0621334,0.024564654,0.021013314,0.0076494864,0.028943392,0.06396923
Lyz2,-0.027924443,-0.038419288,-0.07763347,-0.025836457,-0.034961805,-0.044931076,0.078380026,-0.027449775,-0.046194177,-0.04865211,0.07346064
Rap1b,0.28211033,0.20163341,1.087807,-1.069687,-0.064069256,0.4390241,-0.20996834,-0.71378905,-0.05674414,-1.0201346,0.15416057
Ifng,0.46494493,0.25021696,0.29228625,-1.2764962,0.14814913,0.35759762,-0.39108467,-0.061954044,0.4286339,-1.177073,-0.039266225
Dyrk2,-0.085842915,-0.07514353,-0.07086662,0.42071626,-0.18314072,-0.1204807,0.071685754,-0.047158208,-0.24596056,0.5178761,0.15816264
Irak3,0.079953104,-0.033485126,-0.0778593,-0.18555894,0.089413755,0.23782517,-0.10912932,-0.050624695,0.010226116,-0.17965072,0.0037011977
Lemd3,-0.011647683,-0.011868105,0.00857389,0.02348571,-0.04216329,0.00020658555,0.03197867,0.020699661,0.06626688,0.05306739,0.023485612
Tbc1d30,-0.016712774,-0.037909217,-0.039971955,-0.0013113989,0.02785872,-0.0263393,0.015833518,0.04007036,-0.08327841,0.08220148,-0.011070635
Gns,-0.0588725,-0.059701294,0.32168064,-0.09716937,-0.06044763,-0.06341516,0.043227863,-0.08311407,-0.0009994495,-0.03451595,0.09591066
Rxylt1,-0.053956605,-0.18058576,0.11866716,0.13983542,-0.07388427,0.04453017,0.19693758,0.04241226,-0.040510897,0.0028533533,-0.07026044
Ppm1h,0.050873842,0.12279614,-0.19439125,0.19776948,-0.14821702,-0.29349104,-0.02835839,0.12257602,0.4334925,0.47525164,0.20660247
Mon2,0.09760498,0.02782558,0.074146435,0.010293561,-0.13111368,-0.087187976,-0.022647258,-0.08929274,-0.07643638,0.11970539,0.120861575
Ctdsp2,-0.051925465,-0.0012032025,-0.06855291,0.009931697,-0.061583407,-0.0932944,0.028509745,0.28614324,0.08302067,0.057588227,0.11778817
Mettl1,-0.19650103,-0.37837505,-0.25534245,0.68404907,0.12989172,-0.102529444,0.3509005,-0.035337914,-0.039598595,0.45524815,-0.2987342
March9,0.040204648,-0.051838182,-0.009223906,-0.034673408,-0.04318472,-0.032755192,0.03233066,0.110076174,0.15015878,-0.07868003,-0.011788372
Dtx3,0.18848965,-0.027443567,-0.004820102,-0.20925036,-0.11120475,-0.14912982,0.015758522,0.25593778,0.23614992,-0.049045797,0.11668263
Mbd6,-0.030849824,0.04425289,0.039629094,0.00830149,-0.014459869,-0.055280596,-0.019938128,0.0747835,-0.09733139,-0.014926015,0.01335018
Ddit3,0.016147781,0.027441667,-0.19298244,-0.017363416,-0.04960797,-0.110261,0.0033476364,0.04172871,-0.1933923,0.29751602,0.11690155
Arhgap9,0.37320256,0.1201178,-0.2731248,-0.06262466,-0.26501825,-0.042218044,0.00080510334,0.17302965,0.29786092,-0.1732429,0.10933993
R3hdm2,0.037773553,0.18568699,0.008839258,-0.02195779,-0.10649611,-0.12278514,-0.014166953,0.063155636,0.015045803,-0.010139406,0.05603451
Stac3,-0.023960497,0.019440217,-0.045726158,-0.02011453,-0.03627997,-0.052484132,-0.00025648024,-0.067235045,-0.055537835,-0.02401427,0.055020526
Lrp1,-0.028150752,-0.04510801,-0.0409867,-0.04065096,-0.025853507,-0.03897379,0.06076972,-0.02098526,-0.055398393,-0.05293831,0.039711785
Stat6,0.005956738,0.03865126,0.11816931,0.013352001,-0.16090725,-0.003681615,0.008244222,0.053712044,-0.013527836,0.076428756,0.14474715
Zbtb39,-0.03595116,-0.023494264,-0.0057772216,0.025548844,-0.010170427,-0.03493418,0.0026893269,0.019990789,-0.013799033,0.034475725,0.03363663
Baz2a,0.10526207,-0.008371835,0.26580736,-0.120627634,-0.21208097,-0.059181873,-0.03220704,0.04065413,0.17798173,-0.18279693,0.2062942
Stat2,0.04891554,0.09893456,-0.21007264,-0.0022261809,-0.1258196,-0.1262241,-0.06540655,0.17677626,0.2804016,0.17210625,0.1062845
Pa2g4,-0.19486663,-0.072969116,-0.28596434,0.026824543,0.42009652,0.07356622,0.32493386,-0.14520793,-0.034823827,0.11725839,-0.70282996
Ikzf4,-0.054179445,-0.0127525,-0.08314083,0.018009705,-0.012143402,-0.05210477,0.0085967155,0.061162308,-0.052964278,0.040267617,-0.0045635756
Rab5b,0.023486087,0.06729122,0.068844125,0.031057283,-0.0899312,-0.101346426,-0.014063745,0.12461829,0.12945396,-0.16207096,0.090499826
Dgka,0.103782885,0.020447113,-0.54072917,0.58769274,-0.21273509,-0.10604073,-0.19208199,0.23557156,-0.2943152,0.3705551,0.25443766
Tmem198b,-0.0519255,0.012120572,-0.039760686,-0.023686862,-0.022044927,-0.005822922,-0.020510696,0.06012436,0.004213029,0.038918972,0.026607493
Gdf11,0.2634403,-0.03507685,0.010706712,-0.20287505,-0.06643733,-0.029466785,0.01870088,0.06295731,0.21337517,-0.14310901,0.028099414
Cd63,-0.023824466,-0.03296969,-0.03838081,-0.020939328,-0.015480498,-0.017611066,0.014719119,-0.03456183,-0.01645975,-0.018954925,0.0027615193
Rdh5,-0.031094821,0.024822935,-0.07830685,0.05807647,-0.03474029,-0.03228131,0.004207261,0.03187171,-0.0664853,-0.046100464,0.012748477
Bloc1s1,0.11405845,0.0517169,-0.011021576,-0.06280109,-0.043833178,-0.04636004,-0.01757583,0.13343762,0.10481964,-0.14274913,0.050316513
Tespa1,0.12607293,-0.13770679,-0.1080579,0.8634748,-0.35278946,-0.3777009,0.106081024,0.59848917,-0.48892924,0.045812726,0.23068394
Vmn2r84,-0.057114214,-0.040850047,-0.04364995,0.1978032,-0.060618866,-0.058734685,0.03911508,-0.021011528,-0.07536679,-0.08023384,0.0715598
Insr,-0.07644341,-0.07046988,-0.16897051,0.49250746,-0.073305696,-0.11916174,0.07407891,-0.0550223,-0.18215439,0.27309874,0.061772183
Arhgef18,0.20573415,0.04686725,0.4679619,-0.10415992,-0.13676625,-0.1741651,-0.054992367,-0.24353394,0.06752223,-0.24262218,0.31464526
Pex11g,0.06759186,-0.016375523,0.019848283,-0.028272169,0.0038084034,-0.044741735,-0.035697773,0.25205505,-0.027527895,0.0072021694,-0.05449356
Zfp358,-0.07929276,-0.042350948,-0.013781558,0.1661552,-0.07878995,-0.047000553,0.058372255,0.019018792,-0.046945132,0.048282735,0.08345946
Mcoln1,-0.012268696,0.027915413,-0.10318467,0.037527796,-0.026584,-0.03245503,-0.014807426,0.055609938,0.071696445,0.08381608,0.08287703
Pnpla6,0.06246339,-0.023690008,-0.0012820873,0.002378256,-0.058919955,-0.08565355,0.04015071,0.077915296,0.2105498,-0.0591168,0.04715331
Mcemp1,-0.039857496,-0.032306924,-0.05923721,-0.0588585,-0.044429306,-0.027701395,0.11775197,-0.028492657,-0.054175895,-0.0573732,0.04407055
Fcer2a,-0.06511808,-0.01717409,-0.071418054,-0.059304345,-0.034338783,-0.0397572,0.017322104,-0.044252183,-0.05874443,-0.06675055,0.057486042
Evi5l,-0.058333747,0.0032505274,-0.066661656,0.038504545,-0.06992303,-0.060481578,-0.017964028,0.19151418,-0.01989024,-0.069327265,0.14031132
Map2k7,0.06541956,-0.016080968,0.00083543744,0.015685624,-0.03965275,-0.09536314,0.009369727,0.102145635,0.014293905,-0.0388688,0.058411073
Tgfbr3l,-0.052126158,0.0036829216,-0.032567363,-0.042234886,-0.020330109,-0.022924785,-0.015707666,0.023256948,-0.050633147,0.0076926467,0.0030394637
Ctxn1,-0.010653298,-0.01323626,0.051233184,-0.061862685,0.020694386,-0.005381573,-0.018695636,-0.011553047,-0.05319478,0.0038505944,0.05141142
Cers4,0.11840169,0.008581191,0.20701179,-0.26969954,0.022002729,-0.018841898,-0.023741368,-0.063022524,0.07107821,-0.16830152,0.035877645
Efnb2,-0.06514128,0.03963742,-0.05137718,-0.037832595,-0.028179979,-0.008392291,-0.012975414,-0.005517783,-0.05384558,0.009901637,0.036888205
Lig4,-0.0038005586,-0.03930609,-0.02813436,0.11073536,8.405371e-05,0.028111273,-0.003361346,0.0039328053,0.0050499234,-0.061697442,-0.014719573
Irs2,-0.21245791,-0.12448968,-0.2803686,0.066583574,-0.12557216,-0.15524012,0.06995545,-0.11381239,-0.19574234,1.2304927,0.122021616
Rab20,0.06170833,-0.117440134,0.019399684,0.14617686,-0.026669376,-0.09654457,0.04099735,-0.060870253,-0.07690825,0.064267084,0.04667943
Ing1,-0.102546036,0.30675438,0.10042456,0.01779356,-0.03509772,-0.14107984,-0.09152386,-0.19353545,-0.069024876,-0.08090965,-0.03150649
Ankrd10,0.07498933,-0.06443511,0.16943662,0.040772445,0.057306796,-0.106134266,-0.010979193,-0.04417913,-0.04781757,-0.12621668,0.024592318
Atp11a,-0.035407927,-0.037257217,0.056793742,-0.017926779,0.0288093,-0.09161912,0.03625337,0.10388351,0.0516083,0.14169024,0.027757786
F10,-0.037227362,-0.036466263,-0.03735476,-0.037335586,-0.02431935,-0.03671451,0.042542543,-0.016930655,-0.03709847,-0.037260372,0.05401958
Tmco3,-0.049282324,0.013374262,0.004273108,0.07324637,-0.0024817565,-0.011918324,-0.053833764,0.06502975,-0.0047750813,-0.0015250198,-0.030058412
1700029H14Rik,-0.034856256,0.011329871,-0.052451193,-0.05139594,-0.01107866,-0.013340983,-0.004787736,-0.050797813,-0.05729554,0.029481657,-0.01973962
Rasa3,0.04567495,0.20043728,0.28990287,-0.47845894,-0.010468875,0.1359185,-0.32094,-0.029231543,0.006169786,-0.28860134,0.17479025
Fbxo25,-0.027084125,0.028168706,0.004847303,0.069181845,0.0003135363,-0.053945284,-0.031926434,0.04754391,0.11061157,-0.15671542,0.080074534
Tdrp,-0.34697092,-0.15482795,-0.40150732,1.4468198,-0.19853726,-0.22781804,0.06637776,-0.1869298,-0.3393174,0.97831476,0.1729028
Erich1,0.06043549,-0.097004145,0.11938273,0.03183612,-0.08017024,0.00022543418,0.022673668,0.08386419,-0.059620153,0.0049840496,0.037479974
Kbtbd11,-0.04753275,-0.12741083,-0.5393882,0.7914343,-0.20927297,-0.15979859,0.124713786,0.12625507,-0.1754646,0.5099682,0.17716604
Alg11,-0.06398312,0.004457099,-0.06574282,0.15574244,0.0032651247,-0.035001438,-0.05308344,0.07228924,0.06606739,0.059438016,0.036993112
Nek3,0.041848324,-0.025372613,-0.0073356857,0.011506887,0.010836566,-0.04564621,-0.006368246,0.06430269,-0.047208272,0.06933689,0.004883327
Slc20a2,-0.022935428,0.0567283,-0.030006256,0.099641696,0.050361436,-0.07075678,0.0066817086,-0.029008964,0.04112067,-0.032334838,-0.044848025
Ikbkb,-0.019216824,-0.08639362,-0.10105598,0.48770738,-0.1973815,-0.12251512,0.0866029,-0.004470868,-0.021561172,0.21260828,0.15763673
Ap3m2,0.078295365,0.019696396,-0.011859646,0.20149535,-0.14758153,-0.08902277,0.00070307933,0.044669237,0.10879002,-0.03691435,0.125333
Kat6a,0.10553476,0.12377368,0.05777297,-0.0134308245,-0.08140679,-0.13031873,-0.063459314,-0.047100697,0.008680663,0.012334028,0.105241895
Tacc1,0.04547738,0.15383863,0.10206482,-0.46026954,0.06993529,0.038656473,-0.09175084,0.15876544,-0.0020162798,-0.15228549,0.020210568
Fgfr1,-0.055959865,-0.032715414,-0.059850726,0.029944893,-0.015273587,-0.040296987,0.029386835,-0.043073088,-0.052023496,-0.026877822,0.035906523
Letm2,-0.014079944,-0.0023283374,-0.11686869,0.22004117,-0.16289517,0.0043728533,-0.050906114,-0.06766025,-0.16680478,0.13733192,0.16956265
Nsd3,0.096072786,0.019137176,0.13077703,0.20311998,-0.2048134,-0.2889714,-0.07161081,-0.1252717,-0.16344489,0.37448108,0.315155
Ddhd2,0.029822923,-0.034464117,-0.032276597,0.16031522,-0.101851426,-0.08626204,0.028457878,0.08074518,0.12266592,-0.028917305,0.100565396
Star,0.10450036,-0.023401557,-0.04978275,0.012299978,-0.07077117,-0.03279296,0.065887704,-0.037259184,-0.01761385,0.037180983,0.018090596
Hgsnat,0.099553764,0.037387528,0.06604303,-0.19606152,-0.036181487,-0.09420257,-0.04666004,0.26211506,0.23625833,-0.23410334,0.023340682
Hook3,0.040904496,0.060303688,0.049325846,0.02285583,-0.025411898,-0.10947927,-0.04428744,0.09568943,0.1818878,-0.26834384,0.028335305
Rnf170,-0.015412911,-0.018190743,0.06074115,-0.005742988,-0.035831466,-0.0075333575,0.007076953,0.08491439,0.17901397,-0.12844631,-0.0056813005
Erlin2,-0.0560042,0.02306841,0.0021611643,0.10918951,-0.0231786,0.006678152,0.008255394,0.01938424,0.028998438,-0.06376391,0.071427755
Rab11fip1,0.118408725,-0.08059046,-0.115929045,-0.07274919,0.013442235,-0.04723595,-0.023259861,0.17284448,0.09271035,-0.044028744,-0.018057752
Rnf122,-0.1302403,-0.03415142,-0.15095982,0.6800951,-0.080205545,-0.07267295,0.012948207,-0.06878519,-0.064101905,0.02766887,0.0906182
Rbpms,-0.08609389,-0.03151922,-0.10808043,0.025491701,-0.042067997,-0.034178186,0.06860039,-0.09489959,-0.11711884,-0.018068504,0.080825165
Saraf,0.2505781,-0.09630967,-0.3405875,0.27596754,-0.3456221,0.04278753,-0.18917255,0.24400353,-0.52442896,0.40499687,0.26213163
Tnks,-0.012608117,0.11422575,0.015844949,0.08862256,-0.07833845,-0.1351938,-0.07897804,0.038479004,-0.11957008,0.12501046,0.13327669
Prag1,-0.08475955,0.09819254,0.09924252,0.016317358,-0.082369,-0.06554954,-0.09158318,0.126898,0.43662262,-0.19840673,0.12793383
Micu3,0.032547005,-0.08280631,-0.0025748059,0.11006734,-0.075191475,-0.06594907,0.09373376,0.11668716,0.1353967,0.11462031,0.03715729
Vps37a,0.10981817,0.04289363,0.028153252,-0.088416755,-0.07906514,-0.10408607,-0.026848905,0.10799007,0.089449406,0.1549754,0.047231264
Mtmr7,0.006878683,-0.044919293,-0.01969987,-0.06014034,-0.017668173,-0.047451112,-0.06871054,0.07861222,-0.037920628,-0.03366755,0.031149019
Pcm1,-0.016274596,0.039367795,-0.016101113,0.16228509,0.009068827,-0.12678336,0.097062215,0.0235691,0.06706664,0.04177169,-0.06379183
Cyp4v3,-0.061166354,-0.057221632,-0.047908362,0.14837353,-0.022019662,-0.10691559,0.001955512,0.15012145,0.03246787,0.08841788,0.05492325
Tlr3,-0.05628654,-0.025185721,-0.061492473,-0.027255045,-0.030852318,-0.03532978,0.02325698,-0.019145725,-0.051019724,0.002592004,0.018197248
1700029J07Rik,-0.06468089,0.01830135,-0.06775906,0.012649762,-0.025321342,-0.028924698,0.03699213,0.071449205,0.025303906,-0.011354232,-0.0037114213
Cfap97,-0.057529755,-0.007162767,-0.1462594,0.17694335,0.02911874,0.0101956595,-0.008798315,0.21546955,0.15671104,-0.022890566,-0.020398363
Casp3,-0.02268395,0.25272274,-0.24190518,-0.7060517,0.39902204,0.15083735,-0.14771755,0.24320036,0.9512651,-0.6855927,-0.34788173
Irf2,0.13160108,0.17539923,0.22871387,-0.27184972,-0.20650816,-0.0859928,-0.1852939,0.12244616,0.38683146,-0.2062744,0.23161708
Cdkn2aip,0.043814678,0.018446373,-0.009074706,-0.05836327,0.052786853,0.008178855,-0.04311537,-0.10264511,-0.06658792,-0.112991236,-0.038605344
Wwc2,-0.068744645,-0.014444969,-0.060940787,0.04055269,-0.034797143,-0.0075375447,0.02212644,2.2267051e-05,-0.065981254,-0.009157484,0.012781272
Hpgd,-0.03799053,-0.00506837,-0.029591272,-0.039773904,-0.0067651663,-0.029539336,-0.0021788285,-0.031037232,0.009426521,-0.008467633,0.06746445
Hmgb2,-0.13998172,0.9631396,-0.16185357,-1.3646839,0.73921925,0.94980454,-0.5745336,-0.48533535,-0.29313505,-1.2002338,-0.63289547
Clcn3,0.10105535,-0.038473748,-0.078969695,-0.004745478,-0.022571532,-0.058770552,0.016235486,0.29533172,0.03959809,-0.1437773,0.11336798
Ddx60,0.017450338,-0.08099541,-0.26573873,0.37267768,-0.19855724,-0.17420164,0.048734706,0.35216677,0.054389685,0.41906008,0.16243163
Klhl2,0.061907526,-0.062032405,0.032076996,-0.01026182,0.041335702,-0.040106475,0.07397614,-0.06421633,0.06303408,-0.09702444,0.045209035
March1,-0.09379128,-0.043933544,-0.09083197,-0.10025251,-0.035111453,-0.063172385,0.09238444,-0.04910191,-0.0860962,-0.0957622,0.16152026
Psd3,-0.047566168,-0.01021331,-0.054052822,-0.008770688,-0.0069516962,-0.015123887,-0.011363749,-0.063968785,-0.021253623,-0.03434197,0.046429407
Lpl,-0.03824549,-0.03272533,-0.051031142,-0.050896116,-0.014424032,-0.0028135048,0.030224463,-0.027268443,-0.04922657,-0.050366543,0.075093776
Lzts1,-0.022198556,-0.0374349,0.0201077,-0.0050449087,-0.032498404,-0.053367816,0.0059738467,0.012415121,0.036284395,-0.058056872,0.075047046
D130040H23Rik,-0.03591707,-0.05629528,-0.04775191,0.20680664,-0.054592755,-0.10869731,0.050415024,0.07313493,-0.034895156,0.039114002,0.066531114
Zfp868,0.09657939,0.0018596894,0.02810025,-0.20278427,-0.041632462,-0.040042896,-0.0028887629,0.014550142,-0.03331457,0.027993813,0.10747543
Zfp869,-0.045200773,0.04249085,-0.08483575,0.14501269,-0.020260587,-0.08731875,-0.08525081,-0.042151157,-0.10346792,0.23265073,0.11311997
Zfp963,-0.017824192,-0.016504232,-0.058909267,5.913506e-05,-0.026833197,-0.014577624,-0.011674068,0.043515395,0.03975993,-0.038463604,0.026199203
Zfp866,0.043478675,0.005638152,0.005884178,0.16138045,-0.11181014,0.0017786638,0.028851174,-0.0070176134,0.038896535,-0.07519036,0.064232156
Gmip,0.15253839,-0.0018590665,0.040581558,-0.053605326,-0.08866479,-0.096443996,0.045645356,0.0690733,0.10858464,-0.07177575,0.13315822
Mau2,0.050251693,0.020479886,0.06349775,0.05983237,-0.15053046,-0.072390944,0.019617923,-0.0023124332,0.021679921,0.01398914,0.14348711
Borcs8,0.16177142,0.06973621,-0.05152467,-0.39686054,-0.102768555,0.104942255,-0.14081566,0.368355,0.2691609,-0.37850296,0.011604648
Sugp2,-0.02425405,0.09261604,-0.03245591,0.062866144,-0.10549393,-0.06065622,0.004795878,-0.0070696184,0.016505403,-0.0051029082,0.015248554
Homer3,-0.024937326,0.010912037,-0.015886758,-0.03379381,-0.006778135,-0.030809732,-0.019458337,0.008284294,-0.035797317,-0.029140446,-0.019202381
Klhl26,0.030230118,-0.008452479,-0.03795183,0.022271413,-0.018065905,-0.04736293,0.006840448,0.016234701,-0.06310849,0.030803423,0.01254366
Ell,0.051643826,-0.023825904,0.03879385,-0.006017799,-0.013056945,-0.071966425,0.06566509,-0.045504123,0.15344118,0.0036593054,0.058089938
Lrrc25,-0.054929934,-0.060179777,-0.052364957,-0.06296201,-0.017614424,-0.014191294,0.06324187,-0.018647786,-0.04270865,-0.06324182,0.11140539
