gene_name,0_A,0_C,0_N,10_A,10_C,1_A,1_C,2_A,2_C,2_N,3_A,3_C,3_N,4_A,4_C,5_A,5_C,6_A,6_C,6_N,7_A,7_C,8_A,8_C,9_A,9_N
Il4ra,-1.1889071,-1.2847999,-0.42497194,0.54902726,1.0540643,-0.82747483,-0.72896636,-1.0667926,-0.54815465,-0.40707305,0.42945555,2.8519664,1.5152341,-0.8487493,-0.6465413,-0.9348603,-0.99282765,0.9262848,0.8477803,1.7644802,-0.29100108,-0.22713946,0.5778088,-1.4032851,4.1408787,-0.6009169
Il21r,-0.9114855,-0.54203767,1.5173744,0.42979598,0.23559786,0.86043656,-0.20294191,-0.44052508,0.3212174,-0.6150157,-0.8285265,-0.58839804,0.97065836,-0.4447501,-0.80052775,-0.3230258,-0.78013486,-0.8609486,-0.5524599,-1.2190945,-0.49643597,-0.008531075,1.0339186,-0.7068069,1.5966295,1.462583
D430042O09Rik,0.01773836,0.67351925,-0.29100525,-0.24857083,0.49892187,0.31102043,0.52511394,0.043211155,-0.30768165,-0.24921533,-0.69183457,-0.18629338,-0.20127122,-0.54401535,-0.020702664,-0.03272931,0.17807679,-0.06216682,0.3876749,-0.8393356,-0.058615174,0.4897676,0.58796734,0.36889032,0.11005565,-0.41765982
Sbk1,-0.21109125,0.01603938,3.6076536,0.62353593,-0.3059681,-0.08626037,-0.79456544,0.98887396,-0.34029385,-0.2683519,0.102494955,-0.2074881,-0.12751454,1.2948354,0.61460465,0.5532729,-0.062157117,0.24139065,-1.2356182,0.13617922,-0.01526178,-0.7827039,-0.92390394,-0.7241357,-0.16658674,-0.4465602
Cd19,-0.6540163,-0.37789872,-0.13859499,-0.074259035,-0.1504552,-0.25908154,-0.3125817,-0.3715771,0.0065885657,-0.07016676,-0.17282672,0.016332082,-0.27328968,-0.0067044776,-0.08869316,-0.090383045,-0.14368668,0.28479487,0.16560549,-0.2663647,-0.45542052,-0.26366508,-0.21826151,-0.4673237,-0.23002861,-0.12960407
Rabep2,0.568927,-0.36185825,-0.41816616,0.27204925,-0.076663755,0.043857217,0.22681957,1.1220592,1.2432582,-0.39886317,-0.17806406,-0.34613898,-0.37040758,0.011906679,-0.17367531,-0.20015153,-0.31632507,-0.6518213,-0.33703586,-0.77098197,-0.86981475,-0.12916167,-0.5092333,0.06278247,-0.06457571,-0.619561
Atp2a1,-0.3100046,-0.3883984,-0.12841132,-0.1857224,-0.46100405,-0.35769802,-0.21507442,-0.03745729,0.022642674,-0.058137357,-0.15327206,0.02755357,-0.16273986,0.12091208,-0.0021785495,0.30364457,0.3730478,0.1063223,-0.11144057,-0.23878986,-0.4890494,-0.1068003,-0.2057555,-0.33743942,-0.19787203,-0.120025925
Sh2b1,0.67805463,1.0532385,2.3820693,0.29154763,1.2440404,0.34497276,0.10303682,0.56040627,-0.63711745,-0.45072797,1.2832979,2.7048967,-0.3922133,-0.534599,-0.8486934,-0.48346078,-0.28549704,-0.082713805,-0.24402817,0.8655469,1.1019028,0.26943007,0.72600687,-0.018413434,0.179284,-0.6949848
Cln3,0.7461256,0.16227157,-0.36886474,0.66216576,0.23068374,0.097157694,-0.09125447,0.32337248,-0.4496513,-0.34093052,0.713988,-0.28109908,-0.22238453,-0.57475114,-0.770754,-0.25844124,0.013213068,0.3116343,0.046361413,-0.08939753,-1.0148942,-0.047860745,-1.0751328,1.2171618,-0.3565378,1.307375
Apobr,1.0355372,0.31064105,-0.29624176,0.042428672,-0.3260559,-0.39564556,0.1562569,0.16401194,-0.31402165,-0.2554265,-0.6960319,-0.191166,-0.72299594,0.013003719,-0.11156624,0.8199221,-0.1571932,-0.5350802,0.36165,-0.8493667,0.17164917,-0.05443567,-0.85575616,1.2134271,-0.36633635,-0.41884
Slx1b,-0.5748476,0.37799838,-0.23177394,-0.1408754,-0.6891447,-0.0015003616,-0.35283777,0.41423553,-0.18659277,-0.17961761,-0.49333215,-0.10803723,0.6762075,0.117720254,0.027102554,0.004203102,0.9649883,0.036585484,0.39422682,-0.6189274,-0.17734157,-0.28791508,-0.6177268,0.25152943,-0.42244822,-0.30775827
Gdpd3,-0.28233826,-0.37771696,-0.12516579,-0.20462513,0.031698715,-0.25088617,0.06006233,-0.12188265,0.028699245,-0.0543161,-0.14416447,0.03157047,-0.03997383,0.24618743,-0.14419198,-0.16114724,-0.01086412,0.35206354,-0.12105908,-0.22796555,-0.47456014,0.02700951,-0.19598079,-0.3198552,-0.18318598,-0.11513501
Ypel3,2.6738093,1.4565225,-1.1132567,2.8515992,2.2874467,-0.9419733,-0.7844562,3.0789835,0.15246752,1.4608208,-1.3510307,-1.2140272,0.17376243,-2.9301703,-1.9659224,-3.0664713,-2.333772,0.4326791,0.07954746,0.28091234,1.2936821,0.71180147,1.136522,-1.4021136,-0.1606179,0.16872019
Tbx6,-0.49433878,1.5718898,-0.1497287,-0.16262574,-0.2246809,-0.29228795,-0.17660543,-0.0775162,-0.015552112,-0.0832573,1.6064591,0.00191304,0.072592266,-0.034686126,-0.17587225,0.37674183,-0.237653,0.1672734,0.084465615,-0.30645108,-0.022119632,-0.22896513,-0.26019153,-0.35912922,-0.07665895,-0.14904909
Taok2,0.01624798,-1.1391753,-0.4037562,0.007565942,0.34001008,0.08310727,0.5078448,0.14196958,3.4623444,-0.38187113,0.4494035,-0.32921687,-0.01218878,0.13286051,-0.13405225,-0.41829997,-0.3461655,0.20500554,0.1865281,1.4778849,-1.5144839,-0.20010917,-0.66326696,0.67255586,-0.27207565,1.3652868
Tmem219,0.3869757,0.5783489,-0.50419486,0.038535375,-0.68453336,-0.23621768,-0.16963372,0.5160405,-0.7235479,-0.4999823,0.6548275,-0.45860127,-0.56866485,0.03746724,0.25118408,-0.46981883,-0.58273464,0.22681737,0.2534593,1.2487028,0.09250334,0.20440713,0.9812833,0.84447575,-0.31347874,-0.7741836
Sez6l2,-0.48610172,-0.323021,-0.117926165,-0.14241214,-0.3203733,-0.185027,-0.22574921,-0.06349878,0.04427809,-0.04581978,-0.117520735,0.04150035,0.06908788,0.023778828,0.3482297,-0.04101666,-0.069698595,0.21007858,0.6413265,-0.19933948,-0.38676915,-0.08984369,-0.16143742,-0.3659927,0.06874155,-0.10017963
Cdiptos,-0.49432564,-0.43241048,-0.13444366,-0.1435644,-0.5805796,0.07108402,0.034214437,-0.03169051,0.009766527,-0.06521819,-0.17515229,0.01932872,-0.22951464,-0.07295673,0.016487567,0.50699145,0.10189499,-0.15770444,-0.22906283,-0.26241532,-0.55939215,-0.2091941,-0.23389342,-0.39141327,-0.12785505,-0.13228251
Cdipt,1.5417612,0.24309655,-0.6889976,0.53919965,-0.10372745,0.05114581,-0.6665729,-0.21085697,-1.1017562,-0.71712285,-0.63078946,-0.7029534,-0.24989279,-0.10218018,-0.5826752,0.35855317,0.6692312,-0.07186886,-1.1465836,0.12158129,0.3982453,-0.43888083,0.7691187,-0.7599525,-0.5572485,0.5037155
Mvp,-0.13828044,-0.8196779,-0.38583577,0.16705076,0.39512324,-0.008924579,-0.12931235,-0.2536813,-0.49645445,-0.36071044,-0.09502345,-0.30919614,-0.24883738,-0.6115015,-0.2598407,1.0609814,0.9481729,0.22471915,-0.04497849,-0.6323355,0.22606447,0.21730171,0.65940577,0.33476093,-0.19299203,-0.5836555
Pagr1a,-0.37581602,-0.45387548,-0.13606323,-0.06574169,-0.67098576,-0.006296289,-0.076997004,-0.046599448,0.0056628827,-0.06711066,-0.18300459,0.016817428,0.086316794,-0.01197824,-0.047057454,0.23809355,-0.29775658,-0.14163576,-0.31475753,-0.2701589,-0.5956158,-0.38738257,-0.24542978,-0.5273801,-0.035321653,-0.13683765
Kif22,-1.8820251,-1.3568975,-0.22805858,-1.8858697,1.8500932,7.234184,6.799468,-0.934219,-0.27504784,-0.17397293,-0.52175486,-0.14814502,-0.76685596,0.818577,0.7672581,-1.0298566,-0.8589003,-4.4751883,-3.6455297,-0.8131396,-2.0934846,-2.4834297,-1.1939236,-1.6099532,-0.85829264,-0.48868823
AI467606,-0.263837,-0.6219324,1.752287,0.515393,-0.08503806,0.31173015,-0.22884579,0.5650925,-0.7883869,2.169406,0.9526198,-0.49999556,1.1827259,0.22721916,-0.318771,0.31325948,-0.48743373,0.17854367,-0.20777757,-0.48175007,-1.2358228,-0.9293633,-0.11004732,0.011954157,-0.8544364,-0.83603626
Qprt,0.4610039,0.25389057,-0.2799096,0.44571757,0.25684938,-0.19303602,-0.34995285,2.072557,-0.26728678,-0.23641364,-0.6004749,-0.16333286,-0.2619689,-0.5528945,-0.71909106,-0.07133292,-0.060432903,0.3931599,0.37094176,-0.7596852,-0.21939822,-0.29112175,-0.7064595,0.004829089,-0.40501422,-0.36243778
Spn,1.1195846,-0.2858435,0.84639424,0.973012,0.21777344,1.0554938,0.593132,4.9867325,2.4773436,1.909417,-1.6216642,-1.3920087,-2.508928,-0.1839983,-0.56445885,1.3418363,0.8443998,-1.4225622,-1.7163466,-1.4626184,-1.3742336,-1.7055236,1.0168563,1.0465194,-2.9209335,-1.3102965
Dctpp1,-1.9409491,-0.39029068,-0.4784144,-5.50443,-4.835741,0.33786955,0.44448146,-0.70550615,-0.82858926,-0.46758917,-0.44524428,-0.49847153,-1.0085636,5.6922812,5.368035,2.027259,1.7189522,0.69866616,-0.03970352,-0.21599053,-1.8077421,-1.7278337,-0.32814297,-0.8552923,-1.491846,0.14640437
Itgal,3.22872,1.7095784,0.19870497,0.9301994,1.233046,0.80660963,0.50185686,4.1573,1.324272,-1.4151716,-3.1075883,-1.4592733,-3.1333895,-0.15256087,-0.25211748,-0.24687558,-0.12571996,-1.2982421,-1.3369211,-2.6696448,-0.48294172,0.10131218,1.7989457,2.0597482,-2.9881375,-0.37567174
Zfp747,-0.060950726,-0.24609286,-0.21609308,0.053596273,-0.21371593,-0.28538755,0.016471911,-0.16738394,-0.15080684,-0.161242,-0.4293751,-0.085572064,0.25475416,0.26925725,-0.09751907,0.3036746,-0.18823595,0.2799252,-0.012915373,-0.5525002,-1.0333307,-0.12271128,-0.53032947,-0.54722154,0.18596219,-0.27137128
E430018J23Rik,-0.6278533,-0.6206162,-0.1778551,0.03259909,-0.4148353,-0.24265848,-0.13316986,-0.080806,-0.0742827,-0.116289884,-0.3062662,-0.03582425,-0.10542024,0.42386982,0.10115348,-0.25662166,0.2032237,0.36941212,0.13797402,-0.41377896,-0.18625441,-0.24023248,-0.38334617,-0.18411991,1.3280895,-0.20364316
Zfp764,-0.40917003,-0.7697892,-0.19808438,-0.06849869,-0.32889107,0.026344556,-0.32271725,0.4076288,-0.11756843,-0.14003387,-0.37996474,-0.063455716,0.45957294,0.16066583,0.25067967,0.08956547,-0.20045073,0.11002265,0.26946178,-0.49323574,0.23337696,2.35286e-05,-0.47835788,-0.37329897,-0.08124961,-0.24495235
Zfp689,-0.216977,-0.6925424,-0.17063858,-0.42812082,-0.2460633,0.20220868,0.2481189,-0.10622947,-0.06722785,-0.10770783,0.19633663,-0.029897744,0.04941137,0.18013553,0.21766904,0.1809521,-0.31465584,-0.1963213,0.21105939,1.2362001,-0.5591433,0.233031,-0.4010963,-0.3272325,0.0579366,-0.20530668
Fbrs,1.0320256,0.53921574,-0.45136788,0.6000265,0.69556177,0.08606001,-0.42589837,0.5709707,-0.6149802,-0.43791735,-0.1901333,-0.38853857,0.055369284,-0.5461771,-0.7264249,-0.3993257,-0.391083,-0.36780667,-0.052112196,0.83185625,0.546958,0.07618712,0.11874651,-0.3458573,0.7176596,-0.6750474
Srcap,0.1385756,-1.2687042,-0.3785411,0.0036957266,-0.121055126,-0.2473517,0.42635396,-0.02981285,-0.4762849,-0.35220912,1.0759575,-0.2970947,0.13358252,-0.14990611,-0.30275384,0.05330854,-0.488655,-0.0947552,-0.36841646,-0.032202378,0.15798683,0.2759931,-1.157087,-0.26616266,1.0284013,1.1280648
Gm42715,-0.0042411024,0.18251705,-0.24501388,-0.1548653,-0.61310196,0.03793773,-0.23556489,-0.01807788,-0.20734575,-0.19525881,-0.5183908,-0.12257058,0.32188678,-0.04784179,-0.13288751,0.53087837,0.37225562,0.19174364,0.4056185,-0.6545196,-0.62585175,-0.36692482,-0.63325185,0.3630442,-0.12482423,-0.3199778
Ccdc189,-0.21790308,-0.33715716,-0.11015411,-0.49220353,-0.5943794,-0.18194997,-0.30225915,-0.12322136,0.056120075,-0.03663362,-0.103852004,0.04987215,-0.047055177,-0.0656752,-0.111666925,0.1487921,-0.110468216,0.14432754,-0.21515793,1.446001,-0.42343688,0.07986276,-0.15441984,-0.35835972,-0.013448523,-0.09367212
Zfp629,-0.4060782,-0.32942134,-0.113561384,-0.3288938,-0.46495825,-0.20182806,-0.34154582,-0.1439284,0.05103164,-0.040662214,1.4001848,0.046250265,-0.023110498,0.19418196,0.31550372,-0.082742386,-0.0895599,0.31061488,-0.09877875,-0.18779656,0.112784006,-0.11192924,-0.15686144,-0.13549156,0.081800155,-0.09632339
Stx4a,0.47672245,1.9301214,-0.56969,0.34844893,-0.6476513,0.1739388,0.070292436,0.6507888,0.5205719,2.1840053,0.9369515,-0.5423471,0.08940951,-0.50720024,-0.908842,-0.33477235,-0.18564875,-0.3681671,0.64834404,-0.42274454,-0.10498911,0.139754,-0.17288686,-0.3640092,-0.00038623053,-0.88408285
Zfp668,0.045930807,-0.08725894,-0.26819056,-0.107244484,-0.9289755,-0.26209292,-0.1755052,-0.18317418,-0.26153466,-0.22240113,-0.6168865,-0.15638222,0.30073676,0.004374893,-0.2077349,0.39984286,0.18020618,0.4315428,0.9598785,-0.7555088,0.57142603,-0.6125708,0.73533535,0.4340112,-0.100975685,2.0969222
Zfp646,0.08765762,-0.95031935,-0.47195226,-0.054588404,-0.46655008,-0.0018980439,0.112961695,-0.1631119,-0.65953815,2.7292142,0.19245139,-0.41689527,0.04968566,0.11601354,-0.0972683,0.056822076,0.42206427,-0.25367615,0.03943864,-0.4527865,-0.79196745,0.064563535,-0.06725465,0.14598405,0.40466735,-0.71808386
Pycard,0.61691505,1.4928545,1.0488547,-0.8753953,-1.8419679,1.9672897,0.16456148,1.9186398,1.6348032,1.1533587,-2.760002,-0.5505585,-3.4208233,3.7872577,1.6917083,5.042205,3.3821912,-3.6307137,-4.376585,-2.91559,-2.2623909,-2.2368426,1.1180229,0.71405333,-4.1887193,-1.3678493
Itgam,-0.17220873,0.33852828,-0.36381802,0.5270897,-0.3371786,0.4103554,-0.38648888,2.307524,-0.4495212,-0.3348648,-0.91439784,-0.27920583,-1.2719406,1.574836,0.33054847,1.5721477,0.39950606,-1.3419907,-1.0620168,-1.0950897,-2.3771756,-1.8419828,-1.117126,-0.53325856,-1.3894848,-0.5390449
Itgax,4.992678,2.0686443,-0.62663615,1.1205978,0.012939085,1.1622436,-0.5190106,1.3638066,1.4397569,1.5883127,-1.6826162,-0.6091919,-2.4951794,0.40655687,-0.83180535,1.1345624,-0.068824194,-1.0756702,-1.7846444,-1.9933636,-2.1087089,-2.4892967,1.1609215,0.66269594,-2.5057054,0.5739844
Itgad,0.62118673,0.7566649,-0.16507639,-0.18924353,-0.011446473,0.22632943,-0.29353505,-0.15792143,-0.05119159,-0.101234294,-0.27271762,-0.020362517,-0.41097832,0.39679462,-0.14908026,0.21931504,0.21803202,-0.105547376,-0.1885354,-0.37279665,-0.79786855,-0.537344,4.874466,-0.36129048,-0.28806108,-0.18586352
Cox6a2,-0.20027459,-0.46460277,-0.13410684,-0.19473913,-0.7832777,0.044643812,-0.45435494,-0.25195897,0.008163315,-0.0647919,-0.18103343,0.018699614,-0.26948878,0.30176693,-0.22421001,-0.0463,-0.07896599,0.25581327,-0.41683334,-0.2661258,-0.43261877,-0.14592743,-0.24662182,-0.4248887,0.5604642,-0.13613907
Tgfb1i1,-0.29365942,-0.41160226,-0.13943696,-0.015715541,-0.33368242,-0.18757457,-0.31315356,-0.27597204,0.0029443048,-0.071130484,-0.18153028,0.014318415,0.11607464,-0.00035139115,-0.16416112,0.2772782,-0.08686493,0.17859736,0.8637021,-0.27366284,0.95523494,-0.18562019,-0.23356277,-0.1601538,-0.06789636,-0.13492665
Rgs10,-3.0924234,-1.4628186,-0.565122,0.39705524,0.051796094,-1.3097085,-0.67605144,-3.3637679,-0.8188719,-0.5719619,1.1935343,1.4491297,4.231385,-1.6690896,-1.1254039,-2.2955985,-2.1286263,0.34993422,0.67634416,2.183208,2.0864818,4.7661123,-0.14943527,-2.1541595,4.378779,2.212933
Inpp5f,-0.5167795,-0.9263138,-0.21190384,0.11728335,-0.1184114,-0.26054156,-0.6500121,-0.042539217,-0.15079911,-0.15620565,2.2875845,-0.084047474,0.23056725,0.2562594,-0.35335803,-0.0337329,0.18119898,0.8884149,0.33235922,-0.55544406,1.1047508,0.07894877,0.24530365,-0.23621821,0.15493675,-0.2803302
Wdr11,0.34593183,-0.31357098,-0.274028,-0.061318293,0.17108874,-0.55773944,-0.24629903,0.5496786,-0.27138054,-0.22928803,-0.6300636,-0.1631161,0.032601964,-0.073037066,0.0028530024,-0.40422952,-0.3955145,0.31620693,1.1664996,-0.7727087,0.46991023,0.51990265,-0.78154176,0.24210644,-0.0161783,-0.3830425
Plekha1,-0.6926071,-0.9589906,-0.27051544,0.45964676,0.32677114,-0.6131729,-0.70169574,-1.0252514,-0.2494378,-0.2253573,-0.5731394,-0.1515568,1.4799794,0.0036395954,-0.19861361,-0.57682925,-1.0712606,0.4792999,-0.15917681,0.19238555,-0.10240414,0.09646409,2.1557777,-0.65255904,1.0051558,-0.34765866
Ikzf5,-0.21278395,-0.38320792,-0.40370575,0.06111799,-0.11179447,-0.17656001,-0.26751107,0.5413409,-0.5315938,-0.38172656,-0.87710226,-0.332153,-0.052163433,0.023937536,0.5272479,0.29393485,0.53620666,-0.27636734,-0.050695155,-0.6723961,1.047306,-0.20904161,-0.64884627,-0.009032753,-0.27125666,-0.6140885
Acadsb,0.062941074,-0.2815505,-0.22984874,0.15052809,0.2583321,-0.34664068,-0.3002737,0.1196295,-0.17354298,7.7221923,-0.4590031,-0.101222135,0.1115935,-0.29697353,-0.38342154,-0.39518437,-0.6145087,0.1797988,1.0287051,1.9484725,1.1626484,0.4388306,-0.55369335,-0.5245322,0.3877408,-0.28636402
Bub3,-1.4181695,-0.9397511,1.465703,-1.0124854,1.1706153,5.752387,5.630514,-0.7559904,2.2893574,1.8302174,-0.5157618,-0.83760315,-0.87802756,1.1413912,1.275342,-1.7332703,-1.3004385,-3.9086719,-3.377044,-1.1856539,-1.2310889,-0.9234812,-0.33238876,-0.06030384,-1.1951306,-0.60114306
Chst15,-0.9615998,-0.56787664,-0.18825832,0.15171441,0.85432184,-0.3122838,-0.4771805,-0.73563075,-0.087867245,-0.12861611,-0.31763002,8.785168,1.4547312,-0.2486206,-0.32703176,-0.37748206,-0.4361086,0.40878466,0.34213698,1.1195468,-0.72480947,-0.1785964,-0.37878335,-0.6794918,0.77672076,-0.20792183
Fam53b,0.17154916,0.63853645,1.7445704,0.743425,1.1793725,-0.43378764,-0.3222553,0.7106756,-0.8778139,2.1603494,1.0358998,-0.5628852,0.67473483,-0.857546,-0.9972748,-1.3367867,-0.4439537,-0.007595308,1.224901,1.7777411,0.35327306,1.2121084,-0.99831396,0.5853297,-0.025360843,0.32183546
Zranb1,-0.29456902,-0.6110184,-0.4847166,-0.4097095,1.1827749,0.28905332,0.69650394,0.380736,-0.6917928,-0.47698763,-0.3884332,-0.43664652,0.3262471,-0.37757015,0.14664415,-0.6201145,-0.88578486,0.08409314,0.62238145,0.76515555,0.20180754,-0.015893115,1.0277809,0.08997922,-0.20538451,0.80406153
Ctbp2,-0.43066412,0.49707073,-0.14943485,-0.40110156,-0.36815464,-0.43925336,-0.094707444,-0.36695334,-0.021932814,-0.08281905,-0.228611,-0.0009707556,0.23880945,0.30776203,-0.021135854,0.11504347,-0.14946641,0.7961162,1.4964979,-0.32047883,-0.72616786,-0.23712231,2.30464,0.07032695,-0.0025792844,-0.16215579
Ptpre,1.3868655,1.3342611,3.2132747,0.5884337,0.15980592,0.060552254,-0.34846175,1.1796259,-0.6666734,-0.47147632,1.1819686,-0.4231083,-0.6134669,-0.5159143,-0.9460587,-0.084465355,-0.963155,0.48840094,-0.2896796,-0.01976786,-0.37440583,-0.46161726,-0.4442603,-0.2562064,-0.6683241,-0.71510935
Mki67,-3.3958542,-2.6987386,-0.39016324,-3.5483277,-1.3873336,6.8889947,6.7329464,-1.8554037,-0.6615779,-0.36371428,-0.8857743,-0.38815662,-1.6183307,4.3674207,3.954593,1.8877931,1.1206744,-5.0422106,-4.057804,-1.5357679,-2.8210142,-3.0537846,-1.944875,-1.9064459,-1.8298703,-0.89727867
Mgmt,-0.7928233,-0.5145528,-0.1544157,0.43254262,-0.59231824,-0.5161345,-0.51402444,-0.44898805,-0.028603623,-0.08871839,0.42666236,-0.0059055714,0.44073233,-0.14018013,-0.26805285,-0.17790416,-0.38702506,0.34483352,0.72470903,1.3031614,0.010178926,0.07709992,-0.3008171,-0.62782645,1.3368284,-0.16453052
Mapk1ip1,0.07129887,0.08792357,-0.26698506,0.18920717,0.3033279,-0.34750497,-0.07561142,0.12000913,-0.24463506,-0.22117688,-0.56869346,-0.14802411,0.32621634,-0.31879467,-0.43316147,-0.11530795,0.15787514,0.0050815926,0.6612393,-0.7197577,0.25955266,0.1430503,0.7885259,0.11051827,0.047294606,-0.34582976
Inpp5a,-0.4253143,-0.54628503,-0.16384168,0.25156483,0.019669686,-0.19997458,-0.15209898,-0.46292377,-0.046241257,-0.099815786,2.2176323,-0.017594134,0.10919651,-0.04116698,-0.22656913,-0.10468186,-0.15616761,0.18026216,1.0453516,-0.3629472,-0.33583984,-0.22927888,-0.32949886,-0.14775081,0.66272646,-0.17882824
Adam8,1.0733582,3.6577475,-0.27723145,-0.73569167,1.0013089,0.3472394,-0.21927057,-0.73480797,-0.28564894,-0.23294932,-0.6644109,-0.1709664,-0.93594265,0.2743987,0.47129288,0.9187381,1.5364509,-0.9622171,0.84412843,-0.80134887,-0.86871606,-0.7449571,0.33716643,2.3286526,-0.961346,-0.40408146
Cd163l1,-0.10186771,-0.4964236,-0.15436451,0.4221094,-0.08602609,-0.08915238,-0.22504765,-0.1789119,-0.027304415,-0.08867416,-0.2307366,-0.0052780765,-0.031336915,0.010741898,-0.21559143,0.17560554,-0.18196274,-0.026587259,0.6940356,1.3056575,0.5110323,-0.1849012,-0.29325077,-0.2733786,0.04398397,-0.1620996
5830411N06Rik,-0.21700308,-0.463639,-0.15742262,0.10187109,-0.21170361,-0.26794368,-0.40745732,-0.34998116,-0.030139526,-0.09231297,-0.23053457,-0.00771711,0.54391795,-0.1382312,-0.012539796,-0.10209049,-0.2816069,0.32599387,0.37889138,-0.33260873,-0.5821988,-0.48088285,-0.2847777,-0.29723877,0.3764931,-0.1610926
Syce1,-0.25084093,-0.39852947,-0.11766375,-0.4862441,-0.7830094,-0.11045839,0.038935933,-0.13103464,0.039649483,-0.04544266,-0.13243984,0.039426308,-0.013999904,0.09668629,0.1617877,0.38800505,0.3353942,0.09834818,0.5860587,-0.20955014,-0.18695825,-0.33180884,-0.19216488,0.1124388,0.031601682,-0.10979287
Zfp941,-0.16978341,-0.32111415,-0.09497376,-0.4845144,0.4361841,-0.23473658,-0.2510896,0.08674553,0.082175374,-0.018730177,-0.06820569,0.06759507,-0.09305314,0.0038875816,0.25774577,-0.021375252,0.6877423,-0.20564091,0.6706492,-0.13347818,-0.41661322,-0.004314481,-0.122697756,-0.19254254,-0.060095165,-0.07524077
Bet1l,0.06435391,2.8988445,-0.45670095,0.2885522,0.6205105,0.038107727,-0.43283546,-0.007480101,0.99800783,-0.4440917,0.21979308,-0.39882675,-0.027421474,-0.7115992,-0.60922414,1.1554091,0.61967456,-0.49799076,-0.25398654,-0.5104176,0.3311781,-0.2649304,-0.47645247,0.071765624,0.10148251,-0.69846976
Ifitm2,-0.4020076,-0.7143588,-0.1386097,-0.30105996,-0.29185218,-0.3560326,-0.41149017,-0.29242373,-0.015984597,-0.069883846,1.6009433,0.0057472573,-0.2883752,0.6540367,0.28428894,0.12298416,0.2998584,1.2723689,1.5547316,-0.3152459,-0.3915429,-0.6707405,-0.3571386,0.24488139,-0.29388934,-0.17371361
Ifitm1,-0.34441286,3.8891165,-0.15241276,-0.4081939,1.1598599,0.21943519,0.27438596,-0.26163873,-0.04150666,-0.08613856,-0.11894408,-0.011225707,-0.35742098,0.45079875,0.5605352,1.4665326,0.79346305,-1.2534152,-1.1211064,-0.36076957,0.11479243,-0.8437974,-0.39725587,0.11050288,-0.33656502,-0.19405262
Ifitm3,0.13087074,3.378955,-0.2213083,0.23587342,0.75071496,-0.2822195,-0.28582165,-0.926669,-0.17736626,-0.16715829,0.9224612,-0.099913284,-0.58586246,0.30085388,0.42041817,0.90381867,0.7142261,0.63365453,2.0952084,-0.60633993,-0.43166685,-0.5517015,-0.6496553,0.5840132,-0.60702103,-0.31213534
Ifitm6,-0.33101898,-0.34050342,-0.11732849,0.64570636,0.62495005,-0.21589133,-0.34615234,-0.22467344,0.044089984,-0.04509872,-0.11983046,0.041629188,-0.18387246,0.00405831,-0.025533425,-0.09487106,-0.1051755,0.8533133,0.9012558,-0.20016932,-0.4190503,-0.22563711,-0.16766392,-0.37977287,-0.1441093,-0.10182782
Pkp3,0.34632754,2.0991976,-0.75091237,-0.5774186,0.10425324,0.42414284,0.94221044,-1.357198,-0.3012101,-0.78976244,0.1651052,-0.78866416,-0.95057005,-0.007347996,0.84662205,1.4189448,2.8196797,-2.0602992,-1.6671617,-0.6026795,0.26552558,1.1566573,0.39550763,1.9462758,-1.4853387,-1.2490689
Sigirr,0.62331104,1.6677065,-0.4800519,-0.29875106,1.0726513,-0.39226624,0.17631158,0.05962097,-0.67618126,-0.47158742,0.4518166,-0.42763618,0.14351638,-1.1762778,-0.4696632,-0.3562713,-0.23415913,-0.004726672,-0.47908896,0.4862151,1.0089986,0.9704526,0.12827496,1.3649571,-0.56568813,0.6688825
Lmntd2,-0.28174675,0.8086843,-0.1288748,-0.6067505,0.121704794,-0.09842147,0.5403756,-0.20975378,0.01940376,-0.058651425,-0.16183414,0.025867302,-0.20656237,0.0048428434,-0.042410072,0.17972603,0.14339326,-0.015512823,-0.30874598,-0.24547753,0.48277274,-0.36722657,-0.22177023,0.16848472,-0.0014200973,-0.12536669
Irf7,1.1128627,2.445063,-0.7181496,1.1672721,1.2526891,-0.08280843,0.51304114,-0.3682983,-1.1222479,2.244892,1.6968073,1.2237021,-1.1666408,-1.788054,-1.5055032,-1.2157639,-0.27163967,-0.26375052,0.23377967,-0.71363765,1.1292672,2.4453666,0.32561818,1.5471772,1.356155,-1.0955001
Dusp8,0.18364833,-0.46802136,-0.14516176,0.48964778,0.3917791,0.071587086,-0.2852382,-0.16275063,-0.010257285,-0.07783726,-0.2052983,0.006052686,-0.31341812,0.20444255,-0.27252224,-0.16059913,0.47691476,-0.037555963,-0.19918564,-0.2982105,0.4501781,-0.2989066,-0.2663124,-0.4500881,0.13905069,-0.14847842
Ifitm10,0.51303416,-0.60815823,-0.5163574,1.5878396,0.4735974,0.38326022,-0.054699626,4.980082,-0.7171361,2.4223783,-1.2903255,-0.46001193,-1.4071624,-0.84638613,-1.0071267,-0.6901878,-1.4707589,0.31161547,-0.06217505,2.2624965,-1.3791474,-1.5785227,0.27716014,-0.24927956,-1.1229811,3.627799
Ctsd,2.0661302,2.6409032,0.709094,0.6291972,-0.067240335,1.6796666,0.8009855,4.099635,-0.89365983,-0.36761275,-2.8524973,-0.58472437,-4.2996125,1.7427877,0.94125223,3.4639611,2.841273,-3.566717,-3.896489,-0.809152,-3.1996984,-2.3677845,1.7361988,2.8969133,-4.3870935,-1.3872365
