gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
Kcnmb4,-0.29448006,-0.23392522,-0.51801705,-0.5032303,-0.14185381,0.36122575,0.8102531
Rab3ip,-0.093021534,2.2012148,-1.5715119,-0.7336289,-0.71950865,-0.62593263,1.0969042
Frs2,0.21295935,-0.15240844,0.1254917,-0.23174357,-0.40974832,-0.114750706,0.49708965
Lyz2,-0.12796776,0.3457313,-0.3887479,-0.34077057,-0.35137343,-0.22621083,-0.06488446
Rap1b,0.5268114,0.0986597,4.4928937,3.6258247,-0.48916668,-1.3440217,-3.4007576
Ifng,0.47335047,-2.0583777,2.3663292,2.1182597,2.8984332,0.43590164,-4.074756
Dyrk2,0.10731093,0.92139435,-0.63028514,-0.17541298,-0.89546776,-1.2077034,1.3484778
Irak3,-1.5994523,-0.9419479,-0.0049130465,0.058639683,2.4296973,-0.22800396,-0.58548534
Lemd3,0.42730805,-0.12819831,-0.02524211,0.08688268,0.097409576,0.13845818,0.06559217
Tbc1d30,0.5181082,0.011630028,-0.3999786,-0.057296224,0.11834534,-0.2319416,0.006585388
Gns,0.09172492,-0.01339837,1.1224275,0.25821152,-0.51274353,-0.46239647,-0.30396774
Rxylt1,0.16420937,-0.31503108,0.25486162,0.20222907,-0.5455491,-0.038857166,0.44175848
Ppm1h,-2.093772,0.23947357,-0.48272747,-0.17593685,0.7417364,1.7325485,0.65032727
Mon2,-0.20234118,-0.17945753,0.4481868,0.936247,-0.3439228,-0.6013442,0.01560472
Ctdsp2,0.5727223,-0.21869636,-0.09686333,-0.62676007,0.31595153,0.47293976,0.031546135
Mettl1,-0.020373948,0.31236,-1.55617,-1.116588,-0.56436884,-0.671635,2.2092893
March9,-0.2111243,-0.56383544,0.1311914,-0.05590835,0.112449765,0.5436123,-0.033282377
Dtx3,-0.52878463,-0.7739932,0.77160007,0.54769355,0.1189053,1.0176247,-0.6450813
Mbd6,0.5004803,-0.1709591,0.2626884,-0.4343353,0.25966305,-0.41297552,0.058565143
Ddit3,-0.21014313,3.0658238,-0.69088864,-0.97651726,-0.40762073,-1.0068966,0.0036718675
Arhgap9,-1.8173424,-0.1576908,0.38824862,0.7416165,-0.6027821,2.2111585,-0.14011426
R3hdm2,-0.64333844,-0.3120015,0.16941202,0.3985528,0.45636767,0.14653425,-0.022310961
Stac3,0.030085659,-0.24165598,-0.23798087,-0.12553622,-0.31258228,-0.16018963,-0.08899478
Lrp1,0.021940712,-0.12453791,-0.24731654,-0.058386218,-0.18698995,-0.41780916,-0.15380771
Stat6,-0.080158226,-0.043454044,0.25040168,0.87546575,0.24105208,-0.41417012,0.063093625
Zbtb39,0.05005221,0.325906,-0.1962157,-0.33006233,-0.001249073,-0.08727948,0.09208861
Baz2a,-0.5608918,-0.587929,1.1668754,1.0389351,-0.63408256,0.5753332,-0.34938437
Stat2,-1.1226636,-0.24175256,-0.4340735,-0.14910029,-0.042213075,1.8027899,-0.035035517
Pa2g4,2.7977052,0.907272,-1.5096667,-1.2587929,-0.21193841,-0.20650418,0.08342848
Ikzf4,-0.24732077,0.03100264,-0.49115542,-0.37519026,0.11226207,-0.20576645,0.06917729
Rab5b,-0.65697324,-0.85520226,0.40995765,0.1659439,0.21388662,0.8265807,0.08604145
Dgka,-1.0941857,1.0529299,-1.7254857,-1.1206734,1.0219637,-1.7753283,1.8911844
Tmem198b,0.66582614,-0.16588826,-0.34424487,-0.22902764,0.12812406,-0.036632046,-0.065114185
Gdf11,-0.15870592,-0.11020737,0.8979413,0.674173,-0.0011120668,0.48436883,-0.5184165
Cd63,-0.20987745,-0.13140132,-0.1947624,-0.23841378,-0.006616126,-0.19336095,-0.07315242
Rdh5,0.06079184,-0.15580627,-0.5337081,-0.29821262,0.21083498,-0.22150509,0.19723453
Bloc1s1,0.16893344,-0.38629875,0.5543741,0.2137224,0.124867566,0.5498768,-0.19761355
Tespa1,-1.3807876,-1.7073216,-0.0807649,0.67025036,-0.41575572,-1.4851235,2.7896783
Vmn2r84,0.10599403,-0.46279177,-0.17126995,-0.6436049,-0.4343277,-0.32844368,0.6806193
Insr,-0.033311952,-0.011830207,-0.72343576,-0.16176412,-0.68612194,-1.0016452,1.4977173
Arhgef18,-0.6038117,-0.41076058,2.2262435,1.7529788,-1.2630417,0.11298859,-0.30758545
Pex11g,-0.41173673,0.17062734,0.26779455,0.3492087,0.5576828,-0.12524277,-0.06469369
Zfp358,-0.36313212,0.6613775,-0.37183923,-0.48240337,-0.3336132,-0.209461,0.56802577
Mcoln1,0.021995015,0.052758142,-0.30453736,-0.06331607,0.3590616,0.017999833,0.10453074
Pnpla6,0.3832639,-0.5521207,0.54190814,-0.06682007,-0.31010288,0.64879113,0.01705236
Mcemp1,-0.13722064,0.3530405,-0.33956173,-0.38469517,-0.2524729,-0.17350258,-0.17667986
Fcer2a,0.2621684,-0.2883501,-0.46310896,-0.5409436,-0.18640617,-0.39396924,-0.17842668
Evi5l,0.1788981,-0.30980563,-0.3373242,-0.48537785,0.19027244,-0.014281236,0.13389157
Map2k7,-0.3592484,-0.19661954,-0.038579226,0.4996352,0.31023452,-0.16961369,0.05809564
Tgfbr3l,0.2924442,0.16917743,-0.3643446,-0.1987999,-0.10010287,-0.37347633,-0.123260275
Ctxn1,0.6938174,0.40647683,0.04267687,0.042962268,0.048277546,-0.5204146,-0.1875421
Cers4,-0.72799027,0.2624701,0.5103429,1.8528012,-0.20596772,0.027156603,-0.81516993
Efnb2,0.2224789,0.2716723,-0.2600692,-0.37688762,-0.00042107812,-0.43617964,-0.10980332
Lig4,0.65637195,-0.50370735,-0.33425227,0.010034007,0.05296531,0.012627316,0.36524516
Irs2,-0.21504553,3.3741932,-1.549107,-1.7092788,-0.99435145,-1.1743692,0.28511253
Rab20,0.064558506,-0.30265233,-0.05427216,0.59024996,-0.40730724,-0.7719931,0.5025627
Ing1,0.056723002,0.09119637,-0.28185654,0.4621333,-0.5852785,-0.16812189,0.08850379
Ankrd10,0.39940116,-1.0670439,0.7402404,1.0683794,-0.6566524,-0.28322494,0.17236054
Atp11a,-0.32043475,0.79874855,0.03078686,0.21761239,-0.31993848,0.33072227,-0.005131775
F10,-0.030922491,0.1625236,-0.2635226,-0.2766326,-0.26450664,-0.23045748,-0.107189514
Tmco3,0.22193153,-0.1142039,-0.35412624,-0.0793305,0.44454688,-0.2394327,0.22294225
1700029H14Rik,0.396396,0.017355138,-0.24730802,-0.34477195,-0.0182597,-0.47800887,-0.15284471
Rasa3,0.74366933,0.06707554,1.2249632,0.61317503,1.2965012,-0.94638497,-1.5477228
Fbxo25,0.2716084,-0.70769274,-0.15095821,-0.14856003,0.25879878,0.44527525,0.22903964
Tdrp,-0.25005588,1.7370493,-2.3578875,-2.4903412,-1.4639665,-1.8315742,4.5801573
Erich1,-0.41289178,-0.09021718,0.7681712,0.48773652,-0.16947503,-0.5158971,0.17396677
Kbtbd11,-0.27171466,2.4820256,-2.1647573,-1.6382475,-1.5711825,-0.6499484,2.6284592
Alg11,0.10321704,-0.1751423,-0.3016172,-0.5336082,0.14694728,0.31305376,0.50764203
Nek3,-0.11396332,0.23659141,0.3910048,0.0748663,0.18999459,-0.48726547,0.010342323
Slc20a2,0.22370213,-0.4238425,0.035429455,-0.13550222,-0.03119942,0.18446864,0.3336597
Ikbkb,-0.433579,-0.093058296,-0.08819997,-0.4942656,-0.74708444,-0.4239098,1.5818679
Ap3m2,-0.054280095,-0.2934777,0.23027891,0.23413722,-0.42786935,0.3420428,0.6492178
Kat6a,-0.43059787,0.18411466,0.7922086,0.32861698,-0.09776059,-0.28183624,-0.002721684
Tacc1,0.028134465,-0.10156169,0.5355225,0.32384166,1.7192774,0.08358917,-1.4612105
Fgfr1,0.41293707,-0.16618858,-0.39643615,-0.38201344,-0.2516242,-0.44283697,0.10792649
Letm2,0.07558989,0.91553473,-1.0457405,0.27458477,-0.632932,-0.9993191,0.72238404
Nsd3,-0.9532804,0.5083926,0.66644937,0.89967114,-1.13475,-1.0928193,0.6906322
Ddhd2,-0.314251,-0.8817631,0.06802667,-0.0038845583,-0.18496276,0.5139372,0.5891748
Star,0.055240266,0.5812356,0.19109859,0.20361976,-0.5135381,-0.18617874,0.049326118
Hgsnat,-1.0512482,-0.9805929,0.62397003,0.67906564,0.40770498,1.2825385,-0.6400744
Hook3,-0.5141886,-1.0574926,0.48740566,0.002767707,0.13147078,0.835357,0.084336355
Rnf170,-0.048885636,-0.7134548,0.07929418,0.13856888,0.057981316,0.7987803,0.014634123
Erlin2,0.919793,-0.37522796,0.08181249,-0.6697727,-0.013755897,0.36286864,0.35217196
Rab11fip1,-0.17079069,-0.90895444,0.25327092,0.009365209,0.39568254,0.28655294,-0.245449
Rnf122,0.12339811,-0.1291273,-0.8240302,-1.2668421,-0.43540445,-0.48977572,2.1890728
Rbpms,0.41890776,0.32463574,-0.6661782,-0.8378055,-0.38056776,-0.7988146,0.16399497
Saraf,-0.6464683,3.8705463,-0.92147344,0.41516134,-0.791066,-3.1870382,0.86178
Tnks,-0.2161196,0.2437078,-0.035530183,0.2539246,-0.1131213,-0.42399317,0.2840254
Prag1,-1.7595633,-1.1415143,0.14256376,-0.6022477,1.0709083,2.0589955,0.11638428
Micu3,0.15171367,-0.53140724,0.3182651,0.33280197,-0.4316343,0.6690746,0.33289418
Vps37a,-0.8278967,0.8881786,0.7202105,0.21979098,0.20487244,0.005437178,-0.25890592
Mtmr7,-0.7121917,-0.1321327,-0.5773903,0.4627636,0.16840382,-0.2526541,-0.18147232
Pcm1,-0.08519427,-0.012513121,0.304027,-0.39492595,-0.33436316,0.49742758,0.56565636
Cyp4v3,-0.11631054,-0.5808521,-0.11100738,-0.5662206,0.16797855,0.11899154,0.4847164
Tlr3,0.17110108,-0.07922512,-0.40246844,-0.45969588,-0.12227234,-0.43037876,-0.039726965
1700029J07Rik,0.7048517,-0.06824765,-0.4903544,-0.2494979,0.0029983085,-0.041405294,0.05169193
Cfap97,0.22956234,-0.17743987,-0.41276637,-0.7667057,0.385762,0.83168495,0.6091535
Casp3,-1.2023132,-3.260157,-0.74522394,-0.8692417,4.1668634,4.4710655,-2.2483556
Irf2,-2.059627,-0.91015863,1.0265964,1.1316806,0.6215387,1.7481042,-0.822602
Cdkn2aip,0.1961466,0.19420663,-0.1512127,0.3994248,-0.07835161,-0.6040249,-0.1503933
Wwc2,0.77916807,-0.254091,-0.41841373,-0.42030147,-0.13815954,-0.3803957,0.106008194
Hpgd,0.4104438,0.1373392,-0.15909453,-0.2889899,-0.17848969,-0.21337378,-0.1150936
Hmgb2,3.8609319,1.099019,-0.4692014,-0.85392946,3.6164734,0.05964721,-4.331783
Clcn3,0.06513735,-0.40208128,0.010030367,0.3812245,0.7102511,-0.11723569,0.053756405
Ddx60,-0.8257977,0.4143738,-0.8960473,-0.18413767,-0.5155848,0.768451,1.1900958
Klhl2,0.9483059,-0.44975084,0.41000137,0.4397931,-0.34536296,-0.15243867,-0.022576828
March1,0.19420825,-0.113085516,-0.59532064,-0.61611295,-0.40824705,-0.33868295,-0.31033662
Psd3,-0.33997777,-0.21178268,-0.2943969,-0.17386398,0.19591287,-0.38291895,-0.08773628
Lpl,-0.4051994,0.26610637,-0.29198238,-0.17960155,-0.18400288,-0.19625959,-0.15095834
Lzts1,0.75932616,-0.40727213,0.10190512,-0.22209239,-0.37358028,-0.1491961,0.03058043
D130040H23Rik,-0.3167968,-0.2840515,-0.34938127,-0.37265325,-0.28174835,-0.012154307,0.7862414
Zfp868,-0.5508644,-0.09382287,0.19604819,0.8722848,0.48598066,-0.33780462,-0.65539944
Zfp869,-0.058095533,0.5290136,-0.48967895,-0.18062638,0.04847118,-0.8044914,0.4902284
Zfp963,0.5104743,-0.22100157,-0.26226935,-0.41642496,-0.23976122,0.2606832,0.047145635
Zfp866,0.015343705,-0.4164689,0.24817593,0.09696314,-0.25751582,0.22429076,0.54271424
Gmip,-0.08978957,-0.40713003,0.8258408,0.36509714,-0.12871341,0.46904066,-0.098782726
Mau2,-0.5858137,-0.6433384,0.39208952,0.5002357,-0.003585099,-0.06747376,0.25926235
Borcs8,-1.1781172,-0.35659352,0.376333,0.30888104,1.5858175,0.82639897,-1.2763313
Sugp2,-0.5856684,-0.38008618,-0.5118629,0.15148336,-0.10189175,0.5232684,0.24145845
Homer3,-0.19416793,0.033338267,-0.29765654,-0.096678786,0.051419426,-0.11491171,-0.09695694
Klhl26,-0.0044875997,0.42861196,-0.10661471,0.10751434,-0.2676042,-0.36499128,0.11591239
Ell,0.53237104,0.09424613,0.0374503,0.5274826,-0.17605917,0.14321646,0.025742553
Lrrc25,0.45494184,0.062617816,-0.31604996,-0.4349499,-0.30934432,-0.24709177,-0.18986484
Jund,-1.3760326,1.5346962,-0.3411506,1.8342752,1.8851715,-3.2187982,-1.4598941
Rab3a,0.14158589,-0.3041355,-0.23348203,-0.38409868,-0.3904198,1.044702,0.11818439
Mast3,0.22747709,-0.44507554,0.65029156,0.43217295,0.0044654175,-0.20039527,-0.064686984
Arrdc2,0.0020633542,0.12485873,0.17021014,0.44428402,-0.29654777,-0.27721828,0.15018098
Rpl18a,-2.476013,0.5243035,0.25188243,0.76531667,-4.1555047,0.8289945,3.093868
Use1,-1.2679338,-0.4615982,0.9808575,0.7669711,-0.6009916,0.56311995,0.26891482
Ano8,0.3690648,-0.38022208,0.14960073,0.7580221,0.09561181,-0.43102235,-0.10474898
Bst2,-0.8561925,1.9435883,-2.0380814,-1.3630738,1.6168032,0.9462937,-0.18544507
Slc27a1,0.3890185,0.08661585,-0.30998895,-0.40813884,0.41172445,0.025815459,0.0028001938
Zfp882,-0.036889,-0.67019856,-0.26038852,-0.73579484,-0.24306309,-0.30098522,0.704091
Zfp617,0.44150332,-0.6188326,-0.38664743,-0.41573375,0.6662733,0.19860414,0.60586065
Cyp4f18,-0.1540301,0.021354692,-0.5482342,-0.70389915,-0.42920247,-0.3043675,-0.299919
Cib3,-0.0051682577,-0.6235045,0.03036505,-0.29513264,0.0659815,-0.16640215,-0.17044915
Klf2,1.942759,2.602328,1.5538926,2.538901,-4.3046417,-1.8783975,-0.014175481
Large1,0.10005884,-0.106208116,-0.3518213,-0.5480193,-0.13916664,-0.30654535,0.07111307
Tom1,-0.04511045,0.17078488,0.22237782,0.17514564,0.10190401,0.019244757,-0.17185281
Hmox1,1.4005567,0.68727994,-0.48543477,-0.17958337,0.10622105,0.04242765,-0.59231937
Mcm5,3.0539217,1.1625327,-2.108043,-2.3243365,2.21678,-0.17306377,-1.1178408
Zfp827,-0.06129428,-0.60105425,-0.4943096,0.31643006,0.17711048,0.588863,0.37718204
Smad1,0.5806035,-0.03825356,-0.9190658,-1.5110097,-0.42282042,-0.49204263,1.894281
Inpp4b,-2.4191916,-0.996195,-2.588257,-1.1867377,1.5692252,1.7743595,2.3102727
Il15,0.38433564,-0.3829498,0.07255439,0.012572256,-0.38445082,-0.27153087,-0.098213874
Elmod2,0.55081904,0.19834046,-0.29577175,-0.3924852,-0.12884168,0.6873804,0.0016215818
Pkn1,-0.5491174,-0.1808015,0.11947434,0.3095738,-0.61496097,0.33217645,0.12616365
Ptger1,-0.11259239,0.035070732,-0.1789316,0.034675863,-0.2214503,-0.23834316,-0.11037828
Ddx39,2.1904266,1.4047147,-1.1828766,-1.489945,0.7330435,0.04379408,-0.7044739
Adgre5,0.013886961,0.38496977,2.0928197,3.17308,-2.2371316,0.6546211,-1.7074239
Adgrl1,0.2727028,0.14053538,-0.08472054,-0.17513326,-0.44776952,0.16530204,0.71779215
Asf1b,2.3734024,1.2735676,-2.0107014,-2.1912944,2.3475726,0.35363317,-1.2032802
Il27ra,-0.40890336,-0.70924926,-0.2718944,-0.019429065,-0.56999946,-0.2848426,2.204735
Rfx1,-0.36529133,0.12859242,0.11657153,0.23563427,0.45663637,-0.25712323,-0.12194192
4930432K21Rik,0.21959439,0.043005988,-0.57804674,-0.08278667,-0.15149064,-0.49345937,0.24456513
Nanos3,0.45274818,0.05010073,-0.1037858,0.27904353,-0.38681427,0.45864928,-0.2854651
Zswim4,-0.18641277,0.12304793,-0.25320822,0.12883589,0.41329023,-0.31089967,0.1305125
Mri1,0.28564197,-0.45162994,0.15094645,-0.011859407,-0.056757268,0.30387527,0.33861086
Ccdc130,-0.47641098,0.37278262,0.22198595,0.17696403,0.4461179,-0.43146488,0.16766183
Ier2,0.061909474,-0.6890272,4.1874633,3.6253638,-1.6120831,-1.7516936,-1.9018198
Trmt1,-0.43734992,1.2951229,-1.2087009,-0.8882467,-0.1156469,-0.44970748,0.980079
Nfix,0.59870416,-0.3060066,-0.8974558,-0.9448814,-0.6557649,-0.6103752,1.9198371
Lyl1,0.21315618,-0.09912163,-0.40551072,-0.40375218,-0.35066494,0.04183065,-0.20888081
G430095P16Rik,1.339144,-0.6683947,-0.2758346,0.10977562,-1.2833527,-0.011680933,1.2939888
Dand5,0.2043835,-0.13967237,-0.34911972,-0.09035928,0.23386289,0.53630453,0.51685613
Calr,3.5905666,1.3054503,-2.6299164,-2.5851912,2.4353604,-1.1671709,-0.8724275
Dnase2a,0.2878851,-0.26149896,-0.4502529,-1.0777565,0.048035063,1.7686641,0.18452197
Junb,-4.310813,-0.9174211,3.3734198,4.004069,1.5867666,-5.3265266,-1.0578536
Hook2,0.0063714487,-0.0070552565,0.03732436,0.20736024,-0.12182367,0.22139609,-0.023569925
Man2b1,-0.8572032,-0.2922284,0.6011335,0.9065588,-0.040395983,0.18689664,-0.2689666
Orc6,3.590538,0.04135808,-1.2455673,-1.8538221,1.1523536,-0.45630202,-0.7919643
Itfg1,-0.41283605,0.2619094,0.21188296,-0.2692963,0.10237186,-0.03775519,0.041831948
Phkb,0.061941195,0.19112499,0.29045597,-0.061735556,-0.00056769524,0.025150375,0.29685485
Siah1a,-0.20440032,-0.42584485,0.4341401,-0.18989451,-0.2575935,-0.62756824,1.0720656
N4bp1,-0.66181356,-1.148308,2.044427,0.9223275,0.9126767,1.2603449,-1.8399086
Adcy7,-1.0659069,-0.87432873,0.5877949,0.4382412,-0.6777584,1.960915,1.057283
Snx20,-0.36788058,0.8433246,0.5506225,-0.072000965,0.6644445,-0.5014405,-0.7048508
Nod2,0.42068642,-0.1748135,-0.32223797,-0.2177822,-0.25869718,-0.36219934,-0.061878916
Cyld,-0.73901266,-0.49093804,0.41215494,0.33250034,-0.32169822,-0.042565256,0.694592
Chd9,-0.111447774,-2.3287544,0.7207379,0.10857171,0.2739787,0.61309105,0.79127324
Rbl2,-0.8442598,-1.4662547,2.0494316,1.5576183,-0.038812652,0.9594062,-0.84417003
Fto,0.24542046,-0.050472688,-0.21883586,-0.17351033,-0.96169347,-0.19338524,1.2373722
Bbs2,-0.11364937,0.06955333,-0.3639174,0.051520158,-0.20945235,-0.032298133,0.11707906
Mt3,5.1422925,-1.3636119,0.31718975,0.42756826,-1.6022787,-0.2733482,-0.489796
Mt2,4.3341117,-0.36072716,-0.014107437,-0.40128726,-2.699243,2.3101373,-0.47009784
Mt1,4.5577755,-1.0236437,-0.8990454,-0.51327133,-1.345562,3.1299446,-1.0111701
Slc12a3,0.13115177,0.014404344,-0.3609575,-0.25830057,-0.17274117,-0.26782098,-0.092789
Nlrc5,-1.2768651,-0.7236945,1.3809795,1.3001026,-0.6729704,1.5112157,-0.31307605
Rspry1,-0.27699998,0.15772226,-0.16944182,0.72204524,0.053022794,-0.08043645,0.36368936
Dok4,0.41876212,0.1099181,-0.2436248,-0.34128413,0.056867342,-0.12078847,-0.1137195
Adgrg5,-0.44241554,4.3860283,-1.4880128,-0.27029476,-1.9599313,-1.2433184,1.2576036
Adgrg1,-0.07911138,-1.4616504,-0.047572687,0.37415048,0.28912857,2.3940933,-0.44396514
Adgrg3,0.18115902,-0.39135107,-0.48581743,-0.15707806,-0.3338992,-0.42043746,0.3251321
Kifc3,0.14834428,0.14970954,-0.41570216,-0.34481272,-0.14177892,-0.36805353,0.0706289
Zfp319,0.36151412,0.2687945,0.021987904,-0.07542982,-0.35672274,0.39241767,0.19329233
Mmp15,0.10597334,-0.16256478,-0.36217698,-0.408327,-0.28610772,-0.3842628,0.23400779
Slc38a7,0.05098651,-0.13212247,-0.215409,-0.062842436,0.16160509,-0.36482236,-0.0069769984
Tk2,-0.061640512,0.27518207,-0.15625073,0.31376746,-0.58623517,-0.5547883,0.5657305
Car7,0.7003921,-0.48633897,-0.7445929,0.21519494,0.18371065,-0.5850089,0.3760655
Pdp2,0.3343182,0.30385867,-0.12979679,-0.48219547,-0.101829134,-0.58165526,0.58188945
Rrad,-0.61879164,0.6087126,0.33725822,0.012148564,0.29411668,-1.5006641,0.11456804
D230025D16Rik,-0.41740793,0.33390844,0.063331604,0.32019442,0.20697784,-0.114731684,-0.20567079
B3gnt9,1.0686922,0.511217,0.05687941,0.23709105,-0.19054593,-0.19686219,-0.31690365
Lrrc29,0.1251177,-0.3506781,0.03519343,-0.31922123,-0.20901318,0.020490287,-0.0036136461
Tppp3,2.121447,-0.45794788,-0.035235405,0.63608855,0.5180621,-0.99646497,-0.443191
Zdhhc1,0.25211442,0.0021019108,-0.38093564,-0.34353226,-0.3582291,0.08860179,0.0036357208
Agrp,-0.2101329,-0.13177302,-0.037097745,-0.10996339,-0.15400869,0.29555652,0.11579956
Ripor1,-0.11039142,-0.60542184,0.5048092,0.17998974,-0.57535326,-0.08528907,0.47787726
Gfod2,0.5699418,0.27018708,-0.13708226,-0.2944491,-0.40132806,-0.57265323,0.4183861
Ranbp10,-0.34745708,1.4139392,-0.28591436,-0.3456608,-0.004242427,-0.29490268,0.2488488
Pskh1,-0.60134184,-0.45036215,0.32662287,0.31570062,-0.11200705,-0.11498739,0.39500508
Lcat,0.6207475,-0.054488037,-0.3447531,-0.17245524,-0.2173045,-0.43339452,-0.0775624
Dpep2,0.6169217,0.19132288,-0.14361523,-0.28538314,-0.33625576,-0.21313906,-0.0897349
Dus2,-1.5542301,0.28378212,-0.694466,-0.013323783,1.8159713,0.41763675,-0.81185627
Nfatc3,-0.33330637,-1.1955591,1.6364099,0.91818315,0.5329075,-0.80064666,-0.53922284
Slc7a6os,0.4959352,-0.014992823,-0.19404374,-0.35705754,0.78036356,-0.8925704,-0.26662382
Zfp90,-0.035192527,-0.5184551,-0.23304385,-0.33109987,-0.14037733,0.64645135,0.44497567
Tango6,0.095264114,0.01028938,0.05312382,-0.06848211,0.16571678,-0.22203976,0.4272065
Sntb2,0.14762709,0.43168196,0.9221578,1.3049227,-0.4956459,0.8289682,-1.0703462
Terf2,0.43478167,0.6105888,-0.095651716,-0.4382456,-0.15054083,-0.2388492,0.24145922
Nfat5,-1.0456383,-1.6659741,0.2445823,0.21136138,2.5315962,0.7149283,-0.8655522
Zfhx3,-0.03553632,-0.13120991,-0.4286906,-0.5448009,-0.22846338,-0.45181248,0.15368024
Hp,-0.12108437,0.25028837,-0.38848352,-0.39131963,-0.31216988,-0.20499592,-0.17190656
Zfp612,0.011850594,-0.1325535,-0.3772853,-0.4288683,0.079170205,-0.042424645,-0.13077694
Fcsk,-0.032104928,-0.118965335,0.013238593,-0.3084976,0.054213766,-0.027287453,-0.08215042
Pdpr,0.42423192,-0.37108484,0.3024794,0.3192917,-0.39554378,0.34080872,0.11113021
Glg1,-0.4789171,0.18648177,-0.059815068,0.96116257,0.016092038,-0.28052694,0.031110877
Wdr59,-0.22158663,-0.10870701,-0.09775395,-0.45398948,0.16141313,-0.16223852,0.22363402
Znrf1,0.13009906,0.025448076,-0.37713802,0.19108582,-1.6344924,-0.79852575,1.9686146
Zfp1,-0.32641238,-0.10279061,-0.097587585,-0.49890104,-0.53662264,-0.2282545,1.2569133
Tmem231,0.11242997,-0.07925714,-0.0724494,0.077562466,-0.33473226,-0.37574193,-0.21699464
Gabarapl2,-1.0710435,-2.268754,4.892979,4.394688,-0.14363688,-1.5822769,-2.5033104
Adat1,0.6311734,-0.030053336,-0.06375196,-0.09314486,-0.18843968,-0.22886483,0.44754922
Maf,-0.8695045,-0.48948947,-1.0805594,-0.39509356,0.55865693,3.817362,-0.8529967
Cdyl2,0.49400362,-0.31576177,0.047283586,0.22576198,0.008198736,-0.07425939,0.119985566
Atmin,-0.26346907,-0.35369888,0.3743448,0.052328635,0.032688823,0.3243144,-0.047993943
Gan,0.17752989,0.7306991,0.5944028,-0.34076202,-0.6432007,0.7890145,-0.044300444
Plcg2,-0.13204806,-0.06858581,-0.37489146,-0.56497335,-0.09876874,-0.26781282,-0.2759341
Mlycd,-0.41408163,0.022770287,0.11470922,0.11139195,0.020546954,0.19456671,-0.02273972
Osgin1,0.17313644,-0.17137417,-0.15624422,-0.51873046,-0.09565428,-0.33313242,-0.059290793
Mbtps1,0.07332032,0.2861223,-0.066819735,-0.04242904,0.21204121,-0.7370482,0.33094728
Hsdl1,1.0315822,0.22275527,-0.41566285,-0.69959694,-0.39077243,-0.8404611,1.1525893
Irf8,-1.8412805,-0.89920163,-1.7552524,-1.8417635,1.4499023,4.2665763,-1.3563803
Banp,0.20971882,0.6539442,0.0602688,-0.37511995,-0.43416733,0.32605785,0.19348465
Rnf166,-0.7489637,-2.1831675,2.3325574,2.433858,-0.50568795,2.4577777,-1.0642962
Ankrd11,-0.1450914,0.5203728,1.6250578,1.7914606,-0.8667265,-1.9745313,-0.5056959
Rpl13,0.94858825,0.7737744,-3.9029355,-3.4867995,-1.6475217,-1.1548091,5.202212
Cpne7,-0.03801078,-0.34934473,-0.11574219,0.09896565,-0.04489777,-0.34541884,-0.21133284
Sult5a1,0.20002215,-0.0069003403,-0.08471529,-0.05322363,-0.39343396,-0.24196531,0.0022506164
Vps9d1,-0.093465336,-0.2343143,0.33750525,0.00051220553,0.107611254,0.57225364,0.06226361
Zfp276,-0.19630851,-0.35150704,0.14165406,0.23487684,-0.10432756,0.19463526,0.34675467
Tcf25,-0.4006666,-0.41697857,0.16663651,0.4646494,-0.3199602,0.825157,0.32616022
Mc1r,0.0054836716,-0.18663564,-0.2992572,-0.32981992,-0.09398148,-0.42717883,0.09340152
Ttc13,0.75564444,-0.16607656,0.30232644,0.02086403,-0.78683233,-0.39463353,0.40549892
Disc1,-0.33378264,0.28943178,-0.098588005,0.23125996,-0.21375312,0.11410038,0.0072914343
Sipa1l2,0.5347544,0.4505274,-0.64112973,-0.36483005,-0.5304397,-0.65245724,0.4833804
Map10,-0.18337208,-0.106248654,-0.41481066,-0.3731187,-0.40152445,-0.30973607,0.19242708
Ntpcr,1.13427,1.7204328,-0.25889796,-0.14456071,-1.2866783,-0.49369022,0.52824104
Irf2bp2,-0.73456377,0.17579474,-0.5492837,-0.57368857,1.3762417,-0.83396584,0.8395289
Nrp1,-2.0602703,-5.094305,0.9337813,-0.5353441,6.2506332,1.6748736,-1.4168537
Itgb1,-2.02364,-7.1956997,5.9120092,3.651213,4.9132414,-0.052241985,-3.545028
2610044O15Rik8,0.6204455,-0.070267126,-0.4335153,-0.6555239,-0.07985402,1.3562692,0.34972656
Dnase1l3,-0.2172849,-0.40875876,-0.33773798,-0.31524608,0.69576687,-0.21817462,-0.25541925
Pxk,-0.27733284,-0.21563557,0.20024541,0.52985626,0.09704581,0.26209748,-0.4666039
Kctd6,-0.5807985,-0.2872812,-0.3999008,0.24073964,-0.0022860025,0.37795916,0.30275136
Fhit,0.06567698,-0.31047007,-0.50755525,-0.24958798,-0.034778032,0.30323938,0.14460744
Atxn7,-0.57330614,-0.18755141,0.7991877,1.0883638,-0.71597797,0.81037056,0.07756922
Slc4a7,0.36467224,-2.0833213,3.1355367,2.7291515,0.39116523,-1.2326275,-1.5884329
Top2b,-1.0077128,-1.3808541,0.59742075,0.37042016,0.49640337,-0.77180654,1.2646979
Thrb,0.22465044,-0.062192164,-0.25102165,-0.41585976,-0.22539438,-0.3095818,0.09086437
