gene_name,0_A,10_A,1_A,2_A,3_A,4_A,5_A,6_A,7_A,8_A,9_A,0_C,10_C,1_C,2_C,3_C,4_C,5_C,6_C,7_C,8_C,9_C
Smg9,-0.12531874,0.16597787,0.30589333,-0.08149474,0.3888494,0.14130406,-0.41414252,-0.60010964,1.4771696,0.17257208,0.33982885,0.8115577,0.04403541,0.015284403,-0.7281486,0.37445766,-0.38143873,-0.2256211,-0.7186786,-0.14331986,-0.5044465,-0.6611388
Irgc1,-0.43058404,-0.24878806,-0.24775384,-0.22739603,-0.006589875,0.031019134,0.23770446,0.2575187,0.13313495,-0.16139664,0.06593007,-0.34027377,-0.3009025,-0.29517365,0.0032723395,-0.004136401,-0.04066853,0.32972556,0.4487855,-0.31234312,-0.36554193,-0.10038102
Plaur,-0.8542621,0.31236535,-0.39210355,-0.5762282,0.60149354,-0.05935507,-0.29370356,0.82092506,-0.37165427,-0.3133194,0.20795664,-0.52266103,0.8547495,-0.44001818,-0.102267854,0.576595,-0.25650445,-0.33566993,0.8427066,-0.07874022,-0.6435063,-0.17489886
Irgq,-0.1307875,-0.24320951,-0.16377427,0.35645592,-0.042174753,-0.39513004,0.062411603,0.19386196,0.54969203,1.0334414,-0.0023428688,-0.8442751,-0.6292972,0.14576697,-0.20651947,-0.034665946,-0.2542176,0.40051067,0.60796183,0.30328184,0.57737964,-0.2640651
Phldb3,-0.15136509,0.7913088,-0.11851475,-0.08934076,-0.014746889,-0.25606936,0.3272668,-0.34255183,0.68970245,3.649561,0.2035103,0.25112662,0.050131485,-0.15914352,-0.24958767,-0.0058609755,-0.49812695,0.54035246,-0.5176788,0.12746538,0.21677144,-0.29668835
Rps19,-4.069453,-0.20219605,-2.1530733,-4.6733484,5.282846,0.105419464,-1.8044722,2.6131444,1.0414916,-3.3447528,6.133485,-1.9552611,-1.062828,-1.8322173,-1.8259805,5.2761383,-0.66615975,-2.5492795,1.8777611,1.4668076,-1.7244011,1.8722667
Cd79a,-0.8401736,0.09536754,-0.20951086,-0.5359936,-0.36173138,-0.120729044,-0.18143709,0.25414005,-0.6301042,-0.31759733,-0.3739469,0.17121047,0.9143461,-0.26538998,-0.107107446,-0.36043754,-0.21723829,-0.29414934,-0.07771821,-0.3048756,-0.4901139,-0.1775617
Rabac1,1.204703,2.371012,-0.86777943,-0.1791788,1.8217103,-1.507574,-1.0934007,1.3486456,-0.1596276,-0.37082386,1.8221954,1.7891048,1.5835271,-1.495305,0.12619136,1.8075794,-2.4392583,-2.0987244,1.5968521,-1.6014174,0.27035776,-0.85558724
Atp1a3,-0.35561273,-0.2642982,-0.31812176,-0.13908152,-0.13268326,0.15954247,-0.058721423,0.9567955,-0.43332368,-0.14509983,-0.09914054,-0.35212946,0.13556115,-0.32559505,0.030763296,-0.13202836,0.059436124,0.07612117,0.4234019,-0.24246159,-0.34402624,-0.08750002
Pou2f2,1.2833191,-0.1846568,-0.3749614,0.54527044,-1.5181886,-0.8999332,-1.3402183,-1.0782586,1.7483178,0.47106355,-2.2603703,2.0165284,1.7261456,0.99908614,-0.18543139,-1.5308591,1.4023899,1.1893551,0.4009472,3.7024124,2.1375768,-1.1452845
Lipe,-0.22007173,-0.2902045,0.052481048,-0.30950385,0.2959561,-0.06104095,0.09968047,0.30205628,-0.8581866,-0.38922408,-0.041435566,-0.6555007,0.6537057,-0.3654737,-0.13353144,0.29393113,-0.30026576,0.06639838,-0.53192353,0.26152602,-0.118927,-0.20564125
Dmac2,0.4092124,0.104563236,-0.46558332,-0.35581562,-0.17660975,-0.17174739,-0.3288967,-0.17028993,0.8199399,0.38084868,0.3689951,0.8321354,0.03640479,-0.4941527,-0.74493337,-0.1568716,0.8360695,-0.09434668,-0.23518716,0.30836105,-0.364428,-0.674176
B3gnt8,-0.459661,0.14411204,0.025620727,-0.12458135,-0.13355407,0.43731648,0.029130101,0.45180276,-0.4573485,-0.16141865,-0.12375138,-0.3706181,-0.71612054,-0.35072282,0.01885932,-0.15619646,0.040750578,-0.14772162,-0.34402376,-0.14281803,-0.37359253,-0.09567585
Bckdha,0.60335857,0.5616437,-0.8596819,0.5576583,-0.11666154,-0.41866094,-0.6765547,0.49339065,0.7927488,-0.1291253,0.3510785,0.50277644,-0.069967724,-0.7920985,-0.581704,-0.15664601,-0.43912005,-0.82311165,0.3378963,0.9199485,0.43443295,-0.53142315
Tmem91,-0.3678256,-0.060660366,-0.2310525,-0.28189835,0.17484872,0.057390448,-0.10559753,0.19910496,0.43022156,-0.22726649,-0.065537624,-0.4457861,0.6332231,-0.0690839,-0.028883748,0.18014514,-0.0990714,-0.25420704,0.26155892,0.31907624,0.07160427,-0.12857826
Cyp2s1,-0.12291819,-0.4849883,-0.15703762,-0.571786,0.7190337,0.32831573,0.43805596,0.5556519,-0.21239506,-0.36265835,0.49801672,-0.65457475,-1.1786114,-0.5094359,-0.099140055,0.6957579,-0.06660735,-0.13439836,-0.30072033,-0.55722755,-0.72636795,-0.18779388
BC024978,-0.018857753,-0.3171463,-0.42287558,-0.14075431,0.33709934,0.03396558,0.30044284,0.27401796,-0.33757246,-0.43239,0.30058372,0.33337772,-0.12537569,-0.26744184,-0.159106,0.3109337,0.18261287,-0.05041778,0.67286766,-0.24154219,-0.2510814,-0.22548027
Itpkc,0.30829886,0.23697723,-0.099153526,0.29450548,-0.20642781,-0.015321886,-0.4287437,-0.4448625,-0.48487765,-0.5382687,0.18380113,-0.006076705,-0.16665605,0.089970455,-0.22251585,-0.20030695,0.15797795,0.10179268,-0.3737482,0.35222438,-0.35845423,-0.2743475
Numbl,0.095986046,-0.33260968,0.34098145,0.28031763,-0.25718832,0.08754344,0.23011303,0.16372348,-0.48275796,-0.40072355,-0.2763716,1.1229762,-0.98689616,-0.22924694,-0.13195087,-0.25381362,-0.087663285,0.0009990077,0.571051,-0.08816453,-0.04404234,-0.20838931
Ltbp4,-0.4236982,-0.18804751,-0.061001584,0.17282006,-0.1690584,0.306919,0.27216145,-0.1266364,-0.45262304,-0.18401013,-0.16756088,-0.38066956,-0.46911445,-0.09031077,-0.005619616,-0.16803376,0.008991104,0.01764715,-0.19045056,-0.29151487,-0.29767883,-0.109412216
Blvrb,-0.9008871,0.12492297,0.1874321,-0.7120436,0.22721073,0.49491087,0.32790548,0.32175684,-0.337295,-0.0820968,0.56024575,-1.1047417,0.14439526,-0.43174422,-0.30760682,0.18637042,-0.37901923,-0.68191886,-0.6578432,-0.55021703,-0.62820303,-0.3448731
Sertad3,0.09755232,0.36174107,0.75494343,0.62589484,0.035866894,-0.04815599,-0.54077023,-0.49867785,-0.27277339,-0.41963267,-0.60129535,1.3589648,-0.25296378,0.3458172,-0.5444718,-0.0063631395,0.20367828,-0.7558962,-0.6168902,-0.55527794,-0.22396025,-0.51699823
Sertad1,-0.5180918,0.3464596,0.73963815,0.09607031,-0.16979705,-0.16894993,-0.097748764,-0.4613142,0.41106993,1.4737228,0.22405939,-0.22704992,-0.30263472,0.20527221,-0.7667924,-0.16639416,-0.2784859,0.26773947,-0.3360266,-0.70530677,-0.7980299,-0.69047445
Pld3,1.5249434,0.74688476,0.73530036,-0.4560283,-0.48735303,-0.83587474,0.35117194,-1.0579112,0.11897591,1.0662947,-0.55531985,0.78551155,0.97976315,-0.117224306,4.55372,-0.5050209,-0.93339205,0.034980707,-0.14583324,0.54198635,0.35081834,0.26770198
Zfp607b,-0.39604145,-0.020925596,0.07076052,0.17285575,-0.05518773,0.14034463,0.20893657,-0.11947048,0.37340242,-0.2997224,-0.31876132,-0.54897064,-0.53108007,-0.07844224,-0.070882045,-0.05123141,0.6970467,0.23396915,-0.50916016,0.25148746,-0.0859178,-0.16159791
Zfp60,-0.45987222,-0.046926882,-0.39040467,-0.12158082,0.7507283,-0.34615204,0.073567405,0.8657909,-0.16274443,0.61890954,-0.22484963,0.26652166,-0.36736134,-0.20734976,-0.24930698,0.76756763,0.40743002,-0.34457305,2.3390326,0.24910814,0.18012042,-0.29157862
Zfp626,-0.12769672,0.18572572,-0.235849,0.101692595,0.5098148,0.15652454,-0.2272294,0.57351714,-0.066865884,1.7734514,0.1581699,0.5369481,-0.10192786,0.05728457,-0.3038596,0.51895744,-0.5442086,0.3687117,0.84273463,-0.4303922,0.8080619,-0.32900983
Zfp607a,0.36230433,-0.13762,-0.056721948,0.4559019,0.12973495,-0.13500391,0.05996474,-0.030423867,-0.13973115,-0.67807066,-0.51611006,1.4792045,-0.42565995,-0.15004656,-0.30977827,0.14160128,0.15575379,0.0663511,0.013048559,0.3967463,0.13901712,-0.33994055
Zfp974,-0.028816437,-0.313175,-0.13277885,-0.22983912,-0.17489973,-0.092454456,-0.0882845,0.4677674,-0.5455055,-0.33069062,0.029821398,-0.581398,-0.1896148,0.14565454,-0.09484041,-0.17167012,-0.09246984,-0.17710117,-0.27449322,-0.051158164,-0.36010867,-0.17752674
Zfp780b,-0.3591692,0.11483896,-0.46915516,-0.0770091,1.0129433,-0.19963464,-0.35315168,0.1364902,-0.3410673,-0.67780495,0.27579734,-1.0438743,-0.5248684,0.055237424,-0.312432,1.0341878,-0.16769047,-0.33529848,0.56566817,-0.34340537,0.26422974,-0.3406681
Dyrk1b,0.36222592,-0.15688847,-0.023566522,0.3954516,-0.20016213,-0.07939599,-0.25647333,-0.11355941,0.72944736,1.4052277,-0.35218117,0.1397368,-0.45382205,0.073976174,-0.22048847,-0.2029132,-0.22630382,-0.04441554,-0.405595,0.71822673,-0.19569741,-0.26680797
Rps16,-2.4072292,1.1616209,-2.5420792,-3.8686018,5.6220684,-1.3094865,-3.5174441,3.0954776,1.7222323,-1.6892283,6.2764606,-1.4210879,0.38773498,-2.2206302,-1.643524,5.6193523,-1.4401299,-3.539152,2.2383854,1.1791682,-1.9633427,1.878174
Plekhg2,-0.9662003,0.37049457,0.62968487,-0.6670463,0.98116285,-0.5918021,-0.78140545,-0.4786389,-0.62371564,0.13733035,-0.19704866,2.5927913,1.7501154,0.9498605,3.0834572,1.0052522,0.08581883,-0.50118476,-0.4982942,0.874034,0.8558837,-0.5519035
Zfp36,1.0942394,2.0074613,-0.16708505,-0.30312347,-0.23948736,-0.53587216,-0.95334756,0.5076764,1.6303866,-1.6085471,1.2886351,0.6188471,0.71642596,-0.93203866,-1.4158441,-0.2591899,-1.1787943,-1.5671437,-0.16170076,-0.1084638,-1.92701,0.83215344
Samd4b,0.21229129,0.04894859,0.89668095,0.37018833,-0.17312676,-0.45682755,-0.5457583,-0.14354989,-0.6146595,1.9380188,0.1301327,0.20564918,1.1878669,0.958822,-0.5331316,-0.16998002,-0.12724216,-0.77271163,0.8355437,0.07357447,-0.21752614,-0.5194163
Lrfn1,-0.34005937,-0.11916816,0.08525152,0.023159947,-0.09242997,0.10175576,-0.06652372,0.09514368,-0.39325818,-0.15286998,-0.12406374,-0.3398564,-0.4403709,-0.32928422,0.014248869,-0.09108671,0.13122635,0.12065259,-0.14706416,0.035301384,-0.24006987,-0.09467137
Fbxo17,-0.33159566,-0.3970504,-0.12038383,-0.26131046,0.5558214,-0.23049852,-0.1286911,1.0897372,-0.82329905,-0.36996865,-0.31800425,-0.631009,0.41803634,-0.20956297,-0.12086247,0.5674181,-0.15773475,0.23388775,1.8426828,-0.0388173,0.6114751,-0.19641043
Rinl,1.9791025,1.1065263,0.28658128,0.30068982,-0.092630826,-1.6054134,-0.7650386,-1.2207888,0.79598165,2.2301545,-2.1017044,0.73660576,1.70294,1.3971155,-1.6275195,-0.08539912,-0.8787943,-0.22529234,-0.77285516,2.2071347,2.4230747,1.8717233
Lgals4,-0.061523717,0.12949337,-0.10920665,-0.02828217,-0.16958486,0.08171667,-0.05372912,-0.18779115,1.1057931,3.480813,-0.13347177,-0.6477455,0.67417985,-0.34036106,-0.12733445,-0.16549493,-0.11944998,0.8794786,-0.22026306,-0.2858311,0.28088677,-0.2015907
Fam98c,-0.086273886,0.37177268,-0.5454874,0.35599822,0.10627016,0.11534523,0.41660807,0.61327136,0.49137405,1.2176148,0.015659044,-0.08363074,-0.68505406,-0.24372552,-0.5973265,0.14025092,0.23964375,0.104478255,-0.19163467,0.2503276,-0.0734084,1.4899379
Spred3,-0.35018814,-0.5976524,-0.251145,-0.10804663,-0.14224803,0.49341312,0.3957823,1.0317916,-0.53759277,-0.20413879,-0.07932952,-0.42611882,-0.74884766,-0.41986412,-0.008649551,-0.17680553,0.04824045,0.35982433,0.3750368,-0.3330814,-0.2272157,-0.11597449
2200002D01Rik,-0.49151477,0.18715261,-0.23450336,0.44795808,0.3527806,-0.045751996,-0.0982828,0.13715956,-0.14073841,1.2186172,-0.20703906,-0.6610631,-0.61705804,-0.3360214,-0.14593725,0.36278138,-0.17646645,0.6178785,-0.25625902,0.014046018,-0.34001184,4.322762
Dpf1,-0.41196394,-0.21339521,-0.33816904,-0.14285976,0.046568565,0.26233885,0.2100756,0.23206687,0.09063354,-0.16085355,-0.13050288,-0.3578415,-0.04953611,-0.37303394,0.013025883,0.04946261,0.087748356,-0.11403534,0.21967907,-0.26546946,-0.36936212,-0.09728056
Sipa1l3,0.19470336,0.15018371,-0.024111578,0.57804996,-0.0630914,0.09253981,-0.62891126,0.44884896,0.36786696,0.37737712,0.21065314,0.14310902,0.23122227,-0.23237938,-0.35174742,-0.080188386,-0.3261062,-0.43979743,-0.23480111,-0.71400887,0.22174673,-0.365525
Zfp790,-0.23045912,0.07052785,-0.325647,-0.047183834,0.2620492,-0.25994462,0.13022804,0.03197033,0.28527716,-0.44072524,-0.08441658,-0.7359538,0.22142617,0.08183944,-0.15972444,0.27157947,0.011101524,0.11779609,0.047189187,-0.03934031,0.24248092,-0.22800538
Zfp420,-0.2510977,0.004461414,-0.0029086983,0.010432029,0.14863957,0.13270833,-0.20063935,0.18847562,-0.33906028,-0.41699347,0.3923107,-0.6875488,-0.2570115,-0.3916584,-0.15348649,0.12182751,0.58976346,0.30808172,-0.08932476,-0.05131159,-0.117778085,-0.21946272
Zfp383,-0.37623143,-0.27265283,-0.18964884,-0.25582555,0.052911595,-0.022844478,-0.2832129,0.21463844,0.41037747,2.337071,0.037380654,-0.49623004,-0.39981437,-0.04605431,-0.05360058,0.057528917,0.20702143,0.49192944,0.66960365,0.08977026,-0.22949973,-0.14688006
Zfp74,-0.08069349,-0.19136974,0.3045645,-0.20337445,0.74294776,0.16257975,-0.14366037,0.010873953,-0.42830026,-0.60324997,0.04314818,0.72584575,0.28418142,-0.01542922,-0.26239875,0.7601258,0.19995783,-0.25699154,-0.2997434,0.062048968,-0.05100394,-0.30463102
Zfp14,-0.27030525,-0.05450092,-0.11394429,-0.31701723,0.26541218,-0.10879117,-0.06180002,0.3666915,-0.53448313,-0.24949712,-0.06079717,1.466,-0.015954848,-0.39151153,-0.056454256,0.27218023,-0.1768184,-0.23004091,-0.11526809,-0.12383098,-0.08235875,-0.14314786
Zfp82,-0.4060223,-0.082884215,-0.35189408,-0.23316418,0.02994635,0.19145185,-0.17910188,0.2597006,0.8803237,-0.21800731,-0.21937306,-0.4183252,-0.4059647,-0.39254716,-0.030862957,0.033657797,0.5263987,0.2027412,-0.17251158,-0.17465732,0.092571005,-0.12657914
Zfp566,-0.06278852,-0.23883592,-0.4503348,-0.33346206,0.44468406,0.20296966,-0.051178813,0.410695,0.59566677,-0.41812733,-0.19064216,-0.71218556,0.15404037,-0.079332896,-0.14229606,0.45575374,0.27175415,-0.10090738,0.74925673,-0.093122534,0.29009128,-0.21639834
Zfp260,-0.25818482,-0.28012657,-0.1147782,-0.1425341,0.5015272,-0.42628035,0.008232799,-0.38860208,0.7768278,1.6232983,-0.6343511,0.047022097,-0.03321233,0.18144514,-0.75802606,0.5004453,-0.010268294,1.2176269,-0.4298395,0.80806816,-0.5337871,0.74706215
Sdhaf1,-0.59344745,-0.4318524,-0.5849585,-0.85820615,0.5374051,-0.44774288,-0.8696648,0.120844,0.68844825,0.9186038,0.8645272,-0.3126609,0.05283662,0.120359674,3.8045204,0.5253531,-0.03273239,0.61706936,1.2840781,1.5217545,0.36867806,-0.6769304
E130208F15Rik,-0.1606735,0.0029002794,-0.29180884,-0.41651613,-0.049714297,-0.08871171,-0.17569228,0.54953194,0.37834647,-0.32547456,1.0637962,-0.5862607,-0.8761248,-0.33615074,-0.08549181,-0.045314793,-0.0027461434,-0.056677166,-0.57852024,0.024044164,-0.03886151,-0.17323785
Tyrobp,-0.6842713,1.2417908,-0.44605017,-0.14023028,-0.57381666,-0.18863413,-0.2746876,1.3983407,-0.97213316,-0.4879488,-0.41630965,-0.7545042,0.56239885,-0.5564214,-0.21215962,-0.5721177,-0.50696737,-0.5493127,1.6305583,-0.6777463,-0.55408436,-0.2571016
Hcst,5.531786,4.137043,0.21013422,4.6351204,-1.2211949,-3.4060693,-3.2063615,0.12816583,0.372038,0.9132122,-1.6768095,1.8340834,3.228849,0.072870374,-0.35124332,-1.1849716,-2.918235,-2.688177,0.35379383,-1.0311729,2.8443007,-1.1248883
Nfkbid,-0.30146068,0.23932646,0.65383965,-0.30833438,0.07521928,0.5388653,-0.4396516,-0.43046832,-0.479137,-1.2710918,0.48109424,2.779831,0.075638324,0.63838196,-0.66755736,0.075138986,0.5198674,-1.0652893,-0.8875811,-0.7205447,-0.9820555,0.8038005
Aplp1,0.13568975,-0.4902915,-0.1291424,0.33639413,-0.2609225,0.026234837,0.56569576,0.17336792,-0.8687568,-0.35920462,-0.39121476,-0.64390033,-0.8462552,0.034683686,-0.100100316,-0.25830853,0.36315596,0.90459186,-0.31738764,-0.34402245,-0.3030421,-0.18711531
Gm49396,-0.21828577,-0.31786743,-0.053577986,-0.19148566,-0.056081604,0.14769846,-0.03001749,0.030469991,-0.3712004,-0.14841971,-0.017057069,-0.3284691,0.28138044,-0.19850726,0.014229764,-0.054389484,0.53760123,0.13569534,-0.08830738,-0.3029983,-0.23017277,-0.09342875
Zbtb32,-1.8781993,-3.1658409,-0.80246115,-1.1236749,-1.709529,0.5253414,2.4852993,-1.1126095,0.20292066,1.1244454,-2.0278354,1.9448482,-0.8333226,1.9320105,-0.78017,-1.712068,2.312837,4.566929,-1.4355546,2.907266,3.3100107,-0.8269098
Upk1a,-0.67414135,-1.2215073,-0.3761507,-0.2127077,-0.53181326,1.1306213,0.9071932,-0.87094486,-1.0820572,0.45736083,-0.51856875,-0.15335827,-0.8354819,0.32767707,-0.17894472,-0.5291372,1.4524891,2.8277142,0.021709846,0.08334107,1.0926251,-0.27932528
Sbsn,-0.3289569,0.15046565,-0.06305443,0.4591962,0.60966223,-0.3003454,-0.16193093,0.46056765,-0.7897002,-0.4002725,0.34053853,-0.6333366,0.31804374,-0.36934426,-0.15943877,0.5861238,-0.2791082,-0.50712276,1.1165396,-0.3712711,-0.5496423,-0.2165713
Ffar2,-0.3948762,-0.24889883,-0.2475473,-0.14566028,-0.13479927,0.2358941,-0.00887291,0.5340241,-0.3463098,-0.1299883,-0.09295524,-0.3085054,-0.40060222,-0.2907735,0.028147472,-0.13425785,-0.018784849,0.330673,-0.10230108,-0.28237075,-0.30964488,-0.084051624
Ffar1,-0.5354437,-0.21154945,-0.27523255,-0.3066767,-0.23383212,-0.012407538,0.07255402,0.20925897,0.0816344,-0.19526082,0.015936457,-0.37998742,-0.26820353,-0.22275196,-0.020737367,-0.23321937,-0.08517519,0.22001305,-0.060152978,-0.27999488,-0.31448665,-0.117137745
Cd22,-0.92544305,-0.55555475,-0.592187,-0.5985447,-0.45663664,-0.27501032,-0.39854088,0.34903345,0.015316551,-0.42353177,0.16023853,0.8267067,-1.0242627,-0.34242487,-0.13486685,-0.4551527,0.01155592,-0.4419445,1.5210892,2.2736518,-0.62402004,3.2482252
Fxyd7,-0.5898807,0.2022911,0.06942984,-0.18885681,0.3916404,-0.012418956,0.46459225,-0.13774113,-0.23116651,-0.3333327,0.02484546,-0.58011264,-0.112118006,-0.16763312,-0.0989696,0.40093783,-0.3057651,-0.07078463,-0.43384993,-0.41723168,-0.40550438,-0.17951599
Gramd1a,0.3975423,1.256104,0.42601952,-0.09692812,1.349913,-1.3088558,-0.8690975,-0.33379093,-1.0169857,0.18104425,0.46006152,1.3529563,1.6708958,0.16432394,0.07192774,1.3763583,-1.0195374,-0.28078687,-0.5509631,-0.9689204,-0.78366655,-1.1542026
4931406P16Rik,-0.015872655,0.470846,-0.2792704,0.643841,0.09011938,-0.2560846,0.12897702,-0.04142888,0.21811442,-1.1937599,-0.06684676,-0.18674538,0.4232734,-0.09696185,-0.6128309,0.07465843,0.25012186,-0.31074736,-0.23437542,-0.3028666,0.21223801,-0.57620186
Gpatch1,-0.013495279,-0.3244222,-0.3635712,0.14986041,0.31954432,-0.052857425,0.4237372,0.10009045,-0.33837396,-0.29688174,0.2494758,0.30862054,-0.01699219,-0.0143666295,-0.3694719,0.31163886,-0.37121812,-0.27514565,-0.5164528,0.17124152,-0.08820478,-0.4042658
Dpy19l3,0.7427301,-0.20067473,-0.050291613,0.9822205,-0.3599443,-0.34166703,-0.5714772,0.1624306,0.83655536,-0.7876895,-0.18547961,-0.7679492,0.4156589,-0.50119174,-0.40679756,-0.35668233,-0.4991946,-0.89671075,-0.42549068,1.1875161,-0.25880507,-0.4000158
Zfp507,-0.20414595,-0.27947032,-0.5876263,-0.43749738,0.3631777,0.24793346,0.5689234,-0.24352251,-0.25683314,0.8074249,0.4263316,-1.3716921,-0.019328315,-0.41491294,-0.54219306,0.33136213,0.08651576,-0.18072143,0.2437801,0.12794729,0.49860317,-0.5168089
Tshz3,-0.43051434,-0.084068276,0.24187814,-0.19886343,-0.19957414,0.46017805,0.5973255,0.09611876,-0.5060712,-0.20890889,0.11249748,-0.41575044,-0.5256221,-0.41978502,-0.020246161,-0.19849399,-0.1787668,-0.05482356,-0.24830177,-0.4207584,-0.3445166,-0.12081781
Uri1,-0.49529806,-0.92202455,-0.7613248,-0.5734244,0.7309139,0.29187933,-0.5474816,0.29117334,0.75856155,-0.97143537,-0.13481067,0.4152578,-0.10246272,-0.07427549,1.705936,0.73914677,1.115236,-0.35589844,0.8567919,1.0253038,1.6397275,0.49146345
Ccne1,-1.35317,-4.644177,-1.4824355,-0.116404995,-0.51192665,5.550786,1.051237,3.6609154,-1.4407178,-0.7943167,-0.88366103,-1.455567,-6.821738,-1.1838409,0.719287,-0.50129503,4.7993627,-0.4965994,0.22201152,-1.9385362,0.39883798,-0.5284316
1600014C10Rik,1.0733595,0.60314035,0.33741572,-0.18487403,-0.12933263,-0.13113451,-0.14782688,0.18463755,1.3459167,1.7120205,0.05917008,0.58196235,-0.5545308,-0.2624815,-0.67743754,-0.11104305,-0.95961803,-0.52595186,-0.79054433,-0.0985068,-0.4477607,-0.61455387
Zfp619,-0.26633358,-0.17194094,-0.24538797,-0.20358314,-0.021033527,0.35020205,-0.010807878,0.16786334,-0.17533833,-0.23132764,-0.13193217,-0.4381341,-0.45045787,-0.42166927,-0.038151935,-0.017665638,0.2960256,0.090628706,0.10918178,-0.14682934,0.13958365,-0.13251889
AI987944,-0.13805956,-0.23506944,-0.34610015,-0.33446202,0.8072199,-0.5299468,0.2422177,0.48777422,0.33131975,-0.3475048,-0.43289393,0.4267487,-0.8456415,-0.17757049,-0.42993167,0.8293791,-0.5223724,0.13950005,0.6841927,0.3793693,0.65537226,-0.4340653
AW146154,-0.46903962,0.2678281,-0.42778513,-0.092776276,0.57935923,0.10889439,-0.09714092,0.08248493,-0.003211338,-0.56598574,0.12719744,0.6910624,-0.6276764,-0.20152065,-0.24943079,0.59434694,0.13677928,0.15982339,0.70227563,0.4929534,0.34506273,-0.290258
2610021A01Rik,-0.13141286,-0.72933894,0.011338506,-0.13218644,0.42532465,0.32138017,0.0185328,0.5739431,0.19167176,0.1378754,0.07117321,-1.0168657,0.36196244,-0.45821634,-0.2530972,0.40833342,-0.0691507,0.7032391,0.93565345,-0.47420105,-0.02830372,-0.30708152
Zfp788,0.0011763445,-0.064319536,-0.51481146,0.07936743,0.29972917,-0.32640263,-0.36298344,0.20185883,0.04941365,0.43277133,-0.2596678,1.1168449,-1.2654369,-0.024511654,-0.31102043,0.31350648,0.03767415,0.17071101,0.16919409,0.3372317,-0.23559125,-0.3436577
Zfp141,-0.29284605,0.040057387,-0.6831877,-0.37261838,0.60271734,-0.30869898,0.3948869,0.14081378,0.5541201,3.8706324,0.371942,-1.1134411,0.24229282,-0.63474345,-0.3180505,0.5998905,0.13802716,0.8601252,-0.060802072,0.20878914,-0.24831206,3.7976909
Zfp975,-0.38999724,-0.17288539,-0.44790095,-0.36234772,0.21270637,0.026931182,0.025042845,0.06671296,0.98280174,-0.23815289,-0.030068079,-0.45791188,-0.60511684,-0.32859015,-0.03693209,0.16405514,0.14150912,0.35096145,0.32788518,0.85671926,-0.2867632,-0.1340648
Zfp715,-0.4977002,-0.112544574,0.10329786,0.30170566,-0.17885822,0.085103035,0.19694236,0.43302944,-0.59965616,1.1129481,-0.014037034,-0.31392145,0.079342134,0.25943857,-0.27937418,-0.17088585,-0.33388752,0.4563925,0.69348896,0.03887363,0.5931396,-0.32173473
Siglecg,-0.7603995,0.081929766,-0.31960487,-0.42878538,-0.34239587,-0.061217792,-0.18842445,0.37975425,0.24287118,-0.26844373,-0.3033721,0.26609546,0.915709,-0.3039129,-0.07417185,-0.34169364,-0.16984008,-0.2397862,0.73830235,-0.3620649,-0.55981904,-0.15381806
Nkg7,3.297238,0.48031166,2.3280947,4.0235324,-4.8124404,0.81297886,1.5387866,-3.7405205,-1.8225011,3.4979687,-5.079051,2.6855357,0.8286022,1.9220395,1.7467144,-4.8039317,1.5443466,2.0689573,-3.6365116,-1.7899674,3.7090428,-1.9073237
Cldnd2,-0.31565553,-0.34894472,-0.14853121,-0.14442317,-0.1636184,0.22242421,0.53603137,0.13829575,-0.50920975,-0.2093714,-0.09645403,1.490923,-0.53869766,-0.18936583,-0.02006599,-0.16215609,-0.020276124,0.19288903,-0.25768438,-0.42364252,0.10583358,-0.12089309
Zfp658,-0.55247116,-0.50586313,-0.15370046,-0.177017,0.2547299,0.10406546,-0.02018421,0.41470268,0.28562447,-0.33297098,0.36003914,-0.5865447,-0.1460638,-0.28184754,-0.09518478,0.22625479,0.048004016,0.21440877,0.34644607,-0.3032498,-0.09351741,-0.17827053
Zfp719,-0.43475014,0.2620368,-0.32877034,0.20329954,0.3734123,-0.19778197,0.44825953,-0.02603868,0.17443906,0.9261107,-0.110356785,-0.7688831,0.6220999,0.0036772192,-0.16128644,0.3487506,-0.20452729,-0.024064256,1.0270684,-0.19456722,0.021052254,-0.2324332
Klk13,-0.4306238,-0.13374633,-0.21659712,0.30192035,-0.15660127,0.18330884,0.012744041,0.13094997,-0.34295505,-0.14005569,-0.11279818,-0.3124735,-0.2835295,-0.26544937,0.01697596,-0.1560741,-0.0020023624,-0.021980096,-0.029028684,-0.27768192,-0.32591975,-0.09025243
Klk8,0.8326229,0.7854896,-1.3018714,1.4647957,1.415695,-1.1831504,-1.3706433,0.6539804,1.2970691,-0.028989047,1.0831152,0.90495664,1.0270497,-1.3008497,-0.62429947,1.4347768,-0.7818205,-1.720545,0.49467933,0.23823684,-1.1499538,0.868547
2410002F23Rik,0.27970606,-0.3421333,-1.0916526,-0.1627668,0.46007675,0.19854382,-0.089307755,1.1686585,0.010614834,-0.25642624,1.0672542,0.41004845,-0.6789276,-0.88300234,0.9467012,0.44969523,0.5238935,-0.45217112,0.5355797,-0.056871872,-0.5173067,-0.5293365
Clec11a,-0.034567304,-0.033242986,-0.37654307,-0.31654257,0.088812366,0.4585335,0.34975085,0.00406629,-0.26494807,-0.32794395,0.062589385,-0.5876076,-0.85252523,-0.41134748,-0.08803973,0.09472889,-0.22513703,0.3594739,-0.56408244,-0.21897821,-0.1612693,-0.17470068
