gene_name,P9_A,P9_C,P9_N,P4_A,P4_C,P3_A,P3_C,P10_A,P10_C,P10_N,P0_A,P0_C,P0_N,P5_A,P5_C,P6_A,P6_C,P2_A,P2_C,P2_N,P7_A,P7_C,P8_A,P8_C,P1_A,P1_N
Ccser2,0.16037144,0.38305348,3.388388,0.0580778,0.07949908,0.038320348,0.06136446,0.22157162,-0.59720135,-0.60632336,-0.46284413,-0.5996874,-0.21866459,-0.20466596,-0.114106365,-0.0812174,-0.053079687,0.014963655,-0.005180744,0.035273287,-0.062181342,0.002525772,0.26097298,0.1356376,-0.20312917,-0.5864541
2610528A11Rik,-0.059727646,-0.054858517,-0.08022339,0.03252097,0.021008275,0.011396605,-0.03388399,0.13397993,-0.07567977,-0.080326565,-0.07159781,-0.076946184,-0.07569196,-0.037900344,-0.0422698,-0.030358473,-0.05014009,0.0070862737,0.008106933,-0.07479643,-0.050362997,-0.049094602,-0.065710835,-0.06384438,-0.07192137,-0.07020508
Sh2d4b,-0.012323281,-0.04737612,-0.059961036,-0.010291703,-0.009734395,0.004669545,-0.018716913,-0.047600858,-0.0577067,-0.06001223,-0.055681407,-0.058335036,-0.0463973,-0.020096678,-0.04113016,-0.040841952,-0.045035046,-0.0014867325,-0.016135467,-0.057268426,-0.045145642,0.031013407,-0.05276056,-0.051834505,0.0047375266,-0.0549904
Txndc16,-0.07602224,0.011808763,-0.31274587,0.03301072,0.0022447787,0.016515888,-0.037552312,-0.08565916,-0.31256714,6.388231,0.68013394,-0.31261694,0.10003993,0.16249184,0.1852901,-0.1261319,-0.05840428,0.014925351,-0.093891256,0.39357415,-0.031417426,0.013705878,-0.312175,-0.102870345,-0.048482824,-0.31235176
Gpr137c,-0.052940086,-0.13327537,-0.14660211,0.08463124,0.109146446,-0.031351987,-0.035186816,-0.048880093,-0.1442149,-0.14665632,-0.14207022,-0.14488025,0.037080128,-0.0459459,-0.025980843,-0.016573839,-0.022457626,-0.0015921193,-0.056814235,-0.14375077,0.09408297,-0.059233885,-0.1389772,-0.0027328257,-0.03812839,-0.14133847
Styx,-0.005360439,0.24825647,-0.29048333,0.012495812,-0.02889767,-0.07246099,0.026357986,-0.01397058,-0.2873665,-0.2905541,0.8807037,-0.28823522,0.11931479,0.010608912,0.05813173,-0.08612173,-0.089902736,0.046416815,0.04298391,0.58381253,-0.10327103,0.0052197524,0.9009557,0.06822428,-0.045311477,-0.28361094
Ddhd1,0.081098504,0.0558966,-0.52977335,0.17493163,-0.13787165,0.07737794,0.1456293,-0.016232379,-0.522243,-0.52994436,-0.21123196,-0.5243419,0.021946616,-0.027430655,-0.10461268,0.004868909,-0.10864245,-0.020415314,0.01603863,0.5411044,-0.06919286,-0.03055677,0.5640241,-0.022391107,-0.046307236,-0.5131695
Cdkn3,-0.39121354,-0.6301311,-0.34168047,-0.2518139,-0.0015220378,1.0480131,1.0701576,-0.34667963,-0.39943588,-0.34036893,-0.31309673,-0.38333806,-0.37541246,-0.10791328,-0.21366717,0.8760071,1.040847,-0.5200728,-0.4065432,-0.41066426,-0.4525123,-0.35275748,-0.5261542,-0.2695702,-0.4164229,0.4648283
Gch1,0.0037995898,0.36518544,-0.42996892,-0.050647136,0.06308737,-0.12172116,0.17529096,-0.09549282,-0.42790365,-0.4300158,-0.4260482,-0.42847928,-0.17916293,-0.046641536,0.12279625,-0.10132043,0.06577994,-0.10272458,0.24832366,0.77537453,0.19016108,0.2713476,0.25428528,0.18715891,0.028122224,-0.42541513
Lgals3,-0.014716468,0.91465586,0.63070846,-0.36734557,-0.028015703,0.14125703,0.49989235,-0.02597279,0.5807644,0.64166415,-1.2730384,-1.2842938,-1.1606494,0.4696639,0.71330935,0.62790596,1.1021634,-0.49054873,-0.4602899,-1.1067492,-0.70388013,-0.30595705,0.47912008,1.2015984,-1.1721096,-1.3808792
Dlgap5,-0.30740002,-0.5702689,-0.24256442,-0.30187133,0.03542048,1.1544462,1.2531259,-0.22462186,-0.3281893,-0.24061999,-0.18783349,-0.3043236,-0.19366714,-0.039201066,0.008606871,0.30141804,0.35615146,-0.49963388,-0.61477005,-0.3448359,-0.3622347,-0.5253688,-0.3108143,-0.3558684,-0.2962635,-0.4313605
Atg14,-0.011755572,0.45436582,-0.27381098,0.07631655,-0.041116837,-0.08223122,-0.093137726,-0.0351386,-0.26976824,-0.27390277,-0.26613626,-0.27089503,0.11062403,-0.04656404,-0.14215787,-0.033401556,-0.050129354,-0.0109642325,-0.08213812,0.14443305,0.20062529,0.046229865,-0.26089826,-0.044839058,0.15249988,-0.26489705
Ktn1,0.00015384599,-0.35016382,3.016292,-0.026252035,0.12772684,-0.17404689,-0.08217873,-0.063444816,-0.589556,-0.5882859,0.66036224,3.8552926,0.25409132,-0.03215547,-0.08608725,-0.121853516,-0.14922762,0.08008504,0.3109531,0.4942833,0.04840846,0.04072771,0.91963434,0.11494531,0.081939474,-0.59105235
Tmem260,-0.11568983,-0.136105,-0.3857442,0.07260094,0.0747769,-0.014401364,-0.044051,-0.07693364,3.2225993,-0.38587603,0.4888662,-0.38155767,0.3145782,-0.06374756,-0.011177597,-0.0708579,0.040646702,-0.036605068,-0.103805855,0.18683662,-0.047386933,0.017456716,-0.36720476,0.10560159,0.007817911,-0.37294605
Ap5m1,-0.001546454,0.28744352,-0.47541258,0.04904485,0.10810306,0.035622105,0.11025097,-0.013343116,-0.47563413,-0.47540757,-0.013114765,-0.4755724,0.07525884,-0.04839218,-0.012201275,0.055630423,0.030573616,-0.04273369,-0.08996314,0.7850132,-0.09662645,-0.0010687864,0.45143482,0.08949106,-0.11490747,-0.47590107
Tep1,0.020517536,-0.020608915,-0.30039266,0.097929664,0.19476257,-0.058279496,0.014106711,-0.04715673,-0.2975896,-0.30045632,-0.29507136,-0.2983709,0.087764055,-0.048866853,-0.08229031,-0.022722434,-0.07445027,-0.009070597,0.07620996,-0.29704466,0.08465937,0.006125747,0.35596585,-0.008500147,0.11995888,-0.29421216
Pip4p1,-0.019263849,0.11365958,3.6019118,0.05830452,0.007847356,-0.060600426,-0.06207344,-0.019790372,0.65812945,-0.572418,0.17508362,2.9336636,-0.011854697,0.0039710375,-0.025437642,-0.024076527,-0.059251804,0.053550556,0.021923402,0.41953415,-0.16248965,-0.06955648,0.62356985,0.080199145,0.15904307,-0.55810905
Rnase6,-0.11246543,-0.09160668,-0.12542611,0.106595606,0.34741446,-0.046578556,-0.056252073,-0.114069425,-0.11936803,-0.1255637,0.72969216,-0.121056564,-0.072563864,-0.062929675,-0.07482191,-0.07404742,-0.07651969,0.10031067,-0.0076536997,-0.11819026,-0.08561272,-0.039749924,-0.10607628,-0.050871596,-0.074000426,-0.11206852
Arhgef40,-0.025165275,-0.06592125,-0.06936756,-0.021042291,-0.05561328,0.002444119,-0.006637377,-0.047742195,-0.06875022,-0.06938157,-0.068195604,-0.06892228,-0.0461007,-0.026654169,-0.041137706,0.018003613,-0.006821922,0.018523138,0.18812951,-0.0686302,0.029664291,-0.019917618,-0.06739575,-0.020640228,-0.037912894,-0.06800638
Rpgrip1,-0.21698995,-0.2218693,-0.6025388,-0.23473793,-0.03322727,0.10769445,0.037820764,-0.30421767,-0.632387,-0.601861,0.30998743,-0.6240676,0.27350074,0.22999194,0.2692514,0.05475745,0.08700783,0.05159708,0.1367287,0.07178298,0.056208853,0.10994005,-0.00037022083,-0.045393143,0.09858997,-0.66835165
Chd8,0.050188787,0.011542907,-0.93354756,0.10135503,0.14496559,0.031569056,0.061400186,0.037322924,0.41250855,2.003487,0.04691547,1.5204506,0.23804781,-0.08517565,-0.06610829,-0.13905087,-0.14928699,-0.050614752,-0.08758833,0.070477046,0.12347864,0.019491557,-0.4451211,0.004348994,-0.065238036,0.7497711
Rab2b,0.032280453,0.04303058,-0.32923207,0.052667815,0.081338316,0.041032918,0.059990626,-0.013286604,-0.32206947,-0.3293947,0.09324428,-0.32406586,0.09486047,-0.10675403,0.005847059,-0.048806146,-0.036271393,-0.0013123008,-0.011146591,-0.32067698,0.30341876,0.012315831,0.0028602034,0.04484765,-0.009100801,-0.31343913
Sall2,-0.054049153,-0.07947117,-0.06608197,-0.042655755,-0.04332268,0.006776204,0.024258351,-0.036308408,-0.06848039,-0.06602751,-0.0706351,-0.06781189,0.04477884,-0.02760514,-0.06284798,0.045965247,-0.04858291,0.0801118,0.06919245,-0.06894667,-0.081844196,0.0033749922,0.93323815,-0.028458605,-0.070464306,-0.071370274
Trav3-1,0.00902024,-0.043083593,-0.055769358,0.033113297,-0.005140227,-0.011157348,-0.03259357,-0.043400697,-0.053496957,-0.05582096,-0.051455438,-0.054130327,-0.05350305,-0.01572201,-0.03678758,-0.016565975,-0.04072376,-0.0121030575,-0.011592594,-0.05305517,-0.040835243,-0.040200878,-0.04851118,-0.047577705,-0.05161726,-0.05075889
Trav8d-2,-0.029308828,-0.03816209,-0.05155967,0.01858367,0.001910332,-0.025723785,-0.027083458,-0.049639147,-0.04915976,-0.051614173,-0.04700369,-0.049828675,-0.0491662,-0.010341265,-0.031512797,-0.031205982,-0.035669845,-0.0054431926,-0.0049040862,-0.048693188,-0.035787582,-0.035117622,-0.043894228,-0.042908374,0.013356454,-0.046268057
Trav16d-dv11,-0.018732809,-0.043766584,-0.0447927,0.02790214,-0.040697444,-0.0023973363,-0.02122665,-0.04464561,-0.044608895,-0.044796877,-0.04444376,-0.044660125,-0.044609386,-0.012216406,-0.043257315,-0.0033761843,-0.043575704,-0.021492973,-0.04121936,-0.044573158,0.051164027,-0.04353341,-0.044205606,-0.0441301,-0.014203505,-0.044387415
Trav14d-3-dv8,-0.0068913465,-0.041240968,-0.04101733,-0.0044854805,-0.041909877,-0.0065735504,-0.0414259,-0.030513154,-0.041057393,-0.04101642,-0.04109338,-0.041046225,-0.041057285,-0.022515872,-0.041351963,-0.021433847,-0.04128257,-0.04178713,-0.04179613,-0.04106518,0.05344748,-0.04129179,-0.041145284,-0.041161742,0.01939822,-0.041105658
Trav16n,0.01702247,-0.08462122,-0.093881026,0.120368876,-0.056924943,0.045177303,-0.055195544,-0.05019239,-0.09222232,-0.093918696,-0.09073214,-0.09268464,-0.06952072,0.033532843,-0.080025524,0.0056172456,-0.08289869,-0.024854917,-0.061634764,-0.09189984,0.012202503,-0.08251701,-0.088583015,-0.08790164,-0.0514868,-0.0902237
Trav13n-4,-0.023681832,-0.033940896,-0.045032676,0.032329973,-0.0007651791,-0.0034441173,-0.024768965,-0.022364635,-0.043045804,-0.045077793,-0.041260805,-0.043599594,-0.03175612,0.030056965,-0.028435988,-0.008285778,-0.03187758,-0.006853118,-0.0064067952,-0.04265953,-0.031975057,-0.0314204,-0.0386865,-0.037870318,-0.041402295,-0.040651776
Trav14n-3,-0.002133129,-0.060464606,-0.06257067,-0.030805273,-0.05416535,0.06974513,-0.05872308,-0.051709834,-0.062193405,-0.06257923,-0.061854478,-0.06229856,-0.06219442,0.005813853,-0.05941936,0.01700126,-0.060072836,-0.047226775,-0.055236556,-0.06212006,0.03481815,-0.059986025,-0.06136568,-0.061210707,-0.061881345,-0.061738838
Trav7-4,-0.004768695,-0.044275038,-0.049603194,0.048868075,-0.028338438,-0.03932839,-0.039869126,-0.038294785,-0.04864876,-0.049624868,-0.047791302,-0.048914783,-0.04865132,0.015905894,-0.04163065,-0.022064926,-0.043283887,-0.014584091,-0.031048499,-0.048463207,-0.04333071,-0.04306427,-0.04655468,-0.046162613,-0.017592665,-0.047498744
Trav9-1,-0.031172384,-0.061714172,-0.08177305,0.07492128,-0.00171769,-0.033433292,-0.026148284,0.03743397,-0.078179896,-0.08185464,-0.07495182,-0.07918139,-0.07818954,-0.01931027,-0.05175884,-0.042492833,-0.057982776,0.04052024,-0.011920246,-0.077481344,0.13198277,-0.05715599,-0.07029633,-0.06882031,-0.0752077,-0.07385044
Trav10,-0.018198818,-0.044183422,-0.054435935,-0.01397199,-0.01351797,0.015054067,-0.035705492,-0.031871464,-0.0525994,-0.05447764,-0.050949465,-0.053111285,-0.05260433,0.00039229819,-0.039095048,-0.018924803,-0.04227623,-0.019145261,-0.01873271,-0.052242354,-0.04236633,-0.04185364,-0.048569944,-0.04781552,-0.05108025,-0.050386522
Trav7-5,-0.04168281,-0.050231405,-0.064163744,0.021228854,-0.008559507,0.035107892,-0.038710576,0.0011847547,-0.061668046,-0.06422042,-0.059425913,-0.062363658,-0.06167474,0.009035872,-0.04331671,0.003956098,-0.047639683,-0.016206546,-0.015645921,-0.061182845,-0.04776212,-0.04706542,-0.05619234,-0.055167135,0.025097338,-0.058660917
Trav13-1,-0.022013409,-0.06667934,-0.07774836,0.0049070017,-0.03357173,0.10147514,-0.057526242,-0.023301093,-0.075765565,-0.07779338,-0.07398423,-0.07631822,-0.075770885,-0.0015976479,-0.0053653126,-0.022650093,-0.064620264,0.01066141,0.029574452,-0.07538008,-0.06471754,-0.06416402,-0.07141521,-0.0706007,0.0169145,-0.07337646
Trav14-1,0.33242103,0.7530207,-0.9287838,0.090343766,0.36400658,-0.1536113,0.5650339,0.4447164,0.6495048,0.63248265,-0.7423085,-0.9145418,-0.2955965,-0.19038896,0.1103935,-0.26304215,0.21959823,-0.042858582,-0.21903157,0.05463477,-0.07069087,0.23768616,-0.8657155,1.3357921,-0.8789363,0.1331085
Trav15-1-dv6-1,-0.0149519695,-0.0633527,-0.06658465,0.06551411,0.05119962,0.02247389,0.007882058,-0.055558577,-0.06600571,-0.06659779,-0.06548558,-0.066167064,-0.032038793,0.007042254,-0.026442437,-0.025231158,-0.029428957,0.013033908,-0.055329744,-0.06589315,-0.06277988,-0.014903052,-0.06473548,-0.043738242,-0.03520662,-0.065308124
Trav9-2,-0.027669929,-0.043154992,-0.055702638,0.009998169,-0.0056247558,-0.011331754,-0.032779187,-0.022261556,-0.053454973,-0.055753674,-0.051435683,-0.05408145,-0.053461004,-0.015886808,-0.03692753,-0.03664018,-0.040820852,-0.00068083184,-0.012006869,0.6174073,0.053895324,-0.040303666,-0.048523486,-0.047600172,0.039241374,-0.050746724
Trav4-3,-0.0203592,-0.03642293,-0.038101524,0.045987308,-0.03140222,-0.003395035,0.0013367545,-0.027328297,-0.037800837,-0.038108353,-0.0375307,-0.037884645,-0.037801646,-0.016435457,-0.035589833,-0.015637562,-0.036110673,-0.032323547,-0.032256003,-0.03774238,-0.036125425,-0.036041483,-0.037141114,-0.037017595,-0.007317608,-0.037438534
Trav14-2,-0.029893842,-0.06421169,-0.07762015,0.0288563,-0.02410673,0.0067284764,-0.053124063,-0.054553486,-0.07521829,-0.077674694,-0.07306047,-0.07588775,-0.041229792,-0.014430244,0.0130605,-0.057249933,-0.061717417,-0.011439085,0.045927793,-0.07475134,0.03307248,-0.013447958,-0.06994848,-0.045699384,-0.012562598,-0.07232424
Trav15-2-dv6-2,-0.034871653,-0.055636726,-0.0636589,0.005158274,-0.03164225,-0.03422883,0.081282385,-0.041390985,-0.062221885,-0.063691534,-0.060930878,-0.06262242,-0.01695207,-0.033945587,0.044753086,-0.031517606,-0.020855328,-0.014146483,-0.035722572,-0.061942514,-0.054214925,0.0027636397,-0.059069,0.011223477,-0.061033215,-0.0604904
Trav3-3,0.0014674711,-0.0759896,-0.07849065,-0.0010989122,-0.06850889,0.046762794,-0.055767912,-0.035831995,-0.07804264,-0.07850083,-0.077640146,-0.07816751,-0.044034783,-0.042909883,-0.07474831,0.0071210046,-0.075524345,-0.059071567,-0.069781005,-0.07795554,0.034040514,-0.05877544,-0.07705967,-0.076875634,-0.020975247,-0.07750282
Trav4-4-dv10,-0.028853217,-0.044719573,-0.060664564,0.002266092,0.0029721966,-0.004103136,-0.005304572,-0.026713729,-0.057808332,-0.060729425,-0.055242307,-0.058604434,-0.057816,-0.015171201,-0.036805987,0.021263903,-0.041753452,-0.0057795234,-0.0051379115,-0.057253048,-0.041893575,-0.04109623,-0.051541615,-0.050368313,-0.055445712,-0.054366805
Trav5-4,-0.010433358,0.4974017,-0.0756652,-0.022322822,-0.021724302,0.066429876,-0.050973434,-0.010304458,-0.073244154,-0.07572018,-0.07106909,-0.07391895,-0.07325065,-0.03518488,-0.05544178,-0.055132262,-0.059635434,-0.029142587,-0.028598731,-0.07277347,-0.059754208,-0.05907835,-0.06793225,-0.066937715,-0.071241505,-0.070326984
Trav6-7-dv9,-0.02723937,-0.05712516,-0.064240366,0.026454184,-0.035843436,-0.00433485,0.011121201,-0.031545162,-0.06296582,-0.06426931,-0.061820768,-0.06332107,-0.06296924,-0.022884449,-0.053593844,0.0065992535,0.008226103,-0.010186889,-0.039462447,-0.062718034,-0.0558641,-0.0050860746,-0.06016939,-0.059645824,0.059324145,-0.06143009
Trav7-6,-0.012975567,-0.039628826,-0.05192866,0.035196647,-0.0028397902,-0.02820967,-0.029457936,0.013108703,-0.04972539,-0.051978696,-0.047745977,-0.050339494,-0.0497313,-0.03140553,-0.033524353,-0.020340126,-0.037340783,0.031534974,-0.00909586,-0.049297042,-0.037448876,-0.011678846,-0.04489129,-0.043986216,-0.04790288,-0.047070622
Trav8-2,-0.025721794,-0.044246633,-0.055849276,0.010270273,-0.009542895,-0.013668779,-0.034652255,-0.043637235,-0.053770892,-0.05589648,-0.05190368,-0.054350194,-0.008538723,-0.036489457,-0.0032510452,-0.018278938,-0.011433483,-0.015911235,-0.015444354,0.61687064,-0.042190246,-0.01643743,-0.04921081,-0.0019508398,-0.052051693,-0.05126661
Trav16,-0.03110923,0.18008639,-0.11756071,-0.017946819,-0.08527742,0.056640826,-0.0009159305,-0.0739393,-0.116111726,-0.117593616,0.7281851,-0.116515584,-0.004973199,0.045750182,-0.058156148,-0.050662644,-0.046550702,-0.001083151,-0.08939172,-0.11583003,0.029989611,0.021474434,-0.112932585,-0.03218475,0.0579318,4.942392
Trav13-4-dv7,-0.013519459,-0.05619799,-0.070396446,0.017512707,-0.01373014,0.0015376471,-0.02748714,-0.047233447,4.963862,-0.0704542,-0.06556812,-0.06856197,-0.011235644,-0.036038958,-0.04915122,-0.015669435,0.0040448923,0.027480282,-0.020951908,-0.067358606,0.00677014,-0.0025321157,-0.062272776,-0.0047922237,-0.06574924,-0.064788505
Trav14-3,-0.019328047,-0.060253207,-0.06337778,-0.05104591,0.15000488,0.054132078,-0.025923029,-0.052372582,-0.06281808,-0.06339049,-0.06231524,-0.06297408,-0.028861562,0.0012631739,-0.058702465,-0.024250852,-0.026371768,-0.012735218,-0.0524968,-0.062709264,0.035218257,-0.046538096,-0.061590053,-0.061360132,-0.0027871465,-0.062143676
Trav17,-0.031716563,-0.039609127,-0.040676814,-0.01795196,-0.03641565,-0.018418744,0.02083779,-0.019453123,-0.040485557,-0.040681157,-0.040313736,-0.040538866,-0.006603972,-0.021820253,-0.039079227,-0.01913463,-0.009809726,-0.0068234755,-0.03695871,-0.040448375,-0.039419893,-0.039366502,-0.040065933,-0.016799973,-0.040327355,-0.040255107
Trav19,-0.038864598,-0.054167766,-0.07102211,-0.0045025027,-0.0037561292,0.026847605,-0.040230703,0.0053493185,-0.068002984,-0.07109067,-0.065290615,-0.06884449,-0.034037456,-0.042899475,-0.045802873,-0.005486676,-0.051032487,-0.0036773614,0.065383166,-0.06741603,-0.051180605,-0.050337788,-0.061378874,-0.060138658,-0.0048539382,-0.064365186
Trav21-dv12,-0.033786863,-0.07079296,-0.07779311,0.02050911,-0.049855396,-0.032356292,0.054531846,-0.034496356,-0.076539166,-0.07782158,-0.07541264,-0.076888666,-0.031203035,-0.03384008,-0.050578307,-0.031790912,0.026176171,-0.009333748,-0.053415883,-0.07629538,-0.069552295,0.006523837,-0.073787965,0.015806884,-0.04515173,4.962118
Trdv1,-0.051426847,0.40674537,-0.10929368,0.06582896,-0.08610503,0.0077983867,-0.0019703899,-0.004974375,-0.10825289,-0.10931732,-0.10731785,-0.10854298,0.013774271,-0.045766115,-0.015150304,-0.033273064,0.0709684,-0.030243099,-0.08906028,-0.10805055,-0.1024537,0.0936902,-0.105969355,0.03442513,-0.076943986,-0.10699883
Trav22,-0.0327572,-0.08266872,-0.118464254,0.022811238,0.024396399,-0.02717727,-0.002759921,-0.060268123,-0.112052195,-0.11860987,-0.10629162,-0.113839395,0.12680604,-0.045546792,-0.06490321,-0.031384762,-0.031739663,0.0047493204,0.0061897,-0.11080561,-0.07632453,0.06665618,-0.09798379,0.042795736,-0.106748246,-0.104326166
Trdv2-2,-0.015194818,-0.041591216,-0.19745703,0.02496581,-0.028559262,0.0028899957,0.04097984,0.09306811,-0.19147944,-0.1975928,-0.1861092,-0.19314554,0.089182325,-0.08350033,-0.057305977,-0.03052572,-0.02819927,-0.0122371735,0.15023348,-0.19031733,0.07848331,0.055534475,-0.17836429,0.08738751,-0.18653488,-0.18427692
Trdv4,-0.043665167,0.50140405,-0.06294521,0.015362248,-0.040664557,-0.05217954,0.07605384,-0.051587302,-0.06194518,-0.06296792,-0.061046757,-0.062223915,-0.050630074,-0.05363009,0.033812255,-0.021867549,0.002275019,4.3239605e-05,-0.04350409,-0.061750762,0.0385358,0.019528262,-0.059751064,-0.012872196,-0.061117973,-0.060740225
Trdc,-0.117134415,0.77146536,-0.8075588,0.14905718,0.19080903,-0.22165376,0.32798326,0.07394344,1.3542999,-0.8078003,-0.4614462,-0.79988724,0.758122,-0.15182848,0.14460845,-0.10992896,0.28563032,-0.08852652,-0.15527678,0.021641115,-0.27168453,0.19662641,-0.48983535,0.4061364,-0.73983103,0.955063
Trdv5,0.0044816635,-0.09469233,-0.11074799,0.05787822,-0.04666956,0.024589974,0.08335224,-0.0872346,-0.107871935,-0.1108133,-0.1052881,-0.10867356,-0.0055514025,-0.045640223,-0.015912294,-0.04184678,0.04751858,-0.008382314,-0.054835957,-0.10731279,-0.09184672,0.0050529833,-0.101561725,0.14322744,-0.10549291,-0.10440652
Trac,0.2843094,0.8163177,0.015805358,0.039587606,0.46811953,0.28837177,0.58434266,0.21689834,-0.32209116,-0.54321784,-0.77879566,0.016372772,-0.52450377,-0.2822194,0.05332811,-0.005866256,0.4180854,-0.3241267,-0.45304707,-0.24804527,0.09786438,0.340263,0.07858147,0.8394226,-0.65337485,-0.71014774
Mmp14,-0.034880336,-0.06955003,-0.052397285,-0.12009461,-0.1208542,-0.028843116,-0.07183338,-0.012647968,-0.05546986,-0.05232751,-0.05823025,-0.054613456,-0.044151682,-0.0145190265,-0.078063026,0.031227088,0.028701829,0.12760474,-0.03814459,-0.056067206,-0.015288328,-0.073447816,-0.062211253,0.07604455,-0.027697442,-0.059172068
Cdh24,-0.02648843,-0.0235449,-0.20242934,0.01101015,0.014548794,0.059576467,0.113371335,-0.030331468,-0.1995473,-0.20249479,-0.1969581,-0.2003506,0.07753525,-0.028715622,-0.07924036,-0.021458356,-0.07076534,0.0059546344,0.03902897,-0.19898699,0.026360242,-0.0071015395,-0.19322397,0.029103236,0.007976577,-0.1960747
Bcl2l2,0.010183207,0.24099703,-0.14476764,0.032208722,-0.01105854,-0.07806459,-0.07048813,-0.003446789,-0.14086223,-0.14485633,-0.13735363,-0.14195077,0.0069025876,-0.06551641,0.022652447,-0.035876844,-0.03829055,0.010606434,0.020613786,-0.14010297,0.33532822,0.017257025,-0.13229355,0.024116868,-0.13763174,-0.13615653
Zfhx2,0.23417592,0.30046645,4.338828,0.16056971,0.17308897,-0.06940149,0.079434104,0.27362022,-0.4889841,-0.51161367,-0.46910518,-0.49515143,-0.17222972,-0.2071772,-0.09362178,-0.2003923,-0.12804773,0.017660232,0.051575713,1.2815179,0.06126687,0.077390485,0.226828,0.30143118,-0.16212995,0.9489914
Thtpa,0.17729844,0.6319623,-0.36005786,0.028821856,0.10639289,-0.070558175,0.0375949,0.01194977,-0.35532144,-0.36016545,-0.35106623,-0.35664156,-0.15596803,-0.036580894,-0.028551323,-0.009536865,-0.0057914043,0.031338725,-0.10140808,1.4329346,0.10340306,0.256167,-0.04341276,0.052626412,-0.16932562,-0.34961444
Dcaf11,0.034843117,0.18570149,-0.59940106,0.093400404,0.23296158,-0.017953558,0.046993803,0.046743512,-0.58836365,5.3052945,0.029075457,-0.59144,0.01177589,-0.18431604,-0.12660381,-0.09954017,-0.023997663,-0.025499867,-0.14274651,0.41030535,0.234735,0.24027379,-0.07051864,-0.011144915,0.027772723,0.8748549
Rnf31,0.0116733955,0.19117731,-0.4634703,0.06124103,0.18225703,0.09982756,0.1994761,-0.022842325,-0.46088096,-0.4635291,-0.37152538,-0.4616027,-0.04807029,-0.009785779,-0.051063012,-0.08260783,-0.060841102,-0.07216349,0.011012832,0.009090453,0.11119326,0.075836025,-0.18740927,-0.044167046,-0.027719649,0.9710536
Irf9,0.124203034,0.27014357,-0.9695471,0.14851147,0.47554377,0.07175137,0.30644295,-0.0999492,0.90965986,-0.9700844,0.027589358,3.4346998,-0.030431101,-0.25420994,-0.15167366,-0.17269607,0.035388615,-0.13873146,-0.066842444,-0.26365992,0.18868381,0.20827596,0.5461072,0.27630216,-0.07985093,0.6479602
Tssk4,-0.060987566,-0.08934105,-0.09914779,-0.027700847,0.07503992,-0.05135596,0.07559346,-0.023569921,-0.0973911,-0.09918768,-0.09581291,-0.097880736,-0.01788874,-0.014358676,-0.035078127,0.021510955,-0.016480794,-0.024283504,0.18186048,-0.09704958,-0.087602966,0.061259914,-0.093536854,0.01897267,-0.065531105,-0.09527445
Ltb4r1,0.08368133,0.78879875,-0.17778414,0.0504411,-0.026772868,-0.100161165,-0.07362946,0.11782069,2.3215396,-0.17755508,-0.19693299,-0.18505955,-0.18784393,0.06342526,0.00022336208,0.17312881,0.06464883,0.048652593,-0.025840081,-0.18983202,-0.13447171,-0.19755578,-0.21000208,0.07321096,-0.19621466,-0.20002486
Khnyn,0.12620644,0.5537492,-0.5121244,0.13857697,0.1555924,-0.017549392,0.04336963,0.107131116,-0.50356746,-0.51231873,-0.49588,-0.5059525,-0.12480967,-0.111234635,-0.03466977,-0.047270916,-0.038692627,0.0064495783,-0.01268086,-0.17953257,-0.023301013,-0.082645744,-0.17530787,0.34577724,-0.22477855,2.1637642
Cma1,-0.11900312,-0.106918186,-0.15290266,0.028585881,0.030622246,0.005421472,-0.06165417,0.26676467,-0.14466545,-0.15308973,-0.13726518,-0.14696136,-0.14468755,-0.044301286,-0.060298987,-0.039425965,-0.08680567,0.008483613,0.0072331424,-0.14306404,-0.09876817,-0.096468665,-0.12659258,-0.09287272,-0.13785177,-0.13474026
Gzmc,0.0069846786,-0.1411637,-0.0752231,0.020553809,-0.118756734,0.07814771,-0.09235737,-0.08467561,-0.08703506,-0.07495487,-0.09764688,-0.08374278,-0.087003365,0.12681277,0.020078484,0.090805784,-0.011438316,-0.019270936,-0.15861776,-0.089331456,-0.15285064,-0.15614806,0.42485893,0.016656192,-0.07540091,-0.101267524
Gzmb,0.29463348,0.67051417,-0.5134832,-0.20687252,-0.3307951,0.47073698,0.042732548,0.36800846,0.6350242,0.4356525,-1.2494456,-0.7217757,-1.3190305,0.5939916,0.29803795,0.77342963,0.5943545,-0.20841685,-0.748897,-1.2671549,-1.4562751,-1.475025,1.0847708,0.8129134,-1.1859063,-1.3134271
Parp4,0.08064934,0.15702513,2.9441469,0.09208729,0.17401198,-0.024269575,0.05707233,0.08074171,-0.6714269,-0.6781947,0.26282904,-0.67327136,-0.047477342,-0.16489486,-0.09651704,-0.010380126,0.091003835,-0.12364246,0.010121243,0.4633352,0.08897354,0.06386091,0.03959597,0.22946227,-0.13532148,-0.66345334
Zmym5,-0.03105552,0.32130486,-0.66077334,0.14110014,0.19391675,0.012128201,0.11077903,0.14292856,-0.65033925,-0.6610103,-0.017542258,-0.6532475,0.08468377,-0.11316189,-0.15971434,-0.13246226,-0.1623845,0.0027758111,0.03916674,-0.018017856,0.196421,0.11740953,-0.20382488,-0.035595015,-0.0020206326,0.4242933
