gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Gm14521,,
Rftn1,0.999,0.999
Gm47449,,
Slc26a5,,
Slc16a8,,
Dhx8,0.999,0.999
Camk2n1,0.999,0.999
Gm11637,,
Gm9395,,
Rps10-ps4,,
Itga7,0.999,0.999
Leng9,0.999,0.999
Asb13,0.999,0.999
Gm7195,,
Gm43304,,
Olfr104-ps,,
Zfp26,0.999,0.999
Gm12883,,
Tor1a,0.999,0.999
Gm15349,,
Palld,,
Nexn,,
Nat8f2,,
Rpl12-ps2,,
Gm32536,,
Acnat1,,
Gm7341,,
Ubfd1,0.999,0.999
Med1,0.999,0.999
Tnn,,
Gm8532,,
Gm12455,,
Opa1,0.999,0.999
Ap3m2,0.999,0.999
Gm29977,,
Gm14529,,
Tmem200b,0.981,0.981
Slc30a4,0.999,0.999
Olfr1388,0.999,0.999
Gm21738,0.999,0.999
Gm15531,,
Gm13182,,
2310022B05Rik,0.999,0.999
Gm11439,,
Gm7351,,
Sis,,
Gm10653,0.999,0.999
Spdl1,0.999,0.999
Gm4486,,
Rasgrp1,0.999,0.999
Clpp,0.999,0.999
Taf1b,0.999,0.999
Gm49820,,
Ccdc103,,
Tas2r117,,
Fam174b,0.999,0.999
Sytl2,0.969,0.969
Gm14766,,
Ubr2,0.999,0.999
Gm6640,,
Cstdc2,,
Ccnb1,0.999,0.999
St8sia1,0.999,0.999
Gm48567,,
Gm28533,,
Mettl24,,
Nod2,0.999,0.999
Wnt5a,,
Olfr1506,,
Pigt,0.999,0.999
Brat1,0.999,0.999
Olfr1150-ps1,0.999,0.999
Gm21957,,
Gm43596,,
Fam169a,,
Serpina5,,
Faah,0.999,0.999
Olfr1426,0.999,0.999
Dnajb7,,
Nudt4,0.999,0.999
Camk4,0.999,0.999
Cst7,0.999,0.999
Gm30302,,
Igkv4-74,,
Gm36796,,
Gm5002,,
Cd7,0.999,0.999
Gm12740,,
Rwdd4a,0.999,0.999
Npsr1,,
Gm17428,,
Ak8,,
Rpl31-ps13,,
1700025F22Rik,,
Mybbp1a,0.999,0.999
Dnajb2,0.999,0.999
Erbb2,0.999,0.999
Gm17917,,
Slc40a1,0.999,0.999
F2rl3,0.999,0.999
Tcp1-ps1,,
Ighv5-18,,
Cope,0.999,0.999
H2afy2,,
Angpt4,,
Gm18556,,
Gm48082,0.999,0.999
Cyp2a21-ps,,
Snx17,0.999,0.999
Ighd5-5,,
Ppp2r3a,0.999,0.999
Gm10156,,
Hspa1a,0.999,0.999
Gm49404,,
Calm5,,
Eif3e,0.999,0.999
Prdm14,,
Gm5181,,
Gm2182,,
Gm12401,,
Olah,,
Gm44108,,
Gm7040,,
Sfrp2,,
H2-M1,,
Gm14654,0.999,0.999
mt-Nd5,0.999,0.999
Mdm1,0.999,0.999
Gm3221,,
Gm48033,,
Gm18135,,
Gm48528,,
Wwc2,,
Gpalpp1,0.809,0.809
Trbv22,,
Hbb-bh1,,
Gm19184,,
Gm48886,,
Crabp1,,
Nkx6-3,,
Gm44790,,
Gm6852,,
Gm15480,,
Snapc3,0.999,0.999
Tmem215,,
Gm13831,,
Gm9520,,
Cd99l2,0.999,0.999
Gm8959,,
Enc1,0.999,0.999
Gm49739,,
Apoa1,,
Nufip2,0.999,0.999
Gm7551,,
Olfr1147-ps1,,
Gm9081,,
Scgb1b12,,
Gm14296,0.999,0.999
Acan,,
Gm14714,,
Gm4881,,
Gm17948,,
Gm20428,,
Maml1,0.999,0.999
Pno1,0.999,0.999
Gm6583,,
Gm5267,,
Cenph,0.999,0.999
Fdft1,0.999,0.999
Gm19653,,
Ccdc88c,0.999,0.999
Gm6623,,
Gm14610,,
Gm48517,,
Gm6031,,
Tmem222,0.999,0.999
Ptf1a,,
Gm14833,,
Tpt1-ps5,,
Csde1,0.999,0.999
Hsd17b3,,
AC133523.1,,
Traj43,0.999,0.999
Gm47385,,
Gm17867,,
Defa32,,
Olfr1051,0.999,0.999
Ang6,,
Cd3g,0.999,0.999
Catsperd,0.999,0.999
Vmn2r-ps75,,
C18orf63,,
Vmn1r-ps140,0.999,0.999
Ddx20,0.999,0.999
Mfap3l,,
Gm12874,,
Commd8,0.348,0.348
Golt1a,,
Chrna5,,
Kcna7,,
Olfr654,0.999,0.999
Gm6983,,
Ighv12-3,,
Snx25,0.999,0.999
Clec4e,,
Fabp3,,
Gm18177,,
Gm2959,,
Maml2,0.999,0.999
Rnps1,0.999,0.999
Gm49777,,
Aak1,0.999,0.999
Gm47399,,
Gm47361,,
Vmn1r95,,
Gm28921,,
Gm18796,,
Mex3b,0.999,0.999
Igkv1-115,,
Olfr215,,
Gm44665,,
Gm2796,,
Gm47180,,
Tsacc,0.999,0.999
Gm43744,,
Dnajc16,0.999,0.999
Gm28920,,
Ywhaq-ps1,,
Git2,0.999,0.999
Nlrp4b,,
Oser1,0.999,0.999
Med13,0.999,0.999
Gpatch3,0.999,0.999
Gm11020,,
Igkv5-43,,
Gm47222,,
Gm5793,,
BC034090,,
Stmn3,,
Odaph,,
Trim34a,0.999,0.999
Dock11,0.999,0.999
Fcrl1,0.999,0.999
Zfp536,,
Fchsd1,0.999,0.999
Gm49545,,
Ghrl,,
Igkv3-3,,
Gm6072,,
Plekhj1,0.999,0.999
Gak,0.999,0.999
Ntf5,0.999,0.999
AC117232.1,,
Actl11,,
Birc6,0.999,0.999
Pex14,0.999,0.999
Arfgap2,0.999,0.999
Gm7682,,
Gm5063,,
Cd40,0.999,0.999
Trim66,,
Gm7622,,
Vsig8,,
Ano1,,
Gm35619,,
Gm18605,,
Rpl31-ps25,,
Gm46577,,
Mctp2,0.999,0.999
Isg15,0.999,0.999
Gm21924,,
Ighv1-25,,
Rps29,0.999,0.999
Mosmo,0.999,0.999
Perp,0.999,0.999
Tubd1,0.999,0.999
AY761184,,
Olfr819,,
Cpt2,0.999,0.999
Enpp5,0.999,0.999
Gm37882,,
Sema5a,0.999,0.999
Cln3,0.999,0.999
Tnfsf12,,
Cfap58,,
Gm7768,,
Rab42,,
Spdef,,
H2afb1,,
Rnf128,,
Gm6076,,
Gm14925,,
Fam171a2,,
Gm36259,,
Lcmt1,0.999,0.999
Slc12a2,0.999,0.999
Olfr1402,,
Inpp5d,0.999,0.999
Gm12306,,
Enpep,,
Mettl7a2,,
Gm4459,0.999,0.999
Adm2,,
Cd248,,
Gm12467,,
Tas2r140,,
Gm3055,0.999,0.999
Emp1,0.999,0.999
Gm45048,,
Gm49892,,
Olfr1370,,
Gm15823,0.999,0.999
Pcnx,0.999,0.999
Sox5,0.999,0.999
Slc35c2,0.999,0.999
Gm45007,,
Gm49215,0.999,0.999
Kdm4b,0.999,0.999
Klk1b5,,
Gm20997,,
Gm17807,,
Smyd2,0.999,0.999
Dnase2a,0.999,0.999
Gm14802,,
Gm15694,0.999,0.999
Gm47844,,
Gm28508,,
Sacs,0.999,0.999
Gm48158,,
Gm13967,,
Bnip3l-ps,,
Gm26989,,
Gm2495,,
Timm8a2,0.999,0.999
Gm5072,,
Clec16a,0.999,0.999
Gm18155,,
Gsg1l2,,
Rcn2,0.999,0.999
Gmnn,0.999,0.999
Wbp1l,0.999,0.999
Slc26a9,,
Ube4b,0.999,0.999
Trim8,0.999,0.999
Fbxw15,,
Gm15885,,
Nfic,0.999,0.999
Rras2,0.999,0.999
Gpr21,0.999,0.999
Gm15715,,
Btaf1,0.999,0.999
Sdhaf4,0.999,0.999
Gm49013,,
Tax1bp3,0.999,0.999
Rbmx,0.998,0.998
Gm773,,
Olfr721-ps1,,
Adh6b,,
BC017158,1.0,1.0
Prg3,,
Ddit4l,,
Bub1,0.999,0.999
Grap2,0.999,0.999
Mta2,0.999,0.999
Mdh2,0.999,0.999
Gm18041,,
Gm19078,,
Nt5c1a,,
Gm5599,,
Frg2f4,,
Hspd1,0.999,0.999
Actr3b,,
Fam155a,,
Arhgef38,,
Gm19563,,
Gm12646,,
Capn2,0.999,0.999
Parp10,0.999,0.999
Zfp160,0.999,0.999
Prpf38a,0.999,0.999
AC100212.4,,
Gm7927,,
Tas2r143,,
Zfp109,0.999,0.999
Vmn1r35,,
Hsd17b1,,
Gm7082,,
Fbxo17,0.999,0.999
Gm7941,,
Txnrd2,0.999,0.999
Ache,,
Kif22-ps,,
AL732309.1,0.999,0.999
Bin1,0.999,0.999
Gm9294,,
Adsl,0.999,0.999
Hs3st1,,
Gm8203,0.999,0.999
Tmem168,0.999,0.999
Olfr1480,,
Gm21959,,
Olfr441,,
Gm15796,,
Olfr970,,
2410004P03Rik,0.999,0.999
Rhox3b-ps,,
Gm49993,,
Olfr695,0.999,0.999
Gm18679,,
Gm1993,,
Gm18188,,
Traf3,0.999,0.999
Gm42714,,
Gm28368,,
Ugt2a3,,
Dctn4,0.999,0.999
Gm49141,,
Btbd35f11,,
Gm3404,,
Gm28766,,
Gm8112,,
Gm6274,,
Panx3,,
Serac1,0.999,0.999
Art5,,
Gm5997,,
Gm5982,,
Tap2,0.999,0.999
Capza2,0.999,0.999
Gm8893,,
Gm3454,,
Ndufaf5,0.999,0.999
Gm11500,,
LOC667541,,
Ccnb1ip1,0.999,0.999
Gm9142,,
Csnk1g3,0.999,0.999
Gm14815,,
Gm12400,,
Gpr68,0.999,0.999
Gm14082,,
Gm6474,,
Defa23,,
4930444G20Rik,,
Gm48955,,
Gm14390,,
Gm4125,,
Gm32111,,
Gpihbp1,,
Cdc25a,0.999,0.999
Sh2b2,0.999,0.999
Gins3,0.999,0.999
Gm6599,,
Pvalb,,
Cdkn2aipnl,0.999,0.999
Igkv9-128,,
Gm11318,,
Dus1l,0.999,0.999
Gm19084,,
Aqp3,0.999,0.999
Gm9111,,
Ighv1-82,,
Folr1,,
Ryr1,0.999,0.999
Gm29576,,
Rbm12b1,0.999,0.999
Gm19046,0.999,0.999
Ptpn7,0.999,0.999
A030014E15Rik,,
Gm6722,,
Gm9083,0.999,0.999
Gm49082,,
Gm7812,,
Gm765,,
Rimkla,0.999,0.999
Gm14879,,
Wdhd1,0.999,0.999
Gm50027,,
Sox9,,
A230072I06Rik,,
Apex2,0.999,0.999
Acpp,0.999,0.999
C3,0.999,0.999
Chil5,0.999,0.999
Gm18913,,
Vmn1r-ps106,,
Gm7334,0.999,0.999
Gm18073,,
Gm7534,,
Gm18067,,
Gm21739,,
Gm14298,,
Gm37797,,
Gm9236,,
Epn2,0.999,0.999
Oaz3,0.999,0.999
Gm8168,,
Gm20763,,
Gm8225,,
Gm27156,,
Olfr437,,
Gm49652,,
Ndc80,0.999,0.999
Hpcal4,,
Gm8990,,
Gm17545,,
Nsd1,0.999,0.999
Zfp651,0.767,0.767
Gm14137,,
Gm9733,,
Pfpl,,
Gm4945,,
Mat2a,0.999,0.999
Smok3b,,
1810022K09Rik,0.999,0.999
Gm7507,,
Gm13526,,
Upf3a,0.999,0.999
Rarres1,,
Camk2d,0.999,0.999
Gm9300,,
Dio3,,
Mfsd2b,0.999,0.999
Rrs1,0.999,0.999
Gm6764,,
Fkbpl,0.999,0.999
Gm37723,,
Wdr24,0.999,0.999
Pde6h,0.999,0.999
Gpr149,,
2610528J11Rik,,
Dcaf13,0.999,0.999
Gm12191,0.999,0.999
Padi6,,
Gm13194,,
Inhbe,0.999,0.999
Il17re,,
Atp5g2,0.267,0.267
Scgb1c1,,
Gm5798,,
Tmem131,0.999,0.999
Olfr981,0.999,0.999
Gm6939,0.999,0.999
Gm8634,,
Gm31663,0.999,0.999
Trmt112-ps2,0.999,0.999
Gm11792,,
Gm15571,,
Tigd4,,
Top2a,0.999,0.999
Gm12933,,
Pnmt,,
Zdhhc18,0.999,0.999
Renbp,0.999,0.999
Fam161a,0.999,0.999
Fam110c,,
Kif18b,0.999,0.999
Stip1,0.999,0.999
Duxbl2,,
Gm11550,,
Cck,,
Gm20257,0.577,0.577
Msrb1,0.999,0.999
Sytl5,,
Gm49491,,
Gm5229,,
Hyi,0.999,0.999
Igkv12-89,,
Ilvbl,0.798,0.798
Gm19119,,
Gm15242,,
Gm48348,0.999,0.999
Copb1,0.999,0.999
Gm6408,,
Gm43440,,
Camk2g,0.999,0.999
Olfr1470-ps1,,
Trim9,0.999,0.999
9930104L06Rik,0.999,0.999
Rpusd2,0.999,0.999
Nos1,,
Gm8114,,
Gm10443,0.999,0.999
Ppic,0.999,0.999
2310011J03Rik,0.999,0.999
Mup20,,
Thegl,,
Tssk4,0.999,0.999
Trpc5,,
Pwwp3a,0.999,0.999
Nap1l2,,
Myh3,,
Mageb16,,
Taf1d,0.999,0.999
Gm11757,,
Bid,0.999,0.999
Gm14253,,
Gm29644,,
Strbp,0.999,0.999
Fbxw19,0.999,0.999
Gm50018,,
Gm49605,,
Rab3il1,0.999,0.999
Pikfyve,0.999,0.999
Hspb8,,
Apoa5,,
Colec11,,
Pcdha12,,
Psmd10,0.999,0.999
Gm48994,,
Fam240a,,
Gm42927,0.999,0.999
Trappc3,0.999,0.999
Mtif2,0.999,0.999
Gm7656,,
Hsd11b2,,
AC138134.2,,
Gba,0.999,0.999
Gm16976,0.999,0.999
Ap3s1-ps2,0.999,0.999
Dnaic2,,
Gm6071,,
Tmem216,0.999,0.999
4922502D21Rik,,
C1ra,0.999,0.999
Gm20399,,
Kctd19,,
Gm9833,,
Trav13n-1,,
Gbp4,0.935,0.935
Gm8810,,
Gm7143,0.999,0.999
Krtap12-1,,
Gm4886,,
Arhgap44,,
Gm18595,,
Clasp1,0.999,0.999
Taar3,,
Zfp809,0.999,0.999
Lalba,,
Arf1,0.999,0.999
Nusap1,0.999,0.999
Echdc1,0.999,0.999
Vmn2r-ps99,,
Vmn2r-ps15,,
Olfr979,0.999,0.999
Gm37339,,
Atp8b4,0.999,0.999
Gm44910,,
Prss28,,
Trav6-6,,
Olfr420,0.999,0.999
Vti1b,0.975,0.975
Gm45522,,
Psg26,,
Gm50052,,
Ppp1ca,0.999,0.999
Gm21411,,
Plagl1,,
Mtfr2,0.999,0.999
Cabp5,,
Tas2r134,,
Gm13050,,
Rpl17-ps5,0.999,0.999
4930432E11Rik,,
Gm17662,,
Spast,0.999,0.999
Sit1,0.999,0.999
Phrf1,0.999,0.999
Gm21777,,
AC152396.1,,
Gm5324,,
Fgf4,,
Zfp958,0.999,0.999
Gm18114,,
Gm43432,,
Gm5781,,
Aaas,0.999,0.999
Gm15143,,
Gm18722,,
AC116871.4,,
Gm13518,,
Nudt2,0.999,0.999
Olfr679,,
Acbd6,0.999,0.999
Pcyox1l,0.999,0.999
Nfkb1,0.999,0.999
Gm4602,,
Gm14140,,
Csf2,,
Gm29575,,
Gm18833,,
Ap3s2,0.999,0.999
Tnks,0.999,0.999
Ptp4a2,0.999,0.999
Atp6v1g3,,
Trav9n-1,,
Gm42957,,
Gm48484,,
Mug-ps1,,
Sema6d,0.999,0.999
Lpar2,0.882,0.882
Gm11699,,
Gm5125,,
Gpsm2,0.999,0.999
Kbtbd4,0.999,0.999
Vmn1r-ps8,,
Ypel3,0.999,0.999
Tmem217,,
Gm41041,,
Gm4561,,
Gm44917,,
Gm27189,,
Trim30e-ps1,,
Gm11633,,
Gm7559,,
Gm39566,,
Gm6509,,
Gm17063,,
Prmt3,0.999,0.999
Gm13161,,
Dmrtc1c1,,
Slc27a3,0.999,0.999
Gm11808,0.999,0.999
Scel,,
Batf3,,
Gm47841,,
5530401A14Rik,0.999,0.999
Gm7337,,
Gm8178,,
Gm49393,,
Faim,0.999,0.999
5430427O19Rik,0.999,0.999
Gm3442,,
Atad3a,0.999,0.999
Ifnk,,
Vasn,,
Tyw1,0.999,0.999
Gm7853,,
Gm13723,,
Gm49737,,
Eaf1,0.999,0.999
Gm14358,,
Sema4g,0.999,0.999
Atp8b2,0.999,0.999
Prss21,,
Gm45796,,
Tnfsf9,0.999,0.999
Gm48580,,
E2f3,0.999,0.999
H2-Q6,0.999,0.999
Gm48774,0.995,0.995
Bbip1,0.999,0.999
Rassf8,,
A130010J15Rik,0.999,0.999
Hdgfl3,0.999,0.999
Pstpip1,0.999,0.999
Gm47909,,
Gm26976,,
Ddhd2,0.999,0.999
Hipk4,0.999,0.999
Figla,,
Igkv4-83,,
Lor,,
Gm45473,,
Spata31,,
Acot2,0.999,0.999
2700081O15Rik,0.999,0.999
Vmn1r55,0.999,0.999
Gm38295,,
Gm3785,,
Klrg1,0.002,0.002
Olfr1483-ps1,,
Tas1r2,,
Gm20537,0.999,0.999
Trim7,0.999,0.999
Ighv5-12,,
Traj7,0.999,0.999
1700018G05Rik,,
Gm12640,,
Vmn1r-ps15,0.999,0.999
Svs3a,,
Gm37085,,
Vmn1r-ps148,,
Olfr1064-ps1,,
Atp4a,,
Gpat2,,
Gm48120,,
Gm48552,0.999,0.999
Gm29470,,
Qtrt1,0.999,0.999
Med22,0.999,0.999
Trps1,0.999,0.999
Muc5ac,,
Mx2,0.999,0.999
Rhpn1,0.999,0.999
Aim2,0.999,0.999
Sept11,0.999,0.999
Gm44475,,
Olfr241-ps1,,
Malrd1,,
Ighv3-3,,
Gm11425,0.999,0.999
1700008P02Rik,,
Hace1,0.999,0.999
Ndufaf7,0.999,0.999
Gm9022,,
Sept9,0.953,0.953
9430025C20Rik,0.999,0.999
Igkv3-10,,
Gm7477,,
Mup-ps7,,
Gem,0.999,0.999
Gm7456,,
Rad9a,0.999,0.999
Hist1h2al,0.999,0.999
Gm14366,,
Syt10,,
Gm28665,,
Gm49837,,
Vmn2r-ps109,,
Gm48044,,
Olfr626-ps1,,
Orc4,0.999,0.999
Gm21007,,
Gm14288,0.999,0.999
Ap3m1-ps,,
Gm49641,,
Gm48153,,
Susd5,,
Gm5742,,
Itpripl1,0.999,0.999
Gm48937,,
Vmn1r64,,
Olfr1406,0.999,0.999
Ank1,0.999,0.999
Slk,0.999,0.999
Vps4a,0.999,0.999
Crisp4,,
Gm28483,,
Ltb,0.999,0.999
Epas1,0.999,0.999
Gm13835,0.999,0.999
Gm14830,,
Olfr433,0.937,0.937
Hmgcl,0.999,0.999
Bcl2a1d,0.999,0.999
Dhrs13,0.999,0.999
Olfr730,,
Gm5672,,
Traj47,0.999,0.999
Dcdc2a,0.999,0.999
Gm20620,,
Gm19238,0.999,0.999
Ctf2,0.999,0.999
Cntnap2,0.999,0.999
Nucb1,0.999,0.999
Gm19368,,
Clcf1,0.999,0.999
Gm16138,,
Gm3453,,
Hoxa13,,
Dag1,0.999,0.999
Tub,0.999,0.999
AC147026.2,,
Pon2,0.981,0.981
Dnajc2,0.999,0.999
Gm45871,0.999,0.999
Gm4779,0.999,0.999
Slc7a9,,
Hirip3,0.999,0.999
Gm1826,,
Gm15547,0.999,0.999
Ms4a5,,
Calcr,,
Plcg2,0.999,0.999
Gm5066,,
Il1a,,
Nsun2,0.999,0.999
AC148019.3,,
Olfr623,,
Gm47211,,
Tpt1-ps4,,
Tcstv1,,
Gm15076,,
Cyfip1,0.999,0.999
Gm20903,,
Itgam,0.999,0.999
Gm11404,,
Olfr77,0.999,0.999
Gm49384,0.999,0.999
AC158763.1,,
Ptprk,0.999,0.999
Gm49809,,
Mis12,0.999,0.999
Gpc6,,
Gm19237,,
Gm15032,,
Pcgf6,0.999,0.999
Ppp1r3e,0.999,0.999
Arl5c,0.837,0.837
Grn,0.999,0.999
Ctf1,,
Faap24,0.999,0.999
Gm28044,0.999,0.999
Prickle2,,
Grip2,0.772,0.772
Gm48338,,
Gc,,
Rogdi,0.999,0.999
Lypla2,0.999,0.999
Rap1a,0.999,0.999
Comt,0.999,0.999
Sema4c,0.999,0.999
Gm13726,,
Tagap1,0.999,0.999
Ankrd33b,,
Tut1,0.999,0.999
Cypt15,,
Gm19216,,
Gm48583,0.999,0.999
Mcf2l,,
Olfr1112,,
Ttc39b,0.999,0.999
Nkx1-1,,
Col16a1,,
Iqgap2,0.999,0.999
Gm29383,,
Smim15,0.999,0.999
Usp43,,
Gm21435,,
Toporsl,,
Prkag3,0.999,0.999
Gm49109,,
Gm12101,,
Kdm6a,0.999,0.999
Olfr197,,
Gm20430,,
Psrc1,0.999,0.999
Gm39288,,
Katnbl1,0.999,0.999
Tdg,0.999,0.999
Gm14881,,
Slitrk2,,
Zbtb1,0.999,0.999
Zfp455,0.999,0.999
Trav8n-2,,
Gm7527,,
Gm10318,,
Gm3131,,
Phf12,0.999,0.999
Gm4482,0.999,0.999
Syce3,,
Zfp709,0.999,0.999
Gm5526,,
Ly6g6c,,
Itgb2,0.999,0.999
Gm12819,,
Mterf1b,0.969,0.969
Gm17572,,
Gm29389,,
Riiad1,,
Napepld,0.999,0.999
Ebna1bp2,0.999,0.999
Cables1,0.999,0.999
Wfdc11,,
Chdh,,
Tspyl2,0.999,0.999
Gm13284,,
Pafah1b3,0.999,0.999
Gm49433,,
Zfp593,0.999,0.999
Zfp788,0.999,0.999
Slc22a28,,
Lmln,0.999,0.999
2810047C21Rik1,,
Car11,,
Gm44083,,
Gm7901,,
Tent5a,0.999,0.999
Lrch3,0.999,0.999
Gm13736,0.999,0.999
Gtf3c1,0.999,0.999
Grm6,,
Gm21394,,
Ebf3,,
Ctns,0.837,0.837
Olfr592,,
Gm26938,,
Mslnl,,
Fam81a,0.999,0.999
Ndufa1,0.999,0.999
Rai1,0.999,0.999
Psmb10,0.999,0.999
Mcm8,0.999,0.999
Ighv1-10,,
Olfr652,,
Gm37901,,
Crocc2,,
Gm7492,,
Bbc3,0.377,0.377
Elfn1,,
Pdcd2l,0.999,0.999
Vil1,,
Zfp316,0.999,0.999
Gm4942,,
Gm20648,,
Rfx4,,
Gm47699,,
Actg1,0.999,0.999
Gadd45a,0.999,0.999
Gm9334,,
Gm9225,,
Frmd4b,0.999,0.999
Col23a1,0.999,0.999
Pitpna,0.999,0.999
Gm2805,0.999,0.999
Gm16354,,
Trpm8,,
Gm28419,,
Ccnb2-ps,0.999,0.999
Adap1,0.999,0.999
Gm44870,,
Gpat3,0.6,0.6
Fbxo11,0.999,0.999
Gm34531,,
AC125178.2,,
Rpl48-ps1,,
Usp49,0.999,0.999
Dusp15,,
Rpl36a-ps4,,
Srd5a3,0.999,0.999
Gm37523,,
Gm44539,,
Lrrcc1,0.999,0.999
Ang-ps3,,
Gm12494,,
Adcyap1,,
Agmo,0.999,0.999
Gm21683,,
Usp35,0.999,0.999
Gm11888,,
Gm28288,,
Gnpat,0.999,0.999
Ifi44,0.999,0.999
Ttc24,,
Fam107a,0.999,0.999
Gm15778,,
Cdr2l,0.999,0.999
Lamb1,0.975,0.975
Gm50004,,
Dhodh,0.999,0.999
Gm8296,,
Gm48501,0.999,0.999
Psmd7,0.999,0.999
Uxs1,0.999,0.999
Ltv1,0.999,0.999
Plcb1,,
Olfr845,0.999,0.999
Gm15125,,
Gm28648,,
Gm48304,,
Ppp2r5c,0.999,0.999
Stard3,0.999,0.999
Zdhhc13,0.999,0.999
Zfp235,0.999,0.999
Gm37029,,
Olfr1260,0.999,0.999
Pcdha1,,
Gm47655,,
Gm49665,,
Dse,0.999,0.999
Trak1,0.999,0.999
Olfr1139-ps1,,
Polr3c,0.999,0.999
Prr27,,
Pnldc1,0.999,0.999
Gm18168,,
Rps12-ps5,,
Grhl3,,
Trip13,0.999,0.999
Gm35955,,
Insm2,,
Ilk,0.999,0.999
Gm18255,,
Nlrp1c-ps,,
Igkv15-101-1,,
Zfp398,0.999,0.999
Ppy,,
2210418O10Rik,0.999,0.999
Slco1b2,,
Nudcd2,0.999,0.999
Fam172a,0.999,0.999
Gm44964,,
Gm11401,,
Prss48,,
Ccdc39,,
Gm29357,,
Slc9a9,0.999,0.999
Gm21287,,
Fis1,0.999,0.999
Vmn1r-ps71,,
Gm11869,,
Gm17241,,
Pnoc,0.999,0.999
Cacng6,,
Abcg8,,
Piwil2,0.999,0.999
Vmn1r174,0.999,0.999
Gm5519,,
Osgep,0.999,0.999
Gm14886,,
Morn1,0.999,0.999
Ddx46,0.999,0.999
Vmn1r-ps31,,
Foxb2,,
Gm18052,,
Gm14665,,
Gm8858,,
Gm47619,,
Aptx,0.6,0.6
Gm19039,,
Gm10268,,
Olfr618,,
Sftpc,,
Fbxo9,0.999,0.999
Amdhd2,0.999,0.999
Gm13502,0.999,0.999
Pabpc6,,
Gm28599,,
Gm18781,,
Tedc2,0.999,0.999
Prpf31,0.999,0.999
Zfp931,0.999,0.999
Pex5,0.999,0.999
Casp2,0.874,0.874
Gm5995,,
Gm2966,,
Ythdc1,0.999,0.999
Six5,,
Gm12009,,
Tas2r106,,
Gm28937,,
Napg,0.999,0.999
Gm8137,,
Gm11796,,
Gpr37l1,,
Bmp6,,
Olfr1144-ps1,,
Igkv10-96,,
Gm7142,,
Styk1,0.999,0.999
Etfbl,,
Vmn2r-ps126,,
Rasgef1a,0.847,0.847
Lman2l,0.999,0.999
Zbtb45,0.999,0.999
Ighv9-4,,
Dnttip2,0.999,0.999
Guf1,0.999,0.999
Dynlt1a,0.999,0.999
Tmed3,0.999,0.999
Defb8,,
Cyb5r3,0.999,0.999
AC129773.1,,
Spats2l,,
Cystm1,0.999,0.999
Fam126b,0.999,0.999
Gm20869,,
Gm5154,,
Txndc8,,
Gm45523,,
Gm13153,,
Pramef17,,
Gm26746,,
Gm14807,,
Gm7626,,
Col6a4,,
Gm18546,,
Gm49917,,
Prdx6-ps2,,
Obox3-ps5,,
Otx1,,
Cfl2,0.999,0.999
Eno1,0.999,0.999
Letm2,0.999,0.999
Pkd2l1,,
4933434E20Rik,0.999,0.999
Gm26622,,
Gm12712,,
Grip1,0.999,0.999
Snd1,0.837,0.837
Axin2,0.999,0.999
Gm29281,,
Gm42935,,
Aldoc,0.999,0.999
4930524B15Rik,,
Gldn,0.999,0.999
Wdfy3,0.999,0.999
Ngef,,
Ppp1r15b,0.999,0.999
AC110375.1,,
Scn1a,,
Elmod3,0.999,0.999
Rpgrip1,0.999,0.999
Rnf144b,,
Sgk1,0.999,0.999
Trav7-4,,
Pou1f1,0.947,0.947
Il1f6,,
Vmn1r-ps52,,
Per2,0.999,0.999
Ifnab,,
BC048671,,
Rbm7,0.999,0.999
Abtb2,0.999,0.999
Ambn,,
AC140047.1,,
Gm49772,,
Obox4-ps7,,
Slc25a37,0.999,0.999
Gm30671,,
Opalin,0.999,0.999
Cyp21a2-ps,,
Pak6,0.026,0.026
Cysltr1,,
Gm45100,,
Krt8-ps,,
Gm49996,,
Mybl1,0.999,0.999
Gpn2,0.999,0.999
Ccnt2,0.999,0.999
Ier2,0.851,0.851
Gm9544,0.999,0.999
Prss55,0.999,0.999
Coa6,0.999,0.999
Naa10,0.999,0.999
Gimap3,0.999,0.999
Ighv1-40,,
Gm12947,,
Gm17821,,
Gm7539,,
Cwc22,0.999,0.999
Gm45777,,
Zfp423,,
Ccdc42,,
Gm26965,,
Gm8955,,
Gm7701,0.446,0.446
Lpcat2b,,
Mgat3,,
Ldhd,,
Gm8538,,
Gm47263,,
Gm17882,,
Gm5666,,
Scgb2b7,,
6330403K07Rik,0.999,0.999
Cfap47,,
Zfp111,0.999,0.999
Nop14,0.999,0.999
Gm7411,,
Gm20072,,
Kifc1,0.999,0.999
Vmn1r177,,
Dmc1,,
Gm37348,,
Olfr1241,,
Gm11623,,
Socs2,0.999,0.999
Map3k12,0.999,0.999
E130201H02Rik,,
Reep6,,
Pttg1ip,0.999,0.999
C1qtnf3,,
Gm20127,,
Gm7841,,
Serpina10,0.999,0.999
Gm19127,,
Maged2,0.999,0.999
Mettl8,0.999,0.999
Gm6867,,
Zfp108,,
Aox3,,
Gm16073,,
Slc25a5-ps,,
Ighv6-4,,
Foxo3,0.999,0.999
Gm4806,,
Trit1,0.999,0.999
Gm21043,,
Gm2213,,
Rslcan18,1.0,1.0
Gm6162,,
Pcdh8,,
Hapln3,,
Defa-ps6,,
Abca8b,,
Smtnl2,0.999,0.999
Gm20473,,
Gm12458,,
