gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Gm15349,,
Palld,-2.22,2.22
Nexn,-0.306,0.306
Nat8f2,1.303,-1.303
Rpl12-ps2,-0.409,0.409
Gm32536,0.312,-0.312
Acnat1,-1.355,1.355
Gm7341,,
Ubfd1,-0.474,0.474
Med1,-0.461,0.461
Tnn,0.567,-0.567
Gm8532,-0.301,0.301
Gm12455,-0.211,0.211
Opa1,-0.201,0.201
Ap3m2,1.332,-1.332
Gm29977,,
Gm14529,,
Tmem200b,1.853,-1.853
Slc30a4,0.642,-0.642
Olfr1388,-0.488,0.488
Gm21738,-0.947,0.947
Gm15531,0.746,-0.746
Gm13182,,
2310022B05Rik,0.289,-0.289
Gm11439,-1.152,1.152
Gm7351,-0.662,0.662
Sis,-1.018,1.018
Gm10653,0.358,-0.358
Spdl1,0.691,-0.691
Gm4486,,
Rasgrp1,-0.386,0.386
Clpp,-0.36,0.36
Taf1b,0.056,-0.056
Gm49820,,
Ccdc103,0.514,-0.514
Tas2r117,,
Fam174b,0.144,-0.144
Sytl2,1.886,-1.886
Gm14766,0.21,-0.21
Ubr2,0.164,-0.164
Gm6640,0.364,-0.364
Cstdc2,-0.096,0.096
Ccnb1,0.162,-0.162
St8sia1,-0.393,0.393
Gm48567,,
Gm28533,,
Mettl24,,
Nod2,-0.774,0.774
Wnt5a,-0.303,0.303
Olfr1506,,
Pigt,-0.356,0.356
Brat1,-0.416,0.416
Olfr1150-ps1,0.365,-0.365
Gm21957,0.05,-0.05
Gm43596,-2.084,2.084
Fam169a,-0.758,0.758
Serpina5,,
Faah,-0.781,0.781
Olfr1426,-0.874,0.874
Dnajb7,,
Nudt4,1.32,-1.32
Camk4,1.422,-1.422
Cst7,0.376,-0.376
Gm30302,,
Igkv4-74,,
Gm36796,-0.537,0.537
Gm5002,,
Cd7,-0.238,0.238
Gm12740,,
Rwdd4a,-0.207,0.207
Npsr1,,
Gm17428,,
Ak8,0.809,-0.809
Rpl31-ps13,-0.961,0.961
1700025F22Rik,,
Mybbp1a,0.032,-0.032
Dnajb2,0.032,-0.032
Erbb2,-0.217,0.217
Gm17917,-0.826,0.826
Slc40a1,-0.986,0.986
F2rl3,0.093,-0.093
Tcp1-ps1,-0.096,0.096
Ighv5-18,,
Cope,-0.771,0.771
H2afy2,,
Angpt4,,
Gm18556,,
Gm48082,0.1,-0.1
Cyp2a21-ps,,
Snx17,0.126,-0.126
Ighd5-5,,
Ppp2r3a,0.192,-0.192
Gm10156,-0.975,0.975
Hspa1a,-1.542,1.542
Gm49404,,
Calm5,,
Eif3e,0.762,-0.762
Prdm14,-0.054,0.054
Gm5181,,
Gm2182,,
Gm12401,,
Olah,,
Gm44108,0.484,-0.484
Gm7040,,
Sfrp2,,
H2-M1,,
Gm14654,0.402,-0.402
mt-Nd5,-0.759,0.759
Mdm1,-0.078,0.078
Gm3221,,
Gm48033,,
Gm18135,,
Gm48528,,
Wwc2,0.043,-0.043
Gpalpp1,2.221,-2.221
Trbv22,0.18,-0.18
Hbb-bh1,,
Gm19184,,
Gm48886,,
Crabp1,0.519,-0.519
Nkx6-3,0.312,-0.312
Gm44790,-2.414,2.414
Gm6852,,
Gm15480,0.312,-0.312
Snapc3,0.305,-0.305
Tmem215,,
Gm13831,,
Gm9520,,
Cd99l2,-0.033,0.033
Gm8959,-1.476,1.476
Enc1,-0.013,0.013
Gm49739,-0.685,0.685
Apoa1,-1.36,1.36
Nufip2,-0.157,0.157
Gm7551,0.366,-0.366
Olfr1147-ps1,,
Gm9081,0.693,-0.693
Scgb1b12,,
Gm14296,-0.228,0.228
Acan,,
Gm14714,,
Gm4881,0.364,-0.364
Gm17948,,
Gm20428,,
Maml1,-0.347,0.347
Pno1,-0.382,0.382
Gm6583,,
Gm5267,0.177,-0.177
Cenph,0.3,-0.3
Fdft1,-1.442,1.442
Gm19653,,
Ccdc88c,1.195,-1.195
Gm6623,0.602,-0.602
Gm14610,-0.603,0.603
Gm48517,,
Gm6031,0.312,-0.312
Tmem222,0.333,-0.333
Ptf1a,,
Gm14833,-0.096,0.096
Tpt1-ps5,-0.462,0.462
Csde1,1.223,-1.223
Hsd17b3,-0.096,0.096
AC133523.1,,
Traj43,0.174,-0.174
Gm47385,,
Gm17867,0.537,-0.537
Defa32,,
Olfr1051,-1.226,1.226
Ang6,,
Cd3g,0.875,-0.875
Catsperd,-1.091,1.091
Vmn2r-ps75,,
C18orf63,0.244,-0.244
Vmn1r-ps140,0.208,-0.208
Ddx20,0.538,-0.538
Mfap3l,-2.124,2.124
Gm12874,,
Commd8,2.887,-2.887
Golt1a,,
Chrna5,-1.816,1.816
Kcna7,-0.088,0.088
Olfr654,0.206,-0.206
Gm6983,0.502,-0.502
Ighv12-3,,
Snx25,-1.062,1.062
Clec4e,-1.814,1.814
Fabp3,-0.096,0.096
Gm18177,,
Gm2959,,
Maml2,0.114,-0.114
Rnps1,-0.6,0.6
Gm49777,,
Aak1,0.506,-0.506
Gm47399,-0.525,0.525
Gm47361,,
Vmn1r95,,
Gm28921,,
Gm18796,,
Mex3b,1.169,-1.169
Igkv1-115,,
Olfr215,-0.644,0.644
Gm44665,,
Gm2796,0.705,-0.705
Gm47180,,
Tsacc,-0.682,0.682
Gm43744,,
Dnajc16,0.86,-0.86
Gm28920,,
Ywhaq-ps1,0.312,-0.312
Git2,0.601,-0.601
Nlrp4b,,
Oser1,0.234,-0.234
Med13,-0.293,0.293
Gpatch3,1.288,-1.288
Gm11020,,
Igkv5-43,-0.622,0.622
Gm47222,,
Gm5793,,
BC034090,-0.201,0.201
Stmn3,-0.232,0.232
Odaph,-0.232,0.232
Trim34a,-0.039,0.039
Dock11,0.423,-0.423
Fcrl1,0.107,-0.107
Zfp536,-1.381,1.381
Fchsd1,0.642,-0.642
Gm49545,-0.481,0.481
Ghrl,0.284,-0.284
Igkv3-3,,
Gm6072,,
Plekhj1,-0.316,0.316
Gak,0.317,-0.317
Ntf5,0.264,-0.264
AC117232.1,0.186,-0.186
Actl11,,
Birc6,-0.352,0.352
Pex14,-1.296,1.296
Arfgap2,-0.077,0.077
Gm7682,,
Gm5063,0.567,-0.567
Cd40,-1.311,1.311
Trim66,0.127,-0.127
Gm7622,-0.389,0.389
Vsig8,,
Ano1,-0.096,0.096
Gm35619,,
Gm18605,,
Rpl31-ps25,,
Gm46577,-0.232,0.232
Mctp2,0.287,-0.287
Isg15,-0.024,0.024
Gm21924,,
Ighv1-25,,
Rps29,1.087,-1.087
Mosmo,-0.509,0.509
Perp,-0.125,0.125
Tubd1,1.396,-1.396
AY761184,,
Olfr819,,
Cpt2,-0.31,0.31
Enpp5,-0.741,0.741
Gm37882,,
Sema5a,-0.679,0.679
Cln3,1.317,-1.317
Tnfsf12,-1.338,1.338
Cfap58,,
Gm7768,-0.096,0.096
Rab42,0.663,-0.663
Spdef,-0.14,0.14
H2afb1,,
Rnf128,1.357,-1.357
Gm6076,-0.096,0.096
Gm14925,-0.573,0.573
Fam171a2,1.554,-1.554
Gm36259,,
Lcmt1,0.136,-0.136
Slc12a2,0.255,-0.255
Olfr1402,0.459,-0.459
Inpp5d,0.723,-0.723
Gm12306,-0.397,0.397
Enpep,,
Mettl7a2,-0.232,0.232
Gm4459,0.486,-0.486
Adm2,,
Cd248,0.012,-0.012
Gm12467,0.178,-0.178
Tas2r140,,
Gm3055,-1.297,1.297
Emp1,0.698,-0.698
Gm45048,,
Gm49892,-0.232,0.232
Olfr1370,,
Gm15823,-0.263,0.263
Pcnx,0.366,-0.366
Sox5,0.383,-0.383
Slc35c2,0.846,-0.846
Gm45007,,
Gm49215,-0.194,0.194
Kdm4b,-0.041,0.041
Klk1b5,,
Gm20997,,
Gm17807,,
Smyd2,-1.806,1.806
Dnase2a,-1.027,1.027
Gm14802,,
Gm15694,-0.352,0.352
Gm47844,,
Gm28508,,
Sacs,-0.344,0.344
Gm48158,-0.698,0.698
Gm13967,,
Bnip3l-ps,0.731,-0.731
Gm26989,,
Gm2495,,
Timm8a2,0.837,-0.837
Gm5072,,
Clec16a,-0.764,0.764
Gm18155,,
Gsg1l2,,
Rcn2,0.507,-0.507
Gmnn,-0.453,0.453
Wbp1l,1.153,-1.153
Slc26a9,-0.623,0.623
Ube4b,-1.182,1.182
Trim8,0.535,-0.535
Fbxw15,,
Gm15885,,
Nfic,1.791,-1.791
Rras2,0.603,-0.603
Gpr21,0.521,-0.521
Gm15715,-0.232,0.232
Btaf1,0.15,-0.15
Sdhaf4,0.402,-0.402
Gm49013,,
Tax1bp3,1.754,-1.754
Rbmx,1.819,-1.819
Gm773,,
Olfr721-ps1,0.528,-0.528
Adh6b,-0.05,0.05
BC017158,0.0,-0.0
Prg3,-0.096,0.096
Ddit4l,0.721,-0.721
Bub1,-0.51,0.51
Grap2,-0.208,0.208
Mta2,1.071,-1.071
Mdh2,-0.137,0.137
Gm18041,,
Gm19078,,
Nt5c1a,,
Gm5599,-0.479,0.479
Frg2f4,,
Hspd1,-0.109,0.109
Actr3b,-1.775,1.775
Fam155a,-0.219,0.219
Arhgef38,-0.096,0.096
Gm19563,-0.232,0.232
Gm12646,,
Capn2,1.443,-1.443
Parp10,-0.036,0.036
Zfp160,-1.353,1.353
Prpf38a,1.488,-1.488
AC100212.4,,
Gm7927,-0.622,0.622
Tas2r143,-0.882,0.882
Zfp109,-1.029,1.029
Vmn1r35,,
Hsd17b1,0.177,-0.177
Gm7082,0.375,-0.375
Fbxo17,-0.678,0.678
Gm7941,0.512,-0.512
Txnrd2,-0.68,0.68
Ache,-0.817,0.817
Kif22-ps,0.56,-0.56
AL732309.1,-0.858,0.858
Bin1,0.262,-0.262
Gm9294,-0.685,0.685
Adsl,-1.768,1.768
Hs3st1,0.376,-0.376
Gm8203,-0.84,0.84
Tmem168,0.401,-0.401
Olfr1480,,
Gm21959,0.262,-0.262
Olfr441,-1.155,1.155
Gm15796,0.501,-0.501
Olfr970,0.714,-0.714
2410004P03Rik,-0.687,0.687
Rhox3b-ps,,
Gm49993,,
Olfr695,-1.314,1.314
Gm18679,,
Gm1993,,
Gm18188,0.976,-0.976
Traf3,0.289,-0.289
Gm42714,,
Gm28368,,
Ugt2a3,,
Dctn4,0.948,-0.948
Gm49141,-0.232,0.232
Btbd35f11,,
Gm3404,,
Gm28766,,
Gm8112,0.671,-0.671
Gm6274,-0.091,0.091
Panx3,,
Serac1,-1.387,1.387
Art5,-0.494,0.494
Gm5997,0.87,-0.87
Gm5982,-0.941,0.941
Tap2,-0.184,0.184
Capza2,1.665,-1.665
Gm8893,,
Gm3454,,
Ndufaf5,-0.924,0.924
Gm11500,-0.344,0.344
LOC667541,,
Ccnb1ip1,-0.367,0.367
Gm9142,-0.096,0.096
Csnk1g3,-0.919,0.919
Gm14815,,
Gm12400,,
Gpr68,0.087,-0.087
Gm14082,-0.096,0.096
Gm6474,,
Defa23,,
4930444G20Rik,,
Gm48955,,
Gm14390,-0.361,0.361
Gm4125,,
Gm32111,,
Gpihbp1,-0.096,0.096
Cdc25a,-0.929,0.929
Sh2b2,-0.855,0.855
Gins3,-0.18,0.18
Gm6599,1.246,-1.246
Pvalb,,
Cdkn2aipnl,0.014,-0.014
Igkv9-128,,
Gm11318,,
Dus1l,-0.329,0.329
Gm19084,0.312,-0.312
Aqp3,-0.512,0.512
Gm9111,,
Ighv1-82,-0.115,0.115
Folr1,-0.409,0.409
Ryr1,0.538,-0.538
Gm29576,,
Rbm12b1,-0.086,0.086
Gm19046,-0.276,0.276
Ptpn7,-0.398,0.398
A030014E15Rik,0.418,-0.418
Gm6722,-0.248,0.248
Gm9083,-0.233,0.233
Gm49082,,
Gm7812,,
Gm765,-0.096,0.096
Rimkla,1.418,-1.418
Gm14879,,
Wdhd1,-1.239,1.239
Gm50027,1.181,-1.181
Sox9,-1.148,1.148
A230072I06Rik,,
Apex2,-1.465,1.465
Acpp,1.53,-1.53
C3,-0.538,0.538
Chil5,0.784,-0.784
Gm18913,-0.096,0.096
Vmn1r-ps106,,
Gm7334,0.144,-0.144
Gm18073,,
Gm7534,,
Gm18067,,
Gm21739,,
Gm14298,-0.096,0.096
Gm37797,,
Gm9236,,
Epn2,-1.218,1.218
Oaz3,-0.325,0.325
Gm8168,-0.096,0.096
Gm20763,-1.143,1.143
Gm8225,0.226,-0.226
Gm27156,,
Olfr437,,
Gm49652,,
Ndc80,-0.193,0.193
Hpcal4,-0.406,0.406
Gm8990,0.177,-0.177
Gm17545,-0.468,0.468
Nsd1,-0.139,0.139
Zfp651,2.311,-2.311
Gm14137,-0.268,0.268
Gm9733,-0.513,0.513
Pfpl,-0.232,0.232
Gm4945,-0.064,0.064
Mat2a,-0.398,0.398
Smok3b,,
1810022K09Rik,0.551,-0.551
Gm7507,-0.055,0.055
Gm13526,,
Upf3a,-0.675,0.675
Rarres1,-0.096,0.096
Camk2d,-0.381,0.381
Gm9300,0.301,-0.301
Dio3,,
Mfsd2b,-0.564,0.564
Rrs1,0.667,-0.667
Gm6764,0.312,-0.312
Fkbpl,-0.218,0.218
Gm37723,,
Wdr24,1.461,-1.461
Pde6h,-0.241,0.241
Gpr149,0.53,-0.53
2610528J11Rik,,
Dcaf13,0.928,-0.928
Gm12191,-0.335,0.335
Padi6,,
Gm13194,-0.719,0.719
Inhbe,-0.27,0.27
Il17re,0.583,-0.583
Atp5g2,3.055,-3.055
Scgb1c1,,
Gm5798,,
Tmem131,-0.443,0.443
Olfr981,-0.795,0.795
Gm6939,0.081,-0.081
Gm8634,-0.096,0.096
Gm31663,-0.407,0.407
Trmt112-ps2,0.508,-0.508
Gm11792,,
Gm15571,0.046,-0.046
Tigd4,-0.661,0.661
Top2a,-0.355,0.355
Gm12933,-0.359,0.359
Pnmt,-0.096,0.096
Zdhhc18,-1.238,1.238
Renbp,-0.568,0.568
Fam161a,1.042,-1.042
Fam110c,,
Kif18b,-0.022,0.022
Stip1,-0.658,0.658
Duxbl2,-1.129,1.129
Gm11550,-0.232,0.232
Cck,,
Gm20257,-2.554,2.554
Msrb1,0.659,-0.659
Sytl5,,
Gm49491,,
Gm5229,,
Hyi,1.318,-1.318
Igkv12-89,-0.412,0.412
Ilvbl,2.236,-2.236
Gm19119,,
Gm15242,,
Gm48348,-0.52,0.52
Copb1,0.917,-0.917
Gm6408,,
Gm43440,,
Camk2g,-0.09,0.09
Olfr1470-ps1,,
Trim9,0.654,-0.654
9930104L06Rik,0.847,-0.847
Rpusd2,-1.097,1.097
Nos1,-0.56,0.56
Gm8114,,
Gm10443,0.86,-0.86
Ppic,0.531,-0.531
2310011J03Rik,0.618,-0.618
Mup20,-0.096,0.096
Thegl,0.505,-0.505
Tssk4,0.363,-0.363
Trpc5,-0.096,0.096
Pwwp3a,-1.227,1.227
Nap1l2,,
Myh3,-0.064,0.064
Mageb16,,
Taf1d,1.224,-1.224
Gm11757,,
Bid,-1.498,1.498
Gm14253,0.882,-0.882
Gm29644,,
Strbp,0.258,-0.258
Fbxw19,0.145,-0.145
Gm50018,-0.096,0.096
Gm49605,-0.096,0.096
Rab3il1,-0.823,0.823
Pikfyve,1.056,-1.056
Hspb8,,
Apoa5,,
Colec11,-0.024,0.024
Pcdha12,,
Psmd10,-0.086,0.086
Gm48994,-0.096,0.096
Fam240a,0.048,-0.048
Gm42927,-0.791,0.791
Trappc3,0.521,-0.521
Mtif2,-0.8,0.8
Gm7656,-0.096,0.096
Hsd11b2,0.848,-0.848
AC138134.2,-0.119,0.119
Gba,0.964,-0.964
Gm16976,1.214,-1.214
Ap3s1-ps2,0.276,-0.276
Dnaic2,0.177,-0.177
Gm6071,0.395,-0.395
Tmem216,0.083,-0.083
4922502D21Rik,,
C1ra,-1.104,1.104
Gm20399,,
Kctd19,,
Gm9833,-0.389,0.389
Trav13n-1,0.495,-0.495
Gbp4,-1.959,1.959
Gm8810,-1.707,1.707
Gm7143,-1.238,1.238
Krtap12-1,,
Gm4886,,
Arhgap44,,
Gm18595,,
Clasp1,-0.674,0.674
Taar3,,
Zfp809,0.58,-0.58
Lalba,-0.096,0.096
Arf1,-0.61,0.61
Nusap1,-0.238,0.238
Echdc1,-1.103,1.103
Vmn2r-ps99,-0.232,0.232
Vmn2r-ps15,,
Olfr979,0.36,-0.36
Gm37339,-0.545,0.545
Atp8b4,1.761,-1.761
Gm44910,,
Prss28,,
Trav6-6,0.183,-0.183
Olfr420,0.658,-0.658
Vti1b,1.865,-1.865
Gm45522,0.044,-0.044
Psg26,,
Gm50052,,
Ppp1ca,-0.617,0.617
Gm21411,-0.477,0.477
Plagl1,1.235,-1.235
Mtfr2,-0.399,0.399
Cabp5,-0.491,0.491
Tas2r134,,
Gm13050,-1.196,1.196
Rpl17-ps5,-0.145,0.145
4930432E11Rik,-0.759,0.759
Gm17662,,
Spast,0.593,-0.593
Sit1,0.395,-0.395
Phrf1,-0.726,0.726
Gm21777,,
AC152396.1,,
Gm5324,,
Fgf4,,
Zfp958,0.427,-0.427
Gm18114,,
Gm43432,0.538,-0.538
Gm5781,-0.735,0.735
Aaas,-0.652,0.652
Gm15143,,
Gm18722,-0.232,0.232
AC116871.4,,
Gm13518,0.038,-0.038
Nudt2,-0.08,0.08
Olfr679,-0.982,0.982
Acbd6,1.0,-1.0
Pcyox1l,-0.836,0.836
Nfkb1,0.82,-0.82
Gm4602,-0.096,0.096
Gm14140,0.277,-0.277
Csf2,-1.18,1.18
Gm29575,,
Gm18833,,
Ap3s2,-0.584,0.584
Tnks,-0.734,0.734
Ptp4a2,1.186,-1.186
Atp6v1g3,-0.791,0.791
Trav9n-1,,
Gm42957,-0.107,0.107
Gm48484,,
Mug-ps1,,
Sema6d,-1.789,1.789
Lpar2,-2.042,2.042
Gm11699,,
Gm5125,,
Gpsm2,0.86,-0.86
Kbtbd4,-0.037,0.037
Vmn1r-ps8,,
Ypel3,1.119,-1.119
Tmem217,-1.708,1.708
Gm41041,-0.128,0.128
Gm4561,,
Gm44917,1.026,-1.026
Gm27189,,
Trim30e-ps1,,
Gm11633,,
Gm7559,,
Gm39566,-0.392,0.392
Gm6509,,
Gm17063,,
Prmt3,-0.727,0.727
Gm13161,-0.462,0.462
Dmrtc1c1,,
Slc27a3,0.189,-0.189
Gm11808,-0.01,0.01
Scel,1.155,-1.155
Batf3,1.141,-1.141
Gm47841,,
5530401A14Rik,-0.006,0.006
Gm7337,0.903,-0.903
Gm8178,-0.096,0.096
Gm49393,,
Faim,1.018,-1.018
5430427O19Rik,1.357,-1.357
Gm3442,0.312,-0.312
Atad3a,-1.293,1.293
Ifnk,,
Vasn,-0.196,0.196
Tyw1,-1.133,1.133
Gm7853,,
Gm13723,,
Gm49737,,
Eaf1,-0.445,0.445
Gm14358,,
Sema4g,0.019,-0.019
Atp8b2,1.393,-1.393
Prss21,,
Gm45796,,
Tnfsf9,1.531,-1.531
Gm48580,,
E2f3,-1.461,1.461
H2-Q6,0.959,-0.959
Gm48774,-1.825,1.825
Bbip1,0.016,-0.016
Rassf8,-1.007,1.007
A130010J15Rik,-0.379,0.379
Hdgfl3,0.686,-0.686
Pstpip1,-0.926,0.926
Gm47909,,
Gm26976,-0.232,0.232
Ddhd2,0.398,-0.398
Hipk4,0.024,-0.024
Figla,,
Igkv4-83,,
Lor,,
Gm45473,-1.407,1.407
Spata31,,
Acot2,0.163,-0.163
2700081O15Rik,-0.978,0.978
Vmn1r55,-0.066,0.066
Gm38295,,
Gm3785,,
Klrg1,4.73,-4.73
Olfr1483-ps1,,
Tas1r2,,
Gm20537,-0.25,0.25
Trim7,0.79,-0.79
Ighv5-12,-0.232,0.232
Traj7,-1.22,1.22
1700018G05Rik,,
Gm12640,,
Vmn1r-ps15,0.762,-0.762
Svs3a,,
Gm37085,,
Vmn1r-ps148,,
Olfr1064-ps1,,
Atp4a,-0.096,0.096
Gpat2,-0.096,0.096
Gm48120,,
Gm48552,1.39,-1.39
Gm29470,,
Qtrt1,0.564,-0.564
Med22,1.516,-1.516
Trps1,0.421,-0.421
Muc5ac,,
Mx2,-1.06,1.06
Rhpn1,1.046,-1.046
Aim2,0.465,-0.465
Sept11,1.404,-1.404
Gm44475,,
Olfr241-ps1,,
Malrd1,,
Ighv3-3,,
Gm11425,0.937,-0.937
1700008P02Rik,,
Hace1,-0.115,0.115
Ndufaf7,0.978,-0.978
Gm9022,-0.241,0.241
Sept9,1.924,-1.924
9430025C20Rik,1.211,-1.211
Igkv3-10,0.179,-0.179
Gm7477,0.514,-0.514
Mup-ps7,,
Gem,0.019,-0.019
Gm7456,0.342,-0.342
Rad9a,-0.351,0.351
Hist1h2al,-0.107,0.107
Gm14366,,
Syt10,,
Gm28665,,
Gm49837,,
Vmn2r-ps109,0.312,-0.312
Gm48044,,
Olfr626-ps1,,
Orc4,0.676,-0.676
Gm21007,,
Gm14288,0.174,-0.174
Ap3m1-ps,-0.537,0.537
Gm49641,0.177,-0.177
Gm48153,,
Susd5,,
Gm5742,0.175,-0.175
Itpripl1,-0.432,0.432
Gm48937,-0.232,0.232
Vmn1r64,,
Olfr1406,0.584,-0.584
Ank1,-0.661,0.661
Slk,1.722,-1.722
Vps4a,0.266,-0.266
Crisp4,-0.722,0.722
Gm28483,,
Ltb,-1.055,1.055
Epas1,-0.752,0.752
Gm13835,0.105,-0.105
Gm14830,0.928,-0.928
Olfr433,-1.948,1.948
Hmgcl,0.857,-0.857
Bcl2a1d,1.277,-1.277
Dhrs13,0.308,-0.308
Olfr730,0.191,-0.191
Gm5672,,
Traj47,-0.973,0.973
Dcdc2a,-0.691,0.691
Gm20620,-0.096,0.096
Gm19238,0.897,-0.897
Ctf2,0.025,-0.025
Cntnap2,-0.667,0.667
Nucb1,0.444,-0.444
Gm19368,-0.096,0.096
Clcf1,-0.107,0.107
Gm16138,-0.613,0.613
Gm3453,,
Hoxa13,0.312,-0.312
Dag1,0.359,-0.359
Tub,-1.054,1.054
AC147026.2,,
Pon2,-1.852,1.852
Dnajc2,-0.385,0.385
Gm45871,-0.801,0.801
Gm4779,-0.374,0.374
Slc7a9,-0.096,0.096
Hirip3,0.863,-0.863
Gm1826,-0.432,0.432
Gm15547,-0.245,0.245
Ms4a5,0.398,-0.398
Calcr,,
Plcg2,1.075,-1.075
Gm5066,-0.096,0.096
Il1a,0.339,-0.339
Nsun2,-1.359,1.359
AC148019.3,0.235,-0.235
Olfr623,-0.096,0.096
Gm47211,,
Tpt1-ps4,,
Tcstv1,-0.096,0.096
Gm15076,0.348,-0.348
Cyfip1,0.625,-0.625
Gm20903,,
Itgam,-0.015,0.015
Gm11404,,
Olfr77,0.246,-0.246
Gm49384,0.216,-0.216
AC158763.1,0.177,-0.177
Ptprk,1.239,-1.239
Gm49809,,
Mis12,-0.398,0.398
Gpc6,0.312,-0.312
Gm19237,,
Gm15032,0.086,-0.086
Pcgf6,0.214,-0.214
Ppp1r3e,0.74,-0.74
Arl5c,2.186,-2.186
Grn,1.717,-1.717
Ctf1,-0.839,0.839
Faap24,0.612,-0.612
Gm28044,1.186,-1.186
Prickle2,-0.006,0.006
Grip2,-2.301,2.301
Gm48338,0.41,-0.41
Gc,,
Rogdi,-1.034,1.034
Lypla2,0.098,-0.098
Rap1a,0.465,-0.465
Comt,-0.019,0.019
Sema4c,-0.196,0.196
Gm13726,0.312,-0.312
Tagap1,-1.037,1.037
Ankrd33b,0.732,-0.732
Tut1,0.165,-0.165
Cypt15,,
Gm19216,,
Gm48583,-0.235,0.235
Mcf2l,-0.405,0.405
Olfr1112,,
Ttc39b,0.169,-0.169
Nkx1-1,,
Col16a1,0.176,-0.176
Iqgap2,0.647,-0.647
Gm29383,,
Smim15,1.421,-1.421
Usp43,,
Gm21435,,
Toporsl,,
Prkag3,-1.124,1.124
Gm49109,,
Gm12101,-0.096,0.096
Kdm6a,-0.356,0.356
Olfr197,,
Gm20430,-0.409,0.409
Psrc1,-0.931,0.931
Gm39288,0.637,-0.637
Katnbl1,-0.057,0.057
Tdg,-0.814,0.814
Gm14881,,
Slitrk2,0.13,-0.13
Zbtb1,0.88,-0.88
Zfp455,0.216,-0.216
Trav8n-2,-0.121,0.121
Gm7527,0.312,-0.312
Gm10318,,
Gm3131,,
Phf12,-1.177,1.177
Gm4482,-0.635,0.635
Syce3,-0.096,0.096
Zfp709,0.649,-0.649
Gm5526,-1.043,1.043
Ly6g6c,0.358,-0.358
Itgb2,0.865,-0.865
Gm12819,,
Mterf1b,1.895,-1.895
Gm17572,,
Gm29389,-0.096,0.096
Riiad1,-1.076,1.076
Napepld,-0.57,0.57
Ebna1bp2,0.154,-0.154
Cables1,-0.267,0.267
Wfdc11,,
Chdh,-0.138,0.138
Tspyl2,1.617,-1.617
Gm13284,-0.096,0.096
Pafah1b3,0.23,-0.23
Gm49433,,
Zfp593,-0.395,0.395
Zfp788,1.239,-1.239
Slc22a28,,
Lmln,0.973,-0.973
2810047C21Rik1,-1.176,1.176
Car11,-0.961,0.961
Gm44083,0.805,-0.805
Gm7901,0.532,-0.532
Tent5a,1.771,-1.771
Lrch3,1.176,-1.176
Gm13736,0.24,-0.24
Gtf3c1,0.97,-0.97
Grm6,0.359,-0.359
Gm21394,,
Ebf3,-0.245,0.245
Ctns,2.182,-2.182
Olfr592,0.213,-0.213
Gm26938,,
Mslnl,-0.552,0.552
Fam81a,0.475,-0.475
Ndufa1,0.51,-0.51
Rai1,-1.561,1.561
Psmb10,-0.927,0.927
Mcm8,-0.661,0.661
Ighv1-10,,
Olfr652,-0.878,0.878
Gm37901,,
Crocc2,0.578,-0.578
Gm7492,0.717,-0.717
Bbc3,2.844,-2.844
Elfn1,0.299,-0.299
Pdcd2l,0.68,-0.68
Vil1,-0.215,0.215
Zfp316,0.858,-0.858
Gm4942,,
Gm20648,,
Rfx4,-0.359,0.359
Gm47699,,
Actg1,-0.254,0.254
Gadd45a,0.103,-0.103
Gm9334,,
Gm9225,,
Frmd4b,-0.066,0.066
Col23a1,0.306,-0.306
Pitpna,-0.269,0.269
Gm2805,-0.351,0.351
Gm16354,,
Trpm8,-0.09,0.09
Gm28419,,
Ccnb2-ps,-0.136,0.136
Adap1,0.91,-0.91
Gm44870,-0.232,0.232
Gpat3,2.532,-2.532
Fbxo11,0.141,-0.141
Gm34531,,
AC125178.2,,
Rpl48-ps1,,
Usp49,-0.316,0.316
Dusp15,-0.096,0.096
Rpl36a-ps4,,
Srd5a3,0.609,-0.609
Gm37523,,
Gm44539,,
Lrrcc1,0.819,-0.819
Ang-ps3,,
Gm12494,,
Adcyap1,-0.096,0.096
Agmo,-1.226,1.226
Gm21683,,
Usp35,1.101,-1.101
Gm11888,-0.266,0.266
Gm28288,,
Gnpat,-0.098,0.098
Ifi44,-0.142,0.142
Ttc24,,
Fam107a,-0.589,0.589
Gm15778,-0.409,0.409
Cdr2l,0.233,-0.233
Lamb1,-1.872,1.872
Gm50004,,
Dhodh,0.22,-0.22
Gm8296,-0.513,0.513
Gm48501,0.233,-0.233
Psmd7,1.033,-1.033
Uxs1,-0.99,0.99
Ltv1,1.572,-1.572
Plcb1,0.304,-0.304
Olfr845,-0.761,0.761
Gm15125,,
Gm28648,,
Gm48304,,
Ppp2r5c,0.972,-0.972
Stard3,0.384,-0.384
Zdhhc13,-0.567,0.567
Zfp235,-0.566,0.566
Gm37029,,
Olfr1260,-1.012,1.012
Pcdha1,,
Gm47655,-1.677,1.677
Gm49665,,
Dse,-1.187,1.187
Trak1,-0.798,0.798
Olfr1139-ps1,,
Polr3c,1.385,-1.385
Prr27,,
Pnldc1,-0.423,0.423
Gm18168,,
Rps12-ps5,-0.177,0.177
Grhl3,0.041,-0.041
Trip13,-0.608,0.608
Gm35955,,
Insm2,-0.096,0.096
Ilk,0.979,-0.979
Gm18255,,
Nlrp1c-ps,-0.138,0.138
Igkv15-101-1,,
