gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Tnfrsf8,0.012,0.012
Gm47786,,
Lrp1b,0.328,0.328
Suz12,0.702,0.702
Gm21118,,
Comp,0.775,0.775
Gm9848,0.215,0.215
Gm49825,,
4930486L24Rik,0.713,0.713
Dusp28,0.093,0.093
Insyn1,,
Gm19195,0.879,0.879
Tmem268,0.617,0.617
Col14a1,0.128,0.128
Gm42915,0.468,0.468
Arl4d,0.063,0.063
Myl9,0.539,0.539
Stoml3,0.887,0.887
Gm13511,0.843,0.843
Tmem132d,0.796,0.796
Myf5,,
Gm11619,0.55,0.55
Gng11,0.905,0.905
Gm38247,0.939,0.939
Ercc6l2,0.657,0.657
Zyx,0.068,0.068
Slc35a4,0.302,0.302
Pih1d1,0.214,0.214
Nanog-ps1,,
Gm18885,,
Gm38706,0.755,0.755
Vav1,0.61,0.61
Heyl,0.887,0.887
Cct6b,0.926,0.926
Vmn2r-ps87,,
Fscn2,0.827,0.827
Gart,0.476,0.476
Defa3,,
Lrrc27,0.376,0.376
Gm8765,,
Gm7664,0.036,0.036
Nr1i3,0.755,0.755
Pramel7,0.322,0.322
Gm13226,0.523,0.523
Bpnt1,0.527,0.527
Tmem88b,0.274,0.274
Wasf1,0.596,0.596
Prokr1,0.851,0.851
Gm21719,,
Plk4,0.653,0.653
Fsd2,0.323,0.323
Gm13854,,
Gm14984,0.434,0.434
Pln,0.473,0.473
Gm12086,,
Hyou1,0.314,0.314
Trav7-3,,
AC134576.3,0.688,0.688
Gm9396,0.314,0.314
Krtap4-13,,
Ap2m1,0.625,0.625
Gm13651,0.968,0.968
Rasgrf1,0.281,0.281
Nfxl1,0.801,0.801
Immp1l,0.684,0.684
Gm13413,0.231,0.231
Gm15645,0.666,0.666
Mup5,0.755,0.755
Tada2a,0.769,0.769
Gm9267,0.892,0.892
Fezf1,,
Prr16,,
Tarsl2,0.323,0.323
Gm3466,,
Bex3,0.266,0.266
Gm18300,,
St8sia2,,
Gm6112,0.607,0.607
Gm34653,0.885,0.885
Dnah3,,
AF067063,,
Hemgn,0.095,0.095
Ydjc,0.241,0.241
Gm20940,0.924,0.924
Efna5,0.817,0.817
Gm28372,,
Errfi1,0.752,0.752
Metrnl,0.263,0.263
Krtap5-4,,
Gm43324,,
Gm29764,,
Gm29492,,
F2r,0.515,0.515
Gm14245,,
Fam196b,0.802,0.802
Gm49121,0.63,0.63
Papss1,0.911,0.911
Siva1,0.87,0.87
Gm8598,,
Gm11027,0.639,0.639
Cln5,0.52,0.52
Tmem14c,0.999,0.999
Fgf18,0.821,0.821
Gm45590,,
Babam1,0.867,0.867
Prl7d1,0.166,0.166
Gm11252,,
Olfr770,,
Tshz1,0.153,0.153
Gm18637,0.924,0.924
Olfr544,,
Fbxo22,0.723,0.723
Gm18667,0.901,0.901
Gm18958,0.755,0.755
Gm28040,,
Fam149a,0.962,0.962
Gm18010,,
Gm45594,0.916,0.916
Gm8343,0.174,0.174
Mrto4-ps2,,
Pfkfb4,0.117,0.117
Ranbp2-ps3,,
Lage3,0.993,0.993
Gm8483,0.735,0.735
Olfr1131,,
Eci1,0.121,0.121
Herc6,0.328,0.328
Dnajb3,0.523,0.523
Rpl27,0.75,0.75
Kif20b,0.709,0.709
Cdc42bpb,0.906,0.906
Gm15988,,
Haus7,0.623,0.623
Gm17811,,
Gm21848,,
Gm12201,0.924,0.924
Oacyl,0.391,0.391
Mptx2,,
Gkn1,,
Tmem114,,
Gm44605,,
Olfr917,,
Gm18540,,
Gm15211,,
Gm34783,,
Higd1a,0.733,0.733
Hmgcll1,0.246,0.246
Gm40848,,
Gm3978,,
Cldn15,0.934,0.934
Mrpl48-ps,0.924,0.924
Cd209e,,
Trp53i13,0.911,0.911
Defa-ps10,,
Gm46996,0.817,0.817
Gm32300,,
Arl6,0.531,0.531
Gm34391,,
Homez,0.92,0.92
Gm9381,0.523,0.523
Gas2,0.002,0.002
Pygl,0.456,0.456
Bcl2l12,0.737,0.737
Lpo,,
Gm9826,0.089,0.089
Gm15066,0.37,0.37
Thsd4,0.128,0.128
Opn1sw,0.56,0.56
Magix,0.962,0.962
Foxred2,0.422,0.422
Klrc2,0.058,0.058
Rpl23a-ps6,,
Gm9071,,
Gm1330,,
Selp,0.909,0.909
Gm12370,,
Trav6d-3,0.712,0.712
Tmem43,0.223,0.223
Gm18340,,
Exosc6,,
Ctcfl,0.94,0.94
Vmn2r89,0.425,0.425
Gm14442,,
Gm43405,,
Gm11951,0.808,0.808
Sult1e1,,
Adh6a,0.794,0.794
Gm37838,,
Dok6,0.922,0.922
Alms1,0.614,0.614
Ighd2-7,,
Gm48292,,
Ccdc71l,0.012,0.012
Cyp51,0.039,0.039
Wdr77,0.958,0.958
Pcbp4,0.332,0.332
Rpl5,0.449,0.449
Gm12876,,
Gm29563,,
Gpr62,0.741,0.741
1810013L24Rik,0.198,0.198
Gabra5,,
P2ry13,0.088,0.088
Mrpl34,0.21,0.21
Gm7224,,
Gm32158,0.697,0.697
Etl4,0.506,0.506
Gm48869,0.684,0.684
AC115768.2,0.924,0.924
Myocd,0.495,0.495
Sgsm1,0.976,0.976
Gm19010,,
Gm17775,0.924,0.924
Psph,0.759,0.759
Gm7943,,
Gsg1l,0.929,0.929
Aplp2,0.532,0.532
AC122119.1,0.924,0.924
Gm6088,0.302,0.302
Slc1a5,0.154,0.154
Csf1r,0.98,0.98
Gm12024,,
Olfr766-ps1,0.924,0.924
Matn1,0.901,0.901
Arpc1b,0.332,0.332
Pabpc2,,
Gm5950,0.817,0.817
Lamb3,0.131,0.131
Rpl38-ps1,0.718,0.718
Lox,0.924,0.924
Serpine1,0.887,0.887
Gm21769,0.109,0.109
Gm17711,0.863,0.863
Gm11242,,
Gm28815,,
Ift46,0.175,0.175
C1galt1c1,0.838,0.838
Gm6644,,
Arl16,0.535,0.535
Gm8214,,
Smim13,0.095,0.095
Gm12029,,
Gm15711,0.92,0.92
Gm48642,,
Krt74,,
Selenok-ps8,0.51,0.51
Cyyr1,0.313,0.313
Mettl5,0.646,0.646
Gm26557,,
Gm12988,0.924,0.924
Gm9645,0.78,0.78
Hddc2,0.293,0.293
Spink4,,
Gm15309,,
H2-Q1,0.674,0.674
Tgfb2,0.38,0.38
Gm13509,0.256,0.256
Zfp276,0.73,0.73
Gm11511,0.185,0.185
Cyp3a44,,
Suox,0.0,0.0
Ccno,0.389,0.389
Gm18827,,
Gm43433,,
Zfp664,0.022,0.022
Gm49138,,
Olfr1226,0.463,0.463
Iltifb,,
Zp3,0.755,0.755
Gm46540,0.258,0.258
Krtap6-2,,
Gm15276,0.101,0.101
Evi5,0.02,0.02
Kif3b,0.307,0.307
Gm11912,,
Zfp770,0.436,0.436
Letm1,0.823,0.823
Olfr665,,
Denr,0.44,0.44
Gm5735,0.555,0.555
Gm9251,,
Gm14438,,
Gm9806,0.22,0.22
AC132444.6,0.921,0.921
Esp4,,
AC148174.4,0.755,0.755
Rgs6,0.965,0.965
Cela2a,0.86,0.86
Zmynd15,0.266,0.266
Gm5645,,
Leap2,0.275,0.275
Gm7838,,
Rnf208,0.544,0.544
Dppa3-ps,,
Mfsd4a,0.689,0.689
Cacng2,0.664,0.664
Rps12-ps4,0.667,0.667
Fabp12,0.957,0.957
Tlr5,0.924,0.924
Gm28976,,
Olfr513,,
Mesp2,0.572,0.572
Etd,,
Vmn1r196,,
Gtpbp4-ps5,,
Tmem260,0.612,0.612
Gm21051,,
Ilf2,0.401,0.401
Gm3096,,
Vwa5a,0.033,0.033
Gm20542,,
Kbtbd3,0.993,0.993
Gm4356,0.798,0.798
Gm8274,0.558,0.558
Spata6,0.327,0.327
Gm20934,,
Mefv,0.858,0.858
Rpl34-ps2,0.541,0.541
Mkrn2os,0.301,0.301
Gm27043,,
Tcf20,0.898,0.898
Gm7478,,
Gm12396,,
Kctd9,0.528,0.528
Timp3,0.833,0.833
Myh13,,
Olfr1240,0.32,0.32
Nrbp2,0.99,0.99
Cth,0.304,0.304
Gm49597,0.861,0.861
Gm48690,0.928,0.928
N4bp2l2,0.537,0.537
Gzmm,0.621,0.621
Gm50043,,
Gm6866,,
AC140325.3,,
Fam91a1,0.683,0.683
Ndufb5,0.96,0.96
Gar1,0.386,0.386
Pid1,0.462,0.462
Eppk1,0.579,0.579
Hsd17b2,,
Fam90a1a,,
Gm5096,,
Gm15930,,
Fam81b,,
Cmas,0.884,0.884
Gm48448,,
Olig3,1.0,1.0
Tbrg1,0.976,0.976
Gm43975,,
Ighv5-9-1,0.75,0.75
Pcdh10,0.736,0.736
Vkorc1l1,0.645,0.645
Chst9,,
Igkv3-11,,
Gm38153,0.811,0.811
Cerk,0.185,0.185
Dmrtc2,,
AC102610.1,0.924,0.924
Gm12444,0.859,0.859
Gm14001,,
Prdx6,0.782,0.782
Padi4,0.755,0.755
Ubl4b,,
Trdv1,0.437,0.437
Ttc23l,0.755,0.755
Rpl22,0.809,0.809
Gm7439,0.711,0.711
Rps15-ps2,0.9,0.9
Itih3,,
Eppin,,
Zfand3,0.78,0.78
Olfr1357,0.554,0.554
Zcwpw1,0.014,0.014
Rasef,,
Igkv8-31,,
Ly6m,0.392,0.392
Sri,0.378,0.378
Pcsk1,0.561,0.561
Tmem213,,
Gm45789,,
Clcnkb,,
Hand2,0.924,0.924
Ankfn1,,
Duxbl3,,
AC162035.1,,
Gm49693,0.737,0.737
Cgn,0.899,0.899
Gm20888,,
Arhgap40,0.924,0.924
Gm47074,,
Vmn2r-ps100,,
Gm18960,0.384,0.384
Mup-ps14,,
Hmgb1-ps8,0.393,0.393
Gm48733,0.903,0.903
Tspo,0.677,0.677
Gm5281,0.922,0.922
Rsrp1,0.963,0.963
Gm11594,0.861,0.861
Lce1f,,
Drc7,,
Gm7745,0.924,0.924
Smim24,0.951,0.951
Evi2,0.364,0.364
Serpinb6e,,
Gm46562,0.864,0.864
Pik3cd,0.373,0.373
Eva1b,0.699,0.699
Olfr949-ps1,,
Gm15282,,
Sdr16c5,,
Dnajc19-ps,0.58,0.58
Gm9130,0.596,0.596
Gm11498,,
Gm12807,,
Obox4-ps32,,
E130311K13Rik,0.302,0.302
Efnb3,0.336,0.336
Gm17204,,
Mycbp2,0.779,0.779
Bdp1,0.507,0.507
Gm43441,,
Gm48811,,
Cdk6,0.176,0.176
Exosc8,0.147,0.147
Hint2,0.61,0.61
Lmbrd1,0.922,0.922
Csn1s1,0.574,0.574
Olfr918,0.768,0.768
Tmem154,0.881,0.881
Gm20671,,
Gm20933,,
Oasl1,0.122,0.122
Gm11982,,
Olfr20,0.733,0.733
Rpl17-ps8,0.047,0.047
Fam13c,0.528,0.528
Gm6081,0.924,0.924
Fzd8,0.924,0.924
Gm12749,0.906,0.906
Gm10036,0.207,0.207
Csmd2,0.848,0.848
Olfr629,0.589,0.589
Igkv13-57-1,,
Gm43510,,
Kif3a,0.543,0.543
Gm30312,,
Defa-ps15,,
Vmn1r-ps34,,
Gm8354,,
Sap18,0.09,0.09
Snrpa1,0.249,0.249
Gm50036,,
Vmn2r-ps24,,
Slc29a3,0.039,0.039
Gm7284,0.924,0.924
Gm6956,,
Caskin1,0.327,0.327
Cpeb2,0.18,0.18
Gm48990,,
Gm5843,,
Ina,0.563,0.563
Gm5628,0.472,0.472
Hoxc10,,
Lrrc3c,0.755,0.755
Cfhr2,0.924,0.924
Mis18a,0.64,0.64
Olfr650-ps1,0.506,0.506
Gstm2-ps1,,
Gm3841,0.391,0.391
Rpl39-ps,0.293,0.293
Gdf7,0.924,0.924
Gm6283,0.988,0.988
Ubtfl1,0.444,0.444
Gm28377,,
Strap,0.478,0.478
Gm48919,0.924,0.924
1500011B03Rik,0.8,0.8
Pcdhgb4,0.452,0.452
Gm16353,0.669,0.669
Pan3,0.669,0.669
Gm18011,,
Nfkbia,0.117,0.117
Dolk,0.46,0.46
Ptgs1,0.433,0.433
Gm11514,,
Cgrrf1,0.128,0.128
Gm12630,0.843,0.843
H2-Ke6,0.42,0.42
Gm9458,0.89,0.89
Olfr6,0.537,0.537
Med12l,0.0,0.0
Foxi3,,
Igkv8-34,,
Olfr1390,0.817,0.817
Gm48675,,
Khsrp,0.718,0.718
March6,0.933,0.933
Olfr1356,0.186,0.186
Ighd2-4,,
Gm16186,,
Jup,0.977,0.977
Gm34149,,
Olfr1447,,
Asph,0.366,0.366
Sybu,0.231,0.231
Adprm,0.702,0.702
Gpha2,,
Traj61,0.016,0.016
Il15ra,0.829,0.829
Hsf1,0.483,0.483
Gm18780,,
Olfr1273-ps,0.592,0.592
Pou3f4,0.73,0.73
Gm16286,0.404,0.404
Olfr1059-ps1,,
Fbxw7,0.685,0.685
AC119987.1,,
Krtap1-4,,
Rbm17,0.802,0.802
Parp12,0.483,0.483
Rbm14,0.306,0.306
Wac,0.196,0.196
Cyp4f41-ps,0.934,0.934
Gm44594,,
Kcnab1,0.707,0.707
Gm9030,0.739,0.739
Mettl21c,0.864,0.864
Ppp1r2,0.427,0.427
Zfp866,0.928,0.928
Chml,0.512,0.512
Blk,0.046,0.046
Tpt1-ps2,0.755,0.755
Slc6a9,0.753,0.753
Fgfbp1,,
Txndc9,0.874,0.874
Olfr554,0.538,0.538
Padi1,0.637,0.637
Rhox2-ps,,
Dmap1,0.178,0.178
Zc2hc1a,0.258,0.258
E2f8,0.785,0.785
Neurog2,0.924,0.924
Gm49203,,
Gm11221,0.817,0.817
Rpl23a-ps10,,
Gm21330,,
Gm18513,,
Vps37c,0.42,0.42
Popdc2,0.0,0.0
Gm37013,,
Mapk1,0.987,0.987
Lrrc2,0.606,0.606
Prox2,0.713,0.713
Gm13281,,
Gm13140,0.901,0.901
Gabpa,0.284,0.284
Sebox,,
Gm14914,0.514,0.514
Mfn1,0.614,0.614
1600029O15Rik,0.739,0.739
Gm13486,,
Gm12619,,
Rrad,0.071,0.071
Olfr68,0.783,0.783
Btnl1,0.434,0.434
Gm49078,,
Gm14785,,
P2ry2,0.953,0.953
Gm49661,,
Gm28066,,
Pramef20,,
Grem2,,
Mblac2,0.009,0.009
Gm18222,,
Gm44404,,
Gm42925,,
Pramef8,0.31,0.31
Gm9514,0.295,0.295
Pdf,0.608,0.608
Gm20786,,
Gm49988,,
Spaca6,0.976,0.976
Olfr1542-ps1,,
Poteg,,
Adat3,0.106,0.106
Vmn2r106,,
Akt3,0.038,0.038
Gm49178,,
Serpina11,0.86,0.86
Gm48856,0.922,0.922
Aqp2,,
Olfr602-ps1,,
Cyp2j14-ps,,
Gm7789,,
Gm43396,0.755,0.755
A330070K13Rik,,
Rgsl1,0.766,0.766
Zfp229,0.278,0.278
Gm8183,0.859,0.859
Dclk2,0.247,0.247
Gm3963,,
Scx,0.053,0.053
Thap3,0.856,0.856
Cfap97d1,,
2610528A11Rik,0.817,0.817
Gm21824,,
Igtp,0.611,0.611
Tmc8,0.822,0.822
Crip2,0.521,0.521
Sec61g,0.026,0.026
Rps19bp1,0.352,0.352
Serinc5,0.112,0.112
Gm21838,,
Tmem254b,0.129,0.129
Gm3200,0.313,0.313
Fam90a1b,0.401,0.401
Os9,0.131,0.131
Rabgap1,0.804,0.804
Iffo2,0.219,0.219
Snrk,0.9,0.9
Gm14756,,
Fam204a,0.062,0.062
Mapre3,0.134,0.134
Gm11395,,
Gm16441,,
Cccd201,,
Gm29041,,
Gm10241,0.632,0.632
Gm3278,,
Dph2,0.344,0.344
Gm12475,,
Gm50074,,
Spag16,0.051,0.051
Acy1,0.313,0.313
Tent2,0.979,0.979
Satb2,0.138,0.138
AK157302,0.814,0.814
Vcp-rs,0.875,0.875
Prdm8,0.863,0.863
Gm21759,0.971,0.971
Sfxn4,0.726,0.726
Ms4a13,,
Cd48,0.342,0.342
Fzd5,0.007,0.007
Cldn34c4,,
Gm14350,,
Skida1,0.599,0.599
Gm43828,,
Gm14500,,
Rps12l1,,
Ighv1-23,,
Syndig1l,0.849,0.849
Zfp653,0.608,0.608
Olfr278-ps1,,
Gm10025,0.463,0.463
Vmn1r42,0.684,0.684
Olfr821,,
Gm12486,,
Olfr1113,,
Gm11604,0.882,0.882
Slc2a5,,
Trbv13-3,0.085,0.085
Krt19,,
Gm21762,,
Gm13231,0.93,0.93
Gm14314,,
Tmem200a,0.169,0.169
Lamp2,0.663,0.663
Atp8b3,0.468,0.468
Mmp15,0.601,0.601
Gm13743,,
Trav6-2,,
Pirb,0.27,0.27
Gnl3,0.875,0.875
Gm19140,,
Rhox4e,0.806,0.806
Gm10354,,
Gm4248,0.817,0.817
Gpbp1l1,0.226,0.226
Ndufaf6,0.389,0.389
Gm44227,0.447,0.447
Pigv,0.754,0.754
Gm9791,,
Fthl17a,,
Gm21864,,
Gm21139,,
Gm14021,,
Psmd8,0.848,0.848
Gm12431,,
Gm28926,,
Alms1-ps1,0.15,0.15
Ppp2r2c,0.788,0.788
Gm11355,,
Plekhg6,0.755,0.755
Zfp820,0.289,0.289
Gm14739,,
Adam19,0.0,0.0
Acrbp,0.704,0.704
Olfr1239,,
Kif1b,0.437,0.437
Utrn,0.213,0.213
Cryl1,0.842,0.842
Strc,0.685,0.685
Gm16561,,
Sult4a1,0.515,0.515
7420426K07Rik,,
Ndufb6,0.662,0.662
Fcrl6,0.58,0.58
Vmn2r-ps128,,
Tsg101-ps,0.601,0.601
Ankdd1a,0.824,0.824
Gm18292,0.513,0.513
Rgs22,0.84,0.84
Gm4799,0.668,0.668
Obox4-ps26,,
Srfbp1,0.844,0.844
Fubp3,0.764,0.764
Eef2kmt,0.79,0.79
Vmn1r-ps96,,
Gm46525,,
Tbc1d9b,0.05,0.05
Gm12176,0.77,0.77
CR974586.2,,
Gm6064,,
Aasdhppt,0.727,0.727
Gm8046,,
Cep128,0.03,0.03
Gm12689,,
Gm11480,0.924,0.924
Ptma-ps1,,
Gm44825,,
Pla2g2e,,
Gm18101,,
Ric8a,0.129,0.129
Ear2,0.071,0.071
Tspan8,0.924,0.924
Gm17875,0.317,0.317
Gm43345,,
Gm3139,0.576,0.576
Zik1,0.279,0.279
Ngfr,0.407,0.407
Rhcg,0.62,0.62
Gm11779,,
Gm5757,,
Ankar,0.58,0.58
Gm8995,0.938,0.938
Gm11661,,
Gm12448,,
Hydin,0.32,0.32
Gm4774,,
Gm37557,,
Gm18856,0.558,0.558
Slc41a1,0.969,0.969
Gm7399,0.269,0.269
Actrt3,0.48,0.48
Olfr505-ps1,,
AC087559.1,,
Nkx3-2,0.179,0.179
Cyp4a31,0.479,0.479
Gm40976,,
Pwp2,0.34,0.34
Wfdc13,0.132,0.132
Gm18015,0.553,0.553
Mlh3,0.988,0.988
Gm21921,,
D830030K20Rik,0.846,0.846
Gm19326,,
Gm7680,0.817,0.817
Gm14769,,
Tgtp1,0.115,0.115
Gm47934,0.225,0.225
Gm43220,,
Zfp90,0.694,0.694
Olfr221,0.354,0.354
Golga2,0.031,0.031
Npr1,,
Ncoa5,0.015,0.015
Chka,0.999,0.999
Eloa,0.678,0.678
Ptpn21,0.544,0.544
Gm13220,,
Gm49520,0.737,0.737
1700012B07Rik,0.329,0.329
Ptn,0.788,0.788
Gm14335,0.947,0.947
Gfy,,
Gm21302,,
Vmn2r79,0.762,0.762
Gm12413,,
Cby3,0.924,0.924
Tedc1,0.358,0.358
Gm15013,0.946,0.946
Gm16531,0.545,0.545
Olfr486,,
Psmd5,0.632,0.632
Pet100,0.632,0.632
Gfra3,,
AC113528.1,0.859,0.859
Gm12584,0.676,0.676
Minpp1,0.895,0.895
Gm9442,0.805,0.805
Serpina12,0.562,0.562
Adam33,0.933,0.933
Gm28637,0.924,0.924
Vmn1r235,,
Gm28413,,
Gm9506,,
Mup16,,
Gm7247,,
Grhl1,0.793,0.793
Zc3h7a,0.508,0.508
Ldha,0.678,0.678
Nr1d2,0.093,0.093
Tmprss11e,,
Gm12815,,
Gm16290,,
Gins1,0.87,0.87
Gm48310,,
Gm49356,0.112,0.112
Gm15913,,
Rpl5-ps1,0.522,0.522
Gm37493,,
Smok2b,0.699,0.699
Akip1,0.943,0.943
Gm27158,,
Gm8672,,
Gm6576,0.653,0.653
Imp3,0.343,0.343
Trpv2,0.466,0.466
Gm5285,,
Chtop,0.742,0.742
Eif4ebp1,0.815,0.815
H2-Bl,0.375,0.375
Ear-ps5,,
Treml1,0.755,0.755
Col4a3bp,0.977,0.977
Gm28661,0.6,0.6
Gm11238,,
Gm20894,,
Tshz2,0.186,0.186
Cldnd1,0.205,0.205
Wsb1,0.975,0.975
Gm7916,,
Mlxip,0.52,0.52
Zfp94,0.72,0.72
Spata24,0.819,0.819
Tsr1,0.336,0.336
Gm14270,0.817,0.817
Rdh5,0.915,0.915
Gm11372,,
Gm12309,0.817,0.817
Gm35323,0.817,0.817
Ctnnd1,0.795,0.795
AC150274.1,,
Mtrex,0.528,0.528
Fech,0.393,0.393
Eno4,0.924,0.924
Gm29036,0.621,0.621
Gm49822,,
Tex11,0.489,0.489
Gm43070,0.079,0.079
Gm5591,,
Tmem150b,0.412,0.412
Epha10,0.692,0.692
mt-Nd2,0.87,0.87
Gm19040,0.907,0.907
Rps2-ps3,0.789,0.789
Gm18774,,
Gm12118,0.723,0.723
Cers2,0.342,0.342
Olfr461,0.227,0.227
Gm28115,,
A630076J17Rik,0.513,0.513
Arhgap42,0.397,0.397
Gm44563,,
Odam,,
Tmsb4x,0.479,0.479
Gpr150,0.9,0.9
Arcn1,0.884,0.884
Gm49103,,
D13Ertd608e,,
Gm47006,0.888,0.888
Gm48229,0.884,0.884
Pomp,0.987,0.987
Il1f10,,
Eva1c,0.213,0.213
Glis3,0.891,0.891
Ddt,0.718,0.718
Gm13880,,
Gm45402,,
Pole,0.52,0.52
Gm18487,,
Rps2-ps5,0.864,0.864
Togaram1,0.857,0.857
Usp4,0.187,0.187
Olfr1385,0.953,0.953
Trim47,0.08,0.08
Ptpn2,0.241,0.241
Slc5a6,0.026,0.026
Wasl,0.886,0.886
Gm46453,,
Gm45215,,
Gm18991,,
Gm6061,0.247,0.247
Clstn2,0.851,0.851
Sept1,0.66,0.66
Khdc4,0.487,0.487
Gm13443,,
Ces4a,,
Il27ra,0.083,0.083
Defb12,,
Gm5473,0.817,0.817
Igkv4-77,0.858,0.858
Ankrd13d,0.623,0.623
Gm4772,,
Scgb1b15,,
Gm3286,,
Gm13213,0.269,0.269
Gm11034,0.924,0.924
Gm45157,,
Gm2860,,
Gm47201,0.903,0.903
Msmp,,
Gm6365,0.669,0.669
Tcaf3,,
Ascl3,0.252,0.252
Afap1,0.244,0.244
Olfr106-ps,,
Klhl1,0.928,0.928
Zfp654,0.675,0.675
AL607142.1,,
Slc35d2,0.7,0.7
AC016791.1,0.924,0.924
1700021F05Rik,0.121,0.121
Gm8396,0.914,0.914
Rpf2,0.973,0.973
Gm42791,0.16,0.16
Prr23a2,,
Dtx1,0.929,0.929
Hpdl,0.209,0.209
Golgb1,0.99,0.99
Troap,0.49,0.49
Nrn1l,0.816,0.816
Lmod2,0.924,0.924
Serpind1,0.86,0.86
Grb7,0.933,0.933
4930431P19Rik,0.991,0.991
Hspe1-ps3,0.924,0.924
Gm13094,0.419,0.419
Acad9,0.949,0.949
Eef1akmt4,0.573,0.573
Igkv11-106,,
Trav5-1,,
Gm7740,,
Trim31,,
Wdr4,0.931,0.931
Rap1gap,0.412,0.412
Slc25a18,0.554,0.554
Gm14825,,
Klf4,0.504,0.504
Tas2r145-ps3,,
Vmn2r-ps67,,
Gm4928,0.831,0.831
Il2rg,0.579,0.579
AC121824.2,0.963,0.963
Chst7,0.563,0.563
Zfp526,0.696,0.696
Gm17847,,
Samd11,0.063,0.063
Sap130,0.143,0.143
Ighv1-52,0.24,0.24
Gm9722,0.493,0.493
Gm17421,,
Gm15033,,
Gm8929,,
Pfn5,,
AC098875.1,,
Trim30a,0.762,0.762
Dna2,0.204,0.204
Iscu,0.821,0.821
Gng2-ps1,0.817,0.817
Ms4a4d,0.977,0.977
Adcy5,0.755,0.755
Olfr1347,,
Gm6082,,
Thap8,0.335,0.335
Gm7513,0.739,0.739
Mst1,0.954,0.954
Pet2,0.951,0.951
U2af2,0.786,0.786
Gm14970,0.487,0.487
Rabep2,0.568,0.568
Col6a1,,
Gm8005,,
Bpi,,
Cd109,0.031,0.031
Gabpb1,0.013,0.013
Gm15794,0.636,0.636
Otor,0.829,0.829
Utp23,0.67,0.67
Ighv2-3,0.739,0.739
Arid4b,0.612,0.612
Gm12993,,
Dmac1,0.075,0.075
Gm14276,0.453,0.453
Gm6619,,
Sdc3,0.142,0.142
Npffr2,,
Gm43390,0.755,0.755
Gm38088,,
Vmn1r125,,
Gm49196,0.95,0.95
Gm7917,,
Cacul1,0.625,0.625
Gm44803,,
Gm47638,0.777,0.777
Gm49251,,
G6pc3,0.729,0.729
Gm13664,,
St5,0.034,0.034
Gm20812,,
Gm17018,0.084,0.084
4930404H24Rik,,
Coro6,0.415,0.415
Pdlim5,0.188,0.188
Fam20a,0.634,0.634
Tcp10b,0.817,0.817
Gm47986,0.817,0.817
Gm19198,,
Gm13212,0.391,0.391
Gm46313,,
Gm29602,0.755,0.755
Ngb,0.984,0.984
Fen1,0.383,0.383
Cnot10,0.975,0.975
Gm15467,0.5,0.5
Gm9230,,
Gbgt1,0.641,0.641
AC131185.2,0.6,0.6
Tada3,0.842,0.842
Gm14111,0.172,0.172
Vmn1r-ps85,0.817,0.817
Gal3st1,0.219,0.219
Gm13237,0.463,0.463
Gm13521,,
Slc15a4,0.004,0.004
Sec14l5,0.723,0.723
Abcd1,0.22,0.22
Gm11585,0.033,0.033
Trbv16,0.717,0.717
Rps6-ps3,0.86,0.86
Gm8186,0.472,0.472
Tbxa2r,0.675,0.675
Gm27203,,
H2-Eb2,0.561,0.561
Gm3203,0.434,0.434
Trbj2-6,0.723,0.723
Gm49770,,
Gm4860,0.924,0.924
Gm15838,0.859,0.859
Cndp1,0.933,0.933
Rab27b,0.396,0.396
Gstm1,0.362,0.362
Ecsit,0.17,0.17
Gm9723,,
Gm12857,0.683,0.683
Zfp386,0.512,0.512
Dbh,,
Gm1969,0.58,0.58
Prkcq,0.229,0.229
Dcaf17,0.61,0.61
Gm6060,0.498,0.498
Nipa1,0.872,0.872
Gm7353,,
Cfhr1,0.135,0.135
Clasp2,0.631,0.631
Pde6g,0.925,0.925
Gm13357,0.899,0.899
Ctps,0.269,0.269
AL603804.1,0.952,0.952
Gm14165,0.879,0.879
Gm44422,,
Vmn2r6,0.855,0.855
Ptms,0.519,0.519
Trav6d-7,0.493,0.493
Ifi47,0.0,0.0
Ighg2c,0.81,0.81
Pdgfd,,
Gm8383,,
Gm12461,0.924,0.924
Pate12,,
BC016579,0.767,0.767
Olfr147,0.812,0.812
Gm37757,,
Gm49278,0.963,0.963
Gm10310,0.66,0.66
Gm28645,,
Gm4691,0.269,0.269
Myo10,0.4,0.4
Saxo1,,
Ywhaq,0.478,0.478
Prxl2b,0.517,0.517
Grik3,0.612,0.612
Gm13903,,
Rab30,0.184,0.184
Prl2b1,,
Ear-ps7,,
Gm16585,0.212,0.212
Gm4052,,
Gm12174,0.582,0.582
Gm44713,,
Gm11584,,
Gm4247,0.418,0.418
Dennd2a,0.773,0.773
Gm12604,,
Olfr200-ps1,,
Plpp1,0.513,0.513
Tmem150c,0.937,0.937
Gm19798,0.892,0.892
Gm28871,,
Efcab9,0.679,0.679
Scp2-ps2,0.778,0.778
Hrasls,,
Col4a6,0.892,0.892
Gm4600,0.785,0.785
Gm14911,0.86,0.86
Stfa2l1,,
Gm16134,0.817,0.817
Gm13624,0.847,0.847
Klra9,0.0,0.0
Vmn2r44,0.226,0.226
Gm10408,0.324,0.324
Uqcrh,0.402,0.402
Ern2,0.817,0.817
Gm49195,0.768,0.768
Prl8a9,,
Gm37308,,
Gm7150,0.824,0.824
