gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Ighd2-4,,
Gm16186,,
Jup,-0.006,0.006
Gm34149,,
Olfr1447,,
Asph,0.244,-0.244
Sybu,2.23,-2.23
Adprm,-0.054,0.054
Gpha2,,
Traj61,-0.894,0.894
Il15ra,0.037,-0.037
Hsf1,-0.088,0.088
Gm18780,,
Olfr1273-ps,-0.414,0.414
Pou3f4,0.273,-0.273
Gm16286,0.068,-0.068
Olfr1059-ps1,,
Fbxw7,-0.076,0.076
AC119987.1,,
Krtap1-4,,
Rbm17,-0.026,0.026
Parp12,-0.135,0.135
Rbm14,-0.126,0.126
Wac,0.118,-0.118
Cyp4f41-ps,-0.035,0.035
Gm44594,,
Kcnab1,-0.306,0.306
Gm9030,-1.178,1.178
Mettl21c,0.199,-0.199
Ppp1r2,0.107,-0.107
Zfp866,0.01,-0.01
Chml,-0.141,0.141
Blk,1.264,-1.264
Tpt1-ps2,1.104,-1.104
Slc6a9,-0.498,0.498
Fgfbp1,,
Txndc9,0.014,-0.014
Olfr554,-1.272,1.272
Padi1,0.303,-0.303
Rhox2-ps,,
Dmap1,0.161,-0.161
Zc2hc1a,1.012,-1.012
E2f8,-0.062,0.062
Neurog2,-0.338,0.338
Gm49203,,
Gm11221,-0.819,0.819
Rpl23a-ps10,,
Gm21330,,
Gm18513,,
Vps37c,0.098,-0.098
Popdc2,-0.641,0.641
Gm37013,,
Mapk1,-0.001,0.001
Lrrc2,-0.179,0.179
Prox2,0.088,-0.088
Gm13281,,
Gm13140,0.3,-0.3
Gabpa,0.096,-0.096
Sebox,,
Gm14914,0.221,-0.221
Mfn1,0.08,-0.08
1600029O15Rik,-0.181,0.181
Gm13486,,
Gm12619,,
Rrad,0.37,-0.37
Olfr68,-0.672,0.672
Btnl1,-1.567,1.567
Gm49078,,
Gm14785,,
P2ry2,-0.167,0.167
Gm49661,,
Gm28066,,
Pramef20,,
Grem2,,
Mblac2,0.77,-0.77
Gm18222,,
Gm44404,,
Gm42925,,
Pramef8,-0.166,0.166
Gm9514,-1.586,1.586
Pdf,-0.108,0.108
Gm20786,,
Gm49988,,
Spaca6,0.014,-0.014
Olfr1542-ps1,,
Poteg,,
Adat3,-0.428,0.428
Vmn2r106,,
Akt3,0.463,-0.463
Gm49178,,
Serpina11,0.623,-0.623
Gm48856,-0.17,0.17
Aqp2,,
Olfr602-ps1,,
Cyp2j14-ps,,
Gm7789,,
Gm43396,1.104,-1.104
A330070K13Rik,,
Rgsl1,-0.418,0.418
Zfp229,0.248,-0.248
Gm8183,0.626,-0.626
Dclk2,-0.183,0.183
Gm3963,,
Scx,1.761,-1.761
Thap3,0.027,-0.027
Cfap97d1,,
2610528A11Rik,0.147,-0.147
Gm21824,,
Igtp,-0.048,0.048
Tmc8,-0.03,0.03
Crip2,0.141,-0.141
Sec61g,-0.317,0.317
Rps19bp1,-0.189,0.189
Serinc5,-0.235,0.235
Gm21838,,
Tmem254b,0.259,-0.259
Gm3200,0.967,-0.967
Fam90a1b,-1.158,1.158
Os9,0.139,-0.139
Rabgap1,0.03,-0.03
Iffo2,0.266,-0.266
Snrk,-0.013,0.013
Gm14756,,
Fam204a,0.202,-0.202
Mapre3,-0.695,0.695
Gm11395,,
Gm16441,,
Cccd201,,
Gm29041,,
Gm10241,-0.128,0.128
Gm3278,,
Dph2,-0.132,0.132
Gm12475,,
Gm50074,,
Spag16,-1.075,1.075
Acy1,0.148,-0.148
Tent2,-0.003,0.003
Satb2,-2.512,2.512
AK157302,-0.66,0.66
Vcp-rs,0.077,-0.077
Prdm8,0.167,-0.167
Gm21759,0.056,-0.056
Sfxn4,-0.059,0.059
Ms4a13,,
Cd48,0.096,-0.096
Fzd5,-0.347,0.347
Cldn34c4,,
Gm14350,,
Skida1,-0.152,0.152
Gm43828,,
Gm14500,,
Rps12l1,,
Ighv1-23,,
Syndig1l,0.45,-0.45
Zfp653,-0.068,0.068
Olfr278-ps1,,
Gm10025,-0.107,0.107
Vmn1r42,-0.291,0.291
Olfr821,,
Gm12486,,
Olfr1113,,
Gm11604,-0.202,0.202
Slc2a5,,
Trbv13-3,0.289,-0.289
Krt19,,
Gm21762,,
Gm13231,0.205,-0.205
Gm14314,,
Tmem200a,-0.489,0.489
Lamp2,0.046,-0.046
Atp8b3,-0.673,0.673
Mmp15,-0.251,0.251
Gm13743,,
Trav6-2,,
Pirb,-0.445,0.445
Gnl3,-0.027,0.027
Gm19140,,
Rhox4e,0.254,-0.254
Gm10354,,
Gm4248,-0.819,0.819
Gpbp1l1,0.162,-0.162
Ndufaf6,-0.223,0.223
Gm44227,1.122,-1.122
Pigv,0.037,-0.037
Gm9791,,
Fthl17a,,
Gm21864,,
Gm21139,,
Gm14021,,
Psmd8,0.017,-0.017
Gm12431,,
Gm28926,,
Alms1-ps1,-1.949,1.949
Ppp2r2c,0.124,-0.124
Gm11355,,
Plekhg6,1.104,-1.104
Zfp820,0.884,-0.884
Gm14739,,
Adam19,-0.347,0.347
Acrbp,-0.081,0.081
Olfr1239,,
Kif1b,-0.106,0.106
Utrn,-0.164,0.164
Cryl1,-0.047,0.047
Strc,-0.137,0.137
Gm16561,,
Sult4a1,-0.458,0.458
7420426K07Rik,,
Ndufb6,0.057,-0.057
Fcrl6,0.509,-0.509
Vmn2r-ps128,,
Tsg101-ps,1.6,-1.6
Ankdd1a,0.293,-0.293
Gm18292,-0.692,0.692
Rgs22,-0.108,0.108
Gm4799,1.024,-1.024
Obox4-ps26,,
Srfbp1,0.023,-0.023
Fubp3,0.058,-0.058
Eef2kmt,0.039,-0.039
Vmn1r-ps96,,
Gm46525,,
Tbc1d9b,0.209,-0.209
Gm12176,-0.156,0.156
CR974586.2,,
Gm6064,,
Aasdhppt,0.051,-0.051
Gm8046,,
Cep128,-0.276,0.276
Gm12689,,
Gm11480,-0.338,0.338
Ptma-ps1,,
Gm44825,,
Pla2g2e,,
Gm18101,,
Ric8a,0.155,-0.155
Ear2,-2.268,2.268
Tspan8,-0.338,0.338
Gm17875,-0.453,0.453
Gm43345,,
Gm3139,1.114,-1.114
Zik1,-0.291,0.291
Ngfr,-0.463,0.463
Rhcg,-0.722,0.722
Gm11779,,
Gm5757,,
Ankar,1.933,-1.933
Gm8995,0.01,-0.01
Gm11661,,
Gm12448,,
Hydin,-1.021,1.021
Gm4774,,
Gm37557,,
Gm18856,0.598,-0.598
Slc41a1,-0.007,0.007
Gm7399,-0.759,0.759
Actrt3,0.723,-0.723
Olfr505-ps1,,
AC087559.1,,
Nkx3-2,3.571,-3.571
Cyp4a31,0.514,-0.514
Gm40976,,
Pwp2,-0.128,0.128
Wfdc13,-3.027,3.027
Gm18015,-1.909,1.909
Mlh3,-0.002,0.002
Gm21921,,
D830030K20Rik,-0.066,0.066
Gm19326,,
Gm7680,-0.819,0.819
Gm14769,,
Tgtp1,-0.355,0.355
Gm47934,-1.077,1.077
Gm43220,,
Zfp90,0.069,-0.069
Olfr221,0.497,-0.497
Golga2,0.186,-0.186
Npr1,,
Ncoa5,-0.288,0.288
Chka,0.0,-0.0
Eloa,-0.037,0.037
Ptpn21,0.16,-0.16
Gm13220,,
Gm49520,-0.348,0.348
1700012B07Rik,1.531,-1.531
Ptn,0.169,-0.169
Gm14335,0.016,-0.016
Gfy,,
Gm21302,,
Vmn2r79,-0.044,0.044
Gm12413,,
Cby3,-0.338,0.338
Tedc1,-0.156,0.156
Gm15013,-0.074,0.074
Gm16531,-1.731,1.731
Olfr486,,
Psmd5,-0.073,0.073
Pet100,0.07,-0.07
Gfra3,,
AC113528.1,0.628,-0.628
Gm12584,-0.65,0.65
Minpp1,-0.018,0.018
Gm9442,0.304,-0.304
Serpina12,-0.704,0.704
Adam33,-0.048,0.048
Gm28637,-0.338,0.338
Vmn1r235,,
Gm28413,,
Gm9506,,
Mup16,,
Gm7247,,
Grhl1,0.066,-0.066
Zc3h7a,0.061,-0.061
Ldha,-0.052,0.052
Nr1d2,0.402,-0.402
Tmprss11e,,
Gm12815,,
Gm16290,,
Gins1,-0.042,0.042
Gm48310,,
Gm49356,0.628,-0.628
Gm15913,,
Rpl5-ps1,0.42,-0.42
Gm37493,,
Smok2b,0.743,-0.743
Akip1,0.012,-0.012
Gm27158,,
Gm8672,,
Gm6576,0.354,-0.354
Imp3,0.107,-0.107
Trpv2,0.067,-0.067
Gm5285,,
Chtop,0.032,-0.032
Eif4ebp1,0.03,-0.03
H2-Bl,-0.228,0.228
Ear-ps5,,
Treml1,1.104,-1.104
Col4a3bp,-0.003,0.003
Gm28661,0.084,-0.084
Gm11238,,
Gm20894,,
Tshz2,-2.803,2.803
Cldnd1,0.181,-0.181
Wsb1,-0.003,0.003
Gm7916,,
Mlxip,-0.077,0.077
Zfp94,0.117,-0.117
Spata24,-0.059,0.059
Tsr1,-0.107,0.107
Gm14270,-0.819,0.819
Rdh5,0.044,-0.044
Gm11372,,
Gm12309,-0.819,0.819
Gm35323,-0.819,0.819
Ctnnd1,0.137,-0.137
AC150274.1,,
Mtrex,0.062,-0.062
Fech,0.116,-0.116
Eno4,-0.338,0.338
Gm29036,0.136,-0.136
Gm49822,,
Tex11,-0.99,0.99
Gm43070,-0.722,0.722
Gm5591,,
Tmem150b,-2.187,2.187
Epha10,0.264,-0.264
mt-Nd2,-0.027,0.027
Gm19040,-0.024,0.024
Rps2-ps3,-0.739,0.739
Gm18774,,
Gm12118,-1.253,1.253
Cers2,0.07,-0.07
Olfr461,-0.524,0.524
Gm28115,,
A630076J17Rik,1.609,-1.609
Arhgap42,0.267,-0.267
Gm44563,,
Odam,,
Tmsb4x,0.054,-0.054
Gpr150,-0.192,0.192
Arcn1,0.011,-0.011
Gm49103,,
D13Ertd608e,,
Gm47006,0.097,-0.097
Gm48229,-0.369,0.369
Pomp,0.002,-0.002
Il1f10,,
Eva1c,1.071,-1.071
Glis3,-0.082,0.082
Ddt,0.045,-0.045
Gm13880,,
Gm45402,,
Pole,-0.114,0.114
Gm18487,,
Rps2-ps5,0.151,-0.151
Togaram1,-0.024,0.024
Usp4,-0.082,0.082
Olfr1385,-0.008,0.008
Trim47,-1.158,1.158
Ptpn2,0.096,-0.096
Slc5a6,-0.582,0.582
Wasl,0.026,-0.026
Gm46453,,
Gm45215,,
Gm18991,,
Gm6061,1.168,-1.168
Clstn2,-0.296,0.296
Sept1,-0.04,0.04
Khdc4,0.065,-0.065
Gm13443,,
Ces4a,,
Il27ra,-0.158,0.158
Defb12,,
Gm5473,-0.819,0.819
Igkv4-77,0.63,-0.63
Ankrd13d,-0.119,0.119
Gm4772,,
Scgb1b15,,
Gm3286,,
Gm13213,-1.05,1.05
Gm11034,-0.338,0.338
Gm45157,,
Gm2860,,
Gm47201,-0.351,0.351
Msmp,,
Gm6365,-1.503,1.503
Tcaf3,,
Ascl3,-2.747,2.747
Afap1,0.311,-0.311
Olfr106-ps,,
Klhl1,0.074,-0.074
Zfp654,0.075,-0.075
AL607142.1,,
Slc35d2,-0.055,0.055
AC016791.1,-0.338,0.338
1700021F05Rik,0.335,-0.335
Gm8396,-0.214,0.214
Rpf2,-0.006,0.006
Gm42791,-3.588,3.588
Prr23a2,,
Dtx1,0.012,-0.012
Hpdl,-0.581,0.581
Golgb1,-0.002,0.002
Troap,-0.146,0.146
Nrn1l,0.223,-0.223
Lmod2,-0.338,0.338
Serpind1,0.624,-0.624
Grb7,0.022,-0.022
4930431P19Rik,0.003,-0.003
Hspe1-ps3,-0.338,0.338
Gm13094,-0.961,0.961
Acad9,-0.01,0.01
Eef1akmt4,-0.142,0.142
Igkv11-106,,
Trav5-1,,
Gm7740,,
Trim31,,
Wdr4,0.013,-0.013
Rap1gap,0.648,-0.648
Slc25a18,-1.699,1.699
Gm14825,,
Klf4,-0.232,0.232
Tas2r145-ps3,,
Vmn2r-ps67,,
Gm4928,0.271,-0.271
Il2rg,0.052,-0.052
AC121824.2,0.146,-0.146
Chst7,2.013,-2.013
Zfp526,0.049,-0.049
Gm17847,,
Samd11,0.571,-0.571
Sap130,-0.15,0.15
Ighv1-52,2.803,-2.803
Gm9722,-1.187,1.187
Gm17421,,
Gm15033,,
Gm8929,,
Pfn5,,
AC098875.1,,
Trim30a,0.041,-0.041
Dna2,-0.193,0.193
Iscu,0.023,-0.023
Gng2-ps1,-0.819,0.819
Ms4a4d,-0.011,0.011
Adcy5,1.104,-1.104
Olfr1347,,
Gm6082,,
Thap8,-0.316,0.316
Gm7513,-1.178,1.178
Mst1,-0.034,0.034
Pet2,0.128,-0.128
U2af2,0.031,-0.031
Gm14970,2.01,-2.01
Rabep2,0.085,-0.085
Col6a1,,
Gm8005,,
Bpi,,
Cd109,0.743,-0.743
Gabpb1,-0.221,0.221
Gm15794,0.823,-0.823
Otor,-0.393,0.393
Utp23,-0.05,0.05
Ighv2-3,-1.178,1.178
Arid4b,-0.084,0.084
Gm12993,,
Dmac1,0.243,-0.243
Gm14276,-0.185,0.185
Gm6619,,
Sdc3,-0.406,0.406
Npffr2,,
Gm43390,1.104,-1.104
Gm38088,,
Vmn1r125,,
Gm49196,0.022,-0.022
Gm7917,,
Cacul1,0.056,-0.056
Gm44803,,
Gm47638,0.606,-0.606
Gm49251,,
G6pc3,0.057,-0.057
Gm13664,,
St5,-1.329,1.329
Gm20812,,
Gm17018,0.237,-0.237
4930404H24Rik,,
Coro6,0.715,-0.715
Pdlim5,0.151,-0.151
Fam20a,0.12,-0.12
Tcp10b,-0.819,0.819
Gm47986,-0.819,0.819
Gm19198,,
Gm13212,0.453,-0.453
Gm46313,,
Gm29602,1.104,-1.104
Ngb,-0.03,0.03
Fen1,-0.184,0.184
Cnot10,-0.003,0.003
Gm15467,1.732,-1.732
Gm9230,,
Gbgt1,-0.817,0.817
AC131185.2,-0.158,0.158
Tada3,0.022,-0.022
Gm14111,-1.572,1.572
Vmn1r-ps85,-0.819,0.819
Gal3st1,-1.095,1.095
Gm13237,0.149,-0.149
Gm13521,,
Slc15a4,-0.325,0.325
Sec14l5,0.29,-0.29
Abcd1,0.106,-0.106
Gm11585,5.145,-5.145
Trbv16,0.144,-0.144
Rps6-ps3,-0.097,0.097
Gm8186,0.11,-0.11
Tbxa2r,-0.056,0.056
Gm27203,,
H2-Eb2,-0.255,0.255
Gm3203,2.68,-2.68
Trbj2-6,-0.118,0.118
Gm49770,,
Gm4860,-0.338,0.338
Gm15838,0.63,-0.63
Cndp1,0.022,-0.022
Rab27b,-0.311,0.311
Gstm1,0.448,-0.448
Ecsit,0.137,-0.137
Gm9723,,
Gm12857,-1.275,1.275
Zfp386,0.093,-0.093
Dbh,,
Gm1969,1.933,-1.933
Prkcq,-0.109,0.109
Dcaf17,-0.065,0.065
Gm6060,-2.111,2.111
Nipa1,-0.065,0.065
Gm7353,,
Cfhr1,-0.62,0.62
Clasp2,0.042,-0.042
Pde6g,-0.03,0.03
Gm13357,-0.032,0.032
Ctps,-0.219,0.219
AL603804.1,-0.098,0.098
Gm14165,-0.075,0.075
Gm44422,,
Vmn2r6,-0.052,0.052
Ptms,0.073,-0.073
Trav6d-7,0.609,-0.609
Ifi47,-0.267,0.267
Ighg2c,-0.161,0.161
Pdgfd,,
Gm8383,,
Gm12461,-0.338,0.338
Pate12,,
BC016579,-0.279,0.279
Olfr147,-0.109,0.109
Gm37757,,
Gm49278,0.145,-0.145
Gm10310,0.164,-0.164
Gm28645,,
Gm4691,-1.389,1.389
Myo10,0.296,-0.296
Saxo1,,
Ywhaq,0.08,-0.08
Prxl2b,0.33,-0.33
Grik3,-0.213,0.213
Gm13903,,
Rab30,-0.95,0.95
Prl2b1,,
Ear-ps7,,
Gm16585,-2.665,2.665
Gm4052,,
Gm12174,-0.349,0.349
Gm44713,,
Gm11584,,
Gm4247,-0.649,0.649
Dennd2a,0.046,-0.046
Gm12604,,
Olfr200-ps1,,
Plpp1,-0.329,0.329
Tmem150c,-0.07,0.07
Gm19798,-0.391,0.391
Gm28871,,
Efcab9,0.16,-0.16
Scp2-ps2,0.633,-0.633
Hrasls,,
Col4a6,-0.097,0.097
Gm4600,-0.258,0.258
Gm14911,0.622,-0.622
Stfa2l1,,
Gm16134,-0.819,0.819
Gm13624,0.309,-0.309
Klra9,-1.74,1.74
Vmn2r44,-2.264,2.264
Gm10408,-2.784,2.784
Uqcrh,0.065,-0.065
Ern2,-0.819,0.819
Gm49195,0.341,-0.341
Prl8a9,,
Gm37308,,
Gm7150,0.389,-0.389
Mup-ps3,,
Gm10812,-0.742,0.742
Tns1,-0.257,0.257
Gk,-0.139,0.139
Gm17416,,
Gm10288,0.037,-0.037
Klhl12,0.014,-0.014
Rest,0.058,-0.058
Smpdl3b,0.294,-0.294
Gm6059,2.067,-2.067
Tcrg-V1,-0.011,0.011
Gm6719,1.104,-1.104
Rps15a-ps7,-0.211,0.211
Gigyf2,-0.023,0.023
Wdr74,-0.045,0.045
Uck2,0.057,-0.057
Gstp-ps,-0.08,0.08
Gm18405,,
Gm47891,,
Cfhr3,,
AC147234.1,,
Napsa,-0.041,0.041
Zfyve28,-0.025,0.025
Mmaa,0.039,-0.039
Gm15791,-0.215,0.215
Gm11042,-0.284,0.284
Adam8,0.268,-0.268
Pyroxd1,0.244,-0.244
Srebf1,-0.021,0.021
Atp1b2,-0.825,0.825
Tsnax,0.18,-0.18
Olfr1261,-0.504,0.504
Golph3l,0.031,-0.031
Fzd3,0.187,-0.187
Myrfl,-0.092,0.092
Gm11578,,
Mfsd1,0.175,-0.175
Aldh1a1,,
Loxhd1,0.866,-0.866
Akr1b10,0.2,-0.2
Dnhd1,0.072,-0.072
Btbd35f26,,
Areg,1.572,-1.572
2900026A02Rik,0.299,-0.299
Pkmyt1,-0.117,0.117
Gm40810,,
Yars,0.06,-0.06
Gm11853,,
Gm9029,0.622,-0.622
Rufy2,0.093,-0.093
Orai3,0.116,-0.116
Gm47630,0.057,-0.057
Ifi207,-0.356,0.356
Gtf2h4,0.12,-0.12
Ttc38,0.117,-0.117
Ybx1,0.028,-0.028
Gad2,0.106,-0.106
Vmn1r230,-0.106,0.106
Htr2c,,
Gm6587,-0.338,0.338
Gm9789,,
Gm14148,0.741,-0.741
Emc6,-0.1,0.1
Btf3,0.025,-0.025
Zbtb8a,-0.082,0.082
Gm7347,,
Ighj2,,
Aopep,-0.07,0.07
Gm11473,1.483,-1.483
Gm9568,-0.338,0.338
Dnal4,-0.042,0.042
Selenot-ps,,
Vmn2r-ps69,,
Gm6706,-1.805,1.805
Gprasp2,0.28,-0.28
Pvrig-ps,2.503,-2.503
Tcrg-V4,-0.003,0.003
Gm19018,,
Nppa,,
Gm2333,0.151,-0.151
Mdp1,0.034,-0.034
Tdgf1-ps1,,
Gm6204,-1.528,1.528
Vsig4,-1.546,1.546
Gm12014,,
Gm49379,1.104,-1.104
Ptgds,-0.338,0.338
Gm47755,,
Hspbp1,0.015,-0.015
Slc22a5,0.118,-0.118
Oog4,,
Psg28,0.229,-0.229
Tomm70a,0.059,-0.059
Neil3,0.06,-0.06
Abhd17b,0.092,-0.092
AC100212.2,,
Vat1l,,
Cyth3,-0.823,0.823
Gm9639,,
Rps7,0.024,-0.024
Gm2961,-0.149,0.149
Ahsa1,-0.106,0.106
Gm14794,,
Ints10,-0.026,0.026
Zfp800,-0.021,0.021
Gm8602,-0.338,0.338
Slx,,
Gm47072,-0.254,0.254
Cic,-0.227,0.227
Csl,0.522,-0.522
Ska2,-0.093,0.093
A730046J19Rik,-2.488,2.488
Gm14469,-0.151,0.151
Serpinb6d,,
Slc37a3,0.08,-0.08
Tsen34,-0.358,0.358
Fam25c,,
Rapgef3,-0.481,0.481
Gm12129,-0.007,0.007
Gm9088,,
Map2k4,0.073,-0.073
Gm48815,,
Nenf,0.062,-0.062
Vmn1r-ps56,,
Gm46142,-1.795,1.795
Mrto4,0.051,-0.051
Arhgap32,0.461,-0.461
Vmn1r2,,
Vmn1r179,0.026,-0.026
Alpk2,-0.265,0.265
A930033H14Rik,0.059,-0.059
Rhox11,,
Lrrc43,2.091,-2.091
Man1b1,0.135,-0.135
Rps24-ps2,-1.753,1.753
Olfr1033,-0.014,0.014
Rpl15-ps1,-0.338,0.338
Gm11367,,
Myoz3,-0.233,0.233
4933427D14Rik,0.023,-0.023
Zfp52,-0.052,0.052
Gm11549,-0.163,0.163
Gm11938,,
Cyc1,-0.218,0.218
Cabp7,0.046,-0.046
Kng1,,
Tecpr1,0.101,-0.101
Olfr1070-ps1,,
Gm47736,-0.024,0.024
Sez6,-0.444,0.444
Gm7846,0.637,-0.637
Acvr2b,0.44,-0.44
Tcn2,0.312,-0.312
Nop58,-0.036,0.036
Hoxa2,,
Gm43587,0.565,-0.565
Gm5879,-0.206,0.206
Prss39,0.139,-0.139
Gm2726,,
Smgc,,
Ifnlr1,-0.423,0.423
Ddx23,0.017,-0.017
Gm47616,,
Ppp1r36,0.412,-0.412
Lyz2,-0.842,0.842
Gm11881,0.148,-0.148
Gm17149,-1.816,1.816
Nat8f6,-0.565,0.565
Serpina1d,,
Pagr1a,0.103,-0.103
Stxbp4,-0.187,0.187
Plk1,0.109,-0.109
Aplp1,-0.111,0.111
Dhdh,0.061,-0.061
Gm14831,,
Scgb1b24,,
Gm17230,-2.114,2.114
Ivl,-0.819,0.819
Sfmbt2,-0.293,0.293
Fanca,-0.223,0.223
Cyp2d40,,
Gm11856,,
Gm16523,-0.139,0.139
Gm15727,-0.338,0.338
Proser1,0.051,-0.051
Igkv4-62,,
Gm13672,,
Aup1,0.084,-0.084
Ifna12,,
Gm13325,,
Mlf2,-0.098,0.098
Gm17164,,
Trbv27,,
Snrnp48,-0.063,0.063
Clcn6,0.03,-0.03
Dip2a,-0.141,0.141
Srpk3,-2.529,2.529
Moap1,0.045,-0.045
Gm9226,,
Gm12492,1.538,-1.538
Lypd4,,
Gm5799,,
Hmg20a,-0.14,0.14
Mgll,-0.185,0.185
1700020D05Rik,-0.157,0.157
Vmn1r167,-0.799,0.799
Jph4,0.23,-0.23
Gm29610,-0.819,0.819
Zfp874b,0.118,-0.118
Fam71f2,-0.396,0.396
Olfr862,0.661,-0.661
Pigl,-0.082,0.082
Gm33707,-0.338,0.338
Iqank1,-0.049,0.049
Gm29333,,
Gm15626,,
Trf,-0.264,0.264
Olfr1080,,
Rtp4,-0.086,0.086
Syngr2,0.118,-0.118
Olfr48,0.916,-0.916
Ighv1-86,,
Gm7333,-0.338,0.338
Vhl,0.068,-0.068
Ash1l,0.024,-0.024
Gm44158,,
Olfr163-ps1,,
Gm8773,1.956,-1.956
Gm21998,,
Spred2,-0.128,0.128
Tbc1d30,-0.201,0.201
Olfr531,0.444,-0.444
Ahi1,-0.082,0.082
Gm18193,,
Gm20532,,
Spop,-0.162,0.162
Gm44540,,
Mettl4,-0.134,0.134
Gm29195,-0.819,0.819
Ckb-ps2,-1.319,1.319
Mrto4-ps1,1.072,-1.072
AU041133,0.172,-0.172
Ehd1,-0.415,0.415
Gm20760,-0.338,0.338
Gm7260,,
Gm5776,-0.099,0.099
Mill2,-0.073,0.073
Ankrd44,-0.04,0.04
Cmpk1,0.118,-0.118
Xlr5a,,
Gm9315,1.128,-1.128
Slc30a7,0.08,-0.08
Wdr63,1.104,-1.104
Gm50089,,
Gm13321,0.825,-0.825
Olfr1407-ps1,,
Edf1,-0.046,0.046
Mgp,,
Nsl1,-0.132,0.132
Gm8911,1.104,-1.104
Gm15058,,
Gm28408,,
Cdc42bpa,-0.297,0.297
Gm29214,-0.819,0.819
Gm8176,-1.415,1.415
Gm11389,0.256,-0.256
Trav22,2.036,-2.036
Gm11931,1.104,-1.104
Palm,0.44,-0.44
Tdpoz2,,
Gstp3,-0.012,0.012
Srsf11,-0.028,0.028
Gja1,0.554,-0.554
Caskin2,0.197,-0.197
Gnaq,0.068,-0.068
Smt3h2-ps4,,
Proser3,-0.256,0.256
Rpl18a-ps3,,
Tnfaip8l1,0.133,-0.133
Gm37603,,
Urb2,-0.176,0.176
B3gnt3,0.025,-0.025
Bpifb4,,
Gm18150,,
Igkv14-130,,
Gm7198,0.563,-0.563
Gm12527,1.494,-1.494
Gm11353,-2.94,2.94
Vmn1r70,-0.825,0.825
Pak1,0.475,-0.475
Zc3hav1l,-0.107,0.107
AC118695.2,,
AC111023.1,0.507,-0.507
Gm4916,,
Rnf14,0.053,-0.053
Tbl3,0.041,-0.041
Stab1,-0.412,0.412
Igkv4-92,-0.338,0.338
Gm7571,,
Rnf4,-0.039,0.039
Gm13473,,
Banf2,,
Sox6,0.63,-0.63
Gm12645,0.315,-0.315
Gm28848,,
Ddx49,-0.015,0.015
AC121135.1,,
Gm2445,-0.536,0.536
Sox13,0.471,-0.471
Gpr139,,
Gm12663,,
Pcsk9,0.711,-0.711
Iglon5,-1.414,1.414
Arpp19,-0.023,0.023
Kif3c,-0.002,0.002
Gm7867,-0.101,0.101
Gm14083,,
Gm16205,0.623,-0.623
Pnp2,-0.154,0.154
Chst14,0.22,-0.22
Serpinb3b,,
Traj32,-0.436,0.436
Olfr816,-0.005,0.005
Ttll12,-0.186,0.186
Gm15373,0.713,-0.713
Rasal1,0.132,-0.132
Gm12997,,
Lce1g,,
Gm9357,,
Gm48409,,
Lrrc19,0.419,-0.419
Tac4,0.605,-0.605
Gm20657,-2.857,2.857
Gm26931,1.128,-1.128
Sncaip,,
Stox2,-0.188,0.188
1110065P20Rik,0.297,-0.297
Mylpf,0.002,-0.002
Gm42883,0.137,-0.137
Pop5,-0.02,0.02
Gja5,-0.531,0.531
Ighv5-16,1.208,-1.208
Srpk2,0.048,-0.048
Ctu1,0.084,-0.084
Gm38317,,
Btg1-ps1,,
Gm21041,,
Krtap6-1,,
Smurf1,-0.049,0.049
2010010A06Rik,,
Pcdhb16,-0.657,0.657
Gm19402,,
Gm27165,,
Ubxn1,0.093,-0.093
Crtc2,-0.124,0.124
Tnfaip1,-0.218,0.218
E130114P18Rik,0.62,-0.62
Vmn2r57,0.525,-0.525
Gm7763,-1.677,1.677
Glg1,0.016,-0.016
Noc2l,-0.049,0.049
Tgm4,-2.25,2.25
Thsd7b,-0.048,0.048
Gm12825,,
Gm38394,-0.057,0.057
Lysmd3,0.083,-0.083
Gcnt2,1.028,-1.028
Gm14589,,
Olfr779,,
Phlpp1,0.184,-0.184
Krtap8-1,,
Gm21787,,
Prkcb,0.104,-0.104
Gm1821,0.062,-0.062
Gm2869,-1.452,1.452
Gm4877,0.99,-0.99
Gm45366,,
Gm28098,,
Gm11962,,
Gm49516,,
Gm5830,-0.819,0.819
Gm7751,-0.338,0.338
Gm45926,0.633,-0.633
Clca4c-ps,-0.53,0.53
Igkv4-65,,
Gm14896,,
Gm15030,,
Gm18727,,
Olfr325,,
Stap2,0.294,-0.294
Gm13557,,
Pibf1,0.173,-0.173
Gm2412,-2.227,2.227
Pts,0.151,-0.151
Gm28507,,
Igkj5,2.035,-2.035
Sfrp5,,
Gm49824,,
Ppp1r1c,0.392,-0.392
Gm49527,1.336,-1.336
Abra,-0.204,0.204
Vmn1r202,-0.163,0.163
Med14,-0.042,0.042
Dmrt2,0.848,-0.848
Gm45283,,
H2al1m,-0.085,0.085
Gmfg,-0.0,0.0
Pate4,,
Ccdc17,-0.009,0.009
Igbp1b,,
Gm19790,-0.338,0.338
Gm5904,-0.819,0.819
Fbxo31,0.069,-0.069
Gm15214,,
Mthfr,0.172,-0.172
Tnfsf13,-3.807,3.807
Hmox2,-0.019,0.019
Gstm6,-0.589,0.589
Kcna3,-0.057,0.057
Gm19214,,
Upf3b,0.281,-0.281
Gm9578,,
Pcdha6,,
Gm28667,,
Gm15957,-0.338,0.338
Gm8049,,
Gm16198,-1.324,1.324
Ccdc151,0.112,-0.112
Emp3,0.184,-0.184
Gm18733,-0.625,0.625
Olfr150,,
Gm13142,-1.263,1.263
Gm6913,,
