gene_name,WT_0h,KO_0h,WT_6h,KO_6h,WT_24h,KO_24h,WT_48h,KO_48h
Gm19684,132.921,176.66,50.342,63.621,27.68,46.969,50.271,94.457
Gm8909,46.972,65.036,36.161,38.936,16.711,23.454,19.845,23.514
Rpp21,106.18,88.46,96.051,92.38,101.152,77.028,68.361,67.908
Trim39,154.551,157.172,126.081,149.784,124.51,116.872,89.172,75.341
Trim26,125.445,116.927,47.83,50.286,47.707,56.498,57.316,78.898
Trim15,0.0,0.422,0.822,0.724,0.288,0.0,0.173,0.418
Trim10,3.746,2.647,0.619,1.843,0.227,0.12,0.273,0.226
Trim40,0.067,0.348,0.609,0.503,0.0,0.349,0.1,0.215
Trim31,0.47,0.652,0.667,1.171,0.155,0.567,0.07,0.154
Rnf39,1.757,2.401,0.375,0.722,0.406,2.193,1.166,3.188
Ppp1r11,51.153,49.205,119.597,127.529,118.041,120.254,54.495,80.856
Znrd1,68.891,56.945,38.366,36.687,38.21,46.685,36.657,43.249
Znrd1as,5.549,5.666,9.328,12.717,11.752,17.182,13.94,16.035
2410137M14Rik,0.0,0.623,1.303,3.704,0.0,0.553,0.955,0.513
Zfp57,0.238,0.543,0.821,1.121,0.0,0.413,0.304,0.676
Mog,0.399,0.449,0.786,0.625,0.163,0.435,0.0,0.346
Gabbr1,166.765,124.195,86.253,76.614,58.712,50.741,85.581,73.202
Olfr90,0.122,0.159,1.204,1.147,0.755,0.845,0.0,0.196
Olfr91,0.303,0.622,1.051,1.371,0.0,0.514,0.0,0.0
Olfr92,0.151,0.257,1.018,2.957,0.0,0.95,0.118,0.474
Olfr93,0.339,0.591,0.716,0.997,0.166,0.511,0.107,0.296
Olfr753,0.576,0.484,0.657,1.544,0.211,0.337,0.065,0.86
Ubd,1.965,0.334,0.993,4.767,0.0,0.0,0.0,0.412
Olfr94,0.0,1.483,0.961,0.0,0.0,0.0,0.246,0.397
Olfr95,0.497,0.797,0.142,0.411,0.0,1.327,0.449,0.176
Olfr96,0.0,0.293,1.046,0.325,0.0,0.496,0.173,0.556
Olfr97,0.73,0.346,0.577,0.333,0.323,0.307,0.0,0.428
Olfr98,1.084,0.0,0.708,3.068,0.0,1.883,1.085,0.0
Olfr99,0.509,0.0,0.763,1.309,0.0,0.0,0.701,0.205
Olfr101,0.083,0.435,0.435,0.471,0.0,0.289,0.0,0.134
Olfr102,0.274,0.0,0.972,0.202,0.392,0.372,0.0,0.173
Olfr103,0.209,0.409,0.0,0.59,0.0,0.184,0.209,0.168
Olfr104,0.383,0.956,1.166,2.14,0.0,0.886,0.191,0.412
Olfr105,0.28,1.024,0.919,0.444,0.0,0.272,0.0,0.35
Olfr106,0.342,0.251,1.376,0.906,0.352,0.388,0.0,0.274
Olfr107,0.243,0.178,0.356,0.958,0.25,0.947,0.145,0.11
Olfr108,1.545,0.0,0.0,1.024,0.0,0.0,0.0,0.0
Olfr109,0.171,0.26,0.959,0.829,0.311,0.463,0.0,0.215
Olfr110,0.0,0.0,0.664,0.411,0.0,1.01,0.0,0.0
Olfr111,0.092,0.376,1.19,2.474,0.0,0.441,0.138,0.299
Olfr112,0.185,0.378,0.97,0.273,0.0,0.379,0.289,0.117
Olfr113,0.149,0.388,0.445,0.841,0.0,0.516,0.0,0.24
Olfr114,0.456,0.783,0.689,1.21,0.0,0.0,0.0,0.0
Olfr115,0.128,0.343,0.698,1.098,0.202,0.108,0.232,0.1
Olfr116,0.351,0.222,0.887,1.426,0.0,0.295,0.51,0.137
Olfr117,0.506,0.445,0.354,0.592,0.0,0.632,0.182,0.147
Olfr118,0.667,0.226,0.679,0.728,0.0,0.0,0.0,0.147
Olfr119,0.101,0.396,0.832,1.146,0.0,0.0,0.0,0.326
Olfr120,0.312,0.372,0.543,1.264,0.0,0.0,0.0,1.006
Olfr121,0.669,0.637,1.068,0.246,0.477,0.0,0.261,0.421
Olfr122,0.623,0.515,1.708,2.455,0.365,0.38,0.0,0.0
Olfr123,0.574,0.756,0.638,0.692,0.0,0.0,0.0,0.0
Olfr124,0.349,0.607,1.178,0.486,0.0,0.0,0.0,0.208
Olfr125,0.492,0.894,0.395,0.192,0.0,0.0,0.0,0.328
Olfr126,0.123,0.321,0.69,1.496,0.0,0.427,0.0,0.397
Olfr127,0.252,0.116,0.231,1.151,0.295,0.307,0.177,0.428
Olfr128,0.321,0.47,0.94,1.51,0.329,0.0,0.18,0.145
Olfr761,0.857,0.715,0.715,0.0,0.0,0.0,0.0,0.0
Olfr129,0.122,0.457,0.637,0.46,0.0,0.212,0.122,0.0
Olfr130,0.19,0.249,0.745,0.12,0.0,0.365,0.0,0.0
Olfr131,0.306,0.624,0.831,1.051,0.0,0.0,0.169,0.0
Olfr132,0.0,0.315,0.473,2.581,0.0,0.838,0.0,0.195
Olfr133,0.147,0.613,0.613,0.0,0.0,0.0,0.0,0.152
Olfr134,0.634,0.142,1.451,0.205,0.0,0.377,0.0,0.0
Olfr135,0.0,0.223,0.556,0.323,0.0,0.297,0.0,0.276
Olfr138,1.508,1.309,0.961,2.556,0.844,0.423,0.389,0.507
Olfr137,0.0,0.363,1.09,0.263,0.0,0.0,0.0,0.0
Olfr136,0.165,0.216,0.647,1.16,0.302,0.0,0.165,0.266
Esp36,0.0,0.0,1.242,1.144,0.0,0.0,0.303,0.489
Esp34,0.561,0.114,0.343,0.899,0.0,0.503,0.175,0.0
Esp31,0.272,0.237,0.745,0.59,0.0,0.0,0.0,0.146
Esp24,0.249,0.208,0.416,4.444,0.0,0.553,0.638,0.0
Gm21903,0.0,0.0,0.0,5.175,0.0,0.0,1.593,0.0
Esp23,0.0,0.439,0.439,0.0,0.0,0.0,0.0,0.0
Esp22,0.0,0.0,0.809,0.584,0.0,0.0,0.62,0.0
Esp18,0.692,0.317,0.681,0.229,0.0,0.0,0.0,0.0
Esp16,0.12,0.428,0.933,0.226,0.0,0.831,0.0,0.0
Esp15,0.426,0.312,0.825,0.225,0.0,0.0,0.418,0.0
Esp38,0.454,0.422,0.305,1.213,0.0,0.0,0.0,0.381
Gm49835,0.121,0.79,0.629,0.685,0.0,0.0,0.0,0.195
Pgk2,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crisp3,0.148,0.143,0.619,1.179,0.183,0.239,0.0,0.224
Crisp1,0.252,0.295,0.795,0.682,0.0,0.116,0.423,0.271
Esp8,0.501,0.424,0.706,0.76,0.0,0.755,0.0,0.329
Esp6,0.273,1.691,0.0,0.258,0.455,0.474,0.547,0.22
Gm44501,0.174,0.777,0.867,0.588,0.208,0.179,0.125,0.408
Esp5,0.0,0.299,0.985,0.864,0.0,0.0,0.0,0.0
Esp4,0.498,1.001,0.966,0.264,0.0,0.247,0.0,0.451
Esp3,0.675,0.404,0.633,2.32,0.0,0.0,0.0,0.364
Esp1,0.0,0.158,0.158,0.455,0.442,0.419,0.0,0.195
Crisp2,0.247,0.391,0.816,0.929,0.0,0.194,0.074,0.328
Rhag,0.347,0.381,0.692,0.964,0.07,0.727,0.126,0.245
9130008F23Rik,0.347,1.063,1.049,1.557,0.0,0.252,0.222,0.494
Glyatl3,0.379,0.997,0.4,0.764,0.0,0.0,0.744,0.476
Cenpq,71.591,71.57,12.316,11.151,22.399,24.966,47.074,48.001
Mmut,14.074,14.118,7.206,8.21,17.608,17.744,25.339,28.94
Ptchd4,0.297,0.329,0.655,1.171,0.125,0.258,0.116,0.282
Opn5,0.282,0.276,0.767,1.203,0.0,0.466,0.314,0.295
Adgrf4,0.41,0.618,0.451,1.177,0.347,0.894,0.344,0.544
Adgrf2,1.031,1.192,1.256,1.886,2.112,2.61,1.254,1.479
Cd2ap,42.006,44.064,33.361,30.168,43.577,50.313,62.183,63.456
Tnfrsf21,1.19,1.1,23.166,21.968,20.093,18.223,8.755,3.955
Adgrf1,0.183,0.434,0.738,1.208,0.11,0.402,0.078,0.101
Adgrf5,0.218,0.458,0.506,1.27,0.187,0.385,0.082,0.182
Mep1a,0.228,0.492,0.709,1.18,0.123,0.364,0.341,0.184
Ankrd66,0.238,0.233,0.82,1.611,0.0,0.583,0.208,0.293
Pla2g7,0.205,0.318,0.471,0.787,0.089,0.311,0.167,0.144
Tdrd6,0.938,0.752,0.75,0.355,0.263,0.458,0.23,0.642
Slc25a27,21.689,17.595,6.934,8.124,11.963,12.918,24.108,33.152
Cyp39a1,2.467,1.529,0.723,1.524,0.244,1.009,1.402,2.272
Rcan2,0.359,0.417,0.637,1.338,0.088,0.371,0.135,0.318
Enpp5,3.124,3.362,1.135,0.821,1.247,4.077,4.916,9.594
Enpp4,25.75,27.558,18.093,13.794,25.598,25.008,40.403,40.655
Clic5,0.847,1.307,0.532,1.131,0.122,0.454,1.807,1.864
Runx2,5.838,7.285,2.192,3.852,5.839,8.226,19.553,23.799
Supt3,24.526,22.309,20.996,21.852,26.496,32.71,58.127,46.001
Cdc5l,52.417,55.784,54.29,46.533,67.936,75.192,72.949,77.512
Spats1,0.315,0.492,0.869,2.781,0.277,0.77,2.166,3.792
Aars2,59.612,58.895,76.138,64.683,83.789,72.57,48.62,40.018
Tcte1,1.249,1.174,0.153,1.122,0.386,0.712,0.117,0.366
Tmem151b,2.169,2.004,1.722,2.795,1.69,2.968,3.779,3.326
Nfkbie,354.996,425.29,291.134,294.344,140.13,261.274,84.562,183.536
Slc35b2,143.146,180.777,144.297,143.402,131.108,115.774,59.162,83.326
Hsp90ab1,895.215,894.301,1888.46,1502.372,2095.141,1726.537,1664.958,973.586
Slc29a1,34.429,27.425,183.907,131.751,209.448,164.567,101.92,80.444
Mymx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capn11,7.499,4.131,4.647,3.893,4.409,2.637,4.166,2.558
Tmem63b,53.272,55.227,74.805,66.573,70.337,50.627,58.488,48.167
Mrpl14,10.032,8.422,27.827,28.114,51.164,54.621,43.297,41.981
1600014C23Rik,0.0,0.0,0.0,0.0,0.0,0.0,5.169,1.952
Vegfa,11.979,8.405,198.217,161.485,117.781,72.775,141.057,76.765
Mrps18a,44.188,42.297,100.733,86.17,85.531,76.745,67.99,52.212
Rsph9,0.948,1.672,0.482,1.005,0.408,0.631,2.264,2.885
Mad2l1bp,23.155,20.254,17.451,17.508,23.759,23.374,25.299,23.453
Gtpbp2,349.979,312.351,408.846,299.802,470.987,317.177,403.311,502.91
Polh,14.021,15.364,41.628,35.75,66.818,64.869,70.586,67.841
Xpo5,46.677,51.5,163.805,123.977,195.985,167.502,130.421,89.391
Polr1c,120.588,131.265,281.407,237.484,193.759,185.319,99.714,75.523
Yipf3,275.747,227.531,120.892,82.825,95.879,97.152,84.999,103.349
Lrrc73,28.564,31.554,21.433,19.242,15.472,18.197,11.62,12.649
Tjap1,61.44,66.614,142.393,107.557,123.146,106.653,79.607,72.973
Dlk2,1.246,1.478,13.166,7.806,22.624,4.571,5.519,3.065
Abcc10,50.008,48.57,26.279,23.215,55.171,40.354,33.532,32.883
Zfp318,31.098,22.501,34.092,31.625,47.414,50.712,42.251,41.016
Crip3,0.0,0.0,1.956,1.862,0.723,0.0,1.999,1.678
Slc22a7,0.269,0.555,0.117,1.354,0.0,0.935,0.493,0.442
Ttbk1,0.507,0.692,0.42,1.432,0.259,0.603,0.375,0.777
Dnph1,0.798,0.405,13.596,12.11,71.257,45.295,27.5,14.583
Cul9,28.073,38.187,15.91,17.477,26.052,20.92,24.775,29.067
Srf,48.9,48.406,87.539,63.247,93.441,91.129,41.872,47.325
Ptk7,1.113,1.279,0.585,1.635,1.198,1.0,1.904,1.101
Klc4,34.468,39.186,7.758,7.087,5.877,8.13,6.879,15.825
Mrpl2,47.209,42.965,103.492,106.131,92.972,86.817,45.277,43.591
Cul7,22.552,22.451,25.952,20.793,49.799,36.58,47.905,46.774
Rrp36,49.657,48.199,102.966,85.74,99.529,79.991,55.314,52.0
Klhdc3,256.182,254.762,334.563,278.355,262.895,196.39,169.509,147.871
Mea1,14.683,12.32,50.297,32.188,25.966,19.298,20.181,13.671
Ppp2r5d,35.486,33.763,88.275,72.713,78.266,67.499,58.14,57.067
Pex6,58.4,46.45,91.441,87.252,121.793,104.181,58.873,58.847
Gnmt,24.267,19.034,7.713,13.638,4.522,5.566,2.268,7.171
Cnpy3,60.805,62.646,89.374,76.896,110.298,89.91,60.876,57.49
Ptcra,0.578,0.707,1.232,1.305,0.434,0.768,1.538,0.974
2310039H08Rik,16.858,34.799,90.141,63.867,89.663,76.975,31.608,30.479
Rpl7l1,138.303,140.491,341.406,248.585,280.854,255.323,171.109,123.265
Bicral,27.864,27.874,19.716,14.443,43.974,38.448,40.479,38.326
Tbcc,84.785,88.593,81.165,77.503,69.534,94.104,48.982,69.163
Prph2,0.221,0.102,0.456,0.946,0.0,0.474,0.0,0.063
Ubr2,137.062,158.075,91.109,77.221,120.455,111.771,131.009,121.66
Mrps10,20.199,19.534,74.686,60.422,78.893,61.824,49.937,35.51
Guca1b,17.863,12.639,33.456,26.777,14.845,10.812,4.467,4.915
Guca1a,0.24,0.0,0.729,1.39,0.0,0.0,0.0,0.0
Gm50461,0.132,0.361,0.612,0.864,0.203,0.118,0.258,0.158
1700001C19Rik,0.146,0.261,0.366,0.939,0.0,0.62,0.126,0.139
AI661453,0.408,0.378,0.574,1.456,0.182,0.374,0.201,0.207
Taf8,92.459,93.613,78.055,67.948,58.274,56.64,57.812,65.18
Ccnd3,671.749,642.557,100.487,199.608,119.662,170.174,121.983,332.534
Bysl,30.791,31.033,201.019,178.977,154.907,132.48,78.014,43.295
Med20,193.012,192.762,156.361,143.483,126.57,132.614,148.631,126.132
Gm20517,64.339,62.972,55.558,51.091,54.02,56.71,72.439,69.396
Usp49,29.118,28.55,28.679,26.936,36.29,39.262,55.113,56.163
Tomm6,56.82,65.695,89.314,96.717,64.317,66.348,64.841,36.038
Gm21981,11.485,13.086,17.858,20.627,13.031,14.524,13.681,7.185
Prickle4,1.016,0.995,0.613,1.464,1.426,1.566,1.282,0.484
Frs3,2.087,2.236,3.91,5.352,5.132,4.115,8.621,5.085
Pgc,0.451,0.481,0.577,0.417,0.0,1.065,0.0,0.119
Tfeb,44.709,31.991,5.262,8.208,19.088,19.684,32.891,34.496
Mdfi,0.63,0.436,1.147,2.718,0.3,0.792,1.035,0.885
Foxp4,65.672,50.683,378.442,446.181,212.381,258.421,98.31,125.725
1700122O11Rik,0.0,0.0,1.413,0.686,1.043,0.0,0.0,0.0
1700067P10Rik,0.0,0.0,0.0,0.0,0.0,1.222,0.0,0.0
9830107B12Rik,0.159,0.107,0.188,0.457,0.0,0.143,0.041,0.088
A530064D06Rik,0.111,0.122,0.202,0.235,0.0,0.179,0.047,0.1
Trem1,0.062,0.104,0.067,0.817,0.0,0.0,0.0,0.068
Trem3,0.232,0.199,0.266,1.141,0.0,0.09,0.102,0.227
Treml4,0.232,0.199,0.351,0.757,0.0,0.09,0.0,0.168
Treml2,35.498,42.959,18.837,6.051,86.194,13.001,112.794,43.113
B430306N03Rik,15.498,21.557,1.64,1.063,0.955,0.75,2.876,1.63
Trem2,0.369,0.451,0.125,0.904,0.0,0.0,0.144,0.0
Treml1,0.519,0.0,0.304,0.796,0.0,0.406,0.0,0.0
Nfya,23.146,24.882,30.348,32.72,58.416,65.171,50.242,47.077
Oard1,19.671,21.101,16.616,14.217,38.291,43.821,48.153,50.412
Apobec2,1.673,1.033,0.479,1.007,0.386,0.896,0.478,1.687
Tspo2,0.182,1.366,0.238,0.0,0.0,0.0,0.273,0.294
Unc5cl,18.885,26.149,6.255,8.464,11.982,14.389,15.248,24.961
Lrfn2,0.292,0.446,0.599,1.183,0.099,0.38,0.082,0.191
Mocs1,27.735,28.295,16.315,17.147,27.479,27.437,24.403,35.058
Daam2,0.224,0.466,0.697,1.347,0.076,0.449,0.101,0.155
Kif6,0.216,0.407,0.568,1.125,0.102,0.334,0.105,0.261
Rftn1,103.172,85.432,66.475,58.129,96.984,81.728,103.908,86.165
Dazl,0.287,0.341,0.618,0.994,0.145,0.137,0.296,0.446
Plcl2,140.563,138.851,72.306,76.126,78.558,76.816,181.653,182.895
Tbc1d5,37.125,33.242,9.37,9.903,24.729,30.674,49.256,54.468
Satb1,1272.744,1373.962,204.068,245.594,118.738,162.906,497.027,622.31
Kcnh8,0.334,0.365,0.634,1.134,0.214,0.332,0.224,0.343
Efhb,0.306,0.678,0.638,0.949,0.143,0.335,0.272,0.323
Rab5a,191.297,182.949,47.204,51.088,57.904,58.624,114.742,94.304
Pp2d1,0.378,0.367,0.671,1.265,0.238,0.488,0.163,0.356
Kat2b,59.464,76.643,5.399,12.699,27.352,40.335,63.897,101.674
Sgo1,2.002,3.83,1.583,2.028,44.775,65.596,113.107,117.807
Sult1c2,0.283,0.428,0.701,1.455,0.0,0.702,0.19,0.272
Sult1c1,0.428,0.691,0.848,1.575,0.444,0.494,0.368,0.497
Slc5a7,0.18,0.476,0.93,0.209,0.0,0.089,0.0,0.145
St6gal2,0.628,0.68,0.449,0.76,0.188,0.161,0.308,0.371
Vmn2r118,0.613,0.389,0.627,0.966,0.165,0.168,0.349,0.389
Pot1b,17.545,17.737,4.156,5.604,12.954,15.551,21.115,29.514
Adgre4,0.492,0.473,0.7,1.283,0.277,0.397,0.335,0.498
Zfp119a,62.464,59.659,29.615,29.421,37.289,42.608,48.771,59.309
Zfp959,81.189,73.141,42.864,36.225,35.161,42.638,44.608,54.299
Zfp119b,9.86,13.036,11.312,14.367,13.381,16.251,17.819,18.51
Ebi3,0.385,0.772,0.552,0.969,9.54,13.68,16.354,12.332
Yju2,140.063,148.156,90.258,75.047,65.742,66.718,44.211,46.365
Shd,31.373,31.91,4.961,3.663,3.829,3.212,4.0,1.472
Fsd1,0.333,0.283,0.396,2.629,0.0,0.377,0.434,0.33
Stap2,4.012,2.072,0.594,2.288,1.063,1.453,0.901,1.703
Mpnd,39.402,29.761,32.663,27.559,51.568,42.774,40.904,44.645
Sh3gl1,172.592,150.381,207.885,208.334,213.309,202.202,153.727,189.648
Chaf1a,7.691,10.913,2.055,3.227,138.671,142.83,151.993,145.136
Ubxn6,130.463,128.475,81.482,77.254,45.927,40.369,37.156,57.415
Hdgfl2,84.99,69.264,115.896,120.583,148.455,137.375,103.78,105.957
Plin4,0.122,0.357,0.603,0.461,0.0,0.776,0.336,0.099
Plin5,0.188,0.368,0.49,0.964,0.0,0.0,0.0,0.622
Lrg1,0.242,0.0,0.316,3.607,0.0,0.841,0.0,0.0
Sema6b,0.622,1.243,0.436,2.92,3.321,3.435,10.198,7.925
Tnfaip8l1,42.094,36.57,9.833,11.871,14.227,24.408,24.207,48.209
Mydgf,73.969,82.007,167.376,141.158,127.419,107.124,70.695,48.397
Dpp9,56.712,46.252,93.602,70.756,93.638,80.406,56.028,53.257
Fem1a,110.899,119.291,174.31,158.056,202.64,155.423,122.601,92.711
Ticam1,27.282,29.437,75.46,67.66,55.097,58.8,36.527,32.455
Plin3,9.993,7.375,2.884,4.007,14.772,15.301,22.73,26.3
Arrdc5,0.091,0.238,0.592,0.688,0.0,1.364,0.467,0.554
Uhrf1,7.745,10.359,17.85,14.364,456.477,394.544,336.534,273.448
Kdm4b,153.884,148.882,115.392,110.938,62.354,56.687,94.199,98.686
Ptprs,19.177,18.65,432.293,354.456,324.728,347.831,128.283,119.095
Znrf4,0.0,1.242,0.621,3.093,0.0,0.0,0.0,1.355
Gm20219,194.215,174.581,89.981,84.528,35.558,27.331,20.843,36.254
Safb2,471.622,490.729,418.174,364.071,412.519,362.086,284.045,273.082
Safb,347.453,365.262,291.901,228.6,263.373,236.235,185.148,189.162
Micos13,51.713,67.004,80.117,79.208,93.169,77.92,54.23,44.657
Rpl36,6.736,6.814,4.733,5.018,5.763,5.886,7.516,7.488
Lonp1,177.462,177.951,753.249,610.412,358.408,272.846,303.905,192.75
Catsperd,1.067,1.46,2.449,4.144,0.901,1.063,3.259,2.012
Ranbp3,144.641,146.951,265.431,230.515,230.189,209.073,143.792,134.643
Vmac,20.556,21.277,11.704,13.514,6.685,11.626,11.654,15.875
Ndufa11,69.092,68.087,76.723,77.523,52.108,50.697,43.14,42.579
Nrtn,0.091,0.752,1.52,1.274,0.937,1.105,2.731,1.222
Dus3l,382.439,344.942,448.472,370.698,521.969,399.073,186.607,192.912
Prr22,37.474,29.963,55.714,101.618,138.96,87.543,41.567,33.506
Rfx2,14.001,16.62,3.212,7.689,3.633,5.94,6.229,16.924
Acsbg2,0.747,0.56,0.607,1.445,0.323,0.593,0.366,0.296
Acsbg3,0.46,0.505,0.508,0.782,0.734,0.511,0.084,0.603
Mllt1,49.224,46.334,179.626,153.536,168.385,144.357,92.703,83.816
Acer1,0.387,0.329,0.603,0.972,0.056,0.522,0.403,0.29
Clpp,46.747,50.888,200.275,188.836,161.036,148.389,63.3,59.051
Alkbh7,29.418,26.136,38.908,45.693,37.617,37.116,17.061,23.521
Pspn,14.849,10.239,3.004,1.892,10.688,1.769,8.4,4.475
Gtf2f1,175.612,176.563,134.671,114.11,118.565,108.249,90.05,99.996
Gm17949,1.115,2.989,2.434,2.63,1.746,2.939,2.356,5.082
Khsrp,222.44,229.655,410.317,330.027,425.32,379.509,264.205,246.003
Slc25a41,0.37,0.414,0.496,0.478,0.696,0.22,0.0,0.786
Slc25a23,25.333,21.539,5.399,7.581,14.173,16.0,13.844,25.772
Crb3,0.765,1.153,1.608,1.091,0.842,2.431,0.919,2.631
Dennd1c,403.552,317.386,61.416,83.848,174.193,210.983,151.476,351.03
Tubb4a,4.021,3.814,2.478,4.496,2.797,5.28,6.453,7.213
Tnfsf9,4.913,3.716,50.959,126.964,28.794,75.909,23.74,55.281
Cd70,0.0,0.389,5.491,7.116,12.625,37.088,7.125,25.391
Tnfsf14,3.678,3.027,402.0,563.571,107.044,165.573,37.588,40.067
C3,0.349,0.565,0.725,1.152,2.944,3.142,0.757,0.662
Gpr108,50.367,40.828,40.118,38.023,45.955,52.532,44.531,52.594
Trip10,6.456,3.595,33.354,21.878,40.994,33.187,39.354,23.399
Vav1,177.051,167.267,141.621,148.596,201.513,196.495,161.764,189.25
Adgre1,0.814,0.837,0.943,1.509,0.394,0.724,0.486,0.802
Vmn2r120,0.241,0.321,0.573,1.106,0.0,0.475,0.232,0.229
Gm21834,0.0,1.625,0.0,0.0,0.0,0.0,2.491,0.0
Cntnap5c,0.395,0.45,0.785,1.073,0.177,0.335,0.236,0.244
Pdzph1,0.266,0.36,0.792,0.917,0.086,0.4,0.135,0.174
Nudt12,0.403,0.599,0.815,1.759,3.822,4.035,3.989,5.102
Efna5,0.237,0.363,0.651,1.101,0.218,0.37,3.44,0.237
Fbxl17,55.61,55.999,22.259,23.349,35.679,44.033,68.85,74.313
Fer,0.576,0.607,0.658,1.097,0.278,0.663,2.045,1.355
A930002H24Rik,0.0,0.0,0.0,7.451,0.0,3.98,0.0,0.0
Pja2,24.121,23.96,10.893,12.709,22.455,22.449,47.78,43.712
Man2a1,70.117,69.243,5.632,7.219,37.802,45.766,63.191,81.761
4930583I09Rik,0.317,0.207,0.617,2.362,0.0,0.551,0.0,0.256
Tmem232,0.623,0.736,0.991,1.406,0.434,0.673,0.699,0.689
Vapa,111.012,112.515,85.723,91.769,94.519,93.906,152.127,117.43
Txndc2,1.307,1.0,0.315,0.683,0.0,0.0,0.423,0.584
Rab31,3.459,3.826,2.555,2.723,2.044,2.768,4.214,4.514
Ppp4r1,42.522,39.517,58.926,50.348,66.098,58.183,85.362,73.257
Ralbp1,28.97,28.836,62.758,52.34,61.476,56.814,71.231,64.193
Twsg1,29.052,30.342,12.583,9.339,24.147,18.496,42.261,28.652
Ankrd12,90.407,101.521,38.411,45.856,38.393,46.218,75.835,110.293
Ndufv2,29.885,34.558,35.324,37.726,50.82,55.346,59.869,75.527
Washc1,83.078,78.506,24.328,23.271,38.129,42.872,37.022,51.426
Ddx11,33.753,37.222,40.538,33.696,84.668,105.24,85.246,109.569
Mtcl1,0.555,0.669,0.776,1.359,0.174,0.689,0.574,0.397
Rab12,86.707,99.551,55.237,55.672,73.48,75.063,105.816,98.94
Themis3,0.222,0.284,0.473,1.523,0.0,0.381,0.105,0.249
Ptprm,0.315,0.42,0.665,1.203,0.116,0.326,0.111,0.22
Lrrc30,0.32,0.835,0.0,0.0,0.0,0.0,0.0,0.0
Lama1,2.611,1.837,4.952,5.311,0.616,1.606,0.557,0.919
Arhgap28,0.272,0.339,0.433,1.02,0.204,0.286,0.079,0.225
L3mbtl4,0.396,0.439,0.721,1.101,0.133,0.352,0.22,0.315
Tmem200c,0.068,0.267,0.707,1.214,0.461,0.178,0.213,0.22
Epb41l3,0.227,0.419,0.666,0.987,0.078,0.372,0.086,0.168
Zbtb14,16.002,19.133,11.384,11.349,36.071,38.251,36.042,38.413
Akain1,0.617,0.714,0.76,1.244,0.079,0.555,0.31,0.328
Dlgap1,0.395,0.49,0.74,1.211,0.127,0.384,0.211,0.307
Tgif1,390.446,384.094,379.793,454.7,137.371,154.025,108.694,135.351
Myl12b,88.421,100.243,31.22,40.632,49.9,61.493,82.346,112.893
Gm49909,81.456,88.269,44.992,48.16,63.908,73.115,82.461,101.198
Myl12a,69.12,67.67,61.495,53.242,84.026,88.026,85.133,81.918
Myom1,1.181,1.206,0.656,1.411,0.717,1.188,0.929,0.959
Lpin2,34.475,50.252,8.561,10.733,22.885,29.712,62.102,74.029
Emilin2,0.44,0.577,0.654,1.468,0.256,0.691,17.167,0.62
Smchd1,223.417,300.327,32.56,36.474,82.264,94.471,176.749,179.64
Gm4707,1026.733,1408.945,248.952,180.186,356.604,328.657,591.618,523.057
Ndc80,23.049,27.452,1.134,2.367,32.664,53.709,96.899,122.507
Spdya,0.359,0.245,0.638,1.357,0.0,0.348,0.447,0.401
Wdr43,172.456,190.516,348.837,281.915,357.257,323.414,291.406,180.372
Togaram2,0.77,0.528,0.932,2.01,0.132,0.358,1.096,0.662
Pcare,0.335,0.157,0.157,0.846,0.201,0.137,0.121,0.194
Clip4,0.332,0.459,0.595,1.506,0.236,0.416,0.262,0.31
Alk,0.354,0.417,0.667,1.146,0.176,0.434,0.215,0.296
Ypel5,252.455,266.601,18.422,27.536,13.509,19.738,55.78,68.862
Lbh,111.422,111.798,23.363,39.724,41.691,56.496,77.277,113.019
Lclat1,30.79,31.107,21.686,25.601,39.52,57.604,61.298,84.037
Capn13,0.197,0.374,0.659,0.869,0.279,0.446,0.115,0.425
Galnt14,0.274,0.438,0.626,0.891,0.145,1.073,0.18,0.758
Ehd3,115.216,100.32,7.6,12.471,13.24,30.416,24.379,76.183
Xdh,25.874,27.13,2.303,5.133,1.608,8.443,10.226,40.764
Srd5a2,0.401,0.352,0.637,0.872,0.113,0.706,0.304,0.513
Memo1,60.5,53.422,68.888,67.443,77.558,75.338,137.136,98.471
Dpy30,17.551,17.133,11.941,11.498,37.208,34.597,38.236,29.457
Spast,26.785,28.117,21.846,21.927,31.178,31.789,43.4,39.623
Slc30a6,9.941,10.697,18.847,18.137,28.092,28.033,28.873,29.644
Nlrc4,3.014,4.206,0.951,2.121,1.127,1.859,1.102,2.307
Yipf4,64.357,65.022,18.263,17.427,22.481,28.403,47.534,54.934
Birc6,127.895,125.984,70.848,61.794,124.839,125.371,175.566,173.188
Ttc27,31.153,32.517,61.257,53.092,44.802,45.513,46.264,36.745
Ltbp1,0.256,0.344,0.618,0.993,0.109,0.355,0.12,0.196
Rasgrp3,0.303,0.41,0.641,1.83,0.109,0.44,0.07,0.207
Fam98a,54.17,50.786,89.289,86.447,88.551,82.576,93.249,69.348
Crim1,54.918,57.926,43.825,30.615,90.078,42.58,204.925,83.257
Fez2,43.646,38.574,7.235,9.295,8.829,8.284,31.426,20.26
Vit,0.203,0.513,0.517,1.263,0.079,0.289,0.119,0.191
Strn,39.068,35.225,15.872,19.327,27.838,35.39,53.561,62.012
