name,337-10_r,337-11_r,337-12_r,337-13_r,337-14_r,337-15_r,337-16_r,337-17_r,337-18_r,337-19_r,337-1_r,337-20_r,337-21_r,337-22_r,337-23_r,337-24_r,337-2_r,337-3_r,337-4_r,337-5_r,337-6_r,337-7_r,337-8_r,337-9_r
ENSMUSE00000721803,0,4,11,16,0,2,5,11,6,3,28,3,11,0,7,4,5,5,5,12,10,3,10,11
ENSMUSE00000847694,1,0,3,14,2,3,3,9,6,2,16,4,4,0,3,0,2,3,1,10,5,1,5,5
ENSMUSE00000400576,1482,1415,5757,3597,585,3580,5649,3692,2422,2336,11098,4415,2396,0,3019,2630,2530,1691,4839,6635,4127,2065,6570,2408
ENSMUSE00000902912,17,25,64,66,5,52,51,82,28,36,232,44,52,0,34,29,22,9,42,113,44,36,45,38
ENSMUSE00000109774,34,51,134,136,7,130,104,209,70,75,423,83,122,0,98,65,68,37,87,241,107,61,113,91
ENSMUSE00000720027,6,2,11,12,0,8,12,18,9,6,39,8,11,0,11,6,12,4,7,25,13,4,14,16
ENSMUSE00000876601,1046,924,4304,2069,404,2359,4159,1978,1647,1608,5830,3277,1334,0,2076,1889,1724,1159,3465,3496,2835,1453,4667,1374
ENSMUSE00000363563,31,12,31,17,11,33,35,24,33,21,40,12,16,0,21,14,29,13,15,38,37,12,19,12
ENSMUSE00000805657,57,129,382,331,11,193,527,466,148,159,742,354,288,0,181,331,149,144,369,558,140,133,549,352
ENSMUSE00000109688,57,129,382,331,11,193,527,466,147,159,742,354,288,0,181,331,149,144,369,558,140,133,549,352
ENSMUSE00000826026,6,25,76,50,0,33,101,59,25,31,94,60,48,0,32,65,31,25,62,67,22,21,81,58
ENSMUSE00000661673,8745,6879,8753,2119,4463,13816,6689,1891,9281,6568,1974,5886,1644,0,10855,4116,12521,5032,6803,2905,22733,6226,7281,1500
ENSMUSE00000281662,1750,1472,1970,487,956,2934,1562,338,1932,1392,427,1403,263,0,2192,923,2266,1024,1569,577,3977,1288,1772,287
ENSMUSE00000649923,126,90,127,51,67,207,98,17,158,87,29,71,21,0,131,68,143,69,81,42,256,80,98,25
ENSMUSE00000281671,2084,1762,2333,488,1103,3459,1858,408,2259,1636,463,1707,319,0,2740,1088,2856,1217,1929,639,5271,1500,2160,297
ENSMUSE00000724359,362,403,1444,543,126,849,872,944,601,425,2197,754,732,0,553,404,613,262,627,1466,872,201,597,373
ENSMUSE00000834626,121,138,588,103,49,280,338,239,182,130,534,271,197,0,185,155,181,86,197,306,252,55,187,75
ENSMUSE00001256098,210,228,900,235,65,529,527,453,356,256,1051,451,361,0,347,224,318,165,342,737,490,119,344,146
ENSMUSE00001276912,84,87,396,60,24,186,216,128,129,101,372,183,126,0,129,98,112,57,124,225,167,35,124,49
ENSMUSE00001184819,240,263,858,440,75,567,536,704,420,292,1647,472,537,0,361,249,428,173,430,1160,608,144,408,296
ENSMUSE00001297386,128,129,447,219,42,334,281,383,223,160,840,247,276,0,218,138,225,103,242,649,324,90,241,129
ENSMUSE00000935927,0,2,4,11,3,0,4,4,1,1,20,7,1,0,0,4,3,1,6,11,3,3,11,12
ENSMUSE00000751985,73,121,438,817,35,274,687,687,94,167,1461,373,455,0,225,474,112,115,350,965,377,162,605,575
ENSMUSE00001328190,74,121,438,817,35,274,687,687,94,167,1461,373,455,0,225,474,112,115,350,965,377,162,605,576
ENSMUSE00000883523,67,103,402,758,24,221,578,609,84,140,1250,336,410,0,181,412,90,93,319,861,335,138,528,533
ENSMUSE00000661670,4,13,17,33,4,37,63,41,7,20,134,19,36,0,27,27,11,10,21,67,15,9,40,23
ENSMUSE00000649898,4,13,17,33,4,37,63,41,7,20,134,19,36,0,27,27,11,10,21,67,15,9,40,23
ENSMUSE00000797858,3,4,7,12,0,18,24,20,4,8,45,6,7,0,7,11,7,6,10,19,5,4,9,8
ENSMUSE00000794163,0,0,1,2,0,8,12,4,3,7,20,2,5,0,5,3,1,3,1,11,3,1,3,5
ENSMUSE00000833961,1,11,9,2,3,14,5,1,2,4,2,5,2,0,7,8,8,7,5,5,18,13,17,2
ENSMUSE00000833429,30,29,76,26,28,41,25,35,33,37,42,40,13,0,34,18,89,19,58,60,68,30,41,11
ENSMUSE00000855186,19,23,63,23,24,34,20,24,24,24,35,36,10,0,24,16,72,15,40,44,62,23,33,7
ENSMUSE00000676051,414,429,763,230,157,843,555,555,811,451,736,560,366,0,579,273,712,331,545,617,1033,321,555,162
ENSMUSE00001272879,393,410,740,216,150,818,537,544,776,436,728,548,356,0,555,264,683,320,534,612,1003,304,545,149
ENSMUSE00000826113,75,76,120,51,34,153,101,106,141,81,99,89,74,0,115,45,152,58,113,91,176,51,117,36
ENSMUSE00000728781,47,60,108,23,24,131,69,47,116,52,100,77,28,0,75,40,92,34,59,88,124,34,75,16
ENSMUSE00001181863,2,0,5,16,0,0,1,29,0,1,39,0,19,0,1,0,15,2,4,43,7,2,3,6
ENSMUSE00001177430,6,0,9,50,1,5,8,97,3,5,105,0,41,0,5,1,23,5,13,77,21,4,13,14
ENSMUSE00001223289,463,760,1891,1887,190,1671,2126,3318,687,1008,6742,1542,2292,0,1373,1109,837,616,1724,5667,1409,715,2226,1186
ENSMUSE00001228931,463,760,1891,1887,190,1671,2126,3318,687,1008,6742,1542,2292,0,1373,1109,837,616,1724,5667,1409,715,2226,1186
ENSMUSE00001258448,450,741,1830,1802,184,1620,2065,3214,669,978,6554,1494,2236,0,1339,1064,824,598,1665,5553,1364,701,2175,1124
ENSMUSE00000784844,29,38,106,103,10,109,128,170,36,54,372,67,115,0,78,57,41,27,115,271,85,29,138,44
ENSMUSE00001269599,220,388,1051,857,95,921,1167,1900,334,532,3826,836,1331,0,725,609,407,329,923,3607,690,410,1216,592
ENSMUSE00001262551,187,314,872,702,79,736,938,1575,270,442,3153,700,1169,0,582,480,339,279,742,3017,561,354,988,500
ENSMUSE00000755665,16,15,21,5,2,32,44,6,20,24,3,19,1,0,22,12,29,9,15,5,40,15,23,4
ENSMUSE00000839569,30,26,42,10,10,75,87,10,41,40,13,38,8,0,42,22,51,29,24,15,85,37,38,5
ENSMUSE00000578144,24,25,35,8,8,70,76,8,35,32,11,34,8,0,37,20,44,26,21,14,77,31,34,4
ENSMUSE00000762128,0,2,1,0,4,2,0,1,2,1,1,0,1,0,4,1,2,0,3,9,18,2,7,0
ENSMUSE00000661638,65,94,286,98,31,210,246,197,93,115,225,216,122,0,161,157,103,98,267,229,79,81,300,62
ENSMUSE00000661639,65,94,286,98,31,210,246,197,93,115,225,216,122,0,161,157,103,98,267,229,79,81,300,62
ENSMUSE00000760750,12,15,60,25,2,44,54,28,17,27,23,47,19,0,30,41,17,12,61,42,16,16,57,7
ENSMUSE00000426231,185,29,118,21,108,87,87,32,178,45,82,65,14,0,63,45,340,30,108,118,406,97,176,9
ENSMUSE00000775662,64,10,66,8,37,29,40,15,71,20,28,27,6,0,29,17,108,9,50,46,166,27,83,0
ENSMUSE00000411764,29,4,9,15,49,12,7,25,20,3,63,2,10,0,6,2,137,12,17,106,150,34,47,6
ENSMUSE00000578121,83,25,44,73,215,52,42,140,103,13,292,15,54,0,32,19,702,29,86,460,580,137,241,40
ENSMUSE00001380725,2,1,1,4,9,4,0,5,4,0,9,0,1,0,0,1,15,2,5,9,18,7,4,1
ENSMUSE00000108211,3,1,0,0,3,8,0,0,0,1,1,0,0,0,19,2,3,0,1,1,23,4,0,0
ENSMUSE00000779553,8,5,1,5,20,10,2,5,4,4,29,1,5,0,22,2,87,5,14,61,78,24,33,3
ENSMUSE00000108159,9,2,67,20,10,17,63,52,8,11,34,33,20,0,7,28,22,4,45,41,37,16,99,12
ENSMUSE00000108168,9,2,67,20,10,17,63,52,8,11,34,33,20,0,7,28,22,4,45,41,37,16,99,12
ENSMUSE00000746393,12,16,20,10,7,28,12,24,25,11,24,11,15,0,22,9,35,7,7,25,29,6,9,17
ENSMUSE00000649726,251,167,479,372,96,344,359,402,462,270,708,375,286,0,230,212,438,202,444,506,386,167,391,304
ENSMUSE00000108104,856,537,1668,1101,296,1020,1322,1255,1499,939,1865,1434,793,0,844,782,1477,634,1577,1575,1370,582,1360,891
ENSMUSE00001212439,869,540,1677,1109,297,1031,1328,1268,1507,952,1883,1439,802,0,853,784,1489,636,1585,1590,1382,584,1369,901
ENSMUSE00000794037,308,195,659,435,124,404,507,481,567,382,814,564,338,0,320,322,584,258,606,667,571,235,559,359
ENSMUSE00000491155,102,149,313,225,30,327,361,193,165,192,224,247,134,0,231,214,183,150,213,271,284,162,312,153
ENSMUSE00000108086,101,147,307,221,30,323,358,188,164,188,221,243,133,0,227,212,181,146,212,264,282,160,307,149
ENSMUSE00000649706,1001,530,351,231,398,720,215,332,1602,469,412,278,258,0,560,158,1082,369,226,313,1234,247,152,215
ENSMUSE00000770439,194,105,64,35,95,136,53,47,265,81,65,60,45,0,91,37,226,70,39,46,264,47,34,46
ENSMUSE00000279658,409,262,148,97,167,348,113,135,669,192,191,136,139,0,224,78,519,177,111,145,572,129,76,105
ENSMUSE00000790154,269,183,91,75,95,257,84,103,493,137,146,103,102,0,158,59,361,128,81,112,401,94,51,81
ENSMUSE00000896875,185,123,73,40,47,136,32,59,278,88,75,41,54,0,103,20,182,57,57,57,212,46,22,39
ENSMUSE00000816251,470,217,163,106,195,305,77,153,773,214,170,108,91,0,274,68,461,155,92,133,516,91,62,87
ENSMUSE00001267995,471,210,160,111,206,302,80,153,760,223,179,120,93,0,270,69,459,163,96,141,545,94,68,84
ENSMUSE00000372713,11,36,122,58,11,118,127,74,24,57,146,70,40,0,81,79,24,28,92,60,26,51,96,74
ENSMUSE00001037893,11,33,93,45,8,91,98,64,24,46,122,55,35,0,66,67,22,19,77,53,23,42,79,64
ENSMUSE00001043101,236,86,391,1061,66,269,897,725,292,130,1530,378,818,0,315,647,304,90,311,999,559,219,968,1068
ENSMUSE00001405385,193,77,355,963,53,239,807,622,252,109,1366,338,718,0,278,590,263,82,277,897,508,198,870,956
ENSMUSE00001374862,130,60,277,565,41,189,675,439,179,89,905,277,506,0,205,447,210,66,236,635,405,159,713,565
ENSMUSE00000711885,47,11,56,48,21,45,22,36,34,23,58,35,17,0,30,32,43,26,38,35,35,24,26,54
ENSMUSE00000899932,281,126,438,216,121,335,315,127,198,136,351,336,99,0,282,202,293,121,256,188,226,113,206,265
ENSMUSE00001073300,201,97,344,161,89,249,247,100,144,95,277,262,74,0,218,170,210,94,185,148,160,91,147,200
ENSMUSE00001316068,3,1,2,2,0,4,3,1,4,4,7,12,1,0,7,0,5,2,1,0,2,5,1,1
ENSMUSE00001400271,12,3,23,41,5,5,26,50,5,7,114,33,24,0,9,24,17,2,31,56,33,7,27,19
ENSMUSE00000422499,41,16,42,26,15,58,31,23,65,41,82,21,14,0,35,24,56,25,35,67,93,29,17,23
ENSMUSE00001288744,41,16,38,28,15,57,36,22,65,37,78,22,15,0,39,25,56,23,36,66,95,28,20,23
ENSMUSE00000107969,41,16,37,25,15,54,31,21,61,35,74,21,13,0,35,23,53,23,33,64,85,27,16,23
ENSMUSE00000811798,15,7,10,14,5,20,12,6,21,16,30,9,4,0,16,9,15,11,12,21,38,12,6,12
ENSMUSE00000832513,12,4,6,7,5,16,9,3,14,10,22,5,1,0,12,7,10,6,9,15,29,10,2,8
ENSMUSE00000107902,1,1,0,0,2,1,2,0,2,0,7,1,1,0,3,0,14,1,2,5,10,2,8,0
ENSMUSE00000107903,1,1,0,0,2,1,1,0,1,0,7,1,1,0,3,0,14,1,1,5,8,2,8,0
ENSMUSE00000578062,5,1,6,15,4,5,10,13,2,0,11,8,15,0,3,22,12,0,10,11,5,6,14,1
ENSMUSE00000277128,10,0,37,22,1,4,13,14,5,1,9,41,39,0,8,30,9,1,16,22,18,1,17,4
ENSMUSE00000769436,1,0,12,10,1,0,6,4,0,0,5,15,14,0,4,6,4,0,9,6,5,1,3,1
ENSMUSE00000107843,6,1,1,0,2,13,4,1,17,1,3,0,0,0,8,0,10,1,0,0,25,3,5,0
ENSMUSE00000337960,469,123,127,5,250,378,98,2,417,138,5,39,2,0,231,27,216,70,38,6,383,54,22,1
ENSMUSE00000780892,2,0,0,1,2,2,0,3,5,0,12,0,1,0,3,1,25,2,3,8,13,4,7,0
ENSMUSE00000106134,7,14,113,3,11,15,99,1,3,11,12,80,12,0,36,62,10,10,50,11,11,5,59,0
ENSMUSE00000649557,6,14,111,3,11,15,95,1,3,11,12,80,12,0,36,62,10,10,50,11,11,5,59,0
ENSMUSE00000675580,457,540,1076,139,146,1113,757,157,726,733,272,833,121,0,909,372,863,501,778,278,1024,388,562,79
ENSMUSE00000755001,52,29,53,8,8,75,33,20,59,53,14,43,4,0,65,24,73,45,27,14,71,13,13,7
ENSMUSE00000106119,169,167,354,54,51,388,240,57,247,258,95,218,38,0,335,126,307,157,192,98,337,108,147,27
ENSMUSE00001268718,60,83,110,22,23,172,81,25,115,95,34,71,12,0,134,48,130,61,68,38,143,40,50,12
ENSMUSE00000842108,26,30,48,13,13,66,36,8,45,30,18,25,10,0,51,19,51,22,29,27,63,19,23,3
ENSMUSE00001233890,2732,1904,4017,1162,1007,3911,2726,1925,4670,2750,4424,3111,1475,0,3118,1437,4483,1971,3129,3229,6539,1754,2781,761
ENSMUSE00000802071,1953,1374,2883,944,756,2863,1974,1539,3543,2072,3546,2157,1153,0,2305,1051,3373,1423,2275,2511,4900,1307,2024,577
ENSMUSE00001270106,160,135,229,63,66,256,152,93,352,177,218,176,61,0,189,83,327,122,152,144,406,119,142,43
ENSMUSE00001239966,1246,904,1967,393,440,1844,1361,674,1972,1256,1615,1624,522,0,1428,681,1896,923,1579,1246,2874,793,1408,289
ENSMUSE00000398268,147,117,155,122,54,173,120,99,238,116,162,117,85,0,107,67,246,83,79,134,280,89,78,93
ENSMUSE00000775028,12,7,17,12,2,18,11,10,13,7,13,12,3,0,9,6,17,6,5,6,31,9,4,5
ENSMUSE00000795411,53,52,78,59,16,102,69,44,124,58,87,54,37,0,52,26,115,49,42,66,157,46,38,41
ENSMUSE00000818407,161,144,189,153,48,213,128,262,232,137,228,131,215,0,171,84,232,113,130,189,263,82,115,154
ENSMUSE00000375172,145,121,160,135,38,171,108,219,201,119,193,114,181,0,149,66,197,83,105,165,232,63,92,133
ENSMUSE00000675514,895,1158,3583,1309,314,2458,3125,2221,1784,1427,3745,2506,1813,0,1730,1502,1699,1019,2819,3025,2565,889,3045,928
ENSMUSE00001275342,895,1158,3583,1309,314,2459,3125,2221,1784,1427,3745,2506,1813,0,1730,1502,1699,1019,2819,3025,2565,889,3045,928
ENSMUSE00000105866,867,1137,3536,1281,300,2418,3083,2184,1738,1404,3717,2478,1779,0,1701,1468,1654,1003,2785,2998,2512,873,3015,904
ENSMUSE00000760077,85,75,213,149,27,159,197,167,153,88,261,174,137,0,140,100,122,67,177,170,204,71,186,95
ENSMUSE00001264227,838,1085,3337,1188,292,2294,2927,2087,1646,1344,3508,2372,1697,0,1622,1391,1571,956,2644,2880,2354,831,2881,836
ENSMUSE00000886035,34,44,104,57,13,93,86,78,93,38,106,60,74,0,58,52,50,40,81,74,65,26,84,47
ENSMUSE00000736174,209,295,987,285,75,625,818,534,399,361,767,668,397,0,459,409,445,256,827,720,560,192,766,203
ENSMUSE00000875718,233,352,1184,283,95,733,973,576,474,422,948,747,462,0,511,480,494,274,918,833,650,211,845,211
ENSMUSE00000914678,88,68,169,62,37,138,142,121,108,72,194,134,102,0,95,72,96,50,105,194,122,50,100,61
ENSMUSE00000417912,60,67,121,21,18,148,72,18,89,80,47,73,25,0,100,36,88,57,71,43,128,42,44,14
ENSMUSE00000675512,59,62,107,21,18,131,61,15,83,71,45,67,24,0,92,34,84,52,62,39,117,39,38,12
ENSMUSE00001222360,31,63,81,37,10,82,67,53,58,60,102,67,41,0,62,51,47,40,49,88,68,33,73,19
ENSMUSE00000661557,31,57,77,37,10,74,66,52,57,55,99,66,40,0,58,50,44,39,48,86,62,32,71,19
ENSMUSE00001231340,30,56,77,36,10,72,63,46,53,54,97,64,38,0,57,49,44,39,47,83,63,28,70,19
ENSMUSE00000775423,10,8,10,6,2,18,5,4,10,8,11,11,2,0,9,7,5,3,15,17,12,7,16,3
ENSMUSE00000929098,407,434,1873,1348,211,1115,2389,1942,716,577,4476,1345,1448,0,831,1105,832,407,1788,3753,1528,565,3226,655
ENSMUSE00000577945,136,159,576,538,67,396,727,886,274,190,1602,366,642,0,309,330,279,124,512,1252,489,196,912,235
ENSMUSE00000931055,16,11,33,57,5,19,41,86,27,9,140,22,51,0,14,23,24,6,21,97,23,20,78,23
ENSMUSE00001249755,39,48,218,143,12,131,250,228,71,70,610,114,160,0,81,106,63,38,192,484,132,38,359,46
ENSMUSE00000577951,23,21,65,39,6,44,66,61,31,16,96,31,42,0,31,33,24,13,59,89,36,16,111,25
ENSMUSE00001275386,11,8,34,28,10,25,42,34,12,12,71,28,24,0,15,23,10,8,27,56,45,11,63,10
ENSMUSE00000721651,5,2,10,11,6,8,19,5,5,1,20,10,4,0,3,13,10,1,7,21,10,5,19,7
ENSMUSE00001210634,130,121,670,336,69,343,849,565,197,194,1511,537,423,0,250,402,298,141,723,1317,508,194,1239,182
ENSMUSE00000706351,1,0,13,5,0,2,14,13,4,6,24,5,5,0,6,6,3,3,12,13,5,1,20,1
ENSMUSE00000933508,81,62,376,200,33,216,506,406,121,102,978,333,320,0,155,260,195,65,394,865,301,116,693,106
ENSMUSE00000709721,4,3,7,5,1,2,7,6,1,1,16,2,3,0,3,5,3,0,11,14,8,5,21,1
ENSMUSE00000577942,817,601,1803,785,366,1386,1539,2520,1445,880,4003,1298,1831,0,1008,740,1506,607,1210,3211,2235,615,1533,563
ENSMUSE00000761053,1,0,1,1,3,2,1,0,1,0,3,4,0,0,0,0,13,0,5,5,7,2,5,0
ENSMUSE00000813195,1,6,0,0,13,3,0,5,4,0,11,0,1,0,0,0,22,0,3,18,12,6,10,2
ENSMUSE00000761513,1,6,0,0,13,2,0,4,3,0,11,0,1,0,0,0,20,0,3,17,11,5,9,2
ENSMUSE00000416011,21,580,3482,157,36,1778,3907,211,39,809,582,2544,430,0,1478,1840,166,516,2898,635,179,712,4272,67
ENSMUSE00000803454,1,35,154,16,1,93,159,41,0,29,110,98,85,0,82,73,7,15,131,103,10,21,171,12
ENSMUSE00001224176,1,32,131,12,1,82,141,38,0,21,99,88,76,0,71,68,6,13,112,93,10,20,147,10
ENSMUSE00000415440,253,424,1029,152,97,917,775,248,445,484,454,663,152,0,592,340,432,307,761,305,593,274,680,106
ENSMUSE00001204616,229,375,898,131,87,836,687,219,402,434,387,575,130,0,536,307,385,279,688,278,547,250,625,92
ENSMUSE00001233263,47,99,184,22,18,187,149,48,107,105,70,112,27,0,128,56,81,72,149,64,135,51,133,15
ENSMUSE00001294989,30,71,136,18,19,142,115,41,79,78,56,97,17,0,98,45,61,49,104,46,104,41,90,15
ENSMUSE00000752368,168,216,564,70,48,468,423,142,233,248,245,380,102,0,309,166,230,158,407,156,306,155,379,57
ENSMUSE00000757727,15,25,59,11,4,56,55,20,24,40,23,45,8,0,33,16,25,15,52,20,32,17,47,9
ENSMUSE00001301601,67,85,199,28,14,176,169,49,95,85,100,153,42,0,128,63,88,59,149,73,103,55,133,25
ENSMUSE00000832123,42,54,131,18,10,115,109,33,67,47,62,97,26,0,79,41,55,33,78,42,56,35,71,15
ENSMUSE00000833437,30,43,95,13,4,85,82,21,51,37,44,79,17,0,57,29,38,22,54,27,37,22,45,9
ENSMUSE00000818608,29,43,98,13,4,80,84,26,51,38,42,78,21,0,56,31,40,24,57,30,38,22,45,10
ENSMUSE00000490973,1081,1048,4937,1637,393,2734,5116,3919,1942,1327,6406,3302,2963,0,2102,2390,1807,951,3997,4145,3084,946,5605,1008
ENSMUSE00000824123,56,65,306,113,16,172,371,195,121,64,470,198,129,0,131,157,88,55,245,323,189,61,354,53
ENSMUSE00001282585,36,44,210,65,9,98,233,137,81,40,326,136,90,0,81,99,51,44,163,219,120,35,217,42
ENSMUSE00000781507,53,16,106,56,11,60,137,142,55,34,151,68,84,0,63,60,51,22,76,98,89,13,119,41
ENSMUSE00001262437,860,1042,3568,775,307,2035,2657,1530,1450,1178,3173,2396,1149,0,1503,1211,1480,740,2332,2495,2441,755,2430,513
ENSMUSE00001251744,773,964,3268,693,272,1867,2455,1473,1324,1097,2917,2221,1112,0,1385,1097,1348,676,2167,2371,2215,692,2275,470
ENSMUSE00001236957,298,298,918,227,110,586,743,329,480,335,643,571,230,0,451,324,457,201,598,436,755,249,654,163
ENSMUSE00001301388,131,194,606,99,24,348,459,200,197,196,341,414,182,0,234,183,187,113,373,260,328,95,380,45
ENSMUSE00001243492,397,559,2051,396,133,1101,1488,1059,727,661,2061,1442,831,0,785,659,784,416,1409,1798,1279,384,1421,259
ENSMUSE00001215784,118,164,708,131,43,359,510,452,252,204,812,525,333,0,287,239,303,157,562,682,458,137,589,78
ENSMUSE00001276205,168,238,836,187,71,455,607,454,310,289,990,573,349,0,314,268,328,168,540,918,541,172,540,147
ENSMUSE00000742893,1046,866,2682,1045,425,1818,2198,801,1623,1179,2190,1958,720,0,1474,1294,1573,901,2099,1925,3079,1030,2617,631
ENSMUSE00000522680,3,7,30,7,4,18,27,2,19,13,17,21,7,0,21,17,12,14,13,15,48,10,53,5
ENSMUSE00000763828,316,280,811,257,99,575,718,233,553,364,575,573,230,0,490,429,536,262,586,582,1242,327,888,121
ENSMUSE00000798375,178,174,495,108,54,344,452,72,353,184,172,309,116,0,281,274,330,154,307,231,911,182,561,39
ENSMUSE00000746114,152,156,423,91,45,303,388,66,316,166,144,273,104,0,243,242,285,127,262,195,790,162,468,36
ENSMUSE00001278651,280,255,728,238,87,524,641,227,511,337,545,523,215,0,446,381,484,229,534,536,1090,301,778,118
ENSMUSE00000712248,200,103,259,362,129,155,167,76,172,127,340,155,100,0,163,199,126,122,241,321,218,153,172,205
ENSMUSE00001241884,109,92,309,56,38,195,244,90,161,115,214,231,65,0,139,121,147,97,266,156,277,111,305,54
ENSMUSE00000392078,136,109,361,106,40,221,280,171,208,153,388,303,142,0,201,142,215,124,249,286,330,105,282,66
ENSMUSE00001255263,34,31,110,25,14,69,86,48,51,33,106,95,33,0,57,39,58,31,69,62,80,27,82,12
ENSMUSE00000758752,1181,1193,5265,1788,355,2444,3150,4986,2079,1582,7850,3116,4128,0,1720,1429,1861,1225,4126,5714,2629,897,3379,1096
ENSMUSE00001044063,1181,1190,5248,1776,354,2436,3131,4975,2073,1574,7817,3107,4105,0,1716,1422,1858,1215,4119,5692,2614,894,3366,1088
ENSMUSE00000398849,164,172,823,249,64,379,520,690,299,237,972,468,617,0,264,227,264,165,598,636,374,113,506,122
ENSMUSE00001304105,28,32,225,67,11,102,130,143,78,42,204,105,132,0,61,60,57,39,134,147,92,29,124,36
ENSMUSE00000782587,79,70,305,89,12,141,195,314,158,96,436,176,245,0,102,86,88,85,245,305,136,33,205,65
ENSMUSE00001284449,63,55,247,72,9,110,154,248,122,76,348,139,189,0,86,63,72,59,192,234,109,21,158,50
ENSMUSE00000835014,197,149,666,1178,68,355,647,3121,393,188,5427,446,1945,0,277,320,402,142,524,5252,727,160,838,569
ENSMUSE00001284851,123,94,444,664,34,245,426,1942,239,121,3442,312,1219,0,191,213,267,88,327,3626,470,111,561,305
ENSMUSE00000723867,16,16,66,109,3,49,72,327,55,27,548,40,198,0,38,36,42,21,58,596,83,24,100,37
ENSMUSE00000828306,51,26,153,435,17,76,136,785,88,33,1478,79,490,0,47,53,69,39,144,1299,132,20,191,202
ENSMUSE00000458954,23,96,612,168,16,234,1046,530,43,132,456,447,332,0,256,670,91,143,541,397,177,220,1353,95
ENSMUSE00000577853,10,7,62,13,12,28,45,27,11,20,26,49,17,0,31,33,38,16,50,34,23,32,60,9
ENSMUSE00000269184,83,37,112,57,32,109,108,79,113,64,136,92,65,0,79,61,104,37,83,103,145,37,72,43
ENSMUSE00000105446,57,25,79,45,20,77,84,57,82,50,98,69,42,0,64,45,77,24,52,73,107,28,48,23
ENSMUSE00000359460,0,46,284,8,6,118,454,6,6,58,7,256,6,0,183,285,10,37,299,12,12,44,436,8
ENSMUSE00000339896,42,112,859,84,35,159,223,101,59,355,270,820,26,0,175,121,127,138,826,147,141,122,422,56
ENSMUSE00000806199,39,98,799,82,32,146,204,91,54,318,242,764,22,0,158,108,114,127,776,131,127,114,391,50
ENSMUSE00000752528,5,24,83,19,3,56,112,7,10,25,10,63,8,0,56,49,19,5,60,13,20,35,144,11
ENSMUSE00000105392,5,24,81,19,3,54,106,7,10,25,10,62,8,0,54,48,18,5,60,12,19,31,140,9
ENSMUSE00000105250,79,124,223,54,15,252,246,88,138,144,103,218,72,0,153,142,120,123,168,118,162,134,190,37
ENSMUSE00000265323,79,124,223,54,17,252,246,88,139,144,103,218,72,0,153,142,120,123,168,118,162,136,191,37
ENSMUSE00000674840,39,60,118,31,7,127,123,44,67,62,44,115,29,0,71,71,51,60,98,53,78,83,99,8
ENSMUSE00000816422,277,199,230,72,127,351,351,90,586,266,134,171,75,0,234,189,546,237,195,176,724,197,252,60
ENSMUSE00001138237,89,75,100,31,54,141,141,39,222,103,42,74,39,0,100,88,187,100,90,49,241,75,91,32
ENSMUSE00000553036,16563,14325,24977,15343,6125,23908,23667,25335,31177,21907,33360,18639,17850,0,22685,14541,33133,15125,23278,23278,34700,14509,31043,12220
ENSMUSE00001229029,16510,14235,24727,15234,6106,23734,23482,25173,31085,21810,32921,18508,17721,0,22574,14420,33034,15042,23112,23049,34560,14426,30843,12168
ENSMUSE00001234650,15637,13481,23479,14371,5764,22556,22298,23628,29970,20851,30199,17613,16478,0,21647,13758,31800,14413,22145,21381,33269,13843,29559,11540
ENSMUSE00000715760,18,11,30,15,1,26,15,28,41,17,55,15,25,0,28,20,34,26,15,38,34,23,28,24
ENSMUSE00001248713,6717,6148,10118,6363,2387,9870,9701,9969,13727,9744,11192,7896,6316,0,9886,5778,15512,6573,10121,8295,16178,6298,12833,5052
ENSMUSE00001271872,99,127,309,99,44,229,267,271,277,155,407,209,223,0,188,118,228,114,268,317,258,117,307,83
ENSMUSE00000674780,354,404,455,29,156,567,294,24,483,459,48,364,30,0,481,168,608,352,374,53,555,255,199,19
ENSMUSE00001289717,534,625,758,55,228,953,479,54,761,796,87,606,74,0,818,283,982,572,602,116,1013,401,347,43
ENSMUSE00001270621,503,593,721,53,214,906,460,49,729,764,78,575,66,0,779,265,941,545,562,107,966,374,332,39
ENSMUSE00001216579,85,95,84,8,32,115,51,4,128,98,7,89,4,0,104,33,134,80,86,3,116,40,47,4
ENSMUSE00001253193,92,120,133,12,46,166,99,7,155,132,15,106,8,0,133,51,173,117,120,8,174,70,61,3
ENSMUSE00000792256,21,57,190,46,28,133,304,131,101,73,146,160,145,0,102,180,77,71,193,137,118,58,424,24
ENSMUSE00000674714,123,214,652,279,35,405,510,860,246,268,789,389,598,0,331,247,225,179,442,608,260,166,554,196
ENSMUSE00000106471,117,202,611,247,30,390,483,809,226,249,758,370,568,0,310,233,204,164,428,572,238,151,535,170
ENSMUSE00000376870,0,1,0,4,6,1,0,7,5,1,6,0,0,0,1,0,26,0,0,17,25,3,6,3
ENSMUSE00000405997,15,5,11,26,51,12,8,37,21,4,87,8,9,0,14,2,207,12,28,111,154,36,56,13
ENSMUSE00001380601,7,3,10,10,23,7,8,18,12,2,65,8,9,0,13,1,123,5,17,58,76,18,34,7
ENSMUSE00001381640,13,3,2,9,26,5,4,12,11,1,37,1,3,0,3,1,107,8,9,54,69,20,25,5
ENSMUSE00000106455,4,13,29,20,9,32,51,7,4,12,13,32,8,0,23,43,30,8,27,35,52,29,51,8
