gene_name,P2-P4_likelihood,P9-P4_likelihood,P5-P7_likelihood,P6-P7_likelihood,P2-P7_likelihood,P9-P7_likelihood,P5-P2_likelihood,P5-P4_likelihood,P2-P1_likelihood,P9-P10_likelihood,P3-P5_likelihood,P3-P6_likelihood,act_likelihood,P7-P8_likelihood,P6-P2_likelihood,P5-P6_likelihood,P9-P6_likelihood,P5-P8_likelihood,P6-P8_likelihood,P9-P8_likelihood
Trbc1,0.2390844554563068,,0.1981180304199648,0.2335174814223602,0.2932300931320669,0.2554896893641905,0.2400580636084314,,,,0.2614515448759476,0.2649386434217305,0.2242903513641329,0.2599519252267444,0.20968600559051429,0.23117786188337805,,,0.2343728239857921,
Kdm6b,0.3394560191940375,0.24803561922103776,0.2911376404327246,,0.3591444499241184,0.40326439594046015,,,,,0.3739418032840155,0.3888737027960471,0.2899176594359382,0.34506125476313704,,,,,,
Havcr2,0.2342411058560028,,0.468877312263851,0.4277997601544896,0.6400708536502355,0.3667723200213293,,,,,0.3480419368376562,0.3225920211738346,0.34019567213127694,0.4488545085544821,,,,,,0.2184305005309186
Zfp36l1,0.4572851981801225,0.2454176435586839,0.443602023198554,0.4199257806008495,0.374934042767358,0.3285745176850289,0.2366854110722521,,,,0.3072143098381451,0.3057673668260268,0.3427923871285646,0.3875525273839738,0.21610212920337396,,,0.2939767521466912,0.30242797303847035,0.28001132531000616
Pax5,0.3907146511855995,0.33484163189809035,0.24648265087402896,0.2578872292410012,0.3856401355248172,0.3654850505002999,,0.2650922711781439,,,0.3507355043073904,0.14696719606842726,0.08904557758504658,0.3855915289783025,,,,0.2737976972388129,0.2463055147555132,0.3040158506561386
Icos,0.25827895177763444,,0.4517121929949167,,0.3153564074811112,0.3639434550185322,0.2640255701146769,0.3412868032973561,,,0.20365361047678346,0.19824372835562548,0.2675202972803777,0.3140564925281077,0.14808412982989305,,,,0.2507879770460682,0.2448602603250825
Cd28,0.431542535068388,,0.2704326154608517,,0.4131478150323015,0.260387060349663,0.2318193125674444,0.2491609163072824,,,0.25998223017202143,0.22875039794440624,0.2842023399778955,0.35127326162736994,0.4696023688325286,0.22606096171509366,,0.2428437093785633,0.2575603683145355,0.2141529749560486
E2f2,0.3384317486434626,,0.3680822648200076,,0.387129194700154,0.2125697077548821,,,,,0.2712618580366509,0.27223837698994346,0.2985683445151807,0.3259535364027781,0.24195250260902765,0.2751239933796747,,0.27311302075562993,0.2568687095309347,0.252632530044541
Cd300lf,0.4918652287247879,0.2859720647817313,0.20899442929482492,0.26276552305717604,0.1193758788738295,0.4094887269826885,0.3076611096781266,0.331169667950284,,,,,0.028115329655513333,0.2546892707241405,0.2447093579598347,,,,,
Ifi204,0.2206387857535096,,0.1913852228506672,0.1638970436362197,,0.26613796127198786,,0.4250890411364597,,,,,0.00024190761546908927,0.16729832240472198,,,,,0.17224826472792673,
Klf3,0.4817996949835349,,,0.26030159810393955,0.3293365015087735,0.3262006554658851,0.2816708816008452,,,,0.265845155643397,0.2464250331352513,0.25033538685709,0.2946792544494843,0.29315225261717665,0.3126746144685061,0.32132423159342416,,,0.23481399091461436
Smad7,0.34311565275192796,,,,0.37436518416774267,0.3348619488782338,,,,,0.2457155083692627,0.2559284723176861,0.24881692339784045,0.2568856167653981,0.29745024371004497,0.2160314815339846,0.31667892985902585,,,
Atf7ip,0.3727676219473927,,,0.33884114148836914,0.2984347098491996,0.3006357351563264,,,,,0.2367826375453664,0.25648395634153265,0.20336042048281686,0.2532255355058278,0.24871886076252364,,0.23371501070896886,,,
Nt5e,0.6181960362824674,,0.26647673220710705,0.2744067292051728,0.2784748546439063,0.2793953196053638,0.4415356639538212,,,,0.21779942134432126,,0.1948994597620128,0.2801333077207829,0.19154240873896425,,,,,
Selplg,0.5860688859876769,,0.30404650894479923,0.28475113139677355,0.38694410989527894,0.4047461524199433,0.3493419601908936,,,,,,0.2915284660192877,0.4296524671233568,,,,,,
Scml4,0.6326741588999113,,0.4194814033029178,0.3918010165581776,0.4458890202045312,0.3920818788770119,0.2798214635206585,,,,,,0.24275825547871385,0.29578093352534585,0.2728049838277525,,,,,
Cd47,0.32651718848268096,,0.2855376801853072,,0.16772447707401605,0.21119252255329865,,,,,,,,0.3518250934484734,,,,,,0.2611073712123136
Cd5,0.4223615764379991,,0.2444424748664097,0.274489253910215,0.3472546860596144,0.3008645447983309,,,,,,,,0.3134754462859287,,,,,,0.21771564188489925
Apex1,0.3492617576324909,,,0.27278026134049504,0.2933518182094325,0.2643039147560489,,,,,,,0.18863347517696166,0.23973416193180666,0.3824826679123906,,,,,
Cebpz,0.2665932943893555,,,0.2127597488284632,0.3268179099018641,0.3063870995872351,,,,,,,0.24734660484250726,0.2452071465489594,,,,,,
Fhl2,0.3126084935788795,,,0.2559176777834476,0.33319729528430936,0.3478871500106887,,,,,,,,0.2879119687962259,,,,,,
Polr2f,0.31425584000282303,0.2629240116482245,0.27331878335636434,0.2588244107426869,0.332654666014942,0.20700095522400894,0.2245524496840382,,,,,,0.26106664408648483,0.22171631221988689,0.29622909908838946,,,,,
Zbtb20,0.3712567176231328,,0.3636574340752767,0.3869108487410763,0.3988460878653556,0.3624542581615816,,,,,,,0.1937810933668816,0.2704981258861514,0.21836382334578136,,,,,
Psip1,0.3092056703277174,,0.3184350080793968,0.27923114492963336,0.3522234057035879,0.2868282358919526,,,,,,,,0.2497271802350799,,0.2252193668397492,0.26431108047827845,0.33285749522367986,,
Slc3a2,,0.26610060911590905,0.20281661224870604,0.19543295777925745,0.2411001046248723,0.27232168551868136,,,,,,,0.21158080598535856,0.2260699167839973,0.25956084607970675,0.21798509561982987,0.3031678098383612,,,
Jaml,0.2614571298981887,,0.23114062943281086,0.28722361587120904,0.30766034726378805,0.34695372790954965,0.21936454650409487,,,,,,0.2331346245899263,0.2123702103052996,0.25419780664550634,0.23532406387802354,0.2500520406705543,,,
Tnfsf4,0.35555397519669224,0.2019337383389845,0.26748781873361355,0.35892128235779724,0.3281332267130085,0.33147967345685,,,,,,,0.20738901556351533,0.3322363832243804,0.3074625152613817,,0.39520634435919816,,,
Hells,0.4326511442063584,0.4273032869465399,0.8043386353330895,0.510813344924405,0.6765027870070969,0.9061735317222044,0.23754859390221605,0.2926245490095532,,,0.5830495606644945,0.38289735706606826,0.5896267161104222,0.6031223719733471,0.6127796539904837,0.6159314229313166,0.4939008539450294,0.7296469657466159,0.4696509276548908,0.4080503505758709
Uhrf1,0.5357525333615785,0.1946099558893623,0.6048250778591133,0.4881897514971332,1.1508750921870967,0.7784301008224489,,0.27805130879535195,,,0.3646535667195209,,0.4470270437822824,0.7564787969238219,0.4621444226904708,0.4559221239534709,,0.4343041025798611,0.3480169885903108,0.4751358548751787
Dek,,0.4860059038643708,0.4285918138708124,0.7926725760347756,0.609059579591866,0.5461874844674992,,,,,,0.2599072701530052,0.39006542993296894,0.3399415261466869,0.7384814894740036,0.4188209343974432,0.7775928168449648,0.4728524237031486,0.7140557813606913,0.3172759859058205
Ly86,1.0661488160600443,0.207082578920416,0.4333210624897129,0.20906252428008915,0.17607314534084184,0.3475772571630349,0.2502614853248825,0.20418650267080898,,,0.2836726340859663,0.21082373471597565,0.021321298249440783,0.21723487974896832,0.374119084104636,,,0.2680374608111864,0.2230873189307249,0.27386279496221083
Actb,0.5678949679535663,0.2588607909502435,0.5555210367069794,0.4202660053774509,0.35394669356614283,0.3759874861971202,,,,,,0.33506299790841737,0.3615368319522495,0.4096008311562464,0.5328073858269043,,,,0.4162281544713979,0.328650333913586
Cd74,0.8134399196180543,0.8478618925016324,0.34229180622952904,0.24728448175515555,0.2790157992685205,0.20001115366507075,0.5386467087046601,0.5474023271269362,,,0.2904028744606369,0.31406129826463663,0.1600566327638338,0.4807786777174764,0.4402817293924667,0.26859538804681826,0.3811714150756608,0.5851438327715778,0.4212042107989623,0.5338401280640521
Itga1,0.3596933585712873,0.4955087482411115,0.2875217964829413,0.21532519393023192,0.2176083239174559,0.2784340545877634,0.3021030811424951,0.2397154592093169,,,0.3918323044204145,0.3006384456055413,0.29303383464073324,0.3171540423147622,0.27250755693302786,0.2550422012162679,0.3344621218029111,0.37125478986361776,0.3238374709865434,0.3331418587562421
Klrd1,0.6033159333084396,0.2939478207971203,0.227132370061032,0.20675673879988224,,,0.27831555507102096,0.22748241428823254,,,0.3159353081314783,0.3731248395600168,0.3839996354721512,0.3959760029674578,,,0.24149353742648635,0.4447633519703356,0.4381958423668191,0.3112502576216448
Tcf7,0.3656089276985912,0.3906016570177073,0.7072633143114253,0.8156560284493579,0.5417678625711326,0.4808446310835489,0.3034250313742613,0.2153999657765107,,,0.6135922008144442,0.6481896629804885,0.7217889180580715,0.7746916384703512,0.2547919494450868,0.2811446559069222,0.2588036380796898,0.28700579181469754,0.20803934832653226,
Tnfsf8,,,0.6323886068307957,0.6222780722661009,0.5080965090849563,0.43570985440040505,0.3297658670870904,0.2464053811253687,,,0.4191477931533314,0.3294100896693429,0.4257420808844543,0.5566284714628986,0.16634257644635242,0.2487391213440967,0.2685080564921229,0.17217016278227726,0.1635622154546263,0.2647712085335884
Slamf6,,,0.6069860626099696,0.5546499908640636,0.5283253907396644,0.5638604553370266,0.2837847157400617,0.2567210246489671,,,0.3437254188472433,0.33201682992083426,0.4126284487605959,0.4057236895537643,0.27476390340807577,0.2580784668753312,,,0.2607328964796542,0.2085178815835275
Ifngr1,0.4235159446772701,0.3464891201844568,0.4676838996632465,0.5535779783131632,0.3782109146956496,,0.27750832498769284,0.3428789754464129,,,0.5080307629938694,,0.43764746031034535,0.43130196394261744,0.3889573740587083,,,,,
Aff3,0.3562022144369101,,0.5462051192048242,0.5803058069432354,0.5005892047335855,,0.25264018579140385,0.22615376530061115,,,0.3615619664875631,0.4854392579133679,0.4365121264366848,0.5775504790135326,0.24016296782498586,0.16670158909012905,,0.12351542990920872,,
Nap1l1,0.5875231295539307,0.2445982224547913,0.4145266568746971,0.39787770350197416,0.8242218626405727,0.3052347456609881,,,,,,0.16860184222226185,,0.34804068776864605,0.7015131300104039,0.3787243061794265,0.32244090422326105,0.3368215344037559,,
Chaf1b,,,0.4056214457906896,0.3108412617032489,0.7686032013546693,0.42169179226608505,,,,,0.3500191938425687,,0.3041872132974827,0.2857785299903749,,0.2983605971783765,,0.4219999697469128,,
Trip13,,0.2181416527329304,0.4305699270155489,,0.7502073045987898,0.3113270153157825,,,,,,,,0.3934534957087606,,0.2796720111748745,,0.4528502877042997,0.4452558655924236,0.41106157727633935
E2f3,0.2332064872110572,0.10955374547727066,0.3793930840827221,0.3033420872853085,0.3399064728305403,0.28338414268643863,,,,,,0.29891562850296033,0.27440178591346165,0.3520627247131205,,0.3080755226635458,0.3678065971603103,,,0.3264742976085046
Rbl1,,,0.492704066848493,0.26428820854985186,0.3173506258624941,,,,,,0.23272195229852716,0.3225955903885262,0.3432285134821947,0.26028163982836844,0.3352629263538858,0.3979943731236493,0.27307057530942885,0.3190060365583196,0.261760367883532,0.2470218685795039
Paxip1,,0.34927763297304515,0.3808139647490937,,0.3771900112109057,,,0.23134997595996296,,,0.3167000631682582,0.2598507097828534,0.3408831538164901,0.2950620957430156,0.3890152095641338,0.3195041023587194,0.3630117720306768,0.330492625410792,0.2761478246539827,0.26843945293353605
Kdm7a,,0.3220987361406485,0.35673529222508243,0.2686431518356929,0.38082283639746334,,,0.2209188607060913,,,,0.2768132955078316,0.2831835211294279,0.2839623259513889,0.2793758955696077,0.2871905287165821,0.2562356847776632,0.31967335155506416,0.2581378347583904,0.31476685808470056
Wbp11,,,0.4124359218959452,0.3012728196385447,0.32301300210106515,0.292387769224445,,0.2625087550604573,,,,0.27995874656954234,0.3677970052876881,0.21977691959673315,0.2873914832576015,0.356374219964027,0.33289570643026034,0.3628950792976858,0.2288135461878244,
Sfmbt1,,,0.33849031603848856,0.25101895342201025,0.3273146309784528,0.36628516422689983,,0.23167442237236374,,,0.2829177871173559,0.2433668425015871,0.2333280197852837,0.28853825177950776,0.35239904624436164,0.2780743777776733,0.2682340349624687,,0.2474087857859534,0.21987531438371652
Hnrnpab,,,0.5106699538873499,0.4145912109648747,0.6440148115292594,0.4533104863881744,,,,,,,,0.3305293368714458,0.4601024841164537,,,0.4387563108557199,,0.3624005267817632
Ybx1,,,0.4285422475790542,0.3077215940830474,0.4409981688611149,0.3371036238593366,,,,,,,0.4035945242594279,,0.3474313499988827,,0.3317395285574234,0.42402159427242986,0.3321596976209571,
Rbbp7,,,0.5603314860675175,0.4774014574303562,0.5204140155034837,0.3904383027542343,0.2903673131083938,,,,,,0.3988781086163448,0.31605849115720985,0.4096781825286948,,0.3442066702572646,0.4349005011067431,0.3567936119550345,0.28172160043864125
Aurkb,,0.29803135729740704,0.2821394769414862,0.3350766080912226,0.30339018888416164,0.3487375090180396,,,,,,,,0.4171375118695909,0.6292029438940746,0.30372640902121834,,0.321744462246938,0.21269045968174066,0.3490527628183431
Tcerg1,,,0.40572332660974747,0.3199521371570731,0.4574527598332155,0.29848396506102964,,,,,,,0.3206342514554477,0.30921905521327,0.3654559479182592,0.34020217892724897,,0.3596897473079461,0.3179812903618523,0.2937870093584321
Rbbp4,,,0.380143555630781,0.3673895283426885,0.2892839053418094,0.2862028681029461,0.2321924207970135,,,,,0.21874864197070226,0.30532214550748804,0.2639985541204617,0.5302215664858845,0.3211265281184288,,0.3575368689615267,0.4089204751536181,0.27662368897058004
Smyd2,0.3603224829247942,,0.2530022051059212,0.3194466215092595,0.34051553430204057,0.3077122830038144,,,,,,,0.2242788846149616,0.2867326513614499,0.5314410929675709,0.24120171877997934,,0.19557474059970947,0.23751072044022314,0.2584324449093851
Mybl2,0.2933115016218803,,0.3762261614689726,0.32098086220756944,0.3431384860168158,0.520199433270983,,,,,0.2929237629281908,,0.28206027697218355,0.3588876478505842,0.3667730857523082,0.34931940609902273,,0.4268326098211905,0.2967278920429605,0.3031939796586392
Taf1,0.2055929823637079,,0.31996054716137057,0.29914148890624304,0.34701159103160617,0.3297298281292481,0.27221974175956865,,,,,,0.2791468547684085,,0.4053126710229765,0.3437627875096181,0.3485333611726517,0.3105920334333707,0.2555804505116805,0.2861743644431411
Hnrnpd,0.3543506177290631,0.2554581333992719,0.3456183383442237,0.33841578920082266,0.327638184818396,0.2974386271258446,,,,,,,0.3374505740129469,,0.4525152351004725,0.35990219407908797,0.36711733077507547,0.4962762477454625,,0.27587349416099083
Orc1,,,0.431342571229105,0.3427238484422693,0.4675934120982938,0.2861600482525057,,,,,,,0.3110034255287509,0.3042619659983241,0.4764118551541942,0.3484844676347295,0.4519551799180122,0.3418684086496671,0.4181816320150004,0.38729799599194825
Ezh2,,,0.4469104674703923,0.288101984116469,0.4014488398506336,0.333138720188688,,,,,,,,0.2714824759693579,0.3752092374522205,0.38563078618792,0.3761449777364534,0.3129726694296565,0.4551431495770218,0.37795823816602425
Tfdp1,0.3451605734588182,0.19167998197847247,0.3320625036101762,0.2729472869853488,0.4987998005397455,0.453752213460628,,,,,,,0.3256064621913116,0.3682393845921929,0.4480993677833067,,0.3117095497333314,0.451068599920566,0.3257456581436465,0.38521538044446507
Supt16,0.2569218685363913,0.4059573711082261,0.3729373575228776,0.27968878605385616,0.5994914925957994,0.3048868486088264,0.297512856366577,,,,,,0.3120978837286393,0.2364955090645071,0.38832021093579855,0.2973248554324672,0.3036799823895929,0.3766784106172821,0.2965491296044534,0.2397198679841138
Kntc1,,0.3181900124017699,0.33729140760220866,0.3419608670813094,0.5980335216309475,0.4208529219782415,,,,,,,0.3592825348346923,0.3408999687359812,0.3816920016607089,0.3501673903097191,0.31056969396234,0.3740017901965981,0.27598370974097425,0.4227322861323253
Mcm6,0.5475512354806062,,0.4909144466189114,0.3544535033693532,0.4905258851740401,0.6091496679118683,,,,,0.44124255899196174,,0.4646207374736119,0.3860767451174046,0.3276877019299801,0.3915319385044971,,0.4697778324986388,,0.4447652107869383
Mcm8,0.4425640513578917,0.3090825409383006,0.31652005183223264,0.3387377985690108,0.4412416511843499,0.2796925122207001,,,,,0.2866275071494315,0.3184621811407963,0.3206243859265123,0.2641062529691073,0.4792489262208741,0.3075390624993905,0.3183756389976238,0.30163178458533263,0.2740934204002991,0.4253851717720716
Rfc1,0.4105041985463549,0.2470948648415025,0.5100720010035087,0.28325088306438856,0.2860436310844915,0.3027853153548742,,,,,0.4434050549536805,0.29843360637406324,0.3489038340406494,0.2769911648492905,0.5110625837734445,0.4709926284886683,0.3406089961308784,0.5007994821773218,0.4042589815430916,0.361201951616401
Cenpk,0.4615185846799683,0.2333083392103057,0.6943791851200386,0.288393156634289,0.5939554350716035,0.34872597947349265,0.28047832114310856,,,,0.2795355252322029,0.3005920097682479,0.4265311692874459,0.4404608838920852,0.3236492295374348,0.3915641137964386,0.310937344606996,0.471376205366845,0.3175255438826564,0.3973400278738334
Nsd2,0.26077338553874124,,0.521629826509168,0.497427097473266,0.44850069328678616,0.5649592091042795,0.2648519241350522,,,,0.27977554686969464,0.2807344768408977,0.3995145622865449,0.3665636156404158,0.4740179604767688,0.4853631147151264,0.4604276397596113,0.5584481836811162,0.4106828539834169,0.3295635867418607
Timeless,0.3277790218658276,,0.4418334918588046,0.4932606280090756,0.6567806474367706,0.5211629512025959,,,,,0.33309776716312745,0.3417753698380747,0.41110211988785794,0.3463213709184905,0.6319235982959613,0.3921133952673352,0.4768473953760189,0.4488646013772285,0.4691480449482498,0.4790660105436684
Wdhd1,0.44203936302090224,,0.4512486105663997,0.3947635390302493,0.5595774531796992,0.5791489941455765,,,,,0.2840654833174423,0.25010083605199324,0.3148882312776277,0.41443917610406267,0.4779827246970879,0.3685234749877867,0.3720056056180327,0.385996886472451,0.29646254884719525,0.3837649793400166
Brca1,0.4675331788229379,0.2075978843451184,0.5632411437837086,0.340347895723303,0.6417347588206096,0.4327638111258413,,,,,0.3357680225916878,0.3612609218724204,0.3456020417165787,0.3555780213490945,0.3519901188555721,0.4506691866040082,0.29846063039159393,0.4717767425319793,0.2945871453788532,0.3843196537848125
E2f1,0.3428925344494804,0.26851122983490466,0.44480078580800864,0.3577832939152697,0.5662437994229081,0.4934949335845062,,,,,0.3861968601849242,0.2830860084860528,0.3769104559062095,0.377428175298059,0.4176617716979304,0.4381413738536188,0.3564389091758951,0.4195636669605767,0.3645166522293713,0.4497487153123966
Brca2,0.4047439064423966,,0.4207868497481151,0.3105954082211346,0.7129287623625841,0.380607748075694,0.16007245900159933,0.22067656282535744,,,0.2480890908347923,0.22941359622790175,0.25370266463011315,0.3521291216984806,0.4132223112852025,0.3704276908070278,,0.4224283780812884,0.2885088383560697,0.4101986074211294
E2f8,0.3013781993420359,0.2884101912624939,0.3186100116389756,0.3602480715435396,0.6134309643815272,0.626938800324879,0.2882647311330045,0.2919816119868105,,,0.2540719180253078,0.3199457837207274,0.2453402033902948,0.4905681457703733,0.41832608836325225,0.4389367508373146,0.32532251526307265,0.35079672985385696,0.3216052997409657,0.31002305840001065
Fosb,0.33250598266455583,,0.3147199183717437,0.34551692716688953,0.3718477401912565,0.314407230946593,0.3026499374227234,0.2982068636922786,,,0.3491807091046932,0.3845326978567773,0.38423787509828544,0.5000533503028067,0.24916243358389295,0.2520390476866987,0.2569638397188667,0.3675765710006057,0.2855120353950277,0.2387720487203111
Snrpd1,0.2764029189914379,0.2443159196033821,0.5542602225036922,0.37123219458960544,0.3730648125602427,0.3833547315085999,0.32246143525462817,0.23505095018794905,,,0.3253738812117614,0.2872193584573654,0.5238616339715702,0.382231609680065,0.3206544540480969,0.27360978638172995,0.3269797143282667,0.5358065569192398,0.4859645123353011,0.31534091865597663
Suz12,0.3292185504559895,,0.5558135309589141,0.371312468118495,0.4656016375655826,0.3621417444305705,0.26254479717246465,0.25649379915253284,,,0.2897304754351559,0.3813802249065239,0.3964431280436009,0.3370177299965301,0.37558838550631896,0.323453164137712,0.3071816234772339,0.4757503843585761,0.3368836628511091,0.2999650351978343
Chaf1a,0.3556165200310063,0.2645626508833087,0.3520219235435851,0.4450291979170098,0.5240365065119665,0.5174795813404102,,,,,,0.35340308226173395,0.3266023245819656,0.4478640097992165,0.6833867522233101,0.2720840782173241,0.4978954636467043,0.30845397869068875,0.4279722003231595,0.2978747674731685
Dnmt1,,0.2538353169665541,0.570957462915815,0.34877007005037314,0.3864165385634959,0.4421294866642019,,,,,,0.3101866002922508,0.4300171925664022,0.3689266826455379,0.5499025519209099,0.4962916911584349,0.3729114980027585,0.5625410820006019,0.44937239288392256,0.5884549713900283
Brip1,,0.21026047632389774,0.5323792897803096,0.2592478917528884,0.5648945893637807,0.6033916153225738,,,,,,0.32324793392987794,0.3963349408766174,0.44957252613421217,0.32118345864233344,0.3911705685267146,,0.4256802223674399,0.2669940954517742,0.4430751154208135
Rad51,0.2535343566070233,0.24436072613806425,0.3822550554802805,0.3488784501752851,0.5137096468149918,0.5721102128717581,,,,,,0.292510319736711,0.3020339010333861,0.3552515459833715,0.3234840586509001,0.2905502105718476,0.3040671270723436,0.3680655007843493,0.2629223264584661,0.25725328464321584
Bard1,,0.35696365876777025,0.4560421075113064,0.33399993748191503,0.4742019276226879,0.4754097759555174,,,,,,0.4145140047056138,0.4362306956491189,0.3754949212474514,0.27597660172591515,0.3924730196879716,0.3131423315598168,0.41602716061713213,0.3106747934101271,0.3785181244978216
Mcm3,0.6767983147873229,,0.6228844726609615,0.4744256837550372,0.8423320574950486,0.4998853630400166,,,,,0.4365574019941129,0.3844311171657177,0.4258401863646623,0.4305501392379408,0.5028263266812922,0.4600047482968486,0.4887980178276058,0.4669841091062859,0.3617989906570107,0.3852870455524223
Mcm7,0.3851231844146921,0.3968273775558389,0.41042481979566986,0.467492707872745,0.998924569701442,0.7040623130056718,,,,,0.3805209299619434,0.31556359151667096,0.4264980149617981,0.5073620089773959,0.5144865095301026,0.3807616289704079,0.3324521256963915,0.4910248976840641,0.4673238427920237,0.4164311286363167
Mcm4,0.35744174810400353,0.2642206206065472,0.6195540572972301,0.6078060419345102,0.7970581964881658,0.5506044011522412,0.23254790172417944,,,,0.41610180742548464,0.4485098329741002,0.527577601679069,0.4981842827607028,0.5834507923389957,0.5681120845883679,0.4668032541600968,0.5331838427904875,0.5843277289879424,0.4958284865767792
Mcm5,,,0.5463892870598056,0.5487990535531182,0.967498623694464,0.7336328842421327,,,,,,0.3667260833882141,0.4953146200895866,0.5902903099714664,0.4856170042187834,0.4382637576172103,0.434629858120144,0.5009266226515726,0.4755334334284474,0.4593863635927831
Atad2,,,0.6800347402834409,0.44776975874631136,0.6359992658076529,0.6895760621254236,,0.23580701157696105,,,0.31542380182794466,0.33598914672355656,0.4479858763820613,0.4503123607227629,0.635277188118693,0.5910801343168018,0.4604054691188769,0.6277255680430884,0.4534995628463604,0.4136607194440717
Ebf1,0.6945436299019099,0.7987091146132607,0.3675118244925776,0.3935948354961551,0.451698316978951,0.4073913739410824,0.2664038093046069,0.35972630530232796,,,0.5589869501898566,0.6810569298172637,0.19319365355543325,0.2664526753188552,,,,,,
Maml3,0.5518280796983273,1.5324058488522334,,,,,,0.5332190970178263,,,,,,,,,,,,
