gene_name,P7-P8_likelihood,P2-P4_likelihood,P5-P2_likelihood,P6-P2_likelihood,act_likelihood,P9-P4_likelihood,P9-P6_likelihood,P3-P6_likelihood,P5-P6_likelihood,P6-P8_likelihood,P9-P7_likelihood,P9-P10_likelihood,P9-P8_likelihood,P3-P5_likelihood,P5-P4_likelihood,P5-P8_likelihood,P5-P7_likelihood,P6-P7_likelihood,P2-P1_likelihood,P2-P7_likelihood
Cbfa2t3,,0.14193212822204074,0.10633619381487112,0.16305513748244574,7.109292667332843e-09,,,,,,,,,,,,,,0.13156979173470765,0.18661815375435
Cd40lg,,0.2442911593029451,,0.2277473571333904,,,,,,,,,,,,,,,0.2320592889722001,0.2512127812737273
Sp140,,,,0.2700539962377957,,,,,,,,,,,,,,,,0.2570830393029368
Mvp,,0.2250936219600941,,0.21107847924241532,,,,,,,,,,,,,,,,0.24900097467619686
Apex1,,0.30889385850126383,,0.3283122291670157,3.6482457062701794e-05,,,,,,,,,,,,,,,0.3317821932227494
Pdcd11,,0.28566931147944746,,0.3119733560905251,,,,,,,,,,,,,,,,0.2355843922973644
Myc,,,,0.2369207075453585,0.22015629196378927,,,,,,,,,0.22786213566363406,,,,,,
Klrc2,,,,0.2517074459065209,0.2678956946054218,,,,,,,,,,,,,,,
Itgb2,,,,0.2425202195025341,0.2614709696203382,,,,,,,,,,,,,,,
Fbxo17,,,0.2850489206171961,0.2338739250842785,,,,,,,,,,,,,,,,
Tet1,,,0.2357931864959953,0.20190521481861176,,,,,,,,,,,,,,,,
Ms4a1,,,0.1147711165499819,0.23949011796040326,,,,,,,,,,,,,,,,
Tshz2,,,,0.16825870332168666,,,,,,,,,,,,,,,,
Trgv2,,,,0.17533765883564728,,,,,,,,,,,,,,,,
Taf1,,,,0.24872159456472576,,,,,,,,,,,,,,,,
Tbl1x,,,,0.2445629195933097,,,,,,,,,,,,,,,,
Asxl1,,,,0.2084619130875908,,,,,,,,,,,,,,,,
Arid1a,,,,0.2215212078495688,,,,,,,,,,,,,,,,
Crebl2,,,,0.223945740922794,,,,,,,,,,,,,,,,
Spn,,,,,0.21895449129783365,,,,,,,0.23985332225865416,,,,,,,,
Bst2,,,,,,0.14847157976534878,,,,,,0.19802363313090066,,,,,,,,
Itgb3,,,,,,,,,,,,0.2057569599455613,,,,,,,,
Cd28,,,,,,,,,,,,0.3128584962628377,,,,,,,,
Eif2ak2,,,,,0.07665929673183107,0.10426868331885124,0.09888665080680024,,,,0.14137297922251632,0.038965185862376336,0.16487401474430907,,,0.2399861255596525,,,,
Cd160,,,,,,,,,,,0.1944494218033244,,,,,,,,0.1948755913634306,
Kmt2a,,,,,,,,,,,0.2443302236143111,,,,,,,,,
Lgals9,,,,,,,,,,,,,0.18854959789060088,,,,,,,
Pml,,,,,0.1724699887865652,0.07639890679017741,0.061997721367468624,,,,0.13454413301246235,0.029357162874245613,0.12638374760237114,,,,,,,
Cxcr2,,,,,0.00012434554939146346,0.0019469382209088579,0.1175539037340633,,,,0.07474429117587178,2.0222316302123047e-55,0.14096747036811144,,,,,,,
Setdb2,,,,,,0.042772824636509235,0.057877487780120015,,,,0.12591395465472985,,0.08234508273214895,,,,,,,
C5ar1,,0.0007907504902791645,1.3638753347058447e-15,2.8373971913303606e-23,1.4720728090996926e-06,0.14766581711120086,0.0036297829045732546,,,,0.18031271230071505,1.5611552088495473e-53,0.14046943162821476,,,,,,2.1063597681677565e-05,9.921867181448442e-06
Jaml,,,,,0.003904576449429932,0.12830521194390393,0.06297259691290374,,,,0.1571720480810577,0.09005093855635628,0.14118737610130996,,,,,,,
Daxx,,,,,0.027903264678872903,0.10840115966329317,0.09907966115976877,,,,0.12925343113817653,0.06598665041860223,0.11294305651704788,,,,,,,
Ly6e,,,,,,,,,,,,,,0.22845343346726374,,,,,,
Hlf,,,,,,,,,,0.25424150867635165,,,,,,,,,,
Baz2a,,,,,,,,,,0.2173212546985249,,,,,,,,,,
Ptprc,,,,,,,,,,0.1979913686064387,,,,,,,,,,
Klra9,,0.15877897791461404,,,,,,0.19238813813996866,,,,,,0.047859544244745415,,,,,,
Aatf,,0.22278541690651013,0.15831905510262986,,,,,,,,,,,,,,,,,
Pbx1,,0.13668038603293864,0.014006452568059477,0.1315864389839923,6.276752198991866e-05,,,,,,,,,,,,,,0.0019013108645962497,0.0342255664950193
Igf2r,,0.2899291209598332,,,,,,,,,,,,,,,,,,
Patz1,,0.2622667809111739,,,,,,,,,,,,,,,,,,
Gtf2f2,,0.26627900065916743,,,,,,,,,,,,,,,,,,
Lamp2,,0.17120142097461608,,,,,,,,,,,,,,,,,,
Zkscan14,,0.1563731176071032,,,,,,,,,,,,,,,,,,
Eomes,,0.2138571295964881,,,,,,,,,,,,,,,,,,
Polr3b,,0.1845524099724057,,,,,,,,,,,,,,,,,,
Kmt2d,,0.20243266031768573,,,,,,,,,,,,,,,,,,
Tnfrsf1a,,0.19717467715361991,,,,,,,,,,,,,,,,,,
Notch2,,0.1929014301184876,,,,,,,,,,,,,,,,,,
Padi4,,,,,,0.12665023441254164,,,,,,,,,,,,,,
Ascc3,,,,,,0.2016861559914144,,,,,,,,,,,,,,
Mxd3,,,,,,0.20516438042581905,,,,,,,,,,,,,,
Ciita,,0.11293678472044055,,,9.923821891504586e-06,0.213393037267274,,,,,,,,,0.14094759860958425,,,,,
Trem1,,0.07330301295271181,0.0007948629808518621,0.00924028244871696,0.001137171446786493,0.10633004682438424,,,,,,,,,0.1025555048430406,,,,2.8497899658682067e-05,0.1260980965803693
Cd180,,0.02145581618401129,0.05960745963704625,0.006301955910579563,0.0007131126115091425,,,,,,,,,,0.15075050303249382,,,,0.0169097795042506,0.07766136651853994
Ifnar1,,,,,,,,,,,,,,,0.22223103919280834,,,,,
Cxcr4,,,,,0.13860631757541034,,,,,,,,,,,,,,,
Ruvbl1,,,,,0.1694013343291392,,,,,,,,,,,,,,,
Srebf2,,,,,0.2688412157000682,,,,,,,,,,,,,,,
Treml2,,,,,0.2006442684194452,,,,,,,0.026145505782762958,0.016608789923758124,,,,,,,
Elf4,,,,,0.22564693100416566,,,,,,,,,,,,,,,
Sertad2,,,0.16831510871677013,,,,,,,,,,,,,,,,,
Zfp36l2,,,0.1923298191736296,,,,,,,,,,,,,,,,,
Cd36,,,,,0.07019443529437296,,,,,,,,,,,,,,,
Ovol2,,,,,3.695545005485768e-05,,,,,,,0.008990146665539059,,,,,,,,
Lmo2,,,,,5.614058346750282e-05,,,,,,,,,,,,,,,
Dach1,,,,,3.0590705260666427e-69,,,,,,,,,,,,,,,
Tcf4,,,,,,,,,,,,,,,,,,,0.12509876090432492,
Clec12a,,0.03514548427328293,0.049653818512361385,0.0003392489598559053,0.0029935275908294988,0.009394260132971163,,0.019256772037149917,,,,,,,,,,,0.08275571058753133,0.014939927486601915
Il4ra,,0.2948829005979971,0.2365424173126931,0.2380518952434884,0.2465730450372891,,,,,,,,,,,,,,0.4943155007711206,
Ski,,0.17180676005056258,,0.2323376350796892,,,,,,0.22580501305538644,,,,,,,,0.2605033313384865,0.2592801546194241,
Actb,,0.22797490599824485,,0.2156190031886304,,,,,,,,,,,,,,0.283232157060168,0.4351335788551042,
Adam8,0.1969051637955138,0.2319860812254401,0.2004114783431732,,0.198805558635842,,,,,,,,,,,,0.192141787295474,,0.2081037409277669,
Nt5e,0.2469715992030114,0.2293156346080571,0.2049407135259512,0.19798586349684227,0.13884543953089767,,,,,,,,,0.17598190949049514,0.1977731822804365,,0.2588496951291145,0.20151240702630974,0.25911242555090597,0.19320963949760836
Entpd1,,0.2607691306571309,0.1536687671597868,0.2665584327917637,,,,,,,,,,0.2649055330894714,,,0.1749771691627661,,,
Slc3a2,,0.2264347855465727,0.2247420420490095,0.21361899823637948,,,,,,,,0.2259569307479961,,,,,,,,
Maf,,0.2414626444260383,,0.20975092605569004,,,,,,,,,,,,,,0.21669862544055524,,
Il17ra,,0.2552712050124469,0.1494719658967415,0.1946519302095573,,,,,,,,,,,,,,,,
Nfkb2,,0.2390636236067364,0.17519593167264927,0.18020486636222485,,,,,,,,,,,,,,,,
Sp110,,0.3553968276965904,,0.2510784199080023,,,,,,,,,,,,,,,,
Sla2,,0.2659133680709663,,0.2343231477117433,,,,,,,,,,,,,,,,
Foxp4,,0.17981587859718887,0.18123467008446864,0.20464085087898146,,,,,,,,,,,,,0.2282885511281346,0.24260498831515026,,0.26073599323213315
Phf14,,0.15735527284649356,0.23200716553776105,0.13873441474221498,,,,,,,,,,,,,,0.223858914938432,,0.16418902468589808
Irf2,,0.2502090994227648,0.25349865803708715,0.2627281120729293,0.2718994545292415,,,,,,,,,,,,,,,0.2408730337565455
Klrb1c,,0.2886217236581777,0.18572478233032266,0.25547483261140363,0.22446379377513906,,,,,,,,,,,,,,0.18263489764879665,0.21662153490088293
Btg2,,0.3212999959052514,0.2756710285375408,0.24927393990962324,,,,,,,,,,,0.18772160215315287,,,,,0.4007823043744617
Nmi,,0.20729745038531025,0.2154759889763104,0.2670754523718961,,,,,,,,,,,,,,,,0.31420191829404137
Trdv1,,0.1702418718093378,0.2472948373366102,0.18051825620628434,,,,,,,,,,,,,,,0.03211642878403505,0.23446379782395685
Safb,,0.31051185607264914,0.2659380020551256,0.30379045309475977,,,,,,,,,,,,,,,,0.23351554739216454
Wbp11,,0.3441685148819508,0.23953637848703804,0.2773169488111145,,,,,,,,,,,,,,,,0.3815428143550195
Ddx20,,0.31984592280678065,,0.29213471709549843,0.2835740880187088,,,,,0.276600179191314,,,,,,,,,0.3048667453614076,0.3263747441007976
Epas1,,0.2836654861469524,,0.24260484595124035,0.2982157586219874,,,,,,,,,,,,,,0.33974648990311523,0.3969415679052785
Smad3,,0.2575416343924005,,0.21323054060214447,0.24794532011457576,,,,,,,,,,,,,,0.20578808936448015,0.28162531121249146
Itga2,,0.22613520341583884,,,0.17010103275403524,,,,,,,,,0.2602383213758712,,,,,0.1423971349358619,0.22341135621250252
Cd84,,0.18369090098752364,,,0.3110460444587668,,,,,,,,,,,,,,,0.25845903768233525
Ly86,,0.20348804705554246,0.19588531643734525,0.1934713401662398,0.00023335313017231938,0.0012330607120776588,0.209222123665112,,,,,0.18720534078458925,,,0.2416625783799615,,,,0.3815098122443427,0.3569640951208681
Cd44,,0.14838597179185592,,0.217811004809453,,,,,,,,0.3209537974966679,,,,,,,0.3070917839771492,0.23102552145802985
Csf3r,,0.17391120839933985,0.21438858415882767,0.054046661505173454,1.5020163091262366e-11,0.35152925399567736,0.0042864026835369926,,,,0.05643920106647361,1.9390017801752697e-71,0.15293704796279148,,0.11131653526190308,,,,0.24533115781965606,0.22897508377739784
Sirpa,,0.2452419543158459,0.08210194815816052,0.0259467901943655,0.00010179264356462343,0.14362618701940946,0.05386958293290478,,,,0.1915851995304813,0.045059819890228114,0.11971050040857295,,0.06620474374959212,,,,0.22125408315252865,0.08378122108560389
Ifi204,,0.22336246844457064,0.08073032956806499,0.0074035494977880345,0.0002085489596481492,0.1432160823422088,0.06858885501818139,,,,0.21980891551669027,0.05380250771796876,0.18613461708559148,,,,,,0.3321073987827974,0.010687917229706963
Gtf3a,,0.3471730581134824,,0.2696763374630969,,,,,,,,,,,,,,,0.5107076512120954,0.3120417759871567
Aff1,,0.18090515622143136,,,,,,,,,,,,,,,0.19328540310960915,,0.3374841353735437,0.2002964432495379
Gtf2h2,,0.3079712771359333,,,,,,,,,,,,,,,,,0.335997797151026,0.3671602783573285
Zbtb16,,0.2451043576550402,0.07908243875731583,0.04625920036085219,,,,,,,,,,,,,,,0.3479546804643558,0.18665930418559035
Aff4,,0.1838445842831669,,,,,,,,,,,,,,,,,0.3406229266148887,0.19205717001293385
Klf9,,0.18920191978393466,,,,,,,,,,,,,,,,,0.25533954741505804,0.3051621531971353
Baz2b,,0.21328504115958227,,,,,,,,,,,,,,,,,0.28552816261054065,0.24362164046660345
Gtf2e1,,0.2308460386936013,,,,,,,,,,,,,,,,,0.2871558858887994,0.2583894667068216
Atad2b,,0.2013206891972844,0.1829747346624261,,,,,,,,,,,,,,0.19266989771695686,,0.21900128389580148,0.2823056557952477
Tshz3,,0.3302451258038002,0.1761153627705606,,,,,,,,,,,,,,,,0.21979389872705649,0.157619149176233
Zfp207,,0.2913512012300595,0.2048877564638864,,,,,,,,,,,,,,,,0.26753245612088883,0.2712091366359652
Csf1r,,0.3830195294876584,0.4045003752968432,0.2559471137739124,3.566406961553696e-44,0.04392271151668084,,,,,,,,,0.006048617321751807,,,,0.3552465554575361,0.17512086320089285
Btbd11,,0.3599732040315181,0.2629472453824652,0.23404497291128185,,,,,,,,,,,,,,,0.4163894716189617,0.3017054426415868
Nr3c1,,0.2565978878606622,0.2425246473164095,0.16391159439114286,,,,,,,,,,,,,,,0.22889472016672155,0.21358892585905398
Zmynd11,,0.3111112785860778,0.2100169806751729,0.2074278367632552,,,,,,,,,,,,,,,0.2946133632791709,0.2461186744334017
Cd200r1,,0.3360526240976972,0.2759639838486843,0.2083741845132171,,0.06496899995994546,,,,,,,,,,,,,0.27784532789446065,0.2591803045385009
Ahr,,0.31665954246049965,0.19967774037964525,0.20937976455970592,9.776407555727476e-12,,,,,,0.251102344606483,0.19881196359911596,,,,,,,0.22352530093168144,0.1813760638265084
Tnfrsf4,,0.2758260286231493,0.2533519679144935,0.2548517175350214,0.09867227630975826,,,,,,0.1947380402685432,,,,,,,,0.3075365585670328,0.289819485839706
Gadd45b,,0.22959084284840744,0.2032196242562872,0.1848225712377526,0.21225564253238788,,,,,,0.199831128199242,,,,,,,,0.2627496175194294,0.2391318606254732
Itgax,,0.3344321836345591,0.2609280487659017,0.2823987278432071,0.2351853222741979,,,,,,,,,,0.25026401084261,,,0.2809712486390297,0.1937247283315431,0.2503828226347518
Atf3,0.1822631347409964,0.2244893907477512,0.3170855255127564,0.16967148144544286,0.0006573100163229524,0.15010864681284028,,,,,,,,,0.3495938923242439,,,,0.14990261009781788,0.2895926185525997
Plaur,,0.3824714656905363,0.1791536954445352,0.04361007223412675,0.00026658696148026734,0.024659879609719614,3.281153093583378e-26,,,,0.1803124916919528,2.0439253203337885e-83,0.15440885575547686,,0.1969173912091464,,,,0.0043436287641273295,0.312079588071346
Ccr7,0.30102607876762705,0.3556450779729744,0.10277017095222847,,0.5377626975293021,,,0.2244965431471522,0.0005777182892647032,,0.2875030843645629,,,0.2200376679834722,0.2081002323719664,0.3377946024488096,0.8577684136800017,0.4705561902083282,0.6256493287048188,0.3436071794000212
Tcf7,0.2703516232645213,0.3941683359355062,0.3083588948205481,0.3306690933024685,0.4201382571375093,0.29392208977677725,0.3167569645607577,0.2600134685790625,0.17725670332611984,0.1799396754177959,0.2815636302496393,0.2973797132798426,0.2888398649755196,0.2479298391245643,0.21847585059056507,0.2725897149374236,0.6613515080149246,0.6784935785481769,0.6903635159096441,0.6555540481635596
Aff3,,0.38183788533339097,0.3015640370024734,0.2774486510866365,0.2580520359202261,0.2240874159141576,0.2375673595582788,0.15769511051296314,0.15044090369077845,,0.25488808337593083,0.20969737291192764,,0.14835457179120054,0.150067584993347,0.17022318062375133,0.7896884009132298,0.6688956975222845,0.6246595044517452,0.5323984545140751
Smarcc1,,0.5023201457126619,,0.5263920966339629,,,,,,0.3651933035173503,,,,,,,,0.2616679099818197,0.7216268090437181,0.5584535274682688
Rbbp7,,0.5727267414933994,,0.4529985493845402,0.4803805239926317,,0.3852473503472243,,0.3572800654894152,0.4373035482764866,,,,,,,,0.4710325540523497,0.8178823791223774,0.5322362802729058
Ezh2,,,0.3271180214809257,0.4460976381773241,0.4498320439360629,0.5240023391892091,0.453063170678685,0.7239249787580655,0.3614217931883721,0.5141014596229612,0.07790383993405481,,,,,,0.3237080436481629,0.4909598608185065,0.8797941868557376,0.7089646262255975
Dek,,,,,0.5047118987772449,0.4423929596678364,0.4501555313721006,0.19825546262706392,,,,,,0.2117329549678212,,,,,0.9972558672882756,0.7210710391013964
Polr2f,0.42561739130882986,,,0.5439292072886993,0.3368279041548002,,,0.3052569404199197,,0.2599300515933129,,,,0.2554667032593213,0.220019244343446,0.24782428524795425,0.32766069805945386,0.29145893446781296,0.8784796183876216,0.7182834866267126
Ssrp1,0.47305494029268896,,,0.4236788845516937,0.5389380448227629,0.4256234960706085,0.3625876993498912,,,0.4291382067055399,,,,,,,,0.494147750742978,0.7330938408200669,0.7541511929272358
Hnrnpd,0.3527518231054735,,,0.3895541661985992,0.4104616886421785,0.3114259268655391,0.2425666879924573,0.279254939281197,0.2688621093491896,0.3185836728955828,,,,,,,0.31477556962094194,0.27007408816683703,0.9110351277899068,0.5815095119571267
Aurkb,1.4314909616629752,,0.2659302347315694,0.2892291869909576,0.3996192414482159,0.4224132844905952,,0.5096629803539424,0.29853420263546393,,0.3955234442820062,,,,,0.28715611933561874,0.2908044412694314,,0.26458921667966223,0.2441985217982011
Hmmr,1.349665257545536,,,,0.3285663119979305,0.4696400930821514,,,,,0.6129534025266281,,0.009007358460452482,,,,0.29994294997232085,,,
Hmgb3,1.6423582238693433,,,,,,,,,,0.2008497747160252,,,,,,,,,
Tcf19,1.6999208188945285,,,,,0.3839104141694536,0.35815648943381195,,,,0.352555920714053,,,,,,,,,
Hmgb2,0.8317934487566927,0.5709025626790976,,,0.522424659250275,1.1548674326580286,,,,,,,,,,,0.3666418557047962,,1.0148806373630692,0.8433830449945079
Mcm3,1.1061598754931208,,,,0.484052390925131,0.5255943316434034,0.525946082404706,0.4167922267336505,,0.5638038527168664,0.2774890990351862,0.007267519320577123,0.09064207329226348,0.3722546532123241,,,,0.5108110366960448,0.8911418749791791,
Mcm2,0.9647213881618892,,,,0.3917346882791769,0.4191329405818463,0.3064211213087729,,,,0.2936261565383062,,,,,,,,1.01677749932918,
Snrpd1,0.20026761407368746,0.5929409820346163,0.3114963385805655,0.4164852347354738,0.4256160939338872,0.7973844287778978,0.39961022446169975,,0.2348686685671445,0.3733845944253272,0.08311321482628654,,,0.19985979524445596,0.22252159472405336,,0.3545372064956524,0.4683672815449526,0.8548196283937224,0.7153468114281949
Hells,0.7426454222298422,0.4768060875781046,0.4225969429608829,0.5227660976128509,0.5078729819910344,0.3618998019268144,0.5075128074871298,0.4239430197074627,0.31539687419251405,0.5846299677894256,0.15770303038091646,0.04331061431747139,0.0499701254182015,0.4810123944723934,0.2613026557138285,0.15625201475227546,0.4774493930812047,0.5668524234306999,0.7196801643936106,0.6125666645857794
Mcm4,0.8706616727082792,0.466241197876701,0.3423882393183636,0.5432854437072093,0.5984421485997836,0.5333562390843063,0.3958245702126415,0.3674048883838812,0.41626232796028895,0.3998040107948095,0.13239842714511932,,,0.4209272026187507,0.3248101574729854,,0.4267824781805153,0.44723066198769057,0.9811960462990764,0.6675510685238085
Nsd2,0.5689618863210708,0.548293635589904,0.35438765876405104,0.5630671868416419,0.5271694557942354,0.5090859097837337,0.3070630312688172,0.3581182428187803,0.4432915237470102,0.39833702810495053,,,,0.3060701924570653,0.2747706481448499,,0.4188173985091601,0.4233200100937464,0.7822476763293661,0.5487473161529229
E2f8,0.6707937222561919,0.39392438808124747,0.28252245974596835,0.4326740904395541,0.2965802122431626,0.6262729991733885,0.4185185951090216,0.2158940078986176,0.3184979220817534,,0.4523292788823276,,0.4178789133392276,0.27801245717420353,0.2835370844089558,,0.2581840751304232,,0.4287761673965991,0.313213061165085
Trip13,0.7279082113316867,0.2919318822890089,0.2541189634321861,0.3361359754469036,0.35350825559488314,0.6434203796178702,0.2983250903327389,,,,0.7454932582960235,,0.4310422840909569,,,,,,0.4673088617920307,0.2953747044696229
Uhrf1,1.1734640673341483,0.4246154532616305,0.3311721026146742,0.41306340301902017,0.49226900085772096,0.7890151477596145,0.5886166054810631,,0.3997661966537684,0.4911910249239821,0.4579384969517452,0.03207180610692953,0.26322627572394713,0.5535381225144772,0.3989969667848357,,0.2965740319929677,0.47846015523205804,0.5540648303387892,0.4549668333590906
Cbx5,0.8204207542347347,,0.1954630510715095,0.4721172237232266,0.5148155957530488,0.5144197768990192,0.5585884224104746,,0.291131751317052,0.5976412692399751,0.1506597918928917,,,,,,0.3169337227497027,0.52506220975081,0.7711353203556618,0.6928657966766856
Dnmt1,0.8764058459438724,0.3864018525750807,0.29380477841200225,0.3649821046841991,0.4306355132310525,0.5156963098889615,0.39848374905190337,,0.34425039073011504,0.3195193055947088,0.09297602899925632,,,,,,0.5570067208479106,0.36497046786587456,0.7214907434665103,0.6086875430842148
Wdhd1,0.6800774168256961,0.3059269325717376,0.2843073470921095,0.3585051731768969,0.3710527192307268,0.39253089643553146,0.3613827720700632,0.3382884980331577,0.3594061915222113,0.3250772437748993,0.16805077190720166,,,0.3584477843948685,0.2447058491435122,,0.3094321424098067,0.3757503892743372,0.4673662860142036,0.4860898008236516
Cenpk,0.9069525078069504,0.3205460560410021,0.2639767000166089,0.3310407480552265,0.3789718295979512,0.5835336182064652,0.3705527660340217,0.3068499173917204,0.3484584162127987,0.3795192306506855,0.1360553863587321,,,0.2171340649168941,0.301629583451055,,0.3246377188127441,0.34143194296163465,0.4863866174991179,0.3815257957750362
Bard1,0.8555795899820724,0.2935837533815892,0.2579567659165593,0.3627695411799819,0.4045523165904827,0.5183111180907863,0.4086106783668939,0.3597575678448253,0.32972902182389124,0.397862180353524,0.2664210892023127,,,,0.2269498726990364,,0.3165095508296411,0.3531539667187002,0.5666522072761125,0.5123956944371216
Brca1,0.9482011133463588,0.3148482407593179,0.2620375732779852,0.4247632188113255,0.3776975669520625,0.4290577593668724,0.4645742001101959,0.2792991360274692,0.4109799858779265,0.3777707279134164,0.3401917996789307,,0.14576787707631358,0.3130302153803693,0.2452748605866017,,0.2457437247695756,0.2773258616582684,0.6743027920299097,0.3297961133472623
E2f1,0.8465112724851059,0.3142764466045748,,0.3599334857352837,0.34326814187164983,0.44791563413445057,0.4707548150559727,0.3404744839365085,0.3031118554647354,0.3850703056537251,0.4150750545399741,0.10494383696840404,0.2831256004494324,0.3263594950754105,0.3289644169938232,,0.3281174899228436,0.34404873634695754,0.4742654461454324,0.3352209778242424
Kntc1,0.9718518535027164,0.27458559160654544,,0.31740499069309625,0.3330634458071426,0.5374359590798398,0.2623143437104911,0.2657848734134497,0.3141381062938073,,0.4028746451849343,,0.2242700421417547,,,,,0.2796403810396421,0.4391977131120393,0.3694321020539101
Chaf1a,0.7516824161674236,0.3627248788602188,0.2499131880708891,0.31757320812919226,0.3275130852972987,0.4225295087621677,0.3338322325493155,,0.2343793829568642,0.2930201604997115,0.6338840864256665,,,0.2672408239630576,0.2598858264319261,,0.23226882493252035,0.2827850451360413,0.4586543023932421,0.35573166580872456
Rad51,1.2005451890103649,0.30652161900562463,,0.32601122327317883,0.32451933243852443,0.43690495465930135,0.32162665619252706,0.2632586394187809,0.28408012804651106,0.2690757878947487,0.6601419709915104,,,,,,0.2751566032482212,0.3122392484947772,0.26891876311342505,0.24494732257689003
Brca2,0.8822270099478637,0.3214335616642293,,0.34048085889819857,0.3660804194302281,0.4222906694356364,0.4231895090203134,0.2423114056883027,0.2886453260777029,0.4218351854889373,0.5545965355930058,,,,,,0.3441321190191593,0.2663371201000073,0.4546433792674902,0.3831561609657459
Mcm8,0.9356959998258588,0.31033713231288035,,0.4108685815821375,0.2880376095296064,0.4161607965904092,0.3122649141626763,,0.2702385132723359,0.3359382833514101,0.4452145387282994,,,,,,0.2748511997960348,0.3692040354457452,0.3486633306868768,0.4374784941745765
Mcm6,1.2261102693002228,0.4375186214662479,,0.4929780214637644,0.4830471500665392,0.5572901430760556,0.4869534497171292,0.4939588160713,0.39185229017569456,0.4077380978980696,0.0809019195443733,0.1905522396876736,,,,,0.4385254604637003,0.4617478877569754,1.0512469883396398,0.9345203217132281
Mcm5,1.5569229565958993,,,0.45391858034085497,0.42779009969360815,0.8757043115873004,0.5539301643290699,,0.2755282840561916,,0.5146934186808997,0.043431440766665434,0.2416579719236369,,,,,,0.8735176021511336,0.2930849641396637
Mcm7,1.7962917507638299,0.4210815882187244,,0.4544375193603215,0.5361075023386019,0.6376130344066019,0.5157247748857476,,0.30913932818587697,,0.12906245944554906,0.02947599127235804,0.06914611072113236,,,,0.4385376916613944,0.5175549093764593,0.9246048299843491,0.5632920396359521
Orc1,1.741336143130596,,,0.3586430171840977,0.4140558462150175,0.4676689861478534,0.3948356226511414,,0.30638726885565304,0.3645284781107629,0.17374383770720164,,,,,,0.2431366528190367,0.3587495541497634,0.5883583913901345,0.3333050431897406
Brip1,1.4836574368008628,0.3118927107426406,,0.3829741537947339,0.3696604410410811,0.6089036371035922,0.3098196906819481,0.2938274799524208,0.3724744028733813,0.2928283663673618,0.2924271612391705,0.00688343891032272,0.1514329037056601,0.2943537788252061,0.24471876537588036,,0.3670425192408717,0.3736850942500389,0.615905807378758,0.536039547656933
